event_id,mother_event_id,decision_time,entry_time,fold,direction,match_status,assigned_controls,available_controls,mother_risk_atr,month,utc_6h_bucket,vol_bucket,known_5m_colour,known_hourly_colour,signed_hourly_slope_sign
2023-12-23T01:00:00+00:00_S,2023-12-23T01:00:00+00:00_S,2023-12-23 02:00:00+00:00,2023-12-23 02:00:00+00:00,2023H2,-1,insufficient_exact_controls,0,0.0,1.0782678859357486,,,,,,
2023-12-24T05:00:00+00:00_S,2023-12-24T05:00:00+00:00_S,2023-12-24 06:00:00+00:00,2023-12-24 06:00:00+00:00,2023H2,-1,insufficient_exact_controls,0,2.0,1.82449845104343,,,,,,
2023-12-24T13:00:00+00:00_L,2023-12-24T13:00:00+00:00_L,2023-12-24 14:00:00+00:00,2023-12-24 14:00:00+00:00,2023H2,1,matched,3,3.0,0.8882456574155557,2023-12,2.0,0.0,1.0,1.0,-1.0
2023-12-25T21:00:00+00:00_L,2023-12-25T21:00:00+00:00_L,2023-12-25 22:00:00+00:00,2023-12-25 22:00:00+00:00,2023H2,1,matched,3,3.0,0.885402876052417,2023-12,3.0,0.0,1.0,1.0,-1.0
2023-12-26T05:00:00+00:00_S,2023-12-26T05:00:00+00:00_S,2023-12-26 06:00:00+00:00,2023-12-26 06:00:00+00:00,2023H2,-1,matched,3,15.0,2.8663643469863276,2023-12,1.0,1.0,-1.0,-1.0,1.0
2024-01-03T11:00:00+00:00_S,2024-01-03T11:00:00+00:00_S,2024-01-03 12:00:00+00:00,2024-01-03 12:00:00+00:00,2024H1,-1,insufficient_exact_controls,0,2.0,3.334877712626902,,,,,,
2024-01-10T22:00:00+00:00_L,2024-01-10T22:00:00+00:00_L,2024-01-10 23:00:00+00:00,2024-01-10 23:00:00+00:00,2024H1,1,matched,3,6.0,1.415667007783465,2024-01,3.0,2.0,1.0,1.0,-1.0
2024-01-14T13:00:00+00:00_L,2024-01-14T13:00:00+00:00_L,2024-01-14 14:00:00+00:00,2024-01-14 14:00:00+00:00,2024H1,1,insufficient_exact_controls,0,1.0,0.6377292311169106,,,,,,
2024-01-14T19:00:00+00:00_S,2024-01-14T19:00:00+00:00_S,2024-01-14 20:00:00+00:00,2024-01-14 20:00:00+00:00,2024H1,-1,insufficient_exact_controls,0,2.0,1.2298183001036809,,,,,,
2024-01-15T10:00:00+00:00_S,2024-01-15T10:00:00+00:00_S,2024-01-15 11:00:00+00:00,2024-01-15 11:00:00+00:00,2024H1,-1,insufficient_exact_controls,0,2.0,0.7211044033030288,,,,,,
2024-01-15T14:00:00+00:00_S,2024-01-15T14:00:00+00:00_S,2024-01-15 15:00:00+00:00,2024-01-15 15:00:00+00:00,2024H1,-1,matched,3,11.0,2.2804013772602048,2024-01,2.0,1.0,-1.0,-1.0,1.0
2024-01-20T01:00:00+00:00_L,2024-01-20T01:00:00+00:00_L,2024-01-20 02:00:00+00:00,2024-01-20 02:00:00+00:00,2024H1,1,matched,3,3.0,0.5082010507775141,2024-01,0.0,2.0,1.0,1.0,-1.0
2024-01-28T18:00:00+00:00_S,2024-01-28T18:00:00+00:00_S,2024-01-28 19:00:00+00:00,2024-01-28 19:00:00+00:00,2024H1,-1,insufficient_exact_controls,0,2.0,0.8858991841391183,,,,,,
2024-01-29T15:00:00+00:00_L,2024-01-29T15:00:00+00:00_L,2024-01-29 16:00:00+00:00,2024-01-29 16:00:00+00:00,2024H1,1,insufficient_exact_controls,0,2.0,2.6831709426758765,,,,,,
2024-01-31T20:00:00+00:00_S,2024-01-31T20:00:00+00:00_S,2024-01-31 21:00:00+00:00,2024-01-31 21:00:00+00:00,2024H1,-1,matched,3,7.0,2.1719229535442763,2024-01,3.0,1.0,-1.0,-1.0,1.0
2024-02-07T03:00:00+00:00_S,2024-02-07T03:00:00+00:00_S,2024-02-07 04:00:00+00:00,2024-02-07 04:00:00+00:00,2024H1,-1,matched,3,9.0,1.1401171051772234,2024-02,0.0,0.0,-1.0,-1.0,1.0
2024-02-12T09:00:00+00:00_S,2024-02-12T09:00:00+00:00_S,2024-02-12 10:00:00+00:00,2024-02-12 10:00:00+00:00,2024H1,-1,matched,3,4.0,0.8571349313051806,2024-02,1.0,1.0,-1.0,-1.0,-1.0
2024-02-12T14:00:00+00:00_L,2024-02-12T14:00:00+00:00_L,2024-02-12 15:00:00+00:00,2024-02-12 15:00:00+00:00,2024H1,1,matched,3,15.0,2.790830536634924,2024-02,2.0,1.0,1.0,1.0,1.0
2024-02-16T10:00:00+00:00_L,2024-02-16T10:00:00+00:00_L,2024-02-16 11:00:00+00:00,2024-02-16 11:00:00+00:00,2024H1,1,matched,3,23.0,1.3247964382975996,2024-02,1.0,2.0,1.0,1.0,1.0
2024-02-18T14:00:00+00:00_L,2024-02-18T14:00:00+00:00_L,2024-02-18 15:00:00+00:00,2024-02-18 15:00:00+00:00,2024H1,1,matched,3,9.0,0.9593767665213075,2024-02,2.0,0.0,1.0,1.0,-1.0
2024-02-19T17:00:00+00:00_L,2024-02-19T17:00:00+00:00_L,2024-02-19 18:00:00+00:00,2024-02-19 18:00:00+00:00,2024H1,1,matched,3,17.0,1.5685676313950743,2024-02,3.0,1.0,1.0,1.0,1.0
2024-02-21T23:00:00+00:00_L,2024-02-21T23:00:00+00:00_L,2024-02-22 00:00:00+00:00,2024-02-22 00:00:00+00:00,2024H1,1,insufficient_exact_controls,0,1.0,0.8501444209358372,,,,,,
2024-02-25T17:00:00+00:00_L,2024-02-25T17:00:00+00:00_L,2024-02-25 18:00:00+00:00,2024-02-25 18:00:00+00:00,2024H1,1,matched,3,18.0,1.0405174171000389,2024-02,3.0,0.0,1.0,1.0,1.0
2024-02-29T19:00:00+00:00_L,2024-02-29T19:00:00+00:00_L,2024-02-29 20:00:00+00:00,2024-02-29 20:00:00+00:00,2024H1,1,matched,3,17.0,0.93282257113173,2024-02,3.0,2.0,1.0,1.0,1.0
2024-03-02T20:00:00+00:00_S,2024-03-02T20:00:00+00:00_S,2024-03-02 21:00:00+00:00,2024-03-02 21:00:00+00:00,2024H1,-1,insufficient_exact_controls,0,2.0,0.901795391890181,,,,,,
2024-03-11T06:00:00+00:00_L,2024-03-11T06:00:00+00:00_L,2024-03-11 07:00:00+00:00,2024-03-11 07:00:00+00:00,2024H1,1,matched,3,14.0,1.5460180464587976,2024-03,1.0,1.0,1.0,1.0,1.0
2024-03-12T16:00:00+00:00_S,2024-03-12T16:00:00+00:00_S,2024-03-12 17:00:00+00:00,2024-03-12 17:00:00+00:00,2024H1,-1,matched,3,3.0,1.6596473671916734,2024-03,2.0,2.0,-1.0,-1.0,-1.0
2024-03-14T13:00:00+00:00_S,2024-03-14T13:00:00+00:00_S,2024-03-14 14:00:00+00:00,2024-03-14 14:00:00+00:00,2024H1,-1,matched,3,3.0,1.7032821260854358,2024-03,2.0,1.0,-1.0,-1.0,-1.0
2024-03-16T01:00:00+00:00_S,2024-03-16T01:00:00+00:00_S,2024-03-16 02:00:00+00:00,2024-03-16 02:00:00+00:00,2024H1,-1,matched,3,17.0,0.5170330019463036,2024-03,0.0,2.0,-1.0,-1.0,1.0
2024-03-20T14:00:00+00:00_L,2024-03-20T14:00:00+00:00_L,2024-03-20 15:00:00+00:00,2024-03-20 15:00:00+00:00,2024H1,1,matched,3,4.0,0.7644532429651498,2024-03,2.0,2.0,1.0,1.0,-1.0
2024-03-27T05:00:00+00:00_L,2024-03-27T05:00:00+00:00_L,2024-03-27 06:00:00+00:00,2024-03-27 06:00:00+00:00,2024H1,1,matched,3,18.0,0.553751150398778,2024-03,1.0,0.0,1.0,1.0,1.0
2024-03-28T06:00:00+00:00_L,2024-03-28T06:00:00+00:00_L,2024-03-28 07:00:00+00:00,2024-03-28 07:00:00+00:00,2024H1,1,matched,3,3.0,1.1373005865726566,2024-03,1.0,0.0,1.0,1.0,-1.0
2024-03-29T07:00:00+00:00_S,2024-03-29T07:00:00+00:00_S,2024-03-29 08:00:00+00:00,2024-03-29 08:00:00+00:00,2024H1,-1,matched,3,3.0,1.5362182709450927,2024-03,1.0,0.0,-1.0,-1.0,-1.0
2024-03-29T14:00:00+00:00_S,2024-03-29T14:00:00+00:00_S,2024-03-29 15:00:00+00:00,2024-03-29 15:00:00+00:00,2024H1,-1,insufficient_exact_controls,0,1.0,0.9376847396204383,,,,,,
2024-04-01T05:00:00+00:00_S,2024-04-01T05:00:00+00:00_S,2024-04-01 06:00:00+00:00,2024-04-01 06:00:00+00:00,2024H1,-1,matched,3,4.0,3.3041856084307497,2024-04,1.0,0.0,-1.0,-1.0,-1.0
2024-04-03T14:00:00+00:00_L,2024-04-03T14:00:00+00:00_L,2024-04-03 15:00:00+00:00,2024-04-03 15:00:00+00:00,2024H1,1,insufficient_exact_controls,0,0.0,1.3197876877887973,,,,,,
2024-04-03T19:00:00+00:00_S,2024-04-03T19:00:00+00:00_S,2024-04-03 20:00:00+00:00,2024-04-03 20:00:00+00:00,2024H1,-1,matched,3,14.0,0.6268286978404628,2024-04,3.0,1.0,-1.0,-1.0,1.0
2024-04-05T11:00:00+00:00_S,2024-04-05T11:00:00+00:00_S,2024-04-05 12:00:00+00:00,2024-04-05 12:00:00+00:00,2024H1,-1,insufficient_exact_controls,0,2.0,0.9356752172403535,,,,,,
2024-04-10T19:00:00+00:00_L,2024-04-10T19:00:00+00:00_L,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024H1,1,matched,3,4.0,1.3756802883602055,2024-04,3.0,1.0,1.0,1.0,-1.0
2024-04-18T13:00:00+00:00_L,2024-04-18T13:00:00+00:00_L,2024-04-18 14:00:00+00:00,2024-04-18 14:00:00+00:00,2024H1,1,insufficient_exact_controls,0,2.0,1.2105636056591196,,,,,,
2024-04-19T01:00:00+00:00_S,2024-04-19T01:00:00+00:00_S,2024-04-19 02:00:00+00:00,2024-04-19 02:00:00+00:00,2024H1,-1,matched,3,13.0,2.180611274277704,2024-04,0.0,2.0,-1.0,-1.0,1.0
2024-04-21T22:00:00+00:00_L,2024-04-21T22:00:00+00:00_L,2024-04-21 23:00:00+00:00,2024-04-21 23:00:00+00:00,2024H1,1,matched,3,18.0,1.0743146530259013,2024-04,3.0,0.0,1.0,1.0,1.0
2024-04-30T08:00:00+00:00_S,2024-04-30T08:00:00+00:00_S,2024-04-30 09:00:00+00:00,2024-04-30 09:00:00+00:00,2024H1,-1,matched,3,17.0,2.3491739696669938,2024-04,1.0,1.0,-1.0,-1.0,1.0
2024-05-06T12:00:00+00:00_S,2024-05-06T12:00:00+00:00_S,2024-05-06 13:00:00+00:00,2024-05-06 13:00:00+00:00,2024H1,-1,matched,3,6.0,1.3743236863032324,2024-05,2.0,1.0,-1.0,-1.0,-1.0
2024-05-07T08:00:00+00:00_L,2024-05-07T08:00:00+00:00_L,2024-05-07 09:00:00+00:00,2024-05-07 09:00:00+00:00,2024H1,1,insufficient_exact_controls,0,1.0,1.2257003127788866,,,,,,
2024-05-07T11:00:00+00:00_S,2024-05-07T11:00:00+00:00_S,2024-05-07 12:00:00+00:00,2024-05-07 12:00:00+00:00,2024H1,-1,matched,3,12.0,1.1974023203903348,2024-05,2.0,1.0,-1.0,-1.0,1.0
2024-05-10T14:00:00+00:00_S,2024-05-10T14:00:00+00:00_S,2024-05-10 15:00:00+00:00,2024-05-10 15:00:00+00:00,2024H1,-1,matched,3,3.0,3.653077797340782,2024-05,2.0,1.0,-1.0,-1.0,-1.0
2024-05-12T08:00:00+00:00_L,2024-05-12T08:00:00+00:00_L,2024-05-12 09:00:00+00:00,2024-05-12 09:00:00+00:00,2024H1,1,matched,3,3.0,0.9826827242853673,2024-05,1.0,0.0,1.0,1.0,-1.0
2024-05-13T06:00:00+00:00_L,2024-05-13T06:00:00+00:00_L,2024-05-13 07:00:00+00:00,2024-05-13 07:00:00+00:00,2024H1,1,matched,3,41.0,2.0609922246184498,2024-05,1.0,0.0,1.0,1.0,1.0
2024-05-20T04:00:00+00:00_L,2024-05-20T04:00:00+00:00_L,2024-05-20 05:00:00+00:00,2024-05-20 05:00:00+00:00,2024H1,1,matched,3,4.0,1.516848419894813,2024-05,0.0,0.0,1.0,1.0,-1.0
2024-05-20T06:00:00+00:00_S,2024-05-20T06:00:00+00:00_S,2024-05-20 07:00:00+00:00,2024-05-20 07:00:00+00:00,2024H1,-1,matched,3,14.0,1.998044850006006,2024-05,1.0,0.0,-1.0,-1.0,1.0
2024-05-23T11:00:00+00:00_L,2024-05-23T11:00:00+00:00_L,2024-05-23 12:00:00+00:00,2024-05-23 12:00:00+00:00,2024H1,1,matched,3,29.0,1.0994802759038016,2024-05,2.0,0.0,1.0,1.0,1.0
2024-05-26T13:00:00+00:00_L,2024-05-26T13:00:00+00:00_L,2024-05-26 14:00:00+00:00,2024-05-26 14:00:00+00:00,2024H1,1,matched,3,26.0,0.7360400260037409,2024-05,2.0,0.0,1.0,1.0,1.0
2024-05-30T06:00:00+00:00_S,2024-05-30T06:00:00+00:00_S,2024-05-30 07:00:00+00:00,2024-05-30 07:00:00+00:00,2024H1,-1,matched,3,11.0,0.8496583641340231,2024-05,1.0,0.0,-1.0,-1.0,1.0
2024-06-02T11:00:00+00:00_L,2024-06-02T11:00:00+00:00_L,2024-06-02 12:00:00+00:00,2024-06-02 12:00:00+00:00,2024H1,1,matched,3,25.0,3.2834197518109742,2024-06,2.0,0.0,1.0,1.0,1.0
2024-06-04T10:00:00+00:00_L,2024-06-04T10:00:00+00:00_L,2024-06-04 11:00:00+00:00,2024-06-04 11:00:00+00:00,2024H1,1,matched,3,12.0,0.5236517802176276,2024-06,1.0,0.0,1.0,1.0,1.0
2024-06-06T19:00:00+00:00_S,2024-06-06T19:00:00+00:00_S,2024-06-06 20:00:00+00:00,2024-06-06 20:00:00+00:00,2024H1,-1,matched,3,10.0,1.541206786559898,2024-06,3.0,0.0,-1.0,-1.0,1.0
2024-06-10T12:00:00+00:00_S,2024-06-10T12:00:00+00:00_S,2024-06-10 13:00:00+00:00,2024-06-10 13:00:00+00:00,2024H1,-1,matched,3,11.0,0.7541319875637448,2024-06,2.0,0.0,-1.0,-1.0,1.0
2024-06-10T14:00:00+00:00_L,2024-06-10T14:00:00+00:00_L,2024-06-10 15:00:00+00:00,2024-06-10 15:00:00+00:00,2024H1,1,matched,3,22.0,1.6515862662516243,2024-06,2.0,0.0,1.0,1.0,1.0
2024-06-18T00:00:00+00:00_S,2024-06-18T00:00:00+00:00_S,2024-06-18 01:00:00+00:00,2024-06-18 01:00:00+00:00,2024H1,-1,insufficient_exact_controls,0,1.0,1.7538314584345145,,,,,,
2024-07-07T13:00:00+00:00_S,2024-07-07T13:00:00+00:00_S,2024-07-07 14:00:00+00:00,2024-07-07 14:00:00+00:00,2024H2,-1,matched,3,4.0,1.200682947006333,2024-07,2.0,2.0,-1.0,-1.0,-1.0
2024-07-11T01:00:00+00:00_L,2024-07-11T01:00:00+00:00_L,2024-07-11 02:00:00+00:00,2024-07-11 02:00:00+00:00,2024H2,1,matched,3,27.0,1.6501265184420069,2024-07,0.0,2.0,1.0,1.0,1.0
2024-07-12T13:00:00+00:00_L,2024-07-12T13:00:00+00:00_L,2024-07-12 14:00:00+00:00,2024-07-12 14:00:00+00:00,2024H2,1,insufficient_exact_controls,0,0.0,1.079787019512099,,,,,,
2024-07-18T04:00:00+00:00_S,2024-07-18T04:00:00+00:00_S,2024-07-18 05:00:00+00:00,2024-07-18 05:00:00+00:00,2024H2,-1,insufficient_exact_controls,0,1.0,0.6202807644975354,,,,,,
2024-07-21T14:00:00+00:00_L,2024-07-21T14:00:00+00:00_L,2024-07-21 15:00:00+00:00,2024-07-21 15:00:00+00:00,2024H2,1,insufficient_exact_controls,0,0.0,1.8423146860027035,,,,,,
2024-07-23T02:00:00+00:00_L,2024-07-23T02:00:00+00:00_L,2024-07-23 03:00:00+00:00,2024-07-23 03:00:00+00:00,2024H2,1,matched,3,18.0,0.8531762428566605,2024-07,0.0,1.0,1.0,1.0,1.0
2024-07-24T18:00:00+00:00_S,2024-07-24T18:00:00+00:00_S,2024-07-24 19:00:00+00:00,2024-07-24 19:00:00+00:00,2024H2,-1,matched,3,12.0,1.7937097096394525,2024-07,3.0,1.0,-1.0,-1.0,1.0
2024-07-27T21:00:00+00:00_L,2024-07-27T21:00:00+00:00_L,2024-07-27 22:00:00+00:00,2024-07-27 22:00:00+00:00,2024H2,1,matched,3,18.0,2.0503545057737704,2024-07,3.0,2.0,1.0,1.0,1.0
2024-07-28T23:00:00+00:00_L,2024-07-28T23:00:00+00:00_L,2024-07-29 00:00:00+00:00,2024-07-29 00:00:00+00:00,2024H2,1,matched,3,9.0,0.8200949394775,2024-07,0.0,0.0,1.0,1.0,1.0
2024-07-31T19:00:00+00:00_S,2024-07-31T19:00:00+00:00_S,2024-07-31 20:00:00+00:00,2024-07-31 20:00:00+00:00,2024H2,-1,matched,3,20.0,2.5024706101408656,2024-07,3.0,2.0,-1.0,-1.0,1.0
2024-08-02T14:00:00+00:00_S,2024-08-02T14:00:00+00:00_S,2024-08-02 15:00:00+00:00,2024-08-02 15:00:00+00:00,2024H2,-1,matched,3,14.0,3.0640639197819097,2024-08,2.0,2.0,-1.0,-1.0,1.0
2024-08-08T01:00:00+00:00_L,2024-08-08T01:00:00+00:00_L,2024-08-08 02:00:00+00:00,2024-08-08 02:00:00+00:00,2024H2,1,matched,3,10.0,1.9552920219691579,2024-08,0.0,2.0,1.0,1.0,1.0
2024-08-15T17:00:00+00:00_S,2024-08-15T17:00:00+00:00_S,2024-08-15 18:00:00+00:00,2024-08-15 18:00:00+00:00,2024H2,-1,matched,3,3.0,1.242949220391047,2024-08,3.0,1.0,-1.0,-1.0,1.0
2024-08-16T09:00:00+00:00_L,2024-08-16T09:00:00+00:00_L,2024-08-16 10:00:00+00:00,2024-08-16 10:00:00+00:00,2024H2,1,insufficient_exact_controls,0,2.0,0.7388510503472152,,,,,,
2024-08-16T16:00:00+00:00_L,2024-08-16T16:00:00+00:00_L,2024-08-16 17:00:00+00:00,2024-08-16 17:00:00+00:00,2024H2,1,matched,3,7.0,0.9249413495199849,2024-08,2.0,2.0,1.0,1.0,-1.0
2024-08-19T22:00:00+00:00_L,2024-08-19T22:00:00+00:00_L,2024-08-19 23:00:00+00:00,2024-08-19 23:00:00+00:00,2024H2,1,matched,3,5.0,0.6434786085283382,2024-08,3.0,0.0,1.0,1.0,-1.0
2024-08-20T15:00:00+00:00_S,2024-08-20T15:00:00+00:00_S,2024-08-20 16:00:00+00:00,2024-08-20 16:00:00+00:00,2024H2,-1,insufficient_exact_controls,0,1.0,1.3403145356081199,,,,,,
2024-08-21T14:00:00+00:00_S,2024-08-21T14:00:00+00:00_S,2024-08-21 15:00:00+00:00,2024-08-21 15:00:00+00:00,2024H2,-1,insufficient_exact_controls,0,1.0,1.6276535635521832,,,,,,
2024-08-22T20:00:00+00:00_L,2024-08-22T20:00:00+00:00_L,2024-08-22 21:00:00+00:00,2024-08-22 21:00:00+00:00,2024H2,1,matched,3,4.0,0.8227420338662607,2024-08,3.0,1.0,1.0,1.0,1.0
2024-08-23T12:00:00+00:00_L,2024-08-23T12:00:00+00:00_L,2024-08-23 13:00:00+00:00,2024-08-23 13:00:00+00:00,2024H2,1,matched,3,11.0,1.1001465828667292,2024-08,2.0,0.0,1.0,1.0,1.0
2024-08-30T14:00:00+00:00_S,2024-08-30T14:00:00+00:00_S,2024-08-30 15:00:00+00:00,2024-08-30 15:00:00+00:00,2024H2,-1,insufficient_exact_controls,0,1.0,2.6347830310908016,,,,,,
2024-08-31T13:00:00+00:00_S,2024-08-31T13:00:00+00:00_S,2024-08-31 14:00:00+00:00,2024-08-31 14:00:00+00:00,2024H2,-1,matched,3,14.0,1.0250375595083623,2024-08,2.0,0.0,-1.0,-1.0,1.0
2024-09-04T19:00:00+00:00_L,2024-09-04T19:00:00+00:00_L,2024-09-04 20:00:00+00:00,2024-09-04 20:00:00+00:00,2024H2,1,matched,3,4.0,0.7951782915928493,2024-09,3.0,1.0,1.0,1.0,-1.0
2024-09-05T03:00:00+00:00_S,2024-09-05T03:00:00+00:00_S,2024-09-05 04:00:00+00:00,2024-09-05 04:00:00+00:00,2024H2,-1,matched,3,11.0,1.2683329612685452,2024-09,0.0,1.0,-1.0,-1.0,1.0
2024-09-06T13:00:00+00:00_S,2024-09-06T13:00:00+00:00_S,2024-09-06 14:00:00+00:00,2024-09-06 14:00:00+00:00,2024H2,-1,matched,3,4.0,2.0854127873025794,2024-09,2.0,2.0,-1.0,-1.0,1.0
2024-09-11T16:00:00+00:00_L,2024-09-11T16:00:00+00:00_L,2024-09-11 17:00:00+00:00,2024-09-11 17:00:00+00:00,2024H2,1,insufficient_exact_controls,0,0.0,1.126068404880025,,,,,,
2024-09-13T07:00:00+00:00_L,2024-09-13T07:00:00+00:00_L,2024-09-13 08:00:00+00:00,2024-09-13 08:00:00+00:00,2024H2,1,matched,3,17.0,0.9760672315795738,2024-09,1.0,0.0,1.0,1.0,1.0
2024-09-21T22:00:00+00:00_L,2024-09-21T22:00:00+00:00_L,2024-09-21 23:00:00+00:00,2024-09-21 23:00:00+00:00,2024H2,1,insufficient_exact_controls,0,2.0,0.8307137551016102,,,,,,
2024-09-22T21:00:00+00:00_S,2024-09-22T21:00:00+00:00_S,2024-09-22 22:00:00+00:00,2024-09-22 22:00:00+00:00,2024H2,-1,matched,3,9.0,1.8604861633341248,2024-09,3.0,0.0,-1.0,-1.0,-1.0
2024-09-22T22:00:00+00:00_L,2024-09-22T22:00:00+00:00_L,2024-09-22 23:00:00+00:00,2024-09-22 23:00:00+00:00,2024H2,1,matched,3,11.0,3.874555851605723,2024-09,3.0,0.0,1.0,1.0,1.0
2024-09-24T00:00:00+00:00_S,2024-09-24T00:00:00+00:00_S,2024-09-24 01:00:00+00:00,2024-09-24 01:00:00+00:00,2024H2,-1,matched,3,4.0,1.2645332077325955,2024-09,0.0,0.0,-1.0,-1.0,-1.0
2024-10-03T07:00:00+00:00_S,2024-10-03T07:00:00+00:00_S,2024-10-03 08:00:00+00:00,2024-10-03 08:00:00+00:00,2024H2,-1,matched,3,6.0,1.0281834100790472,2024-10,1.0,2.0,-1.0,-1.0,1.0
2024-10-05T22:00:00+00:00_L,2024-10-05T22:00:00+00:00_L,2024-10-05 23:00:00+00:00,2024-10-05 23:00:00+00:00,2024H2,1,matched,3,15.0,0.9160189201276309,2024-10,3.0,0.0,1.0,1.0,1.0
2024-10-06T01:00:00+00:00_L,2024-10-06T01:00:00+00:00_L,2024-10-06 02:00:00+00:00,2024-10-06 02:00:00+00:00,2024H2,1,matched,3,12.0,0.8018126027426388,2024-10,0.0,0.0,1.0,1.0,1.0
2024-10-07T19:00:00+00:00_L,2024-10-07T19:00:00+00:00_L,2024-10-07 20:00:00+00:00,2024-10-07 20:00:00+00:00,2024H2,1,matched,3,10.0,1.104305119980567,2024-10,3.0,2.0,-1.0,1.0,1.0
2024-10-07T22:00:00+00:00_S,2024-10-07T22:00:00+00:00_S,2024-10-07 23:00:00+00:00,2024-10-07 23:00:00+00:00,2024H2,-1,matched,3,3.0,1.834143560823065,2024-10,3.0,2.0,-1.0,-1.0,-1.0
2024-10-14T00:00:00+00:00_S,2024-10-14T00:00:00+00:00_S,2024-10-14 01:00:00+00:00,2024-10-14 01:00:00+00:00,2024H2,-1,insufficient_exact_controls,0,2.0,1.2725120538478998,,,,,,
2024-10-14T03:00:00+00:00_L,2024-10-14T03:00:00+00:00_L,2024-10-14 04:00:00+00:00,2024-10-14 04:00:00+00:00,2024H2,1,insufficient_exact_controls,0,0.0,4.2215641140572755,,,,,,
2024-10-17T06:00:00+00:00_S,2024-10-17T06:00:00+00:00_S,2024-10-17 07:00:00+00:00,2024-10-17 07:00:00+00:00,2024H2,-1,matched,3,3.0,0.7851872620145448,2024-10,1.0,1.0,-1.0,-1.0,-1.0
2024-10-17T09:00:00+00:00_S,2024-10-17T09:00:00+00:00_S,2024-10-17 10:00:00+00:00,2024-10-17 10:00:00+00:00,2024H2,-1,insufficient_exact_controls,0,0.0,0.8325751211526471,,,,,,
2024-10-18T01:00:00+00:00_L,2024-10-18T01:00:00+00:00_L,2024-10-18 02:00:00+00:00,2024-10-18 02:00:00+00:00,2024H2,1,matched,3,9.0,1.9709691966852705,2024-10,0.0,1.0,1.0,1.0,1.0
2024-10-19T14:00:00+00:00_L,2024-10-19T14:00:00+00:00_L,2024-10-19 15:00:00+00:00,2024-10-19 15:00:00+00:00,2024H2,1,matched,3,19.0,0.7365749467944316,2024-10,2.0,0.0,1.0,1.0,1.0
2024-10-24T00:00:00+00:00_L,2024-10-24T00:00:00+00:00_L,2024-10-24 01:00:00+00:00,2024-10-24 01:00:00+00:00,2024H2,1,insufficient_exact_controls,0,1.0,2.0644865971844144,,,,,,
2024-10-27T03:00:00+00:00_L,2024-10-27T03:00:00+00:00_L,2024-10-27 04:00:00+00:00,2024-10-27 04:00:00+00:00,2024H2,1,insufficient_exact_controls,0,0.0,1.140419010570162,,,,,,
2024-10-30T20:00:00+00:00_L,2024-10-30T20:00:00+00:00_L,2024-10-30 21:00:00+00:00,2024-10-30 21:00:00+00:00,2024H2,1,matched,3,15.0,2.4183552882514956,2024-10,3.0,2.0,1.0,1.0,1.0
2024-10-31T01:00:00+00:00_L,2024-10-31T01:00:00+00:00_L,2024-10-31 02:00:00+00:00,2024-10-31 02:00:00+00:00,2024H2,1,matched,3,10.0,0.7184782601783062,2024-10,0.0,2.0,1.0,1.0,1.0
2024-10-31T10:00:00+00:00_L,2024-10-31T10:00:00+00:00_L,2024-10-31 11:00:00+00:00,2024-10-31 11:00:00+00:00,2024H2,1,matched,3,5.0,1.0374683867567775,2024-10,1.0,0.0,1.0,1.0,-1.0
2024-11-01T15:00:00+00:00_S,2024-11-01T15:00:00+00:00_S,2024-11-01 16:00:00+00:00,2024-11-01 16:00:00+00:00,2024H2,-1,matched,3,4.0,3.015201246145639,2024-11,2.0,2.0,-1.0,-1.0,1.0
2024-11-02T08:00:00+00:00_S,2024-11-02T08:00:00+00:00_S,2024-11-02 09:00:00+00:00,2024-11-02 09:00:00+00:00,2024H2,-1,insufficient_exact_controls,0,1.0,0.5292510328950998,,,,,,
2024-11-04T10:00:00+00:00_L,2024-11-04T10:00:00+00:00_L,2024-11-04 11:00:00+00:00,2024-11-04 11:00:00+00:00,2024H2,1,insufficient_exact_controls,0,2.0,0.5218726155923181,,,,,,
2024-11-04T16:00:00+00:00_S,2024-11-04T16:00:00+00:00_S,2024-11-04 17:00:00+00:00,2024-11-04 17:00:00+00:00,2024H2,-1,insufficient_exact_controls,0,1.0,2.1564333337845363,,,,,,
2024-11-05T05:00:00+00:00_L,2024-11-05T05:00:00+00:00_L,2024-11-05 06:00:00+00:00,2024-11-05 06:00:00+00:00,2024H2,1,insufficient_exact_controls,0,1.0,0.8981155392228971,,,,,,
2024-11-13T13:00:00+00:00_L,2024-11-13T13:00:00+00:00_L,2024-11-13 14:00:00+00:00,2024-11-13 14:00:00+00:00,2024H2,1,matched,3,34.0,1.4699680261388324,2024-11,2.0,2.0,1.0,1.0,1.0
2024-11-17T11:00:00+00:00_S,2024-11-17T11:00:00+00:00_S,2024-11-17 12:00:00+00:00,2024-11-17 12:00:00+00:00,2024H2,-1,insufficient_exact_controls,0,0.0,0.7526941700487328,,,,,,
2024-11-17T13:00:00+00:00_S,2024-11-17T13:00:00+00:00_S,2024-11-17 14:00:00+00:00,2024-11-17 14:00:00+00:00,2024H2,-1,insufficient_exact_controls,0,0.0,1.0621027625388997,,,,,,
2024-11-18T15:00:00+00:00_L,2024-11-18T15:00:00+00:00_L,2024-11-18 16:00:00+00:00,2024-11-18 16:00:00+00:00,2024H2,1,insufficient_exact_controls,0,2.0,2.2842283658265314,,,,,,
