signal_i,signal_time,side,trend_ewmac_forecast,trend_donchian_forecast,trend_ensemble_forecast,trend_ensemble_horizon_dispersion,ewmac_only_score,donchian_only_score,trend_only_score,dense_only_score,trend_component_consensus,trend_quality,passes_soft_l0,passes_soft_l1,passes_soft_l2,passes_soft_l3,selected_profile,selected_gate_pass,outcome_label_included,training_eligible
30918,2022-11-21 17:00:00+00:00,short,-0.5242089638921223,-0.6547486760189359,-0.5894788199555291,0.17753322995003815,0.7621044819460612,0.827374338009468,0.7947394099777645,0.7001006057481964,1.0,0.775811649131851,True,True,True,True,soft_l2,True,False,False
31492,2022-11-27 16:30:00+00:00,long,0.24231267289703706,0.5868843211564222,0.41459849702672963,0.19075202255113977,0.6211563364485185,0.7934421605782112,0.7072992485133648,0.8276419338682948,1.0,0.7313677855843509,True,True,True,True,soft_l2,True,False,False
31619,2022-11-29 00:15:00+00:00,short,-0.4646945549619732,-0.32358179709103735,-0.39413817602650525,0.1888062762637392,0.7323472774809866,0.6617908985455186,0.6970690880132526,0.6081812331871053,1.0,0.6792915170480232,True,True,True,True,soft_l2,True,False,False
31782,2022-11-30 17:00:00+00:00,long,0.6149427160979303,0.45458743572811855,0.5347650759130245,0.242360045189637,0.8074713580489652,0.7272937178640593,0.7673825379565122,0.5557239394775391,1.0,0.7250508182607177,True,True,True,True,soft_l2,True,False,False
31940,2022-12-02 08:30:00+00:00,long,0.025136128892447377,0.22166731879942458,0.123401723845936,0.26255693006617997,0.5125680644462237,0.6108336593997123,0.561700861922968,0.5244291767229982,0.5,0.554246524882974,True,True,True,False,soft_l2,True,False,False
32329,2022-12-06 09:45:00+00:00,short,-0.5011327953409955,-0.6898212297931706,-0.5954770125670831,0.18001995843386834,0.7505663976704977,0.8449106148965853,0.7977385062835416,0.5731220505552803,1.0,0.7528152151378894,True,True,True,True,soft_l2,True,False,False
32414,2022-12-07 07:00:00+00:00,short,-0.3399578617591989,-1.0,-0.6699789308795995,0.3506224019915875,0.6699789308795995,1.0,0.8349894654397998,0.73666471553487,1.0,0.8153245154588139,True,True,True,True,soft_l2,True,False,False
32489,2022-12-08 01:45:00+00:00,short,-0.48891269740616156,-0.4223778346748321,-0.4556452660404968,0.18769218536947593,0.7444563487030808,0.7111889173374161,0.7278226330202484,0.7562583593038071,1.0,0.7335097782769602,True,True,True,True,soft_l2,True,False,False
32503,2022-12-08 05:15:00+00:00,short,-0.4348872208062226,-0.33087275440316627,-0.38287998760469444,0.20792648670673983,0.7174436104031113,0.6654363772015831,0.6914399938023472,0.46117845606454855,1.0,0.6453876862547876,True,True,True,True,soft_l2,True,False,False
33276,2022-12-16 06:30:00+00:00,short,-0.5449164363801812,-0.13356472564688107,-0.3392405810135311,0.3698642058022221,0.7724582181900905,0.5667823628234405,0.6696202905067655,0.6024343225834589,0.8333333333333334,0.6561830969221042,True,True,True,True,soft_l2,True,False,False
33286,2022-12-16 09:00:00+00:00,short,-0.5166686180834862,-1.0,-0.758334309041743,0.2482721592566331,0.7583343090417431,1.0,0.8791671545208715,0.7281280196027392,1.0,0.8489593275372451,True,True,True,True,soft_l2,True,False,False
33552,2022-12-19 03:30:00+00:00,short,-0.19835370615167205,-0.803385574969299,-0.5008696405604854,0.31202713437324403,0.599176853075836,0.9016927874846494,0.7504348202802427,0.8283574957478542,1.0,0.7660193553737651,True,True,True,True,soft_l2,True,False,False
33603,2022-12-19 16:15:00+00:00,short,-0.16436209539707566,-0.9332721150902984,-0.5488171052436871,0.3912369839820123,0.5821810476985378,0.9666360575451491,0.7744085526218436,0.886878165933005,1.0,0.7969024752840759,True,True,True,True,soft_l2,True,False,False
33769,2022-12-21 09:45:00+00:00,long,0.40748313148359294,0.190568141490158,0.2990256364868755,0.2772175018915789,0.7037415657417965,0.595284070745079,0.6495128182434378,0.7558151855949,0.8333333333333334,0.6707732917137302,True,True,True,True,soft_l2,True,False,False
33829,2022-12-22 00:45:00+00:00,long,0.25614425774364946,0.6293455633619529,0.4427449105528012,0.27073864411357107,0.6280721288718247,0.8146727816809765,0.7213724552764006,0.7117228269784208,1.0,0.7194425296168047,True,True,True,True,soft_l2,True,False,False
33860,2022-12-22 08:30:00+00:00,long,0.17040330007800977,0.24583147900907268,0.20811738954354123,0.14173377972631881,0.5852016500390049,0.6229157395045364,0.6040586947717707,0.7968545496543249,1.0,0.6426178657482815,True,True,True,True,soft_l2,True,False,False
34470,2022-12-28 17:00:00+00:00,short,-0.45119742996509954,-0.5096151209040203,-0.48040627543455994,0.14857735266066577,0.7255987149825498,0.7548075604520101,0.74020313771728,0.5704692435995192,1.0,0.7062563588937278,True,True,True,True,soft_l2,True,False,False
34485,2022-12-28 20:45:00+00:00,short,-0.42013875057987476,-0.2534777601843613,-0.33680825538211806,0.21224118451973564,0.7100693752899374,0.6267388800921807,0.6684041276910591,0.6876432028274436,1.0,0.672251942718336,True,True,True,True,soft_l2,True,False,False
34731,2022-12-31 10:15:00+00:00,long,0.17965882874358052,0.7800910922695113,0.479874960506546,0.32429591324644047,0.5898294143717903,0.8900455461347556,0.739937480253273,0.7653680028641786,1.0,0.7450235847754542,True,True,True,True,soft_l2,True,False,False
35073,2023-01-03 23:45:00+00:00,long,0.09047469539426341,0.4129249031202811,0.25169979925727226,0.2461226907300947,0.5452373476971317,0.7064624515601405,0.6258498996286361,0.28060388662993835,0.6666666666666666,0.5568006970288966,True,True,True,False,soft_l2,True,False,False
35167,2023-01-04 23:15:00+00:00,long,0.49937839195688644,0.06741759381292013,0.2833979928849033,0.3749970908914249,0.7496891959784432,0.5337087969064601,0.6416989964424517,0.27406788661459913,0.6666666666666666,0.5681727744768812,True,True,True,False,soft_l2,True,False,False
35249,2023-01-05 19:45:00+00:00,long,0.2083274472451775,0.5806714827675061,0.3944994650063418,0.28640251704886327,0.6041637236225887,0.7903357413837531,0.6972497325031709,0.4869226395191389,0.8333333333333334,0.6551843139063646,True,True,True,True,soft_l2,True,False,False
35914,2023-01-12 18:00:00+00:00,long,0.5180158702520268,0.7551616185078501,0.6365887443799385,0.1513174856814971,0.7590079351260134,0.877580809253925,0.8182943721899693,0.50542100869824,1.0,0.7557196994916235,True,True,True,True,soft_l2,True,False,False
35954,2023-01-13 04:00:00+00:00,long,0.3876387791830367,0.08682579396725398,0.2372322865751453,0.34955894996775133,0.6938193895915183,0.5434128969836269,0.6186161432875726,0.4593389869093044,0.6666666666666666,0.586760712011919,True,True,True,False,soft_l2,True,False,False
36000,2023-01-13 15:30:00+00:00,long,0.33310468169415514,0.3887410204486638,0.36092285107140953,0.15228995939245157,0.6665523408470776,0.6943705102243319,0.6804614255357048,0.8438726313741689,1.0,0.7131436667033977,True,True,True,True,soft_l2,True,False,False
36298,2023-01-16 18:00:00+00:00,long,0.16495997401356388,0.45040853012252513,0.3076842520680445,0.2534027294840259,0.5824799870067819,0.7252042650612626,0.6538421260340223,0.5654636540928384,1.0,0.6361664316457856,True,True,True,True,soft_l2,True,False,False
36373,2023-01-17 12:45:00+00:00,long,0.27687363333542875,0.34475162957968086,0.31081263145755483,0.16586823247180268,0.6384368166677143,0.6723758147898404,0.6554063157287774,0.757656189647502,1.0,0.6758562905125224,True,True,True,True,soft_l2,True,False,False
36430,2023-01-18 03:00:00+00:00,long,0.25874810503193946,0.5850928814060472,0.42192049321899333,0.2852472586254371,0.6293740525159697,0.7925464407030236,0.7109602466094966,0.7620452165327165,1.0,0.7211772405941406,True,True,True,True,soft_l2,True,False,False
36987,2023-01-23 22:15:00+00:00,long,0.05096335625771989,0.5267582313664679,0.2888607938120939,0.26214384051970885,0.5254816781288599,0.7633791156832339,0.644430396906047,0.3682094446920562,0.8333333333333334,0.5891862064632489,True,True,True,False,soft_l2,True,False,False
37756,2023-01-31 22:30:00+00:00,short,-0.11297531752238787,-0.17326321885227203,-0.14311926818732995,0.19249144645368385,0.556487658761194,0.586631609426136,0.571559634093665,0.40882152456419957,0.6666666666666666,0.539012012187772,True,True,False,False,soft_l2,False,False,False
37829,2023-02-01 16:45:00+00:00,short,-0.11363668184431362,-0.36081484374343625,-0.2372257627938749,0.1692754569457886,0.5568183409221568,0.6804074218717181,0.6186128813969375,0.7782717138925186,1.0,0.6505446478960537,True,True,True,True,soft_l2,True,False,False
38094,2023-02-04 11:00:00+00:00,long,0.2530777792815239,0.4252089279197549,0.3391433536006394,0.21838418483844538,0.626538889640762,0.7126044639598774,0.6695716768003197,0.7191932898989215,1.0,0.6794959994200401,True,True,True,True,soft_l2,True,False,False
38304,2023-02-06 15:30:00+00:00,short,-0.2801815327850081,-0.06637762584698416,-0.17327957931599614,0.21889596697518027,0.6400907663925041,0.5331888129234921,0.586639789657998,0.8573170233582142,0.8333333333333334,0.6407752363980413,True,True,True,True,soft_l2,True,False,False
38335,2023-02-06 23:15:00+00:00,short,-0.28456789778720315,-0.9438742364346676,-0.6142210671109355,0.3597244692225549,0.6422839488936016,0.9719371182173338,0.8071105335554678,0.6093962348722222,1.0,0.7675676738188187,True,True,True,True,soft_l2,True,False,False
38598,2023-02-09 17:00:00+00:00,short,-0.3975763675158171,-0.35646493466763435,-0.3770206510917258,0.09711256722912943,0.6987881837579085,0.6782324673338171,0.6885103255458629,0.6202593236842368,1.0,0.6748601251735377,True,True,True,True,soft_l2,True,False,False
38668,2023-02-10 10:30:00+00:00,short,-0.6930646475123128,-0.04489959751863293,-0.36898212251547285,0.493180623367323,0.8465323237561564,0.5224497987593164,0.6844910612577364,0.3762906369916113,0.6666666666666666,0.6228509764045114,True,True,True,True,soft_l2,True,False,False
38905,2023-02-12 21:45:00+00:00,short,-0.20259416318260412,-1.0,-0.601297081591302,0.44603539194774733,0.601297081591302,1.0,0.800648540795651,0.45503585752641107,0.8333333333333334,0.731526004141803,True,True,True,True,soft_l2,True,False,False
39151,2023-02-15 11:15:00+00:00,long,0.6379630887177878,0.6124653230494679,0.6252142058836279,0.17257805194028025,0.8189815443588939,0.8062326615247339,0.8126071029418139,0.4564765609706674,1.0,0.7413809945475847,True,True,True,True,soft_l2,True,False,False
39267,2023-02-16 16:15:00+00:00,long,0.5697126051479824,0.3222520834016542,0.44598234427481825,0.24755482457897768,0.7848563025739912,0.6611260417008271,0.7229911721374092,0.6674613932262328,1.0,0.711885216355174,True,True,True,True,soft_l2,True,False,False
39985,2023-02-24 03:45:00+00:00,short,-0.05843358566655555,-0.09434983657298952,-0.07639171111977254,0.05135391017693333,0.5292167928332778,0.5471749182864948,0.5381958555598862,0.748088935443387,1.0,0.5801744715365864,True,True,True,False,soft_l2,True,False,False
40305,2023-02-27 11:45:00+00:00,long,0.5699894456615908,0.44118645857281935,0.5055879521172051,0.2899314269654935,0.7849947228307954,0.7205932292864097,0.7527939760586025,0.4069383052652752,1.0,0.6836228418999372,True,True,True,True,soft_l2,True,False,False
40404,2023-02-28 12:30:00+00:00,long,0.1275053967961423,0.4846128223430162,0.30605910956957927,0.3418015113668239,0.5637526983980712,0.7423064111715081,0.6530295547847896,0.4459557331884265,0.8333333333333334,0.611614790465517,True,True,True,True,soft_l2,True,False,False
40648,2023-03-03 01:30:00+00:00,short,-0.3590765289195242,-1.0,-0.6795382644597621,0.34252435872193104,0.6795382644597621,1.0,0.839769132229881,0.8307825429460391,1.0,0.8379718143731127,True,True,True,True,soft_l2,True,False,False
40718,2023-03-03 19:00:00+00:00,short,-0.6643806940071226,-0.40703786341105824,-0.5357092787090904,0.2245980111666839,0.8321903470035613,0.7035189317055291,0.7678546393545451,0.6001178896050303,1.0,0.7343072894046422,True,True,True,True,soft_l2,True,False,False
41036,2023-03-07 02:30:00+00:00,long,0.23452164998305103,0.46031209466491746,0.34741687232398427,0.22677224041073824,0.6172608249915255,0.7301560473324588,0.6737084361619922,0.8314735061683838,1.0,0.7052614501632705,True,True,True,True,soft_l2,True,False,False
41147,2023-03-08 06:15:00+00:00,short,-0.30238232161642564,-0.19480865386247181,-0.24859548773944873,0.1592286663810942,0.6511911608082128,0.5974043269312359,0.6242977438697244,0.7360599248691024,0.8333333333333334,0.6466501800696001,True,True,True,True,soft_l2,True,False,False
41197,2023-03-08 18:45:00+00:00,short,-0.1817887190962191,0.005110954679876749,-0.08833888220817117,0.12151177870680344,0.5908943595481095,0.4974445226600616,0.5441694411040856,0.822952206926708,0.6666666666666666,0.5999259942686102,True,True,True,False,soft_l2,True,False,False
41213,2023-03-08 22:45:00+00:00,short,-0.2243196423175803,-0.7022353592762384,-0.46327750079690927,0.2845664849826588,0.6121598211587902,0.8511176796381192,0.7316387503984546,0.853019539171241,1.0,0.7559149081530119,True,True,True,True,soft_l2,True,False,False
41285,2023-03-09 16:45:00+00:00,short,-0.38482125499664055,-0.7736431541660278,-0.5792322045813343,0.2635347230369629,0.6924106274983203,0.8868215770830139,0.7896161022906671,0.43604839736269607,1.0,0.718902561305073,True,True,True,True,soft_l2,True,False,False
41575,2023-03-12 17:15:00+00:00,long,0.3064216751948276,1.0,0.6532108375974138,0.34923104241106956,0.6532108375974138,1.0,0.8266054187987069,0.778175405538309,1.0,0.8169194161466273,True,True,True,True,soft_l2,True,False,False
41744,2023-03-14 11:30:00+00:00,long,0.5791200455050344,0.5470241501849261,0.5630720978449802,0.23055802339765985,0.7895600227525172,0.7735120750924631,0.7815360489224901,0.5836375931400679,1.0,0.7419563577660057,True,True,True,True,soft_l2,True,False,False
42944,2023-03-26 23:30:00+00:00,long,0.4181487564423607,0.2650599909896753,0.341604373716018,0.18694586933462287,0.7090743782211804,0.6325299954948377,0.670802186858009,0.5528607282266953,1.0,0.6472138951317463,True,True,True,True,soft_l2,True,False,False
43265,2023-03-30 07:45:00+00:00,long,0.20690898289591986,0.2512224938875312,0.2290657383917255,0.09115763092513109,0.6034544914479599,0.6256112469437656,0.6145328691958627,0.5836321962866635,1.0,0.6083527346140228,True,True,True,True,soft_l2,True,False,False
44027,2023-04-07 06:15:00+00:00,short,-0.3098729213453739,-0.28989076871080316,-0.2998818450280885,0.12800870944471152,0.654936460672687,0.6449453843554016,0.6499409225140442,0.7586801746402448,1.0,0.6716887729392844,True,True,True,True,soft_l2,True,False,False
44760,2023-04-14 21:30:00+00:00,long,0.5502917833072192,0.4122798802818615,0.4812858317945404,0.1988213605145089,0.7751458916536096,0.7061399401409307,0.7406429158972702,0.5263680943959833,1.0,0.6977879515970129,True,True,True,True,soft_l2,True,False,False
44803,2023-04-15 08:15:00+00:00,long,0.3971362018417848,0.13674834247568324,0.266942272158734,0.27882626081440476,0.6985681009208924,0.5683741712378416,0.633471136079367,0.4435388163279978,0.8333333333333334,0.5954846721290932,True,True,True,False,soft_l2,True,False,False
44933,2023-04-16 16:45:00+00:00,long,0.06959982901920166,0.6032091873001928,0.3364045081596972,0.30821080270231876,0.5347999145096008,0.8016045936500964,0.6682022540798486,0.5060562435796513,0.8333333333333334,0.6357730519798092,True,True,True,True,soft_l2,True,False,False
45661,2023-04-24 06:45:00+00:00,short,-0.26416781728341304,-0.6877575757575731,-0.4759626965204931,0.27013784315556555,0.6320839086417065,0.8438787878787866,0.7379813482602465,0.8053707264530501,1.0,0.7514592238988073,True,True,True,True,soft_l2,True,False,False
45697,2023-04-24 15:45:00+00:00,short,-0.26519103779399034,-0.7970653414731005,-0.5311281896335455,0.28899785732495187,0.6325955188969952,0.8985326707365502,0.7655640948167728,0.5573900568368313,1.0,0.7239292872207845,True,True,True,True,soft_l2,True,False,False
45738,2023-04-25 02:00:00+00:00,short,-0.31042040006897226,-0.30379773270905014,-0.3071090663890112,0.1809516241881353,0.6552102000344862,0.6518988663545251,0.6535545331945056,0.43698133207026524,1.0,0.6102398929696576,True,True,True,True,soft_l2,True,False,False
45944,2023-04-27 05:30:00+00:00,long,0.31083590707623804,0.3693145809573711,0.3400752440168045,0.0849444578714709,0.655417953538119,0.6846572904786855,0.6700376220084022,0.7974380807258499,1.0,0.6955177137518918,True,True,True,True,soft_l2,True,False,False
46533,2023-05-03 08:45:00+00:00,long,0.48835319517768255,0.40770943982071733,0.44803131749919994,0.15764044434805422,0.7441765975888412,0.7038547199103586,0.7240156587495999,0.3175471421199748,1.0,0.6427219554236749,True,True,True,True,soft_l2,True,False,False
46569,2023-05-03 17:45:00+00:00,long,0.23607045466492682,0.41059027777777796,0.32333036622135236,0.1171928581502491,0.6180352273324634,0.705295138888889,0.6616651831106761,0.8138461235983018,1.0,0.6921013712082013,True,True,True,True,soft_l2,True,False,False
46698,2023-05-05 02:00:00+00:00,long,0.13744321549788424,0.4731993370484904,0.3053212762731873,0.3019783885254052,0.5687216077489421,0.7365996685242452,0.6526606381365936,0.28287760606536,0.8333333333333334,0.5787040317223469,True,True,True,False,soft_l2,True,False,False
47049,2023-05-08 17:45:00+00:00,short,-0.4801129398264252,-1.0,-0.7400564699132127,0.28273064779238366,0.7400564699132126,1.0,0.8700282349566064,0.6634444138916272,1.0,0.8287114707436106,True,True,True,True,soft_l2,True,False,False
47243,2023-05-10 18:15:00+00:00,short,-0.18940038061883704,-0.04312800864524879,-0.11626419463204292,0.1970051133827754,0.5947001903094186,0.5215640043226244,0.5581320973160214,0.6104664723086904,0.8333333333333334,0.5685989723145553,True,True,True,False,soft_l2,True,False,False
47659,2023-05-15 02:15:00+00:00,long,0.325612269576214,0.6723989681857311,0.49900561888097245,0.21009419235461205,0.662806134788107,0.8361994840928655,0.7495028094404862,0.8832797479021574,1.0,0.7762581971328205,True,True,True,True,soft_l2,True,False,False
48813,2023-05-27 02:45:00+00:00,long,0.5590071321855721,0.6587369209498063,0.6088720265676892,0.2309999383073926,0.779503566092786,0.8293684604749032,0.8044360132838446,0.4597370082565434,1.0,0.7354962122783844,True,True,True,True,soft_l2,True,False,False
49377,2023-06-01 23:45:00+00:00,short,-0.12072959734956186,-0.249685031665377,-0.1852073145074694,0.1264571067453179,0.560364798674781,0.6248425158326885,0.5926036572537348,0.5762079986594364,1.0,0.5893245255348751,True,True,True,False,soft_l2,True,False,False
49443,2023-06-02 16:15:00+00:00,long,0.3389061704169758,0.11559339518873445,0.22724978280285513,0.2744695209112513,0.6694530852084879,0.5577966975943672,0.6136248914014275,0.3621678124430521,0.6666666666666666,0.5633334756097524,True,True,True,False,soft_l2,True,False,False
49647,2023-06-04 19:15:00+00:00,long,0.2936340260017413,0.10262857941190505,0.1981313027068232,0.20787820685980737,0.6468170130008707,0.5513142897059525,0.5990656513534116,0.5606965047664142,0.6666666666666666,0.5913918220360121,True,True,True,False,soft_l2,True,False,False
50053,2023-06-09 00:45:00+00:00,short,-0.043294790141265006,-0.45854143471627484,-0.2509181124287699,0.33671679262675075,0.5216473950706325,0.7292707173581374,0.6254590562143849,0.4147983999631662,0.6666666666666666,0.5833269249641412,True,True,True,False,soft_l2,True,False,False
50693,2023-06-15 16:45:00+00:00,short,-0.5887797796173692,-0.18179907378523816,-0.38528942670130367,0.4382943324831553,0.7943898898086845,0.5908995368926191,0.6926447133506518,0.35652211442745424,0.8333333333333334,0.6254201935660123,True,True,True,True,soft_l2,True,False,False
51083,2023-06-19 18:15:00+00:00,long,0.15697350267317803,0.6999605211211998,0.42846701189718894,0.29816129807558006,0.578486751336589,0.8499802605605999,0.7142335059485945,0.7584282378184233,0.8333333333333334,0.7230724523225602,True,True,True,True,soft_l2,True,False,False
51174,2023-06-20 17:00:00+00:00,long,0.30553164045629216,0.9644426687974438,0.634987154626868,0.353417885933743,0.6527658202281461,0.9822213343987218,0.817493577313434,0.8668045485653381,1.0,0.8273557715638148,True,True,True,True,soft_l2,True,False,False
51414,2023-06-23 05:00:00+00:00,long,-0.0004392257743839704,0.2547261833997877,0.12714347881270185,0.3813778349601085,0.49978038711280803,0.6273630916998938,0.563571739406351,0.35736786281075544,0.6666666666666666,0.5223309640872319,True,True,False,False,soft_l2,False,False,False
51456,2023-06-23 15:30:00+00:00,long,0.14946778882780107,0.7265181301878566,0.43799295950782885,0.29748613032069227,0.5747338944139005,0.8632590650939282,0.7189964797539145,0.7277227854693948,1.0,0.7207417408970105,True,True,True,True,soft_l2,True,False,False
51723,2023-06-26 10:15:00+00:00,short,-0.2154326454336005,-0.41792963426505986,-0.31668113984933016,0.1334411268367163,0.6077163227168002,0.7089648171325299,0.658340569924665,0.5441966221886725,1.0,0.6355117803774666,True,True,True,True,soft_l2,True,False,False
51749,2023-06-26 16:45:00+00:00,short,-0.2643233016424504,-1.0,-0.6321616508212252,0.3702009274027704,0.6321616508212252,1.0,0.8160808254106127,0.8144717555597079,1.0,0.8157590114404318,True,True,True,True,soft_l2,True,False,False
52080,2023-06-30 03:30:00+00:00,long,0.3301845558475066,0.8828751431844205,0.6065298495159636,0.31939188206319763,0.6650922779237534,0.9414375715922103,0.8032649247579817,0.885663910292069,1.0,0.8197447218647993,True,True,True,True,soft_l2,True,False,False
52137,2023-06-30 17:45:00+00:00,long,0.48899205266278795,0.7480879541108995,0.6185400033868437,0.14835153517011906,0.744496026331394,0.8740439770554498,0.8092700016934218,0.843562298645995,1.0,0.8161284610839364,True,True,True,True,soft_l2,True,False,False
52344,2023-07-02 21:30:00+00:00,long,0.11978446285719353,0.7657430174425758,0.4427637401498847,0.33447007158624376,0.5598922314285968,0.882871508721288,0.7213818700749424,0.7295723378734384,1.0,0.7230199636346416,True,True,True,True,soft_l2,True,False,False
52495,2023-07-04 11:15:00+00:00,long,0.16240293573625084,0.2740795494963735,0.21824124261631217,0.30934217478805437,0.5812014678681254,0.6370397747481867,0.6091206213081561,0.48641264507337084,0.6666666666666666,0.5845790260611992,True,True,True,False,soft_l2,True,False,False
52849,2023-07-08 03:45:00+00:00,short,-0.23685673972029864,-0.24882413896959157,-0.24284043934494512,0.25184337095548853,0.6184283698601494,0.6244120694847958,0.6214202196724725,0.5680064706487199,0.8333333333333334,0.610737469867722,True,True,True,True,soft_l2,True,False,False
53016,2023-07-09 21:30:00+00:00,long,0.18213056984690632,0.2406780409941782,0.21140430542054223,0.1005221557258016,0.5910652849234531,0.6203390204970891,0.6057021527102711,0.8479090540005176,1.0,0.6541435329683204,True,True,True,True,soft_l2,True,False,False
53019,2023-07-09 22:15:00+00:00,short,-0.03716292511649977,-0.32041666666666585,-0.1787897958915828,0.18371167705619923,0.5185814625582499,0.660208333333333,0.5893948979457914,0.6968943523702704,0.8333333333333334,0.6108947888306872,True,True,True,True,soft_l2,True,False,False
53683,2023-07-16 20:15:00+00:00,short,-0.15515850854508517,-0.3686485597557289,-0.261903534150407,0.24976118664691102,0.5775792542725426,0.6843242798778645,0.6309517670752035,0.6292968160960553,0.8333333333333334,0.6306207768793739,True,True,True,True,soft_l2,True,False,False
53735,2023-07-17 09:15:00+00:00,short,-0.25070958447408925,-0.47275234934955535,-0.36173096691182227,0.1705341886507003,0.6253547922370446,0.7363761746747777,0.6808654834559111,0.8235554687884034,1.0,0.7094034805224096,True,True,True,True,soft_l2,True,False,False
53823,2023-07-18 07:15:00+00:00,short,-0.41050975444542664,-0.1320829010528282,-0.27129632774912743,0.17783848728665339,0.7052548772227133,0.5660414505264141,0.6356481638745637,0.6901831674313155,1.0,0.646555164585914,True,True,True,True,soft_l2,True,False,False
53974,2023-07-19 21:00:00+00:00,short,-0.18559187466514726,-1.0,-0.5927959373325736,0.4182108620698248,0.5927959373325736,1.0,0.7963979686662868,0.7522812031144916,1.0,0.7875746155559278,True,True,True,True,soft_l2,True,False,False
54048,2023-07-20 15:30:00+00:00,short,-0.22619968557028058,-0.6969226074531253,-0.4615611465117029,0.3378387697468071,0.6130998427851403,0.8484613037265627,0.7307805732558514,0.571153260605465,0.8333333333333334,0.6988551107257741,True,True,True,True,soft_l2,True,False,False
54113,2023-07-21 07:45:00+00:00,short,-0.478594636301003,-0.5861556475904047,-0.5323751419457038,0.17745875120065158,0.7392973181505015,0.7930778237952023,0.7661875709728518,0.6306904485016421,1.0,0.73908814647861,True,True,True,True,soft_l2,True,False,False
54193,2023-07-22 03:45:00+00:00,short,-0.045405184171128564,-0.2806661348640905,-0.16303565951760954,0.12855077554463287,0.5227025920855642,0.6403330674320452,0.5815178297588047,0.7731823666010014,0.8333333333333334,0.619850737127244,True,True,True,True,soft_l2,True,False,False
54380,2023-07-24 02:30:00+00:00,short,-0.1566141709121507,-0.6221198125378132,-0.38936699172498196,0.2943775138316207,0.5783070854560753,0.8110599062689066,0.694683495862491,0.594775683326546,0.8333333333333334,0.674701933355302,True,True,True,True,soft_l2,True,False,False
55026,2023-07-30 20:00:00+00:00,short,-0.31745629039159046,-1.0,-0.6587281451957953,0.36438204637802546,0.6587281451957953,1.0,0.8293640725978977,0.9734261807041158,1.0,0.8581764942191414,True,True,True,True,soft_l2,True,False,False
55060,2023-07-31 04:30:00+00:00,short,-0.21846356284818938,-0.0576723089775218,-0.1380679359128556,0.16792659437324448,0.6092317814240947,0.5288361544887609,0.5690339679564278,0.45510223064700206,0.8333333333333334,0.5462476204945427,True,True,False,False,soft_l2,False,False,False
55422,2023-08-03 23:00:00+00:00,short,-0.18456229341032246,-0.4720789681643633,-0.32832063078734286,0.19612578102969047,0.5922811467051612,0.7360394840821817,0.6641603153936715,0.686510472828071,1.0,0.6686303468805515,True,True,True,True,soft_l2,True,False,False
55712,2023-08-06 23:30:00+00:00,short,-0.23303140375587472,-0.47169907580360815,-0.3523652397797414,0.1540724934636478,0.6165157018779374,0.7358495379018041,0.6761826198898707,0.8115065451233763,1.0,0.7032474049365718,True,True,True,True,soft_l2,True,False,False
55938,2023-08-09 08:00:00+00:00,long,0.6807167927236217,0.39936295562662133,0.5400398741751216,0.35049315059387576,0.8403583963618109,0.6996814778133107,0.7700199370875608,0.5131830208877806,0.8333333333333334,0.7186525538476048,True,True,True,True,soft_l2,True,False,False
56164,2023-08-11 16:30:00+00:00,short,-0.24708266849426494,-1.0,-0.6235413342471324,0.3783057293412865,0.6235413342471324,1.0,0.8117706671235663,0.8227087128652215,1.0,0.8139582762718974,True,True,True,True,soft_l2,True,False,False
57076,2023-08-21 04:30:00+00:00,short,0.10129473049685862,-0.4024096226827627,-0.15055744609295202,0.39807756234871156,0.44935263475157067,0.7012048113413814,0.575278723046476,0.22916194399643022,0.6666666666666666,0.5060553672364668,True,True,False,False,soft_l2,False,False,False
57505,2023-08-25 15:45:00+00:00,short,-0.15650664429305652,-0.4894278519032638,-0.3229672480981602,0.1679208539439292,0.5782533221465282,0.7447139259516319,0.6614836240490801,0.8494523827465462,1.0,0.6990773757885733,True,True,True,True,soft_l2,True,False,False
57575,2023-08-26 09:15:00+00:00,short,-0.23859320926162317,-0.5628480067163076,-0.4007206079889654,0.18822229631853865,0.6192966046308116,0.7814240033581539,0.7003603039944827,0.7754080614444275,1.0,0.7153698554844716,True,True,True,True,soft_l2,True,False,False
58372,2023-09-03 16:30:00+00:00,short,-0.21920345626666618,-0.9275792416513591,-0.5733913489590127,0.3550921566101445,0.6096017281333331,0.9637896208256795,0.7866956744795064,0.8776314436404014,1.0,0.8048828283116854,True,True,True,True,soft_l2,True,False,False
58445,2023-09-04 10:45:00+00:00,short,0.034376005966012584,-0.44918580613622344,-0.2074049000851054,0.3321931023104011,0.48281199701699373,0.7245929030681117,0.6037024500425527,0.5310270263025646,0.6666666666666666,0.5891673652945552,True,True,True,False,soft_l2,True,False,False
59107,2023-09-11 08:15:00+00:00,short,-0.557134238197264,-0.6377516405101442,-0.5974429393537041,0.28933271109803843,0.7785671190986321,0.8188758202550721,0.7987214696768521,0.40682956631413775,1.0,0.7203430890043092,True,True,True,True,soft_l2,True,False,False
59251,2023-09-12 20:15:00+00:00,long,0.3048236168740486,0.03283884702295209,0.16883123194850036,0.2664759138085935,0.6524118084370243,0.5164194235114761,0.5844156159742502,0.3798895948671559,0.6666666666666666,0.5435104117528313,True,True,False,False,soft_l2,False,False,False
