venue,symbol,asset,instrument,minutes,bars,status
binance,DEGOUSDT,DEGO,binance:DEGOUSDT:segment0,60,11851,included
binance,DEGOUSDT,DEGO,binance:DEGOUSDT:segment0,240,2962,included
binance,DENTUSDT,DENT,binance:DENTUSDT:segment0,60,26073,included
binance,DENTUSDT,DENT,binance:DENTUSDT:segment0,240,6518,included
binance,DEXEUSDT,DEXE,binance:DEXEUSDT:segment0,60,14964,included
binance,DEXEUSDT,DEXE,binance:DEXEUSDT:segment0,240,3741,included
binance,DFUSDT,DF,binance:DFUSDT:segment0,60,9669,included
binance,DFUSDT,DF,binance:DFUSDT:segment0,240,2417,included
binance,DGBUSDT,DGB,binance:DGBUSDT:segment0,60,8073,included
binance,DGBUSDT,DGB,binance:DGBUSDT:segment0,240,2018,included
binance,DIAUSDT,DIA,binance:DIAUSDT:segment0,60,16955,included
binance,DIAUSDT,DIA,binance:DIAUSDT:segment0,240,4238,included
binance,DMCUSDT,DMC,binance:DMCUSDT:segment0,60,5060,included
binance,DMCUSDT,DMC,binance:DMCUSDT:segment0,240,1264,included
binance,DODOXUSDT,DODOX,binance:DODOXUSDT:segment0,60,27060,included
binance,DODOXUSDT,DODOX,binance:DODOXUSDT:segment0,240,6765,included
binance,DOGEUSDT,DOGE,binance:DOGEUSDT:segment0,60,29448,included
binance,DOGEUSDT,DOGE,binance:DOGEUSDT:segment0,240,7362,included
binance,DOGSUSDT,DOGS,binance:DOGSUSDT:segment0,60,17843,included
binance,DOGSUSDT,DOGS,binance:DOGSUSDT:segment0,240,4460,included
binance,DOLOUSDT,DOLO,binance:DOLOUSDT:segment0,60,11901,included
binance,DOLOUSDT,DOLO,binance:DOLOUSDT:segment0,240,2975,included
binance,DOODUSDT,DOOD,binance:DOODUSDT:segment0,60,11698,included
binance,DOODUSDT,DOOD,binance:DOODUSDT:segment0,240,2924,included
binance,DOSUSDT,DOS,binance:DOSUSDT:segment0,60,681,included
binance,DOSUSDT,DOS,binance:DOSUSDT:segment0,240,170,included
binance,DOTUSDT,DOT,binance:DOTUSDT:segment0,60,29448,included
binance,DOTUSDT,DOT,binance:DOTUSDT:segment0,240,7362,included
binance,DRIFTUSDT,DRIFT,binance:DRIFTUSDT:segment0,60,16064,included
binance,DRIFTUSDT,DRIFT,binance:DRIFTUSDT:segment0,240,4016,included
binance,DUSDT,D,binance:DUSDT:segment0,60,12431,included
binance,DUSDT,D,binance:DUSDT:segment0,240,3107,included
binance,DUSKUSDT,DUSK,binance:DUSKUSDT:segment0,60,29448,included
binance,DUSKUSDT,DUSK,binance:DUSKUSDT:segment0,240,7362,included
binance,DYDXUSDT,DYDX,binance:DYDXUSDT:segment0,60,29448,included
binance,DYDXUSDT,DYDX,binance:DYDXUSDT:segment0,240,7362,included
binance,DYMUSDT,DYM,binance:DYMUSDT:segment0,60,22673,included
binance,DYMUSDT,DYM,binance:DYMUSDT:segment0,240,5668,included
binance,EDENUSDT,EDEN,binance:EDENUSDT:segment0,60,8245,included
binance,EDENUSDT,EDEN,binance:EDENUSDT:segment0,240,2061,included
binance,EDGEUSDT,EDGE,binance:EDGEUSDT:segment0,60,4162,included
binance,EDGEUSDT,EDGE,binance:EDGEUSDT:segment0,240,1040,included
binance,EDUUSDT,EDU,binance:EDUUSDT:segment0,60,29448,included
binance,EDUUSDT,EDU,binance:EDUUSDT:segment0,240,7362,included
binance,EGLDUSDT,EGLD,binance:EGLDUSDT:segment0,60,29448,included
binance,EGLDUSDT,EGLD,binance:EGLDUSDT:segment0,240,7362,included
binance,EIGENUSDT,EIGEN,binance:EIGENUSDT:segment0,60,16986,included
binance,EIGENUSDT,EIGEN,binance:EIGENUSDT:segment0,240,4246,included
binance,ELSAUSDT,ELSA,binance:ELSAUSDT:segment0,60,5512,included
binance,ELSAUSDT,ELSA,binance:ELSAUSDT:segment0,240,1378,included
binance,ENAUSDT,ENA,binance:ENAUSDT:segment0,60,21347,included
binance,ENAUSDT,ENA,binance:ENAUSDT:segment0,240,5336,included
binance,ENJUSDT,ENJ,binance:ENJUSDT:segment0,60,29448,included
binance,ENJUSDT,ENJ,binance:ENJUSDT:segment0,240,7362,included
binance,ENSOUSDT,ENSO,binance:ENSOUSDT:segment0,60,7911,included
binance,ENSOUSDT,ENSO,binance:ENSOUSDT:segment0,240,1977,included
binance,ENSUSDT,ENS,binance:ENSUSDT:segment0,60,29448,included
binance,ENSUSDT,ENS,binance:ENSUSDT:segment0,240,7362,included
binance,EPICUSDT,EPIC,binance:EPICUSDT:segment0,60,13072,included
binance,EPICUSDT,EPIC,binance:EPICUSDT:segment0,240,3268,included
binance,EPTUSDT,EPT,binance:EPTUSDT:segment0,60,6812,included
binance,EPTUSDT,EPT,binance:EPTUSDT:segment0,240,1702,included
binance,ERAUSDT,ERA,binance:ERAUSDT:segment0,60,10040,included
binance,ERAUSDT,ERA,binance:ERAUSDT:segment0,240,2510,included
binance,ESPORTSUSDT,ESPORTS,binance:ESPORTSUSDT:segment0,60,9758,included
binance,ESPORTSUSDT,ESPORTS,binance:ESPORTSUSDT:segment0,240,2439,included
binance,ESPUSDT,ESP,binance:ESPUSDT:segment0,60,5056,included
binance,ESPUSDT,ESP,binance:ESPUSDT:segment0,240,1264,included
binance,ETCUSDT,ETC,binance:ETCUSDT:segment0,60,29448,included
binance,ETCUSDT,ETC,binance:ETCUSDT:segment0,240,7362,included
binance,ETHFIUSDT,ETHFI,binance:ETHFIUSDT:segment0,60,21704,included
binance,ETHFIUSDT,ETHFI,binance:ETHFIUSDT:segment0,240,5426,included
binance,ETHUSDT,ETH,binance:ETHUSDT:segment0,60,29448,included
binance,ETHUSDT,ETH,binance:ETHUSDT:segment0,240,7362,included
binance,ETHWUSDT,ETHW,binance:ETHWUSDT:segment0,60,24371,included
binance,ETHWUSDT,ETHW,binance:ETHWUSDT:segment0,240,6092,included
binance,EULUSDT,EUL,binance:EULUSDT:segment0,60,7929,included
binance,EULUSDT,EUL,binance:EULUSDT:segment0,240,1982,included
binance,EVAAUSDT,EVAA,binance:EVAAUSDT:segment0,60,8173,included
binance,EVAAUSDT,EVAA,binance:EVAAUSDT:segment0,240,2043,included
binance,FARTCOINUSDT,FARTCOIN,binance:FARTCOINUSDT:segment0,60,15053,included
binance,FARTCOINUSDT,FARTCOIN,binance:FARTCOINUSDT:segment0,240,3763,included
binance,FETUSDT,FET,binance:FETUSDT:segment0,60,29448,included
binance,FETUSDT,FET,binance:FETUSDT:segment0,240,7362,included
binance,FFUSDT,FF,binance:FFUSDT:segment0,60,8266,included
binance,FFUSDT,FF,binance:FFUSDT:segment0,240,2066,included
binance,FHEUSDT,FHE,binance:FHEUSDT:segment0,60,12345,included
binance,FHEUSDT,FHE,binance:FHEUSDT:segment0,240,3086,included
binance,FIDAUSDT,FIDA,binance:FIDAUSDT:segment0,60,17267,included
binance,FIDAUSDT,FIDA,binance:FIDAUSDT:segment0,240,4316,included
binance,FIGHTUSDT,FIGHT,binance:FIGHTUSDT:segment0,60,5483,included
binance,FIGHTUSDT,FIGHT,binance:FIGHTUSDT:segment0,240,1370,included
binance,FILUSDT,FIL,binance:FILUSDT:segment0,60,29448,included
binance,FILUSDT,FIL,binance:FILUSDT:segment0,240,7362,included
binance,FIOUSDT,FIO,binance:FIOUSDT:segment0,60,13725,included
binance,FIOUSDT,FIO,binance:FIOUSDT:segment0,240,3431,included
binance,FISUSDT,FIS,binance:FISUSDT:segment0,60,5497,included
binance,FISUSDT,FIS,binance:FISUSDT:segment0,240,1374,included
binance,FLMUSDT,FLM,binance:FLMUSDT:segment0,60,22449,included
binance,FLMUSDT,FLM,binance:FLMUSDT:segment0,240,5612,included
binance,FLOCKUSDT,FLOCK,binance:FLOCKUSDT:segment0,60,8753,included
binance,FLOCKUSDT,FLOCK,binance:FLOCKUSDT:segment0,240,2188,included
binance,FLOWUSDT,FLOW,binance:FLOWUSDT:segment0,60,29448,included
binance,FLOWUSDT,FLOW,binance:FLOWUSDT:segment0,240,7362,included
binance,FLUIDUSDT,FLUID,binance:FLUIDUSDT:segment0,60,8389,included
binance,FLUIDUSDT,FLUID,binance:FLUIDUSDT:segment0,240,2097,included
binance,FLUXUSDT,FLUX,binance:FLUXUSDT:segment0,60,17657,included
binance,FLUXUSDT,FLUX,binance:FLUXUSDT:segment0,240,4414,included
binance,FOGOUSDT,FOGO,binance:FOGOUSDT:segment0,60,5794,included
binance,FOGOUSDT,FOGO,binance:FOGOUSDT:segment0,240,1448,included
binance,FOLKSUSDT,FOLKS,binance:FOLKSUSDT:segment0,60,7355,included
binance,FOLKSUSDT,FOLKS,binance:FOLKSUSDT:segment0,240,1838,included
binance,FORMUSDT,FORM,binance:FORMUSDT:segment0,60,12928,included
binance,FORMUSDT,FORM,binance:FORMUSDT:segment0,240,3232,included
binance,FORTHUSDT,FORTH,binance:FORTHUSDT:segment0,60,8400,included
binance,FORTHUSDT,FORTH,binance:FORTHUSDT:segment0,240,2099,included
binance,FTMUSDT,FTM,binance:FTMUSDT:segment0,60,14793,included
binance,FTMUSDT,FTM,binance:FTMUSDT:segment0,240,3698,included
binance,FUNUSDT,FUN,binance:FUNUSDT:segment0,60,9120,included
binance,FUNUSDT,FUN,binance:FUNUSDT:segment0,240,2279,included
binance,FUSDT,F,binance:FUSDT:segment0,60,10739,included
binance,FUSDT,F,binance:FUSDT:segment0,240,2684,included
binance,FXSUSDT,FXS,binance:FXSUSDT:segment0,60,23553,included
binance,FXSUSDT,FXS,binance:FXSUSDT:segment0,240,5888,included
binance,GALAUSDT,GALA,binance:GALAUSDT:segment0,60,29448,included
binance,GALAUSDT,GALA,binance:GALAUSDT:segment0,240,7362,included
binance,GASUSDT,GAS,binance:GASUSDT:segment0,60,25197,included
binance,GASUSDT,GAS,binance:GASUSDT:segment0,240,6299,included
binance,GENIUSUSDT,GENIUS,binance:GENIUSUSDT:segment0,60,3500,included
binance,GENIUSUSDT,GENIUS,binance:GENIUSUSDT:segment0,240,875,included
binance,GHSTUSDT,GHST,binance:GHSTUSDT:segment0,60,12020,included
binance,GHSTUSDT,GHST,binance:GHSTUSDT:segment0,240,3004,included
binance,GIGGLEUSDT,GIGGLE,binance:GIGGLEUSDT:segment0,60,8030,included
binance,GIGGLEUSDT,GIGGLE,binance:GIGGLEUSDT:segment0,240,2007,included
binance,GLMRUSDT,GLMR,binance:GLMRUSDT:segment0,60,5575,included
binance,GLMRUSDT,GLMR,binance:GLMRUSDT:segment0,240,1393,included
binance,GLMUSDT,GLM,binance:GLMUSDT:segment0,60,22310,included
binance,GLMUSDT,GLM,binance:GLMUSDT:segment0,240,5577,included
binance,GMTUSDT,GMT,binance:GMTUSDT:segment0,60,29448,included
binance,GMTUSDT,GMT,binance:GMTUSDT:segment0,240,7362,included
binance,GMXUSDT,GMX,binance:GMXUSDT:segment0,60,29448,included
binance,GMXUSDT,GMX,binance:GMXUSDT:segment0,240,7362,included
binance,GOATUSDT,GOAT,binance:GOATUSDT:segment0,60,16426,included
binance,GOATUSDT,GOAT,binance:GOATUSDT:segment0,240,4106,included
binance,GPSUSDT,GPS,binance:GPSUSDT:segment0,60,13639,included
binance,GPSUSDT,GPS,binance:GPSUSDT:segment0,240,3409,included
binance,GRAMUSDT,GRAM,binance:GRAMUSDT:segment0,60,1648,included
binance,GRAMUSDT,GRAM,binance:GRAMUSDT:segment0,240,412,included
binance,GRASSUSDT,GRASS,binance:GRASSUSDT:segment0,60,16064,included
binance,GRASSUSDT,GRASS,binance:GRASSUSDT:segment0,240,4016,included
binance,GRIFFAINUSDT,GRIFFAIN,binance:GRIFFAINUSDT:segment0,60,14746,included
binance,GRIFFAINUSDT,GRIFFAIN,binance:GRIFFAINUSDT:segment0,240,3686,included
binance,GRTUSDT,GRT,binance:GRTUSDT:segment0,60,29448,included
binance,GRTUSDT,GRT,binance:GRTUSDT:segment0,240,7362,included
binance,GRVTUSDT,GRVT,binance:GRVTUSDT:segment0,60,948,included
binance,GRVTUSDT,GRVT,binance:GRVTUSDT:segment0,240,237,included
binance,GTCUSDT,GTC,binance:GTCUSDT:segment0,60,29448,included
binance,GTCUSDT,GTC,binance:GTCUSDT:segment0,240,7362,included
binance,GUAUSDT,GUA,binance:GUAUSDT:segment0,60,6277,included
binance,GUAUSDT,GUA,binance:GUAUSDT:segment0,240,1569,included
binance,GUNUSDT,GUN,binance:GUNUSDT:segment0,60,12635,included
binance,GUNUSDT,GUN,binance:GUNUSDT:segment0,240,3158,included
binance,GUSDT,G,binance:GUSDT:segment0,60,18107,included
binance,GUSDT,G,binance:GUSDT:segment0,240,4526,included
binance,GWEIUSDT,GWEI,binance:GWEIUSDT:segment0,60,5346,included
binance,GWEIUSDT,GWEI,binance:GWEIUSDT:segment0,240,1336,included
binance,HAEDALUSDT,HAEDAL,binance:HAEDALUSDT:segment0,60,11900,included
binance,HAEDALUSDT,HAEDAL,binance:HAEDALUSDT:segment0,240,2975,included
binance,HANAUSDT,HANA,binance:HANAUSDT:segment0,60,8340,included
binance,HANAUSDT,HANA,binance:HANAUSDT:segment0,240,2085,included
binance,HBARUSDT,HBAR,binance:HBARUSDT:segment0,60,29448,included
binance,HBARUSDT,HBAR,binance:HBARUSDT:segment0,240,7362,included
binance,HEIUSDT,HEI,binance:HEIUSDT:segment0,60,13743,included
binance,HEIUSDT,HEI,binance:HEIUSDT:segment0,240,3435,included
binance,HEMIUSDT,HEMI,binance:HEMIUSDT:segment0,60,9019,included
binance,HEMIUSDT,HEMI,binance:HEMIUSDT:segment0,240,2254,included
binance,HFTUSDT,HFT,binance:HFTUSDT:segment0,60,28665,included
binance,HFTUSDT,HFT,binance:HFTUSDT:segment0,240,7166,included
binance,HIFIUSDT,HIFI,binance:HIFIUSDT:segment0,60,17946,included
binance,HIFIUSDT,HIFI,binance:HIFIUSDT:segment0,240,4486,included
binance,HIGHUSDT,HIGH,binance:HIGHUSDT:segment0,60,27297,included
binance,HIGHUSDT,HIGH,binance:HIGHUSDT:segment0,240,6824,included
binance,HIPPOUSDT,HIPPO,binance:HIPPOUSDT:segment0,60,12260,included
binance,HIPPOUSDT,HIPPO,binance:HIPPOUSDT:segment0,240,3064,included
binance,HIVEUSDT,HIVE,binance:HIVEUSDT:segment0,60,14988,included
binance,HIVEUSDT,HIVE,binance:HIVEUSDT:segment0,240,3747,included
binance,HMSTRUSDT,HMSTR,binance:HMSTRUSDT:segment0,60,17099,included
binance,HMSTRUSDT,HMSTR,binance:HMSTRUSDT:segment0,240,4274,included
binance,HOLOUSDT,HOLO,binance:HOLOUSDT:segment0,60,8700,included
binance,HOLOUSDT,HOLO,binance:HOLOUSDT:segment0,240,2175,included
binance,HOMEUSDT,HOME,binance:HOMEUSDT:segment0,60,10932,included
binance,HOMEUSDT,HOME,binance:HOMEUSDT:segment0,240,2733,included
binance,HOOKUSDT,HOOK,binance:HOOKUSDT:segment0,60,25401,included
binance,HOOKUSDT,HOOK,binance:HOOKUSDT:segment0,240,6350,included
binance,HOTUSDT,HOT,binance:HOTUSDT:segment0,60,29448,included
binance,HOTUSDT,HOT,binance:HOTUSDT:segment0,240,7362,included
binance,HUMAUSDT,HUMA,binance:HUMAUSDT:segment0,60,11291,included
binance,HUMAUSDT,HUMA,binance:HUMAUSDT:segment0,240,2822,included
binance,HUSDT,H,binance:HUSDT:segment0,60,10574,included
binance,HUSDT,H,binance:HUSDT:segment0,240,2643,included
binance,HYPERUSDT,HYPER,binance:HYPERUSDT:segment0,60,12107,included
binance,HYPERUSDT,HYPER,binance:HYPERUSDT:segment0,240,3026,included
binance,HYPEUSDT,HYPE,binance:HYPEUSDT:segment0,60,11197,included
binance,HYPEUSDT,HYPE,binance:HYPEUSDT:segment0,240,2799,included
binance,ICNTUSDT,ICNT,binance:ICNTUSDT:segment0,60,10379,included
binance,ICNTUSDT,ICNT,binance:ICNTUSDT:segment0,240,2594,included
binance,ICPUSDT,ICP,binance:ICPUSDT:segment0,60,29448,included
binance,ICPUSDT,ICP,binance:ICPUSDT:segment0,240,7362,included
binance,ICXUSDT,ICX,binance:ICXUSDT:segment0,60,29121,included
binance,ICXUSDT,ICX,binance:ICXUSDT:segment0,240,7280,included
binance,IDEXUSDT,IDEX,binance:IDEXUSDT:segment0,60,9069,included
binance,IDEXUSDT,IDEX,binance:IDEXUSDT:segment0,240,2267,included
binance,IDOLUSDT,IDOL,binance:IDOLUSDT:segment0,60,10358,included
binance,IDOLUSDT,IDOL,binance:IDOLUSDT:segment0,240,2589,included
binance,IDUSDT,ID,binance:IDUSDT:segment0,60,29448,included
binance,IDUSDT,ID,binance:IDUSDT:segment0,240,7362,included
binance,ILVUSDT,ILV,binance:ILVUSDT:segment0,60,24799,included
binance,ILVUSDT,ILV,binance:ILVUSDT:segment0,240,6199,included
binance,IMXUSDT,IMX,binance:IMXUSDT:segment0,60,29448,included
binance,IMXUSDT,IMX,binance:IMXUSDT:segment0,240,7362,included
binance,INITUSDT,INIT,binance:INITUSDT:segment0,60,12257,included
binance,INITUSDT,INIT,binance:INITUSDT:segment0,240,3064,included
binance,INJUSDT,INJ,binance:INJUSDT:segment0,60,29448,included
binance,INJUSDT,INJ,binance:INJUSDT:segment0,240,7362,included
binance,INUSDT,IN,binance:INUSDT:segment0,60,9541,included
binance,INUSDT,IN,binance:INUSDT:segment0,240,2385,included
binance,INXUSDT,INX,binance:INXUSDT:segment0,60,5309,included
binance,INXUSDT,INX,binance:INXUSDT:segment0,240,1327,included
binance,IOSTUSDT,IOST,binance:IOSTUSDT:segment0,60,29448,included
binance,IOSTUSDT,IOST,binance:IOSTUSDT:segment0,240,7362,included
binance,IOTAUSDT,IOTA,binance:IOTAUSDT:segment0,60,29448,included
binance,IOTAUSDT,IOTA,binance:IOTAUSDT:segment0,240,7362,included
binance,IOTXUSDT,IOTX,binance:IOTXUSDT:segment0,60,29448,included
binance,IOTXUSDT,IOTX,binance:IOTXUSDT:segment0,240,7362,included
binance,IOUSDT,IO,binance:IOUSDT:segment0,60,19666,included
binance,IOUSDT,IO,binance:IOUSDT:segment0,240,4916,included
binance,IPUSDT,IP,binance:IPUSDT:segment0,60,11992,included
binance,IPUSDT,IP,binance:IPUSDT:segment0,240,2997,included
binance,IRUSDT,IR,binance:IRUSDT:segment0,60,3094,included
binance,IRUSDT,IR,binance:IRUSDT:segment0,240,773,included
binance,IRYSUSDT,IRYS,binance:IRYSUSDT:segment0,60,6872,included
binance,IRYSUSDT,IRYS,binance:IRYSUSDT:segment0,240,1718,included
binance,JASMYUSDT,JASMY,binance:JASMYUSDT:segment0,60,29448,included
binance,JASMYUSDT,JASMY,binance:JASMYUSDT:segment0,240,7362,included
binance,JCTUSDT,JCT,binance:JCTUSDT:segment0,60,7261,included
binance,JCTUSDT,JCT,binance:JCTUSDT:segment0,240,1815,included
binance,JELLYJELLYUSDT,JELLYJELLY,binance:JELLYJELLYUSDT:segment0,60,12752,included
binance,JELLYJELLYUSDT,JELLYJELLY,binance:JELLYJELLYUSDT:segment0,240,3188,included
binance,JOEUSDT,JOE,binance:JOEUSDT:segment0,60,29448,included
binance,JOEUSDT,JOE,binance:JOEUSDT:segment0,240,7362,included
binance,JSTUSDT,JST,binance:JSTUSDT:segment0,60,11966,included
binance,JSTUSDT,JST,binance:JSTUSDT:segment0,240,2991,included
binance,JTOUSDT,JTO,binance:JTOUSDT:segment0,60,24134,included
binance,JTOUSDT,JTO,binance:JTOUSDT:segment0,240,6033,included
binance,JUPUSDT,JUP,binance:JUPUSDT:segment0,60,22829,included
binance,JUPUSDT,JUP,binance:JUPUSDT:segment0,240,5707,included
binance,KAIAUSDT,KAIA,binance:KAIAUSDT:segment0,60,15442,included
binance,KAIAUSDT,KAIA,binance:KAIAUSDT:segment0,240,3860,included
binance,KAITOUSDT,KAITO,binance:KAITOUSDT:segment0,60,13571,included
binance,KAITOUSDT,KAITO,binance:KAITOUSDT:segment0,240,3392,included
binance,KASUSDT,KAS,binance:KASUSDT:segment0,60,24646,included
binance,KASUSDT,KAS,binance:KASUSDT:segment0,240,6161,included
binance,KATUSDT,KAT,binance:KATUSDT:segment0,60,4579,included
binance,KATUSDT,KAT,binance:KATUSDT:segment0,240,1144,included
binance,KAVAUSDT,KAVA,binance:KAVAUSDT:segment0,60,29448,included
binance,KAVAUSDT,KAVA,binance:KAVAUSDT:segment0,240,7362,included
binance,KDAUSDT,KDA,binance:KDAUSDT:segment0,60,9931,included
binance,KDAUSDT,KDA,binance:KDAUSDT:segment0,240,2482,included
binance,KERNELUSDT,KERNEL,binance:KERNELUSDT:segment0,60,12300,included
binance,KERNELUSDT,KERNEL,binance:KERNELUSDT:segment0,240,3075,included
binance,KEYUSDT,KEY,binance:KEYUSDT:segment0,60,13413,included
binance,KEYUSDT,KEY,binance:KEYUSDT:segment0,240,3353,included
binance,KGENUSDT,KGEN,binance:KGENUSDT:segment0,60,8073,included
binance,KGENUSDT,KGEN,binance:KGENUSDT:segment0,240,2018,included
binance,KITEUSDT,KITE,binance:KITEUSDT:segment0,60,7549,included
binance,KITEUSDT,KITE,binance:KITEUSDT:segment0,240,1887,included
binance,KLAYUSDT,KLAY,binance:KLAYUSDT:segment0,60,12969,included
binance,KLAYUSDT,KLAY,binance:KLAYUSDT:segment0,240,3242,included
binance,KMNOUSDT,KMNO,binance:KMNOUSDT:segment0,60,15053,included
binance,KMNOUSDT,KMNO,binance:KMNOUSDT:segment0,240,3763,included
binance,KNCUSDT,KNC,binance:KNCUSDT:segment0,60,29448,included
binance,KNCUSDT,KNC,binance:KNCUSDT:segment0,240,7362,included
binance,KOMAUSDT,KOMA,binance:KOMAUSDT:segment0,60,15299,included
binance,KOMAUSDT,KOMA,binance:KOMAUSDT:segment0,240,3824,included
binance,KSMUSDT,KSM,binance:KSMUSDT:segment0,60,29448,included
binance,KSMUSDT,KSM,binance:KSMUSDT:segment0,240,7362,included
binance,LABUSDT,LAB,binance:LABUSDT:segment0,60,7833,included
binance,LABUSDT,LAB,binance:LABUSDT:segment0,240,1958,included
binance,LAUSDT,LA,binance:LAUSDT:segment0,60,11055,included
binance,LAUSDT,LA,binance:LAUSDT:segment0,240,2763,included
binance,LAYERUSDT,LAYER,binance:LAYERUSDT:segment0,60,13784,included
binance,LAYERUSDT,LAYER,binance:LAYERUSDT:segment0,240,3446,included
binance,LDOUSDT,LDO,binance:LDOUSDT:segment0,60,29448,included
binance,LDOUSDT,LDO,binance:LDOUSDT:segment0,240,7362,included
binance,LEVERUSDT,LEVER,binance:LEVERUSDT:segment0,60,20553,included
binance,LEVERUSDT,LEVER,binance:LEVERUSDT:segment0,240,5138,included
binance,LIGHTUSDT,LIGHT,binance:LIGHTUSDT:segment0,60,8316,included
binance,LIGHTUSDT,LIGHT,binance:LIGHTUSDT:segment0,240,2079,included
binance,LINAUSDT,LINA,binance:LINAUSDT:segment0,60,16713,included
binance,LINAUSDT,LINA,binance:LINAUSDT:segment0,240,4178,included
binance,LINEAUSDT,LINEA,binance:LINEAUSDT:segment0,60,8943,included
binance,LINEAUSDT,LINEA,binance:LINEAUSDT:segment0,240,2235,included
binance,LINKUSDT,LINK,binance:LINKUSDT:segment0,60,29448,included
binance,LINKUSDT,LINK,binance:LINKUSDT:segment0,240,7362,included
binance,LISTAUSDT,LISTA,binance:LISTAUSDT:segment0,60,19451,included
binance,LISTAUSDT,LISTA,binance:LISTAUSDT:segment0,240,4862,included
binance,LITUSDT,LIT,binance:LITUSDT:segment1,60,6222,included
binance,LITUSDT,LIT,binance:LITUSDT:segment1,240,1555,included
binance,LOKAUSDT,LOKA,binance:LOKAUSDT:segment0,60,7197,included
binance,LOKAUSDT,LOKA,binance:LOKAUSDT:segment0,240,1799,included
binance,LOOMUSDT,LOOM,binance:LOOMUSDT:segment0,60,10194,included
binance,LOOMUSDT,LOOM,binance:LOOMUSDT:segment0,240,2548,included
binance,LPTUSDT,LPT,binance:LPTUSDT:segment0,60,29448,included
binance,LPTUSDT,LPT,binance:LPTUSDT:segment0,240,7362,included
binance,LQTYUSDT,LQTY,binance:LQTYUSDT:segment0,60,29448,included
binance,LQTYUSDT,LQTY,binance:LQTYUSDT:segment0,240,7362,included
binance,LRCUSDT,LRC,binance:LRCUSDT:segment0,60,25401,included
binance,LRCUSDT,LRC,binance:LRCUSDT:segment0,240,6350,included
binance,LSKUSDT,LSK,binance:LSKUSDT:segment0,60,22977,included
binance,LSKUSDT,LSK,binance:LSKUSDT:segment0,240,5744,included
binance,LTCUSDT,LTC,binance:LTCUSDT:segment0,60,29448,included
binance,LTCUSDT,LTC,binance:LTCUSDT:segment0,240,7362,included
binance,LUMIAUSDT,LUMIA,binance:LUMIAUSDT:segment0,60,15108,included
binance,LUMIAUSDT,LUMIA,binance:LUMIAUSDT:segment0,240,3777,included
binance,LUNA2USDT,LUNA2,binance:LUNA2USDT:segment0,60,29448,included
binance,LUNA2USDT,LUNA2,binance:LUNA2USDT:segment0,240,7362,included
binance,LYNUSDT,LYN,binance:LYNUSDT:segment0,60,8104,included
binance,LYNUSDT,LYN,binance:LYNUSDT:segment0,240,2026,included
binance,MAGICUSDT,MAGIC,binance:MAGICUSDT:segment0,60,29448,included
binance,MAGICUSDT,MAGIC,binance:MAGICUSDT:segment0,240,7362,included
binance,MAGMAUSDT,MAGMA,binance:MAGMAUSDT:segment0,60,6034,included
binance,MAGMAUSDT,MAGMA,binance:MAGMAUSDT:segment0,240,1508,included
binance,MANAUSDT,MANA,binance:MANAUSDT:segment0,60,29448,included
binance,MANAUSDT,MANA,binance:MANAUSDT:segment0,240,7362,included
binance,MANTAUSDT,MANTA,binance:MANTAUSDT:segment0,60,23146,included
binance,MANTAUSDT,MANTA,binance:MANTAUSDT:segment0,240,5786,included
binance,MANTRAUSDT,MANTRA,binance:MANTRAUSDT:segment0,60,4528,included
binance,MANTRAUSDT,MANTRA,binance:MANTRAUSDT:segment0,240,1132,included
binance,MARSCOINUSDT,MARSCOIN,binance:MARSCOINUSDT:segment0,60,183,included
binance,MARSCOINUSDT,MARSCOIN,binance:MARSCOINUSDT:segment0,240,45,included
binance,MASKUSDT,MASK,binance:MASKUSDT:segment0,60,29448,included
binance,MASKUSDT,MASK,binance:MASKUSDT:segment0,240,7362,included
binance,MAVIAUSDT,MAVIA,binance:MAVIAUSDT:segment1,60,12751,included
binance,MAVIAUSDT,MAVIA,binance:MAVIAUSDT:segment1,240,3187,included
binance,MAVUSDT,MAV,binance:MAVUSDT:segment0,60,28020,included
binance,MAVUSDT,MAV,binance:MAVUSDT:segment0,240,7005,included
binance,MBOXUSDT,MBOX,binance:MBOXUSDT:segment0,60,15647,included
binance,MBOXUSDT,MBOX,binance:MBOXUSDT:segment0,240,3911,included
binance,MDTUSDT,MDT,binance:MDTUSDT:segment0,60,7701,included
binance,MDTUSDT,MDT,binance:MDTUSDT:segment0,240,1925,included
binance,MEGAUSDT,MEGA,binance:MEGAUSDT:segment0,60,5315,included
binance,MEGAUSDT,MEGA,binance:MEGAUSDT:segment0,240,1328,included
binance,MELANIAUSDT,MELANIA,binance:MELANIAUSDT:segment0,60,14318,included
binance,MELANIAUSDT,MELANIA,binance:MELANIAUSDT:segment0,240,3579,included
binance,MEMEFIUSDT,MEMEFI,binance:MEMEFIUSDT:segment0,60,2593,included
binance,MEMEFIUSDT,MEMEFI,binance:MEMEFIUSDT:segment0,240,648,included
binance,MEMEUSDT,MEME,binance:MEMEUSDT:segment0,60,24972,included
binance,MEMEUSDT,MEME,binance:MEMEUSDT:segment0,240,6243,included
binance,MERLUSDT,MERL,binance:MERLUSDT:segment0,60,11223,included
binance,MERLUSDT,MERL,binance:MERLUSDT:segment0,240,2805,included
binance,METISUSDT,METIS,binance:METISUSDT:segment0,60,21855,included
binance,METISUSDT,METIS,binance:METISUSDT:segment0,240,5463,included
