venue,symbol,asset,base_asset,source_path,frozen_upstream_expected_full_source_sha256,actual_development_prefix_sha256
binance,DAMUSDT,DAM,DAM,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DAMUSDT_30m.csv.gz,41f8656b2546597591d0cad17e3c3cf11f55760afcf53729b857ae5ba0405d57,50a4a002e929ae689de42c8042594ea95b977ccc7b73fa8041fe240eaf673ec3
binance,DARUSDT,DAR,DAR,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DARUSDT_30m.csv.gz,ba78a26854ad5c971446fa8a526f7654ab63ffee342c2bc6b418bd237be387db,e49d72fdd28a99229fb5ea7ff0b65c471b659c9cbf1dc0c94cdfe93b751ad1d4
binance,DASHUSDT,DASH,DASH,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DASHUSDT_30m.csv.gz,3e9c8f96cd7e259d5dfe36c9a35255635bce79bd35f220d99e7693653a3bb483,5c004fe340f9f9694e6ca7d8fdb078adddd8c4b98cdf2535d9dbdbb4f35129bd
okx,DATA-USDT-SWAP,DATA,DATA,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/DATA-USDT-SWAP_30m.csv.gz,34ccafde797172a7c7c04290a0029f5ea976d2786746ebdb07c82391c3b64e1c,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,DATAIPUSDT,DATAIP,DATAIP,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DATAIPUSDT_30m.csv.gz,7086981c60cfbdbba3b08e6fb378963ebcb70d396325b4844952a5d27dc9090f,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,DEEPUSDT,DEEP,DEEP,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DEEPUSDT_30m.csv.gz,88f24a2cbfef010541da8dc91ea081baec7d40f51d4614fd6bfb808667416430,729630c75ea8f9dc4e5e38eb17c51734211a2ec107ec14eb36c13212100a87bb
binance,DEFIUSDT,DEFI,DEFI,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DEFIUSDT_30m.csv.gz,e48c3e45b888bfe68c0c8508b9b0b03a8d2796445f3e50d462762dbdddd6b215,c0aa9014ba757ad02d54c0cf2707e381b10b0c98d7082a8380545da87a4408b1
binance,DEGENUSDT,DEGEN,DEGEN,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DEGENUSDT_30m.csv.gz,e724e0ecdcf25d7625fa98944c5128a6eadefc7d122282a6772a4500d0bf8c01,8ebe0a6def6d846bd94998b8556d5cd1dcff76bd7dba80357c26fc6a7915cc47
binance,DEGOUSDT,DEGO,DEGO,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DEGOUSDT_30m.csv.gz,e6cbf40173eb1b5762eadd8278f29af199124d0933c94d64e0207a3810b4f60a,f9930ebe9372c35e62f1a4c2377a8c5fab67da7c71ac34510bb90f39007eca87
okx,DELL-USDT-SWAP,DELL,DELL,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/DELL-USDT-SWAP_30m.csv.gz,b0dd5ee5ef18c6e96f2300d1fc53436eb964d36b3f1b8f4b676633694012124b,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,DENTUSDT,DENT,DENT,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DENTUSDT_30m.csv.gz,9ea71bdc3086e3f8d2e988d05cc9b7e3e2a9d8697765c0f0a76ae0ad6b60fe68,7e6a7150ca008eaa2cb1f9738a1392c9d558c699fba5f002b6a943c1000f46d8
binance,DEXEUSDT,DEXE,DEXE,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DEXEUSDT_30m.csv.gz,17728be091b44a301e459a2322711cda8c12f255397ae861959d4be05bbd3927,3a640325bbafa931bc215fcb8064181b0d1f73269385cff6eca466abd4293af0
binance,DFUSDT,DF,DF,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DFUSDT_30m.csv.gz,5446ba6b9596ab6321feb5a6d9947a6a69ed07e7222749cd41717bed0d94dbb0,fc186564d11dd40cfed3a48576f270ced53eb450c57cf1aa4546742c2db75f32
binance,DGBUSDT,DGB,DGB,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DGBUSDT_30m.csv.gz,1bd7760c0cb9efd304765bf2bcf3a6880c066cf784219ce2f6c8c5431f9777e8,f5d2982cf62e2d63c2bcf32dc6dc578dc0bc268ae020bb98e11456cf0a2e0b6c
binance,DIAUSDT,DIA,DIA,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DIAUSDT_30m.csv.gz,56266c8cca21588b8362ef9cac438a81206f28a2e61b3f12fc3a61434f896a74,5f0588a74070d3277755f09bea371d8703d485c52839c411c8cdab267ffb4afa
okx,DKNG-USDT-SWAP,DKNG,DKNG,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/DKNG-USDT-SWAP_30m.csv.gz,3c57a6e53df38373f5846c2508f4e55bc51d660471fc3a095b2a94c914db0116,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,DMCUSDT,DMC,DMC,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DMCUSDT_30m.csv.gz,324ef1d52602912eb9363f35ad09816d96e4cf512e04a5458135f991fde50764,eaa73a11ae72047c979eece0cfc50da7f480ee5dfd698f1a15af69667cfe118b
binance,DODOXUSDT,DODOX,DODOX,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DODOXUSDT_30m.csv.gz,76e67600751b7f80a939bd31afaca9e744f146f667fb2e8b55df1a0d66e1a629,ed1a1b0572c4fd2b6061a8770b04ddabe7cf924364f896c93fd3152ec6cd3d16
binance,DOGEUSDT,DOGE,DOGE,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DOGEUSDT_30m.csv.gz,6307e488093e13ecaac7b871b7e27e388ee304395697e42c027a5b577519783a,30d28c92c6470de9120295ac54cc833c34e5f69237832e7f823e5abf17c3832a
binance,DOGSUSDT,DOGS,DOGS,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DOGSUSDT_30m.csv.gz,4008481936315ec90103cf83dd760c4e49843deb5e11efe5b6e25c0521f75b17,75d47075fe2a21a9375e03e6f62f0fe27b633782e10ebac5ff9cf2a30d03029c
binance,DOLOUSDT,DOLO,DOLO,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DOLOUSDT_30m.csv.gz,12490e282e87aa35566e7e8e5412e0952f74eb5cc8b17e55a3a27fc7fb4f5931,4c9cce0f8400566e9c0e029ad8ac5db32d64484662214a250a26b1096dd8b195
binance,DOODUSDT,DOOD,DOOD,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DOODUSDT_30m.csv.gz,17b76a3465625055e967ca4101af0dbfb5f0144eb88a71292b70fa4f9dafaeab,5336187bb2ca8eb05cab5fe53ecb13ae72aa99ec35cc4d8c18ad6e20ea68c8f5
binance,DOSUSDT,DOS,DOS,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DOSUSDT_30m.csv.gz,5600f9fd85e11384ea9f9da14fd3ef9502796cc84a8f90a3e1d850a1fdcbc2c0,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,DOTUSDT,DOT,DOT,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DOTUSDT_30m.csv.gz,a8ff7ea53cf3c227385c7b37f95cf6cd76947c055cef1e24b7b6fe27d7de4086,c02cc25f03ef343bdf32f9c874f4152fde5c3254159fe4b227d8f5c37fedb308
okx,DRAM-USDT-SWAP,DRAM,DRAM,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/DRAM-USDT-SWAP_30m.csv.gz,bf24cf429e641d8cfc44dc4de3014be790c3ba9cf8047a949a34a98d46a256be,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,DRIFTUSDT,DRIFT,DRIFT,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DRIFTUSDT_30m.csv.gz,bde50090867928dbfb0f687f7590e44aafcddbf5d0347d21bfaa7c8c6cb2c99d,5391b28ae5da426eac9a711fb6771da7c7471afe44dbbe698bba2dc269b03168
binance,DUSKUSDT,DUSK,DUSK,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DUSKUSDT_30m.csv.gz,38d23a3cdd4d0d9d690978797cf050462cb05401086122c4864d1ccb678d81d4,82c198f0c2a1880fef43ab12399211eee4bc28296d29faa46f3f938e2323771b
binance,DYDXUSDT,DYDX,DYDX,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DYDXUSDT_30m.csv.gz,a5bbf91492fce52dd1b0cea5fd25dc5a042ed1c848e4414b5e2b497a37ba7fdf,c2ffe2d53373162711bd8edf68fe977e980553cfa0c9f33e6205cdb81f669d6a
binance,DYMUSDT,DYM,DYM,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/DYMUSDT_30m.csv.gz,dfd9ee8b741c74c089f3c601e88c733354252434acf7875fba644799bc65f562,23f2203e53cab28fed6864b633d0ef74cc446ab971e3e6eeee82f2bd98cc8c43
binance,EDENUSDT,EDEN,EDEN,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/EDENUSDT_30m.csv.gz,b6a539b5db07ad4085a6b1517119abdc98c08de34b91f00e114db7cfbbfe8339,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,EDGEUSDT,EDGE,EDGE,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/EDGEUSDT_30m.csv.gz,76eb1182483f5e88913c2190ff85ca8f59bed55d139e32d9a5c7ecb267506ca5,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,EDUUSDT,EDU,EDU,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/EDUUSDT_30m.csv.gz,5c598b0503e0113611269ea09330d857d26e192d8a801e8d092667990bc12293,ae708217a5d6b4a3353d46cd8aac80b9c4e98a8d73dbd66c0b1624446e46f923
binance,EGLDUSDT,EGLD,EGLD,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/EGLDUSDT_30m.csv.gz,80637cf0bcfe38a38f0cf77d885c5cfaa4ba2a93a3f2576911ca87f6e9d90844,c76c3ff7da219f2d437be556e1da4d843e1d0af0c6e7a547dd50358993158453
binance,EIGENUSDT,EIGEN,EIGEN,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/EIGENUSDT_30m.csv.gz,7fcb80580c8146330f87c8f32cbdc8d81c6e92f64b0af50773326e0e902a04d1,bb98b53482b11b0cfbcf376de342ba65738949b02578915e7a865a7426d64604
binance,ELSAUSDT,ELSA,ELSA,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/ELSAUSDT_30m.csv.gz,676c8290386d107e0be809dfce023862c3e2a935d88235e828d032f2d85d945a,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,ENAUSDT,ENA,ENA,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/ENAUSDT_30m.csv.gz,8b093d938bf36154139e37f838f6a02570ad780d43f7faef3ee9e41c4e619c67,5fb92f5df1a9819e4bf5eaf983e95480e24290ac264a8055135a227a85f6386e
binance,ENJUSDT,ENJ,ENJ,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/ENJUSDT_30m.csv.gz,29db547b31fe9390fc3660d1180c0561d6e122c32df78b636b3c75c0e1470f80,7a16504216235a273a248f6c8a72960431022b9c242fe974c5786ff6376671e9
binance,ENSUSDT,ENS,ENS,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/ENSUSDT_30m.csv.gz,247d698d2d04668e7e44e72faca54b64703c91d1c954ce199cee5f724e41758e,c3b0d316daafbfa518052ff3b8a9f05dc62277add84b9492190ce184fe168d87
binance,ENSOUSDT,ENSO,ENSO,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/ENSOUSDT_30m.csv.gz,87777d870705601cbba4112b8d2d56ecd5d5bb24f0d8c543f48bd67539f577a1,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,EPICUSDT,EPIC,EPIC,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/EPICUSDT_30m.csv.gz,4cd93bd3cf2779339e8efb43c5850c049c2e496f14044e1ccd6fb7858d2f76e9,4f2f92f905fe094830232cd00607c4f6405c20e90bebe3ad9ead4311879cecb0
binance,EPTUSDT,EPT,EPT,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/EPTUSDT_30m.csv.gz,63e6cecf773ac06230fb959cb715637b929a85ef4f614b404b63efba8b947460,c86d394d951b8152fcc36bce3a712a6936510cbb8061919a7202f967c3baf8b9
binance,ERAUSDT,ERA,ERA,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/ERAUSDT_30m.csv.gz,b5e27a3f572e9f5aaebe324012992ea0fca0c988d86cfc6764a70e849486d480,7ff399d3ab0afc4f90171420fd346d7d64d2d2ee8df1a608913c33f2f8a3d5b1
binance,ESPUSDT,ESP,ESP,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/ESPUSDT_30m.csv.gz,945bf6e954117d19d0bc1ffaa923c716bb79351a77022160606c4b6df86335b3,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,ESPORTSUSDT,ESPORTS,ESPORTS,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/ESPORTSUSDT_30m.csv.gz,11e27e924514668d1fff39fd1f342f462bd259c35c0f015bf2fc60e01a2b3f6c,547c7dbe379b7210ea76b5c56c3a899c204080b411f1bada5320265b8a1d5745
binance,ETCUSDT,ETC,ETC,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/ETCUSDT_30m.csv.gz,212b553bb639256312d3d8ab626d6dcd6ae4359fd1e195d68c28ccc66cb18972,006bee186cff0c0c2d2c40972a28e5fa1a1ddd691a30363e94708db687f571d8
binance,ETHUSDT,ETH,ETH,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/ETHUSDT_30m.csv.gz,5753fedecf62de521cafff11d7c2c4db07ec508f80995dc1a87ec430ba6ed66e,c8872f18cf57c29bb21a25b7093b60c70a71b7f06415e272833157deb1392f5f
binance,ETHFIUSDT,ETHFI,ETHFI,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/ETHFIUSDT_30m.csv.gz,a5991227fedc2da8d9b0088d48dc0a493acf065e7954fca83b98daf888f8f57a,593192aeb2618fe66ff4e91292ad2cc70554eb4a7f4fe80ebc7edcb098f2e3da
binance,ETHWUSDT,ETHW,ETHW,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/ETHWUSDT_30m.csv.gz,090874ebcf717f4371594d8323a866b2e9a2ccbb03a256cb6b91c5868e6b990b,7bdac0114f8538c5f52cd6ef5069861e4afa839cce8abb3ccdfc80f2cc60fc71
binance,EULUSDT,EUL,EUL,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/EULUSDT_30m.csv.gz,a43681d9c8fc42ea2339949d132ca6db1ad01c8e9b9177473d2b592dd0a7bdd4,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,EVAAUSDT,EVAA,EVAA,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/EVAAUSDT_30m.csv.gz,b984f85342ad5907a9628c4e0065d9e329126fffcd8b2fd84beaae9266106714,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
okx,EWJ-USDT-SWAP,EWJ,EWJ,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/EWJ-USDT-SWAP_30m.csv.gz,030366e072d8d3276a1128637f80c70bb88da5c65bf1db2b0a063f003ffa95df,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
okx,EWT-USDT-SWAP,EWT,EWT,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/EWT-USDT-SWAP_30m.csv.gz,4d7a80d6c1571659455f5f7a1275fc66da02575b428105f1420835046c8a0d72,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
okx,EWY-USDT-SWAP,EWY,EWY,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/EWY-USDT-SWAP_30m.csv.gz,916e15403f414fdb052b6afdfd7bbe59d372985379e7603fb654e96d57f4581f,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
okx,EWZ-USDT-SWAP,EWZ,EWZ,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/EWZ-USDT-SWAP_30m.csv.gz,3bf4b2c465a904e98e800cc4f89e917012412bf62e4cc67af2cc67e06c0311b6,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,FUSDT,F,F,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/FUSDT_30m.csv.gz,4f06efba5d7f66f0896292de2605504b6f23db8d822bcfe475ec1d9122b59f54,59ea6bad286605f35516144e5b3edc7bd135a0d06a3f1a3b5d0db65e61f52e2d
binance,FARTCOINUSDT,FARTCOIN,FARTCOIN,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/FARTCOINUSDT_30m.csv.gz,4c9d3b5936a08640cee0dedbebe9c44a56f9c3525b2fce0991f4ed0a41e6b1cf,371676622a3055023de5b9707e94f88d889e52165d42973837f7dc8fb196a18b
binance,FETUSDT,FET,FET,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/FETUSDT_30m.csv.gz,ca82145d40c320c9288cc6652d6c324397885d2d11244311c72f290ea7febf31,640dc95107faf37790587ad2d48c6a82dafde71cad17326e154e343e766d03df
binance,FFUSDT,FF,FF,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/FFUSDT_30m.csv.gz,7da4eebd7a0095435430650488f60c865b542825fb6cad0b20e4d5481d1091ca,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,FHEUSDT,FHE,FHE,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/FHEUSDT_30m.csv.gz,c195610f9ef629728c114a35bc1634a08e0ad308474638fa8e5aa94790a02d7b,5784a7c6db5002b029b31a4940a0dfd06209834b7c169cc359c20f343c4fe0d8
binance,FIDAUSDT,FIDA,FIDA,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/FIDAUSDT_30m.csv.gz,4c6c7cef4d36b54624ca5477f85660ba87b6ae8e96f3594d51b0443a587d7ee4,3609f41dfb6b851f26242f59ba04eb8012fb0cafc44b57bf82caa0f0198a3c23
binance,FIGHTUSDT,FIGHT,FIGHT,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/FIGHTUSDT_30m.csv.gz,42bc23e9943cd938e06ae27401929462d112772f65ffc54d95f1d88293f84e2d,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,FILUSDT,FIL,FIL,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/FILUSDT_30m.csv.gz,e9e9e9600212f0dad18b5ce2cf3dcf1520cd616dc6b71850bd662fbc2ef99aa1,95f34e92dc98a86d0717d259c0196bf3295c4ce16b883f207be3f45490bf8135
binance,FIOUSDT,FIO,FIO,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/FIOUSDT_30m.csv.gz,e413e090dcb35984f4602807bce20f84dbcc7c7f5e008462adac7232db48f661,e030838540b325b3dfd5f1451f4affbebb3a1869e8cd75a59371a5701808cb47
binance,FISUSDT,FIS,FIS,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/FISUSDT_30m.csv.gz,e5a2d107477ca73fbb86ec7decb34c342f53ffd634316938e8472894f78a2c83,b3266e1cf5892c605aa23ff320382efd452c40f9eef864d7793b5dfd9ad33236
binance,FLMUSDT,FLM,FLM,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/FLMUSDT_30m.csv.gz,5bfcc22858654ead4daa442f4e37c6ab85cb048fffcd6aa6a30693e63d2e75fd,184121e3fd77ac7141229a8d2b154834f80d130f699090b2efe3ebef7099e720
okx,FLNC-USDT-SWAP,FLNC,FLNC,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/FLNC-USDT-SWAP_30m.csv.gz,03e45945c9f02da48ff527b975690832445b792bb5f47c56adf7916e5df804df,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,FLOCKUSDT,FLOCK,FLOCK,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/FLOCKUSDT_30m.csv.gz,e4a114132e9fe34e15dcade92781f80ce519d90edf628c794fc667ed1c6a7f9e,8cd7f7d38eb7de508dcf2ecbb05048902a570faa80a1dc09a412e9027b89c9d0
binance,1000FLOKIUSDT,1000FLOKI,FLOKI,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/1000FLOKIUSDT_30m.csv.gz,073e413f34b6e31178782199e079b47e036b3ff8e5c135048b737cf47c066006,77c2245273ed84e50629fcb0f4a82e05776f0411e86991ee6c01a657b12f2f31
binance,FLOWUSDT,FLOW,FLOW,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/FLOWUSDT_30m.csv.gz,f53880cbfeeb75a3541a74e4cb7357dc084d54c8f00812616cae1543994dd0ea,e5c5859df9f28ac61a38c82a07c749f12465cee85b11a2e2e0e235ee09670c26
binance,FLUIDUSDT,FLUID,FLUID,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/FLUIDUSDT_30m.csv.gz,c9919370056fc65068c5bf5626922f3768c3d6aaf56adbd6a065b2a9c92c4f4f,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,FLUXUSDT,FLUX,FLUX,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/FLUXUSDT_30m.csv.gz,d3334a1337e935a36fd07592986a0e69723e704adca9a61efd1527487fb4b8de,3c2384beb19986e8329b4ebf324477de003bc9d4b59655b98fad049e86aa2121
okx,FLY-USDT-SWAP,FLY,FLY,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/okx/FLY-USDT-SWAP_30m.csv.gz,20d0a7f94ed8977b2960e6680df5c2fa58e3000a72b16bf152123eaf9fe06083,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,FOGOUSDT,FOGO,FOGO,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/FOGOUSDT_30m.csv.gz,37a97e9de39e5b88f0a71999dc0360b0db593b96627ccd2b2b3c8284d0af81f3,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,FOLKSUSDT,FOLKS,FOLKS,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/FOLKSUSDT_30m.csv.gz,1d2cd29ff7f52459f12fd96899abd7d2a8c4591932cb83bdb18ad628e04c6931,9ff6573762eb3775ef58a53e480efaebca5290e0876c1a3808fadc153dbd8c65
binance,FORMUSDT,FORM,FORM,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/FORMUSDT_30m.csv.gz,340f77238a0f635ab307c4218abcd0a11c4514acb15cf4a8f3b1f3c2f3bfe554,76425a0066038e0a4f300a1211b4f8b60b0f9475791e3985e4261cffea6e1b49
binance,FORTHUSDT,FORTH,FORTH,/Users/zhangzc/fable-trading/experiments/active/exp-spike-v1-twoyear-allmarkets-20260911-v1/data/normalized/binance/FORTHUSDT_30m.csv.gz,bda1ad653dd43f52a1f67b363c914db5b6fa2ede3479a75f8ea34da43dede3b3,e6b0ad04536a6c7303df395b60a4784e3f7d1543cf8001d7be923b1f49a03008
