fold,minutes,cohort,arm,scope,case_count,matched_case_count,control_link_count,funding_case_observed_count,funding_control_observed_link_count,funding_common_case_count,funding_common_control_link_count,funding_coverage_complete,case_mean_net_20bp,matched_case_mean_net_20bp,matched_control_mean_net_20bp,matched_excess_mean_net_20bp,case_mean_net_40bp,matched_case_mean_net_40bp,matched_control_mean_net_40bp,matched_excess_mean_net_40bp,case_mean_net_60bp,matched_case_mean_net_60bp,matched_control_mean_net_60bp,matched_excess_mean_net_60bp,case_mean_net_notional_fee_bp,matched_case_mean_net_notional_fee_bp,matched_control_mean_net_notional_fee_bp,matched_excess_mean_net_notional_fee_bp,funding_common_case_mean_low,funding_common_control_mean_low,funding_common_excess_mean_low,funding_common_case_mean_high,funding_common_control_mean_high,funding_common_excess_mean_high
audit_seen,60,majors,gate_box_break,all_events,5,5,15,0,2,0,0,False,163.88167672876654,163.88167672876654,-95.82871495141289,259.71039168017944,143.88167672876654,143.88167672876654,-115.82871495141289,259.7103916801794,123.88167672876652,123.88167672876652,-135.8287149514129,259.7103916801794,164.10963754333994,164.10963754333994,-95.85710905995127,259.9667466032912,,,,,,
audit_seen,60,owner_illustration,base,all_events,15,15,45,9,27,7,21,False,84.30374154093961,84.30374154093961,-98.65158807496057,182.95532961590018,64.30374154093961,64.30374154093961,-118.65158807496059,182.95532961590018,44.30374154093961,44.30374154093961,-138.65158807496059,182.95532961590018,84.34311591422093,84.34311591422093,-98.76748994864894,183.1106058628699,-65.88723570991608,-86.12920158436188,19.976860491111943,-65.5333417143922,-85.864096201028,20.59585986996969
audit_seen,60,owner_illustration,deriv_oi24_available,all_events,15,15,45,9,27,8,24,False,84.30374154093961,84.30374154093961,-73.7494023665004,158.05314390744,64.30374154093961,64.30374154093961,-93.7494023665004,158.05314390744,44.30374154093961,44.30374154093961,-113.7494023665004,158.05314390744,84.34311591422093,84.34311591422093,-73.7773049235867,158.12042083780764,-88.16037187631437,-144.4114502931338,55.915556644585195,-87.72431981167867,-144.0759285208996,56.687130481455135
audit_seen,60,owner_illustration,deriv_oi24_down,all_events,11,11,33,6,18,5,15,False,-60.06037084129873,-60.06037084129873,-187.102321046283,127.04195020498429,-80.06037084129872,-80.06037084129872,-207.102321046283,127.04195020498429,-100.06037084129875,-100.06037084129875,-227.102321046283,127.04195020498429,-60.11941240931824,-60.11941240931824,-187.18855884211322,127.06914643279497,-150.47257875123842,-217.0325921821606,66.15798567886259,-149.8757789819578,-216.630564430101,67.15681320020278
audit_seen,60,owner_illustration,deriv_oi24_pos,all_events,4,4,12,3,9,3,9,False,481.3050505920949,481.3050505920949,237.97112400290177,243.3339265891932,461.3050505920949,461.3050505920949,217.97112400290177,243.3339265891932,441.3050505920949,441.3050505920949,197.97112400290177,243.3339265891932,481.6150688039538,481.6150688039538,238.1036433523612,243.51142545159252,15.693306248558997,-23.376213811422456,38.84484158745621,15.861445472119916,-23.151535338897208,39.23765928354237
audit_seen,60,owner_illustration,deriv_oi4_available,all_events,15,15,45,9,26,7,21,False,84.30374154093961,84.30374154093961,-127.1457267348104,211.44946827574998,64.30374154093961,64.30374154093961,-147.14572673481038,211.44946827574998,44.30374154093961,44.30374154093961,-167.14572673481038,211.44946827575004,84.34311591422093,84.34311591422093,-127.21235755603794,211.55547347025896,-65.88723570991608,-140.72923130142527,74.52686765371745,-65.5333417143922,-140.41410336363353,75.19588958703311
audit_seen,60,owner_illustration,deriv_oi4_pos,all_events,5,5,15,2,7,2,6,False,603.1847891354562,603.1847891354562,150.3876127127623,452.7971764226939,583.1847891354562,583.1847891354562,130.38761271276235,452.7971764226939,563.1847891354562,563.1847891354562,110.38761271276235,452.7971764226939,603.6549444536051,603.6549444536051,150.53351818485694,453.1214262687483,245.97984947682403,35.387132664789966,210.42510117868667,246.2320583121654,35.55474829813736,210.84492564737545
audit_seen,60,owner_illustration,deriv_taker55,all_events,3,3,9,0,1,0,0,False,755.9259688388188,755.9259688388188,261.6650880682337,494.2608807705851,735.9259688388188,735.9259688388188,241.66508806823367,494.2608807705851,715.9259688388188,715.9259688388188,221.66508806823367,494.2608807705851,756.7018948076576,756.7018948076576,261.94675315630195,494.75514165135564,,,,,,
audit_seen,60,owner_illustration,deriv_taker_available,all_events,15,15,45,9,26,7,21,False,84.30374154093961,84.30374154093961,-116.40004923906015,200.7037907799997,64.30374154093961,64.30374154093961,-136.40004923906014,200.7037907799997,44.30374154093961,44.30374154093961,-156.40004923906014,200.7037907799997,84.34311591422093,84.34311591422093,-116.46307639341542,200.80619230763642,-65.88723570991608,-190.21212221548993,124.08593454291112,-65.5333417143922,-189.9731702528272,124.67878050109773
audit_seen,60,owner_illustration,exit_chandelier,all_events,15,15,45,9,27,7,21,False,194.957908261403,194.957908261403,103.42904869765623,91.5288595637467,174.957908261403,174.957908261403,83.42904869765623,91.52885956374672,154.957908261403,154.957908261403,63.429048697656235,91.52885956374672,194.78875777787198,194.78875777787198,103.41735334069413,91.37140443717784,193.4745179147283,-19.255491755568887,212.4448421398454,193.76052829275866,-18.97032422511713,213.01602004832756
audit_seen,60,owner_illustration,exit_fixed3r,all_events,15,15,45,9,27,7,21,False,-85.70686275616234,-85.70686275616234,-116.85917697595727,31.152314219794942,-105.70686275616234,-105.70686275616234,-136.85917697595733,31.152314219794942,-125.70686275616234,-125.70686275616234,-156.85917697595733,31.15231421979497,-85.95815848877582,-85.95815848877582,-117.17334693345717,31.215188444681342,-202.26066246844974,-85.22576454917744,-117.37906325234742,-201.90492102840693,-84.88159921610227,-116.67915647922949
audit_seen,60,owner_illustration,exit_sma60,all_events,15,15,45,9,27,7,21,False,166.07785556464702,166.07785556464702,15.130366487790345,150.94748907685667,146.07785556464702,146.07785556464702,-4.869633512209656,150.94748907685667,126.07785556464704,126.07785556464704,-24.869633512209656,150.94748907685667,166.07999679370383,166.07999679370383,15.156605490117796,150.92339130358602,14.436243958919809,-95.96277868026264,110.18335112937909,14.651160769017329,-95.74710717045932,110.61393944927997
audit_seen,60,owner_illustration,gate_box_break,all_events,5,5,15,1,4,1,3,False,604.6411252641307,604.6411252641307,61.401103949291326,543.2400213148393,584.6411252641307,584.6411252641307,41.401103949291326,543.2400213148393,564.6411252641307,564.6411252641307,21.401103949291326,543.2400213148393,605.1658655241325,605.1658655241325,61.3566953539743,543.8091701701584,-391.6068099680591,375.42410853525325,-767.0309185033124,-391.1068099680591,375.42410853525325,-766.5309185033124
audit_seen,240,all_core,base,all_events,90,90,256,56,159,53,153,False,-68.1204363414481,-68.1204363414481,-190.00487453206563,121.88443819061753,-88.1204363414481,-88.1204363414481,-210.00487453206568,121.88443819061753,-108.12043634144811,-108.12043634144811,-230.00487453206568,121.88443819061753,-67.90419591092966,-67.90419591092966,-189.95539363398254,122.0511977230529,-274.64022006191874,-349.638534248751,73.96818686636212,-273.4263817458653,-348.6084069282809,76.21215250288574
audit_seen,240,all_core,deriv_oi24_available,all_events,90,90,256,56,158,51,147,False,-68.1204363414481,-68.1204363414481,-218.8101912565839,150.68975491513584,-88.1204363414481,-88.1204363414481,-238.81019125658395,150.68975491513584,-108.12043634144811,-108.12043634144811,-258.81019125658395,150.68975491513584,-67.90419591092966,-67.90419591092966,-218.76004824291846,150.8558523319888,-275.2426832464508,-354.20807409973844,77.87476912512678,-274.0509639567689,-353.11745237157754,80.15711014296957
audit_seen,240,all_core,deriv_oi24_down,all_events,34,34,97,22,60,19,53,False,-66.4833407813482,-66.4833407813482,-224.6899132329686,158.20657245162033,-86.48334078134822,-86.48334078134822,-244.68991323296856,158.20657245162033,-106.4833407813482,-106.4833407813482,-264.6899132329686,158.20657245162033,-66.26375346481274,-66.26375346481274,-224.6134590561947,158.34970559138196,-137.62346532916533,-321.82109812201355,183.12111771780974,-136.4793950490518,-320.74458304697515,185.34170307296176
audit_seen,240,all_core,deriv_oi24_pos,all_events,56,56,159,34,98,32,94,False,-69.11438721722304,-69.11438721722304,-215.24036005663612,146.1259728394131,-89.11438721722303,-89.11438721722303,-235.24036005663612,146.1259728394131,-109.11438721722303,-109.11438721722303,-255.24036005663612,146.1259728394131,-68.9001788246435,-68.9001788246435,-215.20619167771514,146.30601285307162,-356.954093884839,-373.43784108651255,15.38474964822127,-355.7340829957259,-372.3388435330603,17.703758090786685
audit_seen,240,all_core,deriv_oi4_available,all_events,90,90,256,56,155,50,144,False,-68.1204363414481,-68.1204363414481,-175.77865935066197,107.65822300921383,-88.1204363414481,-88.1204363414481,-195.778659350662,107.65822300921383,-108.12043634144811,-108.12043634144811,-215.778659350662,107.65822300921383,-67.90419591092966,-67.90419591092966,-175.71109879608593,107.80690288515628,-262.01678242823556,-350.87124282485473,87.78741757380136,-260.8197831656995,-349.80420000203696,90.05145965915523
audit_seen,240,all_core,deriv_oi4_pos,all_events,56,56,157,36,100,33,94,False,-42.59268447199578,-42.59268447199578,-198.31708774843005,155.72440327643426,-62.59268447199578,-62.59268447199578,-218.31708774843005,155.72440327643426,-82.5926844719958,-82.5926844719958,-238.31708774843005,155.72440327643426,-42.29324905783591,-42.29324905783591,-198.22583098527193,155.93258192743602,-183.90427772023907,-329.83019151495625,144.8965929822435,-182.70305841463872,-328.8008707024826,147.1271331003175
audit_seen,240,all_core,deriv_taker55,all_events,21,21,59,8,23,7,21,False,345.13980013160614,345.13980013160614,-19.939554739234907,365.07935487084103,325.13980013160614,325.13980013160614,-39.93955473923491,365.07935487084103,305.13980013160614,305.13980013160614,-59.9395547392349,365.07935487084103,345.6748559417938,345.6748559417938,-19.76773624524906,365.4425921870429,-135.02111258854302,-283.4934467577506,147.35801223182347,-133.35013389979292,-282.3791248203664,150.14331285795765
audit_seen,240,all_core,deriv_taker_available,all_events,90,90,256,56,158,53,153,False,-68.1204363414481,-68.1204363414481,-209.3336553230623,141.21321898161418,-88.1204363414481,-88.1204363414481,-229.3336553230623,141.21321898161418,-108.12043634144811,-108.12043634144811,-249.3336553230623,141.21321898161418,-67.90419591092966,-67.90419591092966,-209.26862181517745,141.36442590424778,-264.82363261844966,-339.3219468282664,73.45073736884422,-263.648879409186,-338.2743699872938,75.67306741908035
audit_seen,240,all_core,exit_chandelier,all_events,90,90,256,56,159,53,153,False,118.82896062054863,118.82896062054863,-69.81871173613874,188.64767235668737,98.82896062054863,98.82896062054863,-89.81871173613875,188.64767235668737,78.82896062054864,78.82896062054864,-109.81871173613872,188.64767235668737,118.97262912008838,118.97262912008838,-69.87102289555989,188.84365201564822,-105.0541604050987,-224.22208700448678,118.09594585821117,-103.76792894381319,-223.15010626330982,120.45415806067356
audit_seen,240,all_core,exit_fixed3r,all_events,90,90,256,56,159,53,153,False,-33.08047996257079,-33.08047996257079,-161.3978639520663,128.31738398949554,-53.080479962570784,-53.080479962570784,-181.3978639520663,128.31738398949554,-73.08047996257079,-73.08047996257079,-201.39786395206636,128.31738398949554,-33.031828619834755,-33.031828619834755,-161.43324739360284,128.4014187737681,-197.22156917135823,-292.73716801132855,94.43408906637531,-195.92852295352245,-291.65565823773346,96.80864505780609
audit_seen,240,all_core,exit_sma60,all_events,90,90,256,56,159,53,153,False,41.35246713060337,41.35246713060337,-75.65295466150395,117.00542179210731,21.352467130603372,21.352467130603372,-95.65295466150395,117.00542179210734,1.3524671306033509,1.3524671306033509,-115.65295466150395,117.00542179210734,41.59490855100824,41.59490855100824,-75.56049074214408,117.15539929315233,-163.6733655323257,-230.48418152672699,65.98399692909163,-162.6257210274241,-229.65736246141734,67.85846049930285
audit_seen,240,all_core,signal5,all_events,110,110,314,66,189,61,175,False,-61.53258538730198,-61.53258538730198,-201.06608919620933,139.5335038089074,-81.53258538730196,-81.53258538730196,-221.06608919620933,139.5335038089074,-101.53258538730199,-101.53258538730199,-241.06608919620933,139.53350380890734,-61.2826912272427,-61.2826912272427,-200.99118371635467,139.708492489112,-284.88183522563105,-355.2503751932748,69.28036195555248,-283.59498489843895,-354.1621971811836,71.655390294836
audit_seen,240,high_vol,base,all_events,28,28,78,19,57,19,56,False,-327.7160596249576,-327.7160596249576,-389.3575375775717,61.641477952614146,-347.7160596249576,-347.7160596249576,-409.3575375775717,61.641477952614146,-367.7160596249576,-367.7160596249576,-429.3575375775717,61.641477952614146,-327.42611139163824,-327.42611139163824,-389.18971336117454,61.76360196953618,-462.813681430788,-472.80336696420204,8.98659931459949,-461.8059868841374,-471.80028074538745,10.997380080064541
audit_seen,240,high_vol,deriv_oi24_available,all_events,28,28,78,19,56,19,56,False,-327.7160596249576,-327.7160596249576,-403.6999710209319,75.9839113959742,-347.7160596249576,-347.7160596249576,-423.6999710209319,75.9839113959742,-367.7160596249576,-367.7160596249576,-443.6999710209319,75.9839113959742,-327.42611139163824,-327.42611139163824,-403.57424453638794,76.14813314474956,-462.813681430788,-469.5689163215218,5.710283758273171,-461.8059868841374,-468.5239651890611,7.7629294373843045
audit_seen,240,high_vol,deriv_oi24_down,all_events,9,9,25,4,12,4,12,False,51.3050117932802,51.3050117932802,-319.5626006730782,370.86761246635837,31.3050117932802,31.3050117932802,-339.5626006730782,370.86761246635837,11.305011793280187,11.305011793280187,-359.5626006730782,370.86761246635837,51.427654235105216,51.427654235105216,-319.57886103026647,371.0065152653716,-327.3825423851257,-503.0548872749175,174.84308349393908,-326.6157066792935,-502.22562587906475,176.439180595624
audit_seen,240,high_vol,deriv_oi24_pos,all_events,19,19,53,15,44,15,44,False,-507.2523566125439,-507.2523566125439,-443.5545148699152,-63.69784174262881,-527.252356612544,-527.252356612544,-463.55451486991524,-63.69784174262881,-547.252356612544,-547.252356612544,-483.5545148699152,-63.697841742628796,-506.8831582674643,-506.8831582674643,-443.36153146034036,-63.521626807124015,-498.92865184296454,-460.63932406728287,-39.39179617123773,-497.8567282720959,-459.5368556717268,-37.217404204812965
audit_seen,240,high_vol,deriv_oi4_available,all_events,28,28,78,19,57,19,56,False,-327.7160596249576,-327.7160596249576,-414.58058783010875,86.86452820515115,-347.7160596249576,-347.7160596249576,-434.58058783010875,86.86452820515115,-367.7160596249576,-367.7160596249576,-454.58058783010875,86.86452820515115,-327.42611139163824,-327.42611139163824,-414.415313433245,86.9892020416066,-462.813681430788,-541.1359221885435,77.19119948379584,-461.8059868841374,-540.0048809145839,79.32993530440608
audit_seen,240,high_vol,deriv_oi4_pos,all_events,19,19,53,13,39,13,38,False,-353.35014789560654,-353.35014789560654,-460.23893902842946,106.88879113282287,-373.35014789560654,-373.35014789560654,-480.23893902842946,106.88879113282287,-393.35014789560654,-393.35014789560654,-500.23893902842946,106.88879113282287,-353.06938158139457,-353.06938158139457,-460.10200657833394,107.03262499693935,-411.7486241015491,-492.3342173940549,79.4173248894621,-410.7229879369766,-491.16594899101113,81.61122945707834
audit_seen,240,high_vol,deriv_taker55,all_events,7,7,18,3,9,3,9,False,36.65684154375817,36.65684154375817,-105.40800786980745,142.0648494135656,16.65684154375817,16.65684154375817,-125.40800786980745,142.0648494135656,-3.343158456241846,-3.343158456241846,-145.40800786980745,142.0648494135656,37.22150198103816,37.22150198103816,-104.98718039904342,142.20868238008157,-302.06226909492153,-292.89887091586075,-10.090105185259858,-301.2467401965021,-291.9721639096617,-8.34786928064137
audit_seen,240,high_vol,deriv_taker_available,all_events,28,28,78,19,56,19,56,False,-327.7160596249576,-327.7160596249576,-272.60152322068984,-55.114536404267746,-347.7160596249576,-347.7160596249576,-292.6015232206899,-55.11453640426776,-367.7160596249576,-367.7160596249576,-312.6015232206899,-55.11453640426776,-327.42611139163824,-327.42611139163824,-272.50197123520155,-54.92414015643681,-462.813681430788,-419.71087152187135,-44.07647669789839,-461.8059868841374,-418.73720473288955,-42.09511536226612
audit_seen,240,high_vol,exit_chandelier,all_events,28,28,78,19,57,19,56,False,-2.319659159977724,-2.319659159977724,-221.51878455641784,219.19912539644017,-22.319659159977725,-22.319659159977725,-241.51878455641784,219.19912539644014,-42.31965915997772,-42.31965915997772,-261.51878455641787,219.19912539644014,-2.0185290230501414,-2.0185290230501414,-221.37496178593796,219.35643276288783,-173.09824457586808,-309.23906848303824,135.0885568429697,-172.03570932858506,-308.1868014188378,137.2033591544533
audit_seen,240,high_vol,exit_fixed3r,all_events,28,28,78,19,57,19,56,False,-275.546149457954,-275.546149457954,-423.8305697239129,148.2844202659589,-295.546149457954,-295.546149457954,-443.8305697239129,148.28442026595886,-315.546149457954,-315.546149457954,-463.8305697239129,148.28442026595886,-275.50523877769837,-275.50523877769837,-423.6848582643316,148.17961948663324,-434.09492957851734,-467.39049469199927,32.24811815733449,-432.98792897385147,-466.3430477358519,34.40256571814794
audit_seen,240,high_vol,exit_sma60,all_events,28,28,78,19,57,19,56,False,-156.1717453872436,-156.1717453872436,-285.5083585923886,129.336613205145,-176.1717453872436,-176.1717453872436,-305.5083585923887,129.33661320514497,-196.1717453872436,-196.1717453872436,-325.5083585923887,129.33661320514497,-155.85731029185712,-155.85731029185712,-285.32847674479115,129.47116645293403,-313.4119659945321,-370.26961667801123,55.94627981152306,-312.4582109799924,-369.35824580605527,57.811405698018795
audit_seen,240,high_vol,signal5,all_events,36,36,101,24,70,23,67,False,-446.8622779776618,-446.8622779776618,-471.5467180568638,24.684440079202076,-466.8622779776618,-466.8622779776618,-491.5467180568638,24.684440079202076,-486.8622779776618,-486.8622779776618,-511.5467180568638,24.684440079202076,-446.69123806568155,-446.69123806568155,-471.52063057140435,24.82939250572281,-489.1142158234161,-514.510528331482,24.20351125174788,-487.7809745439443,-513.3177270751639,26.729553787537714
audit_seen,240,majors,base,all_events,2,2,6,1,2,0,0,False,-319.9601770701643,-319.9601770701643,746.2251769074861,-1066.1853539776505,-339.9601770701643,-339.9601770701643,726.2251769074861,-1066.1853539776505,-359.9601770701643,-359.9601770701643,706.2251769074861,-1066.1853539776505,-320.26013724723447,-320.26013724723447,746.9914020843936,-1067.251539331628,,,,,,
audit_seen,240,majors,deriv_oi24_available,all_events,2,2,6,1,3,1,3,False,-319.9601770701643,-319.9601770701643,444.90843287236555,-764.8686099425299,-339.9601770701643,-339.9601770701643,424.90843287236555,-764.8686099425299,-359.9601770701643,-359.9601770701643,404.90843287236555,-764.8686099425299,-320.26013724723447,-320.26013724723447,445.373341305238,-765.6334785524725,-348.50922784302725,-378.4793764056012,29.57307747625282,-348.0843728386896,-378.08230531928007,30.395003566911612
audit_seen,240,majors,deriv_oi24_down,all_events,1,1,3,0,0,0,0,False,-288.7971374109766,-288.7971374109766,1269.517969549808,-1558.3151069607845,-308.7971374109766,-308.7971374109766,1249.517969549808,-1558.3151069607845,-328.7971374109766,-328.7971374109766,1229.517969549808,-1558.3151069607845,-289.06593454838753,-289.06593454838753,1270.807487519358,-1559.8734220677454,,,,,,
audit_seen,240,majors,deriv_oi24_pos,all_events,1,1,3,1,3,1,3,False,-351.12321672935207,-351.12321672935207,-379.7011038050768,28.577887075724732,-371.12321672935207,-371.12321672935207,-399.7011038050768,28.577887075724732,-391.12321672935207,-391.12321672935207,-419.7011038050768,28.577887075724732,-351.4543399460814,-351.4543399460814,-380.0608049088819,28.606464962800487,-348.50922784302725,-378.4793764056012,29.57307747625282,-348.0843728386896,-378.08230531928007,30.395003566911612
audit_seen,240,majors,deriv_oi4_available,all_events,2,2,6,1,3,1,3,False,-319.9601770701643,-319.9601770701643,985.9325987435184,-1305.8927758136826,-339.9601770701643,-339.9601770701643,965.9325987435184,-1305.8927758136826,-359.9601770701643,-359.9601770701643,945.9325987435184,-1305.8927758136826,-320.26013724723447,-320.26013724723447,986.938531342262,-1307.1986685894965,-348.50922784302725,-322.30452485361803,-26.596242706995383,-348.0843728386896,-321.91298513603186,-25.77984798507157
audit_seen,240,majors,deriv_taker55,all_events,1,1,3,0,0,0,0,False,-288.7971374109766,-288.7971374109766,1188.5579334915046,-1477.3550709024812,-308.7971374109766,-308.7971374109766,1168.5579334915046,-1477.3550709024812,-328.7971374109766,-328.7971374109766,1148.5579334915046,-1477.3550709024812,-289.06593454838753,-289.06593454838753,1189.7664914249963,-1478.8324259733838,,,,,,
audit_seen,240,majors,deriv_taker_available,all_events,2,2,6,1,3,1,3,False,-319.9601770701643,-319.9601770701643,436.5180540683404,-756.4782311385047,-339.9601770701643,-339.9601770701643,416.5180540683404,-756.4782311385047,-359.9601770701643,-359.9601770701643,396.51805406834035,-756.4782311385047,-320.26013724723447,-320.26013724723447,436.97457212240886,-757.2347093696433,-348.50922784302725,-313.98535152217704,-34.71180262282428,-348.0843728386896,-313.79742522020297,-34.09902131651256
audit_seen,240,majors,exit_chandelier,all_events,2,2,6,1,2,0,0,False,-115.59795786264371,-115.59795786264371,257.359383211877,-372.95734107452074,-135.5979578626437,-135.5979578626437,237.35938321187703,-372.95734107452074,-155.5979578626437,-155.5979578626437,217.35938321187703,-372.95734107452074,-115.69355582050633,-115.69355582050633,257.6367425950889,-373.3302984155953,,,,,,
audit_seen,240,majors,exit_fixed3r,all_events,2,2,6,1,2,0,0,False,-319.9601770701643,-319.9601770701643,393.9700038329704,-713.9301809031347,-339.9601770701643,-339.9601770701643,373.9700038329704,-713.9301809031347,-359.9601770701643,-359.9601770701643,353.9700038329704,-713.9301809031347,-320.26013724723447,-320.26013724723447,394.3839738368034,-714.644111084038,,,,,,
audit_seen,240,majors,exit_sma60,all_events,2,2,6,1,2,0,0,False,-14.327497718537586,-14.327497718537586,1277.8246795659431,-1292.1521772844808,-34.327497718537586,-34.327497718537586,1257.8246795659431,-1292.1521772844808,-54.327497718537586,-54.327497718537586,1237.8246795659431,-1292.1521772844808,-14.321825216256116,-14.321825216256116,1279.1225042455087,-1293.444329461765,,,,,,
audit_seen,240,majors,signal5,all_events,4,4,12,1,1,0,0,False,160.74771570808414,160.74771570808414,334.39040097316126,-173.64268526507715,140.74771570808414,140.74771570808414,314.39040097316126,-173.64268526507715,120.74771570808414,120.74771570808414,294.39040097316126,-173.64268526507715,161.07097141857233,161.07097141857233,334.84350404613593,-173.77253262756358,,,,,,
audit_seen,240,owner_illustration,base,all_events,5,5,14,3,12,3,9,False,-436.4330458579806,-436.4330458579806,-253.0670929374698,-183.36595292051075,-456.4330458579806,-456.4330458579806,-273.0670929374698,-183.36595292051075,-476.4330458579806,-476.4330458579806,-293.0670929374698,-183.36595292051075,-436.172035308571,-436.172035308571,-252.9339153396699,-183.2381199689011,-303.24673169883266,-197.88243753996835,-106.55131438059561,-301.6548269248752,-196.69541731823708,-103.77238938490677
audit_seen,240,owner_illustration,deriv_oi24_available,all_events,5,5,14,3,12,3,9,False,-436.4330458579806,-436.4330458579806,-449.66315232362695,13.230106465646372,-456.4330458579806,-456.4330458579806,-469.66315232362695,13.230106465646372,-476.4330458579806,-476.4330458579806,-489.66315232362695,13.230106465646372,-436.172035308571,-436.172035308571,-449.22674910203824,13.054713793467226,-303.24673169883266,-354.28980148802134,49.71944006921499,-301.6548269248752,-352.9661717680477,52.634974563146194
audit_seen,240,owner_illustration,deriv_oi24_down,all_events,3,3,8,2,6,2,6,False,-264.7878156829708,-264.7878156829708,-461.73431555394336,196.9464998709726,-284.7878156829708,-284.7878156829708,-481.73431555394336,196.9464998709726,-304.7878156829708,-304.7878156829708,-501.73431555394336,196.9464998709726,-264.5430278672878,-264.5430278672878,-461.2925812383894,196.7495533711016,-254.87179494117538,-530.8686286558922,274.59486608281344,-253.24408634688484,-529.4666610239888,277.6245423090073
audit_seen,240,owner_illustration,deriv_oi24_pos,all_events,2,2,6,1,6,1,3,False,-693.9008911204952,-693.9008911204952,-431.5564074781522,-262.344483642343,-713.9008911204952,-713.9008911204952,-451.5564074781522,-262.344483642343,-733.9008911204952,-733.9008911204952,-471.5564074781522,-262.344483642343,-693.6155464704959,-693.6155464704959,-431.1280008975115,-262.48754557298435,-399.9966052141472,-1.1321471522796667,-400.0314119579819,-398.47630808085574,0.034806743834678855,-397.34416092857606
audit_seen,240,owner_illustration,deriv_oi4_available,all_events,5,5,14,3,11,3,9,False,-436.4330458579806,-436.4330458579806,-364.0502027757459,-72.38284308223463,-456.4330458579806,-456.4330458579806,-384.0502027757459,-72.38284308223463,-476.4330458579806,-476.4330458579806,-404.0502027757459,-72.38284308223463,-436.172035308571,-436.172035308571,-363.74368461384995,-72.42835069472112,-303.24673169883266,-213.26516865477723,-91.33944426945307,-301.6548269248752,-211.90728742937958,-88.38965827009793
audit_seen,240,owner_illustration,deriv_oi4_pos,all_events,3,3,8,1,5,1,3,False,-733.6702541888827,-733.6702541888827,-450.5193129545958,-283.150941234287,-753.6702541888827,-753.6702541888827,-470.5193129545958,-283.150941234287,-773.6702541888827,-773.6702541888827,-490.5193129545958,-283.150941234287,-732.9565839346939,-732.9565839346939,-450.08879364164113,-282.8677902930528,-904.7078436109862,-159.818637157846,-746.1062561068611,-903.111493352846,-158.6015875041251,-743.292856195
audit_seen,240,owner_illustration,deriv_taker55,all_events,1,1,3,1,3,1,3,False,-408.55624112124065,-408.55624112124065,10.392624635240017,-418.94886575648064,-428.55624112124065,-428.55624112124065,-9.607375364759983,-418.94886575648064,-448.55624112124065,-448.55624112124065,-29.607375364759985,-418.94886575648064,-408.9447973623618,-408.9447973623618,10.42301725987526,-419.36781462223706,-399.9966052141472,12.244509821078879,-413.2395267728491,-398.47630808085574,13.24292155870188,-410.72081790193465
audit_seen,240,owner_illustration,deriv_taker_available,all_events,5,5,14,3,11,3,9,False,-436.4330458579806,-436.4330458579806,-293.2538613673282,-143.17918449065232,-456.4330458579806,-456.4330458579806,-313.2538613673282,-143.17918449065232,-476.4330458579806,-476.4330458579806,-333.2538613673282,-143.17918449065232,-436.172035308571,-436.172035308571,-292.9684504561068,-143.20358485246425,-303.24673169883266,-163.073460141092,-141.2397799988597,-301.6548269248752,-162.00695169997297,-138.5813667837831
audit_seen,240,owner_illustration,exit_chandelier,all_events,5,5,14,3,12,3,9,False,-62.591682031124776,-62.591682031124776,-367.88690948253657,305.29522745141173,-82.59168203112478,-82.59168203112478,-387.88690948253657,305.29522745141173,-102.59168203112476,-102.59168203112476,-407.88690948253657,305.29522745141173,-62.667763276849996,-62.667763276849996,-367.58136195201166,304.91359867516167,-605.0292164768069,-522.0513911961446,-84.44988489605505,-603.3386343577204,-520.579331580752,-81.28724316157586
audit_seen,240,owner_illustration,exit_fixed3r,all_events,5,5,14,3,12,3,9,False,590.3831462241054,590.3831462241054,482.28772729832536,108.09541892578018,570.3831462241054,570.3831462241054,462.28772729832536,108.09541892578018,550.3831462241054,550.3831462241054,442.28772729832536,108.09541892578018,589.617340581433,589.617340581433,481.7764948034472,107.84084577798566,-274.7808639019775,378.0269550085174,-654.2424389934555,-273.24302845844727,379.461575091478,-651.2699834669647
audit_seen,240,owner_illustration,exit_sma60,all_events,5,5,14,3,12,3,9,False,-353.3725167036061,-353.3725167036061,-332.9997056724661,-20.37281103114003,-373.3725167036061,-373.3725167036061,-352.9997056724661,-20.37281103114001,-393.3725167036061,-393.3725167036061,-372.9997056724661,-20.37281103114001,-353.19456668335107,-353.19456668335107,-332.7792780700588,-20.41528861329216,-351.97483794691135,-332.7460452310402,-20.408426032603945,-350.49048834945796,-331.56641191430737,-17.744443118417696
audit_seen,240,owner_illustration,signal5,all_events,6,6,17,3,11,3,9,False,-315.4444716906127,-315.4444716906127,-158.22265335546095,-157.22181833515182,-335.4444716906127,-335.4444716906127,-178.22265335546095,-157.22181833515182,-355.4444716906128,-355.4444716906128,-198.22265335546092,-157.22181833515182,-315.27854596596245,-315.27854596596245,-158.16397911948988,-157.11456684647263,-303.24673169883266,-240.028959125762,-64.40237332464672,-301.6548269248752,-238.84435837418596,-61.62586779911313
