timeframe,period,feature,bucket,n,symbols,wins,losses,win_pct,mean_r,median_r,sum_r,gross_r,mean_bp,median_bp,sum_bp,gross_bp,avg_win_r,avg_loss_r,payoff_r,breakeven_win_pct_r,pf_r,avg_win_bp,avg_loss_bp,payoff_bp,pf_bp,mean_hold_h,median_hold_h,median_risk_pct,median_delay,mfe_ge1,mfe_ge2,loss_mfe_lt1,loss_mfe_ge1,loss_mfe_ge2,loss_mfe_ge3,loss_mfe_ge5,matched_n,matched_pct,paired_actual_r,random_r,excess_r,paired_actual_bp,random_bp,excess_bp,excess_blocks,excess_mean_ci_low,excess_mean_ci_high,excess_p_month_signflip
1h,earlier,efficiency_bin,>.5,42,21,22,20,52.38095238095239,0.5919636225405832,0.4366968936396357,24.862472146704494,0.6603294711369265,216.42588280850364,132.38967160839601,9089.887077957153,236.42588280850364,2.0582630488045974,1.0209657463498323,2.015996184165161,33.15654062330333,2.2175958025816773,778.1316958477069,401.45051153461975,1.9383004218207438,2.132130464002818,51.07142857142857,48.0,3.667971873913455,2.5,27,24,15,5,2,1,0,41,97.61904761904762,0.6320262144503994,0.14277054435348602,0.4892556700969134,231.83227631525347,67.54996304586565,164.28231326938783,11,-0.10309190853450152,1.1984845606853793,0.08845577211394302
1h,later,efficiency_bin,<=0,5,5,0,5,0.0,-1.0698923948484116,-1.0727672955974836,-5.3494619742420575,-0.9999999999999989,-323.18614158757134,-294.848746758857,-1615.9307079378568,-303.18614158757134,,1.0698923948484116,,,0.0,,323.18614158757134,,0.0,18.0,12.0,2.74848746758858,7.0,1,0,4,1,0,0,0,5,100.0,-1.0698923948484116,-0.8039594363098119,-0.26593295853859955,-323.18614158757134,-343.82502113531444,20.638879547743027,3,-0.42186344895132927,0.010824541137208543,0.8825587206396801
1h,later,efficiency_bin,0-.5,16,11,4,12,25.0,-0.2750567466070776,-1.0447186173327476,-4.400907945713241,-0.20891869842170246,-138.72226220459976,-312.6659629599465,-2219.556195273596,-118.72226220459977,1.945120131389586,1.0151157059392988,1.9161560795572,34.29171734017213,0.6387186931857333,584.4462135223835,379.77842078026083,1.538913696891017,0.5129712322970057,45.0,40.5,3.48727466114074,14.0,10,5,6,6,1,0,0,16,100.0,-0.2750567466070776,-0.40469085297077584,0.12963410636369838,-138.72226220459976,-93.83518060869191,-44.88708159590783,6,-0.3698591207644149,1.2685473108478134,0.43428285857071464
1h,later,efficiency_bin,>.5,31,21,7,24,22.58064516129032,-0.3805214301674886,-1.0407517915309448,-11.796164335192145,-0.31879801868810387,-171.45844038434913,-352.001997004493,-5315.211651914823,-151.45844038434913,1.7338720277250295,0.9972195220528061,1.7387064627012139,36.513588207393724,0.507122718287854,625.2933273181624,403.84437263091496,1.5483522111366301,0.45160272824818376,53.29032258064516,43.0,3.9469685458137103,17.0,17,9,14,10,2,0,0,31,100.0,-0.3805214301674886,-0.43777534563871146,0.057253915471223105,-171.45844038434913,-160.44102421039736,-11.017416173951778,8,-0.2614226013120597,0.47908598867716023,0.3818090954522739
4h,full,extension_bin,<=0,15,11,8,7,53.333333333333336,0.21986401896875704,0.0535813953488383,3.2979602845313556,0.24627935612285162,365.92811636659764,27.169811320755002,5488.921745498965,385.92811636659764,1.3125331135807916,1.0289006605878543,1.2756655368759178,43.94318865384855,1.4579034707153347,1401.1401945633647,817.1714015725647,1.7146221611121124,1.9595681841281285,228.53333333333333,168.0,8.47784200385356,0.0,10,8,5,2,0,0,0,15,100.0,0.21986401896875704,0.10059371603088317,0.11927030293787398,365.92811636659764,97.82987566370608,268.09824070289153,8,-0.7637168937579496,1.1379643443763057,0.4287856071964018
4h,full,extension_bin,0-.5,10,8,6,4,60.0,1.8756502028218591,1.556184017247424,18.75650202821859,1.909809571475511,880.940075809983,1056.9175265889744,8809.40075809983,900.940075809983,3.811449806520212,1.0280492027256705,3.707458550052762,21.242884868073705,5.561187825079143,2147.345492392197,1018.6680490633385,2.1079933687590113,3.1619900531385174,310.0,214.0,6.469723858152535,4.0,7,6,3,1,0,0,0,9,90.0,1.9022496196116885,4.232749376858271,-2.3304997572465833,806.2113103662797,1511.9602039320355,-705.748893565756,6,-6.640258358605195,0.07915705210909185,0.9235382308845578
4h,full,extension_bin,.5-1,2,2,1,1,50.0,15.723180355803942,15.723180355803942,31.446360711607884,15.770588235294088,5533.297048713808,5533.297048713808,11066.594097427616,5553.297048713807,32.485176470588186,1.0388157589803018,31.27135508848608,3.0987233020059475,31.27135508848608,11601.8487394958,535.254642068183,21.67538182325172,21.67538182325172,384.0,384.0,4.3619874960552005,39.0,1,1,1,0,0,0,0,2,100.0,15.723180355803942,-1.048636169981187,16.77181652578513,5533.297048713808,-459.5593369649975,5992.856385678805,2,-0.0025297203877927554,33.54616277195805,0.5162418790604698
4h,full,extension_bin,1-2,8,8,2,6,25.0,-0.27973676646500856,-0.6339486430239069,-2.2378941317200685,-0.2451473691914158,-141.26681051996314,-253.61891723981847,-1130.1344841597052,-121.26681051996326,1.090783622891801,0.7365768962506118,1.480882211272446,40.3082417801327,0.493627403757482,695.0857546995691,420.05099892647377,1.6547651510792805,0.5515883836930935,165.0,144.0,6.291837372310575,12.0,5,4,3,3,2,1,0,8,100.0,-0.27973676646500856,0.6361908347903367,-0.9159276012553452,-141.26681051996314,92.93005619051799,-234.19686671048106,7,-2.5499076039773048,0.4961093737665874,0.6501749125437282
4h,full,extension_bin,>2,2,2,1,1,50.0,1.1456474675398731,1.1456474675398731,2.2912949350797462,1.1781193490054256,736.773371638899,736.773371638899,1473.546743277798,756.7733716388994,3.3245111512959618,1.0332162162162155,3.2176335399291287,23.709978368979005,3.2176335399291287,2095.662284368113,622.115541090315,3.368606224971122,3.368606224971122,180.0,180.0,6.16241295129093,51.5,1,1,1,0,0,0,0,2,100.0,1.1456474675398731,-0.5126543878422931,1.6583018553821662,736.773371638899,-371.7433451883205,1108.5167168272194,2,-0.00563659838182029,3.3222403091461525,0.5162418790604698
4h,earlier,extension_bin,<=0,8,6,7,1,87.5,1.1741479680358817,1.3876965492174795,9.393183744287054,1.2001458857536027,1348.5147944295554,1319.1741041140865,10788.118355436443,1368.5147944295554,1.4923833590424993,1.0534997690104415,1.4165958104046892,41.380523614850496,9.916170672832825,1597.4216778837376,393.83338974971804,4.056084932003613,28.39259452402529,301.5,346.0,9.815112524868205,0.0,7,7,1,0,0,0,0,8,100.0,1.1741479680358817,0.0681571584050496,1.1059908096308324,1348.5147944295554,80.9684160023625,1267.546378427193,5,0.20602333416642757,2.047429920230364,0.03298350824587706
4h,earlier,extension_bin,0-.5,8,6,5,3,62.5,2.266145116044631,1.6357462977194774,18.12916092835705,2.3050968553101208,1189.934361399146,1056.9175265889744,9519.474891193167,1209.934361399146,4.246488677481576,1.0344274863502767,4.105158392942814,19.588030831371732,6.841930654904689,2266.114797909974,603.6996994522347,3.753711986217862,6.256186643696436,330.5,206.0,6.270980086896635,7.0,6,5,2,1,0,0,0,8,100.0,2.266145116044631,4.888668102961236,-2.6225229869166053,1189.934361399146,1874.6830400744273,-684.7486786752816,5,-7.596750884385204,-0.013304175328973815,0.9270364817591205
4h,earlier,extension_bin,.5-1,2,2,1,1,50.0,15.723180355803942,15.723180355803942,31.446360711607884,15.770588235294088,5533.297048713808,5533.297048713808,11066.594097427616,5553.297048713807,32.485176470588186,1.0388157589803018,31.27135508848608,3.0987233020059475,31.27135508848608,11601.8487394958,535.254642068183,21.67538182325172,21.67538182325172,384.0,384.0,4.3619874960552005,39.0,1,1,1,0,0,0,0,2,100.0,15.723180355803942,-1.048636169981187,16.77181652578513,5533.297048713808,-459.5593369649975,5992.856385678805,2,-0.0025297203877927554,33.54616277195805,0.5162418790604698
4h,earlier,extension_bin,1-2,4,4,1,3,25.0,0.10076269545764072,-0.13164763582966274,0.40305078183056287,0.13947625398357966,137.07882805435455,-91.176933814732,548.3153122174182,157.0788280543543,1.7289412915851263,0.4419635032515212,3.9119548986858015,20.3584931178328,1.3039849662286005,1070.182302707285,173.9556634966223,6.152040590090158,2.050680196696719,186.0,208.0,6.291837372310575,9.5,3,3,1,2,2,1,0,4,100.0,0.10076269545764072,2.1816409976366957,-2.080878302179055,137.07882805435455,674.6685922419746,-537.58976418762,3,-4.168716952756578,0.024617975708500803,0.7521239380309845
4h,earlier,extension_bin,>2,1,1,0,1,0.0,-1.0332162162162155,-1.0332162162162155,-1.0332162162162155,-0.9999999999999992,-622.115541090315,-622.115541090315,-622.115541090315,-602.115541090315,,1.0332162162162155,,,0.0,,622.115541090315,,0.0,88.0,88.0,6.02115541090316,61.0,0,0,1,0,0,0,0,1,100.0,-1.0332162162162155,-1.0275796178343952,-0.00563659838182029,-622.115541090315,-745.1732101616609,123.05766907134591,1,,,
4h,later,extension_bin,<=0,7,6,1,6,14.285714285714285,-0.8707462085365284,-1.0265235849056604,-6.095223459755699,-0.8438538205980066,-757.0280871339257,-730.6863596872271,-5299.19660993748,-737.0280871339257,0.0535813953488383,1.0248008091840897,0.05228469266285799,95.03131680737948,0.008714115443809664,27.169811320755002,887.7277368763725,0.03060601825550343,0.005101003042583905,145.14285714285714,88.0,7.106863596872259,1.0,3,1,4,2,0,0,0,7,100.0,-0.8707462085365284,0.1376640676032643,-1.0084102761397928,-757.0280871339257,117.10011527667015,-874.1282024105958,3,-1.6592735868448092,-0.41486377438992933,1.0
4h,later,extension_bin,0-.5,2,2,1,1,50.0,0.31367054993077137,0.31367054993077137,0.6273410998615427,0.3286604361370712,-355.03706654666894,-355.03706654666894,-710.0741330933379,-335.03706654666894,1.6362554517133947,1.008914351851852,1.6217981721739458,38.141761277177906,1.6217981721739458,1553.498964803312,2263.57309789665,0.6863038645612326,0.6863038645612326,228.0,228.0,15.964981727282721,1.5,1,1,1,0,0,0,0,1,50.0,-1.008914351851852,-1.014600431965443,0.005686080113590952,-2263.57309789665,-1389.822485207099,-873.750612689551,1,,,
4h,later,extension_bin,1-2,4,4,1,3,25.0,-0.6602362283876578,-1.030051533510034,-2.6409449135506313,-0.6297709923664112,-419.6124490942808,-625.3451559847506,-1678.4497963771232,-399.6124490942808,0.452625954198476,1.0311902892497025,0.43893543113929845,69.49582158861952,0.14631181037976615,319.989206691853,666.1463343563254,0.48035872928888473,0.16011957642962824,144.0,116.0,6.600313420393775,25.5,2,1,2,1,0,0,0,4,100.0,-0.6602362283876578,-0.9092593280560222,0.2490230996683644,-419.6124490942808,-488.8084798609385,69.19603076665773,4,-0.37702760675310437,1.1201941100441783,0.36231884057971014
4h,later,extension_bin,>2,1,1,1,0,100.0,3.3245111512959618,3.3245111512959618,3.3245111512959618,3.3562386980108503,2095.662284368113,2095.662284368113,2095.662284368113,2115.662284368114,3.3245111512959618,,,,,2095.662284368113,,,,272.0,272.0,6.303670491678701,42.0,1,1,0,0,0,0,0,1,100.0,3.3245111512959618,0.002270842149809,3.3222403091461525,2095.662284368113,1.68651978502,2093.9757645830928,1,,,
4h,full,efficiency_bin,<=0,3,3,0,3,0.0,-1.0326255335784897,-1.0326210526315789,-3.097876600735469,-1.0000000000000002,-633.0575032654174,-633.1010003226841,-1899.1725097962521,-613.0575032654174,,1.0326255335784897,,,0.0,,633.0575032654174,,0.0,86.66666666666667,88.0,6.13101000322684,11.0,1,0,2,1,0,0,0,3,100.0,-1.0326255335784897,-0.48052222507965064,-0.552103308498839,-633.0575032654174,-308.006063308095,-325.0514399573223,3,-1.6592735868448092,0.006970852593732868,0.743128435782109
4h,full,efficiency_bin,0-.5,8,6,5,3,62.5,5.8986448298467415,1.150267742850449,47.18915863877393,5.943222377289242,2160.84973907221,1174.481107665277,17286.79791257768,2180.8497390722096,10.06229873559821,1.0407783464057048,9.668051579232063,9.373782949706966,16.113419298720107,3804.4944919018026,578.5581823104443,6.575820044077048,10.959700073461745,325.5,226.0,6.31759985816232,10.5,5,5,3,0,0,0,0,8,100.0,5.8986448298467415,1.247721641836458,4.6509231880102835,2160.84973907221,-6.6223424782984806,2167.4720815505084,5,-0.7504628415936562,17.02297680984871,0.1664167916041979
4h,full,efficiency_bin,>.5,26,19,13,13,50.0,0.36395929960303997,0.015350697674418752,9.46294178967904,0.39164397128275563,396.95013297550275,6.270327655262501,10320.703457363072,416.9501329755029,1.6191326874957157,0.8912140882896357,1.8167718719562183,35.50163255874572,1.8167718719562183,1550.6465065087798,756.7462405577741,2.0490970729710485,2.0490970729710485,235.07692307692307,214.0,6.95114833141772,1.0,18,15,8,5,2,1,0,25,96.15384615384616,0.31306745351862575,1.3212155694164283,-1.0081481158978027,350.6881797023904,605.3168794124837,-254.6286997100932,11,-2.6680772710559046,0.1567509596216369,0.9070464767616192
4h,earlier,efficiency_bin,<=0,1,1,0,1,0.0,-1.0329533898305092,-1.0329533898305092,-1.0329533898305092,-1.0000000000000009,-626.9178346406069,-626.9178346406069,-626.9178346406069,-606.917834640607,,1.0329533898305092,,,0.0,,626.9178346406069,,0.0,124.0,124.0,6.06917834640607,11.0,1,0,0,1,0,0,0,1,100.0,-1.0329533898305092,-1.039924242424242,0.006970852593732868,-626.9178346406069,-520.948766603415,-105.96906803719185,1,,,
4h,earlier,efficiency_bin,0-.5,6,4,4,2,66.66666666666666,7.9605093782468535,2.4577916399429722,47.76305626948112,8.010810497963265,2956.809098144407,2187.610561402163,17740.85458886644,2976.809098144406,12.464716930948144,1.0479057271557268,11.894883869735537,7.75501361704399,23.789767739471074,4675.62081320429,480.814331975359,9.724379042519699,19.448758085039398,400.6666666666667,296.0,4.796291991165864,30.5,4,4,2,0,0,0,0,6,100.0,7.9605093782468535,2.0101133178331296,5.950396060413724,2956.809098144407,167.61667853755398,2789.1924196068526,4,-1.501946547790466,24.410057954668762,0.25237381309345325
4h,earlier,efficiency_bin,>.5,16,12,10,6,62.5,0.7255273168884825,1.1643517381707813,11.60843707021572,0.7547600267032937,886.6531475599058,823.7700306783986,14186.450360958494,906.6531475599058,1.6034376939086112,0.7376566448117315,2.1736911138621258,31.50905252348521,3.622818523103543,1648.2073524121956,382.6038605272436,4.307869110732179,7.179781851220297,258.0,206.0,6.474551957795796,1.5,12,12,4,2,2,1,0,16,100.0,0.7255273168884825,2.13972240369411,-1.4141950868056277,886.6531475599058,1012.1776768042906,-125.52452924438472,7,-4.118968267622222,0.3346881438132301,0.8885557221389305
4h,later,efficiency_bin,<=0,2,2,0,2,0.0,-1.03246160545248,-1.03246160545248,-2.06492321090496,-0.9999999999999999,-636.1273375778226,-636.1273375778226,-1272.2546751556451,-616.1273375778226,,1.03246160545248,,,0.0,,636.1273375778226,,0.0,68.0,68.0,6.161273375778226,9.5,0,0,2,0,0,0,0,2,100.0,-1.03246160545248,-0.20082121640735495,-0.831640389045125,-636.1273375778226,-201.53471166043502,-434.5926259173875,2,-1.6592735868448094,-0.004007191245440689,1.0
4h,later,efficiency_bin,0-.5,2,2,1,1,50.0,-0.2869488153535922,-0.2869488153535922,-0.5738976307071844,-0.2595419847328231,-227.02833814438102,-227.02833814438102,-454.05667628876205,-207.02833814438102,0.452625954198476,1.0265235849056604,0.4409308863956333,69.39958116252302,0.4409308863956333,319.989206691853,774.045882980615,0.41339824127695374,0.41339824127695374,100.0,100.0,7.305037833683431,1.5,1,1,1,0,0,0,0,2,100.0,-0.2869488153535922,-1.0394533861535558,0.7525045707999636,-227.02833814438102,-529.339405525856,302.311067381475,1,,,
4h,later,efficiency_bin,>.5,10,10,3,7,30.0,-0.21454952805366823,-1.016479966108674,-2.1454952805366823,-0.1893417173901053,-386.57469035954216,-721.6350982395505,-3865.7469035954214,-366.57469035954205,1.6714493327860651,1.0228347541278395,1.634134278328558,37.96313681603702,0.7003432621408104,1225.4436868307266,1077.4397091553715,1.1373663662270055,0.48744272838300234,198.4,214.0,7.192175253933505,1.0,6,3,4,3,0,0,0,9,90.0,-0.42019452580556405,-0.13390769152167237,-0.2862868342838917,-602.1384298220814,-117.99120483961777,-484.14722498246374,4,-0.9556381447888138,0.5695594838042531,0.6691654172913544
