stream,period,kind,length,first_entry,last_exit_bar,sum_net_r,first_entry_beijing,last_exit_bar_beijing
ETH 3m OKX,development,net_loss,4,2025-04-11T13:51:00+00:00,2025-04-13T01:30:00+00:00,-4.607847539034179,2025-04-11T21:51:00+08:00,2025-04-13T09:30:00+08:00
ETH 3m OKX,development,net_loss,4,2025-05-31T10:36:00+00:00,2025-05-31T23:15:00+00:00,-5.554209390372563,2025-05-31T18:36:00+08:00,2025-06-01T07:15:00+08:00
ETH 3m OKX,development,net_loss,4,2025-10-01T23:36:00+00:00,2025-10-02T14:42:00+00:00,-4.694928273102502,2025-10-02T07:36:00+08:00,2025-10-02T22:42:00+08:00
ETH 3m OKX,development,net_loss,4,2025-10-10T03:33:00+00:00,2025-10-11T16:39:00+00:00,-4.988687800846461,2025-10-10T11:33:00+08:00,2025-10-12T00:39:00+08:00
ETH 3m OKX,development,net_loss,4,2025-12-04T09:33:00+00:00,2025-12-06T11:12:00+00:00,-4.445713278823021,2025-12-04T17:33:00+08:00,2025-12-06T19:12:00+08:00
ETH 3m OKX,development,net_loss,4,2025-12-11T14:33:00+00:00,2025-12-12T14:36:00+00:00,-6.244067867960033,2025-12-11T22:33:00+08:00,2025-12-12T22:36:00+08:00
ETH 3m OKX,development,net_loss,4,2026-02-26T09:15:00+00:00,2026-02-27T08:12:00+00:00,-3.2387398349936607,2026-02-26T17:15:00+08:00,2026-02-27T16:12:00+08:00
ETH 3m OKX,later,net_loss,4,2026-05-08T03:06:00+00:00,2026-05-13T00:18:00+00:00,-8.139861069961842,2026-05-08T11:06:00+08:00,2026-05-13T08:18:00+08:00
ETH 3m OKX,later,net_loss,4,2026-05-25T16:48:00+00:00,2026-05-27T04:51:00+00:00,-6.040722861373846,2026-05-26T00:48:00+08:00,2026-05-27T12:51:00+08:00
ETH 3m OKX,later,net_loss,4,2026-07-07T14:54:00+00:00,2026-07-09T04:36:00+00:00,-4.33532892003264,2026-07-07T22:54:00+08:00,2026-07-09T12:36:00+08:00
ETH 3m OKX,later,net_loss,4,2026-07-15T23:45:00+00:00,2026-07-16T06:36:00+00:00,-5.442725307675678,2026-07-16T07:45:00+08:00,2026-07-16T14:36:00+08:00
ETH 3m OKX,later,net_loss,4,2026-07-18T02:18:00+00:00,2026-07-18T17:45:00+00:00,-7.210542907294074,2026-07-18T10:18:00+08:00,2026-07-19T01:45:00+08:00
ETH 3m OKX,development,net_loss,3,2023-10-12T02:42:00+00:00,2023-10-12T07:21:00+00:00,-5.783136217074612,2023-10-12T10:42:00+08:00,2023-10-12T15:21:00+08:00
ETH 3m OKX,development,net_loss,3,2023-11-08T09:51:00+00:00,2023-11-10T18:42:00+00:00,-4.48334457792174,2023-11-08T17:51:00+08:00,2023-11-11T02:42:00+08:00
ETH 3m OKX,development,net_loss,3,2023-11-19T14:09:00+00:00,2023-11-21T13:27:00+00:00,-4.503356018647519,2023-11-19T22:09:00+08:00,2023-11-21T21:27:00+08:00
ETH 3m OKX,development,net_loss,3,2024-03-09T06:24:00+00:00,2024-03-09T14:48:00+00:00,-3.1497262720028125,2024-03-09T14:24:00+08:00,2024-03-09T22:48:00+08:00
ETH 3m OKX,development,net_loss,3,2024-04-02T23:57:00+00:00,2024-04-03T15:36:00+00:00,-3.7673929599078537,2024-04-03T07:57:00+08:00,2024-04-03T23:36:00+08:00
ETH 3m OKX,development,net_loss,3,2024-05-08T08:51:00+00:00,2024-05-08T19:12:00+00:00,-4.038019192420483,2024-05-08T16:51:00+08:00,2024-05-09T03:12:00+08:00
ETH 3m OKX,development,net_loss,3,2024-05-11T09:24:00+00:00,2024-05-12T10:03:00+00:00,-5.276985049139549,2024-05-11T17:24:00+08:00,2024-05-12T18:03:00+08:00
ETH 3m OKX,development,net_loss,3,2024-06-01T19:57:00+00:00,2024-06-03T14:00:00+00:00,-5.992746972242399,2024-06-02T03:57:00+08:00,2024-06-03T22:00:00+08:00
ETH 3m OKX,development,net_loss,3,2024-08-04T04:48:00+00:00,2024-08-06T06:15:00+00:00,-4.733070771500946,2024-08-04T12:48:00+08:00,2024-08-06T14:15:00+08:00
ETH 3m OKX,development,net_loss,3,2024-09-28T00:54:00+00:00,2024-09-28T05:27:00+00:00,-4.646956030540516,2024-09-28T08:54:00+08:00,2024-09-28T13:27:00+08:00
ETH 3m OKX,development,net_loss,3,2024-11-10T17:39:00+00:00,2024-11-14T07:54:00+00:00,-3.862115728584567,2024-11-11T01:39:00+08:00,2024-11-14T15:54:00+08:00
ETH 3m OKX,development,net_loss,3,2024-11-19T12:06:00+00:00,2024-11-20T11:03:00+00:00,-4.218306906675292,2024-11-19T20:06:00+08:00,2024-11-20T19:03:00+08:00
ETH 3m OKX,development,net_loss,3,2024-12-01T13:18:00+00:00,2024-12-03T08:06:00+00:00,-2.7380700159252642,2024-12-01T21:18:00+08:00,2024-12-03T16:06:00+08:00
ETH 3m OKX,development,net_loss,3,2024-12-23T14:12:00+00:00,2024-12-24T12:33:00+00:00,-4.333803611179872,2024-12-23T22:12:00+08:00,2024-12-24T20:33:00+08:00
ETH 3m OKX,development,net_loss,3,2025-01-24T15:45:00+00:00,2025-01-24T19:27:00+00:00,-4.168374918587006,2025-01-24T23:45:00+08:00,2025-01-25T03:27:00+08:00
ETH 3m OKX,development,net_loss,3,2025-02-10T14:42:00+00:00,2025-02-10T21:42:00+00:00,-3.1104708053405905,2025-02-10T22:42:00+08:00,2025-02-11T05:42:00+08:00
ETH 3m OKX,development,net_loss,3,2025-02-19T20:09:00+00:00,2025-02-19T23:12:00+00:00,-4.20521397309734,2025-02-20T04:09:00+08:00,2025-02-20T07:12:00+08:00
ETH 3m OKX,development,net_loss,3,2025-02-28T14:09:00+00:00,2025-03-02T03:03:00+00:00,-3.8930521732460264,2025-02-28T22:09:00+08:00,2025-03-02T11:03:00+08:00
ETH 3m OKX,development,net_loss,3,2025-03-14T07:39:00+00:00,2025-03-15T15:00:00+00:00,-4.868438197567853,2025-03-14T15:39:00+08:00,2025-03-15T23:00:00+08:00
ETH 3m OKX,development,net_loss,3,2025-03-25T19:36:00+00:00,2025-03-27T10:45:00+00:00,-4.209198118532878,2025-03-26T03:36:00+08:00,2025-03-27T18:45:00+08:00
ETH 3m OKX,development,net_loss,3,2025-04-05T01:00:00+00:00,2025-04-05T11:03:00+00:00,-5.116801678766716,2025-04-05T09:00:00+08:00,2025-04-05T19:03:00+08:00
ETH 3m OKX,development,net_loss,3,2025-04-26T02:45:00+00:00,2025-04-27T14:18:00+00:00,-3.447141950070762,2025-04-26T10:45:00+08:00,2025-04-27T22:18:00+08:00
ETH 3m OKX,development,net_loss,3,2025-06-03T11:54:00+00:00,2025-06-03T15:33:00+00:00,-4.622978290985179,2025-06-03T19:54:00+08:00,2025-06-03T23:33:00+08:00
ETH 3m OKX,development,net_loss,3,2025-07-05T06:27:00+00:00,2025-07-05T12:03:00+00:00,-4.671977631483767,2025-07-05T14:27:00+08:00,2025-07-05T20:03:00+08:00
ETH 3m OKX,development,net_loss,3,2025-08-03T16:36:00+00:00,2025-08-06T05:03:00+00:00,-3.060587780915095,2025-08-04T00:36:00+08:00,2025-08-06T13:03:00+08:00
ETH 3m OKX,development,net_loss,3,2025-08-08T08:30:00+00:00,2025-08-08T13:21:00+00:00,-3.1284451797069464,2025-08-08T16:30:00+08:00,2025-08-08T21:21:00+08:00
ETH 3m OKX,development,net_loss,3,2025-10-04T09:57:00+00:00,2025-10-04T14:48:00+00:00,-5.329208087222187,2025-10-04T17:57:00+08:00,2025-10-04T22:48:00+08:00
ETH 3m OKX,development,net_loss,3,2025-10-06T01:39:00+00:00,2025-10-07T06:24:00+00:00,-3.895383282285101,2025-10-06T09:39:00+08:00,2025-10-07T14:24:00+08:00
ETH 3m OKX,development,net_loss,3,2025-11-05T12:03:00+00:00,2025-11-08T08:48:00+00:00,-2.6020266145833535,2025-11-05T20:03:00+08:00,2025-11-08T16:48:00+08:00
ETH 3m OKX,development,net_loss,3,2025-11-26T15:51:00+00:00,2025-11-27T10:09:00+00:00,-3.779184612909402,2025-11-26T23:51:00+08:00,2025-11-27T18:09:00+08:00
ETH 3m OKX,development,net_loss,3,2026-02-12T05:18:00+00:00,2026-02-12T09:09:00+00:00,-4.033080898934754,2026-02-12T13:18:00+08:00,2026-02-12T17:09:00+08:00
ETH 3m OKX,development,net_loss,3,2026-02-22T06:30:00+00:00,2026-02-24T08:57:00+00:00,-4.35245029630683,2026-02-22T14:30:00+08:00,2026-02-24T16:57:00+08:00
ETH 3m OKX,development,net_loss,3,2026-03-03T02:21:00+00:00,2026-03-04T06:33:00+00:00,-3.7375748479611337,2026-03-03T10:21:00+08:00,2026-03-04T14:33:00+08:00
ETH 3m OKX,development,net_loss,3,2026-03-06T01:30:00+00:00,2026-03-06T09:09:00+00:00,-4.016651652597309,2026-03-06T09:30:00+08:00,2026-03-06T17:09:00+08:00
ETH 3m OKX,development,net_loss,3,2026-03-20T07:39:00+00:00,2026-03-21T13:21:00+00:00,-6.296335064954606,2026-03-20T15:39:00+08:00,2026-03-21T21:21:00+08:00
ETH 3m OKX,development,net_loss,3,2026-03-25T07:42:00+00:00,2026-03-25T16:24:00+00:00,-4.324847885978817,2026-03-25T15:42:00+08:00,2026-03-26T00:24:00+08:00
ETH 3m OKX,development,net_loss,3,2026-03-29T09:27:00+00:00,2026-04-01T03:06:00+00:00,-4.042105850095526,2026-03-29T17:27:00+08:00,2026-04-01T11:06:00+08:00
ETH 3m OKX,later,net_loss,3,2026-06-06T15:12:00+00:00,2026-06-06T23:03:00+00:00,-3.5050316350455835,2026-06-06T23:12:00+08:00,2026-06-07T07:03:00+08:00
ETH 3m OKX,later,net_loss,3,2026-06-21T05:03:00+00:00,2026-06-23T01:57:00+00:00,-4.706686347085481,2026-06-21T13:03:00+08:00,2026-06-23T09:57:00+08:00
ETH 3m OKX,later,net_loss,3,2026-07-25T00:48:00+00:00,2026-07-28T11:18:00+00:00,-2.6036863890346793,2026-07-25T08:48:00+08:00,2026-07-28T19:18:00+08:00
ETH 3m OKX,development,net_loss,2,2023-09-30T05:12:00+00:00,2023-09-30T11:30:00+00:00,-2.174015601560317,2023-09-30T13:12:00+08:00,2023-09-30T19:30:00+08:00
ETH 3m OKX,development,net_loss,2,2023-10-18T04:42:00+00:00,2023-10-22T07:39:00+00:00,-3.16171643778155,2023-10-18T12:42:00+08:00,2023-10-22T15:39:00+08:00
ETH 3m OKX,development,net_loss,2,2023-11-25T18:54:00+00:00,2023-11-26T01:15:00+00:00,-4.154603122422226,2023-11-26T02:54:00+08:00,2023-11-26T09:15:00+08:00
ETH 3m OKX,development,net_loss,2,2023-11-29T05:03:00+00:00,2023-11-29T06:33:00+00:00,-3.5319107305255555,2023-11-29T13:03:00+08:00,2023-11-29T14:33:00+08:00
ETH 3m OKX,development,net_loss,2,2023-12-06T10:30:00+00:00,2023-12-06T16:24:00+00:00,-1.7190441575394808,2023-12-06T18:30:00+08:00,2023-12-07T00:24:00+08:00
ETH 3m OKX,development,net_loss,2,2023-12-23T11:48:00+00:00,2023-12-23T16:30:00+00:00,-2.481124208145324,2023-12-23T19:48:00+08:00,2023-12-24T00:30:00+08:00
ETH 3m OKX,development,net_loss,2,2024-03-11T19:42:00+00:00,2024-03-12T03:24:00+00:00,-2.202150913161272,2024-03-12T03:42:00+08:00,2024-03-12T11:24:00+08:00
ETH 3m OKX,development,net_loss,2,2024-03-23T10:57:00+00:00,2024-03-23T22:30:00+00:00,-2.69871097407335,2024-03-23T18:57:00+08:00,2024-03-24T06:30:00+08:00
ETH 3m OKX,development,net_loss,2,2024-04-20T08:15:00+00:00,2024-04-20T12:21:00+00:00,-2.517992485491243,2024-04-20T16:15:00+08:00,2024-04-20T20:21:00+08:00
ETH 3m OKX,development,net_loss,2,2024-04-25T07:27:00+00:00,2024-04-26T12:30:00+00:00,-2.3825940993891255,2024-04-25T15:27:00+08:00,2024-04-26T20:30:00+08:00
ETH 3m OKX,development,net_loss,2,2024-04-28T23:39:00+00:00,2024-04-29T21:12:00+00:00,-2.8252593663181926,2024-04-29T07:39:00+08:00,2024-04-30T05:12:00+08:00
ETH 3m OKX,development,net_loss,2,2024-06-07T11:42:00+00:00,2024-06-08T05:18:00+00:00,-4.266119753706548,2024-06-07T19:42:00+08:00,2024-06-08T13:18:00+08:00
ETH 3m OKX,development,net_loss,2,2024-07-05T23:24:00+00:00,2024-07-06T06:21:00+00:00,-2.1412796051197454,2024-07-06T07:24:00+08:00,2024-07-06T14:21:00+08:00
ETH 3m OKX,development,net_loss,2,2024-07-13T00:12:00+00:00,2024-07-13T05:06:00+00:00,-4.035363039723634,2024-07-13T08:12:00+08:00,2024-07-13T13:06:00+08:00
ETH 3m OKX,development,net_loss,2,2024-07-31T16:48:00+00:00,2024-08-02T14:03:00+00:00,-2.6003913448799043,2024-08-01T00:48:00+08:00,2024-08-02T22:03:00+08:00
ETH 3m OKX,development,net_loss,2,2024-08-25T07:39:00+00:00,2024-08-25T21:06:00+00:00,-2.805753484431435,2024-08-25T15:39:00+08:00,2024-08-26T05:06:00+08:00
ETH 3m OKX,development,net_loss,2,2024-09-03T03:30:00+00:00,2024-09-03T13:15:00+00:00,-2.1502391302144166,2024-09-03T11:30:00+08:00,2024-09-03T21:15:00+08:00
ETH 3m OKX,development,net_loss,2,2024-09-08T13:09:00+00:00,2024-09-09T09:51:00+00:00,-2.8418739901081724,2024-09-08T21:09:00+08:00,2024-09-09T17:51:00+08:00
ETH 3m OKX,development,net_loss,2,2024-10-04T00:54:00+00:00,2024-10-04T12:33:00+00:00,-3.3682285182041545,2024-10-04T08:54:00+08:00,2024-10-04T20:33:00+08:00
ETH 3m OKX,development,net_loss,2,2024-10-24T14:09:00+00:00,2024-10-24T19:00:00+00:00,-2.371366426282031,2024-10-24T22:09:00+08:00,2024-10-25T03:00:00+08:00
ETH 3m OKX,development,net_loss,2,2024-11-02T02:24:00+00:00,2024-11-02T05:36:00+00:00,-3.539215916521099,2024-11-02T10:24:00+08:00,2024-11-02T13:36:00+08:00
ETH 3m OKX,development,net_loss,2,2024-11-24T05:39:00+00:00,2024-11-24T07:33:00+00:00,-2.8418263817839398,2024-11-24T13:39:00+08:00,2024-11-24T15:33:00+08:00
ETH 3m OKX,development,net_loss,2,2024-11-28T08:57:00+00:00,2024-11-28T10:30:00+00:00,-2.5201145569620227,2024-11-28T16:57:00+08:00,2024-11-28T18:30:00+08:00
ETH 3m OKX,development,net_loss,2,2024-12-17T11:54:00+00:00,2024-12-17T14:00:00+00:00,-2.944052361058036,2024-12-17T19:54:00+08:00,2024-12-17T22:00:00+08:00
ETH 3m OKX,development,net_loss,2,2025-01-31T00:21:00+00:00,2025-01-31T03:03:00+00:00,-2.638328141982188,2025-01-31T08:21:00+08:00,2025-01-31T11:03:00+08:00
ETH 3m OKX,development,net_loss,2,2025-02-23T01:00:00+00:00,2025-02-23T04:51:00+00:00,-2.0892435941161294,2025-02-23T09:00:00+08:00,2025-02-23T12:51:00+08:00
ETH 3m OKX,development,net_loss,2,2025-02-26T06:00:00+00:00,2025-02-26T09:36:00+00:00,-1.52549603687895,2025-02-26T14:00:00+08:00,2025-02-26T17:36:00+08:00
ETH 3m OKX,development,net_loss,2,2025-03-04T13:24:00+00:00,2025-03-04T15:21:00+00:00,-2.2495468449218627,2025-03-04T21:24:00+08:00,2025-03-04T23:21:00+08:00
ETH 3m OKX,development,net_loss,2,2025-03-07T13:33:00+00:00,2025-03-07T15:39:00+00:00,-2.020024130788468,2025-03-07T21:33:00+08:00,2025-03-07T23:39:00+08:00
ETH 3m OKX,development,net_loss,2,2025-03-08T09:24:00+00:00,2025-03-08T10:42:00+00:00,-2.7804965449464634,2025-03-08T17:24:00+08:00,2025-03-08T18:42:00+08:00
ETH 3m OKX,development,net_loss,2,2025-04-08T11:39:00+00:00,2025-04-09T17:18:00+00:00,-2.395008994448224,2025-04-08T19:39:00+08:00,2025-04-10T01:18:00+08:00
ETH 3m OKX,development,net_loss,2,2025-04-16T13:57:00+00:00,2025-04-16T16:36:00+00:00,-2.558406072850528,2025-04-16T21:57:00+08:00,2025-04-17T00:36:00+08:00
ETH 3m OKX,development,net_loss,2,2025-04-19T13:36:00+00:00,2025-04-20T04:21:00+00:00,-2.023931670860926,2025-04-19T21:36:00+08:00,2025-04-20T12:21:00+08:00
ETH 3m OKX,development,net_loss,2,2025-04-30T07:36:00+00:00,2025-04-30T12:21:00+00:00,-2.672616375715843,2025-04-30T15:36:00+08:00,2025-04-30T20:21:00+08:00
ETH 3m OKX,development,net_loss,2,2025-05-09T19:21:00+00:00,2025-05-10T00:39:00+00:00,-2.436485497171966,2025-05-10T03:21:00+08:00,2025-05-10T08:39:00+08:00
ETH 3m OKX,development,net_loss,2,2025-05-14T21:06:00+00:00,2025-05-15T04:30:00+00:00,-2.5691214355149423,2025-05-15T05:06:00+08:00,2025-05-15T12:30:00+08:00
ETH 3m OKX,development,net_loss,2,2025-07-17T16:33:00+00:00,2025-07-17T21:06:00+00:00,-2.2542133813898397,2025-07-18T00:33:00+08:00,2025-07-18T05:06:00+08:00
ETH 3m OKX,development,net_loss,2,2025-07-26T15:15:00+00:00,2025-07-29T03:27:00+00:00,-2.0398084506792373,2025-07-26T23:15:00+08:00,2025-07-29T11:27:00+08:00
ETH 3m OKX,development,net_loss,2,2025-07-30T10:57:00+00:00,2025-08-02T11:27:00+00:00,-2.7513929938071433,2025-07-30T18:57:00+08:00,2025-08-02T19:27:00+08:00
ETH 3m OKX,development,net_loss,2,2025-08-30T15:45:00+00:00,2025-08-30T22:36:00+00:00,-2.2627229294474533,2025-08-30T23:45:00+08:00,2025-08-31T06:36:00+08:00
ETH 3m OKX,development,net_loss,2,2025-08-31T11:33:00+00:00,2025-08-31T22:00:00+00:00,-2.1734303652578677,2025-08-31T19:33:00+08:00,2025-09-01T06:00:00+08:00
ETH 3m OKX,development,net_loss,2,2025-09-03T01:09:00+00:00,2025-09-03T06:03:00+00:00,-2.3191096248867047,2025-09-03T09:09:00+08:00,2025-09-03T14:03:00+08:00
ETH 3m OKX,development,net_loss,2,2025-09-16T05:12:00+00:00,2025-09-16T08:30:00+00:00,-3.4002425616720933,2025-09-16T13:12:00+08:00,2025-09-16T16:30:00+08:00
ETH 3m OKX,development,net_loss,2,2025-09-27T02:27:00+00:00,2025-09-27T05:15:00+00:00,-3.230978515527408,2025-09-27T10:27:00+08:00,2025-09-27T13:15:00+08:00
ETH 3m OKX,development,net_loss,2,2025-11-12T05:06:00+00:00,2025-11-12T08:15:00+00:00,-2.9967190348211092,2025-11-12T13:06:00+08:00,2025-11-12T16:15:00+08:00
ETH 3m OKX,development,net_loss,2,2026-01-10T04:09:00+00:00,2026-01-10T06:21:00+00:00,-4.228139840112774,2026-01-10T12:09:00+08:00,2026-01-10T14:21:00+08:00
ETH 3m OKX,development,net_loss,2,2026-01-30T15:33:00+00:00,2026-01-30T17:21:00+00:00,-2.3707663826369014,2026-01-30T23:33:00+08:00,2026-01-31T01:21:00+08:00
ETH 3m OKX,development,net_loss,2,2026-02-10T17:39:00+00:00,2026-02-10T19:33:00+00:00,-2.52521491765601,2026-02-11T01:39:00+08:00,2026-02-11T03:33:00+08:00
ETH 3m OKX,development,net_loss,2,2026-02-20T05:36:00+00:00,2026-02-21T06:30:00+00:00,-2.9194944970449077,2026-02-20T13:36:00+08:00,2026-02-21T14:30:00+08:00
ETH 3m OKX,development,net_loss,2,2026-03-07T03:18:00+00:00,2026-03-07T07:24:00+00:00,-3.145604188481649,2026-03-07T11:18:00+08:00,2026-03-07T15:24:00+08:00
ETH 3m OKX,development,net_loss,2,2026-04-08T10:39:00+00:00,2026-04-08T11:36:00+00:00,-3.111294918815059,2026-04-08T18:39:00+08:00,2026-04-08T19:36:00+08:00
ETH 3m OKX,later,net_loss,2,2026-05-14T00:09:00+00:00,2026-05-16T04:33:00+00:00,-3.3618019799588574,2026-05-14T08:09:00+08:00,2026-05-16T12:33:00+08:00
ETH 3m OKX,later,net_loss,2,2026-05-20T16:30:00+00:00,2026-05-22T04:48:00+00:00,-2.1616326768254384,2026-05-21T00:30:00+08:00,2026-05-22T12:48:00+08:00
ETH 3m OKX,later,net_loss,2,2026-06-04T17:24:00+00:00,2026-06-04T20:03:00+00:00,-2.690477036470594,2026-06-05T01:24:00+08:00,2026-06-05T04:03:00+08:00
ETH 3m OKX,later,net_loss,2,2026-06-27T05:42:00+00:00,2026-06-27T12:30:00+00:00,-3.655179452054737,2026-06-27T13:42:00+08:00,2026-06-27T20:30:00+08:00
ETH 3m OKX,later,net_loss,2,2026-07-02T03:45:00+00:00,2026-07-03T02:48:00+00:00,-2.243989755713152,2026-07-02T11:45:00+08:00,2026-07-03T10:48:00+08:00
ETH 3m OKX,development,net_loss,1,2023-08-22T12:21:00+00:00,2023-08-22T13:03:00+00:00,-1.3110983981694049,2023-08-22T20:21:00+08:00,2023-08-22T21:03:00+08:00
ETH 3m OKX,development,net_loss,1,2023-09-29T02:36:00+00:00,2023-09-29T04:48:00+00:00,-1.1937863636363584,2023-09-29T10:36:00+08:00,2023-09-29T12:48:00+08:00
ETH 3m OKX,development,net_loss,1,2023-11-18T13:21:00+00:00,2023-11-18T13:30:00+00:00,-1.4537840375586706,2023-11-18T21:21:00+08:00,2023-11-18T21:30:00+08:00
ETH 3m OKX,development,net_loss,1,2023-12-23T00:12:00+00:00,2023-12-23T00:21:00+00:00,-1.546389214536939,2023-12-23T08:12:00+08:00,2023-12-23T08:21:00+08:00
ETH 3m OKX,development,net_loss,1,2023-12-24T18:33:00+00:00,2023-12-24T19:12:00+00:00,-1.6070863213811477,2023-12-25T02:33:00+08:00,2023-12-25T03:12:00+08:00
ETH 3m OKX,development,net_loss,1,2024-01-20T07:30:00+00:00,2024-01-20T07:45:00+00:00,-2.744273684210588,2024-01-20T15:30:00+08:00,2024-01-20T15:45:00+08:00
ETH 3m OKX,development,net_loss,1,2024-02-01T10:15:00+00:00,2024-02-01T11:57:00+00:00,-1.7448065573770728,2024-02-01T18:15:00+08:00,2024-02-01T19:57:00+08:00
ETH 3m OKX,development,net_loss,1,2024-02-10T17:21:00+00:00,2024-02-10T18:51:00+00:00,-1.6915744089012354,2024-02-11T01:21:00+08:00,2024-02-11T02:51:00+08:00
ETH 3m OKX,development,net_loss,1,2024-02-26T07:00:00+00:00,2024-02-26T07:15:00+00:00,-1.6717885652643387,2024-02-26T15:00:00+08:00,2024-02-26T15:15:00+08:00
ETH 3m OKX,development,net_loss,1,2024-03-25T13:30:00+00:00,2024-03-25T13:51:00+00:00,-1.5149910179640629,2024-03-25T21:30:00+08:00,2024-03-25T21:51:00+08:00
ETH 3m OKX,development,net_loss,1,2024-04-19T20:42:00+00:00,2024-04-19T21:21:00+00:00,-1.3054995034756574,2024-04-20T04:42:00+08:00,2024-04-20T05:21:00+08:00
ETH 3m OKX,development,net_loss,1,2024-04-24T10:57:00+00:00,2024-04-24T13:09:00+00:00,-1.4403921832884017,2024-04-24T18:57:00+08:00,2024-04-24T21:09:00+08:00
ETH 3m OKX,development,net_loss,1,2024-05-16T06:18:00+00:00,2024-05-16T08:33:00+00:00,-1.1988867623604496,2024-05-16T14:18:00+08:00,2024-05-16T16:33:00+08:00
ETH 3m OKX,development,net_loss,1,2024-05-18T03:06:00+00:00,2024-05-18T04:27:00+00:00,-0.8640117370892331,2024-05-18T11:06:00+08:00,2024-05-18T12:27:00+08:00
ETH 3m OKX,development,net_loss,1,2024-06-27T05:33:00+00:00,2024-06-27T07:30:00+00:00,-2.055809076682251,2024-06-27T13:33:00+08:00,2024-06-27T15:30:00+08:00
ETH 3m OKX,development,net_loss,1,2024-07-02T10:42:00+00:00,2024-07-02T13:33:00+00:00,-1.996652236652273,2024-07-02T18:42:00+08:00,2024-07-02T21:33:00+08:00
ETH 3m OKX,development,net_loss,1,2024-07-03T00:27:00+00:00,2024-07-03T01:00:00+00:00,-2.5617220956720628,2024-07-03T08:27:00+08:00,2024-07-03T09:00:00+08:00
ETH 3m OKX,development,net_loss,1,2024-07-09T01:09:00+00:00,2024-07-09T01:39:00+00:00,-1.2738306306306335,2024-07-09T09:09:00+08:00,2024-07-09T09:39:00+08:00
ETH 3m OKX,development,net_loss,1,2024-07-13T19:18:00+00:00,2024-07-13T22:21:00+00:00,-1.9188982558139305,2024-07-14T03:18:00+08:00,2024-07-14T06:21:00+08:00
ETH 3m OKX,development,net_loss,1,2024-07-24T08:12:00+00:00,2024-07-24T13:57:00+00:00,-1.371876410531978,2024-07-24T16:12:00+08:00,2024-07-24T21:57:00+08:00
ETH 3m OKX,development,net_loss,1,2024-08-07T02:27:00+00:00,2024-08-07T07:21:00+00:00,-0.9082195532068166,2024-08-07T10:27:00+08:00,2024-08-07T15:21:00+08:00
ETH 3m OKX,development,net_loss,1,2024-08-08T11:51:00+00:00,2024-08-08T12:15:00+00:00,-1.3398782006920509,2024-08-08T19:51:00+08:00,2024-08-08T20:15:00+08:00
ETH 3m OKX,development,net_loss,1,2024-08-10T00:45:00+00:00,2024-08-10T02:18:00+00:00,-1.1972054898970637,2024-08-10T08:45:00+08:00,2024-08-10T10:18:00+08:00
ETH 3m OKX,development,net_loss,1,2024-08-27T08:24:00+00:00,2024-08-27T09:06:00+00:00,-1.5640926315789438,2024-08-27T16:24:00+08:00,2024-08-27T17:06:00+08:00
ETH 3m OKX,development,net_loss,1,2024-09-05T14:51:00+00:00,2024-09-05T18:03:00+00:00,-0.7335244470314253,2024-09-05T22:51:00+08:00,2024-09-06T02:03:00+08:00
ETH 3m OKX,development,net_loss,1,2024-09-07T15:09:00+00:00,2024-09-07T15:09:00+00:00,-1.4101317898486143,2024-09-07T23:09:00+08:00,2024-09-07T23:09:00+08:00
ETH 3m OKX,development,net_loss,1,2024-09-25T05:00:00+00:00,2024-09-25T14:06:00+00:00,-0.7742355828221023,2024-09-25T13:00:00+08:00,2024-09-25T22:06:00+08:00
ETH 3m OKX,development,net_loss,1,2024-10-05T14:12:00+00:00,2024-10-05T14:42:00+00:00,-1.575072879330918,2024-10-05T22:12:00+08:00,2024-10-05T22:42:00+08:00
ETH 3m OKX,development,net_loss,1,2024-10-21T22:21:00+00:00,2024-10-21T23:00:00+00:00,-1.695776913099914,2024-10-22T06:21:00+08:00,2024-10-22T07:00:00+08:00
ETH 3m OKX,development,net_loss,1,2024-11-02T23:18:00+00:00,2024-11-02T23:57:00+00:00,-2.2172469437652937,2024-11-03T07:18:00+08:00,2024-11-03T07:57:00+08:00
ETH 3m OKX,development,net_loss,1,2024-11-16T07:27:00+00:00,2024-11-16T09:09:00+00:00,-1.424283765347875,2024-11-16T15:27:00+08:00,2024-11-16T17:09:00+08:00
ETH 3m OKX,development,net_loss,1,2024-11-27T01:06:00+00:00,2024-11-27T01:15:00+00:00,-1.391113475177292,2024-11-27T09:06:00+08:00,2024-11-27T09:15:00+08:00
ETH 3m OKX,development,net_loss,1,2024-12-14T01:21:00+00:00,2024-12-14T02:09:00+00:00,-1.3088838304552626,2024-12-14T09:21:00+08:00,2024-12-14T10:09:00+08:00
ETH 3m OKX,development,net_loss,1,2024-12-18T19:00:00+00:00,2024-12-18T19:06:00+00:00,-1.2303248670998217,2024-12-19T03:00:00+08:00,2024-12-19T03:06:00+08:00
ETH 3m OKX,development,net_loss,1,2024-12-22T04:51:00+00:00,2024-12-22T06:21:00+00:00,-1.2770320967069444,2024-12-22T12:51:00+08:00,2024-12-22T14:21:00+08:00
ETH 3m OKX,development,net_loss,1,2025-01-01T16:00:00+00:00,2025-01-01T16:15:00+00:00,-1.6727402206619644,2025-01-02T00:00:00+08:00,2025-01-02T00:15:00+08:00
