timeframe,exit_rule,gate,month,closed,net_r,mean_r,net_bp
1h,price,h1_sma240,2024-09,76,23.260314099559615,0.30605676446788965,199.6446597664717
1h,price,h1_sma240,2024-10,37,-25.030724215839193,-0.6765060598875458,-268.9942348691648
1h,price,h1_sma240,2024-11,37,1.9716022655896415,0.05328654771863896,202.90380614273516
1h,price,h1_sma240,2024-12,8,-6.131512662589867,-0.7664390828237334,-446.29462495563774
1h,price,h1_sma240,2025-01,78,-50.30160277806282,-0.6448923433084978,-307.8363966706099
1h,price,h1_sma240,2025-02,43,-30.64566246648139,-0.7126898248018928,-313.23699850111655
1h,price,h1_sma240,2025-03,144,-33.93755095975173,-0.23567743722049814,-126.58046187282639
1h,price,h1_sma240,2025-04,137,107.077869032844,0.7815902849112701,312.8574333385927
1h,price,h1_sma240,2025-05,28,1.9566525010757938,0.06988044646699264,142.90407224549162
1h,price,h1_sma240,2025-06,40,-30.89387764702571,-0.7723469411756427,-328.04238048054765
1h,price,h1_sma240,2025-07,108,121.1702479250106,1.1219467400463945,364.993403165936
1h,price,h1_sma240,2025-08,90,-25.179893066169747,-0.2797765896241083,-209.453858858727
1h,price,h1_sma240,2025-09,189,19.423990265027804,0.10277243526469737,-9.683469903852355
1h,price,h1_sma240,2025-10,138,-59.075191160857976,-0.42808109536853606,-111.87066252320923
1h,price,h1_sma240,2025-11,39,-31.767890024777337,-0.8145612826865983,-333.60715124389696
1h,price,h1_sma240,2025-12,95,-27.78731038237704,-0.29249800402502146,-205.06590702890918
1h,price,h1_sma240,2026-01,75,-2.920690504416251,-0.03894254005888335,-101.7705470942239
1h,price,h1_sma240,2026-02,27,-27.129413305556927,-1.0047930853909972,-371.85188674593917
1h,price,h1_sma240,2026-03,166,-44.849282605990176,-0.2701764012409047,-149.5348745575301
1h,price,h1_sma240,2026-04,234,38.90009795112984,0.16623973483388818,88.96218344850062
1h,price,h1_sma60,2024-09,75,23.438555754472638,0.3125140767263018,203.23307927694546
1h,price,h1_sma60,2024-10,35,-22.92932959981679,-0.6551237028519082,-266.4610099649082
1h,price,h1_sma60,2024-11,33,2.2152207063582106,0.06712790019267305,200.29491378233382
1h,price,h1_sma60,2024-12,15,-14.609013652155285,-0.9739342434770191,-448.44238544393653
1h,price,h1_sma60,2025-01,92,-21.748284037770997,-0.23639439171490215,-156.62872183976907
1h,price,h1_sma60,2025-02,56,-40.88436992528677,-0.7300780343801209,-319.63684086270683
1h,price,h1_sma60,2025-03,107,-38.76794723476138,-0.36231726387627455,-183.95594849169092
1h,price,h1_sma60,2025-04,125,83.55919811058291,0.6684735848846632,256.81933760959276
1h,price,h1_sma60,2025-05,23,5.507754866225816,0.2394676028793833,224.2196672472219
1h,price,h1_sma60,2025-06,42,-28.251698223008702,-0.6726594815002072,-328.2693005214357
1h,price,h1_sma60,2025-07,102,112.04866252046703,1.098516299220265,352.343634029286
1h,price,h1_sma60,2025-08,118,-24.87178057214289,-0.21077780145883804,-258.4315966356754
1h,price,h1_sma60,2025-09,186,12.547114819939223,0.06745760655881303,-28.8105308658324
1h,price,h1_sma60,2025-10,130,-50.67553776965405,-0.38981182899733885,-83.54791941524238
1h,price,h1_sma60,2025-11,47,-35.22741390267356,-0.7495194447377354,-302.8774070194633
1h,price,h1_sma60,2025-12,98,-24.408329087439128,-0.24906458252488906,-188.20027981241435
1h,price,h1_sma60,2026-01,69,9.664774258082705,0.14006919214612615,-37.640019596484144
1h,price,h1_sma60,2026-02,54,-34.32425175356333,-0.6356342917326543,-244.7191903004398
1h,price,h1_sma60,2026-03,160,-55.436643451344004,-0.34647902157090005,-167.62618631642158
1h,price,h1_sma60,2026-04,235,31.482469261139453,0.13396795430272107,78.76429720303283
1h,price,none,2024-09,76,23.260314099559615,0.30605676446788965,199.6446597664717
1h,price,none,2024-10,41,-28.198850985672912,-0.6877768533090954,-302.79465318770076
1h,price,none,2024-11,37,1.9716022655896415,0.05328654771863896,202.90380614273516
1h,price,none,2024-12,49,-42.92262625565197,-0.8759719644010606,-410.2001524811579
1h,price,none,2025-01,95,-24.370613222701117,-0.2565327707652749,-167.42534097124695
1h,price,none,2025-02,79,-62.92471543193711,-0.7965153852143938,-391.84301337114204
1h,price,none,2025-03,155,-39.05391190784397,-0.2519607219860901,-134.08464802736052
1h,price,none,2025-04,139,109.22586708847253,0.7857976049530397,338.4106052366552
1h,price,none,2025-05,33,-3.1793021931211936,-0.09634249070064223,3.050914694305923
1h,price,none,2025-06,50,-36.61451452301993,-0.7322902904603985,-355.1320489229059
1h,price,none,2025-07,110,119.07812044883457,1.082528367716678,349.73834315820636
1h,price,none,2025-08,137,-35.2635158886468,-0.2573979261945022,-240.39430518845364
1h,price,none,2025-09,200,15.289824265837193,0.07644912132918597,-30.077626987764724
1h,price,none,2025-10,146,-62.986366645343224,-0.4314134701735837,-125.04002648419645
1h,price,none,2025-11,66,-49.07570753862321,-0.743571326342776,-387.513171740668
1h,price,none,2025-12,154,-48.77405332495022,-0.3167146319801963,-180.27398164056774
1h,price,none,2026-01,100,10.022629199972382,0.10022629199972383,-19.845291932081512
1h,price,none,2026-02,88,-16.272983092557983,-0.1849202624154316,-11.409826036936865
1h,price,none,2026-03,187,-57.17612150744074,-0.3057546604675975,-156.79611854034445
1h,price,none,2026-04,257,25.335755928258553,0.09858270789205663,58.04584997070766
1h,price,same_sma120,2024-09,75,23.438555754472638,0.3125140767263018,203.23307927694546
1h,price,same_sma120,2024-10,34,-21.906519520488743,-0.6443093976614336,-247.92147002184282
1h,price,same_sma120,2024-11,36,1.0491565460578538,0.02914323739049594,168.59956950423359
1h,price,same_sma120,2024-12,14,-10.37034237730912,-0.7407387412363657,-415.0015332543418
1h,price,same_sma120,2025-01,91,-23.551582040324575,-0.2588085938497206,-168.92500499940653
1h,price,same_sma120,2025-02,56,-42.55197137711431,-0.7598566317341842,-331.04540023544484
1h,price,same_sma120,2025-03,135,-25.654318913218308,-0.19003199194976525,-109.418999429393
1h,price,same_sma120,2025-04,125,78.33323762863797,0.6266659010291038,234.9974156158948
1h,price,same_sma120,2025-05,24,4.460696042696404,0.18586233511235017,196.33551444525426
1h,price,same_sma120,2025-06,46,-32.42983719473736,-0.70499646075516,-335.1221695524399
1h,price,same_sma120,2025-07,101,122.74685590756451,1.2153154050253911,398.2557783725106
1h,price,same_sma120,2025-08,122,-28.567673703405678,-0.23416125986398095,-255.94052892098614
1h,price,same_sma120,2025-09,182,-0.3636425225490467,-0.0019980358381815754,-28.48646664032229
1h,price,same_sma120,2025-10,133,-52.905795058285065,-0.39778793276906066,-94.01300266090522
1h,price,same_sma120,2025-11,50,-40.42060453690677,-0.8084120907381355,-328.5537839218567
1h,price,same_sma120,2025-12,94,-46.22171802193778,-0.4917204044886998,-278.54968208259544
1h,price,same_sma120,2026-01,76,-3.063570998420663,-0.040310144716061355,-98.43520297696634
1h,price,same_sma120,2026-02,47,-38.62770912738558,-0.8218661516465017,-366.8502827906377
1h,price,same_sma120,2026-03,166,-47.407846054518416,-0.28558943406336396,-152.63706844716182
1h,price,same_sma120,2026-04,232,39.84594553103006,0.17174976521995716,83.96749709666292
1h,price,same_sma240,2024-09,76,23.260314099559615,0.30605676446788965,199.6446597664717
1h,price,same_sma240,2024-10,37,-25.030724215839193,-0.6765060598875458,-268.9942348691648
1h,price,same_sma240,2024-11,37,1.9716022655896415,0.05328654771863896,202.90380614273516
1h,price,same_sma240,2024-12,8,-6.131512662589867,-0.7664390828237334,-446.29462495563774
1h,price,same_sma240,2025-01,78,-50.30160277806282,-0.6448923433084978,-307.8363966706099
1h,price,same_sma240,2025-02,43,-30.64566246648139,-0.7126898248018928,-313.23699850111655
1h,price,same_sma240,2025-03,144,-33.93755095975173,-0.23567743722049814,-126.58046187282639
1h,price,same_sma240,2025-04,137,107.077869032844,0.7815902849112701,312.8574333385927
1h,price,same_sma240,2025-05,28,1.9566525010757938,0.06988044646699264,142.90407224549162
1h,price,same_sma240,2025-06,40,-30.89387764702571,-0.7723469411756427,-328.04238048054765
1h,price,same_sma240,2025-07,108,121.1702479250106,1.1219467400463945,364.993403165936
1h,price,same_sma240,2025-08,90,-25.179893066169747,-0.2797765896241083,-209.453858858727
1h,price,same_sma240,2025-09,189,19.423990265027804,0.10277243526469737,-9.683469903852355
1h,price,same_sma240,2025-10,138,-59.075191160857976,-0.42808109536853606,-111.87066252320923
1h,price,same_sma240,2025-11,39,-31.767890024777337,-0.8145612826865983,-333.60715124389696
1h,price,same_sma240,2025-12,95,-27.78731038237704,-0.29249800402502146,-205.06590702890918
1h,price,same_sma240,2026-01,75,-2.920690504416251,-0.03894254005888335,-101.7705470942239
1h,price,same_sma240,2026-02,27,-27.129413305556927,-1.0047930853909972,-371.85188674593917
1h,price,same_sma240,2026-03,166,-44.849282605990176,-0.2701764012409047,-149.5348745575301
1h,price,same_sma240,2026-04,234,38.90009795112984,0.16623973483388818,88.96218344850062
1h,price,same_sma60,2024-09,75,23.438555754472638,0.3125140767263018,203.23307927694546
1h,price,same_sma60,2024-10,35,-22.92932959981679,-0.6551237028519082,-266.4610099649082
1h,price,same_sma60,2024-11,33,2.2152207063582106,0.06712790019267305,200.29491378233382
1h,price,same_sma60,2024-12,15,-14.609013652155285,-0.9739342434770191,-448.44238544393653
1h,price,same_sma60,2025-01,92,-21.748284037770997,-0.23639439171490215,-156.62872183976907
1h,price,same_sma60,2025-02,56,-40.88436992528677,-0.7300780343801209,-319.63684086270683
1h,price,same_sma60,2025-03,107,-38.76794723476138,-0.36231726387627455,-183.95594849169092
1h,price,same_sma60,2025-04,125,83.55919811058291,0.6684735848846632,256.81933760959276
1h,price,same_sma60,2025-05,23,5.507754866225816,0.2394676028793833,224.2196672472219
1h,price,same_sma60,2025-06,42,-28.251698223008702,-0.6726594815002072,-328.2693005214357
1h,price,same_sma60,2025-07,102,112.04866252046703,1.098516299220265,352.343634029286
1h,price,same_sma60,2025-08,118,-24.87178057214289,-0.21077780145883804,-258.4315966356754
1h,price,same_sma60,2025-09,186,12.547114819939223,0.06745760655881303,-28.8105308658324
1h,price,same_sma60,2025-10,130,-50.67553776965405,-0.38981182899733885,-83.54791941524238
1h,price,same_sma60,2025-11,47,-35.22741390267356,-0.7495194447377354,-302.8774070194633
1h,price,same_sma60,2025-12,98,-24.408329087439128,-0.24906458252488906,-188.20027981241435
1h,price,same_sma60,2026-01,69,9.664774258082705,0.14006919214612615,-37.640019596484144
1h,price,same_sma60,2026-02,54,-34.32425175356333,-0.6356342917326543,-244.7191903004398
1h,price,same_sma60,2026-03,160,-55.436643451344004,-0.34647902157090005,-167.62618631642158
1h,price,same_sma60,2026-04,235,31.482469261139453,0.13396795430272107,78.76429720303283
1h,rsi7,h1_sma120,2024-09,75,24.105493071783453,0.32140657429044606,211.871665804789
1h,rsi7,h1_sma120,2024-10,34,-21.906519520488743,-0.6443093976614336,-247.92147002184282
1h,rsi7,h1_sma120,2024-11,36,1.0491565460578538,0.02914323739049594,168.59956950423359
1h,rsi7,h1_sma120,2024-12,14,-10.37034237730912,-0.7407387412363657,-415.0015332543418
1h,rsi7,h1_sma120,2025-01,91,-23.551582040324575,-0.2588085938497206,-168.92500499940653
1h,rsi7,h1_sma120,2025-02,56,-42.55197137711431,-0.7598566317341842,-331.04540023544484
1h,rsi7,h1_sma120,2025-03,135,-25.654318913218308,-0.19003199194976525,-109.418999429393
1h,rsi7,h1_sma120,2025-04,125,80.0319171004267,0.6402553368034136,253.85465366353768
1h,rsi7,h1_sma120,2025-05,24,4.460696042696404,0.18586233511235017,196.33551444525426
1h,rsi7,h1_sma120,2025-06,46,-32.42983719473736,-0.70499646075516,-335.1221695524399
1h,rsi7,h1_sma120,2025-07,101,122.74685590756451,1.2153154050253911,398.2557783725106
1h,rsi7,h1_sma120,2025-08,122,-28.567673703405678,-0.23416125986398095,-255.94052892098614
1h,rsi7,h1_sma120,2025-09,182,-0.3636425225490467,-0.0019980358381815754,-28.48646664032229
1h,rsi7,h1_sma120,2025-10,133,-52.905795058285065,-0.39778793276906066,-94.01300266090522
1h,rsi7,h1_sma120,2025-11,50,-40.42060453690677,-0.8084120907381355,-328.5537839218567
1h,rsi7,h1_sma120,2025-12,94,-46.22171802193778,-0.4917204044886998,-278.54968208259544
1h,rsi7,h1_sma120,2026-01,76,-3.063570998420663,-0.040310144716061355,-98.43520297696634
1h,rsi7,h1_sma120,2026-02,47,-38.62770912738558,-0.8218661516465017,-366.8502827906377
1h,rsi7,h1_sma120,2026-03,166,-47.407846054518416,-0.28558943406336396,-152.63706844716182
1h,rsi7,h1_sma120,2026-04,232,33.724733409817915,0.14536523021473238,75.65938969997957
1h,rsi7,h1_sma240,2024-09,76,23.927251416870433,0.31483225548513727,208.16958068210675
1h,rsi7,h1_sma240,2024-10,37,-25.030724215839193,-0.6765060598875458,-268.9942348691648
1h,rsi7,h1_sma240,2024-11,37,1.9716022655896415,0.05328654771863896,202.90380614273516
1h,rsi7,h1_sma240,2024-12,8,-6.131512662589867,-0.7664390828237334,-446.29462495563774
1h,rsi7,h1_sma240,2025-01,78,-50.30160277806282,-0.6448923433084978,-307.8363966706099
1h,rsi7,h1_sma240,2025-02,43,-30.64566246648139,-0.7126898248018928,-313.23699850111655
1h,rsi7,h1_sma240,2025-03,144,-33.93755095975173,-0.23567743722049814,-126.58046187282639
1h,rsi7,h1_sma240,2025-04,137,108.77654850463273,0.7939894051433046,330.0629425061501
1h,rsi7,h1_sma240,2025-05,28,1.9566525010757938,0.06988044646699264,142.90407224549162
1h,rsi7,h1_sma240,2025-06,40,-30.89387764702571,-0.7723469411756427,-328.04238048054765
1h,rsi7,h1_sma240,2025-07,108,121.1702479250106,1.1219467400463945,364.993403165936
1h,rsi7,h1_sma240,2025-08,90,-25.179893066169747,-0.2797765896241083,-209.453858858727
1h,rsi7,h1_sma240,2025-09,189,19.423990265027804,0.10277243526469737,-9.683469903852355
1h,rsi7,h1_sma240,2025-10,138,-59.075191160857976,-0.42808109536853606,-111.87066252320923
1h,rsi7,h1_sma240,2025-11,39,-31.767890024777337,-0.8145612826865983,-333.60715124389696
1h,rsi7,h1_sma240,2025-12,95,-27.78731038237704,-0.29249800402502146,-205.06590702890918
1h,rsi7,h1_sma240,2026-01,75,-2.920690504416251,-0.03894254005888335,-101.7705470942239
1h,rsi7,h1_sma240,2026-02,27,-27.129413305556927,-1.0047930853909972,-371.85188674593917
1h,rsi7,h1_sma240,2026-03,166,-44.849282605990176,-0.2701764012409047,-149.5348745575301
1h,rsi7,h1_sma240,2026-04,234,32.77888582991769,0.14008070867486191,80.72508551674618
1h,rsi7,h1_sma60,2024-09,75,24.105493071783453,0.32140657429044606,211.871665804789
1h,rsi7,h1_sma60,2024-10,35,-22.92932959981679,-0.6551237028519082,-266.4610099649082
1h,rsi7,h1_sma60,2024-11,33,2.2152207063582106,0.06712790019267305,200.29491378233382
1h,rsi7,h1_sma60,2024-12,15,-14.609013652155285,-0.9739342434770191,-448.44238544393653
1h,rsi7,h1_sma60,2025-01,92,-21.748284037770997,-0.23639439171490215,-156.62872183976907
1h,rsi7,h1_sma60,2025-02,56,-40.88436992528677,-0.7300780343801209,-319.63684086270683
1h,rsi7,h1_sma60,2025-03,107,-38.76794723476138,-0.36231726387627455,-183.95594849169092
1h,rsi7,h1_sma60,2025-04,125,85.25787758237162,0.682063020658973,275.6765756572356
1h,rsi7,h1_sma60,2025-05,23,5.507754866225816,0.2394676028793833,224.2196672472219
1h,rsi7,h1_sma60,2025-06,42,-28.251698223008702,-0.6726594815002072,-328.2693005214357
1h,rsi7,h1_sma60,2025-07,102,112.04866252046703,1.098516299220265,352.343634029286
1h,rsi7,h1_sma60,2025-08,118,-24.87178057214289,-0.21077780145883804,-258.4315966356754
1h,rsi7,h1_sma60,2025-09,186,12.547114819939223,0.06745760655881303,-28.8105308658324
1h,rsi7,h1_sma60,2025-10,130,-50.67553776965405,-0.38981182899733885,-83.54791941524238
1h,rsi7,h1_sma60,2025-11,47,-35.22741390267356,-0.7495194447377354,-302.8774070194633
1h,rsi7,h1_sma60,2025-12,98,-24.408329087439128,-0.24906458252488906,-188.20027981241435
1h,rsi7,h1_sma60,2026-01,69,9.664774258082705,0.14006919214612615,-37.640019596484144
1h,rsi7,h1_sma60,2026-02,54,-34.32425175356333,-0.6356342917326543,-244.7191903004398
1h,rsi7,h1_sma60,2026-03,160,-55.436643451344004,-0.34647902157090005,-167.62618631642158
1h,rsi7,h1_sma60,2026-04,235,25.361257139927304,0.10792024314862682,70.56225075183903
1h,rsi7,none,2024-09,76,23.927251416870433,0.31483225548513727,208.16958068210675
1h,rsi7,none,2024-10,41,-28.198850985672912,-0.6877768533090954,-302.79465318770076
1h,rsi7,none,2024-11,37,1.9716022655896415,0.05328654771863896,202.90380614273516
1h,rsi7,none,2024-12,49,-42.92262625565197,-0.8759719644010606,-410.2001524811579
1h,rsi7,none,2025-01,95,-24.370613222701117,-0.2565327707652749,-167.42534097124695
1h,rsi7,none,2025-02,79,-62.92471543193711,-0.7965153852143938,-391.84301337114204
1h,rsi7,none,2025-03,155,-39.05391190784397,-0.2519607219860901,-134.08464802736052
1h,rsi7,none,2025-04,139,110.92454656026125,0.7980183205774191,355.36855312122617
1h,rsi7,none,2025-05,33,-3.1793021931211936,-0.09634249070064223,3.050914694305923
1h,rsi7,none,2025-06,50,-36.61451452301993,-0.7322902904603985,-355.1320489229059
1h,rsi7,none,2025-07,110,119.07812044883457,1.082528367716678,349.73834315820636
1h,rsi7,none,2025-08,137,-35.2635158886468,-0.2573979261945022,-240.39430518845364
1h,rsi7,none,2025-09,200,15.289824265837193,0.07644912132918597,-30.077626987764724
1h,rsi7,none,2025-10,146,-62.986366645343224,-0.4314134701735837,-125.04002648419645
1h,rsi7,none,2025-11,66,-49.07570753862321,-0.743571326342776,-387.513171740668
1h,rsi7,none,2025-12,154,-48.77405332495022,-0.3167146319801963,-180.27398164056774
1h,rsi7,none,2026-01,100,12.246158611737089,0.12246158611737089,-11.713928100158396
1h,rsi7,none,2026-02,88,-30.977362654601837,-0.3520154847113845,-88.39022268946475
1h,rsi7,none,2026-03,187,-57.17612150744074,-0.3057546604675975,-156.79611854034445
1h,rsi7,none,2026-04,257,19.214543807046404,0.0747647618951222,50.54592422739817
1h,rsi7,same_sma120,2024-09,75,24.105493071783453,0.32140657429044606,211.871665804789
1h,rsi7,same_sma120,2024-10,34,-21.906519520488743,-0.6443093976614336,-247.92147002184282
1h,rsi7,same_sma120,2024-11,36,1.0491565460578538,0.02914323739049594,168.59956950423359
1h,rsi7,same_sma120,2024-12,14,-10.37034237730912,-0.7407387412363657,-415.0015332543418
1h,rsi7,same_sma120,2025-01,91,-23.551582040324575,-0.2588085938497206,-168.92500499940653
1h,rsi7,same_sma120,2025-02,56,-42.55197137711431,-0.7598566317341842,-331.04540023544484
1h,rsi7,same_sma120,2025-03,135,-25.654318913218308,-0.19003199194976525,-109.418999429393
1h,rsi7,same_sma120,2025-04,125,80.0319171004267,0.6402553368034136,253.85465366353768
1h,rsi7,same_sma120,2025-05,24,4.460696042696404,0.18586233511235017,196.33551444525426
1h,rsi7,same_sma120,2025-06,46,-32.42983719473736,-0.70499646075516,-335.1221695524399
1h,rsi7,same_sma120,2025-07,101,122.74685590756451,1.2153154050253911,398.2557783725106
1h,rsi7,same_sma120,2025-08,122,-28.567673703405678,-0.23416125986398095,-255.94052892098614
1h,rsi7,same_sma120,2025-09,182,-0.3636425225490467,-0.0019980358381815754,-28.48646664032229
1h,rsi7,same_sma120,2025-10,133,-52.905795058285065,-0.39778793276906066,-94.01300266090522
1h,rsi7,same_sma120,2025-11,50,-40.42060453690677,-0.8084120907381355,-328.5537839218567
1h,rsi7,same_sma120,2025-12,94,-46.22171802193778,-0.4917204044886998,-278.54968208259544
1h,rsi7,same_sma120,2026-01,76,-3.063570998420663,-0.040310144716061355,-98.43520297696634
1h,rsi7,same_sma120,2026-02,47,-38.62770912738558,-0.8218661516465017,-366.8502827906377
1h,rsi7,same_sma120,2026-03,166,-47.407846054518416,-0.28558943406336396,-152.63706844716182
1h,rsi7,same_sma120,2026-04,232,33.724733409817915,0.14536523021473238,75.65938969997957
1h,rsi7,same_sma240,2024-09,76,23.927251416870433,0.31483225548513727,208.16958068210675
1h,rsi7,same_sma240,2024-10,37,-25.030724215839193,-0.6765060598875458,-268.9942348691648
1h,rsi7,same_sma240,2024-11,37,1.9716022655896415,0.05328654771863896,202.90380614273516
1h,rsi7,same_sma240,2024-12,8,-6.131512662589867,-0.7664390828237334,-446.29462495563774
1h,rsi7,same_sma240,2025-01,78,-50.30160277806282,-0.6448923433084978,-307.8363966706099
1h,rsi7,same_sma240,2025-02,43,-30.64566246648139,-0.7126898248018928,-313.23699850111655
1h,rsi7,same_sma240,2025-03,144,-33.93755095975173,-0.23567743722049814,-126.58046187282639
1h,rsi7,same_sma240,2025-04,137,108.77654850463273,0.7939894051433046,330.0629425061501
1h,rsi7,same_sma240,2025-05,28,1.9566525010757938,0.06988044646699264,142.90407224549162
1h,rsi7,same_sma240,2025-06,40,-30.89387764702571,-0.7723469411756427,-328.04238048054765
1h,rsi7,same_sma240,2025-07,108,121.1702479250106,1.1219467400463945,364.993403165936
1h,rsi7,same_sma240,2025-08,90,-25.179893066169747,-0.2797765896241083,-209.453858858727
1h,rsi7,same_sma240,2025-09,189,19.423990265027804,0.10277243526469737,-9.683469903852355
1h,rsi7,same_sma240,2025-10,138,-59.075191160857976,-0.42808109536853606,-111.87066252320923
1h,rsi7,same_sma240,2025-11,39,-31.767890024777337,-0.8145612826865983,-333.60715124389696
1h,rsi7,same_sma240,2025-12,95,-27.78731038237704,-0.29249800402502146,-205.06590702890918
1h,rsi7,same_sma240,2026-01,75,-2.920690504416251,-0.03894254005888335,-101.7705470942239
1h,rsi7,same_sma240,2026-02,27,-27.129413305556927,-1.0047930853909972,-371.85188674593917
1h,rsi7,same_sma240,2026-03,166,-44.849282605990176,-0.2701764012409047,-149.5348745575301
1h,rsi7,same_sma240,2026-04,234,32.77888582991769,0.14008070867486191,80.72508551674618
1h,rsi7,same_sma60,2024-09,75,24.105493071783453,0.32140657429044606,211.871665804789
1h,rsi7,same_sma60,2024-10,35,-22.92932959981679,-0.6551237028519082,-266.4610099649082
1h,rsi7,same_sma60,2024-11,33,2.2152207063582106,0.06712790019267305,200.29491378233382
1h,rsi7,same_sma60,2024-12,15,-14.609013652155285,-0.9739342434770191,-448.44238544393653
1h,rsi7,same_sma60,2025-01,92,-21.748284037770997,-0.23639439171490215,-156.62872183976907
1h,rsi7,same_sma60,2025-02,56,-40.88436992528677,-0.7300780343801209,-319.63684086270683
1h,rsi7,same_sma60,2025-03,107,-38.76794723476138,-0.36231726387627455,-183.95594849169092
1h,rsi7,same_sma60,2025-04,125,85.25787758237162,0.682063020658973,275.6765756572356
1h,rsi7,same_sma60,2025-05,23,5.507754866225816,0.2394676028793833,224.2196672472219
1h,rsi7,same_sma60,2025-06,42,-28.251698223008702,-0.6726594815002072,-328.2693005214357
1h,rsi7,same_sma60,2025-07,102,112.04866252046703,1.098516299220265,352.343634029286
1h,rsi7,same_sma60,2025-08,118,-24.87178057214289,-0.21077780145883804,-258.4315966356754
1h,rsi7,same_sma60,2025-09,186,12.547114819939223,0.06745760655881303,-28.8105308658324
1h,rsi7,same_sma60,2025-10,130,-50.67553776965405,-0.38981182899733885,-83.54791941524238
1h,rsi7,same_sma60,2025-11,47,-35.22741390267356,-0.7495194447377354,-302.8774070194633
1h,rsi7,same_sma60,2025-12,98,-24.408329087439128,-0.24906458252488906,-188.20027981241435
1h,rsi7,same_sma60,2026-01,69,9.664774258082705,0.14006919214612615,-37.640019596484144
1h,rsi7,same_sma60,2026-02,54,-34.32425175356333,-0.6356342917326543,-244.7191903004398
1h,rsi7,same_sma60,2026-03,160,-55.436643451344004,-0.34647902157090005,-167.62618631642158
1h,rsi7,same_sma60,2026-04,235,25.361257139927304,0.10792024314862682,70.56225075183903
