i,stem,symbol,tip_idx,tip_time,max_conf,n_boxes,tip_spread,right_p50,owner_keep,owner_note,image,keep_shortish,reason,cv20,cv60,cv120,ret4,ret12,pos24,slope60,bull_stack,bear_stack
318,RVN_USDT_SWAP_008779,RVN_USDT_SWAP,8779,2025-09-03 04:00:00+00:00,0.5767,1,0.005032,0.9983,,,images/train/RVN_USDT_SWAP_008779.png,0,bull_stack,-0.003709,-0.003116,-0.002646,-0.002301,-0.000768,0.0667,8.1e-05,1,0
319,DOGE_USDT_SWAP_008299,DOGE_USDT_SWAP,8299,2025-08-28 01:45:00+00:00,0.3265,1,0.005041,0.9975,,,images/train/DOGE_USDT_SWAP_008299.png,0,ret12_pos,0.004421,0.004074,0.007326,0.008532,0.006878,0.6099,-0.000962,0,0
320,XTZ_USDT_SWAP_004199,XTZ_USDT_SWAP,4199,2025-07-17 11:45:00+00:00,0.4207,2,0.005042,0.9978,,,images/train/XTZ_USDT_SWAP_004199.png,0,bull_stack,-0.001983,-0.001637,0.000656,-0.00366,-0.000459,0.5035,0.001048,1,0
321,DASH_USDT_SWAP_016859,DASH_USDT_SWAP,16859,2026-04-30 17:45:00+00:00,0.3927,1,0.005044,0.9976,,,images/train/DASH_USDT_SWAP_016859.png,0,ret12_pos,0.011656,0.015643,0.013813,0.008651,0.020122,0.8544,0.003106,0,0
322,2Z_USDT_SWAP_011959,2Z_USDT_SWAP,11959,2026-02-04 02:45:00+00:00,0.8634,1,0.005056,0.9962,,,images/train/2Z_USDT_SWAP_011959.png,1,pass,-0.010432,-0.013264,-0.013865,-0.011927,-0.0092,0.0408,-0.002307,0,1
323,COAI_USDT_SWAP_007319,COAI_USDT_SWAP,7319,2025-12-30 20:15:00+00:00,0.4993,1,0.005058,0.9974,,,images/train/COAI_USDT_SWAP_007319.png,0,ret12_pos,8.5e-05,-0.000259,-0.003301,-0.002726,0.002491,0.4615,-0.000302,0,1
324,ZEC_USDT_SWAP_014319,ZEC_USDT_SWAP,14319,2026-04-04 07:00:00+00:00,0.6061,1,0.005063,0.997,,,images/train/ZEC_USDT_SWAP_014319.png,0,ret12_pos,0.004795,0.005963,0.003269,0.004153,0.007183,0.7356,0.001055,0,0
325,TRUST_USDT_SWAP_013999,TRUST_USDT_SWAP,13999,2026-03-31 07:15:00+00:00,0.6787,1,0.005064,0.9971,,,images/train/TRUST_USDT_SWAP_013999.png,0,bull_stack,0.001058,0.003187,0.004834,0.00239,0.001752,0.2714,0.001163,1,0
326,ONT_USDT_SWAP_024139,ONT_USDT_SWAP,24139,2026-02-10 03:30:00+00:00,0.8202,1,0.00507,0.9965,,,images/train/ONT_USDT_SWAP_024139.png,1,pass,-0.015883,-0.018592,-0.02035,-0.014109,-0.020587,0.1646,-0.002194,0,1
327,UMA_USDT_SWAP_009759,UMA_USDT_SWAP,9759,2025-09-13 09:30:00+00:00,0.3813,1,0.005074,0.9973,,,images/train/UMA_USDT_SWAP_009759.png,0,ret12_pos,0.009085,0.011551,0.011433,0.004216,0.015636,0.85,0.001685,0,0
328,BICO_USDT_SWAP_003939,BICO_USDT_SWAP,3939,2025-07-14 15:00:00+00:00,0.5599,2,0.005075,0.997,,,images/train/BICO_USDT_SWAP_003939.png,1,pass,-0.010836,-0.011959,-0.008959,-0.015811,-0.012781,0.1587,-0.000889,0,0
329,0G_USDT_SWAP_021019,0G_USDT_SWAP,21019,2026-04-29 09:15:00+00:00,0.3579,1,0.005077,0.9973,,,images/train/0G_USDT_SWAP_021019.png,0,bull_stack,-7.2e-05,0.002145,0.004299,0.006347,-0.005021,0.4242,0.001061,1,0
330,BARD_USDT_SWAP_006019,BARD_USDT_SWAP,6019,2025-11-20 04:45:00+00:00,0.5899,1,0.005082,0.997,,,images/train/BARD_USDT_SWAP_006019.png,1,pass,-0.000134,-0.002319,-0.005874,0.003634,-0.003885,0.4124,-0.002415,0,1
331,GMX_USDT_SWAP_008579,GMX_USDT_SWAP,8579,2025-09-01 00:30:00+00:00,0.7581,1,0.005083,0.9968,,,images/train/GMX_USDT_SWAP_008579.png,1,pass,-0.009702,-0.016665,-0.018101,0.00137,-0.020107,0.28,-0.004733,0,1
332,ZORA_USDT_SWAP_016779,ZORA_USDT_SWAP,16779,2026-04-03 06:15:00+00:00,0.5139,1,0.00509,0.9969,,,images/train/ZORA_USDT_SWAP_016779.png,0,ret12_pos,0.001284,-0.000961,-0.002605,0.005772,0.000718,0.6875,-0.001187,0,1
333,XPT_USDT_SWAP_002559,XPT_USDT_SWAP,2559,2026-02-28 22:15:00+00:00,0.5674,1,0.005098,0.9966,,,images/train/XPT_USDT_SWAP_002559.png,0,bull_stack,0.000653,0.00166,0.005415,0.000629,0.001233,0.7528,0.000614,1,0
334,SUSHI_USDT_SWAP_024139,SUSHI_USDT_SWAP,24139,2026-02-10 04:15:00+00:00,0.7959,1,0.005098,0.996,,,images/train/SUSHI_USDT_SWAP_024139.png,1,pass,-0.003016,-0.005247,-0.007717,0.007964,-0.012677,0.5246,-0.00184,0,1
335,HMSTR_USDT_SWAP_029939,HMSTR_USDT_SWAP,29939,2026-04-11 12:30:00+00:00,0.5344,1,0.0051,0.9975,,,images/train/HMSTR_USDT_SWAP_029939.png,0,bull_stack,0.003217,0.004403,0.007654,-0.001388,0.007703,0.64,0.000555,1,0
336,FIL_USDT_SWAP_022859,FIL_USDT_SWAP,22859,2026-01-26 18:00:00+00:00,0.3747,1,0.005101,0.9977,,,images/train/FIL_USDT_SWAP_022859.png,0,above_ema60,0.002563,0.004444,0.00179,0.003946,-0.012422,0.4865,0.001397,0,0
337,W_USDT_SWAP_019739,W_USDT_SWAP,19739,2025-12-26 08:30:00+00:00,0.7216,1,0.005103,0.9973,,,images/train/W_USDT_SWAP_019739.png,0,bull_stack,-0.004821,-0.003595,-0.002242,-0.003769,-0.005787,0.0755,0.001239,1,0
338,SPX_USDT_SWAP_027039,SPX_USDT_SWAP,27039,2026-04-24 20:45:00+00:00,0.6201,1,0.005109,0.9977,,,images/train/SPX_USDT_SWAP_027039.png,1,pass,0.000751,-0.002528,-0.001481,0.00026,-0.002076,0.4409,-0.002497,0,0
339,ONE_USDT_SWAP_012819,ONE_USDT_SWAP,12819,2025-10-15 05:30:00+00:00,0.5798,1,0.00511,0.9978,,,images/train/ONE_USDT_SWAP_012819.png,0,bull_stack,0.004664,0.006315,0.008738,0.007579,0.003099,0.7273,0.000269,1,0
340,STABLE_USDT_SWAP_000599,STABLE_USDT_SWAP,599,2025-12-14 19:15:00+00:00,0.6915,1,0.005111,0.9975,,,images/train/STABLE_USDT_SWAP_000599.png,1,pass,-0.00843,-0.012086,-0.012362,-0.001317,-0.051282,0.2,-0.0029,0,1
341,BAT_USDT_SWAP_019219,BAT_USDT_SWAP,19219,2025-12-20 19:00:00+00:00,0.4085,1,0.00512,0.9969,,,images/train/BAT_USDT_SWAP_019219.png,0,ret12_pos,0.002416,0.001916,0.002774,0.000913,0.005966,0.7273,-0.000129,0,0
342,RAY_USDT_SWAP_027339,RAY_USDT_SWAP,27339,2026-03-15 11:45:00+00:00,0.3261,1,0.005122,0.9979,,,images/train/RAY_USDT_SWAP_027339.png,0,bull_stack,-6.3e-05,0.001636,0.001763,-0.000823,-0.000165,0.6164,0.000992,1,0
343,BZ_USDT_SWAP_003439,BZ_USDT_SWAP,3439,2026-04-29 05:45:00+00:00,0.6067,1,0.005124,0.9969,,,images/train/BZ_USDT_SWAP_003439.png,0,bull_stack,0.003919,0.005359,0.009437,0.002877,0.004997,0.7568,0.000696,1,0
344,1INCH_USDT_SWAP_028299,1INCH_USDT_SWAP,28299,2026-03-25 08:00:00+00:00,0.4828,1,0.005149,0.9969,,,images/train/1INCH_USDT_SWAP_028299.png,0,bull_stack,0.006791,0.010387,0.013258,0.006198,0.008423,0.9425,0.002259,1,0
345,PEPE_USDT_SWAP_021419,PEPE_USDT_SWAP,21419,2026-01-11 18:30:00+00:00,0.8491,1,0.00515,0.9975,,,images/train/PEPE_USDT_SWAP_021419.png,1,pass,-0.009645,-0.013876,-0.017056,-0.003056,-0.008945,0.2289,-0.00389,0,1
346,STRK_USDT_SWAP_024819,STRK_USDT_SWAP,24819,2026-02-17 06:15:00+00:00,0.5239,1,0.005153,0.9966,,,images/train/STRK_USDT_SWAP_024819.png,1,pass,-0.003964,-0.005858,-0.007725,0.004557,-0.006962,0.3282,-0.002419,0,1
347,BARD_USDT_SWAP_020939,BARD_USDT_SWAP,20939,2026-04-24 14:45:00+00:00,0.3064,1,0.005153,0.9971,,,images/train/BARD_USDT_SWAP_020939.png,0,ret12_pos,0.005952,0.010718,0.00895,-0.006694,0.005161,0.693,0.003757,0,0
348,ETC_USDT_SWAP_012919,ETC_USDT_SWAP,12919,2025-10-15 05:00:00+00:00,0.7278,1,0.005168,0.9962,,,images/train/ETC_USDT_SWAP_012919.png,0,bull_stack,0.00315,0.004607,0.004782,0.006567,0.0,0.697,0.000582,1,0
349,COMP_USDT_SWAP_026799,COMP_USDT_SWAP,26799,2026-03-09 18:30:00+00:00,0.7947,1,0.005168,0.9972,,,images/train/COMP_USDT_SWAP_026799.png,1,pass,-0.00092,-0.002822,-0.006762,0.001807,-0.003595,0.3429,-0.001346,0,1
350,AT_USDT_SWAP_007319,AT_USDT_SWAP,7319,2026-01-14 15:45:00+00:00,0.6019,1,0.005171,0.9979,,,images/train/AT_USDT_SWAP_007319.png,1,pass,-0.000184,-0.002464,-0.004854,0.002455,-0.002381,0.426,-0.001825,0,1
351,ONE_USDT_SWAP_024239,ONE_USDT_SWAP,24239,2026-02-11 04:30:00+00:00,0.4632,1,0.005177,0.9973,,,images/train/ONE_USDT_SWAP_024239.png,1,pass,-0.013366,-0.012158,-0.014927,-0.02004,-0.016097,0.0833,0.001682,0,0
352,HBAR_USDT_SWAP_019919,HBAR_USDT_SWAP,19919,2025-12-27 03:00:00+00:00,0.703,1,0.005185,0.9969,,,images/train/HBAR_USDT_SWAP_019919.png,1,pass,0.000817,-0.00122,-0.001307,0.004314,-0.000179,0.541,-0.001017,0,1
353,CELO_USDT_SWAP_029819,CELO_USDT_SWAP,29819,2026-04-10 05:30:00+00:00,0.5013,1,0.005186,0.9985,,,images/train/CELO_USDT_SWAP_029819.png,0,ret12_pos,0.001733,0.001667,-0.001173,0.00123,0.001599,0.8321,-5.6e-05,0,1
354,HBAR_USDT_SWAP_022939,HBAR_USDT_SWAP,22939,2026-01-27 14:00:00+00:00,0.6342,1,0.005188,0.9972,,,images/train/HBAR_USDT_SWAP_022939.png,0,ret12_pos,0.000736,-0.002656,-0.003257,0.002273,0.000378,0.6098,-0.002184,0,1
355,NEO_USDT_SWAP_018519,NEO_USDT_SWAP,18519,2025-12-13 14:15:00+00:00,0.6758,1,0.00519,0.9971,,,images/train/NEO_USDT_SWAP_018519.png,1,pass,-0.0046,-0.004732,-0.007596,-0.003695,-0.005654,0.0,-0.000281,0,1
356,RECALL_USDT_SWAP_006539,RECALL_USDT_SWAP,6539,2026-01-06 13:00:00+00:00,0.4318,1,0.005191,0.9989,,,images/train/RECALL_USDT_SWAP_006539.png,0,bull_stack,0.0056,0.008584,0.01024,0.00225,0.013102,0.7021,0.001473,1,0
357,COAI_USDT_SWAP_008299,COAI_USDT_SWAP,8299,2026-01-10 01:15:00+00:00,0.6095,1,0.005197,0.9975,,,images/train/COAI_USDT_SWAP_008299.png,0,ret12_pos,0.001435,0.002652,0.002258,0.001207,0.004844,0.7143,0.001178,0,0
358,THETA_USDT_SWAP_002339,THETA_USDT_SWAP,2339,2025-06-28 02:15:00+00:00,0.4883,1,0.005204,0.9968,,,images/train/THETA_USDT_SWAP_002339.png,0,ret12_pos,0.005548,0.008592,0.007026,0.008212,0.00607,0.964,0.002076,0,0
359,ACH_USDT_SWAP_019279,ACH_USDT_SWAP,19279,2025-12-21 09:00:00+00:00,0.663,1,0.005204,0.9975,,,images/train/ACH_USDT_SWAP_019279.png,1,pass,-0.003332,-0.005084,-0.004674,-0.003322,-0.001919,0.2222,-0.000791,0,0
360,XPT_USDT_SWAP_005159,XPT_USDT_SWAP,5159,2026-03-28 00:15:00+00:00,0.3543,1,0.005208,0.997,,,images/train/XPT_USDT_SWAP_005159.png,1,pass,-0.002295,-0.002939,-0.004226,-0.001873,-0.003531,0.0857,-0.000751,0,1
361,LQTY_USDT_SWAP_024899,LQTY_USDT_SWAP,24899,2026-02-18 01:00:00+00:00,0.5304,1,0.005211,0.9971,,,images/train/LQTY_USDT_SWAP_024899.png,0,ret12_pos,-0.00364,-0.005745,-0.006378,-0.004058,0.001484,0.1642,-0.002084,0,1
362,BIO_USDT_SWAP_028859,BIO_USDT_SWAP,28859,2026-03-31 05:15:00+00:00,0.6181,2,0.005219,0.9971,,,images/train/BIO_USDT_SWAP_028859.png,0,bull_stack,0.002766,0.004185,0.007703,0.002395,-0.003571,0.7429,0.001316,1,0
363,IWM_USDT_SWAP_000899,IWM_USDT_SWAP,899,2026-04-19 20:45:00+00:00,0.6714,1,0.00522,0.9975,,,images/train/IWM_USDT_SWAP_000899.png,0,ret12_pos,0.000947,-0.002823,-0.004574,0.004562,0.000894,0.4354,-0.003272,0,1
364,METIS_USDT_SWAP_018579,METIS_USDT_SWAP,18579,2025-12-14 05:15:00+00:00,0.7622,1,0.005223,0.997,,,images/train/METIS_USDT_SWAP_018579.png,1,pass,-0.012672,-0.017667,-0.020666,-0.012009,-0.019804,0.1034,-0.003363,0,1
365,CRV_USDT_SWAP_015959,CRV_USDT_SWAP,15959,2025-11-15 20:45:00+00:00,0.7902,1,0.005224,0.9976,,,images/train/CRV_USDT_SWAP_015959.png,1,pass,-0.011377,-0.015837,-0.019503,-0.008914,-0.022322,0.0661,-0.002719,0,1
366,TIA_USDT_SWAP_022919,TIA_USDT_SWAP,22919,2026-01-27 09:30:00+00:00,0.3959,1,0.005226,0.9962,,,images/train/TIA_USDT_SWAP_022919.png,0,ret12_pos,-0.00043,-0.003179,-0.004216,0.000227,0.005701,0.4194,-0.001597,0,1
367,USAR_USDT_SWAP_000579,USAR_USDT_SWAP,579,2026-05-03 14:45:00+00:00,0.5109,1,0.005233,0.9978,,,images/train/USAR_USDT_SWAP_000579.png,1,pass,-0.003512,-0.004474,-0.00148,-0.003766,-0.004891,0.3017,-0.000828,0,0
368,BLEND_USDT_SWAP_000419,BLEND_USDT_SWAP,419,2026-05-03 18:45:00+00:00,0.4347,1,0.005234,0.9976,,,images/train/BLEND_USDT_SWAP_000419.png,1,pass,-0.008723,-0.008547,-0.01093,-0.010989,-0.019279,0.1786,0.00072,0,0
369,SSV_USDT_SWAP_002359,SSV_USDT_SWAP,2359,2025-06-28 07:15:00+00:00,0.6474,1,0.005245,0.9978,,,images/train/SSV_USDT_SWAP_002359.png,0,bull_stack,-0.002974,-0.002887,-0.001964,-0.000424,-0.001695,0.14,-0.000441,1,0
370,WCT_USDT_SWAP_028659,WCT_USDT_SWAP,28659,2026-03-29 06:30:00+00:00,0.6699,1,0.005246,0.997,,,images/train/WCT_USDT_SWAP_028659.png,0,ret12_pos,0.001447,0.001471,-0.001367,0.000355,0.001244,0.7432,0.000593,0,0
371,CELO_USDT_SWAP_022839,CELO_USDT_SWAP,22839,2026-01-27 12:30:00+00:00,0.5187,1,0.005251,0.9975,,,images/train/CELO_USDT_SWAP_022839.png,1,pass,-0.008771,-0.009664,-0.00748,-0.006019,-0.014493,0.125,-0.000876,0,0
372,WET_USDT_SWAP_013219,WET_USDT_SWAP,13219,2026-04-26 08:45:00+00:00,0.6676,1,0.005253,0.9972,,,images/train/WET_USDT_SWAP_013219.png,1,pass,-0.005135,-0.003591,-0.00444,-0.007641,-0.008348,0.35,0.001415,0,0
373,MUBARAK_USDT_SWAP_029219,MUBARAK_USDT_SWAP,29219,2026-04-04 01:15:00+00:00,0.5405,2,0.005264,0.9971,,,images/train/MUBARAK_USDT_SWAP_029219.png,1,pass,-0.001126,-0.00314,-0.004708,-0.0036,-0.004496,0.2667,-0.001445,0,1
374,TRB_USDT_SWAP_003079,TRB_USDT_SWAP,3079,2025-07-05 19:15:00+00:00,0.7457,1,0.005266,0.9966,,,images/train/TRB_USDT_SWAP_003079.png,1,pass,-0.004661,-0.009234,-0.012012,0.001111,-0.010703,0.3021,-0.003649,0,1
375,0G_USDT_SWAP_003259,0G_USDT_SWAP,3259,2025-10-26 09:15:00+00:00,0.3093,1,0.005267,0.9999,,,images/train/0G_USDT_SWAP_003259.png,0,ret12_pos,0.006907,0.006383,0.005689,0.004477,0.010159,1.0,-0.000799,0,1
376,BARD_USDT_SWAP_002979,BARD_USDT_SWAP,2979,2025-10-19 12:45:00+00:00,0.5054,1,0.005269,0.9993,,,images/train/BARD_USDT_SWAP_002979.png,0,above_ema60,0.0005,0.002419,-0.000791,-0.000798,-0.003662,0.5498,0.002602,0,0
377,MORPHO_USDT_SWAP_030959,MORPHO_USDT_SWAP,30959,2026-04-22 04:15:00+00:00,0.5243,1,0.005269,0.9965,,,images/train/MORPHO_USDT_SWAP_030959.png,0,bull_stack,0.004876,0.007219,0.008557,-0.001014,0.019141,0.7031,0.002594,1,0
378,ATOM_USDT_SWAP_011819,ATOM_USDT_SWAP,11819,2025-10-03 17:30:00+00:00,0.418,1,0.005271,0.9973,,,images/train/ATOM_USDT_SWAP_011819.png,0,bull_stack,0.002722,0.007167,0.009847,-0.014486,0.013239,0.5875,0.004057,1,0
379,STRK_USDT_SWAP_026259,STRK_USDT_SWAP,26259,2026-03-04 06:15:00+00:00,0.7946,1,0.005271,0.997,,,images/train/STRK_USDT_SWAP_026259.png,1,pass,-0.00196,-0.00407,-0.007472,0.003279,-0.003507,0.2703,-0.001401,0,1
380,XPT_USDT_SWAP_004199,XPT_USDT_SWAP,4199,2026-03-18 00:15:00+00:00,0.5944,1,0.005273,0.9986,,,images/train/XPT_USDT_SWAP_004199.png,0,ret12_pos,0.001403,-0.000177,0.002864,0.003862,0.001786,0.6333,-0.001163,0,0
381,BAT_USDT_SWAP_005899,BAT_USDT_SWAP,5899,2025-08-04 01:00:00+00:00,0.365,1,0.005275,0.9979,,,images/train/BAT_USDT_SWAP_005899.png,0,ret12_pos,0.012249,0.014396,0.012746,0.015797,0.021409,0.9211,0.001851,0,0
382,MEME_USDT_SWAP_019219,MEME_USDT_SWAP,19219,2025-12-20 21:15:00+00:00,0.5886,1,0.005277,0.9964,,,images/train/MEME_USDT_SWAP_019219.png,0,bull_stack,0.00368,0.005077,0.008513,0.005187,0.004145,0.8235,0.001143,1,0
383,KMNO_USDT_SWAP_024779,KMNO_USDT_SWAP,24779,2026-02-16 18:45:00+00:00,0.7813,1,0.005278,0.9973,,,images/train/KMNO_USDT_SWAP_024779.png,0,ret12_pos,-0.000338,0.000698,-0.001037,-0.000665,0.008725,0.4767,0.000829,0,0
384,GPS_USDT_SWAP_018519,GPS_USDT_SWAP,18519,2025-12-13 13:30:00+00:00,0.4338,1,0.005278,0.9985,,,images/train/GPS_USDT_SWAP_018519.png,0,above_ema60,0.001422,0.002637,-0.000353,0.004865,-0.004818,0.4677,0.000582,0,0
385,MEW_USDT_SWAP_008219,MEW_USDT_SWAP,8219,2025-08-28 07:15:00+00:00,0.6853,1,0.005288,0.9986,,,images/train/MEW_USDT_SWAP_008219.png,0,bull_stack,0.010009,0.014904,0.018192,0.008886,0.016179,0.8977,0.004162,1,0
386,ETC_USDT_SWAP_016019,ETC_USDT_SWAP,16019,2025-11-16 12:00:00+00:00,0.7112,1,0.005289,0.9968,,,images/train/ETC_USDT_SWAP_016019.png,1,pass,-0.006383,-0.009501,-0.009388,-0.007232,-0.008536,0.2424,-0.001591,0,0
387,SIGN_USDT_SWAP_007399,SIGN_USDT_SWAP,7399,2025-08-19 19:00:00+00:00,0.6625,1,0.005292,0.9975,,,images/train/SIGN_USDT_SWAP_007399.png,1,pass,-0.013178,-0.01765,-0.021135,-0.012032,-0.019027,0.0661,-0.003122,0,1
388,AVAX_USDT_SWAP_027659,AVAX_USDT_SWAP,27659,2026-03-17 17:30:00+00:00,0.6765,1,0.005299,0.9967,,,images/train/AVAX_USDT_SWAP_027659.png,1,pass,0.000847,-0.000968,0.001352,0.000487,-0.000292,0.5532,-0.000935,0,0
389,ONT_USDT_SWAP_025859,ONT_USDT_SWAP,25859,2026-02-28 01:30:00+00:00,0.6806,2,0.005302,0.9983,,,images/train/ONT_USDT_SWAP_025859.png,1,pass,-0.008839,-0.01265,-0.011163,-0.007392,-0.007163,0.1835,-0.002713,0,0
390,LA_USDT_SWAP_012759,LA_USDT_SWAP,12759,2025-10-24 07:45:00+00:00,0.3358,1,0.005305,0.9969,,,images/train/LA_USDT_SWAP_012759.png,0,bull_stack,0.015162,0.019946,0.022108,0.00571,0.027538,0.8198,0.00427,1,0
391,PNUT_USDT_SWAP_022619,PNUT_USDT_SWAP,22619,2026-01-25 07:45:00+00:00,0.692,1,0.005307,0.9981,,,images/train/PNUT_USDT_SWAP_022619.png,0,ret12_pos,-0.002033,-0.00636,-0.006722,0.000549,0.000549,0.2727,-0.003057,0,1
392,ENA_USDT_SWAP_006999,ENA_USDT_SWAP,6999,2025-11-29 05:15:00+00:00,0.7921,1,0.005307,0.9979,,,images/train/ENA_USDT_SWAP_006999.png,1,pass,-0.004379,-0.008262,-0.010725,0.000357,-0.010244,0.2143,-0.002715,0,1
393,GAS_USDT_SWAP_021799,GAS_USDT_SWAP,21799,2026-01-16 17:15:00+00:00,0.6257,1,0.005309,0.9967,,,images/train/GAS_USDT_SWAP_021799.png,1,pass,-0.001228,-0.003688,-0.007249,-0.000962,-0.003839,0.5682,-0.00194,0,1
394,BOME_USDT_SWAP_023999,BOME_USDT_SWAP,23999,2026-02-08 14:15:00+00:00,0.6453,2,0.005315,0.9971,,,images/train/BOME_USDT_SWAP_023999.png,1,pass,-0.000837,-0.002839,-0.004757,-0.003335,-0.001432,0.4722,-7.3e-05,0,1
395,XRP_USDT_SWAP_012919,XRP_USDT_SWAP,12919,2025-10-15 05:45:00+00:00,0.5964,1,0.005317,0.9973,,,images/train/XRP_USDT_SWAP_012919.png,0,above_ema60,0.000902,0.001526,-0.001501,0.000561,-0.004263,0.4428,-0.000217,0,0
396,SYRUP_USDT_SWAP_018699,SYRUP_USDT_SWAP,18699,2026-01-14 01:15:00+00:00,0.5802,1,0.005319,0.9966,,,images/train/SYRUP_USDT_SWAP_018699.png,0,bull_stack,0.003895,0.006321,0.006948,0.004037,0.003784,0.656,0.004309,1,0
397,SAPIEN_USDT_SWAP_012199,SAPIEN_USDT_SWAP,12199,2026-03-13 13:30:00+00:00,0.5763,1,0.005324,0.9971,,,images/train/SAPIEN_USDT_SWAP_012199.png,0,bull_stack,0.004004,0.007119,0.010172,0.011936,0.003086,0.5602,0.002538,1,0
398,ENSO_USDT_SWAP_015719,ENSO_USDT_SWAP,15719,2026-04-11 03:45:00+00:00,0.6616,1,0.005332,0.9967,,,images/train/ENSO_USDT_SWAP_015719.png,1,pass,-0.008034,-0.0102,-0.012555,-0.00383,-0.01022,0.0053,-0.002568,0,1
399,SOON_USDT_SWAP_026759,SOON_USDT_SWAP,26759,2026-03-09 11:00:00+00:00,0.4391,1,0.005333,0.9997,,,images/train/SOON_USDT_SWAP_026759.png,0,above_ema60,-0.000221,0.001524,-0.001026,-0.001289,-0.000645,0.525,0.001441,0,0
400,ANIME_USDT_SWAP_016719,ANIME_USDT_SWAP,16719,2025-11-25 18:30:00+00:00,0.3511,1,0.005341,0.9973,,,images/train/ANIME_USDT_SWAP_016719.png,0,above_ema60,-0.000431,0.001249,-0.000519,-0.006996,-0.001071,0.6612,0.001926,0,0
401,WCT_USDT_SWAP_006599,WCT_USDT_SWAP,6599,2025-08-11 11:30:00+00:00,0.7425,1,0.005343,0.997,,,images/train/WCT_USDT_SWAP_006599.png,1,pass,-0.02057,-0.026493,-0.027067,-0.018828,-0.025633,0.0927,-0.004065,0,1
402,NEO_USDT_SWAP_015859,NEO_USDT_SWAP,15859,2025-11-15 21:15:00+00:00,0.5797,2,0.005344,0.9989,,,images/train/NEO_USDT_SWAP_015859.png,0,bull_stack,0.000273,0.00037,0.001081,0.003105,-0.002059,0.5217,-0.000152,1,0
403,ZKP_USDT_SWAP_005659,ZKP_USDT_SWAP,5659,2026-03-07 12:30:00+00:00,0.7125,2,0.005344,0.9979,,,images/train/ZKP_USDT_SWAP_005659.png,1,pass,-0.006898,-0.009219,-0.009421,-0.005936,-0.008823,0.216,-0.002829,0,1
404,F_USDT_SWAP_006839,F_USDT_SWAP,6839,2026-01-04 13:45:00+00:00,0.391,1,0.005347,0.9999,,,images/train/F_USDT_SWAP_006839.png,0,bull_stack,0.001697,0.001811,0.005781,0.003756,-0.000831,0.6702,-1.3e-05,1,0
405,MOVE_USDT_SWAP_003919,MOVE_USDT_SWAP,3919,2025-07-14 12:15:00+00:00,0.5903,1,0.005358,0.9987,,,images/train/MOVE_USDT_SWAP_003919.png,0,bull_stack,-0.000246,0.002208,0.004384,0.002037,0.000591,0.6608,0.001637,1,0
406,KAT_USDT_SWAP_003779,KAT_USDT_SWAP,3779,2026-04-10 20:15:00+00:00,0.7897,1,0.00536,0.997,,,images/train/KAT_USDT_SWAP_003779.png,0,ret12_pos,-0.001224,-0.002581,-0.004829,-0.00464,0.001167,0.4286,-0.000441,0,1
407,MAGIC_USDT_SWAP_005159,MAGIC_USDT_SWAP,5159,2025-07-27 10:00:00+00:00,0.3268,1,0.005366,0.9998,,,images/train/MAGIC_USDT_SWAP_005159.png,0,bull_stack,0.003238,0.005192,0.006473,0.006357,-0.006216,0.4642,0.001239,1,0
408,SEI_USDT_SWAP_016119,SEI_USDT_SWAP,16119,2026-05-01 05:15:00+00:00,0.6769,1,0.005371,0.9967,,,images/train/SEI_USDT_SWAP_016119.png,0,ret12_pos,0.004915,0.007905,0.005575,0.006093,0.0082,0.8605,0.002204,0,0
409,AEVO_USDT_SWAP_031439,AEVO_USDT_SWAP,31439,2026-04-27 01:15:00+00:00,0.456,1,0.005377,0.9988,,,images/train/AEVO_USDT_SWAP_031439.png,0,ret12_pos,0.0048,0.004224,0.000916,0.009538,0.005701,0.75,-4.8e-05,0,1
410,GAS_USDT_SWAP_031179,GAS_USDT_SWAP,31179,2026-04-24 10:15:00+00:00,0.6388,1,0.005384,0.9978,,,images/train/GAS_USDT_SWAP_031179.png,0,ret12_pos,4.8e-05,0.001261,-0.001606,-0.001821,0.001828,0.6087,0.001165,0,0
411,RSR_USDT_SWAP_016599,RSR_USDT_SWAP,16599,2025-11-23 15:00:00+00:00,0.4257,1,0.005392,0.9973,,,images/train/RSR_USDT_SWAP_016599.png,1,pass,-0.004013,-0.004776,-0.006508,-0.004929,-0.00981,0.3235,8.4e-05,0,1
412,RECALL_USDT_SWAP_015599,RECALL_USDT_SWAP,15599,2026-04-10 22:00:00+00:00,0.3723,1,0.005393,0.9963,,,images/train/RECALL_USDT_SWAP_015599.png,0,bull_stack,0.007579,0.011745,0.012724,0.009956,-0.003882,0.88,0.002995,1,0
413,GRT_USDT_SWAP_008679,GRT_USDT_SWAP,8679,2025-09-01 01:00:00+00:00,0.725,1,0.005401,0.9972,,,images/train/GRT_USDT_SWAP_008679.png,1,pass,-0.011284,-0.018395,-0.018992,0.000682,-0.024922,0.2243,-0.005503,0,1
414,MMT_USDT_SWAP_011339,MMT_USDT_SWAP,11339,2026-03-02 15:15:00+00:00,0.3971,1,0.005407,0.9984,,,images/train/MMT_USDT_SWAP_011339.png,0,ret12_pos,0.025183,0.027436,0.025632,0.037069,0.030848,0.9423,0.000492,0,0
