study,arm,timeframe_min,side,period,pairs,months,target_net_r,control_net_r,excess_r,excess_r_ci_low,excess_r_ci_high,excess_r_p,target_net_bp,control_net_bp,excess_bp,excess_bp_ci_low,excess_bp_ci_high,excess_bp_p,target_risk_bp,control_risk_bp,target_cost_r,control_cost_r,cost_gap_contribution_r
v9,v9,60,short,earlier,4855,13,-0.10455457780291483,-0.055826744156528794,-0.048727833646386005,-0.17213383451581493,0.12541785368455088,0.7224,-48.87501049632042,-16.332019427066122,-32.542991069254306,-102.10052961987574,55.61349368057839,0.7683,455.00673086880073,315.5434359174146,0.050616135218340755,0.06939537694324424,0.018779241724903473
v9,v9,60,short,later,7097,13,0.15466903259899276,-0.0184443464653058,0.17311337906429858,0.03382538072879995,0.3484490998209263,0.0212,77.04151578342733,-3.4248568019904164,80.46637258541774,3.043306477768378,176.30496750895153,0.0481,387.8281622911697,279.1825424315891,0.06017089263036142,0.08436491878708685,0.024194026156725425
v9,v9,240,all,full,7870,25,0.11758689566060508,0.25606387247504514,-0.13847697681444007,-0.22474156071705462,-0.0318261149375841,0.9888,119.74515525815929,121.88555902266779,-2.140403764508502,-113.69394619676744,127.01163230398456,0.5127,756.3637485201265,543.0132524167534,0.030179619108701296,0.04074674127253337,0.010567122163832075
v9,v9,240,all,earlier,3371,13,0.17838898059136746,0.313083779015764,-0.1346947984243966,-0.28147392965995455,0.07556858106338964,0.8855,144.0723645632147,139.03273656464398,5.03962799857075,-211.45802439774528,272.20261857109995,0.4818,840.2592451391541,596.0784313725484,0.026964159318650992,0.036896401321572424,0.009932242002921435
v9,v9,240,all,later,4499,13,0.07202925433995608,0.21334013276649585,-0.14131087842653978,-0.2539097088340895,-0.022190841280269758,0.9686,101.51732183576722,109.0375626914827,-7.520240855715459,-129.55606265504045,101.581935635822,0.5523,694.923148579413,503.45721694036325,0.032588891158547836,0.04363171481658524,0.0110428236580374
v9,v9,240,long,full,4057,25,0.18963760201953597,0.4469763064151783,-0.2573387043956424,-0.3904999261482293,-0.10428745450884203,0.9948,158.40691806265224,213.99038544851115,-55.58346738585892,-214.64952545502166,138.55150682000806,0.7266,729.4617563739353,546.3081519419545,0.03141870838061128,0.04113555511326763,0.009716846732656348
v9,v9,240,long,earlier,1696,13,0.6519331074535495,0.8626482910561089,-0.2107151836025595,-0.40863197159468284,0.030847894964991424,0.9377,504.4503456294437,417.155772474266,87.29457315517782,-208.5728101900804,406.05687917928475,0.2979,817.3204673133125,608.1574196304156,0.028105683231742385,0.037501870611042806,0.009396187379300418
v9,v9,240,long,later,2361,13,-0.14244760645826451,0.14838262325083337,-0.2908302297090979,-0.44459650640537857,-0.12255914412278426,0.9963,-90.16980923649156,68.0486250098495,-158.21843424634108,-298.08046419216885,4.883310619920615,0.9593,670.6673700870476,505.9171597632987,0.033798585827659836,0.043745774899702744,0.009947189072042905
v9,v9,240,short,full,3813,25,0.04092554876887092,0.0529346449651789,-0.012009096196307984,-0.1576119914417201,0.16967894258228144,0.5539,78.60936409691413,23.886796680772566,54.72256741614156,-132.55587817315066,246.56532046932224,0.2984,788.5038503850369,539.6908566937378,0.028861238522249994,0.04033304660905084,0.011471808086800844
v9,v9,240,short,earlier,1675,13,-0.30109211741356434,-0.24337079556359417,-0.05772132184997016,-0.22891401636010333,0.17209752675562973,0.6995,-220.82378820593416,-142.57721501906875,-78.24657318686545,-284.86229276902844,192.0161963243926,0.7022,871.7632552404424,587.3952779893375,0.025808323762470088,0.036283341073845995,0.010475017311375909
v9,v9,240,short,later,2138,13,0.30887671380889853,0.2850729110482916,0.023803802760606944,-0.19871103246250554,0.2985303952439286,0.4261,313.1980124164982,154.30177310604583,158.89623931045247,-108.24008225991336,389.98466130621046,0.1847,722.9590399224048,498.79374279067815,0.03125302160112341,0.04350575791469542,0.012252736313572017
