signal_i,entry_i,exit_i,side,entry_price,initial_risk,initial_stop,exit_price,exit_reason,tp_i,tp_price,partial,gross_r,net_r,tail_price_r,gross_pnl,fees,net_pnl,censored,ambiguous_bar_count,entry_open_beyond_target,same_open_be_approximation,marketable_be_approximation,signal_time,entry_time,exit_time,signal_close,month,hold_hours,rsi,gate_passed
24634,24635,24690,-1,2179.93,65.39789999999999,2245.3278999999998,2245.3278999999998,initial_stop,,,False,-0.9999999999999991,-1.0676666666666659,-0.9999999999999991,-65.39789999999994,4.4252579,-69.82315789999994,False,0,False,False,False,2026-03-15T22:50:00+00:00,2026-03-15T22:55:00+00:00,2026-03-16T03:30:00+00:00,2026-03-15T22:55:00+00:00,2026-03,4.666666666666667,79.74469960321684,True
24638,24639,24700,-1,2195.61,65.8683,2261.4783,2261.4783,initial_stop,,,False,-1.0000000000000013,-1.0676666666666679,-1.0000000000000013,-65.86830000000009,4.457088300000001,-70.32538830000009,False,0,False,False,False,2026-03-15T23:10:00+00:00,2026-03-15T23:15:00+00:00,2026-03-16T04:20:00+00:00,2026-03-15T23:15:00+00:00,2026-03,5.166666666666667,83.96436559167311,True
24691,24692,24858,-1,2243.82,67.3146,2311.1346000000003,2311.1346000000003,initial_stop,,,False,-1.0000000000000022,-1.067666666666669,-1.0000000000000022,-67.31460000000015,4.5549546,-71.86955460000016,False,0,False,False,False,2026-03-16T03:35:00+00:00,2026-03-16T03:40:00+00:00,2026-03-16T17:30:00+00:00,2026-03-16T03:40:00+00:00,2026-03,13.916666666666666,82.05162645969104,True
25354,25355,25374,1,2308.82,69.2646,2239.5554,2239.5554,initial_stop,,,False,-0.9999999999999996,-1.0656666666666663,-0.9999999999999996,-69.26459999999997,4.548375400000001,-73.81297539999997,False,0,False,False,False,2026-03-18T10:50:00+00:00,2026-03-18T10:55:00+00:00,2026-03-18T12:30:00+00:00,2026-03-18T10:55:00+00:00,2026-03,1.6666666666666667,28.09212388658601,True
25365,25366,25400,1,2271.1,68.133,2202.967,2202.967,initial_stop,,,False,-0.9999999999999973,-1.065666666666664,-0.9999999999999973,-68.13299999999981,4.474067,-72.60706699999982,False,0,False,False,False,2026-03-18T11:45:00+00:00,2026-03-18T11:50:00+00:00,2026-03-18T14:40:00+00:00,2026-03-18T11:50:00+00:00,2026-03,2.9166666666666665,26.889145251417986,True
25404,25405,25668,1,2186.74,65.6022,2121.1378,2121.1378,initial_stop,,,False,-0.9999999999999972,-1.0656666666666639,-0.9999999999999972,-65.60219999999981,4.3078778,-69.91007779999981,False,0,False,False,False,2026-03-18T15:00:00+00:00,2026-03-18T15:05:00+00:00,2026-03-19T13:00:00+00:00,2026-03-18T15:05:00+00:00,2026-03,22.0,22.77657030267062,True
25601,25602,25909,1,2153.95,64.6185,2089.3315,2153.95,break_even,25897.0,2163.84,True,0.07652607225485215,0.009782879515930631,0.0,4.945000000000164,4.312845,0.6321550000001634,False,1,False,False,False,2026-03-19T07:25:00+00:00,2026-03-19T07:30:00+00:00,2026-03-20T09:05:00+00:00,2026-03-19T07:30:00+00:00,2026-03,25.666666666666668,28.003773734958926,True
25686,25687,26374,1,2113.46,63.4038,2050.0562,2113.46,break_even,25897.0,2163.84,True,0.3972947993653386,0.3302308378993066,0.0,25.190000000000055,4.25211,20.937890000000053,False,0,False,False,False,2026-03-19T14:30:00+00:00,2026-03-19T14:35:00+00:00,2026-03-21T23:50:00+00:00,2026-03-19T14:35:00+00:00,2026-03,57.333333333333336,34.64041814340402,False
25699,25700,26374,1,2113.03,63.3909,2049.6391000000003,2113.03,break_even,25897.0,2163.84,True,0.4007673025623547,0.3336998685931257,0.0,25.404999999999973,4.2514650000000005,21.153534999999973,False,0,False,False,False,2026-03-19T15:35:00+00:00,2026-03-19T15:40:00+00:00,2026-03-21T23:50:00+00:00,2026-03-19T15:40:00+00:00,2026-03,56.25,40.88830687349116,False
26377,26378,26797,1,2074.47,62.23409999999999,2012.2359,2072.78,break_even_marketable,26797.0,2072.78,True,-0.0271555304889056,-0.09379504162508336,-0.0271555304889056,-1.6899999999995998,4.14725,-5.8372499999995995,False,1,False,False,True,2026-03-22T00:05:00+00:00,2026-03-22T00:10:00+00:00,2026-03-23T11:05:00+00:00,2026-03-22T00:10:00+00:00,2026-03,35.0,20.73303590313735,True
27590,27591,27642,1,2139.76,64.1928,2075.5672000000004,2075.5672000000004,initial_stop,,,False,-0.9999999999999969,-1.0656666666666637,-0.9999999999999969,-64.1927999999998,4.215327200000001,-68.40812719999981,False,0,False,False,False,2026-03-26T05:10:00+00:00,2026-03-26T05:15:00+00:00,2026-03-26T09:30:00+00:00,2026-03-26T05:15:00+00:00,2026-03,4.333333333333333,31.259462346839783,False
27646,27647,27943,1,2082.12,62.46359999999999,2019.6563999999998,2019.6563999999998,initial_stop,,,False,-1.0000000000000009,-1.0656666666666677,-1.0000000000000009,-62.46360000000004,4.101776399999999,-66.56537640000005,False,0,False,False,False,2026-03-26T09:50:00+00:00,2026-03-26T09:55:00+00:00,2026-03-27T10:35:00+00:00,2026-03-26T09:55:00+00:00,2026-03,24.75,26.098766154474717,True
27947,27948,28382,1,1989.73,59.6919,1930.0381,1989.73,break_even,28177.0,1996.46,True,0.05637280770087749,-0.010350231773490055,0.0,3.365000000000009,3.982825,-0.617824999999991,False,0,False,False,False,2026-03-27T10:55:00+00:00,2026-03-27T11:00:00+00:00,2026-03-28T23:10:00+00:00,2026-03-27T11:00:00+00:00,2026-03,36.25,12.680783886070017,True
29335,29336,29566,-1,2144.9,64.347,2209.2470000000003,2096.17,opposite_signal_close,29559.0,2117.12,True,0.5945110106143272,0.5284388549582748,0.7573002626385072,38.25500000000011,4.251545,34.00345500000011,False,0,False,False,False,2026-04-01T06:35:00+00:00,2026-04-01T06:40:00+00:00,2026-04-02T01:50:00+00:00,2026-04-01T06:40:00+00:00,2026-04,19.25,78.8292211650913,True
29566,29567,29666,1,2096.17,62.8851,2033.2849,2033.2849,initial_stop,,,False,-0.9999999999999994,-1.065666666666666,-0.9999999999999994,-62.885099999999966,4.129454900000001,-67.01455489999996,False,0,False,False,False,2026-04-02T01:50:00+00:00,2026-04-02T01:55:00+00:00,2026-04-02T10:10:00+00:00,2026-04-02T01:55:00+00:00,2026-04,8.333333333333334,28.59372278471507,True
30484,30485,30683,1,2033.2,60.996,1972.204,2084.69,opposite_signal_close,30594.0,2069.12,True,0.7165223949111404,0.6491392058495628,0.8441537149977049,43.70499999999993,4.110105,39.59489499999993,False,0,False,False,False,2026-04-05T06:20:00+00:00,2026-04-05T06:25:00+00:00,2026-04-05T22:55:00+00:00,2026-04-05T06:25:00+00:00,2026-04,16.583333333333332,21.521744448091567,True
30501,30502,30683,1,2034.1,61.022999999999996,1973.077,2084.69,opposite_signal_close,30594.0,2069.12,True,0.7014568277534711,0.634088704259051,0.8290316765809637,42.805000000000064,4.1110050000000005,38.693995000000065,False,0,False,False,False,2026-04-05T07:45:00+00:00,2026-04-05T07:50:00+00:00,2026-04-05T22:55:00+00:00,2026-04-05T07:50:00+00:00,2026-04,15.166666666666666,33.02605061227895,False
30560,30561,30683,1,2024.01,60.720299999999995,1963.2897,2084.69,opposite_signal_close,30594.0,2069.12,True,0.8711254720414752,0.803587679902767,0.999336301039357,52.89499999999998,4.1009150000000005,48.79408499999998,False,0,False,False,False,2026-04-05T12:40:00+00:00,2026-04-05T12:45:00+00:00,2026-04-05T22:55:00+00:00,2026-04-05T12:45:00+00:00,2026-04,10.25,18.444470107917184,True
30683,30684,30799,-1,2084.69,62.5407,2147.2307,2147.2307,initial_stop,,,False,-1.0000000000000002,-1.067666666666667,-1.0000000000000002,-62.540700000000015,4.2319207,-66.77262070000002,False,0,False,False,False,2026-04-05T22:55:00+00:00,2026-04-05T23:00:00+00:00,2026-04-06T08:35:00+00:00,2026-04-05T23:00:00+00:00,2026-04,9.666666666666666,72.49574508418384,True
30972,30973,31261,1,2098.29,62.948699999999995,2035.3413,2230.4,opposite_signal_close,31237.0,2127.95,True,1.284935193260544,1.2169835914006166,2.0986930627638083,80.88499999999999,4.277464999999999,76.60753499999998,False,0,False,False,False,2026-04-06T23:00:00+00:00,2026-04-06T23:05:00+00:00,2026-04-07T23:05:00+00:00,2026-04-06T23:05:00+00:00,2026-04,24.083333333333332,14.471493013499824,True
31008,31009,31261,1,2098.22,62.94659999999999,2035.2733999999998,2230.4,opposite_signal_close,31237.0,2127.95,True,1.2860901144779888,1.2181373576968442,2.099875132254964,80.95500000000015,4.277394999999999,76.67760500000016,False,0,False,False,False,2026-04-07T02:00:00+00:00,2026-04-07T02:05:00+00:00,2026-04-07T23:05:00+00:00,2026-04-07T02:05:00+00:00,2026-04,21.083333333333332,36.083179580527364,False
31261,31262,31483,-1,2230.39,66.9117,2297.3017,2230.39,break_even,31449.0,2203.5,True,0.200936458048442,0.1344707278398238,-0.0,13.444999999999936,4.447335,8.997664999999937,False,0,False,False,False,2026-04-07T23:05:00+00:00,2026-04-07T23:10:00+00:00,2026-04-08T17:35:00+00:00,2026-04-07T23:10:00+00:00,2026-04,18.5,89.32849546185724,True
31266,31267,31499,-1,2252.8,67.584,2320.384,2200.84,opposite_signal_close,31449.0,2203.5,True,0.7491418087121228,0.6832242838541682,0.7688210227272733,50.63000000000011,4.45497,46.175030000000106,False,0,False,False,False,2026-04-07T23:30:00+00:00,2026-04-07T23:35:00+00:00,2026-04-08T18:55:00+00:00,2026-04-07T23:35:00+00:00,2026-04,19.416666666666668,79.262894712449,True
31499,31500,31743,1,2200.84,66.0252,2134.8148,2193.9,break_even_marketable,31743.0,2193.9,True,-0.10511138171486122,-0.17167293699981304,-0.10511138171486122,-6.940000000000055,4.3947400000000005,-11.334740000000055,False,1,False,False,True,2026-04-08T18:55:00+00:00,2026-04-08T19:00:00+00:00,2026-04-09T15:15:00+00:00,2026-04-08T19:00:00+00:00,2026-04,20.333333333333332,31.17148788063774,False
31767,31768,32359,-1,2218.49,66.5547,2285.0447,2285.0447,initial_stop,,,False,-1.0000000000000022,-1.0676666666666688,-1.0000000000000022,-66.55470000000014,4.5035346999999994,-71.05823470000014,False,0,False,False,False,2026-04-09T17:15:00+00:00,2026-04-09T17:20:00+00:00,2026-04-11T18:35:00+00:00,2026-04-09T17:20:00+00:00,2026-04,49.333333333333336,60.03285387911211,False
32021,32022,32359,-1,2243.48,67.3044,2310.7844,2310.7844,initial_stop,,,False,-0.9999999999999998,-1.0676666666666663,-0.9999999999999998,-67.30439999999999,4.5542644,-71.85866439999998,False,0,False,False,False,2026-04-10T14:25:00+00:00,2026-04-10T14:30:00+00:00,2026-04-11T18:35:00+00:00,2026-04-10T14:30:00+00:00,2026-04,28.166666666666668,70.44957462135717,True
32357,32358,32370,-1,2261.77,67.8531,2329.6231,2329.6231,initial_stop,,,False,-0.9999999999999972,-1.067666666666664,-0.9999999999999972,-67.85309999999981,4.5913930999999994,-72.44449309999982,False,0,False,False,False,2026-04-11T18:25:00+00:00,2026-04-11T18:30:00+00:00,2026-04-11T19:30:00+00:00,2026-04-11T18:30:00+00:00,2026-04,1.0833333333333333,61.8383113210703,False
32909,32910,32978,-1,2225.29,66.75869999999999,2292.0487,2292.0487,initial_stop,,,False,-0.9999999999999981,-1.0676666666666648,-0.9999999999999981,-66.75869999999986,4.5173387,-71.27603869999986,False,0,False,False,False,2026-04-13T16:25:00+00:00,2026-04-13T16:30:00+00:00,2026-04-13T22:10:00+00:00,2026-04-13T16:30:00+00:00,2026-04,5.75,63.55902741934203,False
32949,32950,32980,-1,2259.55,67.7865,2327.3365000000003,2327.3365000000003,initial_stop,,,False,-1.0000000000000022,-1.067666666666669,-1.0000000000000022,-67.78650000000016,4.5868865,-72.37338650000017,False,0,False,False,False,2026-04-13T19:45:00+00:00,2026-04-13T19:50:00+00:00,2026-04-13T22:20:00+00:00,2026-04-13T19:50:00+00:00,2026-04,2.5833333333333335,74.66315023942593,True
32983,32984,33174,-1,2340.11,70.2033,2410.3133000000003,2410.3133000000003,initial_stop,,,False,-1.0000000000000018,-1.0676666666666683,-1.0000000000000018,-70.20330000000013,4.7504233000000005,-74.95372330000012,False,0,False,False,False,2026-04-13T22:35:00+00:00,2026-04-13T22:40:00+00:00,2026-04-14T14:30:00+00:00,2026-04-13T22:40:00+00:00,2026-04,15.916666666666666,88.9819991886287,True
32985,32986,33174,-1,2344.9,70.347,2415.2470000000003,2415.2470000000003,initial_stop,,,False,-1.000000000000003,-1.0676666666666697,-1.000000000000003,-70.34700000000021,4.760147,-75.10714700000021,False,0,False,False,False,2026-04-13T22:45:00+00:00,2026-04-13T22:50:00+00:00,2026-04-14T14:30:00+00:00,2026-04-13T22:50:00+00:00,2026-04,15.75,89.64222151431308,True
33205,33206,33429,1,2333.89,70.0167,2263.8732999999997,2333.89,break_even,33429.0,2336.84,True,0.02106640272963645,-0.04562133033975985,0.0,1.4750000000001364,4.669255,-3.1942549999998633,False,1,False,False,False,2026-04-14T17:05:00+00:00,2026-04-14T17:10:00+00:00,2026-04-15T11:45:00+00:00,2026-04-14T17:10:00+00:00,2026-04,18.666666666666668,33.197773223902175,False
33227,33228,33516,1,2312.82,69.3846,2243.4354000000003,2361.44,opposite_signal_close,33429.0,2336.84,True,0.5234590961106633,0.45626897034788605,0.7007318626899901,36.319999999999936,4.6619600000000005,31.658039999999936,False,0,False,False,False,2026-04-14T18:55:00+00:00,2026-04-14T19:00:00+00:00,2026-04-15T19:00:00+00:00,2026-04-14T19:00:00+00:00,2026-04,24.083333333333332,32.5043740398781,False
33516,33517,33743,-1,2361.44,70.8432,2432.2832,2306.92,opposite_signal_close,33670.0,2336.04,True,0.5640626058676067,0.49796000180680766,0.7695869187162633,39.960000000000036,4.68292,35.27708000000003,False,0,False,False,False,2026-04-15T19:00:00+00:00,2026-04-15T19:05:00+00:00,2026-04-16T13:55:00+00:00,2026-04-15T19:05:00+00:00,2026-04,18.916666666666668,65.75862994138109,False
33743,33744,34025,1,2306.92,69.2076,2237.7124,2403.75,opposite_signal_close,33970.0,2356.39,True,1.056964842011569,0.9892412105028908,1.3991237956524996,73.14999999999986,4.686990000000001,68.46300999999987,False,0,False,False,False,2026-04-16T13:55:00+00:00,2026-04-16T14:00:00+00:00,2026-04-17T13:25:00+00:00,2026-04-16T14:00:00+00:00,2026-04,23.5,30.47522410350426,False
34025,34026,34496,-1,2403.75,72.1125,2475.8625,2327.18,opposite_signal_close,34251.0,2396.21,True,0.5831859941064318,0.5171025134338716,1.0618131391922367,42.055000000000064,4.765445,37.289555000000064,False,0,False,False,False,2026-04-17T13:25:00+00:00,2026-04-17T13:30:00+00:00,2026-04-19T04:40:00+00:00,2026-04-17T13:30:00+00:00,2026-04,39.25,69.04168897725002,False
34032,34033,34496,-1,2436.41,73.0923,2509.5022999999997,2327.18,opposite_signal_close,34251.0,2396.21,True,1.022200696927035,0.9565562309572955,1.4944118600728125,74.71499999999992,4.798105,69.91689499999993,False,0,False,False,False,2026-04-17T14:00:00+00:00,2026-04-17T14:05:00+00:00,2026-04-19T04:40:00+00:00,2026-04-17T14:05:00+00:00,2026-04,38.666666666666664,77.43076326051536,True
34496,34497,34704,1,2327.17,69.8151,2257.3549000000003,2257.3549000000003,initial_stop,,,False,-0.9999999999999971,-1.0656666666666639,-0.9999999999999971,-69.8150999999998,4.5845249,-74.39962489999981,False,0,False,False,False,2026-04-19T04:40:00+00:00,2026-04-19T04:45:00+00:00,2026-04-19T22:00:00+00:00,2026-04-19T04:45:00+00:00,2026-04,17.333333333333332,28.540465635252644,True
35341,35342,35584,-1,2373.44,71.2032,2444.6432,2381.12,break_even_marketable,35584.0,2381.12,True,-0.10786032088445234,-0.17463484787200345,-0.10786032088445234,-7.679999999999836,4.75456,-12.434559999999836,False,1,False,False,True,2026-04-22T03:05:00+00:00,2026-04-22T03:10:00+00:00,2026-04-22T23:20:00+00:00,2026-04-22T03:10:00+00:00,2026-04,20.25,79.73098198999675,True
35589,35590,35713,1,2377.85,71.3355,2306.5144999999998,2306.5144999999998,initial_stop,,,False,-1.000000000000002,-1.0656666666666688,-1.000000000000002,-71.33550000000014,4.6843645,-76.01986450000014,False,0,False,False,False,2026-04-22T23:45:00+00:00,2026-04-22T23:50:00+00:00,2026-04-23T10:05:00+00:00,2026-04-22T23:50:00+00:00,2026-04,10.333333333333334,33.697335586312406,False
35633,35634,36518,1,2338.01,70.14030000000001,2267.8697,2320.03,break_even_marketable,36518.0,2320.03,True,-0.25634335752769827,-0.32275368083683725,-0.25634335752769827,-17.980000000000018,4.65804,-22.638040000000018,False,1,False,False,True,2026-04-23T03:25:00+00:00,2026-04-23T03:30:00+00:00,2026-04-26T05:10:00+00:00,2026-04-23T03:30:00+00:00,2026-04,73.75,23.518756441104344,True
35923,35924,36756,1,2303.61,69.1083,2234.5017000000003,2395.16,opposite_signal_close,36518.0,2320.03,True,0.7811652145979556,0.713717382716691,1.324732340399051,53.9849999999999,4.661205000000001,49.3237949999999,False,0,False,False,False,2026-04-24T03:35:00+00:00,2026-04-24T03:40:00+00:00,2026-04-27T01:00:00+00:00,2026-04-24T03:40:00+00:00,2026-04,69.41666666666667,28.29992300306455,True
36756,36757,37895,-1,2395.17,71.8551,2467.0251,2256.74,boundary_censor,36811.0,2324.98,True,1.4516714888713562,1.4021599023590556,1.9265160023436096,104.31000000000017,3.5576600000000003,100.75234000000017,True,0,False,False,False,2026-04-27T01:00:00+00:00,2026-04-27T01:05:00+00:00,2026-04-30T23:55:00+00:00,2026-04-27T01:05:00+00:00,2026-04,94.91666666666667,75.74322355028664,True
