stream_key,baseline_parity
binance_30m_0b166fd24bc2a5f6,passed
binance_30m_0b24a1d2803074e1,passed
binance_30m_0b6fcd490ca388ac,passed
binance_30m_0c99ec12b5ec243f,passed
binance_30m_0ce1c6e545c39f9c,passed
binance_30m_0d75814e365cdbd4,passed
binance_30m_0db03baa0236334e,passed
binance_30m_0dc83825e73ea105,passed
binance_30m_0dd1169621605a42,passed
binance_30m_0ddaff30c26aad4d,passed
binance_30m_0de60721a7664b2f,passed
binance_30m_0e40e1f984e4cb11,passed
binance_30m_0e4baa65b3e67cfc,passed
binance_30m_0e84640817bf5484,passed
binance_30m_0f013f548f964a6f,passed
binance_30m_0f1035d8987b9127,passed
binance_30m_0f64b0bf096e110b,passed
binance_30m_0fd0ba81c0a6bae7,passed
binance_30m_100ef5451c484afd,passed
binance_30m_101d6a0bd6165058,passed
binance_30m_104efc98fbc92f12,passed
binance_30m_10a18e055bf6722b,passed
binance_30m_1132d8a82d5dd4ac,passed
binance_30m_118aa1c6d1bb278a,passed
binance_30m_1255a35b034114ca,passed
binance_30m_1391b37c26e77450,passed
binance_30m_13ecb2b94fdb3dda,passed
binance_30m_141675ec8c36f3ee,passed
binance_30m_1465af56e5ef58b2,passed
binance_30m_14ed8d5759d7246f,passed
binance_30m_155d9eadd95f40ac,passed
binance_30m_15ad45b508699c2e,passed
binance_30m_15f9d4b58cd57aca,passed
binance_30m_170796ffb61e04ac,passed
binance_30m_17576fd0c03f21bd,passed
binance_30m_17d0a8199322c17b,passed
binance_30m_17ee42b9b1ad1d44,passed
binance_30m_183c3b271505c099,passed
binance_30m_18533a1f035f2624,passed
binance_30m_188fbef759bb4716,passed
binance_30m_18a033ee291c479c,passed
binance_30m_19031945a158ca7f,passed
binance_30m_191460eb6e155a43,passed
binance_30m_194095dd080709f4,passed
binance_30m_1962c3350da23515,passed
binance_30m_19d25bae53a81654,passed
binance_30m_1a39cfc6064762e6,passed
binance_30m_1a7272ddc276a9ea,passed
binance_30m_1b83de3dde0ffa14,passed
binance_30m_1cc8fc006473092e,passed
binance_30m_1cf8758d83c1f398,passed
binance_30m_1de78107a9012917,passed
binance_30m_1e806013b7c8f634,passed
binance_30m_1e8f5141e6afff7f,passed
binance_30m_1edc358a234360ce,passed
binance_30m_1efc1594e2c59dd4,passed
binance_30m_1f5531ef6368b553,passed
binance_30m_202638b2f086a13d,passed
binance_30m_20328c4054849e23,passed
binance_30m_2071f253f57c0c0a,passed
binance_30m_20846a408dfceee0,passed
binance_30m_21beb8eb93ab95f8,passed
binance_30m_221031cc9526d9f3,passed
binance_30m_224643b44405856d,passed
binance_30m_225e0d46d5596644,passed
binance_30m_228e15759bac5d7b,passed
binance_30m_22a8979e2c29faeb,passed
binance_30m_22fa50d8090fc7f6,passed
binance_30m_236ddea7f7921940,passed
binance_30m_23d7ca03ff25f515,passed
binance_30m_258725080768cddc,passed
binance_30m_2602a246756f0b64,passed
binance_30m_26b9ead44d41d9fb,passed
binance_30m_2779a324d38f3488,passed
binance_30m_29119272de7aac8c,passed
binance_30m_292b930fc4dfebe7,passed
binance_30m_29b4b5d97a835ec8,passed
binance_30m_2a307d72a2c9547d,passed
binance_30m_2af09605ecc52ffd,passed
binance_30m_2af142b9b56a040b,passed
binance_30m_2bea99d20a2ef196,passed
binance_30m_2c0be848cd785bfc,passed
binance_30m_2c80b05abaf7207b,passed
binance_30m_2c873f92eb70d608,passed
binance_30m_2c9ab299803b26f4,passed
binance_30m_2cd0ecc149bca57f,passed
binance_30m_2dbfb4dec49db055,passed
binance_30m_2ddcfa656de14e6e,passed
binance_30m_2e167c2a6a2cd24d,passed
binance_30m_2e1bff7173ab6c2a,passed
binance_30m_2ed5a921b9ef52bf,passed
binance_30m_2f889e806f146d2c,passed
binance_30m_2f9ade18c2b746f7,passed
binance_30m_2fc3b1c9dafb787c,passed
binance_30m_30cb7e4894d8c9bf,passed
binance_30m_3123ce1524eb4fb4,passed
binance_30m_312602d50f9934ce,passed
binance_30m_31f0649edaf5a315,passed
binance_30m_32f6647ad232733a,passed
binance_30m_331186422522d229,passed
binance_30m_335e840deb5aaa02,passed
binance_30m_3379473ab6a97d7b,passed
binance_30m_339b20ebf583c910,passed
binance_30m_3417f84d232c28b0,passed
binance_30m_346d3b8c82a75293,passed
binance_30m_34baaafebef0f4cc,passed
binance_30m_34f8c7bf56fa61ee,passed
binance_30m_35093bdef7bce91f,passed
binance_30m_3544bc0366fb0adb,passed
binance_30m_36757c021e219c4f,passed
binance_30m_3697f8a33fcdfcf1,passed
binance_30m_36f03e2c4bf9bf10,passed
binance_30m_37664e8a03b30edd,passed
binance_30m_38bbb9cc62660a37,passed
binance_30m_38e1dc570ccbf66e,passed
binance_30m_38e61c096bf09bcd,passed
binance_30m_391b20912fe878ef,passed
binance_30m_3939557126b2adab,passed
binance_30m_39a5978142aad553,passed
binance_30m_3a6b85d97303d1b8,passed
binance_30m_3ac12dcb94585468,passed
binance_30m_3adcb29762d5fa9d,passed
binance_30m_3b517e7a28cbc589,passed
binance_30m_3c555a6dc1e7232f,passed
binance_30m_3c80f4668c5cb2e5,passed
binance_30m_3cd3aebbb32da9c0,passed
binance_30m_3dd223bcc6440067,passed
binance_30m_3e54709f8c1fa4ec,passed
binance_30m_3e900eb70935143d,passed
binance_30m_3e905623ccebb107,passed
binance_30m_3edf676b8252566f,passed
binance_30m_3f23da57c8660e9a,passed
binance_30m_3f2c416c00a9c689,passed
binance_30m_3f45b1494410e510,passed
binance_30m_3f6ed979b19a84ba,passed
binance_30m_3fc554df42dfc6d6,passed
binance_30m_3fc9372e2bf80588,passed
binance_30m_410b867f35202b27,passed
binance_30m_4157459a328586c9,passed
binance_30m_4158666b29c2b6a0,passed
binance_30m_41776d1f1d3bd3d2,passed
binance_30m_424348704854b9d3,passed
binance_30m_42d8ed888d569b2f,passed
binance_30m_4356678e48126bc0,passed
binance_30m_439c30705691d6f4,passed
binance_30m_43c36926f6718272,passed
binance_30m_4560b19a682e8291,passed
binance_30m_45a0981886af3d60,passed
binance_30m_46c92c4742b9a839,passed
binance_30m_46f2bc3c9adcfd66,passed
binance_30m_470a4762e22671a8,passed
binance_30m_4757a75cde1bcd5e,passed
binance_30m_47e8036b875f0fce,passed
binance_30m_48860d769409c763,passed
binance_30m_489dc653d09d67b4,passed
binance_30m_49434369d678ff45,passed
binance_30m_498c1f6fffdfa315,passed
binance_30m_4a2bb8afcb0407df,passed
binance_30m_4a41ed99d4a87a80,passed
binance_30m_4aa1b41c76b5d2a4,passed
binance_30m_4b3ab0fca7c8e5bd,passed
binance_30m_4bb9df8dc9308dc6,passed
binance_30m_4ca26ff6b88af159,passed
binance_30m_4cd7d4a1cbdc0b86,passed
binance_30m_4cec45818d0926f9,passed
binance_30m_4cf7508f93f76f26,passed
binance_30m_4e139d32e0417054,passed
binance_30m_4e281bfca5ac6de2,passed
binance_30m_4e34542b9c4b4bcb,passed
binance_30m_4e7efc5d3f3354e8,passed
binance_30m_4f0412a01db01937,passed
binance_30m_4f51fa2b98109819,passed
binance_30m_4feff0e371672997,passed
binance_30m_5012e393796339b9,passed
binance_30m_508b3973a11173c3,passed
binance_30m_509754485664ea37,passed
binance_30m_50fc9b3c644c2d85,passed
binance_30m_5120a30125d30edc,passed
binance_30m_51569b76c2bb90d2,passed
binance_30m_51f4bc8fa4c2da2b,passed
binance_30m_52157eee87dce5c8,passed
binance_30m_525e483bcf6b1639,passed
binance_30m_532b1f0c0b4af957,passed
binance_30m_5372ade0fb270cb6,passed
binance_30m_53a1a60e5bac14a0,passed
binance_30m_53c067ee504c7cfb,passed
binance_30m_53c804f54019333e,passed
binance_30m_53e287922d223fa4,passed
binance_30m_53eaaa1927a34b63,passed
binance_30m_54713f66594c2929,passed
binance_30m_54988914cfaabd43,passed
binance_30m_54fc87adc9d3f9be,passed
binance_30m_555917e537d05383,passed
binance_30m_55627acac09feb15,passed
binance_30m_557a8c7c3d939607,passed
binance_30m_557d02c2c0e81230,passed
binance_30m_559d5f3ecee4dbdb,passed
binance_30m_55a981a791452889,passed
binance_30m_55f536ec1f19ee45,passed
binance_30m_561fc195bd69e5ad,passed
binance_30m_5626c48c3269d8bf,passed
binance_30m_5696e1f96a408b9f,passed
binance_30m_59008b1b31d72903,passed
binance_30m_59d0ce0e23beb494,passed
binance_30m_5a33d0dd61c22d8d,passed
binance_30m_5a9a7d6eecba0e06,passed
binance_30m_5ad30a38a111b8af,passed
binance_30m_5c330baec68f0348,passed
binance_30m_5cca3638095e7c23,passed
binance_30m_5d6a47234f63e88b,passed
binance_30m_5ea763186dfdde5b,passed
binance_30m_5f37936e67b272f4,passed
binance_30m_61a0b86649a9aea6,passed
binance_30m_61a58854ba4b7afb,passed
binance_30m_61f8e9d8231616a8,passed
binance_30m_628c7ae2e0d3c712,passed
binance_30m_62e83c7c624329ac,passed
binance_30m_63b40dd40bcbe6ae,passed
binance_30m_640480102ec7ebc7,passed
binance_30m_647d899ad3d8558f,passed
binance_30m_64a3c59d462a8404,passed
binance_30m_64bcce4980295192,passed
binance_30m_652e9263389181fb,passed
binance_30m_6536133d350d1580,passed
binance_30m_65628c96913787fa,passed
binance_30m_656a8012d57831bd,passed
binance_30m_65cea7358d5475f8,passed
binance_30m_6697154dba1bd534,passed
binance_30m_66cf8037c992f684,passed
binance_30m_67637bf182f6f778,passed
binance_30m_68def4d3a2d958cf,passed
binance_30m_690f247476579bae,passed
binance_30m_696c0c0a3e5a23ef,passed
binance_30m_697288c245ade915,passed
binance_30m_69779e7bbce93634,passed
binance_30m_6983c952bb73d8c2,passed
binance_30m_6994ff11e3477e69,passed
binance_30m_69ad378154fc497e,passed
binance_30m_69caffd678cb614d,passed
binance_30m_6ae5de8532e5b3fa,passed
binance_30m_6b27701431fe7319,passed
binance_30m_6b38c48b4e166237,passed
binance_30m_6bcab5e370a8dcca,passed
binance_30m_6bebd440a31d52ba,passed
binance_30m_6c9e5370597c83fc,passed
binance_30m_6d1ce8e549f3a5ea,passed
binance_30m_6d433234c4592952,passed
binance_30m_6df84d5e72e7cab3,passed
binance_30m_6e46cf7867c2e4c6,passed
binance_30m_6f0d465d44098a96,passed
binance_30m_6f3ea426536b19d3,passed
binance_30m_7112cca2f244226c,passed
binance_30m_713fc9751f8524f4,passed
binance_30m_71ee8e254e92acd1,passed
binance_30m_72355a9dc9b0fb15,passed
binance_30m_725c62ab9905cd1d,passed
binance_30m_72897352b9b43828,passed
binance_30m_72a0f492421f12aa,passed
binance_30m_72cbbebfa3e6d44f,passed
binance_30m_72e3b07f7885b04f,passed
binance_30m_73670192772d53f3,passed
binance_30m_737df6230d32a67c,passed
binance_30m_73acb05c714b962d,passed
binance_30m_74781999d2c7822c,passed
binance_30m_7495478e458b1e87,passed
binance_30m_75004107b19673f2,passed
binance_30m_754b50fb6d69d1dd,passed
binance_30m_757375a87f3efbb3,passed
binance_30m_758326cc7db9a20f,passed
binance_30m_75c977b74c973505,passed
binance_30m_7600e754640fd939,passed
binance_30m_769215a4d1fa2aae,passed
binance_30m_76b3e40766855ab7,passed
binance_30m_76fff0dff6702ea0,passed
binance_30m_776082184f661029,passed
binance_30m_77715a4fda1d682b,passed
binance_30m_78936aa37d85d3ce,passed
binance_30m_7951a53c7b7b4635,passed
binance_30m_7997bbc4f887d3a5,passed
binance_30m_79d8d16301061012,passed
binance_30m_7a258cda790169de,passed
binance_30m_7a45c05822f546d7,passed
binance_30m_7a5f2882fc321bb6,passed
binance_30m_7a6ba8888a359cb1,passed
binance_30m_7a6f6140b6692cd0,passed
binance_30m_7aa4151116d22b0e,passed
binance_30m_7ac7f153d4cae2ac,passed
binance_30m_7af0c019861756e1,passed
binance_30m_7b3dcbf5bbc13d11,passed
binance_30m_7babb309db46ad5c,passed
binance_30m_7c653d8a36bb4107,passed
binance_30m_7c7b71dc17198e87,passed
binance_30m_7d663dea375c96bc,passed
binance_30m_7ec91811cf3454c4,passed
binance_30m_7f400d570b92995c,passed
binance_30m_7f9171eab840e092,passed
binance_30m_7fb701891a1f5985,passed
binance_30m_8034003e40b984e6,passed
binance_30m_807f448af0461819,passed
binance_30m_80a54a1b6dc52dc6,passed
binance_30m_80a81cc3422f2b5d,passed
binance_30m_80bbf148e96f22bd,passed
binance_30m_811f633e358fb43f,passed
binance_30m_8141260e06827e95,passed
binance_30m_815047e4451be8d5,passed
binance_30m_81e2ac4a6d3a3d7b,passed
binance_30m_822f90f0dc66d490,passed
binance_30m_849a180cdd5c7d43,passed
binance_30m_84d6b3d646a8f594,passed
binance_30m_8662aa30181090f6,passed
binance_30m_86829199cbeed203,passed
binance_30m_86cb720a50e5b5a6,passed
binance_30m_874a3f64d8c2565f,passed
binance_30m_87873ab4a53ac705,passed
binance_30m_87e70569aa53b65c,passed
binance_30m_87f9646341c798ac,passed
binance_30m_88acdc599597ff05,passed
binance_30m_8a7cde333cbe7242,passed
binance_30m_8abf745011ec4c00,passed
binance_30m_8b594df93701346b,passed
binance_30m_8b725b5d9ddcfba1,passed
binance_30m_8bbfd0bef696c623,passed
binance_30m_8be5ff833be588dd,passed
binance_30m_8c5fa87901325873,passed
binance_30m_8cc84ee0e4b9dc1a,passed
binance_30m_8ccaf44348579844,passed
binance_30m_8cd253b6c0acd53b,passed
binance_30m_8d1d614cd65785c1,passed
binance_30m_8d1efef31277ca17,passed
binance_30m_8d27be68af3e58ab,passed
binance_30m_8d31e24d89e9fd48,passed
binance_30m_8d6d359c7269dfb9,passed
binance_30m_8deefa8c6ba6b957,passed
binance_30m_8e0f9f0e471f4908,passed
binance_30m_8e4c3782c7e1c96d,passed
binance_30m_8e5af2276dff84b6,passed
binance_30m_8e9cecaeeacd4929,passed
binance_30m_8eb75c924ee741d0,passed
binance_30m_8ec79722d21faadb,passed
binance_30m_8fd7574a73c99033,passed
binance_30m_9094c4ec228e5157,passed
binance_30m_90bd8a4948d7db0f,passed
binance_30m_90e8bb902180c5d3,passed
binance_30m_90f9bd9194b8c9d7,passed
binance_30m_91194c121e498525,passed
binance_30m_913e3449ffb56202,passed
binance_30m_915d1f4a92a36c73,passed
binance_30m_922d5c47edf5ffd3,passed
binance_30m_93ecb0e47b894867,passed
binance_30m_945f5a836eff0a10,passed
binance_30m_94e47108d0a245a9,passed
binance_30m_94ee195ac3c54e2c,passed
binance_30m_950d82d851984ce2,passed
binance_30m_9534166cba9ec387,passed
binance_30m_955e5706f7db528b,passed
binance_30m_9590178b9210ae87,passed
binance_30m_95b36a030f5c033b,passed
binance_30m_9600d31f29b02113,passed
binance_30m_972e11a1411e7c2d,passed
binance_30m_974c6588d2700fab,passed
binance_30m_9836ac21922c5131,passed
binance_30m_98ff43f8caf0ff47,passed
binance_30m_992fcc2fdd81b1eb,passed
binance_30m_993d86a6774a66a4,passed
binance_30m_9a385055ec974352,passed
binance_30m_9a5d2de6816564d2,passed
binance_30m_9a6580b098164023,passed
binance_30m_9c8643a8bf7a3e5e,passed
binance_30m_9cf4633731f0fe3b,passed
binance_30m_9d833454e4c5c476,passed
binance_30m_9e5a9c9d47999cad,passed
binance_30m_9e8aa13eddf85880,passed
binance_30m_9f4020b1cf4bb33e,passed
binance_30m_9f6a6e7427a2903e,passed
binance_30m_9fa69bba0bb3aad9,passed
binance_30m_9fdf2902c4143292,passed
binance_30m_a09125c9f289c0d1,passed
binance_30m_a0edd796b42718b3,passed
binance_30m_a11b984d5e52d062,passed
binance_30m_a2d039f35863feef,passed
binance_30m_a32794216873c14f,passed
binance_30m_a392eafd4663ed8f,passed
binance_30m_a3a291a0a1e80904,passed
binance_30m_a3fdb88deb8330f3,passed
binance_30m_a47bed96e50c59cb,passed
binance_30m_a4eefd9097db76cd,passed
binance_30m_a4f6c27211aec264,passed
binance_30m_a5b869cb8ffeb5ca,passed
binance_30m_a5d743b18f9f469c,passed
binance_30m_a5da89e3a3d0b71f,passed
binance_30m_a5f8e2378e69e746,passed
binance_30m_a69a76dea18a9fe7,passed
binance_30m_a6b3d2677901e947,passed
binance_30m_a79071ba1ad4d203,passed
binance_30m_a7c51072946ea25b,passed
binance_30m_a8145fe0b54f27b5,passed
binance_30m_a84e846b91a78d35,passed
binance_30m_a8799f34c49795d9,passed
binance_30m_a889e4399e4a7085,passed
binance_30m_a8a13070e09d9c29,passed
binance_30m_a8da5399bf7852bc,passed
binance_30m_a946fb17236dff66,passed
binance_30m_a97bf39ddbfa2873,passed
binance_30m_a9d037b17cd9e271,passed
binance_30m_aa1058e4e4cea7c2,passed
binance_30m_aa8bc8d01b860c54,passed
binance_30m_ab2ff7bb55c2525c,passed
binance_30m_ab49abcae7fe27e7,passed
binance_30m_ab7a2d71b3459434,passed
binance_30m_ac31f59124f3bfca,passed
binance_30m_ac678d3e0e03ac81,passed
binance_30m_ad177c068c586dba,passed
binance_30m_ad2c670dca7fe3fb,passed
binance_30m_add2da30b26f6d3c,passed
binance_30m_adfb5162627a6b8f,passed
binance_30m_ae84fae31d8d08be,passed
binance_30m_aec0ab7eddf969a3,passed
binance_30m_af06ae3eb5744139,passed
binance_30m_af131c7d414b2776,passed
binance_30m_b0727bda4d9436bb,passed
binance_30m_b15118aafb508bd5,passed
binance_30m_b16ca101c7fdf699,passed
binance_30m_b1b2bb9e634c344f,passed
binance_30m_b2a66d257dbc41e4,passed
binance_30m_b38cb6bb2f1c928d,passed
binance_30m_b3e686744daa1838,passed
binance_30m_b45329642b8ba069,passed
binance_30m_b4a52913d7a4bd04,passed
binance_30m_b4fe1dc9ad4143d0,passed
binance_30m_b51955d20c865a86,passed
binance_30m_b51e0e0179e1089b,passed
binance_30m_b5aacdaf6c4ffea2,passed
binance_30m_b5d60a94eb7cbbcc,passed
binance_30m_b611898a0de17df6,passed
binance_30m_b63b0d10c3d61fb2,passed
binance_30m_b64ef3b092c6b8f3,passed
binance_30m_b65b1a6383c8aab9,passed
binance_30m_b66cee6d24322f5b,passed
binance_30m_b6df34ffe3a7bb61,passed
binance_30m_b6ea06630d8ca8a0,passed
binance_30m_b7e811371797d830,passed
binance_30m_b808bde99a621711,passed
binance_30m_b987d2ee009c8805,passed
binance_30m_bab99a5b2cdb896a,passed
binance_30m_bad645bccdc6be4e,passed
binance_30m_bb1eee2fa46dd618,passed
binance_30m_bb64e70fa6232678,passed
binance_30m_bb8c7cc118aca1d6,passed
binance_30m_bc01377d3360e453,passed
binance_30m_bc29950bcb80de7c,passed
binance_30m_bc712f6156d81552,passed
binance_30m_bc77853865f8bbe9,passed
binance_30m_bcc3cc99afbdf5b1,passed
binance_30m_bcd4c96cf0c63031,passed
binance_30m_bcf470b7ce8e9a95,passed
binance_30m_bd1048bceacb34e3,passed
binance_30m_bd3683991861f5da,passed
binance_30m_bd9799e2dff86407,passed
binance_30m_be410991917f9525,passed
binance_30m_be4643fdbf8ed1b8,passed
binance_30m_bf07026c8bc9cf0f,passed
binance_30m_c00d4efe30be938e,passed
binance_30m_c0607c7c0fe1cdc3,passed
binance_30m_c06a76f39630adea,passed
binance_30m_c1593b721580407b,passed
binance_30m_c1dfecba41b4cd07,passed
binance_30m_c239a68a92bd51d4,passed
binance_30m_c2d10480af51136e,passed
binance_30m_c30f7a0f55034a2a,passed
binance_30m_c3b26c319a70d70b,passed
binance_30m_c4201017d1b456d8,passed
binance_30m_c43e10d2dd66f099,passed
binance_30m_c470e42fcbb51529,passed
binance_30m_c473cc7e09c07440,passed
binance_30m_c4f3217e19097919,passed
binance_30m_c533db20fad6c133,passed
binance_30m_c5605f3ca4af54aa,passed
binance_30m_c58b4d745094b794,passed
binance_30m_c5c4b5e1b65b9f15,passed
binance_30m_c5cb8d35ce6f86e4,passed
binance_30m_c683b509caba3515,passed
binance_30m_c6b938231bc14235,passed
binance_30m_c6d56eb449a0b269,passed
binance_30m_c748c0d43941cbb5,passed
binance_30m_c76d609482778ab3,passed
binance_30m_c794fc50f7d9c57d,passed
binance_30m_c87559d79193bf31,passed
binance_30m_c967ddf4dff86cad,passed
binance_30m_c9e7648878d0dd8b,passed
binance_30m_ca198b5ca492f725,passed
binance_30m_cc9bff1c97ddff96,passed
binance_30m_cd37f10a7947085a,passed
binance_30m_ceaae31e12bb13fb,passed
binance_30m_cf210189f4b0a51e,passed
binance_30m_cf3badc8b225b4e1,passed
binance_30m_cf5eb460f2f7fa7e,passed
binance_30m_cf7c7c7fe0d91e01,passed
binance_30m_cf80c83d7264ea34,passed
binance_30m_cf8dae5501d129ae,passed
binance_30m_cfe91ae8f21c25be,passed
binance_30m_cfec06e4c02a3f35,passed
binance_30m_d0b2226219dc8bd1,passed
binance_30m_d0b8c593cac93d79,passed
binance_30m_d113af460ef98e23,passed
binance_30m_d174ecbde3343ca4,passed
binance_30m_d1bb1cd18cadd853,passed
binance_30m_d1c53dcfe83b2a4a,passed
binance_30m_d1d56cee34d09a05,passed
binance_30m_d20ea430ef1d937d,passed
binance_30m_d253f801726912d2,passed
binance_30m_d2b508c88abebd78,passed
binance_30m_d3804097bf34d64a,passed
binance_30m_d3c29e17d3606d4c,passed
binance_30m_d43700abfc670133,passed
binance_30m_d49a3e8178d20e4e,passed
binance_30m_d4c396a46f9bf691,passed
binance_30m_d65f39fbacfacac8,passed
binance_30m_d69366faba0289ce,passed
binance_30m_d7d8ea503fd0e86d,passed
binance_30m_d8351f95ea7c7868,passed
binance_30m_d8880ff721f15735,passed
binance_30m_d8a4b995802f6efa,passed
binance_30m_d8b999877a336998,passed
binance_30m_d93980321c597666,passed
binance_30m_d97a9a1f1a736a10,passed
binance_30m_d99e58a17ad794ab,passed
binance_30m_db2c6c13ef885d26,passed
binance_30m_db69631d719dfcdf,passed
binance_30m_db8614b129d92f12,passed
binance_30m_dbc23fbfb175b745,passed
binance_30m_dc20226041f7e129,passed
binance_30m_dcb3c9a81d320b0d,passed
binance_30m_dce6c81f284788fe,passed
binance_30m_dd2d2cdfdfe36c4d,passed
binance_30m_dd6217e4a2f79027,passed
binance_30m_dd6520bf4cbae8cf,passed
binance_30m_ddac0d56130b5e24,passed
binance_30m_ddd25a308094e076,passed
binance_30m_de07d7510577f0df,passed
binance_30m_de8ebcc986e9de15,passed
binance_30m_df5121d068f93285,passed
binance_30m_dfccdbdf2b9ec1fa,passed
binance_30m_dfd673a5847db8f4,passed
binance_30m_dfd796d7f4575833,passed
binance_30m_e08380d7fa8bf956,passed
binance_30m_e0c125a5952f12d0,passed
binance_30m_e188f139026c8e25,passed
binance_30m_e1a0b237a006a19a,passed
binance_30m_e1e1e8993fb32583,passed
binance_30m_e1f6a5e9d0ee7048,passed
binance_30m_e2299f302fd1b76a,passed
binance_30m_e23c8683caf9d0d9,passed
binance_30m_e24ce2aa6208ad77,passed
binance_30m_e27b89cf419eeef4,passed
binance_30m_e356f037ca24c7e6,passed
binance_30m_e3e737fa64d5ab3a,passed
binance_30m_e42f6852cc27612f,passed
binance_30m_e438299518edc80d,passed
binance_30m_e533d64f9fe71488,passed
binance_30m_e547be560400ef6f,passed
binance_30m_e56069ebd343b3ba,passed
binance_30m_e5ab19d845e0d36b,passed
binance_30m_e5ad036a520d24ac,passed
binance_30m_e6187acd2d2a5b94,passed
binance_30m_e6b986577b20351a,passed
binance_30m_e6c95fd8ddc9d44b,passed
binance_30m_e70a798127bb3064,passed
binance_30m_e784fa7e89254d63,passed
binance_30m_e883d23acd5ca7a5,passed
binance_30m_e8a81f0b751876eb,passed
binance_30m_e8e7309b73a1f1e8,passed
binance_30m_e8e88d26854ee1b0,passed
binance_30m_e93e324b9e4d517d,passed
binance_30m_ea1335653b41b65a,passed
binance_30m_ea7de644e9f0acbf,passed
binance_30m_ea9a128eb8304ab2,passed
binance_30m_eaa51ca564971b7a,passed
binance_30m_eae03d42145ecc46,passed
binance_30m_ebebd76e04fa5882,passed
binance_30m_ed8c2e77927d4d69,passed
binance_30m_ed954922ed820b20,passed
binance_30m_ef17e13ba22b47e9,passed
binance_30m_ef3ffbc419f42c99,passed
binance_30m_efdd9e1f40a0e70a,passed
binance_30m_efdfa5f57747075a,passed
binance_30m_f04a655d7a029900,passed
binance_30m_f068f867eb75cfef,passed
binance_30m_f06f29b79f3969f0,passed
binance_30m_f15f3978f9548209,passed
binance_30m_f2d06bcad616bbf1,passed
binance_30m_f32dd6b0dfce2f11,passed
binance_30m_f3f7fe6a8789a155,passed
binance_30m_f498d2d5acf8adfc,passed
binance_30m_f5462f19505aadb9,passed
binance_30m_f5648057a98ac125,passed
binance_30m_f575d0d2a9cd870d,passed
binance_30m_f5d7cb71517f81df,passed
binance_30m_f625e3d99af6ef96,passed
binance_30m_f6bc7eaa6fb9524e,passed
binance_30m_f6d255156a9cb7f9,passed
binance_30m_f75668bbf9af4de5,passed
binance_30m_f75dee9f62637ff3,passed
binance_30m_f76c8fa6e6fabaa5,passed
binance_30m_f783792211a554e0,passed
binance_30m_f888c14e7000f7df,passed
binance_30m_fad109ea52693aa7,passed
binance_30m_fb10eec59cdd11c0,passed
binance_30m_fb2d584f15dd1bcd,passed
binance_30m_fb594d42614a17b9,passed
binance_30m_fbfc3ff16129c39c,passed
binance_30m_fc46c9d8e7033956,passed
binance_30m_fcb60fc8373cf1e1,passed
binance_30m_fcf71294b2258657,passed
binance_30m_fcf99efcc0cabfc8,passed
binance_30m_fd1885fb17381ae5,passed
binance_30m_fe150e2409ffb7d5,passed
binance_30m_fea34669f94e14ca,passed
binance_30m_fed321a7f972c1cf,passed
binance_30m_fee2246d31a5cc7b,passed
binance_30m_feeb132824750962,passed
binance_30m_ff1848b29b1472f0,passed
binance_30m_ff30f5fb97e0b84a,passed
binance_60m_0032817929e0750e,passed
binance_60m_0091d2bce86c72a4,passed
binance_60m_00b77f282c75f1a1,passed
binance_60m_00eb60f6f88216b4,passed
binance_60m_00f7619b6bb861a3,passed
binance_60m_016c042c0e8b5dfe,passed
binance_60m_01cc689088352155,passed
binance_60m_01da0483fcb56fb7,passed
binance_60m_02673efae3969bbd,passed
binance_60m_04543cf6053a8cb2,passed
binance_60m_04d09509ac121ec7,passed
binance_60m_05f46e8174e0dbec,passed
binance_60m_0636c02b0f1be1c2,passed
binance_60m_087cf459b9eda4ee,passed
binance_60m_0a117dfcdf5c1f50,passed
binance_60m_0a484d123f55531f,passed
binance_60m_0abcdf9ffc4b9a39,passed
binance_60m_0ae35186ca58f5a8,passed
binance_60m_0afd43326a2c5207,passed
binance_60m_0b3b8b3e1db7f8c4,passed
binance_60m_0baf85b1987719cb,passed
binance_60m_0c905e637c54afd6,passed
binance_60m_0cb7147f1b1b57aa,passed
binance_60m_0d260da8c0ce8d9a,passed
binance_60m_0d3e1a7f721a0dbf,passed
binance_60m_0d78251cbfaaf149,passed
binance_60m_0d879151fb8e4fc9,passed
binance_60m_0da617d27f9bedb2,passed
binance_60m_0da8786982469598,passed
binance_60m_0def0f260b898e6c,passed
binance_60m_0eddb143d0aeee36,passed
binance_60m_0ee8f1e4eb841be1,passed
binance_60m_0f550bff772ba061,passed
binance_60m_1064c25ac2bb39e7,passed
binance_60m_10b63f65c83aec36,passed
binance_60m_10c6d9209d12ab28,passed
binance_60m_10d0fe940b566929,passed
binance_60m_11f4a2fff2168c65,passed
binance_60m_132192e017f8b203,passed
binance_60m_133c4b72178479d4,passed
binance_60m_138b959c6239bc2d,passed
binance_60m_147099dda5bc0fc6,passed
binance_60m_147c0448b2549a63,passed
binance_60m_1540a54116a04872,passed
binance_60m_154b20a72aff1053,passed
binance_60m_15e8d64eb6508555,passed
binance_60m_160e00e6f0856c62,passed
binance_60m_16106f71abbc4fd0,passed
binance_60m_1668fca7023b95a4,passed
binance_60m_166dc1fbd4ab1be1,passed
binance_60m_17492d1e62a42fe8,passed
binance_60m_17fc0404607781cd,passed
binance_60m_1802c3e6a94c761b,passed
binance_60m_1809b6ce0da39f95,passed
