合约,周期分钟,模式,实际K线数,窗口理论K线数,预热就绪K线数,数据断档数,原版_原始候选数,回踩_原始候选数,原版_确认数,回踩_确认数,原版_入场数,回踩_入场数,原版_已平仓数,回踩_已平仓数,原版_截尾未完成数,回踩_截尾未完成数,原版_净胜率小数,回踩_净胜率小数,原版_平均净R,回踩_平均净R,原版_平均净bp,回踩_平均净bp,原版_净R合计非账户收益,回踩_净R合计非账户收益,原版_净收益至少5R笔数,回踩_净收益至少5R笔数,原版_随机配对笔数,回踩_随机配对笔数,原版_配对随机平均净bp,回踩_配对随机平均净bp,原版_配对目标平均净bp,回踩_配对目标平均净bp,原版_配对超额bp,回踩_配对超额bp,原版_后段已平仓数,回踩_后段已平仓数,原版_后段平均净R,回踩_后段平均净R,原版_后段平均净bp,回踩_后段平均净bp,回踩减原版_平均净bp,回踩减原版_平均净R
BATUSDT,60,普通多空,1492,1492,1492,0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,0.6666666666666666,,2.1455261313399183,,479.140017205011,,6.4365783940197545,,1.0,0.0,3.0,0.0,318.3730394040963,,479.14001720501096,,160.76697780091467,,1.0,0.0,0.8509602122015958,,452.230053566395,,,
BBUSDT,15,联合多头,5968,5968,5968,0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,-1.077407977103885,-1.0744000000000014,-301.2752132466468,-288.817204301073,-4.30963190841554,-1.0744000000000014,0.0,0.0,4.0,1.0,-78.69111530625975,-268.648648648648,-301.2752132466468,-288.817204301073,-222.58409794038698,-20.168555652425,2.0,1.0,-1.090626598465473,-1.0744000000000014,-249.58634934703701,-288.817204301073,12.458008945573795,0.0030079771038835634
BBUSDT,15,普通多空,5968,5968,5968,0,10.0,10.0,10.0,1.0,9.0,1.0,9.0,1.0,0.0,0.0,0.1111111111111111,0.0,-0.3335324414078494,-1.0744000000000014,-84.61992148957745,-288.817204301073,-3.0017919726706443,-1.0744000000000014,1.0,0.0,9.0,0.0,222.74945059143587,,-84.61992148957745,,-307.36937208101335,,5.0,1.0,0.2744695299259759,-1.0744000000000014,67.9351436935012,-288.817204301073,-204.19728281149554,-0.740867558592152
BBUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,-1.089714285714289,,-242.929936305731,,-1.089714285714289,,0.0,0.0,1.0,0.0,156.017601760176,,-242.929936305731,,-398.947538065907,,1.0,0.0,-1.089714285714289,,-242.929936305731,,,
BBUSDT,60,普通多空,1492,1492,1492,0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,0.5,0.0,0.49344193607810294,-0.2417826086956524,259.71916852323324,-270.608272506083,1.9737677443124118,-0.2417826086956524,0.0,0.0,4.0,0.0,22.84560817600376,,259.7191685232333,,236.8735603472295,,2.0,1.0,-0.0207507598784209,-0.2417826086956524,162.65267890595806,-270.608272506083,-530.3274410293162,-0.7352245447737553
BCHUSDT,15,联合多头,5968,5968,5968,0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,-1.1680233413535626,-1.1990976744186022,-151.79837413567174,-120.453207494276,-4.67209336541425,-1.1990976744186022,0.0,0.0,4.0,0.0,-29.432533573593997,,-151.79837413567174,,-122.36584056207774,,3.0,0.0,-1.1431068793805064,,-168.27064001962765,,31.345166641395735,-0.031074333065039594
BCHUSDT,15,普通多空,5968,5968,5968,0,10.0,10.0,10.0,2.0,9.0,2.0,9.0,2.0,0.0,0.0,0.1111111111111111,0.0,-0.1552432551534184,-1.0742691951511363,22.933268446448675,-147.912554160361,-1.3971892963807657,-2.1485383903022726,1.0,0.0,9.0,1.0,-37.59884544772655,-199.941358396593,22.93326844644868,-175.371900826446,60.53211389417523,24.569457570146994,6.0,1.0,0.41608527788161553,-0.9494407158836704,79.8429764401555,-175.371900826446,-170.84582260680966,-0.9190259399977179
BCHUSDT,60,联合多头,1492,1492,1492,0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,,-0.8289472845734578,,-206.42149108144199,,-3.315789138293831,,0.0,0.0,4.0,0.0,-108.14506317341,,-206.421491081442,,-98.276427908032,,1.0,0.0,-1.0918538324420697,,-237.73724044246,,,
BCHUSDT,60,普通多空,1492,1492,1492,0,8.0,8.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,,-1.113827856534342,,-217.70485083843786,,-8.910622852274736,,0.0,0.0,8.0,0.0,292.87321445781834,,-217.7048508384379,,-510.57806529625617,,1.0,0.0,-1.0918538324420697,,-237.73724044246,,,
BEAMXUSDT,15,联合多头,5968,5968,5968,0,11.0,11.0,11.0,1.0,11.0,1.0,10.0,1.0,1.0,0.0,0.2,1.0,0.7651443481958377,5.318376811594195,143.4088513712303,2420.633245382584,7.651443481958377,5.318376811594195,1.0,1.0,10.0,0.0,201.2519082596785,,143.40885137123027,,-57.843056888448174,,6.0,1.0,1.9802585161148096,5.318376811594195,345.3245905396373,2420.633245382584,2277.2243940113535,4.553232463398357
BEAMXUSDT,15,普通多空,5968,5968,5968,0,19.0,19.0,19.0,2.0,16.0,2.0,15.0,2.0,1.0,0.0,0.2,0.5,0.3756603393533859,2.0756589940323926,55.37362157393007,1140.4574677617154,5.634905090300788,4.151317988064785,1.0,1.0,15.0,1.0,-110.70642495068647,-153.802816901407,55.373621573930066,-139.718309859153,166.08004652461653,14.084507042254005,8.0,1.0,1.2175078782107351,5.318376811594195,180.631907812117,2420.633245382584,1085.0838461877854,1.6999986546790067
BEAMXUSDT,60,联合多头,1492,1492,1492,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,,0.3300339277443244,,445.880617751367,,0.6600678554886488,,0.0,0.0,2.0,0.0,-153.17955035241,,445.880617751367,,599.060168103777,,2.0,0.0,0.3300339277443244,,445.880617751367,,,
BEAMXUSDT,60,普通多空,1492,1492,1492,0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.25,,-0.06409767351385104,,157.8470987974555,,-0.25639069405540416,,0.0,0.0,4.0,0.0,296.5748233634213,,157.8470987974555,,-138.7277245659658,,3.0,0.0,-0.07551294740118449,,212.37774256386766,,,
BEATUSDT,15,联合多头,5968,5968,5968,0,10.0,10.0,10.0,2.0,10.0,2.0,10.0,2.0,0.0,0.0,0.3,1.0,-0.4397000179786582,0.8366271876680564,-174.26827642840692,705.2288657852976,-4.397000179786582,1.6732543753361129,0.0,0.0,10.0,0.0,61.1396573896769,,-174.26827642840695,,-235.40793381808376,,6.0,0.0,-0.8549957435418997,,-315.21525467212797,,879.4971422137045,1.2763272056467145
BEATUSDT,15,普通多空,5968,5968,5968,0,16.0,16.0,16.0,1.0,12.0,1.0,12.0,1.0,0.0,0.0,0.3333333333333333,1.0,-0.1846892628882126,0.7472697768762677,7.829636669997235,472.43395742498,-2.216271154658551,0.7472697768762677,0.0,0.0,12.0,0.0,240.49149766785612,,7.829636669997217,,-232.66186099785895,,8.0,0.0,-0.7452771914517335,,-246.91759882856826,,464.6043207549828,0.9319590397644804
BEATUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,-1.0494444444444448,,-424.494382022471,,-1.0494444444444448,,0.0,0.0,1.0,0.0,-376.731875719218,,-424.494382022471,,-47.76250630325302,,1.0,0.0,-1.0494444444444448,,-424.494382022471,,,
BEATUSDT,60,普通多空,1492,1492,1492,0,3.0,3.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,-1.0409170274170272,,-530.988169359271,,-2.0818340548340544,,0.0,0.0,2.0,0.0,-330.96340918282647,,-530.988169359271,,-200.0247601764445,,2.0,0.0,-1.0409170274170272,,-530.988169359271,,,
BELUSDT,15,联合多头,5968,5968,5968,0,8.0,8.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.25,,0.38067873549620446,,57.850681161182365,,3.0454298839696357,,1.0,0.0,8.0,0.0,200.47876858284536,,57.850681161182365,,-142.628087421663,,5.0,0.0,-0.6041640337338743,,-75.234496161767,,,
BELUSDT,15,普通多空,5968,5968,5968,0,17.0,17.0,17.0,1.0,13.0,1.0,13.0,1.0,0.0,0.0,0.38461538461538464,1.0,0.3318285122315284,0.4920562500000085,13.775706806099928,133.767734262171,4.31377065900987,0.4920562500000085,1.0,0.0,13.0,0.0,-76.64503144724178,,13.77570680609992,,90.4207382533417,,8.0,1.0,-0.09777434177446734,0.4920562500000085,-52.97880479418299,133.767734262171,119.99202745607106,0.1602277377684801
BELUSDT,60,联合多头,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
BELUSDT,60,普通多空,1492,1492,1492,0,3.0,3.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,,0.18223308018761564,,-110.62072334487348,,0.3644661603752313,,0.0,0.0,2.0,0.0,-144.06587642301,,-110.6207233448735,,33.4451530781365,,1.0,0.0,-1.0485743801652896,,-431.739685240324,,,
BERAUSDT,15,联合多头,5968,5968,5968,0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0,0.3333333333333333,0.0,-0.6650423499361374,-1.074980392156862,-148.68428028644868,-286.736401673639,-1.9951270498084122,-1.074980392156862,0.0,0.0,3.0,0.0,-27.56349965210066,,-148.68428028644868,,-121.12078063434801,,1.0,1.0,-1.1303448275862042,-1.074980392156862,-173.439153439152,-286.736401673639,-138.05212138719034,-0.4099380422207245
BERAUSDT,15,普通多空,5968,5968,5968,0,12.0,12.0,12.0,1.0,10.0,1.0,9.0,1.0,1.0,0.0,0.4444444444444444,0.0,-0.187301022568357,-1.074980392156862,-30.967508934634125,-286.736401673639,-1.685709203115213,-1.074980392156862,0.0,0.0,9.0,0.0,86.42830388923254,,-30.96750893463412,,-117.39581282386669,,5.0,1.0,0.27928603239282757,-1.074980392156862,80.39286047969499,-286.736401673639,-255.7688927390049,-0.8876793695885049
BERAUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,-1.057562499999999,,-367.4484256243199,,-1.057562499999999,,0.0,0.0,1.0,0.0,45.89785831960501,,-367.44842562431995,,-413.34628394392496,,1.0,0.0,-1.057562499999999,,-367.4484256243199,,,
BERAUSDT,60,普通多空,1492,1492,1492,0,5.0,5.0,5.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.3333333333333333,0.0,-0.35089042397660836,-1.0238888888888893,-207.43668195119463,-857.209302325583,-1.052671271929825,-1.0238888888888893,0.0,0.0,3.0,0.0,-371.61343746176505,,-207.43668195119466,,164.17675551057033,,2.0,1.0,-1.0474023026315786,-1.0238888888888893,-462.237497153596,-857.209302325583,-649.7726203743885,-0.6729984649122809
BICOUSDT,15,联合多头,5968,5968,5968,0,6.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.3333333333333333,,-0.20979130332035142,,-88.99481600486901,,-1.2587478199221085,,0.0,0.0,6.0,0.0,142.4764236122973,,-88.99481600486902,,-231.47123961716633,,5.0,0.0,-0.028892421127279366,,-67.793779205843,,,
BICOUSDT,15,普通多空,5968,5968,5968,0,18.0,18.0,18.0,3.0,12.0,3.0,12.0,3.0,0.0,0.0,0.25,0.0,-0.4418712627553883,-0.9299277972709549,-87.26264302238866,-348.79874412204407,-5.30245515306466,-2.7897833918128647,0.0,0.0,12.0,1.0,-111.28742106629353,202.984562607203,-87.26264302238864,-318.86148007590003,24.024778043904828,-521.846042683103,8.0,3.0,-0.6571295538807429,-0.9299277972709549,-218.33600463505203,-348.79874412204407,-261.5361010996554,-0.4880565345155666
BICOUSDT,60,联合多头,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
BICOUSDT,60,普通多空,1492,1492,1492,0,3.0,3.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,,1.3931796606282936,,494.89958936985647,,2.786359321256587,,0.0,0.0,2.0,0.0,228.314446391534,,494.89958936985647,,266.58514297832255,,1.0,0.0,-0.0568651685393267,,-49.11208151382901,,,
BIDUSDT,15,联合多头,5968,5968,5968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
BIDUSDT,15,普通多空,5968,5968,5968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
BIDUSDT,60,联合多头,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
BIDUSDT,60,普通多空,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
BIGTIMEUSDT,15,联合多头,5968,5968,5968,0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.4,,-0.21180782919077465,,51.39077007509361,,-1.0590391459538733,,0.0,0.0,5.0,0.0,222.3237968268112,,51.390770075093606,,-170.9330267517176,,2.0,0.0,-0.23148239538239263,,-2.436365804900497,,,
BIGTIMEUSDT,15,普通多空,5968,5968,5968,0,16.0,16.0,16.0,4.0,12.0,4.0,12.0,4.0,0.0,0.0,0.5833333333333334,0.0,2.2957071356315333,-1.092341122991247,316.6236082716236,-244.04712081017948,27.548485627578398,-4.369364491964988,3.0,0.0,12.0,1.0,0.5698923850790041,-43.705324580598,316.6236082716235,-296.051188299817,316.0537158865446,-252.34586371921898,7.0,3.0,0.7397091173455786,-1.0989713869463866,66.82702500442716,-226.71243164696696,-560.6707290818031,-3.3880482586227805
BIGTIMEUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.3912116788321134,0.4461931464174458,488.803342285883,207.99883822248,2.3912116788321134,0.4461931464174458,0.0,0.0,1.0,1.0,585.3305225116679,502.934409084117,488.803342285883,207.99883822248,-96.52718022578499,-294.935570861637,1.0,1.0,2.3912116788321134,0.4461931464174458,488.803342285883,207.99883822248,-280.804504063403,-1.9450185324146676
BIGTIMEUSDT,60,普通多空,1492,1492,1492,0,4.0,4.0,4.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.349946432900017,0.4461931464174458,576.7355994822066,207.99883822248,7.049839298700051,0.4461931464174458,0.0,0.0,3.0,0.0,483.45073087794765,,576.7355994822066,,93.28486860425897,,1.0,1.0,2.3912116788321134,0.4461931464174458,488.803342285883,207.99883822248,-368.73676125972656,-1.903753286482571
BIOUSDT,15,联合多头,5968,5968,5968,0,9.0,9.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.1111111111111111,,-0.8576385894843694,,-143.649913567006,,-7.718747305359325,,0.0,0.0,9.0,0.0,-153.7083634673449,,-143.649913567006,,10.05844990033889,,4.0,0.0,-0.9253942831687181,,-177.73369400253725,,,
BIOUSDT,15,普通多空,5968,5968,5968,0,22.0,22.0,22.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.125,,-0.7715524454290819,,-134.89763985636648,,-12.34483912686531,,0.0,0.0,16.0,0.0,83.78978052050682,,-134.8976398563665,,-218.68742037687332,,8.0,0.0,-0.8949970004754029,,-167.28143343763526,,,
BIOUSDT,60,联合多头,1492,1492,1492,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,,5.521062500000028,,990.2410648643764,,11.042125000000055,,1.0,0.0,2.0,0.0,1078.2672733903596,,990.2410648643764,,-88.02620852598312,,1.0,0.0,-1.0620000000000014,,-342.58064516128997,,,
BIOUSDT,60,普通多空,1492,1492,1492,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,,5.521062500000028,,990.2410648643764,,11.042125000000055,,1.0,0.0,2.0,0.0,-237.825293023636,,990.2410648643764,,1228.0663578880124,,1.0,0.0,-1.0620000000000014,,-342.58064516128997,,,
BIRBUSDT,15,联合多头,5968,5968,5968,0,9.0,9.0,9.0,2.0,9.0,2.0,9.0,2.0,0.0,0.0,0.2222222222222222,0.5,-0.581663614931588,-0.0995550389599208,-139.5756855094648,-114.638470911341,-5.234972534384292,-0.1991100779198416,0.0,0.0,9.0,0.0,216.16744417243467,,-139.57568550946473,,-355.7431296818994,,4.0,1.0,-0.6096931285399105,0.8439550561797764,-133.8303579843385,255.135869565217,24.937214598123788,0.48210857597166723
BIRBUSDT,15,普通多空,5968,5968,5968,0,17.0,17.0,17.0,3.0,15.0,3.0,15.0,3.0,0.0,0.0,0.26666666666666666,0.3333333333333333,-0.5294498760676889,-0.4091757211156591,-150.39469486968937,-317.69296233464564,-7.941748141015333,-1.2275271633469773,0.0,0.0,15.0,2.0,-18.85203016166847,443.710465903003,-150.3946948696894,-234.333037808019,-131.54266470802094,-678.043503711022,6.0,1.0,-0.4566197650398194,0.8439550561797764,-104.49849408456568,255.135869565217,-167.29826746495627,0.12027415495202981
BIRBUSDT,60,联合多头,1492,1492,1492,0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.5,,0.2619204069582436,,81.27065190164451,,1.0476816278329744,,0.0,0.0,4.0,0.0,13.716164265881241,,81.2706519016445,,67.55448763576325,,3.0,0.0,-0.3084599415603333,,-109.20704800349932,,,
BIRBUSDT,60,普通多空,1492,1492,1492,0,7.0,7.0,7.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.3333333333333333,,0.11453287827307553,,-16.792836804665,,0.6871972696384532,,0.0,0.0,6.0,0.0,-226.02845013241048,,-16.792836804664994,,209.23561332774548,,4.0,0.0,-0.054848398660055864,,-108.14395417321296,,,
BLESSUSDT,15,联合多头,5968,5968,5968,0,10.0,10.0,10.0,1.0,10.0,1.0,10.0,1.0,0.0,0.0,0.5,0.0,4.818000876632466,-0.1474167987321697,989.0710958851739,-109.306698002349,48.18000876632466,-0.1474167987321697,1.0,0.0,10.0,1.0,-70.4108960873676,-627.8009093084489,989.0710958851743,-109.306698002349,1059.481991972542,518.4942113061,6.0,0.0,-0.07144658885416973,,-13.787336580174335,,-1098.377793887523,-4.965417675364636
BLESSUSDT,15,普通多空,5968,5968,5968,0,28.0,28.0,28.0,4.0,20.0,4.0,20.0,3.0,0.0,1.0,0.35,0.0,2.4252971612813212,-0.530874700678125,568.2497109951145,-415.1488661938817,48.505943225626424,-1.5926241020343752,1.0,0.0,20.0,0.0,19.00262404895544,,568.2497109951147,,549.2470869461591,,10.0,0.0,0.15929357368441321,,33.228347663074395,,-983.3985771889961,-2.9561718619594464
BLESSUSDT,60,联合多头,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
BLESSUSDT,60,普通多空,1492,1492,1492,0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.692713114754104,,920.075740699488,,1.692713114754104,,0.0,0.0,1.0,0.0,-390.414768640612,,920.075740699488,,1310.4905093401,,1.0,0.0,1.692713114754104,,920.075740699488,,,
BLUAIUSDT,15,联合多头,5968,5968,5968,0,7.0,7.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.14285714285714285,,-0.7310255906473504,,-137.79693955194915,,-5.117179134531453,,0.0,0.0,7.0,0.0,73.34790596992556,,-137.79693955194915,,-211.1448455218747,,1.0,0.0,-1.129261083743844,,-174.725609756097,,,
BLUAIUSDT,15,普通多空,5968,5968,5968,0,17.0,17.0,17.0,1.0,14.0,1.0,14.0,1.0,0.0,0.0,0.14285714285714285,1.0,-0.6189728110671874,0.7455547445255448,-105.4440318963982,172.259043764229,-8.665619354940624,0.7455547445255448,0.0,0.0,14.0,0.0,88.62147018205886,,-105.44403189639822,,-194.06550207845706,,5.0,0.0,-0.27529371603029856,,-22.717462083336798,,277.7030756606272,1.364527555592732
BLUAIUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,-1.072774373259053,,-294.822016382148,,-1.072774373259053,,0.0,0.0,1.0,0.0,-274.76245122790897,,-294.822016382148,,-20.05956515423901,,1.0,0.0,-1.072774373259053,,-294.822016382148,,,
BLUAIUSDT,60,普通多空,1492,1492,1492,0,5.0,5.0,5.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,,-1.041892491756674,,-733.7312718735293,,-3.125677475270022,,0.0,0.0,3.0,0.0,-422.78607471807334,,-733.7312718735293,,-310.94519715545596,,2.0,0.0,-1.0438515376350106,,-827.2616082400574,,,
BLURUSDT,15,联合多头,5968,5968,5968,0,6.0,6.0,6.0,1.0,6.0,1.0,6.0,1.0,0.0,0.0,0.5,1.0,0.4975462790652272,0.440520547945206,70.70153493096284,167.40239458615298,2.985277674391363,0.440520547945206,0.0,0.0,6.0,0.0,257.2575389855609,,70.70153493096282,,-186.55600405459813,,4.0,1.0,0.06736248079877422,0.440520547945206,57.36440218779576,167.40239458615298,96.70085965519014,-0.057025731120021184
BLURUSDT,15,普通多空,5968,5968,5968,0,22.0,22.0,22.0,5.0,16.0,4.0,16.0,4.0,0.0,0.0,0.375,0.5,-0.13733111940338555,-0.23676152968036743,-49.87472139324825,-30.823398501254758,-2.197297910454169,-0.9470461187214697,0.0,0.0,16.0,1.0,-38.85224982288693,-34.367816091953,-49.87472139324825,125.772594752185,-11.022471570361319,160.14041084413802,9.0,2.0,-0.615472669559959,-0.3179897260273981,-118.64272149441435,-57.017756955289514,19.051322891993493,-0.09943041027698188
BLURUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,-1.0525925925925932,,-400.281690140845,,-1.0525925925925932,,0.0,0.0,1.0,0.0,-295.362318840578,,-400.281690140845,,-104.91937130026702,,0.0,0.0,,,,,,
BLURUSDT,60,普通多空,1492,1492,1492,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,-1.0578677248677244,,-368.5118857944045,,-2.115735449735449,,0.0,0.0,2.0,0.0,-132.90662918342701,,-368.51188579440446,,-235.6052566109775,,0.0,0.0,,,,,,
BLZUSDT,15,联合多头,5968,5968,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
BLZUSDT,15,普通多空,5968,5968,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
BLZUSDT,60,联合多头,1492,1492,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
BLZUSDT,60,普通多空,1492,1492,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
BMTUSDT,15,联合多头,5968,5968,5968,0,8.0,8.0,8.0,1.0,8.0,1.0,8.0,1.0,0.0,0.0,0.75,1.0,5.073106767045721,4.220127659574471,867.3700282984464,1494.694800301432,40.58485413636577,4.220127659574471,2.0,0.0,8.0,0.0,204.78796889871413,,867.3700282984464,,662.5820593997323,,3.0,0.0,9.13282864721486,,1737.9695957425217,,627.3247720029856,-0.85297910747125
BMTUSDT,15,普通多空,5968,5968,5968,0,17.0,17.0,17.0,2.0,13.0,2.0,13.0,2.0,0.0,0.0,0.6153846153846154,1.0,3.1195108814984898,2.798160603980783,544.3774569837424,929.8195986109375,40.55364145948037,5.596321207961566,2.0,0.0,13.0,0.0,138.3363734676806,,544.3774569837424,,406.0410835160618,,5.0,0.0,5.230785824692552,,989.7704086844478,,385.44214162719516,-0.32135027751770684
BMTUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.7540277777777808,,292.66846361186,,0.7540277777777808,,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,0.7540277777777808,,292.66846361186,,,
BMTUSDT,60,普通多空,1492,1492,1492,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,,0.12213857082273277,,-454.90226279190847,,0.24427714164546555,,0.0,0.0,2.0,0.0,-351.9014639871565,,-454.9022627919085,,-103.00079880475198,,2.0,0.0,0.12213857082273277,,-454.90226279190847,,,
BNBUSDT,15,联合多头,5968,5968,5968,0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,0.5,1.0,1.8495514600199903,2.154537180910138,35.168032261723496,277.791960618767,7.398205840079961,2.154537180910138,1.0,0.0,4.0,0.0,-5.779762889536501,,35.168032261723496,,40.947795151259996,,2.0,1.0,0.8517737165001352,2.154537180910138,62.139217644009506,277.791960618767,242.6239283570435,0.30498572089014764
BNBUSDT,15,普通多空,5968,5968,5968,0,14.0,14.0,14.0,1.0,12.0,1.0,12.0,1.0,0.0,0.0,0.16666666666666666,1.0,-0.22110054624427863,2.154537180910138,-32.70643030721425,277.791960618767,-2.6532065549313435,2.154537180910138,1.0,0.0,12.0,0.0,-16.782561175856422,,-32.706430307214255,,-15.923869131357833,,4.0,1.0,-0.201977963706108,2.154537180910138,-19.27633495691824,277.791960618767,310.49839092598125,2.3756377271544165
BNBUSDT,60,联合多头,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
BNBUSDT,60,普通多空,1492,1492,1492,0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,-0.3461702135780955,-0.6898554323897327,-45.5820627299815,-111.96215158718701,-0.692340427156191,-1.3797108647794654,0.0,0.0,2.0,0.0,-94.12153925619849,,-45.58206272998151,,48.539476526217,,0.0,0.0,,,,,-66.38008885720551,-0.34368521881163716
BNTUSDT,15,联合多头,5968,5968,5968,0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.8019749999999597,2.182800000000001,110.706974459557,163.383233532934,7.207899999999839,2.182800000000001,0.0,0.0,4.0,0.0,-31.888801635330758,,110.706974459557,,142.59577609488775,,1.0,0.0,1.6236000000000004,,154.825174825175,,52.67625907337701,0.3808250000000415
BNTUSDT,15,普通多空,5968,5968,5968,0,12.0,12.0,12.0,2.0,11.0,2.0,11.0,2.0,0.0,0.0,0.45454545454545453,0.5,0.24696092693354535,0.5241179487179505,5.707425444257999,-2.6224076237769935,2.7165701962689988,1.048235897435901,0.0,0.0,11.0,0.0,26.073712298591364,,5.707425444258,,-20.366286854333353,,4.0,0.0,0.5536598530595842,,48.1195498713205,,-8.329833068034993,0.27715702178440516
