asset,source_status,venue,stream_key,cache_sha256,return_rows
COLLECT,selected,binance,binance_30m_0ce1c6e545c39f9c,aeb7fc3b0ad61822ff0e9b91b0262b3fc4c707f9327d4153d4687e589ec1f67d,12116
COMBO,selected,binance,binance_30m_811f633e358fb43f,c4bd5d3fa6671bc362824b19103def6c5afb0d7b296d9c612fa279fd3bb86e5e,35159
COMMON,selected,binance,binance_30m_e1e1e8993fb32583,04b491f93fe54ee0b28fc17fb6314ac89ee027d66a1933bd71c3ed046a4f8d1d,15238
COMP,selected,binance,binance_30m_f5648057a98ac125,28437d759b2429b4b01365a0b391cf446695a01d71c134299417606441494592,35159
COOKIE,selected,binance,binance_30m_4feff0e371672997,74f9de0de1fdf878e96f5718953d407f57c94eeb5b565d4c40417cb1ccc9615c,29304
CORE,selected,okx,okx_30m_d00ce53785a8265c,371f991fe7c8f6777f428c71d9923032c1f9b67dc37a7031daffd0399d1fe6e0,35159
COS,selected,binance,binance_30m_628c7ae2e0d3c712,453b5aae2d154479aa947089c8ee63a6f1354982bbee5f5654997c8949263871,34053
COST,selected,okx,okx_30m_bfbcc73370eade0e,7be34b42e9abfabdc448ec6e5ff51f76e6c0816eb2b75219f59c2bd57a59dcdc,6498
COTI,selected,binance,binance_30m_0f1035d8987b9127,13ae28bfba8834e75cc6f2a9e4932867c3f4e25274bb59f711de993e6973a8e4,35159
COW,selected,binance,binance_30m_e93e324b9e4d517d,b9f902ffdfd572a4c6e4ac171904c95933ae87125bff9ded5a179215f5a45bea,32276
CRCL,selected,okx,okx_30m_c49c8712e3e6c5b4,59edaf3fbcf536dce182379a865e14bb6f0d36350c5febeb24bfe4cb84dd92fe,9391
CRDO,selected,okx,okx_30m_f82888a0d82bc7f7,0d07d0fc3dc730a2bdb55cf6dbf938cb14758119b8988563d91774c4ed8f866e,4349
CRM,selected,okx,okx_30m_faf3d241b5c80650,3c8a30968a50c6774ce412e74ee6631b09fc26e09964ff2138c7592b56efe4df,1996
CRO,selected,okx,okx_30m_13b2b8a2a31bafd3,0184b97f02fee1296d9b41c0280f700de6a8e8aafc9fe8adec7f13706411f452,35159
CROSS,selected,binance,binance_30m_53e287922d223fa4,b06c4bb5517279da0ebe171b150246b6c523bcc45c24ce22918129761b8ece7e,20474
CRV,selected,binance,binance_30m_08e7c7fcbf25e590,253f07454ba61e976cc1e7022be33b60c39e9189a230941c4e53fd7e312a5556,35159
CRWD,selected,okx,okx_30m_558563fc40efbcbd,8b966e962e89ea4d7c3c7836c41cbbbb18d3daf7fe5b05ed860df9dd951c4adb,5116
CRWV,selected,okx,okx_30m_b82bed881b2fbce6,d323a330b2473d480021d97f86b50933d6aed9b8f33f3edf62384f5d111d8a0e,7319
CSCO,selected,okx,okx_30m_9cf7039c8155aba7,4b33bae52dc446e135cc54964f7ac2db0dcb37d32da231c5a1dfa90bfb8ae4b8,5451
CTK,selected,binance,binance_30m_4b3ab0fca7c8e5bd,d43f233ae7c1c30e287eaa92a03ec4cc0968ef8d9d15a5f2f2a8198551132c1c,23882
CTR,selected,binance,binance_30m_104efc98fbc92f12,257f70f49f6e34b0c869c235ba01272491d49e2a65dcc611ee46bf14e3a556f3,5020
CTSI,selected,binance,binance_30m_236ddea7f7921940,323e8a7e8295aa91bc0c2e50c7b6b5ccdad3f378ecb351ae1d03ac9800bb65a5,35159
CUDIS,selected,binance,binance_30m_46c92c4742b9a839,2e8401284f464418013662c3c40f105a76bc4a92416a78761ddc9bfbf274e9b2,18504
CVC,selected,binance,binance_30m_7951a53c7b7b4635,44bcde5960768fc87f3b6d2a192d82c8cb1f0555ab5696262dcdbdf7515adacf,23118
CVX,selected,binance,binance_30m_46f2bc3c9adcfd66,16b3960db4ac356365fce53edeb830a0109909429e49026538138801b491c94d,19848
CXMT,selected,okx,okx_30m_7848df405870e0cd,447c0d4d07a32ff116d00c2015e417ce4df61241f318017a87618e02a16eda3d,1089
CYBER,selected,binance,binance_30m_a8799f34c49795d9,a889584da91eba5e8c4d4614a20fc6143a7c55b3acde0159f637791a7ee63f55,35159
CYS,selected,binance,binance_30m_1e8f5141e6afff7f,474589797b0d5af8a155123e5cb836cd9e5b6932e44d754dde4a8306af83a14a,13033
D,selected,binance,binance_30m_7aa4151116d22b0e,9dcd24f800d09304d05d3a785954d456edc55ad001c726cea99921a33cf70ff3,29211
DAM,selected,binance,binance_30m_af131c7d414b2776,71650288ba60e96911c9475faae721b63b1f7aafea00b208f9b3187aa8d29bb5,18598
DAR,selected,binance,binance_30m_03043952d5292113,82f40b76fba987c6c69dfa95b415b0ebe194970d3ccaf6e1618a39ef92e484fe,35159
DASH,selected,binance,binance_30m_2c80b05abaf7207b,11632e5ad2127f1f5b7c60d7135478bf4a6e95fcede0bf0bba06ad80b1699693,35159
DATA,selected,okx,okx_30m_5f54c789a29d9798,c8004eef5045512fbd5c631ca4f9852babd0e1e36dfd81386e5be647c3e3aee9,3334
DATAIP,selected,binance,binance_30m_80a54a1b6dc52dc6,c1660132c870e1b56e67a1b7cc8d56cf81614bb2c019fc360512e7517a078f49,3297
DEEP,selected,binance,binance_30m_2ddcfa656de14e6e,59826fd8ed17d683086bba4b724d0727c4d14e33d85e17024cedfb7fd61ecbc9,24270
DEFI,selected,binance,binance_30m_87f9646341c798ac,52690b08ca8c149995fc97a926eeb26603357b15c9ae5d2d941f49fa9407f435,35159
DEGEN,selected,binance,binance_30m_0dc83825e73ea105,6e07c70e3f990c1ed98d6c023b432faf5bff576b549da3bf3fa798806e95c39f,31848
DEGO,selected,binance,binance_30m_e438299518edc80d,8cf4d4d68e79b83491b377b1e1d22ebf30122a6beff7db49c161db70e6440d62,30500
DELL,selected,okx,okx_30m_5205f6a4a1e2936d,e2e78e67f7063b1d9f872557e9b2ded8b7ddac26a1dbb342034586ec1ff69c1c,5020
DENT,selected,binance,binance_30m_8a7cde333cbe7242,85acf4a293723429e3109ebf9dadcbbeb3b6a3caf8424c18708cb3d61c23c599,35159
DEXE,selected,binance,binance_30m_1cc8fc006473092e,43d0588ce10bbf5dc37c59217472a4cb8d2613f2d70c216de4ac2cdee4f4ee3a,29976
DF,selected,binance,binance_30m_bc29950bcb80de7c,9eb72bd04a64fef6faa57ba2fc9c31bbd8de17dfefc717c0839e6465397b5239,29687
DIA,selected,binance,binance_30m_0c99ec12b5ec243f,0c2ca94512c27bb4c7f2110220a3487899311c286d384ad4ad0b6c050da8af2b,33958
DKNG,selected,okx,okx_30m_a83f744c4edc6d2a,d622369ad3501ed110118068dcf2b9836928430822dc7fd297073ad6f4def2c3,4011
DMC,selected,binance,binance_30m_0e4baa65b3e67cfc,c4379fd8c147cc243309b61deaeade091c940548a97b6b8e1e10cd4bce651388,21237
DODOX,selected,binance,binance_30m_18a033ee291c479c,b22c071c44cdb860ef60b73613b8a0e76f775f51db46bf5775229121c11568ad,35159
DOGE,selected,binance,binance_30m_69ad378154fc497e,d0a1e9ecc88fe4e91fd10213b4f1ca83ff5f5c2e5d394086f14ab6630ef4729b,35159
DOGS,selected,binance,binance_30m_922d5c47edf5ffd3,8856211c213a735c90651032c83423f33b666f1c2a3053535ed324d83fc52261,35159
DOLO,selected,binance,binance_30m_bcd4c96cf0c63031,6b831f68c9dabbfac956ceba612eedb413b18edf61a5c2c12a0df9222676b5b6,23849
DOOD,selected,binance,binance_30m_0b6fcd490ca388ac,fa7773de0326f4cd55e7a6bac2fe56058dee0f6c4277b5d8f5e131c8e3fb55b9,23444
DOS,selected,binance,binance_30m_ebebd76e04fa5882,ba9f6401dfbab435f50d4d1ccbe348de7d7637637781fbb3159f68d724fc6800,1409
DOT,selected,binance,binance_30m_63b40dd40bcbe6ae,16bfdc0c1359acc2df4bdccfed80b7dc22436e1ace11781cf2bbecf15db72b05,35159
DRAM,selected,okx,okx_30m_d3716b47fc1527bb,f31fe122ff4327f3dd57f6e9ac9476698943f805e0741b483c2435ee5970228c,5981
DRIFT,selected,binance,binance_30m_6df84d5e72e7cab3,9b96d29b7156dc421e464a7e6b5c6edc08418ec2887ee2a6c374edde641c1163,32175
DUSK,selected,binance,binance_30m_6ae5de8532e5b3fa,d043ad837769a978f442b9f5ef037fdd8a033a01b5d8159f3d262152db9e4101,35159
DYDX,selected,binance,binance_30m_758326cc7db9a20f,366286fbaba72fcfb239f67671c64608db75d8963d76939f81a2f567be04ce9d,35159
DYM,selected,binance,binance_30m_915d1f4a92a36c73,7d12bfad74c4c8429f3ef33a5b272efb637cca77e4a529e94fc7cb7c7d64bf4f,35159
EDEN,selected,binance,binance_30m_59d0ce0e23beb494,510d78748e4ac99e16d394f9cd17e0c63c2da0a3116ef36a970af354161e19d2,16537
EDGE,selected,binance,binance_30m_191460eb6e155a43,c2d50ea731aafb15fa02577b0c5871593a5d9c6a7326006639f904f088c219d1,8371
EDGEX,selected,gate,gate_30m_b2533ed6e9d64a96,205d2d7aa70f53e0db6668222c2be4a48634ced92dd4466048abdba8e23490df,8370
EDU,selected,binance,binance_30m_a889e4399e4a7085,87ee6c8e8cb37b9ca176efc9ba109ab982ca0b0b6476dff54ae6189869903fd4,35159
EGLD,selected,binance,binance_30m_2bea99d20a2ef196,2e943bb935162fb8a0682e2a7d551520e527a595d5635a873de5e5b740df78d1,35159
EIGEN,selected,binance,binance_30m_0058619838018b1d,ae40959e9002f6dda14fcdcec79afd30c2cc782b75c1834469f8fc7709932927,34019
ELSA,selected,binance,binance_30m_647d899ad3d8558f,a52dc3884a4a70a9f56e57c93ec142fde8cc7cca8770ffafb30b1ab449ad37ae,11072
ENA,selected,binance,binance_30m_652e9263389181fb,b3828d9307e21de4abbc9704e70424fbf5ecdce3344735096061b6ab410f66d2,35159
ENJ,selected,binance,binance_30m_df5121d068f93285,462654b66a5f5e66b11fe8486f0926b872cc1a07169d81641c6e3c7f25c03592,35159
ENS,selected,binance,binance_30m_a7c51072946ea25b,03a34ad2c03492ea21a3a7d4338d024786e7c7dce8fcac95deba16dc24818ae5,35159
ENSO,selected,binance,binance_30m_adfb5162627a6b8f,974ec13f9edbd5aab9ab9453afa6aec22b034858d92d2974bacef399167a9270,15869
EPIC,selected,binance,binance_30m_7600e754640fd939,8ef27f20ba2e4723b882cc1f05dfd2381008a2e8afe3bc15c4623dac647aedd4,26191
EPT,selected,binance,binance_30m_6697154dba1bd534,33f0aa5fbcdbc8b4a7a3a7e21ec76c93b73758db8bef8a4538927f36286ea635,24309
ERA,selected,binance,binance_30m_c00d4efe30be938e,22947c5b6ed03e248b0bf0601e34a25ec80aeb0e8950c13bcc6259c96b67189b,20128
ESP,selected,binance,binance_30m_100ef5451c484afd,838ad5a50086f04752a99ae862fdd25e4ce47bdac4b43b8682d1081ebac27b78,10158
ESPORTS,selected,binance,binance_30m_c58b4d745094b794,ae1a2cf3bf2eb38c15beeb1d788343bafb326b1f11502720046192b80cd1f511,19563
ETC,selected,binance,binance_30m_b5aacdaf6c4ffea2,a944b7456b96ef8fe586471df4f4575ac9455aa9c9cb37d0d4adebdd214bc934,35159
ETH,selected,binance,binance_30m_a3a291a0a1e80904,178ff0977b5673d89d5f495aa35e2d2b8a77a58de36a8f08b34616648b3dfec2,35159
ETHFI,selected,binance,binance_30m_532b1f0c0b4af957,4ac5806b307a548c0190799dc61518ab7a2bbe987d6a508757243b51a88d2b32,35159
ETHW,selected,binance,binance_30m_a79071ba1ad4d203,5beae2aed37c99b5974e5b1f133bbd9c747bcf305f41728939ecd9c214e8489c,35159
EUL,selected,binance,binance_30m_06e11a180bb76f64,b6ce072efdf3ca2bd7ce19ea58c1abe3f4fca83b0fb050d90ae696b048bdad21,15906
EVAA,selected,binance,binance_30m_e533d64f9fe71488,ef235dcd4ef69ca93ac23b24ed30f67dac8e5033bbd64ef8d8778d8c1d88fc0c,16394
EWJ,selected,okx,okx_30m_2d1139b4409ac72e,776878b157b616c101d9541b3dbfde629013c00fd912300436fcf50da79a8094,8763
EWT,selected,okx,okx_30m_53e21e810655c256,7a4455b055cc67e07e3434a6e7afabb23bf90d70586eccfbc28b35ebe47fe4fb,4731
EWY,selected,okx,okx_30m_9a4062e0c2f65ac9,839bc0b1d9cdcf2129f8323c04e5b0ce20cfc99e78e0c01c3e4e0fc4266d48ac,8763
EWZ,selected,okx,okx_30m_37e51ea6d9749d2c,f31ccfcf1ab87ab70af429caf03f88803771b22559b28edf4c99ec9fa290bd77,4012
F,selected,binance,binance_30m_03e1794e005b355b,d5f6b6b8b5cc731d0471980cbbe207c89fa31eb9b068c01a585a9eaecbe55a33,21525
FARTCOIN,selected,binance,binance_30m_225e0d46d5596644,780ac626f5f37e78cda884d213f09459c411768efe21ce0bfdaf9def13507071,30153
FET,selected,binance,binance_30m_29b4b5d97a835ec8,ce0c982e3266a000e81faeb8494f0b69498d581943a81c3fd5e2b1a809820495,35159
FF,selected,binance,binance_30m_a84e846b91a78d35,093e3efdb311fc8bb0b306163cc4ae4312a42e2d21b0a26e7643ced35454dcb3,16580
FHE,selected,binance,binance_30m_e3e737fa64d5ab3a,5497d79b1e95fa1e3bc5433cc7891e5bcbc92047c1952c7fae531d64438f1565,24737
FIDA,selected,binance,binance_30m_09a95d376d37b56b,20014d3c68d7951401bf76d9c2eae18b642e2030c9ba310579ad15347df6f9ed,34582
FIGHT,selected,binance,binance_30m_b15118aafb508bd5,6aeb409cc01978639766b373a1c9286709523660718d7a724271bb66b000a7ee,11014
FIL,selected,binance,binance_30m_6b27701431fe7319,989dbe461d1736c673761d9d027ec119ae0c35092c3a21e48cc904b9a7c649a4,35159
FIO,selected,binance,binance_30m_66cf8037c992f684,fbeb5935473127b331aa132c2763806ed231ef75d4d69bf981c2fc3b59df0ab4,34536
FIS,selected,binance,binance_30m_1465af56e5ef58b2,87d98c1ce697002680445429d18ac544a993a6660dcf5954316097e79829d591,24128
FLM,selected,binance,binance_30m_68def4d3a2d958cf,1966bbd2b4c6a55e4ef965604e1ab5ad767523c7f13561b4388fe3f0d8261d6a,35159
FLNC,selected,okx,okx_30m_4b0e4776fcf20e5e,4176346478546c109a6746ec799611adbccac3332dbd70edbe67ff4672ad7be1,4347
FLOCK,selected,binance,binance_30m_8abf745011ec4c00,a2c93528de75121d8c83feeb894c6f653a171d451b052fa4bb8998fe58d74cf3,17553
FLOKI,selected,okx,okx_30m_b622abe0037d8c74,045fbc3bf576046bc4369d02f6af08d74877ae36dc502f401ece26bd89604810,35159
FLOW,selected,binance,binance_30m_51569b76c2bb90d2,c3e7eeb922f7c29577301f8b7a9d9bbd6597f2a7e533039fd4f1600dbe715a94,35159
FLR,no_30m_cache,,,,0
FLUID,selected,binance,binance_30m_f3f7fe6a8789a155,2b6bb4acbf1c2abc4d676f1f528b0c5ae1c7ed3943b418452c7bead6f2843c70,16826
FLUX,selected,binance,binance_30m_be4643fdbf8ed1b8,1138c4b7bf54b77049b607f0b16918e8e3da21732fcbb06cf1717b13a29680f0,35159
FLY,selected,okx,okx_30m_cf0a73f33765ca1b,540c1625bcb3875e19eb4e10692b3ac1b34674477df0721fcd9353bd3418b606,2140
FOGO,selected,binance,binance_30m_e8e7309b73a1f1e8,f217f8837e7bafe0be8797d5fd6bf15594a07cce3657a561bc6b7d629e828bff,11635
FOLKS,selected,binance,binance_30m_d113af460ef98e23,36ca623f17e327236c0eb8caf7ad321750f9816e3a75ecd17898efc0496844f5,14758
FORM,selected,binance,binance_30m_a392eafd4663ed8f,1a2ddd6395efcfd62b2fdf9ac051c562457d862cc7399376a31b398ddd6fa4b2,25903
FORTH,selected,binance,binance_30m_02391cc1b8e6ce26,01caaef971fc9d63b4253c8bf8c6d924e057743e63b369b33ec5bb5043e64277,24942
FRAX,selected,binance,binance_30m_80bbf148e96f22bd,7a085fe7ab1ee1c13f07e3abd1c0af6a9e5d32bf08142212d17c142e10881fe2,11407
FTM,selected,binance,binance_30m_d8b999877a336998,dcee6e0bdc008725d00657ee47ab3faecee36ea5a0981563f30d71a113ad928a,35159
FUN,selected,binance,binance_30m_07a20d68535c2e68,224e388bcd72b7c283e0a979902f9dd91f7e226e9f63b4800bc52fee1fbae5b9,25326
FWDI,selected,okx,okx_30m_a8116d12607ab26e,cadfd92872e2a8ad59c920b31412f990653e6e9de0143db0c57526a5339ee733,2141
FXS,selected,binance,binance_30m_a5d743b18f9f469c,500ae195ca4b3225e8d601d660c3e37195954f1ed51269a622f7b69af9fb90bc,35159
G,selected,binance,binance_30m_e27b89cf419eeef4,4273e09b7f25fd5db570e51b8fab2bee3e5f6a66f03cf2837eb2ac7f1454eff7,35159
GALA,selected,binance,binance_30m_22a8979e2c29faeb,c854b8266efb27dedfa753a06d046fe4a81beb5415abc9127eea476c8917c76d,35159
GAS,selected,binance,binance_30m_410b867f35202b27,f9531c64afe41accb49825c4c1f31961c022b5901b8432f65af039784c058a77,35159
GENIUS,selected,binance,binance_30m_0b166fd24bc2a5f6,9a4ea4508b7103defcee99d74daec1e6c9c15ec65b22903f2d517a1bd78f1b62,7048
GEV,selected,okx,okx_30m_8650fdbee0f8944a,3a3ce967cb490dcab6afb95ff83e2f8c9652a18d847dab2cbff9ff20e1e7096e,5357
GHST,selected,binance,binance_30m_dbc23fbfb175b745,0a0ba46ceb8fff27f05217a86465549a810a21e14be4addcbdfd9d31e534b27e,34389
GIGGLE,selected,binance,binance_30m_cf5eb460f2f7fa7e,040a7e424d6532115bce894be39d30662c023a285ea709bfebad7eaee7dce4a2,16107
GLM,selected,binance,binance_30m_9d833454e4c5c476,7b440bec56940a3a5dc2b5960d33c34da45b1a6f3e1401d79f530b6566e6940d,35159
GLW,selected,okx,okx_30m_648b2104a917b959,7a3d93e0f49cd0eb4c6fb80aa47dc7701521ef7c86f87e1ccf1a044a3e1656ea,5501
GME,selected,okx,okx_30m_96b9ec3c08cd01d5,6268974f840e2dd9d7393a9fd521341e50fb7269520eb6a568cbc1b94dd63b05,5980
GMT,selected,binance,binance_30m_b4a52913d7a4bd04,cdc743558eac22c3ee5964990e3ed02667d846c8d553899fd0b91c182b0c0bef,35159
GMX,selected,binance,binance_30m_add2da30b26f6d3c,1573a599988f6d9ea523321fd3106791899344fbb673cb62417d0243b67fe13f,35159
GOAT,selected,binance,binance_30m_e547be560400ef6f,5eb61aea7d0dbc37dc606b6700a3fee6131f9cebe33195622df34a9b4297b228,32900
GOOGL,selected,okx,okx_30m_bde38bc7c0acae6a,777770163b6260340550e2edfd44bf9211e0a0ba8f78ee26a0a0b9f53a4b32a8,9103
GPS,selected,binance,binance_30m_76fff0dff6702ea0,7c09cca0801b28df92f1a41ba09e25a3503659a94f86ca8dda6527789d545a0e,27325
GRAM,selected,binance,binance_30m_95b36a030f5c033b,9589428467d48a5a44787cb10188a60e024f1f4729df6b0232e1dd05cdf34719,3343
GRASS,selected,binance,binance_30m_c0607c7c0fe1cdc3,d003efd8ea99e529646963e9c137713d7d44d83d301590dd3a3eb7f02a2a19fe,32176
GRIFFAIN,selected,binance,binance_30m_c470e42fcbb51529,dd591ec42de6102f165466c85867a9af09d0b0ce218771e0eb602f91b762a47d,29540
GRT,selected,binance,binance_30m_3544bc0366fb0adb,2449de0a9814ba5f06fa8745f0b88a82afb6b3c740e2b2f5c67324bfe3ec6eac,35159
GRVT,selected,binance,binance_30m_3f2c416c00a9c689,c8fbf97d310eedcfaad603d054baf5cea4a317f55b5dc1ae0ba6a4afaf648454,1941
GT,no_30m_cache,,,,0
GTC,selected,binance,binance_30m_04de0b1929c53058,53b916022a0355d137510f17f6b5a86cdeff1a43b72e40d5cfa53076928f2b8a,35159
GUA,selected,binance,binance_30m_b51955d20c865a86,2ba2eafe93922ae90a0c7aee17e05ce7a2b6be79d4c097cc57ed3922f88cef86,12602
GUN,selected,binance,binance_30m_4356678e48126bc0,75113301a761a37add0fd3d48321e970d1f40bd512155cad4d6332e402e72629,25317
GWEI,selected,binance,binance_30m_2f9ade18c2b746f7,f0eca571c4cab5b5e6d43c06ea13dae31fb8ab5007be5dcd680c2a5c13a63da3,10740
H,selected,binance,binance_30m_7ac7f153d4cae2ac,a7d4cddef643c3246578493410f749c2bb2cfbeb27f990c805b1f3f9aeb27a16,21196
HAEDAL,selected,binance,binance_30m_8034003e40b984e6,164c5884a7e138290619533ca22388b432ef6b8cc09875b5180f1f9353a4d362,23848
HANA,selected,binance,binance_30m_59008b1b31d72903,ba1d9244a0808858572a593c10bac1053fc2dc0e347183f5bf8b608ab23ece00,16728
HBAR,selected,binance,binance_30m_4a41ed99d4a87a80,4518b895fcbdbb7b106ec695457ce1c62d7ad618523ecd4e74264322b740885b,35159
HEI,selected,binance,binance_30m_61f8e9d8231616a8,e9c175889a313f2fd598605dbd60e019782a632d08457220374b59fd707d808e,27533
HEMI,selected,binance,binance_30m_fc46c9d8e7033956,bd15970297b841ce0770c2ec0f34248a0b2b54408e11bded8b213f4dc296921d,18086
HFT,selected,binance,binance_30m_aa1058e4e4cea7c2,953145fbd1f39850647308c3eca244f3a1eaf4feffcabb0adcdb7a3817af8b76,35159
HIFI,selected,binance,binance_30m_1f5531ef6368b553,7b3b5a7589c7daa3e7a25525577014dcb9ba81e47f14bb83b12b90c5cbeae5d7,35159
HIGH,selected,binance,binance_30m_f575d0d2a9cd870d,1c36784e5453074107c566da2c8457306ac7435f0b7d74728025887c3e70d02c,35159
HIMS,selected,okx,okx_30m_e9f3187f8a3d234e,89b4293b19cbb2c33367cbafadfe5a29cfdb5d55250b330dfb99529379e8df3f,6497
HIPPO,selected,binance,binance_30m_5a33d0dd61c22d8d,d8dcdf8f7e64718524cf87d9994f10436d3595035e0c2f2ca8bbb4178741ccc1,31942
HIVE,selected,binance,binance_30m_3f23da57c8660e9a,45d8ddabbb70973f3aec85a96ba6d23ddd8bc02b0cecffcfa95e958287f488e6,30024
HMSTR,selected,binance,binance_30m_470a4762e22671a8,e018828f10333159239964b3c3825ce7b9d1442c1d843f39ab3543b5963833b4,34246
HNT,no_30m_cache,,,,0
HOLO,selected,binance,binance_30m_bd1048bceacb34e3,acf22ac1c2819e9cbbf7781a2a39190eaf8cf0a37bdcbd82991acdeeeb2ea83d,17447
HOME,selected,binance,binance_30m_9a5d2de6816564d2,33f1123ec0fda23ab006e2b1575a710aebdd48559fb8b1c8d0da5ea2fe5655bd,21912
HOOD,selected,okx,okx_30m_b270531f989066a7,6f7f479627b74e601405e74a07b27fff794fdb1121ac023d7a03ed533b30f81a,9441
HOOK,selected,binance,binance_30m_fe150e2409ffb7d5,5b41e37a2e3364413cabea489c2b49ff2edcebfdb432b5589b29c2bb4427837f,35159
HOT,selected,binance,binance_30m_3e54709f8c1fa4ec,e26deca096d18acda0e54577b3195bc95f3061cbec2d8f85ba1ff9ccffb47b2b,35159
HPE,selected,okx,okx_30m_d23ebf9d0d99045f,926dece62b2ea521ee30e3f858c46557d16572b5c8a3302f20533ae9286194cb,4777
HUMA,selected,binance,binance_30m_d8a4b995802f6efa,44ec7c7dbfeaf4967ad5991f81c1f36f2f1b2506f0955a16536a51817ba4c79f,22629
HYPE,selected,binance,binance_30m_2dbfb4dec49db055,816ec8ded94d400e27eb040324a658fe43c8efad3c1a05cf3621edef1bf3d7a7,22442
HYPER,selected,binance,binance_30m_5372ade0fb270cb6,1df938632613f4ec82c1df3cc38661eebb14235b3ecd1781f28e2338b3b3429a,24261
HYUNDAI,selected,okx,okx_30m_e83f68940d7d0d0f,16c37c17a344384e551d4180795e140dcfb56d14901af95cdda67f230499fac8,4403
IBM,selected,okx,okx_30m_06a0312be480205b,645fde39429b5f7ca16e0daf3523c210bd62a16b87378c0c1f45b70e2b171574,5066
ICNT,selected,binance,binance_30m_d1d56cee34d09a05,0f3e37701d78addf8d1c35cc1f1fe0a694fd2c421e8dba0143cd76e5d63bc8c6,20805
ICP,selected,binance,binance_30m_bc712f6156d81552,cf5a19689d9c017ef454ca550090c90123c5d1426f7a9f81c75da60c29029446,35159
ICX,selected,binance,binance_30m_e2299f302fd1b76a,8d231a528e81b9b20ed900bbc4a75dea365b3c0da44e5eb700474ac4182e7a89,35159
ID,selected,binance,binance_30m_9534166cba9ec387,fd2293f790c608e7f3981182a3506e3e4eb61729fc3599e10cdaf44e45a05671,35159
IDOL,selected,binance,binance_30m_3b517e7a28cbc589,8499d15dd178e9baeb35f14c4e798e8d540faa16eb6276fd7e40cd7fb4909948,20764
ILV,selected,binance,binance_30m_efdfa5f57747075a,2ffa55ffaad53404d514345a176aff5bf1d1bda18a35ac999902fdd9e14e072d,35159
IMX,selected,binance,binance_30m_331186422522d229,b8f72632d1fe8d2bec4a6d4cd01b47f2100384c7bf02a603759de72ac73814d8,35159
IN,selected,binance,binance_30m_f6bc7eaa6fb9524e,d2071060e7c6dfe260f2bad51e1dfbf7b1526eb75420da3cb1c4746afddf2da9,19130
INFQ,selected,okx,okx_30m_9f15058a5e187875,00203a57fdca162952a777ec36fce452789b3f4d0b5fceb963fac1c6e3626318,5116
INIT,selected,binance,binance_30m_36f03e2c4bf9bf10,2b409fda5179759786317c47ea46637bf118ffa3a20ade4549dafb4809b72463,24562
INJ,selected,binance,binance_30m_b987d2ee009c8805,22ba189ba48cc51b94ecde72d4fe0fe66b52d1a2a5b1434dfa6e14263dac8f80,35159
INTC,selected,okx,okx_30m_ca4a69c8e51b080f,cb8625c7bc4804ba63dc207f00a8a135823b55b36bc762ab02e135e60f8dab25,9393
INTW,selected,okx,okx_30m_9d3385885846eb1b,d81acb2238123469414ecc473b886cb14271bf2fcd8a5231d82a3e68a4f13c0e,1996
INX,selected,binance,binance_30m_bd9799e2dff86407,d398697b19d1466562f27d138fd5bad9aa98ff8d2c3e5481a22046b2397af701,10665
IO,selected,binance,binance_30m_72e3b07f7885b04f,7f3c6bc589324f826e5527f21127db3fc6c9d20ecfd438b6a814eac5f68e2f69,35159
IOST,selected,binance,binance_30m_94e47108d0a245a9,8839211aa31c02ae0de9ef153fa53ccd2fa45440c3671e4a57ceb3a3c2c44b32,35159
IOTA,selected,binance,binance_30m_776082184f661029,04bc4bb4bb12d44cc496af4b8bd10f4fa300cd477dc00fca4a68df10e1f56d03,35159
IOTX,selected,binance,binance_30m_06f6fcdc19aec921,2ceed4cd60d3d519488de76038136093b27fd22ae69e08046283e05537827873,35159
IP,selected,binance,binance_30m_1b83de3dde0ffa14,4ffd5df29ab90f5de476a3281c0a68b18d282de61c6dab3c2d47afd7cddfadf9,27517
IR,selected,binance,binance_30m_e356f037ca24c7e6,1d71357ae2e5ef7b3d8e79b3a51be08694c5d2a096ddc12376b5ea5e686480dc,12602
IREN,selected,okx,okx_30m_eb043fa13078222c,b348c04a8f6c297bebc6b93d6f8fab5fd57f3bf9a7651be34ae03c3c7bc930e9,4492
IRYS,selected,binance,binance_30m_e6c95fd8ddc9d44b,510961ee0b14b064715ce5d129d065f560f013685791d3ff0dbe6949fe336db4,13791
ISRG,selected,okx,okx_30m_9657245aafa1457a,bdb2df729f5ff27238423c40070bfcc5a29e4f4420120a1a8d2225528364b102,4348
IWM,selected,okx,okx_30m_4b20c8834a57917b,09f4dadf95725fbb3adbf4fc1839dc7788e920f8a64cf01bfc751e1a8ba7bfc4,7319
JASMY,selected,binance,binance_30m_38e61c096bf09bcd,f0d67243d4d8903a7d66cbcf27101539f0e0ce4d05f547cd904e0309b803fb38,35159
JCT,selected,binance,binance_30m_874a3f64d8c2565f,669a6c6a6dc2bc458127c810b24b3ca0d9c5ca9fe19cc3d83ec0048cb8d23a78,14570
JELLYJELLY,selected,binance,binance_30m_ceaae31e12bb13fb,8f58ba93098a89b0ac06f15db6b7517a80a613b81c36cbadbe319df59bb53572,25551
JNJ,selected,okx,okx_30m_c5a36f260583d03d,ce49aebae175bf22fb5ef29173bcf8b393cb9786299af5e6414d64952c10cb6f,2956
