minutes,window,start,end,policy,candidates,natural,open,wins,losses,net_zero,win_rate,sum_gross_r,sum_net_r,mean_net_r,mean_cost_r,profit_factor,max_net_loss_streak,max_initial_stop_streak,initial_stops,fanshen_exits,gross3r,net3r,legacy_mfe1r,legacy_mfe1r_then_net_loss,max_realized_drawdown_r,boundary_net_r,paired_n,paired_delta_net_r,paired_improved,paired_worsened,saved_losers,lost_3r_winners,matched_n,matched_missing,months,random_mean_net_r,excess_net_r,p,p_holm
30,available,2023-08-01 00:00:00+00:00,2026-05-01T00:00:00Z,alerts_replace_trail_profit,150,127,0,47,80,0,0.3700787401574803,3.7197863415246246,-15.087558070573069,-0.11879966984703204,0.14808932607950945,0.8304338164374384,8,8,72,46,10,8,48,18,21.584469381047267,0.0,124,4.026074264028448,33,16,18,8,127,0,33,0.01342983704379366,-0.13222950689082574,0.8086,1.0
30,available,2023-08-01 00:00:00+00:00,2026-05-01T00:00:00Z,alerts_replace_trail_any,150,131,0,46,85,0,0.3511450381679389,7.325196672749703,-11.87233713658997,-0.09062852776022877,0.14654605961327996,0.8583738051306583,9,6,68,59,10,8,46,17,18.369248447064166,0.0,124,8.89705943492162,42,19,18,8,131,0,33,-0.021274048166549493,-0.06935447959367928,0.6737,1.0
60,common,2026-01-01 00:00:00+00:00,2026-05-01T00:00:00Z,original,10,7,1,0,7,0,0.0,-4.893744286360448,-5.678028766521362,-0.8111469666459089,0.11204064002298779,0.0,7,3,4,0,0,0,2,2,5.678028766521362,0.6891894137194381,7,0.0,0,0,0,0,7,0,2,-0.3915231240373279,-0.41962384260858104,1.0,1.0
60,common,2026-01-01 00:00:00+00:00,2026-05-01T00:00:00Z,arrows_augment_profit,10,8,0,3,5,0,0.375,-1.225797460045676,-2.065136533133247,-0.2581420666416559,0.10491738413594637,0.5515869942788755,5,3,3,3,0,0,2,1,4.605434068113515,0.0,7,3.232983617200131,2,0,2,0,8,0,2,-0.20537092984274039,-0.05277113679891551,0.7478,1.0
60,common,2026-01-01 00:00:00+00:00,2026-05-01T00:00:00Z,arrows_augment_any,10,8,0,2,6,0,0.25,-1.6759517444036125,-2.5152908174911834,-0.31441135218639793,0.10491738413594638,0.46204809581536915,6,3,3,3,0,0,2,1,4.675679736283467,0.0,7,3.232983617200131,2,0,2,0,8,0,2,-0.1954187120912861,-0.11899264009511187,0.7478,1.0
60,common,2026-01-01 00:00:00+00:00,2026-05-01T00:00:00Z,arrows_replace_trail_profit,10,8,0,3,5,0,0.375,-1.8122052270359665,-2.6515443001235397,-0.33144303751544246,0.10491738413594665,0.4892863873095002,5,3,4,3,0,0,2,1,5.191841835103808,0.0,7,2.6465758502098384,2,1,2,0,8,0,2,-0.26932303739785923,-0.0621200001175832,0.7478,1.0
60,common,2026-01-01 00:00:00+00:00,2026-05-01T00:00:00Z,arrows_replace_trail_any,10,8,0,2,6,0,0.25,-2.2623595113939032,-3.1016985844814764,-0.38771232306018455,0.10491738413594665,0.4105573914246423,6,3,4,3,0,0,2,1,5.26208750327376,0.0,7,2.6465758502098384,2,1,2,0,8,0,2,-0.259370819646405,-0.12834150341377953,0.7478,1.0
60,common,2026-01-01 00:00:00+00:00,2026-05-01T00:00:00Z,alerts_augment_profit,10,7,1,1,6,0,0.14285714285714285,-2.995214450672923,-3.779498930833837,-0.5399284186905481,0.11204064002298776,0.3343413381374816,5,3,4,1,0,0,2,1,4.605434068113515,0.6891894137194381,7,1.898529835687525,1,0,1,0,7,0,2,-0.2524296491042321,-0.287498769586316,0.7478,1.0
60,common,2026-01-01 00:00:00+00:00,2026-05-01T00:00:00Z,alerts_augment_any,10,8,0,1,7,0,0.125,-3.0104055259162195,-3.849744599003789,-0.48121807487547363,0.10491738413594623,0.33025544600935525,6,3,4,2,0,0,2,1,4.675679736283467,0.0,7,1.898529835687525,1,0,1,0,8,0,2,-0.37229258697474243,-0.1089254879007312,0.7478,1.0
60,common,2026-01-01 00:00:00+00:00,2026-05-01T00:00:00Z,alerts_replace_trail_profit,10,7,1,1,6,0,0.14285714285714285,-3.581622217663213,-4.36590669782413,-0.6237009568320185,0.11204064002298807,0.30304299652655664,5,3,5,1,0,0,2,1,5.191841835103808,0.6891894137194381,7,1.3121220686972326,1,1,1,0,7,0,2,-0.325517772024368,-0.2981831848076505,0.7478,1.0
60,common,2026-01-01 00:00:00+00:00,2026-05-01T00:00:00Z,alerts_replace_trail_any,10,8,0,1,7,0,0.125,-3.59681329290651,-4.436152365994082,-0.5545190457492603,0.1049173841359465,0.2996824310073324,6,3,5,2,0,0,2,1,5.26208750327376,0.0,7,1.3121220686972326,1,1,1,0,8,0,2,-0.43624469452986137,-0.11827435121939889,0.7478,1.0
60,available,2023-08-01 00:00:00+00:00,2026-05-01T00:00:00Z,original,73,65,1,10,55,0,0.15384615384615385,0.8410810642534257,-6.183306504571962,-0.09512779237803018,0.10806750105885211,0.8886600299299905,15,7,44,0,4,4,21,11,37.120029657065785,0.6891894137194381,65,0.0,0,0,0,0,65,0,24,-0.1319759994584254,0.036848207080395275,0.481,1.0
60,available,2023-08-01 00:00:00+00:00,2026-05-01T00:00:00Z,arrows_augment_profit,73,66,0,21,45,0,0.3181818181818182,-1.9940501532763615,-9.07349231502839,-0.13747715628830895,0.10726427517806106,0.8047140371035914,8,6,37,16,2,2,18,7,31.43029548576592,0.0,65,-3.27009442664442,12,3,10,2,66,0,24,-0.1642363986182207,0.02675924232991166,0.4894,1.0
60,available,2023-08-01 00:00:00+00:00,2026-05-01T00:00:00Z,arrows_augment_any,73,68,0,19,49,0,0.27941176470588236,2.0377659053888086,-5.207309006514517,-0.07657807362521349,0.10654521929269599,0.8746307827567179,8,6,32,26,2,2,17,7,27.507988727304458,0.0,65,-0.15006955411519884,19,5,9,2,68,0,24,-0.20105700004854582,0.12447892642333222,0.4538,1.0
60,available,2023-08-01 00:00:00+00:00,2026-05-01T00:00:00Z,arrows_replace_trail_profit,73,66,0,19,47,0,0.2878787878787879,-3.796216143892439,-10.875658305644455,-0.16478270160067357,0.1072642751780609,0.7795800777411576,11,9,40,18,2,2,18,9,35.538542511244756,0.0,65,-5.0722604172604875,14,7,10,2,66,0,24,-0.12105450227761624,-0.0437281993230575,0.5014,1.0
60,available,2023-08-01 00:00:00+00:00,2026-05-01T00:00:00Z,arrows_replace_trail_any,73,68,0,17,51,0,0.25,-0.38198469627569753,-7.627059608179018,-0.11216264129675027,0.10654521929269588,0.8313558639594535,11,9,35,28,2,2,17,9,32.23382036383174,0.0,65,-0.565729735973441,21,8,9,2,68,0,24,-0.15433217359630816,0.042169532299557916,0.487,1.0
60,available,2023-08-01 00:00:00+00:00,2026-05-01T00:00:00Z,alerts_augment_profit,73,65,1,19,46,0,0.2923076923076923,-3.7634671439036085,-10.78785471272898,-0.16596699558044584,0.10806750105885189,0.7730544577276874,9,6,38,14,2,2,18,7,32.764749267278525,0.6891894137194381,65,-4.604548208157026,11,3,9,2,65,0,24,-0.12699707705092006,-0.03896991852952585,0.5033,1.0
60,available,2023-08-01 00:00:00+00:00,2026-05-01T00:00:00Z,alerts_augment_any,73,68,0,18,50,0,0.2647058823529412,0.7033121238762015,-6.541762788027123,-0.09620239394157534,0.10654521929269596,0.8464669941995161,9,6,33,25,2,2,17,7,28.842442508817065,0.0,65,-1.484523335627805,18,5,8,2,68,0,24,-0.1673750296740061,0.07117263573243073,0.48,1.0
60,available,2023-08-01 00:00:00+00:00,2026-05-01T00:00:00Z,alerts_replace_trail_profit,73,65,1,17,48,0,0.26153846153846155,-12.004028549992427,-19.02841611881779,-0.2927448633664276,0.10806750105885174,0.6225496546387198,12,9,41,15,2,2,18,9,36.87299629275738,0.6891894137194381,65,-12.845109614245834,12,8,9,2,65,0,24,-0.08634135384476638,-0.20640350952166114,0.664,1.0
60,available,2023-08-01 00:00:00+00:00,2026-05-01T00:00:00Z,alerts_replace_trail_any,73,68,0,16,52,0,0.23529411764705882,-8.154833893261046,-15.399908805164364,-0.22646924713477004,0.10654521929269585,0.6673753710320326,12,9,36,26,2,2,17,9,33.568274145344354,0.0,65,-8.338578932958788,19,9,8,2,68,0,24,-0.1285129413151827,-0.09795630581958734,0.5654,1.0
240,common,2026-01-01 00:00:00+00:00,2026-05-01T00:00:00Z,original,4,4,0,1,3,0,0.25,-1.7112589392743196,-1.9101291203987916,-0.4775322800996979,0.049717545281117964,0.230215388000099,3,1,1,0,0,0,3,2,2.4813812729203235,0.0,4,0.0,0,0,0,0,4,0,3,-0.2799828704599184,-0.19754940963977952,0.6236,1.0
240,common,2026-01-01 00:00:00+00:00,2026-05-01T00:00:00Z,arrows_augment_profit,4,4,0,4,0,0,1.0,2.7975593059323636,2.59868912480789,0.6496722812019725,0.04971754528111829,,0,0,0,3,0,0,3,0,0.0,0.0,4,4.508818245206681,3,0,3,0,4,0,3,0.3647345705486149,0.2849377106533576,0.3812,1.0
240,common,2026-01-01 00:00:00+00:00,2026-05-01T00:00:00Z,arrows_augment_any,4,4,0,3,1,0,0.75,2.6312920800485995,2.4324218989241264,0.6081054747310316,0.0497175452811183,82.6167456728562,1,0,0,3,0,0,3,0,0.029802975833831624,0.0,4,4.342551019322918,3,0,2,0,4,0,3,0.32312858802564837,0.28497688670538324,0.3812,1.0
240,common,2026-01-01 00:00:00+00:00,2026-05-01T00:00:00Z,arrows_replace_trail_profit,4,3,0,3,0,0,1.0,5.28730940430771,5.136896146376119,1.7122987154587064,0.050137752643863547,,0,0,0,3,1,1,2,0,0.0,0.0,4,8.030753464558888,4,0,3,0,3,0,3,0.5681436780632959,1.1441550373954104,0.3812,1.0
240,common,2026-01-01 00:00:00+00:00,2026-05-01T00:00:00Z,arrows_replace_trail_any,4,3,0,2,1,0,0.6666666666666666,5.121042178423946,4.970628920492356,1.6568763068307852,0.05013775264386355,167.78297322409642,1,0,0,3,1,1,2,0,0.029802975833831624,0.0,4,7.864486238675124,4,0,2,0,3,0,3,0.5126690346993404,1.1442072721314445,0.3812,1.0
240,common,2026-01-01 00:00:00+00:00,2026-05-01T00:00:00Z,alerts_augment_profit,4,4,0,4,0,0,1.0,2.7975593059323636,2.59868912480789,0.6496722812019725,0.04971754528111829,,0,0,0,3,0,0,3,0,0.0,0.0,4,4.508818245206681,3,0,3,0,4,0,3,0.3647345705486149,0.2849377106533576,0.3812,1.0
240,common,2026-01-01 00:00:00+00:00,2026-05-01T00:00:00Z,alerts_augment_any,4,4,0,3,1,0,0.75,2.6312920800485995,2.4324218989241264,0.6081054747310316,0.0497175452811183,82.6167456728562,1,0,0,3,0,0,3,0,0.029802975833831624,0.0,4,4.342551019322918,3,0,2,0,4,0,3,0.32312858802564837,0.28497688670538324,0.3812,1.0
240,common,2026-01-01 00:00:00+00:00,2026-05-01T00:00:00Z,alerts_replace_trail_profit,4,3,0,3,0,0,1.0,5.28730940430771,5.136896146376119,1.7122987154587064,0.050137752643863547,,0,0,0,3,1,1,2,0,0.0,0.0,4,8.030753464558888,4,0,3,0,3,0,3,0.5681436780632959,1.1441550373954104,0.3812,1.0
240,common,2026-01-01 00:00:00+00:00,2026-05-01T00:00:00Z,alerts_replace_trail_any,4,3,0,2,1,0,0.6666666666666666,5.121042178423946,4.970628920492356,1.6568763068307852,0.05013775264386355,167.78297322409642,1,0,0,3,1,1,2,0,0.029802975833831624,0.0,4,7.864486238675124,4,0,2,0,3,0,3,0.5126690346993404,1.1442072721314445,0.3812,1.0
240,available,2023-08-01 00:00:00+00:00,2026-05-01T00:00:00Z,original,16,15,0,6,9,0,0.4,3.0080742014530024,2.2945094537299386,0.15296729691532923,0.047570983181537616,1.2716834794385532,3,2,6,0,1,1,10,4,2.7788238498022872,0.0,15,0.0,0,0,0,0,15,0,12,0.3453124909969504,-0.1923451940816211,0.7004,1.0
240,available,2023-08-01 00:00:00+00:00,2026-05-01T00:00:00Z,arrows_augment_profit,16,15,0,10,5,0,0.6666666666666666,10.742808814530719,10.029244066807651,0.66861627112051,0.04757098318153786,3.0341815385228617,2,1,4,8,1,1,8,1,2.122363321579674,0.0,15,7.734734613077711,6,2,4,0,15,0,12,-0.0022003595307189686,0.6708166306512291,0.0707,1.0
240,available,2023-08-01 00:00:00+00:00,2026-05-01T00:00:00Z,arrows_augment_any,16,15,0,8,7,0,0.5333333333333333,9.57107185040326,8.857507102680195,0.590500473512013,0.04757098318153784,3.135692387094647,2,1,3,9,1,1,7,1,2.122363321579674,0.0,15,6.5629976489502555,6,3,3,0,15,0,12,-0.020646903072492343,0.6111473765845052,0.0806,1.0
240,available,2023-08-01 00:00:00+00:00,2026-05-01T00:00:00Z,arrows_replace_trail_profit,16,14,0,8,6,0,0.5714285714285714,11.997172648580896,11.332064824050715,0.8094332017179082,0.04750770175215603,3.071692044586014,2,1,4,8,2,2,7,2,2.122363321579674,0.0,15,10.021283568104751,7,3,4,0,14,0,12,-0.030243592992946638,0.8396767947108547,0.0732,1.0
240,available,2023-08-01 00:00:00+00:00,2026-05-01T00:00:00Z,arrows_replace_trail_any,16,14,0,6,8,0,0.42857142857142855,10.825435684453439,10.160327859923257,0.7257377042802327,0.04750770175215601,3.1677825978369665,2,1,3,9,2,2,6,2,2.122363321579674,0.0,15,8.849546603977297,7,4,3,0,14,0,12,-0.050007746787703825,0.7757454510679366,0.0787,1.0
240,available,2023-08-01 00:00:00+00:00,2026-05-01T00:00:00Z,alerts_augment_profit,16,15,0,10,5,0,0.6666666666666666,10.742808814530719,10.029244066807651,0.66861627112051,0.04757098318153786,3.0341815385228617,2,1,4,8,1,1,8,1,2.122363321579674,0.0,15,7.734734613077711,6,2,4,0,15,0,12,-0.0022003595307189686,0.6708166306512291,0.0707,1.0
240,available,2023-08-01 00:00:00+00:00,2026-05-01T00:00:00Z,alerts_augment_any,16,15,0,8,7,0,0.5333333333333333,9.57107185040326,8.857507102680195,0.590500473512013,0.04757098318153784,3.135692387094647,2,1,3,9,1,1,7,1,2.122363321579674,0.0,15,6.5629976489502555,6,3,3,0,15,0,12,-0.020646903072492343,0.6111473765845052,0.0806,1.0
240,available,2023-08-01 00:00:00+00:00,2026-05-01T00:00:00Z,alerts_replace_trail_profit,16,14,0,8,6,0,0.5714285714285714,11.997172648580896,11.332064824050715,0.8094332017179082,0.04750770175215603,3.071692044586014,2,1,4,8,2,2,7,2,2.122363321579674,0.0,15,10.021283568104751,7,3,4,0,14,0,12,-0.030243592992946638,0.8396767947108547,0.0732,1.0
240,available,2023-08-01 00:00:00+00:00,2026-05-01T00:00:00Z,alerts_replace_trail_any,16,14,0,6,8,0,0.42857142857142855,10.825435684453439,10.160327859923257,0.7257377042802327,0.04750770175215601,3.1677825978369665,2,1,3,9,2,2,6,2,2.122363321579674,0.0,15,8.849546603977297,7,4,3,0,14,0,12,-0.050007746787703825,0.7757454510679366,0.0787,1.0
