symbol,timeframe_min,arm,policy,year,closed,wins,losses,flat,win_rate,win_ci_low,win_ci_high,gross_win_rate,mean_net_r,sum_net_r,median_net_r,mean_net_bp,mean_gross_bp,pf_r,average_win_r,average_loss_r,best_net_r,worst_net_r,event_ordered_drawdown_r_nonaccount,mean_holding_hours,median_holding_hours,median_risk_bp,stop_exits,stop_net_losses,fee_only_losses,net_gt5r,net_gt10r,net_float_to_stop_loss,net_float_to_any_loss,mfe_ge2r_no_close_arm_stop_losses,reached_0r,float_to_stop_loss_0r,float_to_any_loss_0r,ambiguous_stop_profit_0r,reached_0.5r,float_to_stop_loss_0.5r,float_to_any_loss_0.5r,ambiguous_stop_profit_0.5r,reached_1r,float_to_stop_loss_1r,float_to_any_loss_1r,ambiguous_stop_profit_1r,reached_2r,float_to_stop_loss_2r,float_to_any_loss_2r,ambiguous_stop_profit_2r,reached_3r,float_to_stop_loss_3r,float_to_any_loss_3r,ambiguous_stop_profit_3r,reached_5r,float_to_stop_loss_5r,float_to_any_loss_5r,ambiguous_stop_profit_5r,reached_10r,float_to_stop_loss_10r,float_to_any_loss_10r,ambiguous_stop_profit_10r
ETHUSDT,60,joint,take_4r,2026,4,1,3,0,0.25,0.04558726029536886,0.6993581599030918,0.25,0.22766850497658064,0.9106740199063226,-0.9044884466496519,-70.22183234327602,-50.22183234327602,1.3092981588139097,3.854998109640826,-0.9814413632448344,3.854998109640826,-1.1353471964351995,2.9443240897345033,43.75,25.0,241.061354884986,2,2,0,0,0,2,3,0,4,2,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,60,ordinary,baseline,2021,11,1,10,0,0.09090909090909091,0.016232172705325593,0.3773584391082959,0.09090909090909091,-0.7574465058819636,-8.331911564701599,-1.0538373069796176,-267.5913283947086,-247.59132839470857,0.1405340549631861,1.3623777934936394,-0.9694289358195236,1.3623777934936394,-1.0780854334226997,8.656889252066291,35.63636363636363,21.0,371.489606780889,9,8,0,0,0,8,10,0,11,8,10,0,4,3,3,0,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,60,ordinary,baseline,2022,19,6,13,0,0.3157894736842105,0.15364378998470052,0.5398959249530334,0.3157894736842105,0.38317860049024705,7.280393409314693,-0.7766659421864843,161.47081419518295,181.47081419518292,1.620774647390429,3.1680516997188293,-0.9021474453075599,7.396854695974887,-1.2416229022704826,3.3757961487562325,77.15789473684211,70.0,300.287168776922,15,9,0,1,0,8,12,0,19,9,13,0,14,4,8,0,10,2,4,0,7,0,1,0,5,0,0,0,4,0,0,0,1,0,0,0
ETHUSDT,60,ordinary,baseline,2023,17,4,13,0,0.23529411764705882,0.09555044255436917,0.4726179831177426,0.23529411764705882,0.14090801970431427,2.3954363349733425,-1.0589361780393598,-39.461124241135224,-19.461124241135227,1.1805088582102328,3.91647512586501,-1.0208049360374385,10.362909645909726,-1.2119121004566138,8.773720711703834,49.705882352941174,24.0,165.160075329566,15,11,0,1,1,8,10,1,16,10,12,1,9,4,5,0,8,3,4,0,5,1,1,0,3,0,0,0,2,0,0,0,1,0,0,0
ETHUSDT,60,ordinary,baseline,2024,25,6,19,0,0.24,0.11496313626452448,0.4342968351708788,0.24,0.10070654103759125,2.5176635259397813,-1.0690724637681162,36.62913073689277,56.62913073689277,1.1298533636754575,3.6510292877941417,-1.0204480105697404,7.590185177228789,-1.2133266275495949,6.088064512806695,48.84,27.0,239.43086809809398,22,16,0,2,0,15,18,0,25,16,19,0,15,7,9,0,9,1,3,0,6,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0
ETHUSDT,60,ordinary,baseline,2025,20,1,19,0,0.05,0.008881448702335523,0.23613119546428119,0.05,-0.9486127549988776,-18.972255099977552,-1.076900559489431,-270.76408366644336,-250.76408366644336,0.05823529326342937,1.1731750316322218,-1.0602857964005146,1.1731750316322218,-1.1427353760445698,18.97225509997755,26.9,17.0,246.1268225112135,18,17,0,0,0,14,16,1,20,17,19,0,10,8,9,0,4,3,3,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
ETHUSDT,60,ordinary,baseline,2026,13,4,9,0,0.3076923076923077,0.12680703567070326,0.5763065701492199,0.3076923076923077,2.3540370229587606,30.602481298463886,-0.7864892479505763,326.8745712748413,346.8745712748413,4.437713861124304,9.876116870775238,-0.9891095760707849,18.017780202649984,-1.213129197495734,4.647801730712192,81.92307692307692,65.0,209.694365058433,10,6,0,3,2,6,9,0,13,6,9,0,9,3,5,0,6,1,2,0,4,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0
ETHUSDT,60,ordinary,htf_slope,2021,8,1,7,0,0.125,0.022417491199971912,0.47088818505608376,0.125,-0.6435314179916864,-5.148251343933492,-1.045618706554282,-228.8285701105055,-208.82857011050538,0.20925439995681025,1.3623777934936394,-0.9300898767753044,1.3623777934936394,-1.0709208372978147,5.473229031298185,44.5,44.0,380.59568011873796,6,5,0,0,0,5,7,0,8,5,7,0,3,2,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,60,ordinary,htf_slope,2022,13,5,8,0,0.38461538461538464,0.17709707685632237,0.6447710866356315,0.38461538461538464,0.8390236375991152,10.907307288788498,-0.6533506036217327,411.66663228884863,431.66663228884863,2.4843295559864873,3.651122591270533,-0.9185382084455204,7.396854695974887,-1.2416229022704826,3.400685205959954,96.92307692307692,78.0,303.634499259427,11,6,0,1,0,5,7,0,13,6,8,0,9,2,4,0,7,1,2,0,6,0,1,0,5,0,0,0,4,0,0,0,1,0,0,0
ETHUSDT,60,ordinary,htf_slope,2023,11,3,8,0,0.2727272727272727,0.09746059213308628,0.5656453033189257,0.2727272727272727,0.38389442047458117,4.222838625220393,-1.071560659381366,0.29727612952647386,20.297276129526473,1.5168004060980276,4.131319858396668,-1.0213901187462011,10.362909645909726,-1.2119121004566138,5.910681128199089,39.36363636363637,19.0,137.206184425775,10,7,0,1,1,5,6,1,10,6,7,1,5,2,2,0,5,2,2,0,4,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0
ETHUSDT,60,ordinary,htf_slope,2024,13,3,10,0,0.23076923076923078,0.08179528654269594,0.5025637616051964,0.23076923076923078,0.09944592440806127,1.2927970173047965,-1.0725145159379093,-30.128184186947387,-10.128184186947392,1.1175304424197237,4.097491659644748,-1.099967796162945,6.854067805659358,-1.2133266275495949,4.525088885570064,44.23076923076923,39.0,186.828340341576,12,9,0,1,0,8,9,0,13,9,10,0,9,5,6,0,4,1,1,0,3,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0
ETHUSDT,60,ordinary,htf_slope,2025,10,1,9,0,0.1,0.017876212896073995,0.4041500295247722,0.1,-0.844575272447764,-8.44575272447764,-1.0686745708357015,-249.0835617468377,-229.0835617468377,0.1219652607211891,1.1731750316322218,-1.0687697506788736,1.1731750316322218,-1.1168554740152774,8.445752724477643,39.9,33.5,260.274379547956,9,8,0,0,0,6,7,1,10,8,9,0,6,4,5,0,2,1,1,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
ETHUSDT,60,ordinary,htf_slope,2026,5,2,3,0,0.4,0.11762077314099711,0.7692757205908813,0.4,3.641867688279955,18.209338441399776,-1.0537183856502246,627.4768554437615,647.4768554437617,6.582133596252043,10.735706719840529,-1.0873583327604277,14.447197356426582,-1.1353471964351995,2.1267278018460836,95.8,65.0,261.622006940285,5,3,0,2,1,3,3,0,5,3,3,0,3,1,1,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0
ETHUSDT,60,ordinary,take_4r,2021,11,1,10,0,0.09090909090909091,0.016232172705325593,0.3773584391082959,0.09090909090909091,-0.7574465058819636,-8.331911564701599,-1.0538373069796176,-267.5913283947086,-247.59132839470857,0.1405340549631861,1.3623777934936394,-0.9694289358195236,1.3623777934936394,-1.0780854334226997,8.656889252066291,35.63636363636363,21.0,371.489606780889,9,8,0,0,0,8,10,0,11,8,10,0,4,3,3,0,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,60,ordinary,take_4r,2022,19,6,13,0,0.3157894736842105,0.15364378998470052,0.5398959249530334,0.3157894736842105,0.46953309685349065,8.921128840216323,-0.7766659421864843,137.52112187152753,157.52112187152753,1.7606746364865975,3.4415076048691016,-0.9021474453075599,3.961179906542056,-1.2416229022704826,3.3757961487562316,67.05263157894737,64.0,300.287168776922,10,9,0,0,0,8,12,0,19,9,13,0,14,4,8,0,10,2,4,0,7,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,60,ordinary,take_4r,2023,17,4,13,0,0.23529411764705882,0.09555044255436917,0.4726179831177426,0.23529411764705882,-0.20863562767999275,-3.5468056705598765,-1.0589361780393598,-73.04438744044124,-53.04438744044123,0.7327293434857794,2.430914624481705,-1.0208049360374385,3.8858649789029536,-1.2119121004566138,8.773720711703834,40.588235294117645,22.0,165.160075329566,13,11,0,0,0,8,10,1,16,10,12,1,9,4,5,0,8,3,4,0,5,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,60,ordinary,take_4r,2024,25,6,19,0,0.24,0.11496313626452448,0.4342968351708788,0.24,-0.18222675517310286,-4.5556688793275715,-1.0690724637681162,-24.05764131420303,-4.057641314203035,0.7650325702075423,2.472140553582916,-1.0204480105697404,3.9349757250268538,-1.2133266275495949,7.022071148093311,40.44,24.0,239.43086809809398,19,16,0,0,0,15,18,0,25,16,19,0,15,7,9,0,9,1,3,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,60,ordinary,take_4r,2025,20,1,19,0,0.05,0.008881448702335523,0.23613119546428119,0.05,-0.8122989633497844,-16.245979266995686,-1.076900559489431,-243.65021717203473,-223.65021717203481,0.19356503381357645,3.899450864614088,-1.0602857964005146,3.899450864614088,-1.1427353760445698,16.245979266995683,25.4,16.0,246.1268225112135,17,17,0,0,0,14,16,1,20,17,19,0,10,8,9,0,4,3,3,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,60,ordinary,take_4r,2026,13,4,9,0,0.3076923076923077,0.12680703567070326,0.5763065701492199,0.3076923076923077,0.21179034729884985,2.753274514885048,-0.7864892479505763,-2.7471105498559347,17.252889450144146,1.3092876643233413,2.9138151748805283,-0.9891095760707849,3.923553831598865,-1.213129197495734,4.9631585122682935,59.38461538461539,28.0,209.694365058433,7,6,0,0,0,6,9,0,13,6,9,0,9,3,5,0,6,1,2,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
