symbol,timeframe_min,arm,policy,side,fold,closed,wins,losses,flat,win_rate,win_ci_low,win_ci_high,gross_win_rate,mean_net_r,sum_net_r,median_net_r,mean_net_bp,mean_gross_bp,pf_r,average_win_r,average_loss_r,best_net_r,worst_net_r,event_ordered_drawdown_r_nonaccount,mean_holding_hours,median_holding_hours,median_risk_bp,stop_exits,stop_net_losses,fee_only_losses,net_gt5r,net_gt10r,net_float_to_stop_loss,net_float_to_any_loss,mfe_ge2r_no_close_arm_stop_losses,reached_0r,float_to_stop_loss_0r,float_to_any_loss_0r,ambiguous_stop_profit_0r,reached_0.5r,float_to_stop_loss_0.5r,float_to_any_loss_0.5r,ambiguous_stop_profit_0.5r,reached_1r,float_to_stop_loss_1r,float_to_any_loss_1r,ambiguous_stop_profit_1r,reached_2r,float_to_stop_loss_2r,float_to_any_loss_2r,ambiguous_stop_profit_2r,reached_3r,float_to_stop_loss_3r,float_to_any_loss_3r,ambiguous_stop_profit_3r,reached_5r,float_to_stop_loss_5r,float_to_any_loss_5r,ambiguous_stop_profit_5r,reached_10r,float_to_stop_loss_10r,float_to_any_loss_10r,ambiguous_stop_profit_10r,matched_random_net_bp
BTCUSDT,60,ordinary,htf_slope,1,earlier,21,9,12,0,0.42857142857142855,0.2446996880971642,0.6345344577581422,0.42857142857142855,0.8677169835509527,18.222056654570007,-0.5958569872239285,136.84206093793586,156.84206093793586,2.464700492988933,3.4069848890814467,-1.0367339455969178,8.405220424194916,-1.419468322981389,4.149187350723167,66.0,55.0,173.937728411189,18,9,0,2,0,5,8,0,21,9,12,0,13,1,4,0,10,1,1,0,9,0,0,0,9,0,0,0,5,0,0,0,1,0,0,0,198.7394868569202
BTCUSDT,60,ordinary,htf_slope,1,later,20,2,18,0,0.1,0.02786648096169142,0.3010336471864123,0.1,-0.731311642944186,-14.626232858883721,-1.1183608184003595,-143.40258180546067,-123.40258180546064,0.26177510280034744,2.5932365765094296,-1.1007058895501434,2.767969779595566,-1.3359940828402397,14.762260988627634,34.45,20.0,148.49940043083498,18,16,0,0,0,13,15,1,20,16,18,0,10,7,8,1,3,1,1,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,-14.836444056270205
BTCUSDT,60,ordinary,take_4r,-1,earlier,32,10,22,0,0.3125,0.17952541552257512,0.48566678438918004,0.3125,0.0113587598050605,0.363480313761936,-0.7464379154184156,33.95577298862332,53.95577298862332,1.0173210977726082,2.1348311560240174,-0.9538559657490109,3.925128748176561,-1.3889437359339958,9.631166182750178,62.84375,46.5,254.6393604755685,21,15,0,0,0,12,19,1,32,15,22,0,22,8,12,0,16,4,6,0,11,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,-49.77239557321301
BTCUSDT,60,ordinary,take_4r,-1,later,20,4,16,0,0.2,0.08065766201776073,0.41601743409331715,0.25,-0.3605911979351525,-7.211823958703049,-0.8878771944233343,-67.5136793885775,-47.51367938857752,0.4851155366800624,1.6987150027842415,-0.875417748115001,3.8867907634913488,-1.258478123167149,7.2118239587030475,56.35,37.5,196.0482656791835,11,9,1,0,0,8,14,0,20,9,16,0,11,3,7,0,8,2,4,0,6,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,-90.06595995021249
BTCUSDT,60,ordinary,take_4r,1,earlier,31,13,18,0,0.41935483870967744,0.2641554296429244,0.5923373763261116,0.41935483870967744,0.5806334262824533,17.999636214756052,-0.5958569872239285,111.4720525991244,131.4720525991244,1.9909850553933508,2.781770328969948,-1.009076558991849,3.934657473856884,-1.419468322981389,6.077344609118344,45.74193548387097,24.0,208.447366556979,19,14,0,0,0,8,12,0,31,14,18,0,20,3,7,0,17,3,4,0,13,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,32.86867355296475
BTCUSDT,60,ordinary,take_4r,1,later,23,3,20,0,0.13043478260869565,0.04537659058182972,0.32127482448539857,0.13043478260869565,-0.5517144883174927,-12.689433231302331,-1.114271671134944,-108.58872122000118,-88.58872122000113,0.42424693228146915,3.116760420749427,-1.1019857246775306,3.865946416348873,-1.3359940828402397,18.12540787916939,30.565217391304348,19.0,147.804728944497,19,18,0,0,0,14,16,1,23,18,20,0,11,7,8,0,4,1,1,0,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,-29.438105608152746
ETHUSDT,5,joint,baseline,1,earlier,305,75,230,0,0.2459016393442623,0.20093245925140182,0.2971919164025332,0.28852459016393445,-0.44159912659358874,-134.68773361104456,-1.226298507462687,-24.461389935932132,-4.461389935932163,0.5535434284295475,2.226584908156756,-1.3116591379252227,18.4057915966385,-3.8004328358211312,141.06237355603287,4.453005464480873,2.75,57.702284221145,274,203,13,7,4,127,152,12,300,198,225,2,205,110,130,0,153,70,79,0,99,25,26,1,59,9,9,1,21,1,1,1,5,0,0,0,-16.281162675763667
ETHUSDT,5,joint,baseline,1,later,184,53,131,0,0.28804347826086957,0.22747300748696497,0.35728319881309856,0.33695652173913043,-0.21935277121818042,-40.360909904145196,-1.1888331491712716,-6.165889799913073,13.834110200086892,0.759956977627013,2.4109322116126624,-1.2835138711421092,28.85919925857288,-3.8773893129771495,62.43245307700277,4.516304347826088,2.6666666666666665,59.409151056496505,163,111,9,4,1,59,79,2,181,108,128,1,118,49,65,1,89,28,36,0,64,9,12,0,42,4,4,0,18,0,0,0,3,0,0,0,-27.817807946164816
ETHUSDT,5,joint,htf_slope,1,earlier,215,54,161,0,0.25116279069767444,0.19790644682546737,0.3131551200870483,0.28837209302325584,-0.4948224237963948,-106.38682111622488,-1.2212682060390765,-27.43288839414886,-7.432888394148887,0.4864592034450264,1.8662316319699028,-1.286728753059625,14.99107986111112,-3.8004328358211312,115.65476994241479,4.638372093023256,3.0,60.374009593954,190,139,8,3,2,85,106,12,211,135,157,1,146,75,92,0,111,51,58,0,74,21,21,1,39,6,6,1,15,1,1,1,3,0,0,0,-24.84863987568914
ETHUSDT,5,joint,htf_slope,1,later,142,42,100,0,0.29577464788732394,0.22688859580028042,0.3754192771125403,0.33098591549295775,-0.2598550019319411,-36.89941027433564,-1.1987857366437653,-9.212419093072597,10.78758090692738,0.7225459980621325,2.2879400547870725,-1.3299289257539264,28.85919925857288,-3.8773893129771495,60.811951154683406,4.400234741784037,2.833333333333333,56.22326144486101,127,86,5,3,1,45,59,2,139,83,97,1,90,37,48,0,68,20,26,0,50,7,9,0,32,3,3,0,15,0,0,0,2,0,0,0,-8.976632662718885
ETHUSDT,5,joint,take_4r,1,earlier,305,79,226,0,0.25901639344262295,0.21306254985092216,0.3109650838337776,0.28852459016393445,-0.4702801281916773,-143.4354390984616,-1.226298507462687,-26.83634819703832,-6.836348197038346,0.5219999840464614,1.9827682437940983,-1.3277616387530768,3.888381048387102,-3.8004328358211312,149.60235925607896,3.959562841530054,2.4166666666666665,57.702284221145,240,199,9,0,0,123,148,12,300,194,221,2,205,106,126,0,153,66,75,0,99,21,22,1,59,5,5,1,0,0,0,1,0,0,0,0,-16.37265193324944
ETHUSDT,5,joint,take_4r,1,later,184,54,130,0,0.29347826086956524,0.2324466137460306,0.3629568693155698,0.33695652173913043,-0.21092959672022163,-38.81104579652078,-1.1888331491712716,-8.768838103335707,11.231161896664274,0.7691520930242381,2.3946821137462733,-1.2932606149139965,3.876347388997482,-3.8773893129771495,42.824781119403795,3.7984601449275366,2.25,59.409151056496505,132,110,8,0,0,58,78,2,181,107,127,1,118,48,64,1,89,27,35,0,64,8,11,0,42,3,3,0,0,0,0,0,0,0,0,0,-13.299296214524944
ETHUSDT,5,ordinary,baseline,-1,earlier,299,72,227,0,0.2408026755852843,0.1958226326294333,0.29235840911903166,0.26755852842809363,-0.4871311001327521,-145.65219893969288,-1.203575657894738,-23.976941618778223,-3.9769416187782394,0.5149860823959365,2.147958273915931,-1.3229303729587663,18.951503448275854,-2.9491458333332807,191.4119392775131,4.660535117056856,3.1666666666666665,58.757055530832,259,190,8,8,2,121,154,10,297,188,225,2,210,109,138,0,165,70,93,0,93,17,23,0,58,3,4,0,26,1,1,0,7,0,0,0,-21.21202717598593
ETHUSDT,5,ordinary,baseline,-1,later,216,60,156,0,0.2777777777777778,0.22232603966975542,0.3409956354659821,0.3287037037037037,0.08737238797722585,18.872435803080784,-1.2088767150276987,10.576625745350237,30.576625745350196,1.098482421349729,3.5084161372169818,-1.2284136694226804,30.123183505153765,-2.859004016064131,25.635090967705167,5.067901234567902,3.1666666666666665,64.5954758986955,193,136,11,11,5,79,97,6,213,133,153,0,138,61,78,0,108,35,48,0,81,21,23,0,55,9,9,0,24,0,0,0,8,0,0,0,-12.309295450731781
ETHUSDT,5,ordinary,baseline,1,earlier,341,80,261,0,0.23460410557184752,0.19273806504092159,0.28238305123325247,0.2844574780058651,-0.49053748238292005,-167.27328149257573,-1.2264415395787955,-26.29849291260691,-6.298492912606944,0.5152637561646063,2.2225968354945307,-1.3221495338396099,18.4057915966385,-3.7939316239314937,175.3008416101388,4.311094819159336,2.6666666666666665,56.150403169246005,304,227,17,8,3,139,170,12,333,219,253,2,231,127,151,0,172,81,93,0,110,30,32,1,68,12,12,1,22,2,2,1,6,0,0,0,-17.67143573793465
ETHUSDT,5,ordinary,baseline,1,later,207,56,151,0,0.27053140096618356,0.21460381965386094,0.33482066021807383,0.3188405797101449,-0.27551328682667814,-57.031250373122376,-1.2007580843225485,-9.328467668609946,10.67153233139002,0.7009132426681,2.3866676553415282,-1.2628121792864102,28.85919925857288,-3.8773893129771495,77.52865630145473,4.389694041867955,2.6666666666666665,60.614152202936,184,128,10,3,1,71,93,2,204,125,148,1,133,58,77,1,103,37,47,0,70,11,14,0,44,4,4,0,18,0,0,0,2,0,0,0,-9.903185092477731
ETHUSDT,5,ordinary,htf_slope,-1,earlier,215,52,163,0,0.24186046511627907,0.18947748393866193,0.303306010708901,0.2651162790697674,-0.5658110808851607,-121.64938239030957,-1.204426289365579,-29.456687308236244,-9.45668730823625,0.43730620644435386,1.8181096874010017,-1.3263256818108076,12.070474449132442,-2.9491458333332807,141.2075569743951,4.475968992248061,3.25,61.547622269738,187,136,5,5,1,88,113,6,213,134,161,2,151,75,99,0,111,41,59,0,64,7,13,0,42,1,2,0,16,0,0,0,3,0,0,0,-12.314368682420467
ETHUSDT,5,ordinary,htf_slope,-1,later,151,45,106,0,0.2980132450331126,0.2308081039023565,0.37524055747867846,0.3509933774834437,0.26757357018743705,40.403609098302994,-1.1760894632206809,20.41448913352989,40.414489133529834,1.3048006312803309,3.8435801597057786,-1.2505424347967649,30.123183505153765,-2.6139947643977695,22.047234286134497,5.009933774834437,3.0833333333333335,63.833109146809996,140,97,8,10,5,56,65,5,149,95,104,0,96,42,51,0,80,27,35,0,61,16,18,0,43,7,7,0,19,0,0,0,7,0,0,0,-21.7109052566987
ETHUSDT,5,ordinary,htf_slope,1,earlier,252,57,195,0,0.2261904761904762,0.1788726234545997,0.28173082759111795,0.27380952380952384,-0.6251787146691538,-157.54503609662675,-1.235455623178968,-34.27683289535576,-14.276832895355788,0.37442250979887876,1.6542864216799147,-1.291483908371189,14.99107986111112,-3.517941176470881,161.6553006359721,4.2824074074074066,2.541666666666667,57.503989281673505,221,166,12,3,1,99,126,11,245,159,188,2,169,92,112,0,123,59,67,0,82,25,26,1,43,9,9,1,14,2,2,1,3,0,0,0,-3.8449017513212813
ETHUSDT,5,ordinary,htf_slope,1,later,164,42,122,0,0.25609756097560976,0.19541160115715234,0.3279481185853988,0.29878048780487804,-0.3893661679951616,-63.856051551206505,-1.21102117804498,-18.23706080107313,1.7629391989268326,0.5946042954245613,2.229983605122881,-1.2911095325112092,28.85919925857288,-3.8773893129771495,86.40046456751011,4.226117886178861,2.791666666666667,57.5393148344735,146,104,7,2,1,56,73,2,161,101,119,1,100,45,58,0,80,30,38,0,54,9,12,0,32,3,3,0,13,0,0,0,1,0,0,0,-19.457267897436125
ETHUSDT,5,ordinary,take_4r,-1,earlier,301,73,228,0,0.2425249169435216,0.19754599559721436,0.2939929815195552,0.26578073089701,-0.4612067355655143,-138.8232274052198,-1.208220289855075,-23.34301245848765,-3.3430124584876624,0.5410302804518737,2.241696507173247,-1.3266099667932756,3.9036514357053673,-2.9491458333332807,169.11442506374152,4.017165005537099,2.6666666666666665,59.413921685236,221,191,7,0,0,121,154,10,299,189,226,2,211,109,138,0,165,69,92,0,93,16,22,0,58,2,3,0,0,0,0,0,0,0,0,0,-20.468077259825815
ETHUSDT,5,ordinary,take_4r,-1,later,217,64,153,0,0.29493087557603687,0.23824947357362453,0.3587464870089481,0.34101382488479265,-0.10049096699430239,-21.80653983776362,-1.1991737677527046,3.5884154820144567,23.58841548201441,0.8843394789002615,2.605197506756114,-1.2322822239879407,3.893254073319754,-2.859004016064131,33.68964516902965,3.9285714285714284,2.5,64.72547177867,153,133,10,0,0,76,94,4,214,130,150,0,139,58,75,0,108,31,44,0,81,17,19,0,55,5,5,0,0,0,0,0,0,0,0,0,-9.683948740186064
ETHUSDT,5,ordinary,take_4r,1,earlier,345,86,259,0,0.2492753623188406,0.2065568376130902,0.29751587050252243,0.28695652173913044,-0.4763924699483744,-164.35540213218917,-1.2264415395787955,-25.687736561557298,-5.687736561557325,0.5247662880443353,2.110300095319064,-1.3352942483769445,3.888381048387102,-3.7939316239314937,167.3828086703878,3.8719806763285023,2.4166666666666665,56.400812004269,266,224,13,0,0,134,166,12,337,216,251,2,233,122,147,0,174,76,89,0,111,25,27,1,68,7,7,1,0,0,0,1,0,0,0,0,-20.918632670457274
ETHUSDT,5,ordinary,take_4r,1,later,207,57,150,0,0.2753623188405797,0.21902118169821413,0.33988909859746946,0.3188405797101449,-0.2761421532627458,-57.16142572538839,-1.2007580843225485,-12.340589735866033,7.659410264133941,0.7002047265441209,2.34222414326426,-1.271121345943008,3.876347388997482,-3.8773893129771495,60.44448210678452,3.740740740740741,2.3333333333333335,60.614152202936,153,127,9,0,0,70,92,2,204,124,147,1,133,57,76,1,103,36,46,0,70,10,13,0,44,3,3,0,0,0,0,0,0,0,0,0,-12.166526481431013
ETHUSDT,15,joint,baseline,1,earlier,54,17,37,0,0.3148148148148148,0.20679280588636495,0.4474344493243897,0.3148148148148148,0.3383963545082157,18.273403143443648,-1.07712727061836,38.37697408627066,58.37697408627066,1.4304304333165312,3.572187820735648,-1.147399724569253,17.323333539221668,-2.1300800000000937,22.285118090214326,17.564814814814813,10.125,104.39670393033451,46,30,0,5,1,20,27,1,51,27,34,2,35,11,18,1,28,7,11,2,17,1,1,0,11,0,0,0,9,0,0,0,2,0,0,0,-7.724622908780452
ETHUSDT,15,joint,baseline,1,later,58,10,48,0,0.1724137931034483,0.0964429261860993,0.28908256613870853,0.20689655172413793,-0.45899310464601056,-26.621600069468613,-1.1239596570375592,-42.66453281999082,-22.664532819990846,0.4873189806661003,2.5304644643192478,-1.0817967648471059,5.802444817927115,-2.0886936416184967,27.326897892483707,15.900862068965518,11.75,112.862346146935,47,38,2,2,0,30,40,4,58,38,48,0,41,23,31,0,28,11,18,1,17,6,8,0,10,2,2,0,4,1,1,0,0,0,0,0,1.814632450953765
ETHUSDT,15,joint,htf_slope,1,earlier,37,15,22,0,0.40540540540540543,0.26346518096567406,0.5651403539064959,0.40540540540540543,0.874311615873352,32.349529787314026,-0.8086618614854305,87.37007858675985,107.37007858675986,2.262200586963918,3.865266531521087,-1.1649758266137396,17.323333539221668,-2.1300800000000937,14.453212484128539,18.722972972972972,14.0,112.92793851791,31,17,0,5,1,12,17,1,36,16,21,0,28,8,13,0,23,5,8,1,15,1,1,0,9,0,0,0,9,0,0,0,2,0,0,0,44.252596305016866
ETHUSDT,15,joint,htf_slope,1,later,41,5,36,0,0.12195121951219512,0.053233364348929765,0.25544211648092047,0.17073170731707318,-0.5735995726014935,-23.517582476661232,-1.127639024390247,-52.98857711700892,-32.98857711700898,0.3759528073589068,2.8336001695565405,-1.0468217590123317,5.362201476335206,-2.0886936416184967,23.51758247666123,13.99390243902439,9.5,113.09830092671899,32,27,2,1,0,21,30,3,41,27,36,0,27,15,22,0,18,7,13,0,12,5,7,0,7,2,2,0,3,1,1,0,0,0,0,0,-5.379232328092926
ETHUSDT,15,joint,take_4r,1,earlier,54,17,37,0,0.3148148148148148,0.20679280588636495,0.4474344493243897,0.3148148148148148,0.01819795178170926,0.9826893962123,-1.07712727061836,4.81173707119209,24.811737071192084,1.0231472714363543,2.5550870120749805,-1.147399724569253,3.8910805300713514,-2.1300800000000937,22.285118090214326,14.333333333333334,6.625,104.39670393033451,36,30,0,0,0,20,27,1,51,27,34,2,35,11,18,1,28,7,11,2,17,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,-15.196951020427518
ETHUSDT,15,joint,take_4r,1,later,58,11,47,0,0.1896551724137931,0.10934251613206783,0.30852373975459213,0.20689655172413793,-0.35966422638444717,-20.860525130297937,-1.1239596570375592,-34.36364830783648,-14.363648307836499,0.5966474878179168,2.8052114437796116,-1.1003798087632695,3.922276853115054,-2.0886936416184967,23.470658543254984,14.672413793103448,10.875,112.862346146935,40,37,1,0,0,29,39,4,58,37,47,0,41,22,30,0,28,10,17,1,17,5,7,0,10,1,1,0,0,0,0,0,0,0,0,0,-36.84327335521639
ETHUSDT,15,ordinary,baseline,-1,earlier,86,20,66,0,0.23255813953488372,0.15589108885641095,0.33209585422319776,0.2441860465116279,-0.22224898234722024,-19.11341248186094,-1.0877114993728414,-39.76635992124829,-19.766359921248274,0.7269022654289635,2.543701590012465,-1.060415822456216,6.847083969465676,-1.7391393939393636,31.4599139953457,14.229651162790697,8.5,111.2949365022265,70,53,1,4,0,35,48,2,85,52,65,1,53,21,33,1,40,12,20,0,25,5,7,0,20,4,4,0,11,1,1,0,0,0,0,0,1.0777938042514437
ETHUSDT,15,ordinary,baseline,-1,later,58,22,36,0,0.3793103448275862,0.26564272598400496,0.5079719290830295,0.39655172413793105,0.2135499949240262,12.38589970559352,-1.011464501167631,29.262707171307763,49.26270717130773,1.3318339205208742,2.259613557477724,-1.0368221821921224,7.39237337576239,-1.4357941454201977,11.95243686465036,16.65948275862069,12.25,134.176348507125,51,30,1,2,0,24,30,1,57,29,35,1,39,12,17,0,30,4,8,0,25,2,3,0,17,1,1,0,6,0,0,0,2,0,0,0,-7.0106856335518595
ETHUSDT,15,ordinary,baseline,1,earlier,59,18,41,0,0.3050847457627119,0.20253631912077247,0.4314632663527966,0.3220338983050847,0.267469458553508,15.780698054656972,-1.0781203948952574,26.487416032704342,46.48741603270432,1.3443417418103207,3.422738475227758,-1.1177705975473822,17.323333539221668,-1.6953592592592346,21.477488854157947,17.01271186440678,10.5,112.150829788027,50,33,1,5,1,22,30,1,56,30,38,2,39,13,21,1,31,7,13,2,19,1,2,0,11,0,0,0,9,0,0,0,2,0,0,0,-29.835050022857008
ETHUSDT,15,ordinary,baseline,1,later,64,12,52,0,0.1875,0.1106464312646328,0.2997436066325612,0.21875,-0.4613901960530872,-29.52897254739758,-1.1239596570375592,-40.58925563470572,-20.589255634705744,0.48416380105284784,2.3096575390459573,-1.1008627503067128,5.802444817927115,-2.0886936416184967,29.52897254739758,15.8828125,12.125,109.6919153832505,51,41,2,2,0,33,44,4,64,41,52,0,45,24,33,0,31,11,19,1,19,6,8,0,12,3,3,0,6,1,1,0,0,0,0,0,-18.50781731649375
ETHUSDT,15,ordinary,htf_slope,-1,earlier,49,14,35,0,0.2857142857142857,0.17849594390337364,0.4240888362183338,0.30612244897959184,-0.13076777967993236,-6.407621204316686,-1.041051450676981,-20.415659006954854,-0.41565900695484437,0.8282902242051288,2.207782612665704,-1.0661879366181868,5.0756972477064535,-1.7391393939393636,13.190742676431132,13.673469387755102,11.0,88.41799864725299,42,28,1,2,0,17,24,1,49,28,35,0,31,10,17,0,27,7,13,0,18,3,4,0,16,3,3,0,7,0,0,0,0,0,0,0,20.02609680068438
ETHUSDT,15,ordinary,htf_slope,-1,later,34,12,22,0,0.35294117647058826,0.2148792050658079,0.5208603701083743,0.4117647058823529,0.2627362851972561,8.933033696706708,-1.067254766525497,22.752434191838944,42.75243419183888,1.3977619258589522,2.6159396638889953,-1.0208291940891472,7.39237337576239,-1.4357941454201977,9.212345509699494,14.088235294117647,9.75,134.41961065701747,32,20,2,2,0,19,21,1,33,19,21,1,23,10,11,0,16,3,4,0,15,3,3,0,11,0,0,0,4,0,0,0,2,0,0,0,75.96186685250689
ETHUSDT,15,ordinary,htf_slope,1,earlier,41,16,25,0,0.3902439024390244,0.25656144970045525,0.5427314318307916,0.3902439024390244,0.7486101259830861,30.69301516530653,-0.8313796735123783,67.06971471204955,87.06971471204955,2.0896380775777312,3.6788185984006203,-1.1267232963641356,17.323333539221668,-1.6953592592592346,12.264127365719217,17.658536585365855,13.0,121.423215538301,35,20,0,5,1,13,18,1,40,19,24,0,30,9,14,0,24,5,8,1,16,1,1,0,9,0,0,0,9,0,0,0,2,0,0,0,-25.161178366978902
ETHUSDT,15,ordinary,htf_slope,1,later,47,6,41,0,0.1276595744680851,0.059846041631937644,0.25173940909799597,0.1702127659574468,-0.611288766622481,-28.730572031256607,-1.1570808915602322,-54.9549932593294,-34.95499325932944,0.35202347559983704,2.601389464373183,-1.0814368004267245,5.362201476335206,-2.0886936416184967,28.7305720312566,14.042553191489361,9.5,112.432521305456,37,32,2,1,0,25,34,4,47,32,41,0,30,17,24,0,21,9,15,0,14,6,8,0,8,3,3,0,4,1,1,0,0,0,0,0,-58.95449771927182
ETHUSDT,15,ordinary,take_4r,-1,earlier,86,22,64,0,0.2558139534883721,0.17543075214298642,0.35707906545143897,0.2558139534883721,-0.12498889251483235,-10.749044756275582,-1.0877114993728414,-38.295182708726784,-18.29518270872676,0.8442653729366759,2.648750065473405,-1.0784616593232892,3.917553429898878,-1.7391393939393636,20.84109134753842,12.241279069767442,8.0,111.2949365022265,55,51,0,0,0,33,46,2,85,50,63,1,53,19,31,1,40,10,18,0,25,3,5,0,20,2,2,0,0,0,0,0,0,0,0,0,2.518601040748854
ETHUSDT,15,ordinary,take_4r,-1,later,58,22,36,0,0.3793103448275862,0.26564272598400496,0.5079719290830295,0.39655172413793105,0.3007295474990645,17.44231375494574,-1.011464501167631,37.36995384480422,57.3699538448042,1.467301648958529,2.4894505597210066,-1.0368221821921224,3.8826942455582056,-1.4357941454201977,11.011746703720863,14.431034482758621,9.75,134.176348507125,40,30,1,0,0,24,30,1,57,29,35,1,39,12,17,0,30,4,8,0,25,2,3,0,17,1,1,0,0,0,0,0,0,0,0,0,25.55569762210566
ETHUSDT,15,ordinary,take_4r,1,earlier,59,18,41,0,0.3050847457627119,0.20253631912077247,0.4314632663527966,0.3220338983050847,-0.025593486314819922,-1.5100156925743755,-1.0781203948952574,-4.233309370926892,15.766690629073086,0.9670507963626783,2.4621432670482384,-1.1177705975473822,3.8910805300713514,-1.6953592592592346,21.531902825879165,14.055084745762711,6.75,112.150829788027,40,33,1,0,0,22,30,1,56,30,38,2,39,13,21,1,31,7,13,2,19,1,2,0,11,0,0,0,0,0,0,0,0,0,0,0,-34.12715867226799
ETHUSDT,15,ordinary,take_4r,1,later,64,13,51,0,0.203125,0.12273417769708575,0.31713635830524856,0.21875,-0.33937206097769756,-21.719811902572644,-1.1239596570375592,-31.937317579090358,-11.937317579090369,0.6191943126325492,2.7166659548145384,-1.118362143434542,3.922276853115054,-2.0886936416184967,23.13151471140598,14.70703125,10.875,109.6919153832505,43,40,1,0,0,32,43,4,64,40,51,0,45,23,32,0,31,10,18,1,19,5,7,0,12,2,2,0,0,0,0,0,0,0,0,0,-30.488744679792102
ETHUSDT,60,joint,baseline,1,earlier,30,10,20,0,0.3333333333333333,0.19230497996726426,0.5121994849532198,0.3333333333333333,0.6151360628951271,18.454081886853814,-0.7562362456524359,118.93214316693484,138.9321431669349,1.9708769347576065,3.7461724592323113,-0.950382135273465,10.362909645909726,-1.2416229022704826,3.4188818562468266,69.96666666666667,56.5,288.694873627082,24,14,0,2,1,12,18,0,30,14,20,0,22,9,12,0,18,5,8,0,11,0,1,0,7,0,0,0,5,0,0,0,1,0,0,0,109.50657462288899
ETHUSDT,60,joint,baseline,1,later,14,1,13,0,0.07142857142857142,0.012722215106604151,0.31468704666737907,0.07142857142857142,0.2727448293002807,3.81842761020393,-1.0576183297769655,-114.97629874516348,-94.97629874516353,1.2801069680255672,17.45046124763703,-1.0486179721102384,17.45046124763703,-1.1353471964351995,13.6320336374331,46.0,29.0,300.906108384825,12,11,0,1,1,11,13,1,14,11,13,0,9,7,8,0,3,2,2,0,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,168.8454421863308
ETHUSDT,60,joint,htf_slope,1,earlier,19,6,13,0,0.3157894736842105,0.15364378998470052,0.5398959249530334,0.3157894736842105,0.6086598502034551,11.564537153865649,-0.6533506036217327,79.9753103197731,99.97531031977317,1.9559626761025497,3.943634273042111,-0.9305591141836167,10.362909645909726,-1.2416229022704826,3.6521972956561664,70.0,56.0,320.32905396983705,15,9,0,1,1,7,11,0,19,9,13,0,12,5,6,0,10,3,4,0,7,0,1,0,5,0,0,0,3,0,0,0,1,0,0,0,10.286836764544315
ETHUSDT,60,joint,htf_slope,1,later,9,0,9,0,0.0,-2.7755575615628914e-17,0.299145051727044,0.0,-1.0751105674935784,-9.675995107442205,-1.0747782018659906,-306.3843385358251,-286.3843385358251,0.0,,-1.0751105674935784,-0.97945552525646,-1.1353471964351995,9.675995107442205,40.333333333333336,28.0,267.457621351238,8,8,0,0,0,8,9,1,9,8,9,0,6,5,6,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.11434329305754
ETHUSDT,60,joint,take_4r,1,earlier,30,10,20,0,0.3333333333333333,0.19230497996726426,0.5121994849532198,0.3333333333333333,0.34056592824840076,10.216977847452023,-0.7562362456524359,74.37914280030697,94.37914280030704,1.5375194602386004,2.922462055292133,-0.950382135273465,3.961179906542056,-1.2416229022704826,3.3635074916430896,59.53333333333333,53.0,288.694873627082,18,14,0,0,0,12,18,0,30,14,20,0,22,9,12,0,18,5,8,0,11,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,47.746095551302524
ETHUSDT,60,joint,take_4r,1,later,14,1,13,0,0.07142857142857142,0.012722215106604151,0.31468704666737907,0.07142857142857142,-0.6983596805565909,-9.777035527792274,-1.0576183297769655,-248.9200021619199,-228.92000216191997,0.28278965649374077,3.854998109640826,-1.0486179721102384,3.854998109640826,-1.1353471964351995,13.6320336374331,39.92857142857143,25.0,300.906108384825,11,11,0,0,0,11,13,1,14,11,13,0,9,7,8,0,3,2,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-65.0293701065942
ETHUSDT,60,ordinary,baseline,-1,earlier,34,6,28,0,0.17647058823529413,0.08348968996676082,0.3351373754164399,0.17647058823529413,-0.21348674482741165,-7.258549324131996,-1.0617230217469769,-47.078748192098686,-27.078748192098708,0.7351580570354944,3.3580915962521485,-0.9788249607730318,7.396854695974887,-1.2119121004566138,12.920067031193234,50.61764705882353,20.5,260.72469286656246,29,23,0,2,0,21,26,1,33,22,27,1,17,7,11,0,11,3,5,0,7,1,1,0,4,0,0,0,4,0,0,0,2,0,0,0,35.996234469142266
ETHUSDT,60,ordinary,baseline,-1,later,22,5,17,0,0.22727272727272727,0.10123039921206697,0.4343995334816487,0.22727272727272727,0.28720079669927845,6.318417527384126,-1.0626499884773821,18.17130611120031,38.1713061112003,1.360216757978353,4.771803206983791,-1.0317999122079309,14.447197356426582,-1.213129197495734,9.210607658164278,49.54545454545455,21.5,228.06295560310298,19,14,0,2,1,12,15,0,22,14,17,0,12,5,7,0,7,1,2,0,5,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,-30.115325196031087
