symbol,minutes,fold,status,bars,warmed_bars,source_start,source_end_close,reason
BOME,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
BOME,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
BONK,60,audit_pre,prepared,2952,2952.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
BONK,60,audit_seen,prepared,1656,1656.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
BONK,60,external_recent,prepared,796,796.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
BONK,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
BONK,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
BONK,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
BRETT,60,audit_pre,prepared,2952,2952.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
BRETT,60,audit_seen,prepared,1656,1656.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
BRETT,60,external_recent,prepared,796,796.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
BRETT,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
BRETT,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
BRETT,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
BREV,60,audit_pre,prepared,2952,2437.0,2025-12-30T13:00:00+00:00,2026-08-14T04:00:00+00:00,
BREV,60,audit_seen,prepared,1656,1656.0,2025-12-30T13:00:00+00:00,2026-08-14T04:00:00+00:00,
BREV,60,external_recent,prepared,796,796.0,2025-12-30T13:00:00+00:00,2026-08-14T04:00:00+00:00,
BREV,240,audit_pre,prepared,738,196.0,2025-12-30T16:00:00+00:00,2026-08-14T04:00:00+00:00,
BREV,240,audit_seen,prepared,414,414.0,2025-12-30T16:00:00+00:00,2026-08-14T04:00:00+00:00,
BREV,240,external_recent,prepared,199,199.0,2025-12-30T16:00:00+00:00,2026-08-14T04:00:00+00:00,
BSB,60,audit_pre,prepared,758,208.0,2026-04-02T10:00:00+00:00,2026-08-14T04:00:00+00:00,
BSB,60,audit_seen,prepared,1656,1656.0,2026-04-02T10:00:00+00:00,2026-08-14T04:00:00+00:00,
BSB,60,external_recent,prepared,796,796.0,2026-04-02T10:00:00+00:00,2026-08-14T04:00:00+00:00,
BSB,240,audit_pre,prepared,189,0.0,2026-04-02T12:00:00+00:00,2026-08-14T04:00:00+00:00,
BSB,240,audit_seen,prepared,414,53.0,2026-04-02T12:00:00+00:00,2026-08-14T04:00:00+00:00,
BSB,240,external_recent,prepared,199,199.0,2026-04-02T12:00:00+00:00,2026-08-14T04:00:00+00:00,
CAP,60,audit_pre,prepared,0,0.0,2026-06-26T13:00:00+00:00,2026-08-14T04:00:00+00:00,
CAP,60,audit_seen,prepared,371,0.0,2026-06-26T13:00:00+00:00,2026-08-14T04:00:00+00:00,
CAP,60,external_recent,prepared,796,617.0,2026-06-26T13:00:00+00:00,2026-08-14T04:00:00+00:00,
CAP,240,all,unavailable_cash,291,,,,insufficient_common_warmup
CC,60,audit_pre,prepared,2952,2952.0,2025-10-31T14:00:00+00:00,2026-08-14T04:00:00+00:00,
CC,60,audit_seen,prepared,1656,1656.0,2025-10-31T14:00:00+00:00,2026-08-14T04:00:00+00:00,
CC,60,external_recent,prepared,796,796.0,2025-10-31T14:00:00+00:00,2026-08-14T04:00:00+00:00,
CC,240,audit_pre,prepared,738,556.0,2025-10-31T16:00:00+00:00,2026-08-14T04:00:00+00:00,
CC,240,audit_seen,prepared,414,414.0,2025-10-31T16:00:00+00:00,2026-08-14T04:00:00+00:00,
CC,240,external_recent,prepared,199,199.0,2025-10-31T16:00:00+00:00,2026-08-14T04:00:00+00:00,
CELO,60,audit_pre,prepared,2952,2952.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
CELO,60,audit_seen,prepared,1656,1656.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
CELO,60,external_recent,prepared,796,796.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
CELO,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
CELO,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
CELO,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
CHIP,60,audit_pre,prepared,298,0.0,2026-04-21T14:00:00+00:00,2026-08-14T04:00:00+00:00,
CHIP,60,audit_seen,prepared,1656,1404.0,2026-04-21T14:00:00+00:00,2026-08-14T04:00:00+00:00,
CHIP,60,external_recent,prepared,796,796.0,2026-04-21T14:00:00+00:00,2026-08-14T04:00:00+00:00,
CHIP,240,audit_pre,prepared,74,0.0,2026-04-21T16:00:00+00:00,2026-08-14T04:00:00+00:00,
CHIP,240,audit_seen,prepared,414,0.0,2026-04-21T16:00:00+00:00,2026-08-14T04:00:00+00:00,
CHIP,240,external_recent,prepared,199,137.0,2026-04-21T16:00:00+00:00,2026-08-14T04:00:00+00:00,
COAI,60,audit_pre,prepared,2952,2952.0,2025-10-15T15:00:00+00:00,2026-08-14T04:00:00+00:00,
COAI,60,audit_seen,prepared,1656,1656.0,2025-10-15T15:00:00+00:00,2026-08-14T04:00:00+00:00,
COAI,60,external_recent,prepared,796,796.0,2025-10-15T15:00:00+00:00,2026-08-14T04:00:00+00:00,
COAI,240,audit_pre,prepared,738,652.0,2025-10-15T16:00:00+00:00,2026-08-14T04:00:00+00:00,
COAI,240,audit_seen,prepared,414,414.0,2025-10-15T16:00:00+00:00,2026-08-14T04:00:00+00:00,
COAI,240,external_recent,prepared,199,199.0,2025-10-15T16:00:00+00:00,2026-08-14T04:00:00+00:00,
COMP,60,audit_pre,prepared,2952,2952.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
COMP,60,audit_seen,prepared,1656,1656.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
COMP,60,external_recent,prepared,796,796.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
COMP,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
COMP,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
COMP,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
CORE,60,audit_pre,prepared,2952,2952.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
CORE,60,audit_seen,prepared,1656,1656.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
CORE,60,external_recent,prepared,796,796.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
CORE,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
CORE,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
CORE,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
CRO,60,audit_pre,prepared,2952,2952.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
CRO,60,audit_seen,prepared,1656,1656.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
CRO,60,external_recent,prepared,796,796.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
CRO,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
CRO,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
CRO,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
CVX,60,audit_pre,prepared,2952,2952.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
CVX,60,audit_seen,prepared,1656,1656.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
CVX,60,external_recent,prepared,796,796.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
CVX,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
CVX,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
CVX,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
DASH,60,audit_pre,prepared,2952,2952.0,2025-11-06T03:00:00+00:00,2026-08-14T04:00:00+00:00,
DASH,60,audit_seen,prepared,1656,1656.0,2025-11-06T03:00:00+00:00,2026-08-14T04:00:00+00:00,
DASH,60,external_recent,prepared,796,796.0,2025-11-06T03:00:00+00:00,2026-08-14T04:00:00+00:00,
DASH,240,audit_pre,prepared,738,523.0,2025-11-06T04:00:00+00:00,2026-08-14T04:00:00+00:00,
DASH,240,audit_seen,prepared,414,414.0,2025-11-06T04:00:00+00:00,2026-08-14T04:00:00+00:00,
DASH,240,external_recent,prepared,199,199.0,2025-11-06T04:00:00+00:00,2026-08-14T04:00:00+00:00,
DATA,60,audit_pre,prepared,0,0.0,2026-07-02T13:00:00+00:00,2026-08-14T04:00:00+00:00,
DATA,60,audit_seen,prepared,227,0.0,2026-07-02T13:00:00+00:00,2026-08-14T04:00:00+00:00,
DATA,60,external_recent,prepared,796,473.0,2026-07-02T13:00:00+00:00,2026-08-14T04:00:00+00:00,
DATA,240,all,unavailable_cash,255,,,,insufficient_common_warmup
DOOD,60,audit_pre,prepared,2952,2952.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
DOOD,60,audit_seen,prepared,1656,1656.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
DOOD,60,external_recent,prepared,796,796.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
DOOD,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
DOOD,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
DOOD,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
DYDX,60,audit_pre,prepared,2952,2952.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
DYDX,60,audit_seen,prepared,1656,1656.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
DYDX,60,external_recent,prepared,796,796.0,2025-06-03T15:00:00+00:00,2026-08-14T04:00:00+00:00,
DYDX,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
DYDX,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
DYDX,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
EDEN,60,audit_pre,prepared,2952,2952.0,2025-09-30T12:00:00+00:00,2026-08-14T04:00:00+00:00,
EDEN,60,audit_seen,prepared,1656,1656.0,2025-09-30T12:00:00+00:00,2026-08-14T04:00:00+00:00,
EDEN,60,external_recent,prepared,796,796.0,2025-09-30T12:00:00+00:00,2026-08-14T04:00:00+00:00,
EDEN,240,audit_pre,prepared,738,738.0,2025-09-30T12:00:00+00:00,2026-08-14T04:00:00+00:00,
EDEN,240,audit_seen,prepared,414,414.0,2025-09-30T12:00:00+00:00,2026-08-14T04:00:00+00:00,
EDEN,240,external_recent,prepared,199,199.0,2025-09-30T12:00:00+00:00,2026-08-14T04:00:00+00:00,
EDGE,60,audit_pre,prepared,778,228.0,2026-04-01T14:00:00+00:00,2026-08-14T04:00:00+00:00,
EDGE,60,audit_seen,prepared,1656,1656.0,2026-04-01T14:00:00+00:00,2026-08-14T04:00:00+00:00,
EDGE,60,external_recent,prepared,796,796.0,2026-04-01T14:00:00+00:00,2026-08-14T04:00:00+00:00,
EDGE,240,audit_pre,prepared,194,0.0,2026-04-01T16:00:00+00:00,2026-08-14T04:00:00+00:00,
EDGE,240,audit_seen,prepared,414,58.0,2026-04-01T16:00:00+00:00,2026-08-14T04:00:00+00:00,
EDGE,240,external_recent,prepared,199,199.0,2026-04-01T16:00:00+00:00,2026-08-14T04:00:00+00:00,
EGLD,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
EGLD,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
EGLD,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
EGLD,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
EGLD,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
EGLD,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ENJ,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ENJ,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ENJ,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ENJ,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ENJ,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ENJ,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ENS,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ENS,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ENS,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ENS,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ENS,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ENS,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ENSO,60,audit_pre,prepared,2952,2952.0,2025-10-29T10:00:00+00:00,2026-08-14T04:00:00+00:00,
ENSO,60,audit_seen,prepared,1656,1656.0,2025-10-29T10:00:00+00:00,2026-08-14T04:00:00+00:00,
ENSO,60,external_recent,prepared,796,796.0,2025-10-29T10:00:00+00:00,2026-08-14T04:00:00+00:00,
ENSO,240,audit_pre,prepared,738,569.0,2025-10-29T12:00:00+00:00,2026-08-14T04:00:00+00:00,
ENSO,240,audit_seen,prepared,414,414.0,2025-10-29T12:00:00+00:00,2026-08-14T04:00:00+00:00,
ENSO,240,external_recent,prepared,199,199.0,2025-10-29T12:00:00+00:00,2026-08-14T04:00:00+00:00,
ESP,60,audit_pre,prepared,1976,1426.0,2026-02-10T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ESP,60,audit_seen,prepared,1656,1656.0,2026-02-10T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ESP,60,external_recent,prepared,796,796.0,2026-02-10T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ESP,240,audit_pre,prepared,494,0.0,2026-02-10T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ESP,240,audit_seen,prepared,414,358.0,2026-02-10T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ESP,240,external_recent,prepared,199,199.0,2026-02-10T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ETHW,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ETHW,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ETHW,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ETHW,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ETHW,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ETHW,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
F,60,audit_pre,prepared,2952,2952.0,2025-10-25T08:00:00+00:00,2026-08-14T04:00:00+00:00,
F,60,audit_seen,prepared,1656,1656.0,2025-10-25T08:00:00+00:00,2026-08-14T04:00:00+00:00,
F,60,external_recent,prepared,796,796.0,2025-10-25T08:00:00+00:00,2026-08-14T04:00:00+00:00,
F,240,audit_pre,prepared,738,594.0,2025-10-25T08:00:00+00:00,2026-08-14T04:00:00+00:00,
F,240,audit_seen,prepared,414,414.0,2025-10-25T08:00:00+00:00,2026-08-14T04:00:00+00:00,
F,240,external_recent,prepared,199,199.0,2025-10-25T08:00:00+00:00,2026-08-14T04:00:00+00:00,
FARTCOIN,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FARTCOIN,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FARTCOIN,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FARTCOIN,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FARTCOIN,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FARTCOIN,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FLOKI,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FLOKI,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FLOKI,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FLOKI,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FLOKI,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FLOKI,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FLOW,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FLOW,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FLOW,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FLOW,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FLOW,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FLOW,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FOGO,60,audit_pre,prepared,2720,2170.0,2026-01-10T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FOGO,60,audit_seen,prepared,1656,1656.0,2026-01-10T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FOGO,60,external_recent,prepared,796,796.0,2026-01-10T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FOGO,240,audit_pre,prepared,680,130.0,2026-01-10T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FOGO,240,audit_seen,prepared,414,414.0,2026-01-10T16:00:00+00:00,2026-08-14T04:00:00+00:00,
FOGO,240,external_recent,prepared,199,199.0,2026-01-10T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GAS,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GAS,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GAS,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GAS,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GAS,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GAS,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GIGGLE,60,audit_pre,prepared,2952,2952.0,2025-10-25T07:00:00+00:00,2026-08-14T04:00:00+00:00,
GIGGLE,60,audit_seen,prepared,1656,1656.0,2025-10-25T07:00:00+00:00,2026-08-14T04:00:00+00:00,
GIGGLE,60,external_recent,prepared,796,796.0,2025-10-25T07:00:00+00:00,2026-08-14T04:00:00+00:00,
GIGGLE,240,audit_pre,prepared,738,594.0,2025-10-25T08:00:00+00:00,2026-08-14T04:00:00+00:00,
GIGGLE,240,audit_seen,prepared,414,414.0,2025-10-25T08:00:00+00:00,2026-08-14T04:00:00+00:00,
GIGGLE,240,external_recent,prepared,199,199.0,2025-10-25T08:00:00+00:00,2026-08-14T04:00:00+00:00,
GLM,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GLM,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GLM,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GLM,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GLM,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GLM,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GMT,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GMT,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GMT,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GMT,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GMT,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GMT,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GMX,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GMX,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GMX,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GMX,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GMX,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GMX,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GPS,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GPS,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GPS,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GPS,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GPS,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GPS,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GRAM,60,audit_pre,prepared,0,0.0,2026-06-17T11:00:00+00:00,2026-08-14T04:00:00+00:00,
GRAM,60,audit_seen,prepared,589,39.0,2026-06-17T11:00:00+00:00,2026-08-14T04:00:00+00:00,
GRAM,60,external_recent,prepared,796,796.0,2026-06-17T11:00:00+00:00,2026-08-14T04:00:00+00:00,
GRAM,240,all,unavailable_cash,346,,,,insufficient_common_warmup
GRASS,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GRASS,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GRASS,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GRASS,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GRASS,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
GRASS,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
H,60,audit_pre,prepared,2952,2952.0,2025-07-03T06:00:00+00:00,2026-08-14T04:00:00+00:00,
H,60,audit_seen,prepared,1656,1656.0,2025-07-03T06:00:00+00:00,2026-08-14T04:00:00+00:00,
H,60,external_recent,prepared,796,796.0,2025-07-03T06:00:00+00:00,2026-08-14T04:00:00+00:00,
H,240,audit_pre,prepared,738,738.0,2025-07-03T08:00:00+00:00,2026-08-14T04:00:00+00:00,
H,240,audit_seen,prepared,414,414.0,2025-07-03T08:00:00+00:00,2026-08-14T04:00:00+00:00,
H,240,external_recent,prepared,199,199.0,2025-07-03T08:00:00+00:00,2026-08-14T04:00:00+00:00,
HMSTR,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
HMSTR,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
HMSTR,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
HMSTR,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
HMSTR,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
HMSTR,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
HOME,60,audit_pre,prepared,2952,2952.0,2025-06-13T11:00:00+00:00,2026-08-14T04:00:00+00:00,
HOME,60,audit_seen,prepared,1656,1656.0,2025-06-13T11:00:00+00:00,2026-08-14T04:00:00+00:00,
HOME,60,external_recent,prepared,796,796.0,2025-06-13T11:00:00+00:00,2026-08-14T04:00:00+00:00,
HOME,240,audit_pre,prepared,738,738.0,2025-06-13T12:00:00+00:00,2026-08-14T04:00:00+00:00,
HOME,240,audit_seen,prepared,414,414.0,2025-06-13T12:00:00+00:00,2026-08-14T04:00:00+00:00,
HOME,240,external_recent,prepared,199,199.0,2025-06-13T12:00:00+00:00,2026-08-14T04:00:00+00:00,
HUMA,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
