symbol,timeframe,arm,bars,window_bars,common_bars,candidates,entries,first,last,partial_buckets,gaps,baseline_parity,released_parity,legacy_v9_entries,common_v9_entries,h1_unknown_window
FILUSDT,15m,v9_1,58908,57408,57408,137,115,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,122,,0
FILUSDT,15m,dc20,58908,57408,57408,4327,1194,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,122,,0
FILUSDT,15m,dc55,58908,57408,57408,2358,578,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,122,,0
FILUSDT,15m,sma20_60,58908,57408,57408,968,968,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,122,,0
FILUSDT,1h,v9,15852,14352,14352,32,32,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,32,32.0,0
FILUSDT,1h,v9_1,15852,14352,14352,32,32,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,32,,0
FILUSDT,1h,dc20,15852,14352,14352,1098,302,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,32,,0
FILUSDT,1h,dc55,15852,14352,14352,615,160,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,32,,0
FILUSDT,1h,sma20_60,15852,14352,14352,253,253,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,32,,0
FILUSDT,4h,v9,5088,3588,3588,16,16,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,16,16.0,0
FILUSDT,4h,v9_1,5088,3588,3588,16,16,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,16,,0
FILUSDT,4h,dc20,5088,3588,3588,261,87,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,16,,0
FILUSDT,4h,dc55,5088,3588,3588,125,50,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,16,,0
FILUSDT,4h,sma20_60,5088,3588,3588,64,64,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,16,,0
HYPEUSDT,15m,v9,32214,32213,31873,82,69,2025-05-30 10:30:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,69,69.0,242
HYPEUSDT,15m,v9_1,32214,32213,31873,76,64,2025-05-30 10:30:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,69,,242
HYPEUSDT,15m,dc20,32214,32213,31873,3062,771,2025-05-30 10:30:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,69,,242
HYPEUSDT,15m,dc55,32214,32213,31873,1647,364,2025-05-30 10:30:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,69,,242
HYPEUSDT,15m,sma20_60,32214,32213,31873,576,576,2025-05-30 10:30:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,69,,242
HYPEUSDT,1h,v9,8054,8053,7713,24,18,2025-05-30 10:00:00+00:00,2026-04-30 23:00:00+00:00,1,0,True,True,18,18.0,0
HYPEUSDT,1h,v9_1,8054,8053,7713,24,18,2025-05-30 10:00:00+00:00,2026-04-30 23:00:00+00:00,1,0,True,True,18,,0
HYPEUSDT,1h,dc20,8054,8053,7713,678,168,2025-05-30 10:00:00+00:00,2026-04-30 23:00:00+00:00,1,0,True,True,18,,0
HYPEUSDT,1h,dc55,8054,8053,7713,388,97,2025-05-30 10:00:00+00:00,2026-04-30 23:00:00+00:00,1,0,True,True,18,,0
HYPEUSDT,1h,sma20_60,8054,8053,7713,128,128,2025-05-30 10:00:00+00:00,2026-04-30 23:00:00+00:00,1,0,True,True,18,,0
HYPEUSDT,4h,v9,2014,2013,1673,3,3,2025-05-30 08:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,3,3.0,0
HYPEUSDT,4h,v9_1,2014,2013,1673,3,3,2025-05-30 08:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,3,,0
HYPEUSDT,4h,dc20,2014,2013,1673,161,38,2025-05-30 08:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,3,,0
HYPEUSDT,4h,dc55,2014,2013,1673,85,21,2025-05-30 08:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,3,,0
HYPEUSDT,4h,sma20_60,2014,2013,1673,33,33,2025-05-30 08:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,3,,0
JUPUSDT,15m,v9,58908,57408,57408,101,83,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,83,83.0,0
JUPUSDT,15m,v9_1,58908,57408,57408,93,76,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,83,,0
JUPUSDT,15m,dc20,58908,57408,57408,5089,1272,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,83,,0
JUPUSDT,15m,dc55,58908,57408,57408,2801,622,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,83,,0
JUPUSDT,15m,sma20_60,58908,57408,57408,971,971,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,83,,0
JUPUSDT,1h,v9,15852,14352,14352,46,33,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,33,33.0,0
JUPUSDT,1h,v9_1,15852,14352,14352,46,33,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,33,,0
JUPUSDT,1h,dc20,15852,14352,14352,1259,309,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,33,,0
JUPUSDT,1h,dc55,15852,14352,14352,734,171,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,33,,0
JUPUSDT,1h,sma20_60,15852,14352,14352,235,235,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,33,,0
JUPUSDT,4h,v9,4922,3588,3588,9,8,2024-01-31 16:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,8,8.0,0
JUPUSDT,4h,v9_1,4922,3588,3588,9,8,2024-01-31 16:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,8,,0
JUPUSDT,4h,dc20,4922,3588,3588,338,86,2024-01-31 16:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,8,,0
JUPUSDT,4h,dc55,4922,3588,3588,161,40,2024-01-31 16:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,8,,0
JUPUSDT,4h,sma20_60,4922,3588,3588,65,65,2024-01-31 16:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,8,,0
MUBARAKUSDT,15m,v9,39305,39304,38964,103,83,2025-03-17 13:45:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,83,83.0,241
MUBARAKUSDT,15m,v9_1,39305,39304,38964,96,78,2025-03-17 13:45:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,83,,241
MUBARAKUSDT,15m,dc20,39305,39304,38964,2828,789,2025-03-17 13:45:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,83,,241
MUBARAKUSDT,15m,dc55,39305,39304,38964,1506,411,2025-03-17 13:45:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,83,,241
MUBARAKUSDT,15m,sma20_60,39305,39304,38964,675,674,2025-03-17 13:45:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,83,,241
MUBARAKUSDT,1h,v9,9827,9826,9486,26,23,2025-03-17 13:00:00+00:00,2026-04-30 23:00:00+00:00,1,0,True,True,23,23.0,0
MUBARAKUSDT,1h,v9_1,9827,9826,9486,26,23,2025-03-17 13:00:00+00:00,2026-04-30 23:00:00+00:00,1,0,True,True,23,,0
MUBARAKUSDT,1h,dc20,9827,9826,9486,675,211,2025-03-17 13:00:00+00:00,2026-04-30 23:00:00+00:00,1,0,True,True,23,,0
MUBARAKUSDT,1h,dc55,9827,9826,9486,356,108,2025-03-17 13:00:00+00:00,2026-04-30 23:00:00+00:00,1,0,True,True,23,,0
MUBARAKUSDT,1h,sma20_60,9827,9826,9486,156,156,2025-03-17 13:00:00+00:00,2026-04-30 23:00:00+00:00,1,0,True,True,23,,0
MUBARAKUSDT,4h,v9,2457,2456,2116,3,3,2025-03-17 12:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,3,3.0,0
MUBARAKUSDT,4h,v9_1,2457,2456,2116,3,3,2025-03-17 12:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,3,,0
MUBARAKUSDT,4h,dc20,2457,2456,2116,146,52,2025-03-17 12:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,3,,0
MUBARAKUSDT,4h,dc55,2457,2456,2116,67,17,2025-03-17 12:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,3,,0
MUBARAKUSDT,4h,sma20_60,2457,2456,2116,33,33,2025-03-17 12:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,3,,0
NEARUSDT,15m,v9,58908,57408,57408,125,111,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,111,111.0,0
NEARUSDT,15m,v9_1,58908,57408,57408,115,102,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,111,,0
NEARUSDT,15m,dc20,58908,57408,57408,4970,1266,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,111,,0
NEARUSDT,15m,dc55,58908,57408,57408,2824,636,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,111,,0
NEARUSDT,15m,sma20_60,58908,57408,57408,970,970,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,111,,0
NEARUSDT,1h,v9,15852,14352,14352,45,37,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,37,37.0,0
NEARUSDT,1h,v9_1,15852,14352,14352,45,37,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,37,,0
NEARUSDT,1h,dc20,15852,14352,14352,1269,319,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,37,,0
NEARUSDT,1h,dc55,15852,14352,14352,787,165,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,37,,0
NEARUSDT,1h,sma20_60,15852,14352,14352,223,223,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,37,,0
NEARUSDT,4h,v9,5088,3588,3588,14,12,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,12,12.0,0
NEARUSDT,4h,v9_1,5088,3588,3588,14,12,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,12,,0
NEARUSDT,4h,dc20,5088,3588,3588,344,84,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,12,,0
NEARUSDT,4h,dc55,5088,3588,3588,179,45,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,12,,0
NEARUSDT,4h,sma20_60,5088,3588,3588,61,61,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,12,,0
ONEUSDT,15m,v9,58908,57408,57408,128,108,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,108,108.0,0
ONEUSDT,15m,v9_1,58908,57408,57408,122,106,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,108,,0
ONEUSDT,15m,dc20,58908,57408,57408,4267,1194,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,108,,0
ONEUSDT,15m,dc55,58908,57408,57408,2364,587,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,108,,0
ONEUSDT,15m,sma20_60,58908,57408,57408,951,949,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,108,,0
ONEUSDT,1h,v9,15852,14352,14352,34,26,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,26,26.0,0
ONEUSDT,1h,v9_1,15852,14352,14352,34,26,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,26,,0
ONEUSDT,1h,dc20,15852,14352,14352,1160,315,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,26,,0
ONEUSDT,1h,dc55,15852,14352,14352,667,170,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,26,,0
ONEUSDT,1h,sma20_60,15852,14352,14352,264,263,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,26,,0
ONEUSDT,4h,v9,5088,3588,3588,12,12,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,12,12.0,0
ONEUSDT,4h,v9_1,5088,3588,3588,12,12,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,12,,0
ONEUSDT,4h,dc20,5088,3588,3588,295,88,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,12,,0
ONEUSDT,4h,dc55,5088,3588,3588,137,43,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,12,,0
ONEUSDT,4h,sma20_60,5088,3588,3588,66,66,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,12,,0
OPUSDT,15m,v9,58908,57408,57408,107,91,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,91,91.0,0
OPUSDT,15m,v9_1,58908,57408,57408,105,89,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,91,,0
OPUSDT,15m,dc20,58908,57408,57408,5024,1246,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,91,,0
OPUSDT,15m,dc55,58908,57408,57408,2843,625,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,91,,0
OPUSDT,15m,sma20_60,58908,57408,57408,960,958,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,91,,0
OPUSDT,1h,v9,15852,14352,14352,43,36,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,36,36.0,0
OPUSDT,1h,v9_1,15852,14352,14352,43,36,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,36,,0
OPUSDT,1h,dc20,15852,14352,14352,1283,339,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,36,,0
OPUSDT,1h,dc55,15852,14352,14352,737,165,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,36,,0
OPUSDT,1h,sma20_60,15852,14352,14352,248,248,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,36,,0
OPUSDT,4h,v9,5088,3588,3588,7,7,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,7,7.0,0
OPUSDT,4h,v9_1,5088,3588,3588,7,7,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,7,,0
OPUSDT,4h,dc20,5088,3588,3588,326,88,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,7,,0
OPUSDT,4h,dc55,5088,3588,3588,165,45,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,7,,0
OPUSDT,4h,sma20_60,5088,3588,3588,70,70,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,7,,0
PENDLEUSDT,15m,v9,58908,57408,57408,118,103,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,103,103.0,0
PENDLEUSDT,15m,v9_1,58908,57408,57408,107,94,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,103,,0
PENDLEUSDT,15m,dc20,58908,57408,57408,5603,1298,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,103,,0
PENDLEUSDT,15m,dc55,58908,57408,57408,3144,679,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,103,,0
PENDLEUSDT,15m,sma20_60,58908,57408,57408,985,984,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,103,,0
PENDLEUSDT,1h,v9,15852,14352,14352,37,32,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,32,32.0,0
PENDLEUSDT,1h,v9_1,15852,14352,14352,37,32,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,32,,0
PENDLEUSDT,1h,dc20,15852,14352,14352,1337,337,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,32,,0
PENDLEUSDT,1h,dc55,15852,14352,14352,740,181,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,32,,0
PENDLEUSDT,1h,sma20_60,15852,14352,14352,241,241,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,32,,0
PENDLEUSDT,4h,v9,5088,3588,3588,13,10,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,10,10.0,0
PENDLEUSDT,4h,v9_1,5088,3588,3588,13,10,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,10,,0
PENDLEUSDT,4h,dc20,5088,3588,3588,318,94,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,10,,0
PENDLEUSDT,4h,dc55,5088,3588,3588,174,45,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,10,,0
PENDLEUSDT,4h,sma20_60,5088,3588,3588,59,59,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,10,,0
PIEVERSEUSDT,15m,v9,16082,16081,15741,41,27,2025-11-14 11:30:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,27,27.0,242
PIEVERSEUSDT,15m,v9_1,16082,16081,15741,36,24,2025-11-14 11:30:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,27,,242
PIEVERSEUSDT,15m,dc20,16082,16081,15741,1313,339,2025-11-14 11:30:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,27,,242
PIEVERSEUSDT,15m,dc55,16082,16081,15741,715,170,2025-11-14 11:30:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,27,,242
PIEVERSEUSDT,15m,sma20_60,16082,16081,15741,270,270,2025-11-14 11:30:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,27,,242
PIEVERSEUSDT,1h,v9,4021,4020,3680,12,11,2025-11-14 11:00:00+00:00,2026-04-30 23:00:00+00:00,1,0,True,True,11,11.0,0
PIEVERSEUSDT,1h,v9_1,4021,4020,3680,12,11,2025-11-14 11:00:00+00:00,2026-04-30 23:00:00+00:00,1,0,True,True,11,,0
PIEVERSEUSDT,1h,dc20,4021,4020,3680,280,84,2025-11-14 11:00:00+00:00,2026-04-30 23:00:00+00:00,1,0,True,True,11,,0
PIEVERSEUSDT,1h,dc55,4021,4020,3680,138,44,2025-11-14 11:00:00+00:00,2026-04-30 23:00:00+00:00,1,0,True,True,11,,0
PIEVERSEUSDT,1h,sma20_60,4021,4020,3680,70,69,2025-11-14 11:00:00+00:00,2026-04-30 23:00:00+00:00,1,0,True,True,11,,0
PIEVERSEUSDT,4h,v9,1006,1005,665,2,2,2025-11-14 08:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,2,2.0,0
PIEVERSEUSDT,4h,v9_1,1006,1005,665,2,2,2025-11-14 08:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,2,,0
PIEVERSEUSDT,4h,dc20,1006,1005,665,43,14,2025-11-14 08:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,2,,0
PIEVERSEUSDT,4h,dc55,1006,1005,665,20,8,2025-11-14 08:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,2,,0
PIEVERSEUSDT,4h,sma20_60,1006,1005,665,13,13,2025-11-14 08:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,2,,0
PUMPUSDT,15m,v9,29154,29153,28229,73,62,2025-07-01 00:00:00+00:00,2026-04-30 23:45:00+00:00,0,1,True,True,62,62.0,482
PUMPUSDT,15m,v9_1,29154,29153,28229,67,58,2025-07-01 00:00:00+00:00,2026-04-30 23:45:00+00:00,0,1,True,True,62,,482
PUMPUSDT,15m,dc20,29154,29153,28229,2301,613,2025-07-01 00:00:00+00:00,2026-04-30 23:45:00+00:00,0,1,True,True,62,,482
PUMPUSDT,15m,dc55,29154,29153,28229,1217,293,2025-07-01 00:00:00+00:00,2026-04-30 23:45:00+00:00,0,1,True,True,62,,482
PUMPUSDT,15m,sma20_60,29154,29153,28229,502,502,2025-07-01 00:00:00+00:00,2026-04-30 23:45:00+00:00,0,1,True,True,62,,482
PUMPUSDT,1h,v9,7289,7288,6948,22,14,2025-07-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,1,1,True,True,14,14.0,0
PUMPUSDT,1h,v9_1,7289,7288,6948,22,14,2025-07-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,1,1,True,True,14,,0
PUMPUSDT,1h,dc20,7289,7288,6948,541,154,2025-07-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,1,1,True,True,14,,0
PUMPUSDT,1h,dc55,7289,7288,6948,295,74,2025-07-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,1,1,True,True,14,,0
PUMPUSDT,1h,sma20_60,7289,7288,6948,111,111,2025-07-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,1,1,True,True,14,,0
PUMPUSDT,4h,v9,1823,1822,1482,2,2,2025-07-01 00:00:00+00:00,2026-04-30 20:00:00+00:00,1,1,True,True,2,2.0,0
PUMPUSDT,4h,v9_1,1823,1822,1482,2,2,2025-07-01 00:00:00+00:00,2026-04-30 20:00:00+00:00,1,1,True,True,2,,0
PUMPUSDT,4h,dc20,1823,1822,1482,132,35,2025-07-01 00:00:00+00:00,2026-04-30 20:00:00+00:00,1,1,True,True,2,,0
PUMPUSDT,4h,dc55,1823,1822,1482,72,20,2025-07-01 00:00:00+00:00,2026-04-30 20:00:00+00:00,1,1,True,True,2,,0
PUMPUSDT,4h,sma20_60,1823,1822,1482,24,24,2025-07-01 00:00:00+00:00,2026-04-30 20:00:00+00:00,1,1,True,True,2,,0
SOLUSDT,15m,v9,58908,57408,57408,115,102,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,102,102.0,0
SOLUSDT,15m,v9_1,58908,57408,57408,101,92,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,102,,0
SOLUSDT,15m,dc20,58908,57408,57408,4897,1261,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,102,,0
SOLUSDT,15m,dc55,58908,57408,57408,2595,624,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,102,,0
SOLUSDT,15m,sma20_60,58908,57408,57408,928,928,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,102,,0
SOLUSDT,1h,v9,15852,14352,14352,43,34,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,34,34.0,0
SOLUSDT,1h,v9_1,15852,14352,14352,43,34,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,34,,0
SOLUSDT,1h,dc20,15852,14352,14352,1220,333,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,34,,0
SOLUSDT,1h,dc55,15852,14352,14352,650,172,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,34,,0
SOLUSDT,1h,sma20_60,15852,14352,14352,247,247,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,34,,0
SOLUSDT,4h,v9,5088,3588,3588,12,10,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,10,10.0,0
SOLUSDT,4h,v9_1,5088,3588,3588,12,10,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,10,,0
SOLUSDT,4h,dc20,5088,3588,3588,325,86,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,10,,0
SOLUSDT,4h,dc55,5088,3588,3588,166,40,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,10,,0
SOLUSDT,4h,sma20_60,5088,3588,3588,61,61,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,10,,0
UNIUSDT,15m,v9,58908,57408,57408,127,113,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,113,113.0,0
UNIUSDT,15m,v9_1,58908,57408,57408,117,104,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,113,,0
UNIUSDT,15m,dc20,58908,57408,57408,5001,1255,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,113,,0
UNIUSDT,15m,dc55,58908,57408,57408,2765,639,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,113,,0
UNIUSDT,15m,sma20_60,58908,57408,57408,984,984,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,113,,0
UNIUSDT,1h,v9,15852,14352,14352,45,35,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,35,35.0,0
UNIUSDT,1h,v9_1,15852,14352,14352,45,35,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,35,,0
UNIUSDT,1h,dc20,15852,14352,14352,1211,334,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,35,,0
UNIUSDT,1h,dc55,15852,14352,14352,676,166,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,35,,0
UNIUSDT,1h,sma20_60,15852,14352,14352,264,264,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,35,,0
UNIUSDT,4h,v9,5088,3588,3588,9,7,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,7,7.0,0
UNIUSDT,4h,v9_1,5088,3588,3588,9,7,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,7,,0
UNIUSDT,4h,dc20,5088,3588,3588,301,89,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,7,,0
UNIUSDT,4h,dc55,5088,3588,3588,147,34,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,7,,0
UNIUSDT,4h,sma20_60,5088,3588,3588,51,51,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,7,,0
USELESSUSDT,15m,v9,24815,24814,24474,75,62,2025-08-15 12:15:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,62,62.0,243
