candidate,timeframe,name,return_pct,max_drawdown_pct,trades,winrate,winrate_pct,PF,gross_trade_mean_bp,net_trade_mean_bp,exposure_time,exposure_fraction,bankrupt,final_equity,observed_minutes,cost_bp,price_model,ledger_checks,actual_n,matched_n,unmatched_n,controls_n,n_controls,seed,scope,matching,actual_mean_gross_bp,actual_mean_net_bp,matched_actual_mean_gross_bp,matched_actual_mean_net_bp,control_mean_gross_bp,control_mean_net_bp,excess_bp,actual_bankruptcy_n,actual_floor_adjustment_n,score_n,score_auc,score_auc_status,score_top_decile_n,score_top_decile_gross_bp,score_top_decile_net_bp,score_top_decile_win_pct,months,monthly_mean_excess_bp,p,ci_low,ci_high,inference_status,inference_estimand,inference_draws,p_method,paired_p,top_decile_gross_bp,top_decile_net_bp,holm_p
T03,360,EMA120趋势＋SMA20影线回踩,24.05468597284979,13.66829480805688,39,0.20512820512820512,20.51282051282051,1.877064538956608,81.2606672491349,61.26066724913513,30585600.0,0.4842681258549932,False,1.2405468597284979,709543,20.0,BID plus fixed round-trip cost; no swap,429,39,39,0,117,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,81.2606672491349,61.26066724913513,81.2606672491349,61.26066724913513,70.3343990372957,50.33439903729568,10.926268211839437,0,0,39,0.625,ok,4,373.79273083316815,353.7927308331678,50.0,19,35.029705485091355,0.1635,-22.74139590370739,101.24453974436216,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.1635,373.79273083316815,353.7927308331678,1.0
F04,360,长零轴＋严格高周期同向,23.26219714197615,12.392316276624394,5,0.6,60.0,5.542487437040624,465.99712339847775,445.99712339847764,22654620.0,0.3586952804377565,False,1.2326219714197615,709543,20.0,BID plus fixed round-trip cost; no swap,55,5,5,0,15,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,465.99712339847775,445.99712339847764,465.99712339847775,445.99712339847764,406.47257058665843,386.47257058665843,59.524552811819206,0,0,5,0.5,ok,1,-316.61430473906086,-336.6143047390605,0.0,5,59.524552811819206,0.3125,-67.33132255243828,228.86801746231572,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,0.3125,-316.61430473906086,-336.6143047390605,1.0
T00,120,EMA20/60趋势交叉,23.180282378773033,17.76432395642018,91,0.2967032967032967,29.67032967032967,1.3611241636974483,46.10118664948276,26.101186649482834,62931480.0,0.9964071287429701,False,1.2318028237877303,709543,20.0,BID plus fixed round-trip cost; no swap,1001,91,91,0,273,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,46.10118664948276,26.101186649482834,46.10118664948276,26.101186649482834,37.53614136847278,17.536141368472776,8.56504528101007,0,0,91,0.5028935185185185,ok,10,-59.12214367961273,-79.12214367961246,10.0,24,55.47672262116572,0.039,5.959234823269193,113.24185807386708,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.039,-59.12214367961273,-79.12214367961246,1.0
T03,720,EMA120趋势＋SMA20影线回踩,22.19297448028548,11.566388267657624,26,0.2692307692307692,26.923076923076923,2.511704658029759,102.43191452040875,82.431914520409,32893080.0,0.5208029335765314,False,1.2219297448028548,709543,20.0,BID plus fixed round-trip cost; no swap,286,26,23,3,69,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,102.43191452040875,82.431914520409,121.63509003203238,101.63509003203258,49.958353931961454,29.958353931961454,71.67673610007112,0,0,26,0.8233082706766918,ok,3,281.0596707441059,261.0596707441065,66.66666666666666,15,73.76998926128314,0.058,-7.181329822432399,165.43430742674613,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.058,281.0596707441059,261.0596707441065,1.0
N00,720,近零12根释放,22.172769722489804,14.638571372409338,5,0.4,40.0,3.2656656084579114,486.89986754444743,466.89986754444726,30063480.0,0.47600129198966407,False,1.221727697224898,709543,20.0,BID plus fixed round-trip cost; no swap,55,5,5,0,15,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,486.89986754444743,466.89986754444726,486.89986754444743,466.89986754444726,629.2119682351583,609.2119682351583,-142.31210069071125,0,0,5,1.0,ok,1,764.5934359701785,744.593435970179,100.0,5,-142.31210069071125,1.0,-217.46367891812127,-79.57266397029441,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,1.0,764.5934359701785,744.593435970179,1.0
N01,720,近零释放＋密集,22.172769722489804,14.638571372409338,5,0.4,40.0,3.2656656084579114,486.89986754444743,466.89986754444726,30063480.0,0.47600129198966407,False,1.221727697224898,709543,20.0,BID plus fixed round-trip cost; no swap,55,5,5,0,15,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,486.89986754444743,466.89986754444726,486.89986754444743,466.89986754444726,629.2119682351583,609.2119682351583,-142.31210069071125,0,0,5,1.0,ok,1,764.5934359701785,744.593435970179,100.0,5,-142.31210069071125,1.0,-217.46367891812127,-79.57266397029441,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,1.0,764.5934359701785,744.593435970179,1.0
N02,720,近零释放＋密集＋高周期许可,22.172769722489804,14.638571372409338,5,0.4,40.0,3.2656656084579114,486.89986754444743,466.89986754444726,30063480.0,0.47600129198966407,False,1.221727697224898,709543,20.0,BID plus fixed round-trip cost; no swap,55,5,5,0,15,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,486.89986754444743,466.89986754444726,486.89986754444743,466.89986754444726,629.2119682351583,609.2119682351583,-142.31210069071125,0,0,5,1.0,ok,1,764.5934359701785,744.593435970179,100.0,5,-142.31210069071125,1.0,-217.46367891812127,-79.57266397029441,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,1.0,764.5934359701785,744.593435970179,1.0
F02,120,长零轴＋密集,19.538042070585337,10.964292845370661,22,0.45454545454545453,45.45454545454545,2.242228729693026,106.74132161225339,86.74132161225344,22831200.0,0.36149110807113544,False,1.1953804207058534,709543,20.0,BID plus fixed round-trip cost; no swap,242,22,22,0,66,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,106.74132161225339,86.74132161225344,106.74132161225339,86.74132161225344,105.8797683848367,85.8797683848367,0.8615532274167363,0,0,22,0.5833333333333334,ok,3,384.82863685808934,364.82863685809025,100.0,18,5.5353260519455665,0.4375,-70.48128602991802,77.44905137074448,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.4375,384.82863685808934,364.82863685809025,1.0
F03,120,长零轴＋密集＋高周期许可,19.538042070585337,10.964292845370661,22,0.45454545454545453,45.45454545454545,2.242228729693026,106.74132161225339,86.74132161225344,22831200.0,0.36149110807113544,False,1.1953804207058534,709543,20.0,BID plus fixed round-trip cost; no swap,242,22,22,0,66,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,106.74132161225339,86.74132161225344,106.74132161225339,86.74132161225344,105.8797683848367,85.8797683848367,0.8615532274167363,0,0,22,0.5833333333333334,ok,3,384.82863685808934,364.82863685809025,100.0,18,5.5353260519455665,0.4375,-70.48128602991802,77.44905137074448,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.4375,384.82863685808934,364.82863685809025,1.0
T02,120,Donchian55突破/20退出,18.597875725553425,20.657451907181677,72,0.3611111111111111,36.11111111111111,1.387678907214468,46.34713856123874,26.347138561238623,40996800.0,0.6491108071135431,False,1.1859787572555343,709543,20.0,BID plus fixed round-trip cost; no swap,792,72,71,1,213,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,46.34713856123874,26.347138561238623,48.68129117224731,28.681291172247192,29.147590245065363,9.147590245065366,19.533700927181837,0,0,72,0.5585284280936454,ok,8,42.292070424784484,22.292070424784093,62.5,24,47.100622675150156,0.0645,-5.462223158520943,103.16164882520319,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.0645,42.292070424784484,22.292070424784093,1.0
F05,360,长零轴共振·EMA60退出,18.468190866559354,8.582292675669379,15,0.3333333333333333,33.33333333333333,2.4176719585437163,143.05867187618597,123.0586718761861,19310340.0,0.30574460404316767,False,1.1846819086655935,709543,20.0,BID plus fixed round-trip cost; no swap,165,15,15,0,45,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,143.05867187618597,123.0586718761861,143.05867187618597,123.0586718761861,80.38681360876738,60.38681360876738,62.67185826741872,0,0,15,0.38,ok,2,-150.48579208454572,-170.48579208454447,0.0,12,63.319950689326625,0.2080078125,-45.0262792719179,200.6797825614638,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,0.2080078125,-150.48579208454572,-170.48579208454447,1.0
F00,120,精确零轴12根,18.447937481613707,9.782796031401498,25,0.4,40.0,2.303736545244821,92.16245122512014,72.16245122512032,17388000.0,0.2753077975376197,False,1.184479374816137,709543,20.0,BID plus fixed round-trip cost; no swap,275,25,25,0,75,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,92.16245122512014,72.16245122512032,92.16245122512014,72.16245122512032,18.023955771844022,-1.9760442281559738,74.1384954532763,0,0,25,0.54,ok,3,433.8892897165652,413.88928971656486,100.0,18,95.06116565235897,0.0245,11.229123738260041,193.4115497851389,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.0245,433.8892897165652,413.88928971656486,1.0
F04,60,长零轴＋严格高周期同向,17.982097400898823,9.344165563223283,19,0.5263157894736842,52.63157894736842,2.5442330045286,110.67980305742769,90.67980305742748,13143600.0,0.20810533515731874,False,1.1798209740089882,709543,20.0,BID plus fixed round-trip cost; no swap,209,19,19,0,57,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,110.67980305742769,90.67980305742748,110.67980305742769,90.67980305742748,60.43843245232299,40.43843245232299,50.241370605104514,0,0,19,0.5,ok,2,668.8840195060603,648.8840195060604,100.0,16,56.139254855272334,0.1715,-29.314615615290194,159.81600662049865,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.1715,668.8840195060603,648.8840195060604,1.0
N04,720,近零共振＋蓄势内同向影线回踩,17.024126272197606,11.411999530039395,3,0.3333333333333333,33.33333333333333,3.4378195579739477,644.3448620448166,624.3448620448168,17211480.0,0.27251291989664084,False,1.170241262721976,709543,20.0,BID plus fixed round-trip cost; no swap,33,3,3,0,9,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,644.3448620448166,624.3448620448168,644.3448620448166,624.3448620448168,839.2275501931707,819.2275501931707,-194.88268814835394,0,0,3,1.0,ok,1,2603.566805737359,2583.566805737358,100.0,3,-194.88268814835394,1.0,-262.0057378219082,-150.65059056243885,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,1.0,2603.566805737359,2583.566805737358,1.0
F01,120,零轴12根·反向才退,16.862389507204846,10.964292845370583,23,0.43478260869565216,43.47826086956522,1.9571016380501176,93.22837036002828,73.22837036002886,22932000.0,0.3630870953032376,False,1.1686238950720484,709543,20.0,BID plus fixed round-trip cost; no swap,253,23,23,0,69,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,93.22837036002828,73.22837036002886,93.22837036002828,73.22837036002886,94.64262426551436,74.64262426551436,-1.4142539054855177,0,0,23,0.6153846153846154,ok,3,384.8286368580893,364.8286368580893,100.0,18,-1.6955721990476174,0.5105,-74.92173470985601,66.44084431236547,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.5105,384.8286368580893,364.8286368580893,1.0
F00,360,精确零轴12根,15.74937839140178,10.741539825119995,15,0.3333333333333333,33.33333333333333,1.8205772224574264,128.90874277433565,108.90874277433518,29156220.0,0.4616364569083447,False,1.1574937839140178,709543,20.0,BID plus fixed round-trip cost; no swap,165,15,15,0,45,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,128.90874277433565,108.90874277433518,128.90874277433565,108.90874277433518,85.67092559524755,65.67092559524755,43.23781717908766,0,0,15,0.38,ok,2,-192.5742199603856,-212.5742199603855,0.0,12,37.02085153343604,0.361083984375,-135.0829337653408,231.24586282911045,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,0.361083984375,-192.5742199603856,-212.5742199603855,1.0
C00,240,原始金死叉,15.039906635762822,14.575208523266358,137,0.4233576642335766,42.33576642335766,1.153611480449174,32.18169246183139,12.181692461831503,62513880.0,0.9897951816385469,False,1.1503990663576282,709543,20.0,BID plus fixed round-trip cost; no swap,1507,137,136,1,408,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,32.18169246183139,12.181692461831503,33.264446726314276,13.264446726314395,18.700182121971093,-1.2998178780289005,14.564264604343307,0,0,137,0.42361414229594063,ok,14,-48.493550992094065,-68.49355099209392,28.57142857142857,24,20.037083216575894,0.072,-5.6526975567701925,47.67715869429016,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.072,-48.493550992094065,-68.49355099209392,1.0
T01,1440,Donchian20突破/10退出,13.9592230054836,22.804045767688873,17,0.35294117647058826,35.294117647058826,1.397283258243482,115.55693255810462,95.55693255810478,39761880.0,0.6295580635354917,False,1.139592230054836,709543,20.0,BID plus fixed round-trip cost; no swap,187,17,16,1,48,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,115.55693255810462,95.55693255810478,44.25951099632236,24.259510996322533,201.09731393942255,181.09731393942252,-156.8378029431,0,0,17,0.3181818181818182,ok,2,-253.57835167886378,-273.5783516788642,0.0,14,-151.54293682359315,1.0,-211.68268290153327,-97.85647421639158,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,1.0,-253.57835167886378,-273.5783516788642,1.0
F04,30,长零轴＋严格高周期同向,13.877078512047913,8.512162784233057,41,0.4634146341463415,46.34146341463415,1.755944327787984,53.00373026559836,33.00373026559807,13008600.0,0.20596785225718195,False,1.1387707851204791,709543,20.0,BID plus fixed round-trip cost; no swap,451,41,41,0,123,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,53.00373026559836,33.00373026559807,53.00373026559836,33.00373026559807,33.366690356394734,13.366690356394736,19.637039909203352,0,0,41,0.631578947368421,ok,5,129.97365657838546,109.97365657838466,100.0,22,4.203192982620896,0.4445,-58.978815093331434,55.308805721198866,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.4445,129.97365657838546,109.97365657838466,1.0
F05,120,长零轴共振·EMA60退出,13.4604691011581,7.396674829547734,24,0.375,37.5,2.324368575763186,74.61894651022014,54.61894651021985,9936000.0,0.1573187414500684,False,1.134604691011581,709543,20.0,BID plus fixed round-trip cost; no swap,264,24,24,0,72,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,74.61894651022014,54.61894651021985,74.61894651022014,54.61894651021985,16.981682909481943,-3.0183170905180554,57.6372636007379,0,0,24,0.5703703703703704,ok,3,327.8134329368556,307.81343293685626,100.0,18,69.03209134488345,0.038,7.0581015146264505,139.4045792803518,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.038,327.8134329368556,307.81343293685626,1.0
C03,360,现有密集共振,13.175563907487241,24.164903063609877,29,0.27586206896551724,27.586206896551722,1.3156870624184271,73.58274954877419,53.58274954877401,48790620.0,0.7725119699042408,False,1.1317556390748724,709543,20.0,BID plus fixed round-trip cost; no swap,319,29,29,0,87,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,73.58274954877419,53.58274954877401,73.58274954877419,53.58274954877401,26.933503322654634,6.933503322654638,46.649246226119374,0,0,29,0.2857142857142857,ok,3,-181.67457231730938,-201.6745723173084,0.0,16,63.428961079197194,0.181,-55.913475559257904,196.32145447369697,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.181,-181.67457231730938,-201.6745723173084,1.0
F01,30,零轴12根·反向才退,12.196691930826663,10.338408374888196,96,0.3645833333333333,36.45833333333333,1.2443444869537417,33.1045592630808,13.104559263080963,25975800.0,0.4112802097583219,False,1.1219669193082666,709543,20.0,BID plus fixed round-trip cost; no swap,1056,96,96,0,288,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,33.1045592630808,13.104559263080963,33.1045592630808,13.104559263080963,20.482836263070347,0.4828362630703407,12.621723000010618,0,0,96,0.5470725995316159,ok,10,104.5755930935157,84.57559309351561,70.0,24,13.318856300520986,0.139,-8.662539349245167,35.057570465966755,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.139,104.5755930935157,84.57559309351561,1.0
N04,120,近零共振＋蓄势内同向影线回踩,10.073284717389708,10.695489525992652,14,0.5714285714285714,57.14285714285714,2.0780668119332946,91.73448132661107,71.73448132661136,16135200.0,0.2554719562243502,False,1.100732847173897,709543,20.0,BID plus fixed round-trip cost; no swap,154,14,14,0,42,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,91.73448132661107,71.73448132661136,91.73448132661107,71.73448132661136,75.70791763789131,55.70791763789129,16.026563688720085,0,0,14,0.5625,ok,2,-43.48665337488024,-63.486653374881186,50.0,13,20.35932249426614,0.3305,-57.95952580449243,109.4524622663848,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.3305,-43.48665337488024,-63.486653374881186,1.0
T02,360,Donchian55突破/20退出,9.219338302199631,18.068770359734987,26,0.38461538461538464,38.46153846153847,1.269601045433843,63.240471207158826,43.24047120715898,43930680.0,0.695563535491716,False,1.0921933830219963,709543,20.0,BID plus fixed round-trip cost; no swap,286,26,26,0,78,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,63.240471207158826,43.24047120715898,63.240471207158826,43.24047120715898,16.893894499919977,-3.1061055000800195,46.34657670723903,0,0,26,0.8125,ok,3,219.6946231372232,199.6946231372231,66.66666666666666,22,75.21702151026545,0.2955,-58.74267145579989,272.9187232207631,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.2955,219.6946231372232,199.6946231372231,1.0
C02,240,现有密集启动,8.435769738389244,25.122943741842295,40,0.25,25.0,1.1655494496470094,50.70252830560132,30.702528305601312,46975740.0,0.7437765997872017,False,1.0843576973838924,709543,20.0,BID plus fixed round-trip cost; no swap,440,40,39,1,117,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,50.70252830560132,30.702528305601312,56.17213816685242,36.17213816685241,73.45014883928951,53.450148839289525,-17.278010672437105,0,0,40,0.3933333333333333,ok,4,-246.74507965427702,-266.74507965427756,0.0,19,8.585511139100335,0.4415,-71.08959524148665,92.58317618777204,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.4415,-246.74507965427702,-266.74507965427756,1.0
F05,720,长零轴共振·EMA60退出,8.43191063074813,9.424906087665208,6,0.16666666666666666,16.666666666666664,2.1496037011659825,177.84065669886868,157.84065669886965,9050400.0,0.143296853625171,False,1.0843191063074813,709543,20.0,BID plus fixed round-trip cost; no swap,66,6,6,0,18,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,177.84065669886868,157.84065669886965,177.84065669886868,157.84065669886965,184.44023719474194,164.4402371947419,-6.59958049587226,0,0,6,0.8,ok,1,-169.33802629631396,-189.33802629631316,0.0,5,-48.828797711909644,0.78125,-125.00049342338127,82.47600834672849,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,0.78125,-169.33802629631396,-189.33802629631316,1.0
F00,30,精确零轴12根,7.909319051104813,11.32899843386287,122,0.3114754098360656,31.147540983606557,1.1658308049507673,26.96871909203032,6.9687190920302795,19353600.0,0.3064295485636115,False,1.0790931905110481,709543,20.0,BID plus fixed round-trip cost; no swap,1342,122,122,0,366,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,26.96871909203032,6.9687190920302795,26.96871909203032,6.9687190920302795,5.450557039961682,-14.54944296003832,21.518162052068597,0,0,122,0.4793233082706767,ok,13,115.21314376351391,95.2131437635136,46.15384615384615,24,22.371551960498135,0.0085,6.180400920823466,40.24192084458055,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.0085,115.21314376351391,95.2131437635136,1.0
F05,240,长零轴共振·EMA60退出,7.806515772221423,7.337932325713659,13,0.3076923076923077,30.76923076923077,2.204800429433221,80.23064828466259,60.23064828466237,11372400.0,0.18006155950752395,False,1.0780651577222142,709543,20.0,BID plus fixed round-trip cost; no swap,143,13,13,0,39,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,80.23064828466259,60.23064828466237,80.23064828466259,60.23064828466237,74.27153434013914,54.271534340139134,5.9591139445232235,0,0,13,0.3611111111111111,ok,2,-86.4115250888566,-106.41152508885769,0.0,11,20.990103286909452,0.27783203125,-37.645374598664205,85.2638711860074,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,0.27783203125,-86.4115250888566,-106.41152508885769,1.0
F04,240,长零轴＋严格高周期同向,7.634540730465922,7.938261957934822,5,0.6,60.0,4.577378500345773,170.9210310210446,150.92103102104434,11246940.0,0.1780751253989968,False,1.0763454073046592,709543,20.0,BID plus fixed round-trip cost; no swap,55,5,5,0,15,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,170.9210310210446,150.92103102104434,170.9210310210446,150.92103102104434,135.48654236726733,115.48654236726733,35.434488653777024,0,0,5,0.3333333333333333,ok,1,207.03221667669976,187.0322166766995,100.0,5,35.434488653777024,0.125,-8.397336476424242,79.26631378397829,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,0.125,207.03221667669976,187.0322166766995,1.0
T01,360,Donchian20突破/10退出,7.505905106156874,23.389004757019272,53,0.3018867924528302,30.18867924528302,1.14331160113274,40.393865276635026,20.393865276634855,46094400.0,0.7298221614227086,False,1.0750590510615687,709543,20.0,BID plus fixed round-trip cost; no swap,583,53,53,0,159,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,40.393865276635026,20.393865276634855,40.393865276635026,20.393865276634855,1.8844199270446578,-18.115580072955343,38.509445349590216,0,0,53,0.44763513513513514,ok,6,132.650070051857,112.65007005185707,50.0,22,59.542173719988455,0.05,-3.67083276427542,132.05402024775566,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.05,132.650070051857,112.65007005185707,1.0
C02,360,现有密集启动,6.753395392455763,24.164903063609867,32,0.25,25.0,1.1441718138158075,50.50863349050451,30.508633490504888,50518620.0,0.7998717510259918,False,1.0675339539245576,709543,20.0,BID plus fixed round-trip cost; no swap,352,32,32,0,96,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,50.50863349050451,30.508633490504888,50.50863349050451,30.508633490504888,22.254100785098977,2.254100785098979,28.254532705405893,0,0,32,0.3229166666666667,ok,4,-167.1535789486512,-187.15357894865036,0.0,17,40.62687881263082,0.2935,-80.72804422543079,165.24190040553466,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.2935,-167.1535789486512,-187.15357894865036,1.0
C01,360,离零即入场,5.850085298187047,24.164903063609867,33,0.24242424242424243,24.242424242424242,1.1234179781346751,47.01742830275729,27.017428302757438,50950620.0,0.8067116963064296,False,1.0585008529818705,709543,20.0,BID plus fixed round-trip cost; no swap,363,33,33,0,99,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,47.01742830275729,27.017428302757438,47.01742830275729,27.017428302757438,22.49617899413535,2.4961789941353487,24.52124930862209,0,0,33,0.35,ok,4,-167.1535789486512,-187.15357894865107,0.0,17,38.898422754567555,0.3025,-82.47921582556096,163.49789344171913,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.3025,-167.1535789486512,-187.15357894865107,1.0
N04,240,近零共振＋蓄势内同向影线回踩,5.655117888776617,8.160200782985571,6,0.6666666666666666,66.66666666666666,2.845101432739209,114.32681341997493,94.32681341997612,10962540.0,0.17357216142270862,False,1.0565511788877662,709543,20.0,BID plus fixed round-trip cost; no swap,66,6,6,0,18,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,114.32681341997493,94.32681341997612,114.32681341997493,94.32681341997612,92.36657049640718,72.36657049640716,21.96024292356893,0,0,6,0.75,ok,1,37.239541962555215,17.23954196255578,100.0,6,21.96024292356893,0.46875,-54.641986632110985,135.45929772807122,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,0.46875,37.239541962555215,17.23954196255578,1.0
F02,30,长零轴＋密集,5.54786326415786,11.237556259663005,93,0.34408602150537637,34.40860215053764,1.1164376057547227,26.805012564482556,6.805012564482773,24177600.0,0.38280893752849976,False,1.0554786326415786,709543,20.0,BID plus fixed round-trip cost; no swap,1023,93,93,0,279,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,26.805012564482556,6.805012564482773,26.805012564482556,6.805012564482773,14.814285825974906,-5.185714174025095,11.99072673850786,0,0,93,0.5251024590163934,ok,10,26.22619576316356,6.226195763163463,50.0,24,18.23167093263378,0.1015,-5.436027525086446,43.490799818095326,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.1015,26.22619576316356,6.226195763163463,1.0
F03,30,长零轴＋密集＋高周期许可,5.54786326415786,11.237556259663005,93,0.34408602150537637,34.40860215053764,1.1164376057547227,26.805012564482556,6.805012564482773,24177600.0,0.38280893752849976,False,1.0554786326415786,709543,20.0,BID plus fixed round-trip cost; no swap,1023,93,93,0,279,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,26.805012564482556,6.805012564482773,26.805012564482556,6.805012564482773,14.814285825974906,-5.185714174025095,11.99072673850786,0,0,93,0.5251024590163934,ok,10,26.22619576316356,6.226195763163463,50.0,24,18.23167093263378,0.1015,-5.436027525086446,43.490799818095326,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.1015,26.22619576316356,6.226195763163463,1.0
