stream_key,symbol,timeframe,asset,tick,bars,bars_in_window,first_bar,last_bar,gaps,ready_in_window,v9_long_in_window,v9_any_in_window,breaks_in_window,lines_born_in_window,joint_in_window,pivot_ties,store_codes,pair_refusals,serial,partial_buckets
binance_um:DUSKUSDT:4h,DUSKUSDT,4h,DUSK,1e-05,5088,3588,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,3,9,5,5,0,2,"{'0': 11, '1': 12, '2': 260, '3': 27, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:DUSKUSDT:1d,DUSKUSDT,1d,DUSK,1e-05,1575,598,2022-01-07 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,598,0,1,3,3,0,0,"{'0': 3, '1': 6, '2': 16, '3': 5, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:DYMUSDT:5m,DYMUSDT,5m,DYM,1e-05,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,220,460,539,530,32,2803,"{'0': 535, '1': 718, '2': 9067, '3': 575, '4': 0, '5': 13}","{'momentum': 1, 'gate': 1}","{'joint': {'candidates': 32, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 220, 'skipped_in_position': 37, 'invalid_initial': 0}}",0
binance_um:DYMUSDT:15m,DYMUSDT,15m,DYM,1e-05,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,49,121,166,179,7,578,"{'0': 239, '1': 257, '2': 3752, '3': 248, '4': 0, '5': 4}","{'momentum': 3, 'gate': 1}","{'joint': {'candidates': 7, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 49, 'skipped_in_position': 6, 'invalid_initial': 0}}",0
binance_um:DYMUSDT:30m,DYMUSDT,30m,DYM,1e-05,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,28704,29,60,71,72,4,208,"{'0': 82, '1': 110, '2': 1865, '3': 203, '4': 0, '5': 1}",{},"{'joint': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 29, 'skipped_in_position': 6, 'invalid_initial': 0}}",0
binance_um:DYMUSDT:1h,DYMUSDT,1h,DYM,1e-05,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,17,36,48,49,4,68,"{'0': 55, '1': 70, '2': 1029, '3': 54, '4': 0, '5': 1}",{},"{'joint': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 17, 'skipped_in_position': 4, 'invalid_initial': 0}}",0
binance_um:DYMUSDT:4h,DYMUSDT,4h,DYM,1e-05,4883,3588,2024-02-07 04:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,7,11,11,11,1,10,"{'0': 9, '1': 16, '2': 185, '3': 16, '4': 0, '5': 0}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 7, 'skipped_in_position': 1, 'invalid_initial': 0}}",1
binance_um:DYMUSDT:1d,DYMUSDT,1d,DYM,1e-05,814,598,2024-02-07 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,473,0,0,1,2,0,0,"{'0': 2, '1': 2, '2': 3, '3': 1, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:EDUUSDT:5m,EDUUSDT,5m,EDU,1e-05,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,243,508,460,425,30,5739,"{'0': 322, '1': 580, '2': 7089, '3': 497, '4': 0, '5': 5}","{'momentum': 2, 'gate': 1}","{'joint': {'candidates': 30, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 243, 'skipped_in_position': 44, 'invalid_initial': 0}}",0
binance_um:EDUUSDT:15m,EDUUSDT,15m,EDU,1e-05,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,67,154,197,180,13,1192,"{'0': 217, '1': 277, '2': 2894, '3': 297, '4': 0, '5': 11}",{'gate': 2},"{'joint': {'candidates': 13, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 67, 'skipped_in_position': 12, 'invalid_initial': 0}}",0
binance_um:EDUUSDT:30m,EDUUSDT,30m,EDU,1e-05,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,28704,30,68,115,108,5,364,"{'0': 99, '1': 168, '2': 1671, '3': 267, '4': 0, '5': 5}",{'gate': 1},"{'joint': {'candidates': 5, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 30, 'skipped_in_position': 3, 'invalid_initial': 0}}",0
binance_um:EDUUSDT:1h,EDUUSDT,1h,EDU,1e-05,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,16,31,43,45,3,121,"{'0': 64, '1': 76, '2': 911, '3': 134, '4': 0, '5': 4}",{},"{'joint': {'candidates': 3, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 16, 'skipped_in_position': 3, 'invalid_initial': 0}}",0
binance_um:EDUUSDT:4h,EDUUSDT,4h,EDU,1e-05,5088,3588,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,7,14,18,15,2,11,"{'0': 23, '1': 23, '2': 222, '3': 30, '4': 0, '5': 0}",{},"{'joint': {'candidates': 2, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 7, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:EDUUSDT:1d,EDUUSDT,1d,EDU,1e-05,1097,598,2023-04-30 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,598,1,1,1,1,0,2,"{'0': 0, '1': 1, '2': 13, '3': 3, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:ENSOUSDT:5m,ENSOUSDT,5m,ENSO,0.0001,57204,57203,2025-10-14 09:00:00+00:00,2026-04-30 23:55:00+00:00,0,56863,56,128,212,200,10,603,"{'0': 155, '1': 295, '2': 3154, '3': 290, '4': 0, '5': 8}",{},"{'joint': {'candidates': 10, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 56, 'skipped_in_position': 9, 'invalid_initial': 0}}",0
binance_um:ENSOUSDT:15m,ENSOUSDT,15m,ENSO,0.0001,19068,19067,2025-10-14 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,18727,23,35,71,66,5,120,"{'0': 40, '1': 91, '2': 1223, '3': 159, '4': 0, '5': 0}",{},"{'joint': {'candidates': 5, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 23, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:ENSOUSDT:30m,ENSOUSDT,30m,ENSO,0.0001,9534,9533,2025-10-14 09:00:00+00:00,2026-04-30 23:30:00+00:00,0,9193,11,18,36,37,1,57,"{'0': 34, '1': 51, '2': 505, '3': 136, '4': 0, '5': 4}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 11, 'skipped_in_position': 1, 'invalid_initial': 0}}",0
binance_um:ENSOUSDT:1h,ENSOUSDT,1h,ENSO,0.0001,4767,4766,2025-10-14 09:00:00+00:00,2026-04-30 23:00:00+00:00,0,4426,4,6,21,21,1,6,"{'0': 7, '1': 28, '2': 202, '3': 84, '4': 0, '5': 3}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:ENSOUSDT:4h,ENSOUSDT,4h,ENSO,0.0001,1192,1191,2025-10-14 08:00:00+00:00,2026-04-30 20:00:00+00:00,0,851,1,1,4,4,0,1,"{'0': 0, '1': 5, '2': 12, '3': 5, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:ENSOUSDT:1d,ENSOUSDT,1d,ENSO,0.0001,199,198,2025-10-14 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,0,0,0,0,0,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:EIGENUSDT:5m,EIGENUSDT,5m,EIGEN,0.0001,166104,166103,2024-10-01 06:00:00+00:00,2026-04-30 23:55:00+00:00,0,165763,213,437,522,481,30,1717,"{'0': 544, '1': 705, '2': 9602, '3': 661, '4': 0, '5': 12}","{'momentum': 5, 'gate': 1}","{'joint': {'candidates': 30, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 213, 'skipped_in_position': 39, 'invalid_initial': 0}}",0
binance_um:EIGENUSDT:15m,EIGENUSDT,15m,EIGEN,0.0001,55368,55367,2024-10-01 06:00:00+00:00,2026-04-30 23:45:00+00:00,0,55027,81,143,226,206,13,302,"{'0': 219, '1': 292, '2': 3374, '3': 288, '4': 0, '5': 8}",{'momentum': 1},"{'joint': {'candidates': 13, 'skipped_in_position': 2, 'invalid_initial': 0}, 'v9_long': {'candidates': 81, 'skipped_in_position': 20, 'invalid_initial': 0}}",0
binance_um:EIGENUSDT:30m,EIGENUSDT,30m,EIGEN,0.0001,27684,27683,2024-10-01 06:00:00+00:00,2026-04-30 23:30:00+00:00,0,27343,43,72,117,108,9,92,"{'0': 99, '1': 157, '2': 1813, '3': 156, '4': 0, '5': 3}",{'momentum': 1},"{'joint': {'candidates': 9, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 43, 'skipped_in_position': 11, 'invalid_initial': 0}}",0
binance_um:EIGENUSDT:1h,EIGENUSDT,1h,EIGEN,0.0001,13842,13841,2024-10-01 06:00:00+00:00,2026-04-30 23:00:00+00:00,0,13501,18,33,59,58,5,30,"{'0': 53, '1': 78, '2': 958, '3': 79, '4': 0, '5': 4}",{},"{'joint': {'candidates': 5, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 18, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:EIGENUSDT:4h,EIGENUSDT,4h,EIGEN,0.0001,3461,3460,2024-10-01 04:00:00+00:00,2026-04-30 20:00:00+00:00,0,3120,4,7,3,3,1,1,"{'0': 3, '1': 5, '2': 120, '3': 12, '4': 0, '5': 0}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:EIGENUSDT:1d,EIGENUSDT,1d,EIGEN,0.0001,577,576,2024-10-01 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,236,0,0,1,1,0,0,"{'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:EGLDUSDT:5m,EGLDUSDT,5m,EGLD,0.001,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,197,412,531,507,27,1416,"{'0': 643, '1': 692, '2': 10628, '3': 738, '4': 0, '5': 11}","{'momentum': 5, 'gate': 4}","{'joint': {'candidates': 27, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 197, 'skipped_in_position': 25, 'invalid_initial': 0}}",0
binance_um:EGLDUSDT:15m,EGLDUSDT,15m,EGLD,0.001,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,59,132,221,203,13,252,"{'0': 255, '1': 288, '2': 3740, '3': 319, '4': 0, '5': 7}",{},"{'joint': {'candidates': 13, 'skipped_in_position': 2, 'invalid_initial': 0}, 'v9_long': {'candidates': 59, 'skipped_in_position': 7, 'invalid_initial': 0}}",0
binance_um:EGLDUSDT:30m,EGLDUSDT,30m,EGLD,0.001,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,28704,35,67,113,120,10,96,"{'0': 145, '1': 153, '2': 2020, '3': 229, '4': 0, '5': 3}","{'gate': 2, 'momentum': 2}","{'joint': {'candidates': 10, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 35, 'skipped_in_position': 7, 'invalid_initial': 0}}",0
binance_um:EGLDUSDT:1h,EGLDUSDT,1h,EGLD,0.001,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,15,33,73,69,4,12,"{'0': 85, '1': 108, '2': 1242, '3': 113, '4': 0, '5': 4}",{},"{'joint': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 15, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:EGLDUSDT:4h,EGLDUSDT,4h,EGLD,0.001,5088,3588,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,1,10,13,15,0,0,"{'0': 13, '1': 28, '2': 442, '3': 24, '4': 0, '5': 1}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:EGLDUSDT:1d,EGLDUSDT,1d,EGLD,0.001,2055,598,2020-09-14 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,598,0,0,3,3,0,0,"{'0': 9, '1': 6, '2': 63, '3': 6, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:ESPUSDT:5m,ESPUSDT,5m,ESP,1e-05,22942,22941,2026-02-10 08:10:00+00:00,2026-04-30 23:55:00+00:00,0,22601,39,74,93,94,16,136,"{'0': 106, '1': 135, '2': 1446, '3': 97, '4': 0, '5': 3}",{},"{'joint': {'candidates': 16, 'skipped_in_position': 2, 'invalid_initial': 0}, 'v9_long': {'candidates': 39, 'skipped_in_position': 5, 'invalid_initial': 0}}",0
binance_um:ESPUSDT:15m,ESPUSDT,15m,ESP,1e-05,7648,7647,2026-02-10 08:00:00+00:00,2026-04-30 23:45:00+00:00,0,7307,8,9,26,26,2,14,"{'0': 15, '1': 33, '2': 406, '3': 48, '4': 0, '5': 3}",{},"{'joint': {'candidates': 2, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 8, 'skipped_in_position': 1, 'invalid_initial': 0}}",1
binance_um:ESPUSDT:30m,ESPUSDT,30m,ESP,1e-05,3824,3823,2026-02-10 08:00:00+00:00,2026-04-30 23:30:00+00:00,0,3483,4,9,12,10,1,5,"{'0': 6, '1': 12, '2': 174, '3': 20, '4': 0, '5': 0}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:ESPUSDT:1h,ESPUSDT,1h,ESP,1e-05,1912,1911,2026-02-10 08:00:00+00:00,2026-04-30 23:00:00+00:00,0,1571,0,1,2,2,0,2,"{'0': 1, '1': 2, '2': 69, '3': 13, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:ESPUSDT:4h,ESPUSDT,4h,ESP,1e-05,478,477,2026-02-10 08:00:00+00:00,2026-04-30 20:00:00+00:00,0,137,0,0,0,1,0,0,"{'0': 0, '1': 2, '2': 4, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:ESPUSDT:1d,ESPUSDT,1d,ESP,1e-05,80,79,2026-02-10 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,0,0,0,0,0,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:ENAUSDT:5m,ENAUSDT,5m,ENA,1e-05,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,224,445,500,497,48,3240,"{'0': 604, '1': 715, '2': 8256, '3': 552, '4': 0, '5': 31}","{'momentum': 2, 'gate': 1}","{'joint': {'candidates': 48, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 224, 'skipped_in_position': 38, 'invalid_initial': 0}}",0
binance_um:ENAUSDT:15m,ENAUSDT,15m,ENA,1e-05,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,61,122,196,177,9,517,"{'0': 201, '1': 282, '2': 3532, '3': 276, '4': 0, '5': 14}",{'gate': 1},"{'joint': {'candidates': 9, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 61, 'skipped_in_position': 12, 'invalid_initial': 0}}",0
binance_um:ENAUSDT:30m,ENAUSDT,30m,ENA,1e-05,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,28704,27,70,106,101,5,167,"{'0': 123, '1': 151, '2': 1897, '3': 128, '4': 0, '5': 2}",{},"{'joint': {'candidates': 5, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 27, 'skipped_in_position': 4, 'invalid_initial': 0}}",0
binance_um:ENAUSDT:1h,ENAUSDT,1h,ENA,1e-05,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,22,36,43,43,2,35,"{'0': 37, '1': 64, '2': 999, '3': 96, '4': 0, '5': 4}",{},"{'joint': {'candidates': 2, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 22, 'skipped_in_position': 3, 'invalid_initial': 0}}",0
binance_um:ENAUSDT:4h,ENAUSDT,4h,ENA,1e-05,4551,3588,2024-04-02 12:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,7,13,10,11,1,11,"{'0': 6, '1': 20, '2': 180, '3': 21, '4': 0, '5': 0}",{},"{'joint': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 7, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:ENAUSDT:1d,ENAUSDT,1d,ENA,1e-05,759,598,2024-04-02 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,418,0,0,0,0,0,0,"{'0': 0, '1': 0, '2': 8, '3': 2, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:ENJUSDT:5m,ENJUSDT,5m,ENJ,1e-05,173724,172224,2024-09-04 19:00:00+00:00,2026-04-30 23:55:00+00:00,0,172224,205,441,517,495,37,2085,"{'0': 564, '1': 673, '2': 9540, '3': 554, '4': 0, '5': 14}","{'momentum': 2, 'gate': 1}","{'joint': {'candidates': 37, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 205, 'skipped_in_position': 27, 'invalid_initial': 0}}",0
binance_um:ENJUSDT:15m,ENJUSDT,15m,ENJ,1e-05,58908,57408,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,57408,65,122,198,191,10,408,"{'0': 258, '1': 297, '2': 3604, '3': 258, '4': 0, '5': 8}",{'momentum': 1},"{'joint': {'candidates': 10, 'skipped_in_position': 2, 'invalid_initial': 0}, 'v9_long': {'candidates': 65, 'skipped_in_position': 8, 'invalid_initial': 0}}",0
binance_um:ENJUSDT:30m,ENJUSDT,30m,ENJ,1e-05,30204,28704,2024-08-09 18:00:00+00:00,2026-04-30 23:30:00+00:00,0,28704,36,73,99,105,8,139,"{'0': 149, '1': 158, '2': 2026, '3': 172, '4': 0, '5': 5}",{'gate': 1},"{'joint': {'candidates': 8, 'skipped_in_position': 1, 'invalid_initial': 0}, 'v9_long': {'candidates': 36, 'skipped_in_position': 8, 'invalid_initial': 0}}",0
binance_um:ENJUSDT:1h,ENJUSDT,1h,ENJ,1e-05,15852,14352,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,14352,19,37,60,61,6,63,"{'0': 80, '1': 101, '2': 1043, '3': 87, '4': 0, '5': 3}",{},"{'joint': {'candidates': 6, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 19, 'skipped_in_position': 5, 'invalid_initial': 0}}",0
binance_um:ENJUSDT:4h,ENJUSDT,4h,ENJ,1e-05,5088,3588,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,3588,8,13,13,12,3,18,"{'0': 12, '1': 20, '2': 283, '3': 64, '4': 0, '5': 0}",{},"{'joint': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 8, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
binance_um:ENJUSDT:1d,ENJUSDT,1d,ENJ,1e-05,2040,598,2020-09-29 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,598,0,0,0,0,0,0,"{'0': 0, '1': 0, '2': 42, '3': 3, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:ERAUSDT:5m,ERAUSDT,5m,ERA,1e-05,82758,82757,2025-07-17 15:30:00+00:00,2026-04-30 23:55:00+00:00,0,82417,101,227,219,216,9,2480,"{'0': 174, '1': 298, '2': 3328, '3': 270, '4': 0, '5': 3}","{'momentum': 1, 'gate': 1}","{'joint': {'candidates': 9, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 101, 'skipped_in_position': 11, 'invalid_initial': 0}}",0
binance_um:ERAUSDT:15m,ERAUSDT,15m,ERA,1e-05,27586,27585,2025-07-17 15:30:00+00:00,2026-04-30 23:45:00+00:00,0,27245,23,60,81,89,3,493,"{'0': 79, '1': 115, '2': 1628, '3': 142, '4': 0, '5': 2}",{'parent_not_recovered': 1},"{'joint': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 23, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:ERAUSDT:30m,ERAUSDT,30m,ERA,1e-05,13793,13792,2025-07-17 15:30:00+00:00,2026-04-30 23:30:00+00:00,0,13452,15,37,48,48,6,155,"{'0': 48, '1': 73, '2': 882, '3': 104, '4': 0, '5': 3}",{},"{'joint': {'candidates': 6, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 15, 'skipped_in_position': 4, 'invalid_initial': 0}}",0
binance_um:ERAUSDT:1h,ERAUSDT,1h,ERA,1e-05,6897,6896,2025-07-17 15:00:00+00:00,2026-04-30 23:00:00+00:00,0,6556,14,23,41,36,3,68,"{'0': 60, '1': 59, '2': 541, '3': 87, '4': 0, '5': 2}",{'momentum': 1},"{'joint': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 14, 'skipped_in_position': 4, 'invalid_initial': 0}}",1
binance_um:ERAUSDT:4h,ERAUSDT,4h,ERA,1e-05,1725,1724,2025-07-17 12:00:00+00:00,2026-04-30 20:00:00+00:00,0,1384,1,4,11,11,0,2,"{'0': 6, '1': 14, '2': 69, '3': 28, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 1, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:ERAUSDT:1d,ERAUSDT,1d,ERA,1e-05,288,287,2025-07-17 00:00:00+00:00,2026-04-30 00:00:00+00:00,0,0,0,0,0,0,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}}",1
binance_um:EPICUSDT:5m,EPICUSDT,5m,EPIC,0.0001,119136,119135,2025-03-13 08:00:00+00:00,2026-04-30 23:55:00+00:00,0,118795,160,297,419,396,36,1111,"{'0': 399, '1': 562, '2': 7093, '3': 566, '4': 0, '5': 18}","{'gate': 2, 'momentum': 2}","{'joint': {'candidates': 36, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 160, 'skipped_in_position': 30, 'invalid_initial': 0}}",0
binance_um:EPICUSDT:15m,EPICUSDT,15m,EPIC,0.0001,39712,39711,2025-03-13 08:00:00+00:00,2026-04-30 23:45:00+00:00,0,39371,45,80,156,153,13,208,"{'0': 139, '1': 194, '2': 2767, '3': 258, '4': 0, '5': 6}",{},"{'joint': {'candidates': 13, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 45, 'skipped_in_position': 8, 'invalid_initial': 0}}",0
binance_um:EPICUSDT:30m,EPICUSDT,30m,EPIC,0.0001,19856,19855,2025-03-13 08:00:00+00:00,2026-04-30 23:30:00+00:00,0,19515,23,48,115,115,5,80,"{'0': 100, '1': 186, '2': 1512, '3': 153, '4': 0, '5': 7}",{},"{'joint': {'candidates': 5, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 23, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:EPICUSDT:1h,EPICUSDT,1h,EPIC,0.0001,9928,9927,2025-03-13 08:00:00+00:00,2026-04-30 23:00:00+00:00,0,9587,12,24,63,61,4,37,"{'0': 75, '1': 91, '2': 845, '3': 86, '4': 0, '5': 4}",{},"{'joint': {'candidates': 4, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 12, 'skipped_in_position': 2, 'invalid_initial': 0}}",0
binance_um:EPICUSDT:4h,EPICUSDT,4h,EPIC,0.0001,2482,2481,2025-03-13 08:00:00+00:00,2026-04-30 20:00:00+00:00,0,2141,3,7,7,6,0,0,"{'0': 3, '1': 12, '2': 59, '3': 13, '4': 0, '5': 2}",{},"{'joint': {'candidates': 0, 'skipped_in_position': 0, 'invalid_initial': 0}, 'v9_long': {'candidates': 3, 'skipped_in_position': 0, 'invalid_initial': 0}}",0
