id,bb_length,bb_mult,stop_fraction,stoch_length,k_smooth,d_smooth,oversold,partial_fraction,be_cost_fraction,eligible,neighborhood_median_usdt,worst_net_mark,tv_stats_total_entries,tv_stats_natural,tv_stats_censored,tv_stats_wins,tv_stats_losses,tv_stats_win_rate,tv_stats_gross_r,tv_stats_net_r,tv_stats_mean_net_r,tv_stats_profit_factor,tv_stats_avg_win_r,tv_stats_avg_loss_r,tv_stats_max_realized_drawdown_r,tv_stats_max_realized_drawdown_usdt,tv_stats_max_loss_streak,tv_stats_gross_pnl,tv_stats_fees,tv_stats_net_pnl,tv_stats_partial,tv_stats_mean_hold_hours,tv_stats_boundary_mark_net_r,tv_stats_boundary_mark_net_pnl,tv_stats_ambiguous_bar_count,tv_stats_entries_open_beyond_target,tv_stats_same_open_be_approximations,tv_stats_marketable_be_approximations,tv_stats_cash_profit_factor,tv_equity_net_liquidation_mark_usdt,tv_equity_gross_mark_usdt,tv_equity_close_mtm_drawdown_usdt,tv_equity_close_mtm_drawdown_percent,tv_equity_ending_equity,tv_control_paired_n,tv_control_unpaired_n,tv_control_drawn,tv_control_censored,tv_control_paired_actual_mean_bp,tv_control_random_mean_bp,tv_control_excess_mean_bp,tv_control_month_blocks,tv_control_p,tv_control_all_boundary_mark_excess_bp,adverse_first_stats_total_entries,adverse_first_stats_natural,adverse_first_stats_censored,adverse_first_stats_wins,adverse_first_stats_losses,adverse_first_stats_win_rate,adverse_first_stats_gross_r,adverse_first_stats_net_r,adverse_first_stats_mean_net_r,adverse_first_stats_profit_factor,adverse_first_stats_avg_win_r,adverse_first_stats_avg_loss_r,adverse_first_stats_max_realized_drawdown_r,adverse_first_stats_max_realized_drawdown_usdt,adverse_first_stats_max_loss_streak,adverse_first_stats_gross_pnl,adverse_first_stats_fees,adverse_first_stats_net_pnl,adverse_first_stats_partial,adverse_first_stats_mean_hold_hours,adverse_first_stats_boundary_mark_net_r,adverse_first_stats_boundary_mark_net_pnl,adverse_first_stats_ambiguous_bar_count,adverse_first_stats_entries_open_beyond_target,adverse_first_stats_same_open_be_approximations,adverse_first_stats_marketable_be_approximations,adverse_first_stats_cash_profit_factor,adverse_first_equity_net_liquidation_mark_usdt,adverse_first_equity_gross_mark_usdt,adverse_first_equity_close_mtm_drawdown_usdt,adverse_first_equity_close_mtm_drawdown_percent,adverse_first_equity_ending_equity,adverse_first_control_paired_n,adverse_first_control_unpaired_n,adverse_first_control_drawn,adverse_first_control_censored,adverse_first_control_paired_actual_mean_bp,adverse_first_control_random_mean_bp,adverse_first_control_excess_mean_bp,adverse_first_control_month_blocks,adverse_first_control_p,adverse_first_control_all_boundary_mark_excess_bp
bb50_m3_sl3,50,3.0,0.03,5,3,3,20.0,0.5,0.0,False,,-26432.213430000018,75,75,0,28,47,0.37333333333333335,-5.902289587094341,-10.908487950084972,-0.14544650600113296,0.5394756673522388,0.4563791592293149,-0.5039809448618252,13.968339257758952,33008.04685500002,6,-15093.748000000018,11338.465429999995,-26432.21343000002,57,35.830000000000005,0.0,0.0,22,0,0,18,0.5201962178681308,-26432.213430000018,-15093.748000000021,33688.847359000036,31.65677455822829,73567.78656999998,75,0,0,0,-43.63395180033988,,,19,1.0,,75,75,0,28,47,0.37333333333333335,-5.902289587094341,-10.908487950084972,-0.14544650600113296,0.5394756673522388,0.4563791592293149,-0.5039809448618252,13.968339257758952,33008.04685500002,6,-15093.748000000018,11338.465429999995,-26432.21343000002,57,35.830000000000005,0.0,0.0,22,0,0,18,0.5201962178681308,-26432.213430000018,-15093.748000000021,33688.847359000036,31.65677455822829,73567.78656999998,75,0,0,0,-43.63395180033988,,,19,1.0,
bb50_m3_sl4,50,3.0,0.04,5,3,3,20.0,0.5,0.0,False,,-27729.50227100002,75,75,0,28,47,0.37333333333333335,-4.7141190939504884,-8.469878063689679,-0.11293170751586239,0.5308544956358091,0.34228436942198615,-0.3841242639894743,10.764766544445163,34305.33569600001,6,-16387.391000000014,11342.111270999994,-27729.50227100002,63,36.71666666666667,0.0,0.0,28,0,0,23,0.508228109883484,-27729.50227100002,-16387.391000000018,34789.93514600002,32.751829366053585,72270.49772899998,75,0,0,0,-45.17268300634496,,,19,1.0,,75,75,0,28,47,0.37333333333333335,-4.7141190939504884,-8.469878063689679,-0.11293170751586239,0.5308544956358091,0.34228436942198615,-0.3841242639894743,10.764766544445163,34305.33569600001,6,-16387.391000000014,11342.111270999994,-27729.50227100002,63,36.71666666666667,0.0,0.0,28,0,0,23,0.508228109883484,-27729.50227100002,-16387.391000000018,34789.93514600002,32.751829366053585,72270.49772899998,75,0,0,0,-45.17268300634496,,,19,1.0,
bb50_m3_sl5,50,3.0,0.05,5,3,3,20.0,0.5,0.0,False,,-29938.11190000006,74,74,0,28,46,0.3783783783783784,-4.059500620595127,-7.023924617616626,-0.09491790023806251,0.52372996877945,0.2758519011987962,-0.32060386633006344,8.859835402221016,36513.94532500005,6,-18713.800000000054,11224.311899999993,-29938.111900000054,66,37.16216216216216,0.0,0.0,31,0,0,26,0.4907622348128665,-29938.11190000006,-18713.800000000047,37034.32657000006,34.852996719972275,70061.88809999994,74,0,0,0,-47.45895011903126,,,19,1.0,,74,74,0,28,46,0.3783783783783784,-4.059500620595127,-7.023924617616626,-0.09491790023806251,0.52372996877945,0.2758519011987962,-0.32060386633006344,8.859835402221016,36513.94532500005,6,-18713.800000000054,11224.311899999993,-29938.111900000054,66,37.16216216216216,0.0,0.0,31,0,0,26,0.4907622348128665,-29938.11190000006,-18713.800000000047,37034.32657000006,34.852996719972275,70061.88809999994,74,0,0,0,-47.45895011903126,,,19,1.0,
bb100_m1_sl0.3,100,1.0,0.003,5,3,3,20.0,0.5,0.0,True,-418311.4068945005,-427214.6048042007,2624,2623,1,648,1975,0.2470453678993519,36.103140062331576,-1712.5246586457395,-0.6528877844627295,0.4628453633768913,2.27718553467052,-1.6142485494239172,1717.2501624656113,427478.6412940002,26,7262.962099999542,433540.4202576987,-426277.4581577005,721,2.593912822467912,-0.3567451857068356,-115.80730000000582,15,0,0,1,0.45636449401675366,-426501.4651577008,7255.362099999533,428524.6927940008,423.7183913913375,-326501.4651577008,2623,1,0,0,-19.586633533881884,,,20,1.0,,2624,2623,1,647,1976,0.24666412504765536,33.634498076776396,-1714.990831989309,-0.6538279954210099,0.46235271507832143,2.2794678822095733,-1.614274570738311,1719.7163358091814,428191.7809405001,26,6549.108599999545,433539.7064041986,-426990.5978042005,720,2.593912822467912,-0.3567451857068356,-115.80730000000582,15,0,0,1,0.4557893091818298,-427214.6048042007,6541.508599999535,429237.8324405007,424.4235325160697,-327214.6048042007,2623,1,0,0,-19.614839862630298,,,20,1.0,
bb100_m1_sl0.5,100,1.0,0.005,5,3,3,20.0,0.5,0.0,True,-398279.6297090006,-418311.4068945005,2301,2300,1,735,1565,0.31956521739130433,-118.7947736690452,-1038.8158127400588,-0.4516590490174169,0.49178678837480694,1.3676725147460804,-1.3061055022865353,1040.5191909635105,418108.945167,21,-40944.04100000025,376237.6330269996,-417181.67402700026,856,3.602246376811595,-0.21404711142410135,-115.80730000000582,38,0,0,8,0.4928399753868915,-417405.68102700054,-40951.64100000026,418570.9131670004,418.5709131670004,-317405.68102700054,2300,1,0,0,-22.58295245087084,,,20,1.0,,2301,2300,1,734,1566,0.3191304347826087,-120.6759588603782,-1040.6951167462005,-0.45247613771573936,0.49121561265556185,1.368881463667885,-1.3061648218891622,1042.398494969652,419014.67103449994,21,-41850.673500000245,376236.72639449965,-418087.39989450027,855,3.602246376811595,-0.21404711142410135,-115.80730000000582,38,0,0,8,0.49215516469505444,-418311.4068945005,-41858.27350000025,419476.63903450035,419.4766390345004,-318311.4068945005,2300,1,0,0,-22.62380688578697,,,20,1.0,
bb100_m1_sl0.75,100,1.0,0.0075,5,3,3,20.0,0.5,0.0,True,-356238.93975175085,-378247.8525235007,2046,2045,1,806,1239,0.3941320293398533,-85.22745974911085,-630.5496983304635,-0.3083372607972926,0.5396177739179715,0.9169633503799143,-1.1054254711353304,632.0837658435513,378535.0727117504,16,-44202.39975000015,333083.60110674996,-377286.0008567501,987,4.6451100244498775,-0.14269807428273426,-115.80730000000582,79,0,0,30,0.5394873608643517,-377510.0078567506,-44209.999750000155,379198.7361117505,379.19873611175046,-277510.0078567506,2045,1,0,0,-23.125294559796945,,,20,1.0,,2046,2045,1,806,1239,0.3941320293398533,-86.19808113664423,-631.5193490966093,-0.30881141765115366,0.5393162718245513,0.9172596100193019,-1.1064008028831047,633.0534166096974,379272.91737850034,16,-44940.98300000014,333082.86252349993,-378023.8455235001,986,4.6462510187449055,-0.14269807428273426,-115.80730000000582,79,0,0,30,0.5390837700902439,-378247.8525235007,-44948.583000000144,379936.58077850053,379.93658077850057,-278247.8525235007,2045,1,0,0,-23.160856323836523,,,20,1.0,
bb100_m1_sl1,100,1.0,0.01,5,3,3,20.0,0.5,0.0,True,-310695.3009215008,-334230.026980001,1858,1857,1,818,1039,0.440495422724825,-46.08750913864579,-417.4898682036318,-0.22481953053507364,0.5772827439051114,0.6969975243866678,-0.9505619279614302,420.93989111808355,335054.17164699984,12,-30835.066000000472,301991.1189959998,-332826.1849960005,1066,5.489140190271047,-0.10702355571205067,-115.80730000000582,131,0,0,59,0.5754415914068611,-333050.19199600094,-30842.666000000478,335778.33375700086,332.3241120526312,-233050.19199600097,1857,1,0,0,-22.481953053507365,,,20,1.0,,1858,1857,1,817,1040,0.4399569197630587,-47.307401901092156,-418.7085410733157,-0.22547578948482266,0.5765628700815871,0.697826563131714,-0.9508008107230058,422.1585639877675,336234.0066309998,12,-32016.08200000046,301989.9379799998,-334006.01998000045,1065,5.489140190271047,-0.10702355571205067,-115.80730000000582,131,0,0,59,0.574566523349584,-334230.026980001,-32023.682000000466,336958.16874100093,333.4918098282423,-234230.02698000104,1857,1,0,0,-22.54757894848227,,,20,1.0,
bb100_m1_sl1.5,100,1.0,0.015,5,3,3,20.0,0.5,0.0,True,-285005.77080650046,-287160.57486300054,1642,1641,1,794,847,0.4838513101767215,-18.2743188882908,-237.0719482133739,-0.1444679757546459,0.6128054659465213,0.47255577914437114,-0.722882215884303,237.81675899473203,286301.09867100074,9,-18874.358500000493,266398.79294450016,-285273.1514445005,1154,6.520058907170424,-0.07134903714136713,-115.80730000000582,255,0,3,149,0.6069488971138897,-285497.1584445005,-18881.958500000503,286823.56538100046,286.3620219748292,-185497.1584445005,1641,1,0,0,-21.670196363196883,,,20,1.0,,1642,1641,1,793,848,0.48324192565508833,-19.42091406325507,-238.21739679316323,-0.14516599438949618,0.6116528743887896,0.4731351492990854,-0.7233650591831815,238.9622075745213,287964.5150895008,9,-20539.440000000493,266397.12786300015,-286936.5678630005,1153,6.520058907170424,-0.07134903714136713,-115.80730000000582,255,0,3,149,0.605550705447773,-287160.57486300054,-20547.040000000503,288486.98179950047,288.0227616994576,-187160.5748630005,1641,1,0,0,-21.774899158424425,,,20,1.0,
bb100_m1_sl2,100,1.0,0.02,5,3,3,20.0,0.5,0.0,True,-267130.0651590002,-282850.96675000037,1532,1531,1,756,775,0.4937949052906597,-23.62524001501942,-176.72076511188254,-0.11542832469750657,0.593552611218522,0.3413663195311825,-0.5610241324870406,177.14660966774755,283554.2308900002,9,-34136.13400000027,248490.82574999984,-282626.9597500003,1203,7.108371434792076,-0.05351177785602534,-115.80730000000582,344,0,3,229,0.5871817129587045,-282850.96675000037,-34143.73400000027,284441.10869000026,284.4411086900003,-182850.9667500004,1531,1,0,0,-23.085664939501306,,,20,1.0,,1532,1531,1,756,775,0.4937949052906597,-23.62524001501942,-176.72076511188254,-0.11542832469750657,0.593552611218522,0.3413663195311825,-0.5610241324870406,177.14660966774755,283554.2308900002,9,-34136.13400000027,248490.82574999984,-282626.9597500003,1203,7.108480296102765,-0.05351177785602534,-115.80730000000582,344,0,3,229,0.5871817129587045,-282850.96675000037,-34143.73400000027,284441.10869000026,284.4411086900003,-182850.9667500004,1531,1,0,0,-23.085664939501306,,,20,1.0,
bb100_m1_sl3,100,1.0,0.03,5,3,3,20.0,0.5,0.0,True,-248218.5003410002,-251409.16356800008,1426,1425,1,733,692,0.5143859649122807,-10.854292960162182,-105.85313870353309,-0.07428290435335655,0.6064018903960433,0.22248836675856687,-0.38863744441844306,106.13703507410992,252112.4277080004,8,-19782.764000000203,231402.392568,-251185.15656800018,1251,7.809122807017544,-0.035674518570683565,-115.80730000000582,421,0,3,308,0.6015189527721624,-251409.16356800008,-19790.364000000205,252999.30550800005,252.99930550800002,-151409.16356800008,1425,1,0,0,-22.28487130600697,,,20,1.0,,1426,1425,1,733,692,0.5143859649122807,-10.854292960162182,-105.85313870353309,-0.07428290435335655,0.6064018903960433,0.22248836675856687,-0.38863744441844306,106.13703507410992,252112.4277080004,8,-19782.764000000203,231402.392568,-251185.15656800018,1251,7.809239766081871,-0.035674518570683565,-115.80730000000582,421,0,3,308,0.6015189527721624,-251409.16356800008,-19790.364000000205,252999.30550800005,252.99930550800002,-151409.16356800008,1425,1,0,0,-22.28487130600697,,,20,1.0,
bb100_m1_sl4,100,1.0,0.04,5,3,3,20.0,0.5,0.0,True,-240653.77469450026,-245027.83711400031,1369,1368,1,697,671,0.5095029239766082,-9.63450061440017,-78.03709868903985,-0.05704466278438586,0.5866494843792298,0.15890170092899536,-0.28135854580707836,78.25002096697243,245731.1012540006,8,-22170.18800000039,222633.64211400002,-244803.83011400042,1277,8.258040935672515,-0.02675588892801267,-115.80730000000582,487,0,5,369,0.5859395458469665,-245027.83711400031,-22177.788000000393,246617.97905400032,246.6179790540003,-145027.83711400031,1368,1,0,0,-22.81786511375434,,,20,1.0,,1369,1368,1,697,671,0.5095029239766082,-9.63450061440017,-78.03709868903985,-0.05704466278438586,0.5866494843792298,0.15890170092899536,-0.28135854580707836,78.25002096697243,245731.1012540006,8,-22170.18800000039,222633.64211400002,-244803.83011400042,1277,8.25816276803119,-0.02675588892801267,-115.80730000000582,487,0,5,369,0.5859395458469665,-245027.83711400031,-22177.788000000393,246617.97905400032,246.6179790540003,-145027.83711400031,1368,1,0,0,-22.81786511375434,,,20,1.0,
bb100_m1_sl5,100,1.0,0.05,5,3,3,20.0,0.5,0.0,True,-236279.7122750002,-236279.7122750002,1344,1343,1,692,651,0.5152643335815339,-6.414876041355591,-60.13689380712354,-0.0447780296404494,0.594737820045272,0.1275335292463255,-0.22794177579966324,60.307231629469676,236982.9764150007,8,-17412.055000000306,218643.65027500014,-236055.7052750003,1282,8.420886075949367,-0.021404711142410136,-115.80730000000582,498,0,5,381,0.5938286792676766,-236279.7122750002,-17419.65500000032,237869.8542150002,237.86985421500023,-136279.7122750002,1343,1,0,0,-22.389014820224702,,,20,1.0,,1344,1343,1,692,651,0.5152643335815339,-6.414876041355591,-60.13689380712354,-0.0447780296404494,0.594737820045272,0.1275335292463255,-0.22794177579966324,60.307231629469676,236982.9764150007,8,-17412.055000000306,218643.65027500014,-236055.7052750003,1282,8.421010176222389,-0.021404711142410136,-115.80730000000582,498,0,5,381,0.5938286792676766,-236279.7122750002,-17419.65500000032,237869.8542150002,237.86985421500023,-136279.7122750002,1343,1,0,0,-22.389014820224702,,,20,1.0,
bb100_m1.5_sl0.3,100,1.5,0.003,5,3,3,20.0,0.5,0.0,True,-274934.56129905034,-272900.78532610065,1817,1816,1,406,1410,0.22356828193832598,108.43890863853663,-1102.1439688089674,-0.6069074718111054,0.5227912177376336,2.9739396464031995,-1.6379882732260047,1124.2217902002533,276824.56021420006,21,27296.62289999971,299973.4012260994,-272676.7783261003,434,3.0944383259911894,-0.3567451857068356,-115.80730000000582,4,0,0,0,0.5196982969829821,-272900.78532610065,27289.02289999969,277865.9130645006,269.5903056174148,-172900.78532610068,1816,1,0,0,-18.207224154333158,,,20,1.0,,1817,1816,1,406,1410,0.22356828193832598,108.43890863853663,-1102.1439688089674,-0.6069074718111054,0.5227912177376336,2.9739396464031995,-1.6379882732260047,1124.2217902002533,276824.56021420006,21,27296.62289999971,299973.4012260994,-272676.7783261003,434,3.0944383259911894,-0.3567451857068356,-115.80730000000582,4,0,0,0,0.5196982969829821,-272900.78532610065,27289.02289999969,277865.9130645006,269.5903056174148,-172900.78532610068,1816,1,0,0,-18.207224154333158,,,20,1.0,
bb100_m1.5_sl0.5,100,1.5,0.005,5,3,3,20.0,0.5,0.0,True,-272900.78532610065,-276968.33727200003,1637,1636,1,491,1145,0.30012224938875304,-37.68902559206754,-692.0446342602985,-0.42301016764076926,0.5514123410755006,1.7325340304747563,-1.3473527015051563,698.5534071335047,279366.31441100047,15,-8616.061000000012,268128.26927200024,-276744.33027200005,540,4.3493785656071715,-0.21404711142410135,-115.80730000000582,13,0,0,1,0.555365074910469,-276968.33727200003,-8623.661000000022,280402.32238599996,276.15354792100726,-176968.337272,1636,1,0,0,-21.150508382038467,,,20,1.0,,1637,1636,1,491,1145,0.30012224938875304,-37.68902559206754,-692.0446342602985,-0.42301016764076926,0.5514123410755006,1.7325340304747563,-1.3473527015051563,698.5534071335047,279366.31441100047,15,-8616.061000000012,268128.26927200024,-276744.33027200005,540,4.3493785656071715,-0.21404711142410135,-115.80730000000582,13,0,0,1,0.555365074910469,-276968.33727200003,-8623.661000000022,280402.32238599996,276.15354792100726,-176968.337272,1636,1,0,0,-21.150508382038467,,,20,1.0,
bb100_m1.5_sl0.75,100,1.5,0.0075,5,3,3,20.0,0.5,0.0,True,-244417.5141102503,-244417.5141102503,1491,1490,1,572,918,0.3838926174496644,-21.280611714593586,-418.5907599194796,-0.2809333959191138,0.6073619266236082,1.1320060882240994,-1.1613270614201139,420.6216584297485,245850.97613525024,13,-1548.6097499999087,242644.89736024998,-244193.50711024995,660,5.683948545861298,-0.14269807428273426,-115.80730000000582,36,0,0,14,0.6154495043028504,-244417.5141102503,-1556.2097499999218,246365.3076642503,246.2363696114403,-144417.5141102503,1490,1,0,0,-21.070004693933534,,,20,1.0,,1491,1490,1,572,918,0.3838926174496644,-21.280611714593586,-418.5907599194796,-0.2809333959191138,0.6073619266236082,1.1320060882240994,-1.1613270614201139,420.6216584297485,245850.97613525024,13,-1548.6097499999087,242644.89736024998,-244193.50711024995,660,5.683948545861298,-0.14269807428273426,-115.80730000000582,36,0,0,14,0.6154495043028504,-244417.5141102503,-1556.2097499999218,246365.3076642503,246.2363696114403,-144417.5141102503,1490,1,0,0,-21.070004693933534,,,20,1.0,
bb100_m1.5_sl1,100,1.5,0.01,5,3,3,20.0,0.5,0.0,True,-229064.29328400077,-229064.29328400077,1372,1371,1,602,769,0.4390955506929249,-18.844552761818573,-293.0503117439523,-0.21374931564110305,0.6334433253727454,0.8412253060147586,-1.0396202158190337,295.4340910608066,230933.79611,11,-6107.074000000299,222733.21228399992,-228840.28628400032,719,6.682774130804765,-0.10702355571205067,-115.80730000000582,60,0,0,28,0.6369318313269,-229064.29328400077,-6114.674000000305,231471.23856000075,230.2932534465973,-129064.29328400077,1371,1,0,0,-21.374931564110305,,,20,1.0,,1372,1371,1,602,769,0.4390955506929249,-18.844552761818573,-293.0503117439523,-0.21374931564110305,0.6334433253727454,0.8412253060147586,-1.0396202158190337,295.4340910608066,230933.79611,11,-6107.074000000299,222733.21228399992,-228840.28628400032,719,6.682774130804765,-0.10702355571205067,-115.80730000000582,60,0,0,28,0.6369318313269,-229064.29328400077,-6114.674000000305,231471.23856000075,230.2932534465973,-129064.29328400077,1371,1,0,0,-21.374931564110305,,,20,1.0,
bb100_m1.5_sl1.5,100,1.5,0.015,5,3,3,20.0,0.5,0.0,True,-189362.25289350058,-189362.25289350058,1204,1203,1,599,604,0.4979218620116376,2.692996351473641,-157.71372021444583,-0.13110034930544126,0.681563465973354,0.5635417136840675,-0.8199920640913945,158.75853288065414,190849.21797350005,8,5685.112499999796,194823.35839349977,-189138.24589350022,797,8.402327514546966,-0.07134903714136713,-115.80730000000582,149,0,0,96,0.6773107620454758,-189362.25289350058,5677.512499999793,191909.81969850056,191.90981969850057,-89362.25289350058,1203,1,0,0,-19.66505239581619,,,20,1.0,,1204,1203,1,599,604,0.4979218620116376,2.692996351473641,-157.71372021444583,-0.13110034930544126,0.681563465973354,0.5635417136840675,-0.8199920640913945,158.75853288065414,190849.21797350005,8,5685.112499999796,194823.35839349977,-189138.24589350022,797,8.402327514546966,-0.07134903714136713,-115.80730000000582,149,0,0,96,0.6773107620454758,-189362.25289350058,5677.512499999793,191909.81969850056,191.90981969850057,-89362.25289350058,1203,1,0,0,-19.66505239581619,,,20,1.0,
bb100_m1.5_sl2,100,1.5,0.02,5,3,3,20.0,0.5,0.0,True,-182260.95272600022,-182260.95272600022,1131,1130,1,581,549,0.5141592920353982,-3.5011541462998927,-116.51012590642178,-0.10310630611187768,0.6746169881751553,0.4157669253062997,-0.652223514589038,117.2717128477717,183694.414751,8,665.7919999999212,182702.737726,-182036.94572600006,846,9.148598820058998,-0.05351177785602534,-115.80730000000582,215,0,0,148,0.673988904875827,-182260.95272600022,658.1919999999227,184808.5195310002,184.8085195310002,-82260.95272600022,1130,1,0,0,-20.621261222375537,,,20,1.0,,1131,1130,1,581,549,0.5141592920353982,-3.5011541462998927,-116.51012590642178,-0.10310630611187768,0.6746169881751553,0.4157669253062997,-0.652223514589038,117.2717128477717,183694.414751,8,665.7919999999212,182702.737726,-182036.94572600006,846,9.148598820058998,-0.05351177785602534,-115.80730000000582,215,0,0,148,0.673988904875827,-182260.95272600022,658.1919999999227,184808.5195310002,184.8085195310002,-82260.95272600022,1130,1,0,0,-20.621261222375537,,,20,1.0,
bb100_m1.5_sl3,100,1.5,0.03,5,3,3,20.0,0.5,0.0,True,-172223.3586020001,-172223.3586020001,1042,1041,1,559,482,0.5369836695485111,-6.0627021613121785,-75.4682335174324,-0.07249590155372948,0.6680698858100982,0.2717237609885073,-0.47170501226142736,75.9759581449987,173656.8206270001,8,-3372.7060000000456,168626.64560200003,-171999.35160200004,881,10.216058277297472,-0.035674518570683565,-115.80730000000582,276,0,1,207,0.6751521189319658,-172223.3586020001,-3380.306000000055,175217.69835700007,175.21769835700007,-72223.35860200011,1041,1,0,0,-21.74877046611884,,,20,1.0,,1042,1041,1,559,482,0.5369836695485111,-6.0627021613121785,-75.4682335174324,-0.07249590155372948,0.6680698858100982,0.2717237609885073,-0.47170501226142736,75.9759581449987,173656.8206270001,8,-3372.7060000000456,168626.64560200003,-171999.35160200004,881,10.216058277297472,-0.035674518570683565,-115.80730000000582,276,0,1,207,0.6751521189319658,-172223.3586020001,-3380.306000000055,175217.69835700007,175.21769835700007,-72223.35860200011,1041,1,0,0,-21.74877046611884,,,20,1.0,
bb100_m1.5_sl4,100,1.5,0.04,5,3,3,20.0,0.5,0.0,True,-147733.5958880001,-147733.5958880001,1000,999,1,541,458,0.5415415415415415,-0.1266513492287167,-50.08466413851559,-0.05013479893745305,0.6833939797187097,0.19982944425436874,-0.34539823903958317,50.465457609190416,149167.05791299997,10,14514.949999999848,162024.53888799986,-147509.58888800017,911,10.71071071071071,-0.02675588892801267,-115.80730000000582,327,0,2,255,0.6990099055220463,-147733.5958880001,14507.349999999846,150727.93564300006,150.72793564300008,-47733.5958880001,999,1,0,0,-20.053919574981222,,,20,1.0,,1000,999,1,541,458,0.5415415415415415,-0.1266513492287167,-50.08466413851559,-0.05013479893745305,0.6833939797187097,0.19982944425436874,-0.34539823903958317,50.465457609190416,149167.05791299997,10,14514.949999999848,162024.53888799986,-147509.58888800017,911,10.71071071071071,-0.02675588892801267,-115.80730000000582,327,0,2,255,0.6990099055220463,-147733.5958880001,14507.349999999846,150727.93564300006,150.72793564300008,-47733.5958880001,999,1,0,0,-20.053919574981222,,,20,1.0,
bb100_m1.5_sl5,100,1.5,0.05,5,3,3,20.0,0.5,0.0,True,-145274.3091715001,-142815.02245500011,978,977,1,530,447,0.5424769703172978,1.778501636320116,-37.30925391022018,-0.038187567973613286,0.6909916316495502,0.15741395901940383,-0.27010884158949483,37.61388868676,144248.4844799999,10,16053.814999999893,158644.8304549999,-142591.0154550001,926,11.054503582395087,-0.021404711142410136,-115.80730000000582,353,0,5,278,0.6985558200151273,-142815.02245500011,16046.21499999988,145809.36221000005,145.80936221000005,-42815.022455000115,977,1,0,0,-19.093783986806642,,,20,1.0,,978,977,1,530,447,0.5424769703172978,1.778501636320116,-37.30925391022018,-0.038187567973613286,0.6909916316495502,0.15741395901940383,-0.27010884158949483,37.61388868676,144248.4844799999,10,16053.814999999893,158644.8304549999,-142591.0154550001,926,11.054503582395087,-0.021404711142410136,-115.80730000000582,353,0,5,278,0.6985558200151273,-142815.02245500011,16046.21499999988,145809.36221000005,145.80936221000005,-42815.022455000115,977,1,0,0,-19.093783986806642,,,20,1.0,
bb100_m2_sl0.3,100,2.0,0.003,5,3,3,20.0,0.5,0.0,True,-161483.7166509502,-165564.24111490033,1106,1105,1,220,885,0.19909502262443438,83.64412169313175,-653.0255789049961,-0.5909733745746572,0.5537368475820914,3.683154246283389,-1.6534683763698776,675.8604577834897,169084.70703229998,27,15803.95249999993,181144.1866149001,-165340.23411490006,228,4.14343891402715,-0.3567451857068356,-115.80730000000582,2,0,0,0,0.5387233635090426,-165564.24111490033,15796.35249999992,170130.7585323003,164.2131845901429,-65564.24111490033,1105,1,0,0,-17.729201237239714,,,20,1.0,,1106,1105,1,220,885,0.19909502262443438,83.64412169313175,-653.0255789049961,-0.5909733745746572,0.5537368475820914,3.683154246283389,-1.6534683763698776,675.8604577834897,169084.70703229998,27,15803.95249999993,181144.1866149001,-165340.23411490006,228,4.14343891402715,-0.3567451857068356,-115.80730000000582,2,0,0,0,0.5387233635090426,-165564.24111490033,15796.35249999992,170130.7585323003,164.2131845901429,-65564.24111490033,1105,1,0,0,-17.729201237239714,,,20,1.0,
bb100_m2_sl0.5,100,2.0,0.005,5,3,3,20.0,0.5,0.0,True,-165564.24111490033,-170964.4780955003,1036,1035,1,281,754,0.2714975845410628,-10.597844078801849,-424.6114452602888,-0.41025260411622105,0.5879378647997087,2.1560265201569218,-1.3666510575920208,434.31077258738793,173580.9408845001,25,-2060.7195000000283,168679.7515955001,-170740.47109550005,301,5.851690821256039,-0.21404711142410135,-115.80730000000582,4,0,0,2,0.5876302313892584,-170964.4780955003,-2068.3195000000414,174626.99238450028,170.03669977352848,-70964.4780955003,1035,1,0,0,-20.512630205811053,,,20,1.0,,1036,1035,1,281,754,0.2714975845410628,-10.597844078801849,-424.6114452602888,-0.41025260411622105,0.5879378647997087,2.1560265201569218,-1.3666510575920208,434.31077258738793,173580.9408845001,25,-2060.7195000000283,168679.7515955001,-170740.47109550005,301,5.851690821256039,-0.21404711142410135,-115.80730000000582,4,0,0,2,0.5876302313892584,-170964.4780955003,-2068.3195000000414,174626.99238450028,170.03669977352848,-70964.4780955003,1035,1,0,0,-20.512630205811053,,,20,1.0,
