方向,入场北京时间,入场纽约时间,ICT时段,入场价,初始止损,退出根北京时间,退出价,是否开盘退出,退出原因,毛R,净R,是否边界未平
空,2024-08-22 21:51:00+08:00,2024-08-22 09:51:00-04:00,new_york,2612.79,2630.11,2024-08-23 02:39:00+08:00,2615.57,True,opposite_v6_next_open,-0.1605080831408876,-0.4622159353348666,False
空,2024-08-25 15:39:00+08:00,2024-08-25 03:39:00-04:00,london,2735.77,2755.24,2024-08-25 17:45:00+08:00,2755.24,False,initial_stop,-1.0,-1.2810241397020885,False
空,2024-08-27 16:24:00+08:00,2024-08-27 04:24:00-04:00,london,2679.44,2688.94,2024-08-27 17:06:00+08:00,2688.94,False,initial_stop,-1.0,-1.5640926315789438,False
空,2024-08-30 14:03:00+08:00,2024-08-30 02:03:00-04:00,london,2507.28,2517.96,2024-08-30 14:12:00+08:00,2517.96,False,initial_stop,-1.0,-1.469528089887668,False
多,2024-08-30 14:57:00+08:00,2024-08-30 02:57:00-04:00,london,2529.48,2520.59,2024-08-30 15:48:00+08:00,2520.59,False,initial_stop,-1.0,-1.5690618672665912,False
空,2024-08-30 15:54:00+08:00,2024-08-30 03:54:00-04:00,london,2517.47,2527.29,2024-08-30 17:27:00+08:00,2527.29,False,initial_stop,-1.0,-1.5127230142566193,False
空,2024-08-30 18:45:00+08:00,2024-08-30 06:45:00-04:00,lunch,2514.87,2523.04,2024-08-30 20:15:00+08:00,2523.04,False,initial_stop,-1.0,-1.6156352509179608,False
多,2024-08-30 20:48:00+08:00,2024-08-30 08:48:00-04:00,new_york,2525.32,2512.4,2024-08-30 21:48:00+08:00,2512.4,False,initial_stop,-1.0,-1.3909164086687318,False
空,2024-08-30 21:54:00+08:00,2024-08-30 09:54:00-04:00,new_york,2510.69,2530.4700000000003,2024-08-30 22:03:00+08:00,2530.4700000000003,False,initial_stop,-1.0,-1.2538614762386222,False
空,2024-08-31 17:00:00+08:00,2024-08-31 05:00:00-04:00,lunch,2513.62,2521.93,2024-08-31 18:15:00+08:00,2521.93,False,initial_stop,-1.0,-1.6049626955475476,False
多,2024-09-03 20:36:00+08:00,2024-09-03 08:36:00-04:00,new_york,2515.89,2510.46,2024-09-03 21:15:00+08:00,2510.46,False,initial_stop,-1.0,-1.9266629834254243,False
多,2024-09-04 22:51:00+08:00,2024-09-04 10:51:00-04:00,new_york,2437.38,2404.52,2024-09-05 10:24:00+08:00,2450.0,True,opposite_v6_next_open,0.3840535605599465,0.2357041996348128,False
空,2024-09-05 22:51:00+08:00,2024-09-05 10:51:00-04:00,new_york,2371.95,2406.31,2024-09-06 02:03:00+08:00,2392.41,True,opposite_v6_next_open,-0.5954598370197893,-0.7335244470314253,False
空,2024-09-08 21:09:00+08:00,2024-09-08 09:09:00-04:00,new_york,2270.01,2281.87,2024-09-08 21:45:00+08:00,2281.87,False,initial_stop,-1.0,-1.3828010118044125,False
多,2024-09-09 16:33:00+08:00,2024-09-09 04:33:00-04:00,london,2327.5,2317.36,2024-09-09 17:51:00+08:00,2317.36,False,initial_stop,-1.0,-1.45907297830376,False
多,2024-09-10 16:09:00+08:00,2024-09-10 04:09:00-04:00,london,2369.44,2358.9,2024-09-10 16:24:00+08:00,2358.9,False,initial_stop,-1.0,-1.4496091081593856,False
空,2024-09-10 18:15:00+08:00,2024-09-10 06:15:00-04:00,lunch,2340.4,2353.4,2024-09-10 20:03:00+08:00,2353.4,False,initial_stop,-1.0,-1.3600615384615389,False
空,2024-09-11 21:36:00+08:00,2024-09-11 09:36:00-04:00,new_york,2315.54,2345.65,2024-09-11 23:54:00+08:00,2323.79,True,opposite_v6_next_open,-0.2739953503819317,-0.42780073065427,False
空,2024-09-12 17:48:00+08:00,2024-09-12 05:48:00-04:00,lunch,2354.33,2361.14,2024-09-12 21:36:00+08:00,2353.31,False,trailing_stop,0.1497797356828179,-0.5416534508076315,False
空,2024-09-14 18:51:00+08:00,2024-09-14 06:51:00-04:00,lunch,2412.33,2417.96,2024-09-14 19:57:00+08:00,2417.96,False,initial_stop,-1.0,-1.8569555950266672,False
多,2024-09-14 22:42:00+08:00,2024-09-14 10:42:00-04:00,new_york,2421.97,2417.11,2024-09-14 23:42:00+08:00,2417.11,False,initial_stop,-1.0,-1.996695473251079,False
空,2024-09-18 16:09:00+08:00,2024-09-18 04:09:00-04:00,london,2325.34,2332.53,2024-09-18 18:39:00+08:00,2304.25,False,trailing_stop,2.933240611961055,2.2864144645340936,False
空,2024-09-19 21:48:00+08:00,2024-09-19 09:48:00-04:00,new_york,2428.47,2443.92,2024-09-20 00:00:00+08:00,2443.92,False,initial_stop,-1.0,-1.3143650485436904,False
多,2024-09-20 22:30:00+08:00,2024-09-20 10:30:00-04:00,new_york,2549.38,2516.54,2024-09-21 10:15:00+08:00,2537.28,True,opposite_v6_next_open,-0.3684531059683269,-0.5237137637027989,False
空,2024-09-21 18:48:00+08:00,2024-09-21 06:48:00-04:00,lunch,2548.5,2551.6,2024-09-21 19:18:00+08:00,2551.34,True,opposite_v6_next_open,-0.9161290322581384,-2.5603225806453027,False
多,2024-09-21 19:18:00+08:00,2024-09-21 07:18:00-04:00,lunch,2551.34,2546.24,2024-09-21 23:03:00+08:00,2560.77,False,trailing_stop,1.8490196078431385,0.8484941176469937,False
空,2024-09-25 21:15:00+08:00,2024-09-25 09:15:00-04:00,new_york,2615.6,2624.2200000000003,2024-09-25 22:06:00+08:00,2624.2200000000003,False,initial_stop,-1.0,-1.6068677494199408,False
多,2024-09-27 22:15:00+08:00,2024-09-27 10:15:00-04:00,new_york,2672.96,2656.53,2024-09-28 01:21:00+08:00,2695.91,False,trailing_stop,1.396835057821062,1.0714595252586878,False
空,2024-09-29 14:15:00+08:00,2024-09-29 02:15:00-04:00,london,2662.11,2669.44,2024-09-29 17:00:00+08:00,2650.88,False,trailing_stop,1.5320600272851472,0.8056998635743626,False
空,2024-10-03 15:18:00+08:00,2024-10-03 03:18:00-04:00,london,2376.14,2393.4700000000003,2024-10-03 18:00:00+08:00,2355.94,False,trailing_stop,1.165608770917448,0.8913860357760812,False
多,2024-10-04 20:00:00+08:00,2024-10-04 08:00:00-04:00,new_york,2385.8,2380.2200000000003,2024-10-04 20:33:00+08:00,2380.2200000000003,False,initial_stop,-1.0,-1.8551254480287025,False
空,2024-10-05 22:12:00+08:00,2024-10-05 10:12:00-04:00,new_york,2406.68,2415.05,2024-10-05 22:42:00+08:00,2415.05,False,initial_stop,-1.0,-1.575072879330918,False
多,2024-10-06 16:24:00+08:00,2024-10-06 04:24:00-04:00,london,2423.01,2415.26,2024-10-07 00:24:00+08:00,2438.4500000000003,False,trailing_stop,1.992258064516136,1.3669651612903475,False
空,2024-10-08 14:09:00+08:00,2024-10-08 02:09:00-04:00,london,2416.06,2430.82,2024-10-08 14:33:00+08:00,2430.82,False,initial_stop,-1.0,-1.327379403794036,False
多,2024-10-08 14:57:00+08:00,2024-10-08 02:57:00-04:00,london,2434.41,2426.53,2024-10-08 15:12:00+08:00,2426.53,False,initial_stop,-1.0,-1.6178705583756463,False
空,2024-10-08 15:21:00+08:00,2024-10-08 03:21:00-04:00,london,2416.08,2434.83,2024-10-08 17:51:00+08:00,2434.83,False,initial_stop,-1.0,-1.257715199999995,False
空,2024-10-08 21:18:00+08:00,2024-10-08 09:18:00-04:00,new_york,2421.54,2432.75,2024-10-08 21:24:00+08:00,2432.75,False,initial_stop,-1.0,-1.4320321141837458,False
多,2024-10-08 21:36:00+08:00,2024-10-08 09:36:00-04:00,new_york,2441.37,2422.19,2024-10-08 22:27:00+08:00,2422.19,False,initial_stop,-1.0,-1.2545745568300355,False
空,2024-10-09 21:09:00+08:00,2024-10-09 09:09:00-04:00,new_york,2425.17,2439.16,2024-10-09 22:15:00+08:00,2439.16,False,initial_stop,-1.0,-1.3467005003574095,False
多,2024-10-11 20:33:00+08:00,2024-10-11 08:33:00-04:00,new_york,2424.99,2416.25,2024-10-11 20:39:00+08:00,2416.25,False,initial_stop,-1.0,-1.554917620137301,False
多,2024-10-11 21:54:00+08:00,2024-10-11 09:54:00-04:00,new_york,2435.0,2421.07,2024-10-12 04:03:00+08:00,2452.89,False,trailing_stop,1.284278535534823,0.934673366834172,False
多,2024-10-12 18:21:00+08:00,2024-10-12 06:21:00-04:00,lunch,2450.5,2443.2000000000003,2024-10-12 19:36:00+08:00,2456.49,False,trailing_stop,0.8205479452055425,0.1491780821917906,False
空,2024-10-13 19:45:00+08:00,2024-10-13 07:45:00-04:00,lunch,2458.43,2466.32,2024-10-13 20:21:00+08:00,2466.32,False,initial_stop,-1.0,-1.6231761723700373,False
空,2024-10-13 22:36:00+08:00,2024-10-13 10:36:00-04:00,new_york,2454.8,2462.18,2024-10-14 00:30:00+08:00,2452.05,False,trailing_stop,0.3726287262872803,-0.292628726287284,False
多,2024-10-16 17:36:00+08:00,2024-10-16 05:36:00-04:00,lunch,2620.6,2610.35,2024-10-16 19:00:00+08:00,2610.35,False,initial_stop,-1.0,-1.5113365853658502,False
空,2024-10-18 20:33:00+08:00,2024-10-18 08:33:00-04:00,new_york,2616.42,2624.07,2024-10-18 21:42:00+08:00,2624.07,False,initial_stop,-1.0,-1.6840313725490066,False
空,2024-10-19 15:12:00+08:00,2024-10-19 03:12:00-04:00,london,2640.94,2645.78,2024-10-19 16:27:00+08:00,2645.78,False,initial_stop,-1.0,-2.091297520661184,False
多,2024-10-19 16:33:00+08:00,2024-10-19 04:33:00-04:00,london,2646.22,2641.69,2024-10-19 18:24:00+08:00,2641.69,False,initial_stop,-1.0,-2.1683090507727036,False
空,2024-10-19 18:57:00+08:00,2024-10-19 06:57:00-04:00,lunch,2640.82,2644.32,2024-10-19 19:18:00+08:00,2644.32,False,initial_stop,-1.0,-2.5090400000000788,False
空,2024-10-19 19:36:00+08:00,2024-10-19 07:36:00-04:00,lunch,2638.76,2644.86,2024-10-19 22:24:00+08:00,2644.86,False,initial_stop,-1.0,-1.865167213114739,False
多,2024-10-19 22:57:00+08:00,2024-10-19 10:57:00-04:00,new_york,2651.19,2644.19,2024-10-19 23:21:00+08:00,2644.19,False,initial_stop,-1.0,-1.7574828571428585,False
空,2024-10-20 18:57:00+08:00,2024-10-20 06:57:00-04:00,lunch,2646.09,2648.42,2024-10-20 19:09:00+08:00,2648.42,False,initial_stop,-1.0,-3.271321888411978,False
多,2024-10-20 21:54:00+08:00,2024-10-20 09:54:00-04:00,new_york,2658.58,2649.74,2024-10-20 23:18:00+08:00,2691.75,False,trailing_stop,3.7522624434390535,3.150773755656247,False
空,2024-10-24 22:09:00+08:00,2024-10-24 10:09:00-04:00,new_york,2523.41,2542.61,2024-10-25 02:36:00+08:00,2530.32,True,opposite_v6_next_open,-0.3598958333333443,-0.6227510416666859,False
多,2024-10-26 17:27:00+08:00,2024-10-26 05:27:00-04:00,lunch,2477.7,2471.2000000000003,2024-10-26 17:42:00+08:00,2471.2000000000003,False,initial_stop,-1.0,-1.7623692307692864,False
空,2024-10-26 17:57:00+08:00,2024-10-26 05:57:00-04:00,lunch,2465.95,2473.99,2024-10-26 18:21:00+08:00,2473.99,False,initial_stop,-1.0,-1.6134203980098922,False
空,2024-10-26 19:30:00+08:00,2024-10-26 07:30:00-04:00,lunch,2463.2,2467.9700000000003,2024-10-26 19:33:00+08:00,2467.9700000000003,False,initial_stop,-1.0,-2.032788259957961,False
多,2024-10-26 19:48:00+08:00,2024-10-26 07:48:00-04:00,lunch,2472.5,2465.28,2024-10-26 21:51:00+08:00,2465.28,False,initial_stop,-1.0,-1.6849030470914423,False
空,2024-10-26 22:54:00+08:00,2024-10-26 10:54:00-04:00,new_york,2448.12,2457.79,2024-10-26 23:18:00+08:00,2457.79,False,initial_stop,-1.0,-1.5063329886246264,False
多,2024-10-27 16:18:00+08:00,2024-10-27 04:18:00-04:00,london,2483.84,2481.18,2024-10-27 16:18:00+08:00,2481.18,False,initial_stop,-1.0,-2.8675488721801847,False
空,2024-10-29 21:00:00+08:00,2024-10-29 09:00:00-04:00,new_york,2618.64,2626.68,2024-10-29 21:36:00+08:00,2626.68,False,initial_stop,-1.0,-1.65140298507465,False
多,2024-10-29 21:54:00+08:00,2024-10-29 09:54:00-04:00,new_york,2633.19,2620.4700000000003,2024-10-29 22:21:00+08:00,2620.4700000000003,False,initial_stop,-1.0,-1.4140235849056668,False
空,2024-11-02 16:15:00+08:00,2024-11-02 04:15:00-04:00,london,2503.98,2511.24,2024-11-03 00:48:00+08:00,2495.96,False,trailing_stop,1.1046831955922507,0.4148815426997089,False
空,2024-11-03 21:51:00+08:00,2024-11-03 08:51:00-05:00,new_york,2434.41,2448.5,2024-11-04 00:06:00+08:00,2448.5,False,initial_stop,-1.0,-1.345551454932587,False
多,2024-11-04 21:09:00+08:00,2024-11-04 08:09:00-05:00,new_york,2483.41,2473.33,2024-11-04 21:27:00+08:00,2473.33,False,initial_stop,-1.0,-1.492740079365072,False
多,2024-11-07 21:03:00+08:00,2024-11-07 08:03:00-05:00,new_york,2819.88,2808.78,2024-11-07 21:39:00+08:00,2808.78,False,initial_stop,-1.0,-1.5080864864865042,False
空,2024-11-07 22:45:00+08:00,2024-11-07 09:45:00-05:00,new_york,2793.8,2821.55,2024-11-07 23:18:00+08:00,2821.55,False,initial_stop,-1.0,-1.201354954954948,False
多,2024-11-09 23:36:00+08:00,2024-11-09 10:36:00-05:00,new_york,3046.59,3032.58,2024-11-10 00:15:00+08:00,3032.58,False,initial_stop,-1.0,-1.434916488222685,False
空,2024-11-14 18:45:00+08:00,2024-11-14 05:45:00-05:00,lunch,3188.27,3212.88,2024-11-15 00:39:00+08:00,3138.59,False,trailing_stop,2.0186915887850296,1.7595879723689367,False
空,2024-11-16 15:27:00+08:00,2024-11-16 02:27:00-05:00,london,3110.0,3124.66,2024-11-16 17:09:00+08:00,3124.66,False,initial_stop,-1.0,-1.424283765347875,False
多,2024-11-16 19:12:00+08:00,2024-11-16 06:12:00-05:00,lunch,3135.36,3120.3,2024-11-16 20:33:00+08:00,3171.23,False,trailing_stop,2.381806108897744,1.965423638778212,False
空,2024-11-18 19:12:00+08:00,2024-11-18 06:12:00-05:00,lunch,3105.15,3122.7000000000003,2024-11-18 20:42:00+08:00,3087.63,False,trailing_stop,0.9982905982905868,0.6444273504273482,False
多,2024-11-19 20:06:00+08:00,2024-11-19 07:06:00-05:00,lunch,3137.26,3124.1,2024-11-19 21:12:00+08:00,3124.1,False,initial_stop,-1.0,-1.476787234042537,False
多,2024-11-20 16:18:00+08:00,2024-11-20 03:18:00-05:00,london,3121.75,3105.2000000000003,2024-11-20 19:03:00+08:00,3105.2000000000003,False,initial_stop,-1.0,-1.3772507552870186,False
空,2024-11-24 18:42:00+08:00,2024-11-24 05:42:00-05:00,lunch,3383.68,3406.44,2024-11-25 00:45:00+08:00,3329.81,False,trailing_stop,2.3668717047451393,2.0695360281194763,False
空,2024-11-26 15:09:00+08:00,2024-11-26 02:09:00-05:00,london,3407.91,3428.08,2024-11-26 22:36:00+08:00,3335.13,False,trailing_stop,3.608329201784803,3.2704105106593735,False
多,2024-11-28 16:57:00+08:00,2024-11-28 03:57:00-05:00,london,3633.2,3608.4,2024-11-28 17:51:00+08:00,3608.4,False,initial_stop,-1.0,-1.2929999999999964,False
空,2024-11-28 18:03:00+08:00,2024-11-28 05:03:00-05:00,lunch,3588.41,3620.01,2024-11-28 18:30:00+08:00,3620.01,False,initial_stop,-1.0,-1.2271145569620263,False
空,2024-11-28 21:39:00+08:00,2024-11-28 08:39:00-05:00,new_york,3593.1,3612.37,2024-11-29 02:06:00+08:00,3568.17,False,trailing_stop,1.2937208095485138,0.9207991696938124,False
空,2024-11-29 15:18:00+08:00,2024-11-29 02:18:00-05:00,london,3550.0,3568.96,2024-11-29 16:57:00+08:00,3568.96,False,initial_stop,-1.0,-1.3744725738396817,False
多,2024-12-01 21:18:00+08:00,2024-12-01 08:18:00-05:00,new_york,3704.74,3677.89,2024-12-02 03:15:00+08:00,3710.99,True,opposite_v6_next_open,0.232774674115457,-0.0431836126629295,False
空,2024-12-03 15:39:00+08:00,2024-12-03 02:39:00-05:00,london,3605.1,3630.89,2024-12-03 16:06:00+08:00,3630.89,False,initial_stop,-1.0,-1.2795734780922738,False
多,2024-12-05 15:39:00+08:00,2024-12-05 02:39:00-05:00,london,3863.88,3847.89,2024-12-05 22:21:00+08:00,3911.76,False,trailing_stop,2.994371482176323,2.511084427767324,False
空,2024-12-06 20:57:00+08:00,2024-12-06 07:57:00-05:00,lunch,3844.7,3880.57,2024-12-06 21:30:00+08:00,3880.57,False,initial_stop,-1.0,-1.2143685531084456,False
空,2024-12-07 18:24:00+08:00,2024-12-07 05:24:00-05:00,lunch,3975.79,3985.32,2024-12-07 19:06:00+08:00,3985.32,False,initial_stop,-1.0,-1.8343735571877855,False
空,2024-12-10 23:27:00+08:00,2024-12-10 10:27:00-05:00,new_york,3622.0,3680.83,2024-12-11 12:03:00+08:00,3679.4,True,opposite_v6_next_open,-0.975692673805884,-1.0988271290158087,False
多,2024-12-12 20:54:00+08:00,2024-12-12 07:54:00-05:00,lunch,3948.11,3925.95,2024-12-12 21:36:00+08:00,3925.95,False,initial_stop,-1.0,-1.356327617328522,False
空,2024-12-13 18:24:00+08:00,2024-12-13 05:24:00-05:00,lunch,3874.66,3896.86,2024-12-13 18:45:00+08:00,3896.86,False,initial_stop,-1.0,-1.3490684684684782,False
多,2024-12-13 18:51:00+08:00,2024-12-13 05:51:00-05:00,lunch,3899.92,3882.91,2024-12-13 23:45:00+08:00,3920.03,False,trailing_stop,1.1822457378012856,0.7237013521457734,False
空,2024-12-17 19:54:00+08:00,2024-12-17 06:54:00-05:00,lunch,3998.98,4015.25,2024-12-17 21:30:00+08:00,4015.25,False,initial_stop,-1.0,-1.4915771358328107,False
多,2024-12-17 21:33:00+08:00,2024-12-17 08:33:00-05:00,new_york,4017.98,4000.22,2024-12-17 22:00:00+08:00,4000.22,False,initial_stop,-1.0,-1.452475225225225,False
空,2024-12-17 23:18:00+08:00,2024-12-17 10:18:00-05:00,new_york,3961.71,4008.75,2024-12-18 13:21:00+08:00,3858.41,False,trailing_stop,2.19600340136055,2.0275633503401376,False
多,2024-12-22 16:15:00+08:00,2024-12-22 03:15:00-05:00,london,3350.03,3329.64,2024-12-22 20:09:00+08:00,3370.37,False,trailing_stop,0.9975478175575953,0.6689524276606066,False
多,2024-12-23 22:12:00+08:00,2024-12-23 09:12:00-05:00,new_york,3348.01,3311.9700000000003,2024-12-23 22:39:00+08:00,3311.9700000000003,False,initial_stop,-1.0,-1.1857941176470543,False
空,2024-12-24 18:24:00+08:00,2024-12-24 05:24:00-05:00,lunch,3394.5,3407.92,2024-12-24 19:18:00+08:00,3407.92,False,initial_stop,-1.0,-1.5058867362146016,False
空,2024-12-24 20:27:00+08:00,2024-12-24 07:27:00-05:00,lunch,3400.04,3410.63,2024-12-24 20:33:00+08:00,3410.63,False,initial_stop,-1.0,-1.6421227573182158,False
多,2024-12-24 21:21:00+08:00,2024-12-24 08:21:00-05:00,new_york,3422.6,3401.34,2024-12-25 02:27:00+08:00,3493.06,False,trailing_stop,3.3142050799624094,2.9922295390404705,False
多,2024-12-28 17:36:00+08:00,2024-12-28 04:36:00-05:00,london,3356.7,3348.24,2024-12-28 18:06:00+08:00,3348.24,False,initial_stop,-1.0,-1.7935460992908097,False
空,2025-01-01 16:33:00+08:00,2025-01-01 03:33:00-05:00,london,3340.34,3349.91,2025-01-01 18:00:00+08:00,3337.58,False,trailing_stop,0.2884012539185269,-0.409684430512016,False
空,2025-01-03 15:03:00+08:00,2025-01-03 02:03:00-05:00,london,3442.28,3448.98,2025-01-03 17:12:00+08:00,3441.81,False,trailing_stop,0.0701492537313832,-0.9573970149253656,False
多,2025-01-04 15:15:00+08:00,2025-01-04 02:15:00-05:00,london,3607.72,3597.91,2025-01-04 15:51:00+08:00,3597.91,False,initial_stop,-1.0,-1.7355188583078558,False
空,2025-01-04 16:00:00+08:00,2025-01-04 03:00:00-05:00,london,3594.03,3604.55,2025-01-04 19:51:00+08:00,3604.55,False,initial_stop,-1.0,-1.6832756653992724,False
多,2025-01-08 21:06:00+08:00,2025-01-08 08:06:00-05:00,new_york,3357.92,3336.98,2025-01-08 23:33:00+08:00,3336.98,False,initial_stop,-1.0,-1.3207182425978905,False
多,2025-01-11 18:09:00+08:00,2025-01-11 05:09:00-05:00,lunch,3244.07,3234.58,2025-01-11 21:33:00+08:00,3261.53,False,trailing_stop,1.839831401475195,1.1561496311907205,False
多,2025-01-14 17:15:00+08:00,2025-01-14 04:15:00-05:00,london,3198.48,3176.84,2025-01-14 19:21:00+08:00,3215.6800000000003,False,trailing_stop,0.7948243992606457,0.4992162661737667,False
多,2025-01-15 16:33:00+08:00,2025-01-15 03:33:00-05:00,london,3244.33,3230.41,2025-01-15 17:24:00+08:00,3230.41,False,initial_stop,-1.0,-1.4661393678160932,False
空,2025-01-16 21:09:00+08:00,2025-01-16 08:09:00-05:00,new_york,3339.82,3368.51,2025-01-16 23:30:00+08:00,3318.94,False,trailing_stop,0.72777971418613,0.4949585221331548,False
多,2025-01-20 23:06:00+08:00,2025-01-20 10:06:00-05:00,new_york,3361.6,3337.71,2025-01-20 23:45:00+08:00,3337.71,False,initial_stop,-1.0,-1.2814231896190946,False
空,2025-01-21 16:48:00+08:00,2025-01-21 03:48:00-05:00,london,3239.23,3261.32,2025-01-21 17:03:00+08:00,3261.32,False,initial_stop,-1.0,-1.2932756903576337,False
多,2025-01-21 17:09:00+08:00,2025-01-21 04:09:00-05:00,london,3270.07,3242.8,2025-01-21 22:33:00+08:00,3301.53,False,trailing_stop,1.1536486982031555,0.913819581958188,False
空,2025-01-23 20:24:00+08:00,2025-01-23 07:24:00-05:00,lunch,3195.07,3215.82,2025-01-23 20:36:00+08:00,3215.82,False,initial_stop,-1.0,-1.3079585542168743,False
多,2025-01-23 21:39:00+08:00,2025-01-23 08:39:00-05:00,new_york,3230.48,3203.6,2025-01-24 01:00:00+08:00,3240.83,False,trailing_stop,0.3850446428571379,0.144681547619055,False
空,2025-01-24 23:45:00+08:00,2025-01-24 10:45:00-05:00,new_york,3363.0,3393.13,2025-01-25 00:12:00+08:00,3393.13,False,initial_stop,-1.0,-1.2232326584799098,False
空,2025-01-28 15:57:00+08:00,2025-01-28 02:57:00-05:00,london,3194.53,3204.23,2025-01-28 16:21:00+08:00,3204.23,False,initial_stop,-1.0,-1.6586659793814558,False
空,2025-01-28 17:30:00+08:00,2025-01-28 04:30:00-05:00,london,3185.6,3202.38,2025-01-28 18:15:00+08:00,3202.38,False,initial_stop,-1.0,-1.3796901072705572,False
空,2025-01-28 19:36:00+08:00,2025-01-28 06:36:00-05:00,lunch,3181.19,3193.04,2025-01-28 20:03:00+08:00,3193.04,False,initial_stop,-1.0,-1.5369097046413391,False
空,2025-01-28 22:06:00+08:00,2025-01-28 09:06:00-05:00,new_york,3162.29,3181.31,2025-01-28 23:00:00+08:00,3181.31,False,initial_stop,-1.0,-1.3325226077812804,False
空,2025-01-29 20:30:00+08:00,2025-01-29 07:30:00-05:00,lunch,3125.57,3141.09,2025-01-29 22:21:00+08:00,3113.86,False,trailing_stop,0.7545103092783537,0.3517306701030989,False
空,2025-02-01 16:21:00+08:00,2025-02-01 03:21:00-05:00,london,3274.78,3288.02,2025-02-01 20:21:00+08:00,3257.11,False,trailing_stop,1.3345921450151332,0.8399123867069643,False
多,2025-02-05 19:18:00+08:00,2025-02-05 06:18:00-05:00,lunch,2807.96,2777.96,2025-02-05 22:57:00+08:00,2777.96,False,initial_stop,-1.0,-1.1871973333333343,False
空,2025-02-06 19:36:00+08:00,2025-02-06 06:36:00-05:00,lunch,2798.61,2817.11,2025-02-06 19:48:00+08:00,2817.11,False,initial_stop,-1.0,-1.3025524324324222,False
空,2025-02-06 20:42:00+08:00,2025-02-06 07:42:00-05:00,lunch,2778.74,2798.02,2025-02-06 21:33:00+08:00,2798.02,False,initial_stop,-1.0,-1.2882510373443836,False
空,2025-02-08 19:42:00+08:00,2025-02-08 06:42:00-05:00,lunch,2604.01,2616.68,2025-02-08 19:57:00+08:00,2616.68,False,initial_stop,-1.0,-1.411051302288861,False
多,2025-02-08 21:36:00+08:00,2025-02-08 08:36:00-05:00,new_york,2618.56,2605.32,2025-02-08 22:24:00+08:00,2610.8,True,opposite_v6_next_open,-0.5861027190332244,-0.9816555891238746,False
空,2025-02-08 22:24:00+08:00,2025-02-08 09:24:00-05:00,new_york,2610.8,2627.87,2025-02-09 01:36:00+08:00,2627.87,False,initial_stop,-1.0,-1.305893380199195,False
空,2025-02-09 21:21:00+08:00,2025-02-09 08:21:00-05:00,new_york,2647.66,2658.75,2025-02-09 23:09:00+08:00,2642.1,False,trailing_stop,0.5013525698827658,0.023866546438216,False
空,2025-02-10 22:42:00+08:00,2025-02-10 09:42:00-05:00,new_york,2645.71,2671.63,2025-02-11 00:09:00+08:00,2671.63,False,initial_stop,-1.0,-1.204144290123447,False
多,2025-02-12 16:09:00+08:00,2025-02-12 03:09:00-05:00,london,2628.59,2614.34,2025-02-12 17:21:00+08:00,2614.34,False,initial_stop,-1.0,-1.3689249122807048,False
多,2025-02-14 16:27:00+08:00,2025-02-14 03:27:00-05:00,london,2712.86,2694.9,2025-02-14 19:27:00+08:00,2701.07,True,opposite_v6_next_open,-0.6564587973273909,-0.9585590200445429,False
空,2025-02-14 19:27:00+08:00,2025-02-14 06:27:00-05:00,lunch,2701.07,2708.0,2025-02-14 21:30:00+08:00,2698.4500000000003,False,trailing_stop,0.3780663780663712,-0.40146320346325,False
空,2025-02-15 22:21:00+08:00,2025-02-15 09:21:00-05:00,new_york,2701.98,2709.77,2025-02-16 02:30:00+08:00,2697.13,False,trailing_stop,0.6225930680359347,-0.0711116816431424,False
空,2025-02-18 22:48:00+08:00,2025-02-18 09:48:00-05:00,new_york,2679.75,2716.03,2025-02-19 05:27:00+08:00,2655.94,True,opposite_v6_next_open,0.6562844542447578,0.5085584343991114,False
空,2025-02-26 15:36:00+08:00,2025-02-26 02:36:00-05:00,london,2486.87,2499.49,2025-02-26 17:36:00+08:00,2483.9700000000003,False,trailing_stop,0.2297939778129601,-0.1643217115689718,False
空,2025-02-26 19:36:00+08:00,2025-02-26 06:36:00-05:00,lunch,2474.87,2490.32,2025-02-26 22:45:00+08:00,2417.77,False,trailing_stop,3.695792880258829,3.3754213592232323,False
空,2025-02-27 22:57:00+08:00,2025-02-27 09:57:00-05:00,new_york,2305.71,2337.81,2025-02-28 05:39:00+08:00,2277.7000000000003,False,trailing_stop,0.8725856697819265,0.7289277258566895,False
多,2025-02-28 22:09:00+08:00,2025-02-28 09:09:00-05:00,new_york,2186.3,2144.78,2025-02-28 22:33:00+08:00,2144.78,False,initial_stop,-1.0,-1.1053131021194604,False
空,2025-03-04 21:24:00+08:00,2025-03-04 08:24:00-05:00,new_york,2075.2,2095.38,2025-03-04 22:33:00+08:00,2095.38,False,initial_stop,-1.0,-1.205668979187309,False
多,2025-03-04 22:42:00+08:00,2025-03-04 09:42:00-05:00,new_york,2134.0,2036.73,2025-03-04 23:21:00+08:00,2036.73,False,initial_stop,-1.0,-1.0438778657345538,False
多,2025-03-05 15:51:00+08:00,2025-03-05 02:51:00-05:00,london,2212.16,2193.99,2025-03-05 18:51:00+08:00,2236.96,False,trailing_stop,1.364887176664871,1.121391304347867,False
空,2025-03-06 19:06:00+08:00,2025-03-06 06:06:00-05:00,lunch,2285.54,2299.9500000000003,2025-03-06 19:30:00+08:00,2299.9500000000003,False,initial_stop,-1.0,-1.3172158223455923,False
空,2025-03-06 20:09:00+08:00,2025-03-06 07:09:00-05:00,lunch,2288.83,2299.78,2025-03-06 23:06:00+08:00,2250.98,False,trailing_stop,3.4566210045661157,3.0385698630136155,False
