code,name,collection_status,evaluation_status,error
sh.600880,博瑞传播,collected,covered,
sh.600881,亚泰集团,collected,covered,
sh.600882,妙可蓝多,collected,covered,
sh.600883,博闻科技,collected,covered,
sh.600884,杉杉股份,collected,covered,
sh.600885,宏发股份,collected,covered,
sh.600886,国投电力,collected,covered,
sh.600887,伊利股份,collected,covered,
sh.600888,新疆众和,collected,covered,
sh.600889,*ST京化,collected,covered,
sh.600892,大晟文化,collected,covered,
sh.600893,航发动力,collected,covered,
sh.600894,广日股份,collected,covered,
sh.600895,张江高科,collected,covered,
sh.600897,厦门空港,collected,covered,
sh.600898,*ST美讯,collected,covered,
sh.600900,长江电力,collected,covered,
sh.600901,江苏金租,collected,covered,
sh.600903,贵州燃气,collected,covered,
sh.600905,三峡能源,collected,covered,
sh.600906,财达证券,collected,covered,
sh.600908,无锡银行,collected,covered,
sh.600909,华安证券,collected,covered,
sh.600916,中国黄金,collected,covered,
sh.600917,重庆燃气,collected,covered,
sh.600918,中泰证券,collected,covered,
sh.600919,江苏银行,collected,covered,
sh.600925,苏能股份,collected,covered,
sh.600926,杭州银行,collected,covered,
sh.600927,永安期货,collected,covered,
sh.600928,西安银行,collected,covered,
sh.600929,雪天盐业,collected,covered,
sh.600930,华电新能,collected,covered,
sh.600933,爱柯迪,collected,covered,
sh.600935,华塑股份,collected,covered,
sh.600936,北投科技,collected,covered,
sh.600938,中国海油,collected,covered,
sh.600939,重庆建工,collected,covered,
sh.600941,中国移动,collected,covered,
sh.600955,维远股份,collected,covered,
sh.600956,新天绿能,collected,covered,
sh.600958,东方证券,collected,covered,
sh.600959,江苏有线,collected,covered,
sh.600960,渤海汽车,collected,covered,
sh.600961,株冶集团,collected,covered,
sh.600962,国投中鲁,collected,covered,
sh.600963,岳阳林纸,collected,covered,
sh.600965,*ST福成,collected,covered,
sh.600966,博汇纸业,collected,covered,
sh.600967,内蒙一机,collected,covered,
sh.600968,海油发展,collected,covered,
sh.600969,郴电国际,collected,covered,
sh.600970,中材国际,collected,covered,
sh.600971,恒源煤电,collected,covered,
sh.600973,宝胜股份,collected,covered,
sh.600975,新五丰,collected,covered,
sh.600976,健民集团,collected,covered,
sh.600977,中国电影,collected,covered,
sh.600979,广安爱众,collected,covered,
sh.600980,北矿科技,collected,covered,
sh.600981,苏豪汇鸿,collected,covered,
sh.600982,宁波能源,collected,covered,
sh.600983,惠而浦,collected,covered,
sh.600984,建设机械,collected,covered,
sh.600985,淮北矿业,collected,covered,
sh.600986,浙文互联,collected,covered,
sh.600987,航民股份,collected,covered,
sh.600988,赤峰黄金,collected,covered,
sh.600989,宝丰能源,collected,covered,
sh.600990,四创电子,collected,covered,
sh.600992,贵绳股份,collected,covered,
sh.600993,马应龙,collected,covered,
sh.600995,南网储能,collected,covered,
sh.600996,贵广网络,collected,covered,
sh.600997,开滦股份,collected,covered,
sh.600998,九州通,collected,covered,
sh.600999,招商证券,collected,covered,
sh.601000,唐山港,collected,covered,
sh.601001,晋控煤业,collected,covered,
sh.601002,晋亿实业,collected,covered,
sh.601003,柳钢股份,collected,covered,
sh.601005,重庆钢铁,collected,covered,
sh.601006,大秦铁路,collected,covered,
sh.601007,金陵饭店,collected,covered,
sh.601008,连云港,collected,covered,
sh.601009,南京银行,collected,covered,
sh.601010,ST文峰,collected,covered,
sh.601011,宝泰隆,collected,covered,
sh.601012,隆基绿能,collected,covered,
sh.601015,陕西黑猫,collected,covered,
sh.601016,节能风电,collected,covered,
sh.601018,宁波港,collected,covered,
sh.601019,山东出版,collected,covered,
sh.601020,华钰矿业,collected,covered,
sh.601021,春秋航空,collected,covered,
sh.601022,宁波远洋,collected,covered,
sh.601026,道生天合,collected,covered,
sh.601028,玉龙股份,collected,covered,
sh.601033,永兴股份,collected,covered,
sh.601038,一拖股份,collected,covered,
sh.601058,赛轮轮胎,collected,covered,
sh.601059,信达证券,collected,covered,
sh.601061,中信金属,collected,covered,
sh.601065,江盐集团,collected,covered,
sh.601066,中信建投,collected,covered,
sh.601068,中铝国际,collected,covered,
sh.601069,西部黄金,collected,covered,
sh.601077,渝农商行,collected,covered,
sh.601083,锦江航运,collected,covered,
sh.601086,国芳集团,collected,covered,
sh.601088,中国神华,collected,covered,
sh.601089,福元医药,collected,covered,
sh.601096,宏盛华源,collected,covered,
sh.601098,中南传媒,collected,covered,
sh.601099,太平洋,collected,covered,
sh.601100,恒立液压,collected,covered,
sh.601101,昊华能源,collected,covered,
sh.601106,中国一重,collected,covered,
sh.601107,四川成渝,collected,covered,
sh.601108,财通证券,collected,covered,
sh.601111,中国国航,collected,covered,
sh.601112,振石股份,collected,covered,
sh.601113,华鼎股份,collected,covered,
sh.601116,三江购物,collected,covered,
sh.601117,中国化学,collected,covered,
sh.601118,海南橡胶,collected,covered,
sh.601121,宝地矿业,collected,covered,
sh.601123,马矿股份,collected,covered,
sh.601126,四方股份,collected,covered,
sh.601127,赛力斯,collected,covered,
sh.601128,常熟银行,collected,covered,
sh.601133,柏诚股份,collected,covered,
sh.601136,首创证券,collected,covered,
sh.601137,博威合金,collected,covered,
sh.601138,工业富联,collected,covered,
sh.601139,深圳燃气,collected,covered,
sh.601155,新城控股,collected,covered,
sh.601156,东航物流,collected,covered,
sh.601158,重庆水务,collected,covered,
sh.601162,天风证券,collected,covered,
sh.601163,三角轮胎,collected,covered,
sh.601166,兴业银行,collected,covered,
sh.601168,西部矿业,collected,covered,
sh.601169,北京银行,collected,covered,
sh.601177,杭齿前进,collected,covered,
sh.601179,中国西电,collected,covered,
sh.601186,中国铁建,collected,covered,
sh.601187,厦门银行,collected,covered,
sh.601188,龙江交通,collected,covered,
sh.601198,东兴证券,collected,covered,
sh.601199,江南水务,collected,covered,
sh.601200,上海环境,collected,covered,
sh.601208,东材科技,collected,covered,
sh.601211,国泰海通,collected,covered,
sh.601212,白银有色,collected,covered,
sh.601216,君正集团,collected,covered,
sh.601218,吉鑫科技,collected,covered,
sh.601222,林洋能源,collected,covered,
sh.601225,陕西煤业,collected,covered,
sh.601226,华电科工,collected,covered,
sh.601228,广州港,collected,covered,
sh.601229,上海银行,collected,covered,
sh.601231,环旭电子,collected,covered,
sh.601233,桐昆股份,collected,covered,
sh.601236,红塔证券,collected,covered,
sh.601238,广汽集团,collected,covered,
sh.601279,英利汽车,collected,covered,
sh.601288,农业银行,collected,covered,
sh.601298,青岛港,collected,covered,
sh.601311,骆驼股份,collected,covered,
sh.601318,中国平安,collected,covered,
sh.601319,中国人保,collected,covered,
sh.601326,秦港股份,collected,covered,
sh.601328,交通银行,collected,covered,
sh.601330,绿色动力,collected,covered,
sh.601333,广深铁路,collected,covered,
sh.601336,新华保险,collected,covered,
sh.601339,百隆东方,collected,covered,
sh.601360,三六零,collected,covered,
sh.601366,利群股份,collected,covered,
sh.601368,绿城水务,collected,covered,
sh.601369,陕鼓动力,collected,covered,
sh.601375,中原证券,collected,covered,
sh.601377,兴业证券,collected,covered,
sh.601388,怡球资源,collected,covered,
sh.601390,中国中铁,collected,covered,
sh.601398,工商银行,collected,covered,
sh.601399,国机重装,collected,covered,
sh.601456,国联民生,collected,covered,
sh.601500,通用股份,collected,covered,
sh.601512,中新集团,collected,covered,
sh.601515,衢州东峰,collected,covered,
sh.601518,吉林高速,collected,covered,
sh.601519,大智慧,collected,covered,
sh.601528,瑞丰银行,collected,covered,
sh.601555,东吴证券,collected,covered,
sh.601566,九牧王,collected,covered,
sh.601567,三星电气,collected,covered,
sh.601568,北元化工,collected,covered,
sh.601577,长沙银行,collected,covered,
sh.601579,会稽山,collected,covered,
sh.601588,北辰实业,collected,covered,
sh.601595,上海电影,collected,covered,
sh.601598,中国外运,collected,covered,
sh.601599,浙文影业,collected,covered,
sh.601600,中国铝业,collected,covered,
sh.601601,中国太保,collected,covered,
sh.601606,长城军工,collected,covered,
sh.601607,上海医药,collected,covered,
sh.601608,中信重工,collected,covered,
sh.601609,金田股份,collected,covered,
sh.601611,中国核建,collected,covered,
sh.601615,明阳智能,collected,covered,
sh.601616,广电电气,collected,covered,
sh.601618,中国中冶,collected,covered,
sh.601619,嘉泽新能,collected,covered,
sh.601628,中国人寿,collected,covered,
sh.601633,长城汽车,collected,covered,
sh.601636,旗滨集团,collected,covered,
sh.601658,邮储银行,collected,covered,
sh.601665,齐鲁银行,collected,covered,
sh.601666,平煤股份,collected,covered,
sh.601668,中国建筑,collected,covered,
sh.601669,中国电建,collected,covered,
sh.601677,明泰铝业,collected,covered,
sh.601678,滨化股份,collected,covered,
sh.601686,友发集团,collected,covered,
sh.601688,华泰证券,collected,covered,
sh.601689,拓普集团,collected,covered,
sh.601696,中银证券,collected,covered,
sh.601698,中国卫通,collected,covered,
sh.601699,潞安环能,collected,covered,
sh.601700,风范股份,collected,covered,
sh.601702,华峰铝业,collected,covered,
sh.601717,中创智领,collected,covered,
sh.601718,ST际华,collected,covered,
sh.601727,上海电气,collected,covered,
sh.601728,中国电信,collected,covered,
sh.601766,中国中车,collected,covered,
sh.601777,千里科技,collected,covered,
sh.601778,晶科科技,collected,covered,
sh.601788,光大证券,collected,covered,
sh.601789,宁波建工,collected,covered,
sh.601798,蓝科高新,collected,covered,
sh.601799,星宇股份,collected,covered,
sh.601800,中国交建,collected,covered,
sh.601801,皖新传媒,collected,covered,
sh.601808,中海油服,collected,covered,
sh.601811,新华文轩,collected,covered,
sh.601816,京沪高铁,collected,covered,
sh.601818,光大银行,collected,covered,
sh.601825,沪农商行,collected,covered,
sh.601827,三峰环境,collected,covered,
sh.601828,美凯龙,collected,covered,
sh.601838,成都银行,collected,covered,
sh.601857,中国石油,collected,covered,
sh.601858,中国科传,collected,covered,
sh.601860,紫金银行,collected,covered,
sh.601865,福莱特,collected,covered,
sh.601866,中远海发,collected,covered,
sh.601868,中国能建,collected,covered,
sh.601869,长飞光纤,collected,covered,
sh.601872,招商轮船,collected,covered,
sh.601877,正泰电器,collected,covered,
sh.601878,浙商证券,collected,covered,
sh.601880,辽港股份,failed,unavailable,AShareDataError: BaoStock query wall-clock timeout
sh.601881,中国银河,collected,covered,
sh.601882,海天精工,collected,covered,
sh.601886,江河集团,collected,covered,
sh.601888,中国中免,collected,covered,
sh.601890,亚星锚链,collected,covered,
sh.601898,中煤能源,collected,covered,
sh.601899,紫金矿业,collected,covered,
sh.601900,南方传媒,collected,covered,
sh.601901,方正证券,collected,covered,
sh.601908,京运通,collected,covered,
sh.601916,浙商银行,collected,covered,
sh.601918,新集能源,collected,covered,
sh.601919,中远海控,collected,covered,
sh.601921,浙版传媒,collected,covered,
sh.601928,凤凰传媒,collected,covered,
sh.601929,吉视传媒,collected,covered,
sh.601933,永辉超市,collected,covered,
sh.601939,建设银行,collected,covered,
sh.601949,中国出版,collected,covered,
sh.601952,苏垦农发,collected,covered,
sh.601956,东贝集团,collected,covered,
sh.601958,金钼股份,collected,covered,
sh.601963,重庆银行,collected,covered,
sh.601965,中国汽研,collected,covered,
sh.601966,玲珑轮胎,collected,covered,
sh.601968,宝钢包装,collected,covered,
sh.601969,海南矿业,collected,covered,
sh.601975,招商南油,collected,covered,
sh.601985,中国核电,collected,covered,
sh.601988,中国银行,collected,covered,
sh.601989,中国重工,collected,covered,
sh.601990,南京证券,collected,covered,
sh.601991,大唐发电,collected,covered,
sh.601992,金隅集团,collected,covered,
sh.601995,中金公司,collected,covered,
sh.601996,丰林集团,collected,covered,
sh.601997,贵阳银行,collected,covered,
sh.601998,中信银行,collected,covered,
sh.601999,出版传媒,collected,covered,
sh.603000,人民网,collected,covered,
sh.603001,奥康国际,collected,covered,
sh.603002,宏昌电子,collected,covered,
sh.603003,退市龙宇,collected,covered,
sh.603004,鼎龙科技,collected,covered,
sh.603005,晶方科技,collected,covered,
sh.603006,联明股份,collected,covered,
sh.603007,顺景科技,collected,covered,
sh.603008,ST喜临门,collected,covered,
sh.603009,北特科技,collected,covered,
sh.603010,万盛股份,collected,covered,
sh.603011,合锻智能,collected,covered,
sh.603012,创力集团,collected,covered,
sh.603013,亚普股份,collected,covered,
sh.603014,威高血净,collected,covered,
sh.603015,弘讯科技,collected,covered,
sh.603016,新宏泰,collected,covered,
sh.603017,中衡设计,collected,covered,
sh.603018,华设集团,collected,covered,
sh.603019,中科曙光,collected,covered,
sh.603020,爱普股份,collected,covered,
sh.603021,*ST华鹏,collected,covered,
sh.603022,新通联,collected,covered,
sh.603023,威帝股份,collected,covered,
sh.603025,大豪科技,collected,covered,
sh.603026,石大胜华,collected,covered,
sh.603027,千禾味业,collected,covered,
sh.603028,赛福天,collected,covered,
sh.603029,天鹅股份,collected,covered,
sh.603030,全筑股份,collected,covered,
sh.603031,安孚科技,collected,covered,
sh.603032,德新科技,collected,covered,
sh.603033,三维股份,collected,covered,
sh.603035,常熟汽饰,collected,covered,
sh.603036,如通股份,collected,covered,
sh.603037,凯众股份,collected,covered,
sh.603038,华立股份,collected,covered,
sh.603039,泛微网络,collected,covered,
sh.603040,新坐标,collected,covered,
sh.603041,美思德,collected,covered,
sh.603042,华脉科技,collected,covered,
sh.603043,广州酒家,collected,covered,
sh.603045,福达合金,collected,covered,
sh.603048,浙江黎明,collected,covered,
sh.603049,中策橡胶,collected,covered,
sh.603050,科林电气,collected,covered,
sh.603051,鹿山新材,collected,covered,
sh.603052,可川科技,collected,covered,
sh.603053,成都燃气,collected,covered,
sh.603055,台华新材,collected,covered,
sh.603056,德邦股份,collected,covered,
sh.603057,紫燕食品,collected,covered,
sh.603058,永吉股份,collected,covered,
sh.603059,倍加洁,collected,covered,
sh.603060,国检集团,collected,covered,
sh.603061,金海通,collected,covered,
sh.603062,麦加芯彩,collected,covered,
sh.603063,禾望电气,collected,covered,
sh.603065,宿迁联盛,collected,covered,
sh.603066,音飞储存,collected,covered,
sh.603067,振华股份,collected,covered,
sh.603068,博通集成,collected,covered,
sh.603069,海汽集团,collected,covered,
sh.603070,万控智造,collected,covered,
sh.603071,物产环能,collected,covered,
sh.603072,天和磁材,collected,covered,
sh.603073,彩蝶实业,collected,covered,
sh.603075,热威股份,collected,covered,
sh.603076,乐惠国际,collected,covered,
sh.603077,和邦生物,collected,covered,
sh.603078,江化微,collected,covered,
sh.603079,圣达生物,collected,covered,
sh.603080,新疆火炬,collected,covered,
sh.603081,大丰实业,collected,covered,
sh.603082,北自科技,collected,covered,
sh.603083,剑桥科技,collected,covered,
sh.603085,天成自控,collected,covered,
sh.603086,先达股份,collected,covered,
sh.603087,甘李药业,collected,covered,
sh.603088,宁波精达,collected,covered,
sh.603089,正裕工业,collected,covered,
sh.603090,宏盛股份,collected,covered,
sh.603091,众鑫股份,collected,covered,
sh.603092,德力佳,collected,covered,
sh.603093,南华期货,collected,covered,
sh.603095,越剑智能,collected,covered,
sh.603096,新经典,collected,covered,
sh.603097,江苏华辰,collected,covered,
sh.603098,森特股份,collected,covered,
sh.603099,长白山,collected,covered,
sh.603100,川仪股份,collected,covered,
sh.603101,汇嘉时代,collected,covered,
sh.603102,百合股份,collected,covered,
sh.603103,横店影视,collected,covered,
sh.603105,芯能科技,collected,covered,
sh.603106,恒银科技,collected,covered,
sh.603107,上海汽配,collected,covered,
sh.603108,润达医疗,collected,covered,
sh.603109,神驰机电,collected,covered,
sh.603110,东方材料,collected,covered,
sh.603111,康尼机电,collected,covered,
sh.603112,华翔股份,collected,covered,
sh.603113,金能科技,collected,covered,
sh.603115,海星股份,collected,covered,
sh.603116,红蜻蜓,collected,covered,
sh.603117,万林物流,collected,covered,
sh.603118,共进股份,collected,covered,
sh.603119,浙江荣泰,collected,covered,
sh.603120,肯特催化,collected,covered,
sh.603121,华培动力,collected,covered,
sh.603122,合富中国,collected,covered,
sh.603123,翠微股份,collected,covered,
sh.603124,江南新材,collected,covered,
sh.603125,常青科技,collected,covered,
sh.603126,中材节能,collected,covered,
sh.603127,昭衍新药,collected,covered,
sh.603128,华贸物流,collected,covered,
sh.603129,春风动力,collected,covered,
sh.603130,云中马,collected,covered,
sh.603131,上海沪工,collected,covered,
sh.603132,金徽股份,collected,covered,
sh.603133,退市碳元,collected,covered,
sh.603135,中重科技,collected,covered,
sh.603136,天目湖,collected,covered,
sh.603137,恒尚节能,collected,covered,
sh.603138,海量数据,collected,covered,
sh.603139,康惠股份,collected,covered,
sh.603150,万朗磁塑,collected,covered,
sh.603151,邦基科技,collected,covered,
sh.603153,上海建科,collected,covered,
sh.603155,新亚强,collected,covered,
sh.603156,养元饮品,collected,covered,
sh.603158,腾龙股份,collected,covered,
sh.603159,上海亚虹,collected,covered,
sh.603160,汇顶科技,collected,covered,
sh.603161,科华控股,collected,covered,
sh.603162,海通发展,collected,covered,
sh.603163,圣晖集成,collected,covered,
sh.603165,荣晟环保,collected,covered,
sh.603166,福达股份,collected,covered,
sh.603167,渤海轮渡,collected,covered,
sh.603168,莎普爱思,collected,covered,
sh.603169,兰石重装,collected,covered,
sh.603170,宝立食品,collected,covered,
sh.603171,税友股份,collected,covered,
sh.603172,万丰股份,collected,covered,
sh.603173,福斯达,collected,covered,
sh.603175,超颖电子,collected,covered,
sh.603176,汇通集团,collected,covered,
sh.603177,德创环保,collected,covered,
sh.603178,圣龙股份,collected,covered,
sh.603179,新泉股份,collected,covered,
sh.603180,金牌家居,collected,covered,
sh.603181,皇马科技,collected,covered,
sh.603182,嘉华股份,collected,covered,
sh.603183,建研院,collected,covered,
sh.603185,弘元绿能,collected,covered,
sh.603186,华正新材,collected,covered,
sh.603187,海容冷链,collected,covered,
sh.603188,亚邦股份,collected,covered,
sh.603189,*ST网达,collected,covered,
sh.603190,亚通精工,collected,covered,
sh.603191,望变电气,collected,covered,
sh.603192,汇得科技,collected,covered,
sh.603193,润本股份,collected,covered,
sh.603194,中力股份,collected,covered,
sh.603195,公牛集团,collected,covered,
sh.603196,璞源材料,collected,covered,
sh.603197,保隆科技,collected,covered,
sh.603198,迎驾贡酒,collected,covered,
sh.603199,九华旅游,collected,covered,
sh.603200,上海洗霸,collected,covered,
sh.603201,常润股份,collected,covered,
sh.603202,天有为,collected,covered,
sh.603203,快克智能,collected,covered,
sh.603205,健尔康,collected,covered,
sh.603206,嘉环科技,collected,covered,
sh.603207,小方制药,collected,covered,
sh.603208,江山欧派,collected,covered,
sh.603209,兴通股份,collected,covered,
sh.603210,泰鸿万立,collected,covered,
sh.603211,晋拓股份,collected,covered,
sh.603212,赛伍技术,collected,covered,
sh.603213,镇洋发展,collected,covered,
sh.603214,爱婴室,collected,covered,
sh.603215,比依股份,collected,covered,
sh.603216,梦天家居,collected,covered,
sh.603217,元利科技,collected,covered,
sh.603218,日月股份,collected,covered,
sh.603219,富佳股份,collected,covered,
sh.603220,中贝通信,collected,covered,
sh.603221,爱丽家居,collected,covered,
sh.603222,济民健康,collected,covered,
sh.603223,恒通股份,collected,covered,
sh.603225,新凤鸣,collected,covered,
sh.603226,菲林格尔,collected,covered,
sh.603227,雪峰科技,collected,covered,
sh.603228,景旺电子,collected,covered,
sh.603229,奥翔药业,collected,covered,
sh.603230,内蒙新华,failed,unavailable,AShareDataError: source code/adjustment mismatch
sh.603231,索宝蛋白,collected,covered,
sh.603232,格尔软件,collected,covered,
sh.603233,大参林,collected,covered,
sh.603235,天新药业,collected,covered,
sh.603236,移远通信,collected,covered,
sh.603237,五芳斋,collected,covered,
sh.603238,诺邦股份,collected,covered,
sh.603239,浙江仙通,collected,covered,
sh.603248,锡华科技,collected,covered,
sh.603255,鼎际得,collected,covered,
sh.603256,宏和科技,collected,covered,
sh.603257,中国瑞林,collected,covered,
sh.603258,电魂网络,collected,covered,
sh.603259,药明康德,collected,covered,
sh.603260,合盛硅业,collected,covered,
sh.603261,立航科技,collected,covered,
sh.603262,技源集团,collected,covered,
sh.603266,天龙股份,collected,covered,
sh.603267,鸿远电子,collected,covered,
sh.603268,松发股份,collected,covered,
sh.603269,海鸥股份,collected,covered,
sh.603270,金帝股份,collected,covered,
sh.603271,永杰新材,collected,covered,
sh.603272,*ST联翔,collected,covered,
sh.603273,天元智能,failed,unavailable,AShareDataError: source code/adjustment mismatch
sh.603275,众辰科技,collected,covered,
sh.603276,恒兴新材,collected,covered,
sh.603277,银都股份,collected,covered,
sh.603278,大业股份,collected,covered,
sh.603279,景津装备,collected,covered,
sh.603280,南方路机,collected,covered,
sh.603281,江瀚新材,collected,covered,
sh.603282,亚光股份,collected,covered,
sh.603283,赛腾股份,collected,covered,
sh.603284,林平发展,collected,covered,
sh.603285,键邦股份,collected,covered,
sh.603286,日盈电子,collected,covered,
sh.603288,海天味业,collected,covered,
sh.603289,泰瑞机器,collected,covered,
sh.603290,斯达半导,collected,covered,
sh.603291,联合水务,collected,covered,
sh.603293,埃泰克,collected,covered,
sh.603296,华勤技术,collected,covered,
sh.603297,永新光学,collected,covered,
sh.603298,杭叉集团,collected,covered,
sh.603299,苏盐井神,collected,covered,
sh.603300,海南华铁,collected,covered,
sh.603301,振德医疗,collected,covered,
sh.603303,得邦照明,collected,covered,
sh.603305,旭升集团,collected,covered,
sh.603306,华懋科技,collected,covered,
sh.603307,扬州金泉,collected,covered,
sh.603308,应流股份,collected,covered,
sh.603309,维力医疗,collected,covered,
sh.603310,巍华新材,collected,covered,
sh.603311,金海高科,collected,covered,
sh.603312,西典新能,collected,covered,
sh.603313,梦百合,collected,covered,
sh.603315,福鞍股份,collected,covered,
sh.603316,诚邦股份,collected,covered,
sh.603317,天味食品,collected,covered,
sh.603318,水发燃气,collected,covered,
sh.603319,美湖股份,collected,covered,
sh.603320,迪贝电气,collected,covered,
sh.603321,梅轮电梯,collected,covered,
sh.603322,超讯科技,collected,covered,
sh.603323,苏农银行,collected,covered,
sh.603324,盛剑科技,collected,covered,
sh.603325,博隆技术,collected,covered,
sh.603326,我乐家居,collected,covered,
sh.603327,福蓉科技,collected,covered,
sh.603328,依顿电子,collected,covered,
sh.603329,上海雅仕,collected,covered,
sh.603330,天洋新材,collected,covered,
sh.603331,百达精工,collected,covered,
sh.603332,苏州龙杰,collected,covered,
sh.603333,福华尚纬,collected,covered,
sh.603334,丰倍生物,collected,covered,
sh.603335,迪生力,collected,covered,
sh.603336,宏辉果蔬,collected,covered,
sh.603337,杰克科技,collected,covered,
sh.603338,浙江鼎力,collected,covered,
sh.603339,四方科技,collected,covered,
sh.603341,龙旗科技,collected,covered,
sh.603344,星德胜,collected,covered,
sh.603345,安井食品,collected,covered,
sh.603348,文灿股份,collected,covered,
sh.603350,安乃达,collected,covered,
sh.603351,威尔药业,collected,covered,
sh.603352,至信股份,collected,covered,
sh.603353,和顺石油,collected,covered,
sh.603355,莱克电气,collected,covered,
sh.603356,华菱精工,collected,covered,
sh.603357,设计总院,collected,covered,
sh.603358,华达科技,collected,covered,
sh.603359,*ST东珠,collected,covered,
sh.603360,百傲化学,collected,covered,
sh.603363,傲农生物,collected,covered,
sh.603365,水星家纺,collected,covered,
sh.603366,日出东方,collected,covered,
sh.603367,辰欣药业,collected,covered,
sh.603368,柳药集团,collected,covered,
sh.603369,今世缘,collected,covered,
sh.603370,华新精科,collected,covered,
sh.603373,安邦护卫,collected,covered,
sh.603375,盛景微,collected,covered,
sh.603376,大明电子,collected,covered,
sh.603377,ST东时,collected,covered,
sh.603378,*ST亚士,collected,covered,
sh.603379,三美股份,collected,covered,
sh.603380,易德龙,collected,covered,
sh.603381,永臻股份,collected,covered,
sh.603382,海阳科技,collected,covered,
sh.603383,顶点软件,collected,covered,
sh.603385,惠达卫浴,collected,covered,
sh.603386,骏亚科技,collected,covered,
sh.603387,基蛋生物,collected,covered,
sh.603388,*ST元成,collected,covered,
sh.603389,亚振家居,collected,covered,
sh.603390,通达电气,collected,covered,
sh.603391,力聚热能,collected,covered,
sh.603392,万泰生物,collected,covered,
sh.603393,新天然气,collected,covered,
sh.603395,红四方,collected,covered,
sh.603396,金辰股份,collected,covered,
sh.603398,*ST沐邦,collected,covered,
sh.603399,永杉锂业,collected,covered,
sh.603400,华之杰,collected,covered,
sh.603402,陕西旅游,collected,covered,
sh.603406,天富龙,failed,unavailable,AShareDataError: source code/adjustment mismatch
sh.603407,长裕集团,collected,covered,
sh.603408,建霖家居,collected,covered,
sh.603409,汇通控股,collected,covered,
sh.603416,信捷电气,collected,covered,
sh.603418,友升股份,collected,covered,
sh.603421,鼎信通讯,collected,covered,
sh.603429,*ST集友,collected,covered,
sh.603435,嘉德利,collected,covered,
sh.603439,三力制药,collected,covered,
sh.603444,吉比特,collected,covered,
sh.603448,天博智能,collected,covered,
sh.603456,九洲药业,collected,covered,
sh.603458,勘设股份,collected,covered,
sh.603459,红板科技,collected,covered,
sh.603466,风语筑,collected,covered,
sh.603468,津富士达,collected,covered,
sh.603477,巨星农牧,collected,covered,
sh.603486,科沃斯,collected,covered,
sh.603488,展鹏科技,collected,covered,
sh.603489,八方股份,collected,covered,
sh.603496,恒为科技,collected,covered,
sh.603499,翔港科技,collected,covered,
sh.603500,祥和实业,collected,covered,
sh.603501,豪威集团,collected,covered,
sh.603505,金石资源,collected,covered,
sh.603506,南都物业,collected,covered,
sh.603507,振江股份,collected,covered,
sh.603508,思维列控,collected,covered,
sh.603511,爱慕股份,collected,covered,
sh.603515,欧普照明,collected,covered,
sh.603516,淳中科技,collected,covered,
sh.603517,ST绝味,collected,covered,
sh.603518,锦泓集团,collected,covered,
sh.603519,立霸股份,collected,covered,
sh.603520,司太立,collected,covered,
sh.603527,众源新材,collected,covered,
sh.603528,多伦科技,collected,covered,
sh.603529,爱玛科技,collected,covered,
sh.603530,神马电力,collected,covered,
sh.603533,掌阅科技,collected,covered,
sh.603535,嘉诚国际,collected,covered,
sh.603536,惠发食品,collected,covered,
sh.603538,美诺华,collected,covered,
sh.603551,奥普科技,collected,covered,
sh.603555,ST贵人,collected,covered,
sh.603556,海兴电力,collected,covered,
sh.603557,*ST起步,collected,covered,
sh.603558,健盛集团,collected,covered,
sh.603559,中通国脉,collected,covered,
sh.603565,中谷物流,collected,covered,
sh.603566,普莱柯,collected,covered,
sh.603567,珍宝岛,collected,covered,
sh.603568,伟明环保,collected,covered,
sh.603569,长久物流,collected,covered,
sh.603577,汇金通,collected,covered,
sh.603578,三星新材,collected,covered,
sh.603579,荣泰健康,collected,covered,
sh.603580,艾艾精工,collected,covered,
sh.603583,捷昌驱动,collected,covered,
sh.603585,苏利股份,collected,covered,
sh.603586,金麒麟,collected,covered,
sh.603587,地素时尚,collected,covered,
sh.603588,高能环境,collected,covered,
sh.603589,口子窖,collected,covered,
sh.603590,康辰药业,collected,covered,
sh.603595,ST东尼,collected,covered,
sh.603596,伯特利,collected,covered,
sh.603598,引力传媒,collected,covered,
sh.603599,广信股份,collected,covered,
sh.603600,永艺股份,collected,covered,
sh.603601,再升科技,collected,covered,
sh.603602,纵横通信,collected,covered,
sh.603603,退市博天,collected,covered,
sh.603605,珀莱雅,collected,covered,
sh.603606,东方电缆,collected,covered,
sh.603607,京华激光,collected,covered,
sh.603608,天创时尚,collected,covered,
sh.603609,禾丰股份,collected,covered,
sh.603610,麒盛科技,collected,covered,
sh.603611,诺力股份,collected,covered,
sh.603612,索通发展,collected,covered,
sh.603613,国联股份,collected,covered,
sh.603615,茶花股份,collected,covered,
sh.603616,韩建河山,collected,covered,
sh.603617,君禾股份,collected,covered,
sh.603618,杭电股份,collected,covered,
sh.603619,中曼石油,collected,covered,
sh.603626,科森科技,collected,covered,
sh.603628,清源股份,collected,covered,
sh.603629,利通电子,collected,covered,
sh.603630,拉芳家化,collected,covered,
sh.603633,徕木股份,collected,covered,
sh.603636,南威软件,collected,covered,
sh.603637,镇海股份,collected,covered,
sh.603638,艾迪精密,collected,covered,
sh.603639,海利尔,collected,covered,
sh.603648,畅联股份,collected,covered,
sh.603650,彤程新材,collected,covered,
sh.603655,朗博科技,collected,covered,
sh.603656,泰禾智能,collected,covered,
