event_key,asset_old,venue_old,symbol_old,timeframe_min_old,entry_time_old,exit_time_old,censored_old,net_r_old,mfe_r_old,net_return_old,exit_reason_old,asset_new,venue_new,symbol_new,timeframe_min_new,entry_time_new,exit_time_new,censored_new,net_r_new,mfe_r_new,net_return_new,exit_reason_new,_merge,tail_status
binance_30m_4a41ed99d4a87a80:21930:1,HBAR,binance,HBARUSDT,30,2024-11-28 21:30:00+00:00,2024-12-03 13:30:00+00:00,False,43.68735400516814,64.00000000000026,1.1662417051803824,trailing_stop,HBAR,binance,HBARUSDT,30,2024-11-28 21:30:00+00:00,2024-11-30 02:30:00+00:00,False,5.785545219638275,10.834625322997464,0.1544461612747467,trailing_stop,both,lost
binance_30m_4a41ed99d4a87a80:52062:1,HBAR,binance,HBARUSDT,30,2026-08-18 15:30:00+00:00,2026-08-20 18:30:00+00:00,False,10.935439999999994,16.659999999999965,0.082668884185062,trailing_stop,HBAR,binance,HBARUSDT,30,2026-08-18 15:30:00+00:00,2026-08-20 18:30:00+00:00,False,10.975439999999988,16.659999999999965,0.0829712730571514,trailing_stop,both,retained
binance_30m_4e139d32e0417054:25497:1,ALT,binance,ALTUSDT,30,2025-07-09 19:00:00+00:00,2025-07-11 12:00:00+00:00,False,14.987663344407506,29.811738648947912,0.4821467759173492,trailing_stop,ALT,binance,ALTUSDT,30,2025-07-09 19:00:00+00:00,2025-07-11 06:00:00+00:00,False,20.834839424141716,29.811738648947912,0.6702479515496969,trailing_stop,both,retained
binance_30m_4feff0e371672997:6402:1,COOKIE,binance,COOKIEUSDT,30,2025-05-20 21:00:00+00:00,2025-05-25 02:00:00+00:00,False,11.552055177556136,15.444123403858676,0.7819684542586749,trailing_stop,COOKIE,binance,COOKIEUSDT,30,2025-05-20 21:00:00+00:00,2025-05-23 21:30:00+00:00,False,11.80734458010996,15.444123403858676,0.7992492113564666,trailing_stop,both,retained
binance_30m_5012e393796339b9:10698:1,MORPHO,binance,MORPHOUSDT,30,2025-07-08 12:00:00+00:00,2025-07-12 12:30:00+00:00,False,13.569320754717062,17.87264150943406,0.2107160855552301,trailing_stop,MORPHO,binance,MORPHOUSDT,30,2025-07-08 12:00:00+00:00,2025-07-11 16:00:00+00:00,False,14.220264150943471,17.825471698113308,0.2208244945795487,trailing_stop,both,retained
binance_30m_508b3973a11173c3:32567:1,ALGO,binance,ALGOUSDT,30,2025-07-08 12:00:00+00:00,2025-07-11 21:30:00+00:00,False,16.01728571428573,21.750000000000018,0.2551103526734926,trailing_stop,ALGO,binance,ALGOUSDT,30,2025-07-08 12:00:00+00:00,2025-07-11 21:30:00+00:00,False,16.35657142857145,21.750000000000018,0.260514220705347,trailing_stop,both,retained
binance_30m_509754485664ea37:45312:1,WIF,binance,WIFUSDT,30,2026-08-19 15:00:00+00:00,2026-08-22 05:00:00+00:00,False,24.54700000000009,35.00000000000012,0.4594830813534918,trailing_stop,WIF,binance,WIFUSDT,30,2026-08-19 15:00:00+00:00,2026-08-22 05:00:00+00:00,False,26.162384615384713,35.00000000000012,0.4897206623470125,trailing_stop,both,retained
binance_30m_50fc9b3c644c2d85:18809:1,SLP,binance,SLPUSDT,30,2026-08-19 09:00:00+00:00,2026-08-22 05:00:00+00:00,False,11.905252747252815,19.17582417582429,0.2039875729617775,trailing_stop,SLP,binance,SLPUSDT,30,2026-08-19 09:00:00+00:00,2026-08-21 20:00:00+00:00,False,12.421736263736337,17.48351648351658,0.2128371304839014,trailing_stop,both,retained
binance_30m_52157eee87dce5c8:5445:1,RAVE,binance,RAVEUSDT,30,2026-04-07 02:30:00+00:00,2026-04-11 09:00:00+00:00,False,134.6511643192489,184.3718309859156,5.567986410405746,trailing_stop,RAVE,binance,RAVEUSDT,30,2026-04-07 02:30:00+00:00,2026-04-08 08:00:00+00:00,False,1.368535211267604,2.721126760563383,0.0565905649388467,trailing_stop_gap,both,lost
binance_30m_525e483bcf6b1639:13644:1,BROCCOLI714,binance,BROCCOLI714USDT,30,2025-12-30 15:30:00+00:00,2025-12-31 20:30:00+00:00,False,84.98651282051289,200.846153846154,2.6242866191607286,trailing_stop,BROCCOLI714,binance,BROCCOLI714USDT,30,2025-12-30 15:30:00+00:00,2025-12-31 20:30:00+00:00,False,137.08907692307702,200.846153846154,4.233154394299287,trailing_stop,both,retained
binance_30m_5372ade0fb270cb6:17614:1,HYPER,binance,HYPERUSDT,30,2026-04-24 12:30:00+00:00,2026-04-26 01:00:00+00:00,False,24.0778959537573,47.38728323699435,0.426703134603565,trailing_stop,HYPER,binance,HYPERUSDT,30,2026-04-24 12:30:00+00:00,2026-04-25 04:30:00+00:00,False,2.193502890173422,4.8208092485549265,0.0388727719729564,trailing_stop,both,lost
binance_30m_54988914cfaabd43:8879:1,ARIA,binance,ARIAUSDT,30,2026-03-07 11:00:00+00:00,2026-03-12 04:00:00+00:00,False,25.05000829875524,32.887966804979314,0.80774043350281,trailing_stop,ARIA,binance,ARIAUSDT,30,2026-03-07 11:00:00+00:00,2026-03-09 11:30:00+00:00,False,9.012663900414958,13.912863070539448,0.2906143965747927,trailing_stop,both,lost
binance_30m_559d5f3ecee4dbdb:21245:1,STRK,binance,STRKUSDT,30,2025-05-08 08:00:00+00:00,2025-05-11 07:00:00+00:00,False,10.424670050761506,14.01015228426406,0.2967716763005783,trailing_stop,STRK,binance,STRKUSDT,30,2025-05-08 08:00:00+00:00,2025-05-11 07:00:00+00:00,False,10.678477157360494,14.01015228426406,0.3039971098265899,trailing_stop,both,retained
binance_30m_559d5f3ecee4dbdb:24196:1,STRK,binance,STRKUSDT,30,2025-07-08 19:30:00+00:00,2025-07-11 22:00:00+00:00,False,10.500814814814843,15.296296296296331,0.2489218612818262,trailing_stop,STRK,binance,STRKUSDT,30,2025-07-08 19:30:00+00:00,2025-07-11 21:30:00+00:00,False,11.663777777777806,15.296296296296331,0.2764899034240562,trailing_stop,both,retained
binance_30m_561fc195bd69e5ad:26182:1,WAXP,binance,WAXPUSDT,30,2025-04-16 02:30:00+00:00,2025-04-20 00:00:00+00:00,False,11.124208333333302,17.874999999999954,0.2644685487865279,trailing_stop,WAXP,binance,WAXPUSDT,30,2025-04-16 02:30:00+00:00,2025-04-19 15:30:00+00:00,False,13.0179583333333,17.874999999999954,0.3094908370480436,trailing_stop,both,retained
binance_30m_5626c48c3269d8bf:12706:1,BLESS,binance,BLESSUSDT,30,2026-06-15 03:00:00+00:00,2026-06-17 06:00:00+00:00,False,12.222063291139222,21.056962025316437,0.3538731903976542,trailing_stop,BLESS,binance,BLESSUSDT,30,2026-06-15 03:00:00+00:00,2026-06-17 06:00:00+00:00,False,13.114468354430365,21.056962025316437,0.3797115631299248,trailing_stop,both,retained
binance_30m_5626c48c3269d8bf:14930:1,BLESS,binance,BLESSUSDT,30,2026-07-31 11:00:00+00:00,2026-08-03 18:30:00+00:00,False,24.3763290322581,46.22903225806459,0.9250412535194026,trailing_stop,BLESS,binance,BLESSUSDT,30,2026-07-31 11:00:00+00:00,2026-08-02 01:00:00+00:00,False,6.7214903225806575,12.035483870967768,0.25506940874036,trailing_stop,both,lost
binance_30m_59d0ce0e23beb494:1137:1,EDEN,binance,EDENUSDT,30,2025-10-24 04:00:00+00:00,2025-10-25 15:00:00+00:00,False,11.41719626168231,23.761682242990776,0.3436399437412099,trailing_stop,EDEN,binance,EDENUSDT,30,2025-10-24 04:00:00+00:00,2025-10-25 14:30:00+00:00,False,12.468598130841192,23.761682242990776,0.375285513361463,trailing_stop,both,retained
binance_30m_59d0ce0e23beb494:15179:1,EDEN,binance,EDENUSDT,30,2026-08-12 17:00:00+00:00,2026-08-14 05:00:00+00:00,False,17.267559055118106,32.881889763779526,0.4862483370288248,trailing_stop,EDEN,binance,EDENUSDT,30,2026-08-12 17:00:00+00:00,2026-08-14 05:00:00+00:00,False,17.936850393700784,32.881889763779526,0.5050953436807095,trailing_stop,both,retained
binance_30m_5cca3638095e7c23:11591:1,SONIC,binance,SONICUSDT,30,2025-09-06 19:00:00+00:00,2025-09-11 12:30:00+00:00,False,13.85568181818196,18.977272727272897,0.1270104166666668,trailing_stop,SONIC,binance,SONICUSDT,30,2025-09-06 19:00:00+00:00,2025-09-10 01:00:00+00:00,False,10.71931818181829,17.897727272727437,0.0982604166666667,trailing_stop,both,retained
binance_30m_5ea763186dfdde5b:27392:1,1000SHIB,binance,1000SHIBUSDT,30,2025-03-22 16:30:00+00:00,2025-03-26 14:00:00+00:00,False,9.087614213198004,14.167512690355393,0.1391033411033411,trailing_stop,1000SHIB,binance,1000SHIBUSDT,30,2025-03-22 16:30:00+00:00,2025-03-26 13:30:00+00:00,False,10.036852791878207,14.167512690355393,0.1536332556332555,trailing_stop,both,gained
binance_30m_5f37936e67b272f4:37004:1,AUCTION,binance,AUCTIONUSDT,30,2026-01-24 11:30:00+00:00,2026-01-25 17:00:00+00:00,False,9.769945945945969,18.70270270270274,0.2878089171974523,trailing_stop,AUCTION,binance,AUCTIONUSDT,30,2026-01-24 11:30:00+00:00,2026-01-25 16:00:00+00:00,False,10.614540540540563,18.70270270270274,0.3126894904458599,trailing_stop,both,gained
binance_30m_652e9263389181fb:22210:1,ENA,binance,ENAUSDT,30,2025-07-09 06:00:00+00:00,2025-07-11 22:00:00+00:00,False,10.643054187192144,19.42528735632188,0.2428482577744473,trailing_stop,ENA,binance,ENAUSDT,30,2025-07-09 06:00:00+00:00,2025-07-11 05:00:00+00:00,False,13.05520525451563,18.538587848932725,0.2978875983514424,trailing_stop,both,retained
binance_30m_652e9263389181fb:41697:1,ENA,binance,ENAUSDT,30,2026-08-19 05:30:00+00:00,2026-08-22 05:00:00+00:00,False,59.31230000000078,82.02000000000106,0.707361955873584,trailing_stop,ENA,binance,ENAUSDT,30,2026-08-19 05:30:00+00:00,2026-08-22 05:00:00+00:00,False,60.89230000000081,82.02000000000106,0.7262051282051285,trailing_stop,both,retained
binance_30m_696c0c0a3e5a23ef:12078:1,NIGHT,binance,NIGHTUSDT,30,2026-08-19 02:30:00+00:00,2026-08-22 05:00:00+00:00,False,20.828600000000137,29.100000000000183,0.2430408401400234,trailing_stop,NIGHT,binance,NIGHTUSDT,30,2026-08-19 02:30:00+00:00,2026-08-20 21:00:00+00:00,False,10.02860000000008,14.250000000000096,0.1170198366394401,trailing_stop,both,retained
binance_30m_697288c245ade915:49757:1,ARPA,binance,ARPAUSDT,30,2026-07-01 15:00:00+00:00,2026-07-03 13:30:00+00:00,False,13.624921465968503,28.534031413612407,0.332782608695652,trailing_stop,ARPA,binance,ARPAUSDT,30,2026-07-01 15:00:00+00:00,2026-07-03 09:30:00+00:00,False,14.77675392670148,22.094240837696212,0.3609156010230177,trailing_stop,both,retained
binance_30m_6983c952bb73d8c2:18976:1,RED,binance,REDUSDT,30,2026-04-06 00:30:00+00:00,2026-04-08 17:00:00+00:00,False,24.597466666666648,43.933333333333294,0.7109094412331407,trailing_stop,RED,binance,REDUSDT,30,2026-04-06 00:30:00+00:00,2026-04-06 07:00:00+00:00,False,1.530799999999998,3.699999999999996,0.0442427745664739,trailing_stop,both,lost
binance_30m_6994ff11e3477e69:29253:1,PENGU,binance,PENGUUSDT,30,2026-08-19 03:30:00+00:00,2026-08-22 05:00:00+00:00,False,24.76040860215049,35.21505376344079,0.3749744341312491,trailing_stop,PENGU,binance,PENGUUSDT,30,2026-08-19 03:30:00+00:00,2026-08-20 03:00:00+00:00,False,2.480838709677412,5.365591397849454,0.0375701025891548,trailing_stop,both,lost
binance_30m_6bebd440a31d52ba:3922:1,1MBABYDOGE,binance,1MBABYDOGEUSDT,30,2024-12-07 05:30:00+00:00,2024-12-09 21:00:00+00:00,False,25.08298811881189,36.5782178217822,0.989950295025595,trailing_stop,1MBABYDOGE,binance,1MBABYDOGEUSDT,30,2024-12-07 05:30:00+00:00,2024-12-08 00:00:00+00:00,False,14.25625544554456,21.187128712871296,0.5626516353405495,trailing_stop,both,retained
binance_30m_6df84d5e72e7cab3:8187:1,DRIFT,binance,DRIFTUSDT,30,2025-04-28 06:00:00+00:00,2025-04-30 23:00:00+00:00,False,11.032216216216185,16.390390390390333,0.3454050394885295,trailing_stop,DRIFT,binance,DRIFTUSDT,30,2025-04-28 06:00:00+00:00,2025-04-29 21:00:00+00:00,False,2.8964804804804656,4.780780780780765,0.0906852200075214,trailing_stop,both,lost
binance_30m_6f0d465d44098a96:36653:1,C98,binance,C98USDT,30,2025-10-01 15:00:00+00:00,2025-10-05 11:00:00+00:00,False,11.685272727272842,24.00000000000022,0.2672307692307694,trailing_stop,C98,binance,C98USDT,30,2025-10-01 15:00:00+00:00,2025-10-02 06:00:00+00:00,False,6.8034545454546205,11.18181818181829,0.1555883575883578,trailing_stop,both,lost
binance_30m_6f3ea426536b19d3:22071:1,ACX,binance,ACXUSDT,30,2026-03-11 11:00:00+00:00,2026-03-12 08:30:00+00:00,False,11.11979999999999,21.679999999999975,0.4745291607396871,trailing_stop,ACX,binance,ACXUSDT,30,2026-03-11 11:00:00+00:00,2026-03-11 16:00:00+00:00,False,14.279799999999993,21.473333333333315,0.6093798008534852,trailing_stop,both,retained
binance_30m_7112cca2f244226c:26993:1,SPELL,binance,SPELLUSDT,30,2025-03-14 09:00:00+00:00,2025-03-16 16:30:00+00:00,False,12.929053571428504,22.11607142857132,0.2424332831073161,trailing_stop,SPELL,binance,SPELLUSDT,30,2025-03-14 09:00:00+00:00,2025-03-14 23:30:00+00:00,False,2.7147678571428293,5.624999999999964,0.0509047379876106,trailing_stop,both,lost
binance_30m_71ee8e254e92acd1:52105:1,XRP,binance,XRPUSDT,30,2026-08-19 13:00:00+00:00,2026-08-20 18:30:00+00:00,False,25.59048837209322,38.73255813953517,0.2177052131763777,trailing_stop,XRP,binance,XRPUSDT,30,2026-08-19 13:00:00+00:00,2026-08-20 03:00:00+00:00,False,9.346302325581492,14.52325581395359,0.0795115243842123,trailing_stop,both,lost
binance_30m_72355a9dc9b0fb15:11609:1,SOMI,binance,SOMIUSDT,30,2026-04-24 06:30:00+00:00,2026-04-26 03:30:00+00:00,False,11.83056250000007,26.187500000000163,0.2212612507305669,trailing_stop,SOMI,binance,SOMIUSDT,30,2026-04-24 06:30:00+00:00,2026-04-26 02:30:00+00:00,False,16.1118125000001,26.187500000000163,0.3013313851548802,trailing_stop,both,retained
binance_30m_72a0f492421f12aa:21440:1,VINE,binance,VINEUSDT,30,2026-04-16 02:30:00+00:00,2026-04-17 18:00:00+00:00,False,7.475351351351383,22.189189189189268,0.1621266119577962,trailing_stop,VINE,binance,VINEUSDT,30,2026-04-16 02:30:00+00:00,2026-04-16 21:00:00+00:00,False,11.367243243243289,22.189189189189268,0.2465345838218056,trailing_stop,both,gained
binance_30m_72a0f492421f12aa:4985:1,VINE,binance,VINEUSDT,30,2025-05-08 07:00:00+00:00,2025-05-11 08:30:00+00:00,False,10.254503816793909,17.908396946564906,0.3507415143603134,trailing_stop,VINE,binance,VINEUSDT,30,2025-05-08 07:00:00+00:00,2025-05-10 21:00:00+00:00,False,12.620916030534367,17.908396946564906,0.4316814621409923,trailing_stop,both,retained
binance_30m_72e3b07f7885b04f:33283:1,IO,binance,IOUSDT,30,2026-05-06 00:00:00+00:00,2026-05-06 08:30:00+00:00,False,19.90692307692315,36.19230769230782,0.4277520661157026,trailing_stop,IO,binance,IOUSDT,30,2026-05-06 00:00:00+00:00,2026-05-06 08:30:00+00:00,False,20.560769230769303,36.19230769230782,0.4418016528925621,trailing_stop,both,retained
binance_30m_737df6230d32a67c:32583:1,ARKM,binance,ARKMUSDT,30,2025-07-08 20:00:00+00:00,2025-07-11 21:30:00+00:00,False,10.864513513513584,15.689189189189277,0.1781462441834702,trailing_stop,ARKM,binance,ARKMUSDT,30,2025-07-08 20:00:00+00:00,2025-07-11 16:00:00+00:00,False,11.675324324324391,15.689189189189277,0.1914411699534679,trailing_stop,both,retained
binance_30m_754b50fb6d69d1dd:28659:1,NKN,binance,NKNUSDT,30,2025-04-18 02:00:00+00:00,2025-04-20 07:00:00+00:00,False,55.383368421052374,107.4473684210521,1.2264382284382287,trailing_stop,NKN,binance,NKNUSDT,30,2025-04-18 02:00:00+00:00,2025-04-18 15:30:00+00:00,False,4.014947368421029,7.921052631578905,0.0889090909090908,trailing_stop,both,lost
binance_30m_75c977b74c973505:52108:1,ACH,binance,ACHUSDT,30,2026-08-19 14:30:00+00:00,2026-08-22 05:00:00+00:00,False,20.10226666666671,26.66666666666674,0.2154327220766849,trailing_stop,ACH,binance,ACHUSDT,30,2026-08-19 14:30:00+00:00,2026-08-22 05:00:00+00:00,False,20.83560000000004,26.66666666666674,0.2232917361276494,trailing_stop,both,retained
binance_30m_776082184f661029:52073:1,IOTA,binance,IOTAUSDT,30,2026-08-18 21:00:00+00:00,2026-08-22 05:00:00+00:00,False,34.82378378378424,44.48648648648705,0.3952392638036812,trailing_stop,IOTA,binance,IOTAUSDT,30,2026-08-18 21:00:00+00:00,2026-08-22 05:00:00+00:00,False,35.20216216216262,44.48648648648705,0.3995337423312886,trailing_stop,both,retained
binance_30m_7997bbc4f887d3a5:23365:1,ACE,binance,ACEUSDT,30,2025-04-18 05:00:00+00:00,2025-04-22 02:30:00+00:00,False,15.217887850467402,30.57009345794412,0.3545207925103422,trailing_stop,ACE,binance,ACEUSDT,30,2025-04-18 05:00:00+00:00,2025-04-20 14:00:00+00:00,False,8.00480373831782,12.570093457944006,0.1864824733289791,trailing_stop,both,lost
binance_30m_7a45c05822f546d7:19849:1,ZETA,binance,ZETAUSDT,30,2025-03-21 21:30:00+00:00,2025-03-23 05:00:00+00:00,False,31.00770149253765,55.34328358209016,0.4784698295716261,trailing_stop,ZETA,binance,ZETAUSDT,30,2025-03-21 21:30:00+00:00,2025-03-22 20:00:00+00:00,False,19.867402985074843,32.44776119403019,0.3065674804237679,trailing_stop,both,retained
binance_30m_7a6ba8888a359cb1:13559:1,SKYAI,binance,SKYAIUSDT,30,2026-02-19 22:00:00+00:00,2026-03-01 02:00:00+00:00,False,15.029362068965597,21.189655172413893,0.4591535422702135,trailing_stop,SKYAI,binance,SKYAIUSDT,30,2026-02-19 22:00:00+00:00,2026-03-01 02:00:00+00:00,False,15.529362068965604,21.189655172413893,0.4744287595470111,trailing_stop,both,retained
binance_30m_7a6f6140b6692cd0:29618:1,SEI,binance,SEIUSDT,30,2025-05-08 01:30:00+00:00,2025-05-11 06:30:00+00:00,False,10.36634328358214,13.395522388059767,0.2734429133858269,trailing_stop,SEI,binance,SEIUSDT,30,2025-05-08 01:30:00+00:00,2025-05-11 02:00:00+00:00,False,10.690970149253785,13.395522388059767,0.2820059055118111,trailing_stop,both,retained
binance_30m_7ac7f153d4cae2ac:12131:1,H,binance,HUSDT,30,2026-03-05 03:30:00+00:00,2026-03-06 13:00:00+00:00,False,9.07643126684639,18.000000000000046,0.2626233036967713,trailing_stop,H,binance,HUSDT,30,2026-03-05 03:30:00+00:00,2026-03-06 07:30:00+00:00,False,10.316323450134796,18.000000000000046,0.2984991420995164,trailing_stop,both,gained
binance_30m_7af0c019861756e1:20309:1,PIXEL,binance,PIXELUSDT,30,2025-04-17 18:00:00+00:00,2025-04-22 12:00:00+00:00,False,26.2896655518394,45.869565217391205,0.6316279630373642,trailing_stop,PIXEL,binance,PIXELUSDT,30,2025-04-17 18:00:00+00:00,2025-04-19 10:00:00+00:00,False,3.334816053511696,5.535117056856176,0.0801213338690236,trailing_stop,both,lost
binance_30m_7babb309db46ad5c:52109:1,QTUM,binance,QTUMUSDT,30,2026-08-19 15:00:00+00:00,2026-08-22 05:00:00+00:00,False,13.785232000000043,18.792000000000066,0.2489027878087533,trailing_stop,QTUM,binance,QTUMUSDT,30,2026-08-19 15:00:00+00:00,2026-08-22 05:00:00+00:00,False,14.449232000000052,18.792000000000066,0.2608918099089989,trailing_stop,both,retained
binance_30m_7d663dea375c96bc:2023:1,OL,binance,OLUSDT,30,2025-08-06 15:30:00+00:00,2025-08-11 08:30:00+00:00,False,14.129821138211408,20.27642276422767,0.5762493368700268,trailing_stop,OL,binance,OLUSDT,30,2025-08-06 15:30:00+00:00,2025-08-07 16:00:00+00:00,False,3.081040650406512,6.528455284552856,0.1256525198938993,trailing_stop,both,lost
binance_30m_7ec91811cf3454c4:10871:1,NEIROETH,binance,NEIROETHUSDT,30,2025-04-21 02:00:00+00:00,2025-04-24 13:30:00+00:00,False,46.29932467532469,69.32467532467534,1.8041740890688265,trailing_stop,NEIROETH,binance,NEIROETHUSDT,30,2025-04-21 02:00:00+00:00,2025-04-21 04:30:00+00:00,False,1.2343896103896137,3.740259740259742,0.0481012145748989,trailing_stop,both,lost
binance_30m_815047e4451be8d5:32566:1,SKL,binance,SKLUSDT,30,2025-07-08 11:30:00+00:00,2025-07-11 22:00:00+00:00,False,8.18688775510204,16.3265306122449,0.1902347362181387,trailing_stop,SKL,binance,SKLUSDT,30,2025-07-08 11:30:00+00:00,2025-07-11 00:00:00+00:00,False,10.91392857142857,16.3265306122449,0.2536016597510373,trailing_stop,both,gained
binance_30m_84d6b3d646a8f594:22778:1,SWARMS,binance,SWARMSUSDT,30,2026-04-27 02:00:00+00:00,2026-04-27 18:00:00+00:00,False,9.81436829836824,20.627039627039515,0.223741311510256,trailing_stop,SWARMS,binance,SWARMSUSDT,30,2026-04-27 02:00:00+00:00,2026-04-27 18:00:00+00:00,False,10.625557109557043,20.627039627039515,0.2422342438091187,trailing_stop,both,gained
binance_30m_87e70569aa53b65c:16608:1,AIOT,binance,AIOTUSDT,30,2026-04-11 13:00:00+00:00,2026-04-12 04:30:00+00:00,False,9.547872222222228,19.39444444444445,0.8852006180788052,trailing_stop,AIOT,binance,AIOTUSDT,30,2026-04-11 13:00:00+00:00,2026-04-12 04:00:00+00:00,False,10.731205555555562,19.39444444444445,0.994909605974762,trailing_stop,both,gained
binance_30m_87e70569aa53b65c:4584:1,AIOT,binance,AIOTUSDT,30,2025-08-04 01:00:00+00:00,2025-08-09 06:00:00+00:00,False,17.260078914919852,32.75215782983968,0.3496159648334085,trailing_stop,AIOT,binance,AIOTUSDT,30,2025-08-04 01:00:00+00:00,2025-08-07 06:00:00+00:00,False,1.8778347718865651,3.0308261405671977,0.0380369648833609,trailing_stop,both,lost
binance_30m_8abf745011ec4c00:11411:1,FLOCK,binance,FLOCKUSDT,30,2026-05-05 01:00:00+00:00,2026-05-09 15:30:00+00:00,False,14.66393277310929,21.46218487394965,0.2910286857905271,trailing_stop,FLOCK,binance,FLOCKUSDT,30,2026-05-05 01:00:00+00:00,2026-05-06 16:00:00+00:00,False,5.798386554621871,10.352941176470615,0.1150780520346899,trailing_stop,both,lost
binance_30m_8abf745011ec4c00:5079:1,FLOCK,binance,FLOCKUSDT,30,2025-12-24 03:00:00+00:00,2025-12-26 19:00:00+00:00,False,10.81481865284982,21.34715025906749,0.235316798196167,trailing_stop,FLOCK,binance,FLOCKUSDT,30,2025-12-24 03:00:00+00:00,2025-12-24 04:30:00+00:00,False,1.985803108808302,5.699481865285009,0.0432085682074407,trailing_stop,both,lost
binance_30m_8b725b5d9ddcfba1:28588:1,T,binance,TUSDT,30,2025-04-16 14:30:00+00:00,2025-04-19 01:00:00+00:00,False,14.863255813953463,25.872093023255772,0.3521322314049586,trailing_stop,T,binance,TUSDT,30,2025-04-16 14:30:00+00:00,2025-04-18 00:00:00+00:00,False,1.322558139534886,3.0232558139534813,0.0313333333333334,trailing_stop,both,lost
binance_30m_8b725b5d9ddcfba1:50228:1,T,binance,TUSDT,30,2026-07-11 10:30:00+00:00,2026-07-13 05:30:00+00:00,False,25.001199999999837,49.3272727272724,0.396615517738679,trailing_stop,T,binance,TUSDT,30,2026-07-11 10:30:00+00:00,2026-07-11 11:00:00+00:00,False,1.910290909090898,6.49090909090905,0.0303045860974906,trailing_stop_gap,both,lost
binance_30m_8c5fa87901325873:10765:1,THE,binance,THEUSDT,30,2025-07-09 19:30:00+00:00,2025-07-11 22:00:00+00:00,False,10.856344086021595,18.36021505376357,0.1702596964586848,trailing_stop,THE,binance,THEUSDT,30,2025-07-09 19:30:00+00:00,2025-07-11 22:00:00+00:00,False,12.66548387096785,18.36021505376357,0.1986323777403038,trailing_stop,both,retained
binance_30m_8ccaf44348579844:31323:1,1000CAT,binance,1000CATUSDT,30,2026-08-05 02:30:00+00:00,2026-08-09 01:00:00+00:00,False,11.090086956521732,21.891304347826072,0.3572436974789916,trailing_stop,1000CAT,binance,1000CATUSDT,30,2026-08-05 02:30:00+00:00,2026-08-08 18:30:00+00:00,False,13.8726956521739,21.891304347826072,0.4468795518207282,trailing_stop,both,retained
binance_30m_8cd253b6c0acd53b:21032:1,SOLV,binance,SOLVUSDT,30,2026-03-31 17:00:00+00:00,2026-04-02 09:30:00+00:00,False,12.369539682539658,28.928571428571377,0.4841758310034172,trailing_stop,SOLV,binance,SOLVUSDT,30,2026-03-31 17:00:00+00:00,2026-04-01 09:30:00+00:00,False,1.0758888888888871,2.7460317460317403,0.0421130785958372,trailing_stop,both,lost
binance_30m_8cd253b6c0acd53b:4422:1,SOLV,binance,SOLVUSDT,30,2025-04-19 16:00:00+00:00,2025-04-22 05:30:00+00:00,False,14.545048543689305,20.420711974110016,0.188920554854981,trailing_stop,SOLV,binance,SOLVUSDT,30,2025-04-19 16:00:00+00:00,2025-04-20 07:00:00+00:00,False,5.833074433656962,10.0,0.0757637662883565,trailing_stop,both,lost
binance_30m_90e8bb902180c5d3:45346:1,BLUR,binance,BLURUSDT,30,2026-03-31 17:30:00+00:00,2026-04-02 01:00:00+00:00,False,11.985812499999977,25.65624999999993,0.2220880138969312,trailing_stop,BLUR,binance,BLURUSDT,30,2026-03-31 17:30:00+00:00,2026-04-01 00:30:00+00:00,False,6.985812499999985,11.343749999999964,0.1294418066010423,trailing_stop,both,lost
binance_30m_90e8bb902180c5d3:52053:1,BLUR,binance,BLURUSDT,30,2026-08-18 11:00:00+00:00,2026-08-22 05:00:00+00:00,False,15.1680000000001,21.00000000000012,0.2298181818181819,trailing_stop,BLUR,binance,BLURUSDT,30,2026-08-18 11:00:00+00:00,2026-08-22 05:00:00+00:00,False,16.06800000000009,21.00000000000012,0.2434545454545453,trailing_stop,both,retained
binance_30m_915d1f4a92a36c73:31295:1,DYM,binance,DYMUSDT,30,2025-11-20 07:00:00+00:00,2025-11-20 22:00:00+00:00,False,18.29282119205302,44.94039735099346,0.6668797682279095,trailing_stop,DYM,binance,DYMUSDT,30,2025-11-20 07:00:00+00:00,2025-11-20 10:00:00+00:00,False,5.120635761589411,10.122516556291409,0.1866769676484789,trailing_stop,both,lost
binance_30m_922d5c47edf5ffd3:34708:1,DOGS,binance,DOGSUSDT,30,2026-08-19 15:00:00+00:00,2026-08-22 05:00:00+00:00,False,12.016266666666642,17.199999999999964,0.2052892938496582,trailing_stop,DOGS,binance,DOGSUSDT,30,2026-08-19 15:00:00+00:00,2026-08-20 06:00:00+00:00,False,1.582933333333337,3.4666666666666615,0.0270432801822324,trailing_stop,both,lost
binance_30m_93ecb0e47b894867:1095:1,B3,binance,B3USDT,30,2025-03-08 07:30:00+00:00,2025-03-11 17:30:00+00:00,False,10.808700980392125,18.9338235294117,0.3486126482213438,trailing_stop,B3,binance,B3USDT,30,2025-03-08 07:30:00+00:00,2025-03-10 06:30:00+00:00,False,4.115686274509787,9.068627450980362,0.1327430830039524,trailing_stop,both,lost
binance_30m_945f5a836eff0a10:21516:1,OMNI,binance,OMNIUSDT,30,2025-07-09 20:30:00+00:00,2025-07-11 12:30:00+00:00,False,54.35695238095234,94.3809523809523,1.517946808510639,trailing_stop,OMNI,binance,OMNIUSDT,30,2025-07-09 20:30:00+00:00,2025-07-11 05:30:00+00:00,False,59.80933333333329,94.3809523809523,1.670207446808511,trailing_stop,both,retained
