timeframe_min,arm,policy,period,candidates,taken,censored,closed,wins,losses,flat,win_rate,win_ci_low,win_ci_high,gross_win_rate,mean_net_r,sum_net_r,median_net_r,mean_net_bp,mean_gross_bp,pf_r,average_win_r,average_loss_r,best_net_r,worst_net_r,event_ordered_drawdown_r_nonaccount,mean_holding_hours,median_holding_hours,median_risk_bp,stop_exits,stop_net_losses,fee_only_losses,net_gt5r,net_gt10r,net_float_to_stop_loss,net_float_to_any_loss,mfe_ge2r_no_close_arm_stop_losses,reached_0r,float_to_stop_loss_0r,float_to_any_loss_0r,ambiguous_stop_profit_0r,reached_0.5r,float_to_stop_loss_0.5r,float_to_any_loss_0.5r,ambiguous_stop_profit_0.5r,reached_1r,float_to_stop_loss_1r,float_to_any_loss_1r,ambiguous_stop_profit_1r,reached_2r,float_to_stop_loss_2r,float_to_any_loss_2r,ambiguous_stop_profit_2r,reached_3r,float_to_stop_loss_3r,float_to_any_loss_3r,ambiguous_stop_profit_3r,reached_5r,float_to_stop_loss_5r,float_to_any_loss_5r,ambiguous_stop_profit_5r,reached_10r,float_to_stop_loss_10r,float_to_any_loss_10r,ambiguous_stop_profit_10r,net_ge3r,net_ge3r_rate,net_ge5r,net_ge5r_rate,net_ge10r,net_ge10r_rate,matched,weeks,mean_excess_bp,p_one_sided,ci_low_bp,ci_high_bp,minimum_p_resolution,random_coverage,random_mean_net_bp,paired_target_mean_net_bp,random_win_rate,random_mean_net_r,random_ge5r,holm_p_four_cells
60,v9_both,wait3,earlier,972,774,0,774,305,469,0.0,0.39405684754521964,0.36023626080009424,0.42892385900649527,0.3992248062015504,0.4110129359258395,318.1240124065998,-1.0153538449059052,141.20192510968602,161.20192510968604,1.6723692922051752,2.59430436312575,-1.008824772594358,25.20096385542177,-2.239249999999955,108.32043725692499,61.89922480620155,48.0,294.598474653086,686.0,402.0,4.0,35.0,5.0,347.0,413.0,21.0,752.0,381.0,447.0,12.0,552.0,195.0,247.0,3.0,439.0,104.0,139.0,2.0,334.0,39.0,46.0,0.0,230.0,13.0,13.0,0.0,113.0,2.0,2.0,1.0,32.0,0.0,0.0,0.0,86,0.1111111111111111,35,0.04521963824289406,5,0.006459948320413436,725,5,20.887289858576832,0.4375,-51.21355734705502,138.40216698365043,0.03125,0.9366925064599483,137.26086381829052,158.1481536768674,0.4,0.757630178669238,55,
60,v9_both,wait3,later,643,530,48,482,113,369,0.0,0.23443983402489627,0.19881018072395146,0.2742689579122027,0.23858921161825727,-0.2546010775095321,-122.71771935959447,-1.0378084214801278,-141.54926081419526,-121.54926081419522,0.6568544448494293,2.078832976481191,-0.9691757336096722,25.928389610389672,-1.596017543859675,159.4968600262604,58.64730290456431,38.5,365.090038758641,419.0,314.0,2.0,7.0,3.0,292.0,346.0,12.0,478.0,310.0,365.0,3.0,325.0,170.0,212.0,1.0,235.0,97.0,122.0,2.0,135.0,25.0,29.0,0.0,76.0,5.0,5.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,16,0.03319502074688797,7,0.014522821576763486,3,0.006224066390041493,436,5,-150.22961456054503,0.9375,-259.60265237132984,-58.78787047910891,0.03125,0.9045643153526971,19.42289516743844,-130.80671939310656,0.2958715596330275,0.05118986910858983,13,
60,v9_both,wait3,cross_split,0,9,0,9,3,6,0.0,0.3333333333333333,0.12058381743407343,0.6457978664749412,0.3333333333333333,2.062012459535499,18.558112135819492,-0.3246436781609208,380.04497686622045,400.04497686622057,6.146612698998282,7.388000250188136,-0.6009814357908189,18.98356756756751,-1.0505857142857165,3.4418854601707807,168.55555555555554,134.0,586.304639713561,5.0,2.0,0.0,1.0,1.0,2.0,6.0,1.0,9.0,2.0,6.0,0.0,7.0,1.0,4.0,0.0,6.0,1.0,3.0,0.0,4.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.1111111111111111,1,0.1111111111111111,1,0.1111111111111111,9,2,29.102946889764617,0.25,21.432344073914937,90.46776941656204,0.25,1.0,350.94202997645573,380.0449768662204,0.5555555555555556,1.6750619881865152,1,
60,v9_both,retest,all,1615,199,16,183,70,113,0.0,0.3825136612021858,0.3152008327974263,0.45465752595517406,0.3825136612021858,0.14373191059298124,26.302939638515568,-0.6710033003300302,-0.34580156755096464,19.654198432449054,1.2591176542099343,1.825893986126194,-0.8983153928346728,10.683146417445457,-1.115265512649804,34.202703632206166,81.78688524590164,61.0,498.168498168498,135.0,79.0,0.0,3.0,1.0,70.0,104.0,2.0,180.0,76.0,110.0,1.0,133.0,39.0,63.0,0.0,94.0,15.0,24.0,0.0,59.0,2.0,2.0,0.0,36.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10,0.0546448087431694,3,0.01639344262295082,1,0.00546448087431694,39,8,-186.17648005383901,0.87109375,-505.7848939336539,86.56841588876075,0.00390625,0.21311475409836064,463.2992137903851,277.12273373654597,0.6153846153846154,1.4109296872603372,4,1.0
60,v9_both,retest,earlier,970,119,0,119,58,61,0.0,0.48739495798319327,0.3993973581494731,0.576180919515733,0.48739495798319327,0.3989221731002426,47.471738598928866,-0.3849907783105865,128.8238948163347,148.82389481633476,1.8487896870451472,1.782766890219883,-0.9168646071118748,6.94612698412702,-1.1049450549450563,17.0427749852655,86.82352941176471,61.0,473.966845668924,90.0,45.0,0.0,2.0,0.0,38.0,54.0,0.0,116.0,42.0,58.0,1.0,94.0,22.0,36.0,0.0,73.0,8.0,15.0,0.0,46.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8,0.06722689075630252,2,0.01680672268907563,0,0.0,26,5,-108.08014831910782,0.75,-506.6202414006009,204.3498018821073,0.03125,0.2184873949579832,396.5687672514561,288.4886189323483,0.6538461538461539,1.3334124060642105,3,1.0
60,v9_both,retest,later,643,79,16,63,11,52,0.0,0.1746031746031746,0.10039396535401551,0.2862142762043853,0.1746031746031746,-0.36434072423936464,-22.95346562707997,-1.0197348377997184,-273.2946872985008,-253.29468729850078,0.49642357972942586,2.0570393390376074,-0.8765557376248778,10.683146417445457,-1.115265512649804,34.20270363220616,70.11111111111111,60.0,604.343720491029,44.0,34.0,0.0,1.0,1.0,32.0,50.0,2.0,63.0,34.0,52.0,0.0,38.0,17.0,27.0,0.0,20.0,7.0,9.0,0.0,12.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0.031746031746031744,1,0.015873015873015872,1,0.015873015873015872,12,3,-431.9939903743082,1.0,-668.5260050618373,-252.417443182097,0.125,0.19047619047619047,555.5641898480036,123.57019947369528,0.5,1.5596559269455215,1,1.0
60,v9_both,retest,cross_split,2,1,0,1,1,0,0.0,1.0,0.2065493117918027,1.0,1.0,1.78466666666667,1.78466666666667,1.78466666666667,1824.240129799894,1844.240129799894,,1.78466666666667,,1.78466666666667,1.78466666666667,0.0,218.0,218.0,1022.1741481882091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,1,733.1290186887809,,,,,1.0,1091.111111111113,1824.240129799894,1.0,1.6416641221374146,0,
60,joint,baseline,all,689,689,33,656,249,407,0.0,0.3795731707317073,0.34324039421092734,0.4173081468463816,0.38414634146341464,0.589337724708446,386.6055474087406,-1.028348076923077,133.2737228416074,153.27372284160742,1.9517312528052675,3.1840099774270874,-0.9980661842029591,49.90969230769294,-1.3708453608247366,66.0501353895736,52.84146341463415,43.0,342.1130961705955,606.0,367.0,3.0,39.0,11.0,329.0,367.0,21.0,650.0,361.0,401.0,1.0,483.0,201.0,234.0,3.0,385.0,112.0,136.0,4.0,278.0,33.0,37.0,1.0,208.0,2.0,2.0,1.0,123.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,75,0.11432926829268293,39,0.05945121951219512,11,0.01676829268292683,651,10,-51.90035947345087,0.7734375,-173.97599486655116,74.3943239176092,0.0009765625,0.9923780487804879,189.57615696855078,137.6757974950999,0.4116743471582181,0.8847130249710651,51,
60,joint,baseline,earlier,403,402,0,402,170,232,0.0,0.4228855721393035,0.3755467936843183,0.47168419111722626,0.42786069651741293,0.9029149427900756,362.9718070016104,-1.0181237989544956,245.3472935612255,265.3472935612255,2.549487595329431,3.513085920617328,-1.0097103426867904,49.90969230769294,-1.3708453608247366,63.431126686835945,52.51243781094527,45.5,320.22104047107746,372.0,207.0,2.0,31.0,7.0,179.0,202.0,11.0,398.0,203.0,228.0,0.0,304.0,113.0,134.0,1.0,246.0,61.0,76.0,4.0,185.0,16.0,19.0,1.0,153.0,2.0,2.0,1.0,94.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,60,0.14925373134328357,31,0.07711442786069651,7,0.017412935323383085,398,5,17.799816650798004,0.5,-156.9657788641648,170.5993067522341,0.03125,0.9900497512437811,222.96186513843074,240.76168178922876,0.41708542713567837,1.0673573675824388,37,
60,joint,baseline,later,286,286,33,253,78,175,0.0,0.308300395256917,0.2546191616079956,0.36771595351518116,0.31225296442687744,0.0244398385750718,6.183279159493166,-1.034280821917808,-53.79042933032484,-33.790429330324834,1.035957630940311,2.28388995675336,-0.9826293569558223,25.983122302158147,-1.3422914572864248,66.0501353895736,53.1501976284585,35.0,383.615889122634,233.0,160.0,1.0,7.0,3.0,150.0,165.0,10.0,251.0,158.0,173.0,1.0,178.0,88.0,100.0,2.0,138.0,51.0,60.0,0.0,92.0,17.0,18.0,0.0,54.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,14,0.05533596837944664,7,0.02766798418972332,3,0.011857707509881422,248,5,-174.90917615673536,1.0,-213.4881807549764,-158.48403629564152,0.03125,0.9802371541501976,128.90273811094258,-46.00643804579276,0.39919354838709675,0.49225847171493986,13,
60,joint,baseline,cross_split,0,1,0,1,1,0,0.0,1.0,0.2065493117918027,1.0,1.0,17.45046124763703,17.45046124763703,17.45046124763703,2406.928793053999,2426.928793053999,,17.45046124763703,,17.45046124763703,17.45046124763703,0.0,107.0,107.0,137.929236304852,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,1.0,1,1.0,1,1,-36.98258584514197,,,,,1.0,2443.911378899141,2406.928793053999,1.0,27.846607866507817,1,
60,joint,wait3,all,689,661,37,624,232,392,0.0,0.3717948717948718,0.3347682230289483,0.4103903711723776,0.3766025641025641,0.4753822075122711,296.63849748765716,-1.0227505345392611,134.23090140991133,154.23090140991133,1.7537873633720515,2.9748673948281414,-1.0039049441644683,25.928389610389672,-2.239249999999955,65.29810335030376,54.30769230769231,43.0,345.70478047126545,573.0,349.0,3.0,31.0,9.0,316.0,357.0,20.0,608.0,334.0,376.0,9.0,438.0,173.0,206.0,3.0,360.0,110.0,128.0,2.0,270.0,40.0,43.0,0.0,195.0,11.0,11.0,0.0,106.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,72,0.11538461538461539,31,0.049679487179487176,9,0.014423076923076924,576,10,-60.757422938388004,0.7841796875,-199.05728848738687,67.81577186920475,0.0009765625,0.9230769230769231,211.6675275581787,150.9101046197907,0.4114583333333333,0.9110464110062689,42,
60,joint,wait3,earlier,403,387,0,387,162,225,0.0,0.4186046511627907,0.3704894785619089,0.4683198427922673,0.42377260981912146,0.7400469068671283,286.39815295757865,-0.8709931972789126,249.56024486997774,269.56024486997785,2.246261730703277,3.186444049667561,-1.0213590359491838,25.20096385542177,-2.239249999999955,52.169169691201326,52.75710594315245,46.0,321.24193052566704,357.0,198.0,2.0,26.0,5.0,173.0,199.0,11.0,375.0,187.0,213.0,6.0,278.0,94.0,116.0,2.0,232.0,58.0,70.0,1.0,182.0,18.0,20.0,0.0,143.0,5.0,5.0,0.0,83.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,61,0.15762273901808785,26,0.06718346253229975,5,0.012919896640826873,359,5,21.711797829553447,0.40625,-167.7754566612765,161.79036348484232,0.03125,0.9276485788113695,242.04214838842842,263.75394621798176,0.43454038997214484,0.9954919874489311,30,
60,joint,wait3,later,286,273,37,236,69,167,0.0,0.2923728813559322,0.2380376319391739,0.35335911632484135,0.2966101694915254,-0.049138007779047164,-11.596569835855131,-1.0315257039622416,-64.6596118297054,-44.65961182970539,0.9291704197801618,2.2047592056239145,-0.9803889522389532,25.928389610389672,-1.596017543859675,65.29810335030346,56.639830508474574,36.5,368.85447928899555,215.0,151.0,1.0,4.0,3.0,143.0,158.0,9.0,232.0,147.0,163.0,3.0,159.0,79.0,90.0,1.0,127.0,52.0,58.0,1.0,87.0,22.0,23.0,0.0,51.0,6.0,6.0,0.0,22.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10,0.0423728813559322,4,0.01694915254237288,3,0.012711864406779662,212,5,-205.01507381696183,1.0,-276.0896164621346,-146.96829824871938,0.03125,0.8983050847457628,154.87215233337423,-50.1429214835876,0.36792452830188677,0.693492401259469,11,
60,joint,wait3,cross_split,0,1,0,1,1,0,0.0,1.0,0.2065493117918027,1.0,1.0,21.83691436593368,21.83691436593368,21.83691436593368,2439.936106913736,2459.936106913736,,21.83691436593368,,21.83691436593368,21.83691436593368,0.0,104.0,104.0,111.734472463752,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,1.0,1,1.0,1,1,29.377291208680933,,,,,1.0,2410.558815705055,2439.936106913736,1.0,21.09200456412613,1,
60,joint,retest,all,689,88,12,76,30,46,0.0,0.39473684210526316,0.2924658256716437,0.5071370344941764,0.39473684210526316,0.5058497655950333,38.44458218522253,-0.61943344473727,112.83163385344471,132.83163385344474,1.9505772002677226,2.629599695258615,-0.8792045363594766,11.028258811930025,-1.1049450549450563,14.493521008877845,66.15789473684211,56.0,545.5328892465434,64.0,34.0,0.0,3.0,2.0,34.0,46.0,1.0,76.0,34.0,46.0,0.0,58.0,19.0,28.0,0.0,40.0,6.0,10.0,0.0,32.0,2.0,2.0,0.0,25.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7,0.09210526315789473,3,0.039473684210526314,2,0.02631578947368421,19,7,-288.74003535761966,0.9375,-567.0403227477875,0.08609189276518722,0.0078125,0.25,616.1603502072837,327.4203148496639,0.6842105263157895,2.1013989573057765,4,1.0
60,joint,retest,earlier,403,48,0,48,23,25,0.0,0.4791666666666667,0.34471316079869785,0.6167076779824889,0.4791666666666667,0.6417470587347222,30.803858819266665,-0.09381041271347265,241.99177476715136,261.99177476715136,2.4189255829865854,2.283180133710322,-0.8683713702428295,6.502629213483187,-1.1049450549450563,7.945820727248891,68.10416666666667,56.0,532.1319738712565,42.0,19.0,0.0,1.0,0.0,19.0,25.0,0.0,48.0,19.0,25.0,0.0,41.0,12.0,18.0,0.0,29.0,3.0,6.0,0.0,24.0,1.0,1.0,0.0,21.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.10416666666666667,1,0.020833333333333332,0,0.0,12,4,-445.82731858496203,0.875,-693.4868512925054,85.02002423130298,0.0625,0.25,514.806000627933,68.97868204297099,0.75,1.8789943471415922,3,1.0
60,joint,retest,later,286,39,12,27,6,21,0.0,0.2222222222222222,0.10607239390562237,0.4075692902399728,0.2222222222222222,-0.12546427577682057,-3.387535445974155,-1.0187252985884905,-198.38877511113648,-178.38877511113645,0.8191783415830795,2.5577648284151713,-0.8921011626888183,10.683146417445457,-1.0571269841269857,14.493521008877845,61.96296296296296,56.0,690.496393720831,21.0,15.0,0.0,1.0,1.0,15.0,21.0,1.0,27.0,15.0,21.0,0.0,16.0,7.0,10.0,0.0,10.0,3.0,4.0,0.0,7.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.037037037037037035,1,0.037037037037037035,1,0.037037037037037035,6,3,-591.1735705670511,0.875,-785.528192043907,258.6748874201301,0.125,0.2222222222222222,1054.6077608469527,463.4341902799016,0.6666666666666666,2.9716346346118,1,1.0
60,joint,retest,cross_split,0,1,0,1,1,0,0.0,1.0,0.2065493117918027,1.0,1.0,11.028258811930025,11.028258811930025,11.028258811930025,2316.09591203922,2336.09591203922,,11.028258811930025,,11.028258811930025,11.028258811930025,0.0,86.0,86.0,210.01464977714699,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,1.0,1,1.0,0,0,,,,,,0.0,,,,,0,
