方向,入场北京时间,入场价,初始止损,退出根北京时间,退出价,退出时间说明,退出原因,毛R,净R,审慎MFE_R,是否边界未平
空,2026-04-04 06:51:00+08:00,2050.11,2055.16,2026-04-04 13:33:00+08:00,2053.23,开盘成交,opposite_v6_next_open,-0.6178217821782296,-1.4297465346535598,0.6415841584159231,False
多,2026-04-04 13:33:00+08:00,2053.23,2050.18,2026-04-04 16:45:00+08:00,2050.18,该K线内止损，精确秒未知,initial_stop,-1.0,-2.346380327868745,1.236065573770412,False
空,2026-04-04 18:15:00+08:00,2046.95,2050.85,2026-04-04 18:39:00+08:00,2050.85,该K线内止损，精确秒未知,initial_stop,-1.0,-2.0497179487179302,0.0512820512820647,False
多,2026-04-04 18:45:00+08:00,2051.75,2046.48,2026-04-04 20:45:00+08:00,2047.65,开盘成交,opposite_v6_next_open,-0.7779886148007444,-1.556641366223883,0.4838709677419717,False
空,2026-04-04 20:45:00+08:00,2047.65,2051.11,2026-04-04 21:36:00+08:00,2051.11,该K线内止损，精确秒未知,initial_stop,-1.0,-2.183612716762952,0.0722543352601148,False
空,2026-04-07 05:57:00+08:00,2138.0,2142.68,2026-04-07 07:06:00+08:00,2093.8,开盘成交,fanshen_arrows_next_open,9.444444444444736,8.530769230769483,9.952991452991784,False
空,2026-04-07 18:30:00+08:00,2105.44,2123.88,2026-04-07 18:39:00+08:00,2100.22,开盘成交,fanshen_arrows_next_open,0.2830802603037006,0.0547245119306007,0.449566160520604,False
空,2026-04-08 18:39:00+08:00,2244.62,2251.77,2026-04-08 19:27:00+08:00,2251.77,该K线内止损，精确秒未知,initial_stop,-1.0,-1.6278657342657143,0.6251748251747893,False
多,2026-04-08 19:30:00+08:00,2252.78,2243.46,2026-04-08 19:36:00+08:00,2243.46,该K线内止损，精确秒未知,initial_stop,-1.0,-1.4834291845493448,0.0010729613733651,False
空,2026-04-08 21:36:00+08:00,2245.43,2266.07,2026-04-08 21:48:00+08:00,2240.89,开盘成交,fanshen_arrows_next_open,0.2199612403100722,0.0023808139534882,0.6802325581395223,False
多,2026-04-09 16:48:00+08:00,2186.99,2181.11,2026-04-09 17:00:00+08:00,2181.11,该K线内止损，精确秒未知,initial_stop,-1.0,-1.7438741496599008,0.001700680272146,False
多,2026-04-09 17:57:00+08:00,2191.86,2183.14,2026-04-09 19:15:00+08:00,2183.14,该K线内止损，精确秒未知,initial_stop,-1.0,-1.5027201834862358,0.5848623853210734,False
空,2026-04-09 19:21:00+08:00,2182.0,2192.38,2026-04-09 22:48:00+08:00,2179.68,该K线内止损，精确秒未知,trailing_stop,0.223506743737971,-0.1969171483622154,2.50289017341038,False
空,2026-04-11 13:12:00+08:00,2236.43,2241.51,2026-04-11 14:06:00+08:00,2231.91,开盘成交,fanshen_arrows_next_open,0.8897637795274885,0.0092795275590675,1.647637795275445,False
空,2026-04-13 10:15:00+08:00,2193.17,2205.37,2026-04-13 14:48:00+08:00,2197.38,开盘成交,opposite_v6_next_open,-0.3450819672131229,-0.7046180327869135,1.0598360655738102,False
空,2026-04-13 16:15:00+08:00,2182.91,2189.21,2026-04-13 17:00:00+08:00,2189.21,该K线内止损，精确秒未知,initial_stop,-1.0,-1.692987301587264,0.9365079365078516,False
空,2026-04-13 20:33:00+08:00,2179.55,2185.75,2026-04-13 20:51:00+08:00,2185.75,该K线内止损，精确秒未知,initial_stop,-1.0,-1.7030806451612852,1.0306451612904055,False
多,2026-04-13 20:57:00+08:00,2191.88,2172.39,2026-04-13 23:30:00+08:00,2205.27,该K线内止损，精确秒未知,trailing_stop,0.6870189840943925,0.4620954335556666,2.263211903540233,False
空,2026-04-15 13:27:00+08:00,2321.5,2331.63,2026-04-15 14:39:00+08:00,2315.64,开盘成交,fanshen_arrows_next_open,0.5784797630799668,0.1201382033563754,0.8835143139190248,False
多,2026-04-15 16:45:00+08:00,2326.06,2320.15,2026-04-15 17:09:00+08:00,2320.15,该K线内止损，精确秒未知,initial_stop,-1.0,-1.7871607445008677,0.5786802030457119,False
多,2026-04-15 19:48:00+08:00,2334.01,2323.39,2026-04-15 21:30:00+08:00,2323.39,该K线内止损，精确秒未知,initial_stop,-1.0,-1.4395499058380166,0.4500941619585301,False
空,2026-04-15 21:42:00+08:00,2322.61,2333.68,2026-04-15 22:15:00+08:00,2333.68,该K线内止损，精确秒未知,initial_stop,-1.0,-1.4196224028906954,0.5790424570912808,False
多,2026-04-15 22:30:00+08:00,2338.8,2327.11,2026-04-15 22:42:00+08:00,2327.11,该K线内止损，精确秒未知,initial_stop,-1.0,-1.4001368691189118,0.1727972626176195,False
空,2026-04-16 13:12:00+08:00,2350.63,2357.29,2026-04-16 13:27:00+08:00,2357.29,该K线内止损，精确秒未知,initial_stop,-1.0,-1.7058948948949215,0.0705705705706103,False
空,2026-04-16 14:45:00+08:00,2352.14,2357.13,2026-04-16 17:48:00+08:00,2339.16,开盘成交,fanshen_arrows_next_open,2.6012024048094995,1.6584609218436357,3.8296593186370274,False
空,2026-04-18 11:33:00+08:00,2413.88,2419.04,2026-04-18 11:48:00+08:00,2419.04,该K线内止损，精确秒未知,initial_stop,-1.0,-1.935612403100753,0.0697674418604917,False
空,2026-04-19 10:27:00+08:00,2336.2,2348.58,2026-04-19 15:00:00+08:00,2326.24,开盘成交,fanshen_arrows_next_open,0.8045234248788327,0.4271082390953091,1.3085621970920578,False
多,2026-04-20 15:21:00+08:00,2294.2,2280.75,2026-04-20 19:51:00+08:00,2309.19,开盘成交,fanshen_arrows_next_open,1.1144981412639732,0.773353159851331,2.921189591078104,False
多,2026-04-21 01:30:00+08:00,2313.15,2303.31,2026-04-21 05:09:00+08:00,2326.5,该K线内止损，精确秒未知,trailing_stop,1.3567073170731414,0.8865548780487631,3.279471544715397,False
多,2026-04-21 14:39:00+08:00,2318.49,2306.82,2026-04-21 17:24:00+08:00,2324.36,开盘成交,fanshen_arrows_next_open,0.502999143102017,0.1056572407883989,1.6718080548415473,False
空,2026-04-24 11:30:00+08:00,2309.6,2319.25,2026-04-24 12:39:00+08:00,2303.13,开盘成交,fanshen_arrows_next_open,0.6704663212434963,0.1917927461139603,1.1471502590673166,False
多,2026-04-24 19:30:00+08:00,2330.11,2322.5,2026-04-24 20:33:00+08:00,2322.5,该K线内止损，精确秒未知,initial_stop,-1.0,-1.6123810775295595,0.1432325886990371,False
空,2026-04-24 22:03:00+08:00,2308.94,2318.86,2026-04-24 23:42:00+08:00,2318.86,该K线内止损，精确秒未知,initial_stop,-1.0,-1.465512096774179,0.9002016129032027,False
多,2026-04-24 23:48:00+08:00,2321.11,2311.07,2026-04-25 00:21:00+08:00,2311.07,该K线内止损，精确秒未知,initial_stop,-1.0,-1.4623725099601506,0.267928286852596,False
多,2026-04-25 03:03:00+08:00,2323.52,2315.84,2026-04-25 04:18:00+08:00,2315.84,该K线内止损，精确秒未知,initial_stop,-1.0,-1.6050833333333296,0.0625000000000037,False
多,2026-04-25 04:42:00+08:00,2324.2,2313.0,2026-04-25 05:36:00+08:00,2313.0,该K线内止损，精确秒未知,initial_stop,-1.0,-1.4150357142857295,0.339285714285736,False
空,2026-04-25 06:33:00+08:00,2310.1,2314.87,2026-04-25 07:33:00+08:00,2314.87,该K线内止损，精确秒未知,initial_stop,-1.0,-1.9685953878406224,0.905660377358433,False
空,2026-04-25 13:06:00+08:00,2313.4,2316.53,2026-04-25 14:06:00+08:00,2316.53,该K线内止损，精确秒未知,initial_stop,-1.0,-2.4782108626197847,0.3706070287540794,False
空,2026-04-25 15:09:00+08:00,2313.72,2316.23,2026-04-25 15:54:00+08:00,2316.23,该K线内止损，精确秒未知,initial_stop,-1.0,-2.84360159362541,0.2071713147410105,False
多,2026-04-25 16:12:00+08:00,2316.67,2314.71,2026-04-25 19:06:00+08:00,2316.83,该K线内止损，精确秒未知,trailing_stop,0.0816326530611487,-2.2823163265307143,2.647959183673448,False
空,2026-04-25 19:48:00+08:00,2311.28,2314.62,2026-04-25 20:06:00+08:00,2314.62,该K线内止损，精确秒未知,initial_stop,-1.0,-2.3840000000001917,0.0838323353294089,False
多,2026-04-28 08:48:00+08:00,2308.86,2297.62,2026-04-28 09:42:00+08:00,2297.62,该K线内止损，精确秒未知,initial_stop,-1.0,-1.410829181494656,0.0124555160142232,False
空,2026-04-28 10:36:00+08:00,2290.75,2299.4700000000003,2026-04-28 10:48:00+08:00,2282.62,开盘成交,fanshen_arrows_next_open,0.9323394495412696,0.4069380733944992,1.3899082568806809,False
空,2026-04-28 14:27:00+08:00,2284.61,2289.31,2026-04-28 15:39:00+08:00,2283.0,该K线内止损，精确秒未知,trailing_stop,0.342553191489402,-0.6296212765957324,3.693617021276766,False
空,2026-04-28 19:42:00+08:00,2270.95,2276.49,2026-04-28 20:06:00+08:00,2276.49,该K线内止损，精确秒未知,initial_stop,-1.0,-1.8198375451262812,0.3519855595667276,False
多,2026-04-29 00:12:00+08:00,2276.74,2269.66,2026-04-29 01:42:00+08:00,2290.93,开盘成交,fanshen_arrows_next_open,2.0042372881356214,1.361090395480213,2.1836158192090673,False
多,2026-04-29 11:18:00+08:00,2293.2,2286.59,2026-04-29 11:21:00+08:00,2298.56,开盘成交,fanshen_arrows_next_open,0.8108925869894694,0.1170347957640298,1.28139183055986,False
多,2026-04-30 20:27:00+08:00,2267.39,2256.74,2026-04-30 21:27:00+08:00,2256.74,该K线内止损，精确秒未知,initial_stop,-1.0,-1.4258009389671606,0.0572769953051782,False
空,2026-04-30 22:30:00+08:00,2257.49,2268.71,2026-04-30 23:30:00+08:00,2268.71,该K线内止损，精确秒未知,initial_stop,-1.0,-1.4024046345811096,0.3957219251336452,False
空,2026-05-01 06:54:00+08:00,2253.21,2256.88,2026-05-01 07:33:00+08:00,2256.88,该K线内止损，精确秒未知,initial_stop,-1.0,-2.227907356948212,0.5476839237057707,False
