system,asset,closed,net_r
v1_native,BICO,17,7.207525178770037
v1_native,POL,13,7.398684280390155
v1_native,PAXG,6,7.4213823030862365
v1_native,KITE,9,7.455858834164836
v1_native,PEPE,18,7.527534840473136
v1_native,GRAM,9,7.599409749212624
v1_native,FLM,3,7.608483660130723
v1_native,NEIROETH,6,7.684228547415035
v1_native,PENGU,15,7.7240710004715005
v1_native,ENA,8,7.979416508975425
v1_native,LISTA,5,8.003610445770235
v1_native,DEGEN,10,8.13822964976232
v1_native,BIGTIME,15,8.197151148916658
v1_native,LAYER,16,8.435668699124282
v1_native,EGLD,12,8.508890732040186
v1_native,1000LUNC,14,8.53860658576116
v1_native,KDA,4,8.719236143744379
v1_native,APR,21,9.199398988933286
v1_native,DAM,7,9.51512666037707
v1_native,UAI,14,9.590571660934659
v1_native,B,10,9.729214602802505
v1_native,ETHFI,13,10.101077602196105
v1_native,PLAY,11,10.109522628377505
v1_native,ETC,22,10.489737010663045
v1_native,ASTR,3,11.052686417880533
v1_native,IOTX,7,11.120307636502037
v1_native,BERA,8,11.149799183140647
v1_native,NEAR,10,11.281747675463976
v1_native,SPX,13,12.03707116088782
v1_native,TRUTH,28,12.161079285159738
v1_native,XLM,6,12.310044304698113
v1_native,XVG,11,12.43790325029589
v1_native,PI,5,12.551216283637096
v1_native,LAB,18,12.675859933553681
v1_native,EVAA,10,13.154518169808258
v1_native,IOTA,20,13.347851247779571
v1_native,PEOPLE,19,13.677812827995025
v1_native,BULLA,11,14.038125767914634
v1_native,BNB,28,14.083069799592364
v1_native,DOGS,10,14.644670069866418
v1_native,AKE,5,14.822944110367073
v1_native,FOLKS,7,15.00973974640126
v1_native,XTZ,10,15.116488131357954
v1_native,VINE,4,15.183694021173753
v1_native,LINK,19,15.23079835766252
v1_native,HIFI,5,15.533970751089834
v1_native,VANA,15,15.6817884875138
v1_native,TRUMP,11,15.76090290921751
v1_native,FF,7,15.768102362704582
v1_native,KAIA,7,15.99056562941472
v1_native,DYDX,14,16.187178218178964
v1_native,JUP,16,16.594988811045727
v1_native,BEL,9,16.653514076422194
v1_native,INX,12,16.701550344244627
v1_native,VET,4,17.83814393926669
v1_native,FHE,7,18.192120747768158
v1_native,SKYAI,9,19.079764901636455
v1_native,1000RATS,12,19.6793152230435
v1_native,HYPER,9,20.635700707595532
v1_native,XRP,21,21.063690005890596
v1_native,INJ,8,21.310295249695432
v1_native,TRB,30,23.758512581144355
v1_native,H,21,24.413354017335678
v1_native,TRADOOR,7,24.71887727547215
v1_native,CHILLGUY,14,24.880255928604726
v1_native,IP,10,25.18047077669487
v1_native,MAGIC,20,26.944112292794774
v1_native,BTR,7,32.772271957723696
v1_native,DASH,25,34.35841554260204
v1_native,RENDER,10,35.49690304545745
v1_native,DOGE,20,36.783306558088405
v1_native,LTC,24,39.00010217678602
v1_native,JELLYJELLY,30,45.04796461710268
v1_native,CFX,20,52.78346568135136
v1_native,WIF,24,60.999932702963775
v1_native,ETH,33,66.0040937738892
v1_native,USELESS,12,73.76227987091715
v1_native,ZEC,24,85.65387487962035
v1_native,RAVE,7,1193.7323770592022
v1_common,USDC,16,-97.78040706031867
v1_common,GMX,23,-16.965556680323978
v1_common,MOODENG,18,-15.623840083775665
v1_common,WLFI,19,-15.428586674060766
v1_common,BAN,17,-15.114032683724348
v1_common,AUCTION,17,-14.992256573625223
v1_common,SPELL,18,-14.508808602655863
v1_common,BTC,31,-14.263585431148561
v1_common,COAI,13,-13.343036034458299
v1_common,SIGN,13,-12.849719117489723
v1_common,MEME,18,-12.749655954498634
v1_common,AIXBT,25,-12.716280955101587
v1_common,MOVE,16,-12.629615189225914
v1_common,ANIME,18,-12.536960605533059
v1_common,BLUR,14,-12.413113769831556
v1_common,ZK,19,-12.394846545211532
v1_common,SPK,12,-12.380180816757761
v1_common,USTC,13,-11.6243237145244
v1_common,TRUST,19,-11.574891213181013
v1_common,JTO,12,-11.4054379454263
v1_common,GAS,14,-11.015463581038427
v1_common,FIDA,12,-10.991554497618168
v1_common,ACU,17,-10.85728783759285
v1_common,PIPPIN,23,-10.718042048133194
v1_common,DEGO,12,-10.705944642583855
v1_common,MASK,16,-10.673246733172345
v1_common,FLOW,15,-10.584186496688513
v1_common,MERL,26,-10.393379280733042
v1_common,AGLD,25,-10.327906346078983
v1_common,FIL,26,-10.268496063133398
v1_common,ZBT,10,-10.243070578326924
v1_common,ON,13,-10.150332647712483
v1_common,Q,11,-10.04898400304872
v1_common,RESOLV,14,-9.860799752664045
v1_common,ARKM,12,-9.834724879708842
v1_common,ASR,14,-9.808549050995325
v1_common,ENJ,13,-9.685519490429215
v1_common,F,10,-9.658592922859885
v1_common,PTB,11,-9.609941021561784
v1_common,ORCA,11,-9.60529933879836
v1_common,PYTH,13,-9.501599201100621
v1_common,LUNA2,9,-9.480974783059661
v1_common,CYBER,15,-9.47646591435578
v1_common,BOME,18,-9.46541745615476
v1_common,WLD,18,-9.20531332002575
v1_common,STX,17,-9.193561301844925
v1_common,BCH,18,-9.138768528947308
v1_common,SWELL,11,-9.123952193194617
v1_common,MINA,10,-9.006788850116038
v1_common,IOST,11,-8.878571719093348
v1_common,TA,9,-8.795958145460913
v1_common,ALLO,9,-8.742656196781844
v1_common,SOLV,11,-8.624192489960626
v1_common,PNUT,17,-8.599659456590993
v1_common,KAITO,9,-8.474365675914093
v1_common,STORJ,11,-8.342887343375935
v1_common,TST,11,-8.302057745182053
v1_common,GLM,17,-8.290920979421914
v1_common,ACT,26,-8.196969976543837
v1_common,LUNA,8,-8.189153926630906
v1_common,MAV,8,-8.099128418062614
v1_common,GALA,8,-8.07980170958115
v1_common,SWARMS,12,-8.026983860176598
v1_common,EIGEN,8,-8.010265660964746
v1_common,OM,9,-8.004819681145397
v1_common,MOCA,9,-7.999673004721428
v1_common,BIO,14,-7.989166631597834
v1_common,NEIRO,15,-7.970165199876772
v1_common,LQTY,18,-7.956348040257474
v1_common,APE,15,-7.948607613395893
v1_common,ATH,12,-7.844883074786038
v1_common,POPCAT,11,-7.843859723099397
v1_common,STG,9,-7.782704513967792
v1_common,1000000BOB,8,-7.737070178012507
v1_common,SYRUP,8,-7.690857852496934
v1_common,COS,13,-7.661109280712437
v1_common,ACH,12,-7.66103951612008
v1_common,ONT,14,-7.631744107695781
v1_common,AEVO,11,-7.614521076749685
v1_common,ROBO,7,-7.360762024185831
v1_common,SQD,7,-7.227635775993958
v1_common,AI,9,-7.226428592301195
v1_common,TLM,8,-7.210093591704039
v1_common,DEXE,12,-7.143757855532107
v1_common,HIVE,9,-6.933386139536999
v1_common,STABLE,10,-6.924345175564547
v1_common,ARK,10,-6.914672788358204
v1_common,ZKP,7,-6.866616524164041
v1_common,TOSHI,9,-6.84093123645714
v1_common,MUBARAK,16,-6.822777088465113
v1_common,S,14,-6.713238475669443
v1_common,PUMPBTC,8,-6.639390874946384
v1_common,ALICE,9,-6.606985008575332
v1_common,NFLX,6,-6.5227822230895445
v1_common,DRIFT,8,-6.322629410163155
v1_common,NMR,20,-6.318656206132015
v1_common,CTSI,11,-6.27833454413779
v1_common,BANANA,17,-6.254599596393169
v1_common,B2,11,-6.245687221001383
v1_common,NKN,6,-6.235693641342805
v1_common,LIT,6,-6.2273161129214545
v1_common,AIA,6,-6.191871791669998
v1_common,SEI,6,-6.108304011737232
v1_common,LA,6,-6.101723633756053
v1_common,WOO,15,-5.977560391800891
v1_common,ALGO,12,-5.895310312705248
v1_common,REI,6,-5.847531424076815
v1_common,MOVR,9,-5.810630974214991
v1_common,币安人生,18,-5.807958159983899
v1_common,METIS,20,-5.805003826874869
v1_common,ICX,13,-5.801347903758959
v1_common,MAVIA,8,-5.800042609178798
v1_common,PIEVERSE,14,-5.791604009174963
v1_common,TIA,6,-5.708761210319321
v1_common,TUT,7,-5.6772681211109
v1_common,AIO,12,-5.667780846587672
v1_common,SAND,8,-5.662725617059039
v1_common,LRC,7,-5.647989442345709
v1_common,ATOM,14,-5.6394340471533
v1_common,BRETT,9,-5.617881879113761
v1_common,EWJ,5,-5.577700422804581
v1_common,ZRO,10,-5.571523000650505
v1_common,ID,9,-5.546853587848819
v1_common,XVS,8,-5.54168264597973
v1_common,IMX,11,-5.536570231356205
v1_common,IN,6,-5.5146889592784
v1_common,KSM,11,-5.506875463197982
v1_common,TRIA,10,-5.473354108632879
v1_common,1000000MOG,14,-5.430521332218975
v1_common,ONG,6,-5.427502078167523
v1_common,INIT,6,-5.385925799304742
v1_common,AVA,9,-5.385524483008169
v1_common,VVV,8,-5.323284260958889
v1_common,RONIN,9,-5.238689331889985
v1_common,PLUME,8,-5.229734196822228
v1_common,NEO,11,-5.19570907896508
v1_common,LINEA,8,-5.188077319893808
v1_common,FOGO,5,-5.173119294924774
v1_common,BLEND,5,-5.157363108600471
v1_common,A2Z,5,-5.155565205671646
v1_common,TOKEN,5,-5.15428949363981
v1_common,ZAMA,5,-5.141622118963308
v1_common,DODOX,8,-5.105890546645823
v1_common,RARE,11,-5.098125328155674
v1_common,COW,8,-5.078291137772636
v1_common,KGEN,13,-5.0647326468418985
v1_common,我踏马来了,6,-5.057394634501716
v1_common,BREV,9,-4.98914400323897
v1_common,ARB,8,-4.939915559575668
v1_common,IRYS,9,-4.9274476494550825
v1_common,XNY,6,-4.919590468233148
v1_common,OPG,8,-4.851246636107988
v1_common,4,5,-4.847040250683544
v1_common,SHIB,7,-4.759082291025859
v1_common,GUN,5,-4.736704284259412
v1_common,G,5,-4.7205813542779005
v1_common,1000XEC,7,-4.644525233288404
v1_common,COLLECT,5,-4.548712138609865
v1_common,MLN,5,-4.54644821548664
v1_common,HAEDAL,7,-4.534313009920388
v1_common,VIC,8,-4.419037448772711
v1_common,MBOX,6,-4.3973566279413845
v1_common,ZORA,16,-4.378611549916411
v1_common,AAVE,18,-4.36219684702481
v1_common,ARIA,11,-4.354030920170812
v1_common,LIGHT,7,-4.348757214814059
v1_common,SCR,5,-4.347021659971542
v1_common,CFG,5,-4.317862988772192
v1_common,ME,6,-4.286928896252036
v1_common,HOT,6,-4.266348176699741
v1_common,SUSHI,15,-4.2504466176567846
v1_common,ENS,17,-4.230126109139716
v1_common,SONIC,4,-4.209299611836906
v1_common,EDU,4,-4.1910723084736885
v1_common,C,4,-4.175831714577678
v1_common,STBL,10,-4.162086441252383
v1_common,OL,22,-4.14278147258071
v1_common,SYS,4,-4.141477901916968
v1_common,42,4,-4.10292378465074
v1_common,RLS,4,-4.070540627940835
v1_common,BSB,4,-4.055383322599178
v1_common,XCN,4,-3.9497017931642704
v1_common,BB,5,-3.9431134844919242
v1_common,COST,4,-3.9380419746278505
v1_common,D,4,-3.929653170277583
v1_common,SNX,18,-3.9289808130757833
v1_common,龙虾,8,-3.914127805014794
v1_common,DEEP,5,-3.9119992751100474
v1_common,UXLINK,5,-3.892395872595552
v1_common,KAT,9,-3.890515494431395
v1_common,KAVA,8,-3.8337321967513747
v1_common,DUSK,9,-3.8182470400686137
v1_common,RVN,12,-3.8129227884004555
v1_common,LYN,13,-3.7500795860794445
v1_common,HUMA,16,-3.743269885005961
v1_common,PORTAL,6,-3.741425811562674
v1_common,NOM,6,-3.6734157805109513
v1_common,BABY,4,-3.673138526588441
v1_common,W,6,-3.6393190116576553
v1_common,GRVT,5,-3.6292961128898673
v1_common,SXT,5,-3.6241202456239003
v1_common,MSFT,4,-3.606815393605471
v1_common,ZKC,6,-3.5731901499611585
v1_common,COOKIE,5,-3.559649446735245
v1_common,GMT,8,-3.5533759398552816
v1_common,BTCDOM,8,-3.500778947488535
v1_common,POWER,5,-3.4965658215873368
v1_common,2Z,14,-3.473280531692964
v1_common,SAGA,10,-3.4658273925642646
v1_common,BEAMX,5,-3.4650282004063406
v1_common,SANTOS,13,-3.4611552597543396
v1_common,SLP,7,-3.4473048109530304
v1_common,SAFE,5,-3.4396092974848207
v1_common,PONKE,4,-3.4369548429343517
v1_common,BTW,5,-3.43576473907103
v1_common,ONDS,3,-3.4239434627965792
v1_common,XPT,3,-3.405826411417431
v1_common,KMNO,13,-3.3924263179906116
v1_common,HOOK,8,-3.390025434466521
v1_common,BSV,12,-3.384411491267554
v1_common,SAPIEN,16,-3.3732544135051827
v1_common,POLYX,6,-3.3731149018452116
v1_common,GRT,6,-3.3655651937391275
v1_common,ALPHA,6,-3.2906862081351194
v1_common,TAKE,5,-3.278216627877055
v1_common,USAR,3,-3.2689058602003165
v1_common,1000SHIB,4,-3.257060700147376
v1_common,CHESS,4,-3.241735443684316
v1_common,ERA,6,-3.2349479836825084
v1_common,CL,3,-3.232219639189929
v1_common,QNT,6,-3.230378995436774
v1_common,WAXP,4,-3.225874799820051
v1_common,HPE,3,-3.222151799632698
v1_common,DATA,3,-3.202789032443296
v1_common,HIPPO,7,-3.2008982725149857
v1_common,CRO,3,-3.18598235292547
v1_common,APT,3,-3.157365466992377
v1_common,IO,10,-3.1554951402662725
v1_common,CAP,3,-3.1440802995129697
v1_common,SHELL,11,-3.1333521971107645
v1_common,NIL,3,-3.1308412141392843
v1_common,FORTH,3,-3.116914269343603
v1_common,MINIMAX,3,-3.1096655108389064
v1_common,1000X,3,-3.1066703825695283
v1_common,ONE,7,-3.0957040652953305
v1_common,CC,3,-3.0923165920631224
v1_common,BID,4,-3.091874677691758
v1_common,BIRB,4,-3.0914191534541517
v1_common,SENT,8,-3.081662600009354
v1_common,XPIN,6,-3.064005844135619
v1_common,LUMIA,10,-3.061798152204359
v1_common,CHIP,5,-3.0456147643022993
v1_common,TRU,7,-3.0452084291960615
v1_common,CETUS,6,-3.0222543705592133
v1_common,ZEREBRO,10,-2.9933353929427993
v1_common,DYM,5,-2.9494387059064833
v1_common,AT,28,-2.9278829240404445
v1_common,AMZN,5,-2.896352488899544
v1_common,RIVER,11,-2.868459178105301
v1_common,HEMI,6,-2.8651489135690147
v1_common,1000CAT,5,-2.8226590586248053
v1_common,ROSE,9,-2.7957765705392243
v1_common,PRL,7,-2.7738239562582203
v1_common,VIDT,3,-2.7506272836016388
v1_common,YGG,24,-2.717777446981431
v1_common,NOT,18,-2.7029546754068496
v1_common,BOB,5,-2.7028682886097655
v1_common,ADA,21,-2.690063470227475
v1_common,CVC,7,-2.6644138882441806
v1_common,POWR,8,-2.6559855163189034
v1_common,FLNC,3,-2.6155065295815305
v1_common,FIS,6,-2.594329092020785
v1_common,ARPA,14,-2.5877967492676888
v1_common,OGN,8,-2.5758884345611914
v1_common,DOLO,4,-2.5586005359892257
v1_common,FORM,10,-2.536511902044831
v1_common,FLOCK,5,-2.531011718845366
v1_common,ORDER,6,-2.51385541755883
v1_common,BROCCOLI714,8,-2.510326352613332
v1_common,STAR,5,-2.504270745295927
v1_common,MANTA,4,-2.4470856532809346
v1_common,VOXEL,4,-2.434917296352868
v1_common,BOT,3,-2.423627360680031
v1_common,WET,3,-2.422094576918341
v1_common,NXPC,5,-2.4057630274791117
v1_common,FLUID,8,-2.3946395779193437
v1_common,META,2,-2.351622834226547
v1_common,KNC,5,-2.3196972691075946
v1_common,AVAAI,7,-2.306949784632457
v1_common,ILV,8,-2.30645829200413
v1_common,ASTER,15,-2.2488727005675684
v1_common,CROSS,12,-2.2476776469148554
v1_common,ORDI,26,-2.2344221759613307
v1_common,XBI,2,-2.2148188859591293
v1_common,MEGA,2,-2.2009210876269667
v1_common,MANA,19,-2.1849667953495557
v1_common,LEVER,3,-2.1742361358618743
v1_common,SIMO,2,-2.1448135986635997
v1_common,YALA,3,-2.1372094049675363
v1_common,DATAIP,2,-2.136426441631502
v1_common,EWZ,2,-2.135595238095237
v1_common,MMT,5,-2.1265956167289524
v1_common,SKATE,6,-2.12594626176715
v1_common,NES,2,-2.122024227234757
v1_common,OXT,2,-2.1217953152111053
v1_common,NVDA,2,-2.1158023781473476
v1_common,NG,2,-2.11296678182302
v1_common,KLAC,2,-2.092846669102424
v1_common,UB,2,-2.091257110222729
v1_common,CARV,2,-2.07579657107972
v1_common,BAND,2,-2.0757428571428567
v1_common,ZHIPU,2,-2.068605584979203
v1_common,PHB,2,-2.0620389770723104
v1_common,OFC,2,-2.0585212698148765
v1_common,PORT3,2,-2.0564951338199515
v1_common,ZEST,2,-2.0556980162694454
v1_common,ARX,2,-2.054541414141413
v1_common,DF,2,-2.052767641253392
v1_common,GWEI,2,-2.051156982645302
v1_common,REZ,17,-2.049621317636342
v1_common,BILL,2,-2.04885359085359
v1_common,UP,2,-2.0464170195782794
v1_common,ALPACA,2,-2.0373709763984484
v1_common,SLX,2,-2.030799022930598
v1_common,DKNG,3,-2.029197882999356
v1_common,KO,2,-1.9860996491228242
v1_common,BAT,23,-1.9796470270948952
v1_common,ORBS,2,-1.969618164685353
v1_common,ZETA,17,-1.9313462186672985
v1_common,SSV,14,-1.9133455169559979
v1_common,LINA,2,-1.8954650419793435
v1_common,MILK,2,-1.8953411309523844
v1_common,JOE,5,-1.8899480886198303
v1_common,MKR,2,-1.8812902189216816
v1_common,AVAX,18,-1.8503757378721275
v1_common,SONY,2,-1.824143790849682
v1_common,RDDT,1,-1.8227594936709088
v1_common,RLC,3,-1.8167161413586412
v1_common,DAR,2,-1.8043969404186821
v1_common,1000CHEEMS,5,-1.7820176039963567
v1_common,QCOM,4,-1.7815768413624669
v1_common,COMMON,2,-1.7782072913439246
v1_common,HEI,9,-1.746049529251747
v1_common,COTI,6,-1.7456624080886336
v1_common,B3,3,-1.7033034911049365
v1_common,POPMART,2,-1.673702429149804
v1_common,C98,5,-1.651091649993629
v1_common,CRDO,2,-1.6354351953488873
v1_common,SKL,9,-1.6121416083032114
v1_common,NOK,3,-1.599875192119947
v1_common,GENIUS,6,-1.5907557123240028
v1_common,LOOM,2,-1.5689397810219008
v1_common,1INCH,6,-1.568345988898122
v1_common,AMD,3,-1.5579038365045
v1_common,IR,3,-1.5241985955211068
v1_common,OKB,5,-1.5211078662874844
v1_common,HOOD,4,-1.496110053258519
v1_common,ONDO,5,-1.4844201880079182
v1_common,SIREN,15,-1.483141964091776
v1_common,BNT,8,-1.4816327651460162
v1_common,1MBABYDOGE,10,-1.4772106513773293
v1_common,AIN,7,-1.4620903685285134
v1_common,XAUT,3,-1.458368711043486
v1_common,BROCCOLIF3B,4,-1.4504209313652232
v1_common,MORPHO,10,-1.429920057820751
v1_common,PROMPT,4,-1.3800752919007917
v1_common,BAKE,4,-1.3747587434770003
v1_common,CHZ,11,-1.3690846232826521
v1_common,TROY,2,-1.3544970507349454
v1_common,BASED,2,-1.3210985818342342
v1_common,BE,2,-1.3192377783976168
v1_common,TWLO,4,-1.3105188389997373
v1_common,AVNT,9,-1.2988925937676317
v1_common,MANTRA,3,-1.2926860591479028
v1_common,TSLA,3,-1.279280336417802
v1_common,UNI,23,-1.2784070738409525
v1_common,ENSO,12,-1.2476176068125397
v1_common,AGT,17,-1.196984459585531
v1_common,VRT,2,-1.1905917934696824
v1_common,CRM,1,-1.1885803571428517
v1_common,CRWD,1,-1.1729765258215934
v1_common,EDGEX,1,-1.1644242424242488
v1_common,ROK,1,-1.1524947735191655
v1_common,CTK,1,-1.1482777777777813
v1_common,0G,14,-1.141449476349999
v1_common,MYRO,6,-1.1328523826425518
v1_common,TER,1,-1.1146226138032294
v1_common,WEN,1,-1.1129220779220768
v1_common,CBRS,2,-1.1036355900891925
v1_common,ZKJ,1,-1.1005042016806732
v1_common,OPN,4,-1.0985820419113748
v1_common,CSCO,1,-1.093325102880658
v1_common,XPD,3,-1.0885975309396239
v1_common,ASML,1,-1.0881433708942725
v1_common,UNH,1,-1.0869113680154106
v1_common,ADBE,1,-1.0805166402535673
v1_common,AERO,1,-1.0742297297297276
v1_common,SMH,1,-1.0706662515566632
v1_common,GRIFFAIN,5,-1.069033312606206
v1_common,HBAR,14,-1.0649596779634194
v1_common,SKHYNIX,1,-1.063218425715008
v1_common,AAOI,1,-1.0618187702265376
v1_common,OMG,1,-1.0574315789473696
v1_common,UNITREE,1,-1.0572302839116705
v1_common,CTR,1,-1.0552524590163936
v1_common,POET,1,-1.0544548104956264
v1_common,SKHY,1,-1.0495447647951448
v1_common,VELODROME,4,-1.0489847162853685
v1_common,TSEM,1,-1.0421258851298187
v1_common,SOXS,1,-1.0395652173913044
v1_common,AEON,1,-1.0320338028169018
v1_common,AMB,1,-1.031474912485414
v1_common,PERP,1,-1.0289700000000006
v1_common,BP,1,-1.026715789473685
v1_common,MON,1,-1.023825242718447
v1_common,BNX,1,-1.0231444759206805
v1_common,VELO,1,-1.0224984802431607
v1_common,ACX,1,-1.0211655530809205
v1_common,BAL,1,-1.0211560693641617
v1_common,AIGENSYN,1,-1.020029850746269
v1_common,WDC,1,-1.018285422343324
v1_common,REEF,1,-1.010793610223642
v1_common,SOPH,13,-0.9941752189219448
v1_common,GUA,6,-0.983838354765342
v1_common,ALT,3,-0.9833499282255422
v1_common,CHR,7,-0.9759532161208009
v1_common,US,4,-0.9749730602142815
v1_common,TAC,8,-0.9663850688526483
v1_common,CGNX,2,-0.9559808748660263
v1_common,PUMP,10,-0.9503687103463305
v1_common,GT,1,-0.9325149190110824
v1_common,FARTCOIN,12,-0.9280481383561208
v1_common,TREE,1,-0.920981526243094
v1_common,SHLD,2,-0.910562108893803
v1_common,TAG,7,-0.8726499833128867
v1_common,TURBO,19,-0.8634664365117563
v1_common,1000WHY,8,-0.8611021696196037
v1_common,QUICK,4,-0.8466513604152321
v1_common,ALCH,4,-0.8354752506559404
v1_common,ATA,1,-0.831884057971016
v1_common,SKR,1,-0.8304839527027027
v1_common,MRVL,3,-0.7936277532585374
v1_common,NAORIS,9,-0.7808887734584697
v1_common,PIXEL,6,-0.7761212373943261
v1_common,OP,11,-0.7606892405971644
v1_common,WAL,5,-0.760579611008571
v1_common,CELO,3,-0.7440889423513242
v1_common,PENDLE,3,-0.7431159552582183
v1_common,FIO,4,-0.7290703076818974
v1_common,AR,13,-0.7217338313116577
v1_common,MBABYDOGE,1,-0.71038620299689
v1_common,ALL,1,-0.704262773722629
v1_common,NEWT,1,-0.6663999999999994
v1_common,KOMA,15,-0.6493165635286651
v1_common,AIOT,7,-0.6266591661251635
v1_common,CAKE,8,-0.6242431497881359
v1_common,EWT,1,-0.5973626373626374
v1_common,XAN,6,-0.5271148094320985
v1_common,RUNE,7,-0.5001334597253516
v1_common,EDEN,14,-0.4699490861858433
v1_common,GLW,2,-0.4657110014010739
v1_common,IBM,2,-0.4569892063492066
v1_common,LRCX,1,-0.4114601510067108
v1_common,AVGO,1,-0.3914830841856811
v1_common,GIGGLE,17,-0.3764195656181759
v1_common,ARC,13,-0.36462677062731674
v1_common,KITE,9,-0.3490641130217249
v1_common,IDOL,8,-0.34603092448475103
v1_common,STEEM,6,-0.3438974325560238
v1_common,CORE,7,-0.3371750265170681
v1_common,KERNEL,3,-0.3195465101738193
v1_common,XCU,2,-0.22023214285705073
v1_common,HYPE,2,-0.21270936216780634
v1_common,MYX,14,-0.20794871306305773
v1_common,ALAB,2,-0.20639802919953953
v1_common,USUAL,6,-0.1807549432773523
v1_common,FUN,4,-0.17824794946743994
v1_common,EWY,1,-0.1758267716535414
v1_common,TQQQ,2,-0.17156992214447353
v1_common,SUI,20,-0.151371617331922
v1_common,YFI,8,-0.1344930522183243
v1_common,CLANKER,4,-0.11287995951416918
v1_common,SQQQ,1,-0.1013134328358127
v1_common,TOWNS,9,-0.0835825616044561
v1_common,ESPORTS,7,-0.08209256158724942
v1_common,ZEN,14,-0.07040277382813409
v1_common,SAMSUNG,1,-0.0632921810699589
v1_common,EPT,6,-0.04315780043400175
v1_common,1000SATS,10,-0.0030691802314983807
v1_common,O,8,0.025201707391581785
v1_common,FWDI,2,0.026243974800386427
v1_common,ANKR,5,0.029431434339938
v1_common,PUFFER,1,0.0418396226415109
v1_common,LOKA,2,0.07593225999719766
v1_common,FHE,7,0.07905193970641955
v1_common,VANRY,6,0.1644312836855768
v1_common,1000BONK,10,0.16565484170321776
v1_common,ISRG,4,0.18766534052180817
v1_common,XAG,2,0.20706346147669885
v1_common,BSW,7,0.2151485983540331
v1_common,SPCX,2,0.2159994072756969
v1_common,BEAT,6,0.22335275403717958
v1_common,PROS,2,0.23021344140494449
v1_common,FXS,4,0.23863173808685256
v1_common,BMT,7,0.24796619816243304
v1_common,AZTEC,8,0.24900957424432435
v1_common,BLUAI,11,0.26627790285617525
v1_common,SOFTBANK,1,0.2713082191780829
v1_common,SUPER,6,0.284780335617711
v1_common,SLERF,3,0.33266144471566894
v1_common,OSCR,1,0.3334250000000006
v1_common,SOMI,9,0.3443551333096373
v1_common,PARTI,16,0.37254667072874237
v1_common,KAS,12,0.4158022746112269
v1_common,DENT,1,0.4177507598784226
v1_common,HMSTR,14,0.4556908359608925
v1_common,QQQ,2,0.4573015908817468
v1_common,RKLB,2,0.4623316450022408
v1_common,GOOGL,5,0.46763185703503374
v1_common,ARM,2,0.480679386593437
v1_common,MSTR,2,0.48525094442384664
v1_common,PUNDIX,8,0.4878761348376024
v1_common,FLY,1,0.4913761467889919
v1_common,FTM,1,0.5001518151815216
v1_common,INFQ,2,0.5552730416645617
v1_common,MTL,4,0.5821651683595646
v1_common,EUL,5,0.6235119484836653
v1_common,SPY,2,0.6286646095102837
v1_common,XLE,2,0.6294493632504494
v1_common,COIN,2,0.6907169217865475
v1_common,JCT,7,0.7224171653374998
v1_common,WCT,6,0.7319581459413561
v1_common,VTHO,7,0.7577636518101092
v1_common,TANSSI,2,0.7580539215686266
v1_common,PHAROS,1,0.7920597014925348
v1_common,SUN,6,0.8263965395016699
v1_common,OPEN,1,0.8449369369369372
v1_common,CELR,5,0.8615877572984956
v1_common,PURR,1,0.8703265306122453
v1_common,TAIKO,3,0.879786077891388
v1_common,FET,6,0.8962235007564725
v1_common,BARD,12,0.8972236748109287
v1_common,CUDIS,3,0.9326707712452287
v1_common,GME,4,0.9503776742581533
v1_common,PHA,9,0.9694092158338696
v1_common,DELL,1,0.9729943502824766
v1_common,HIGH,3,1.0137762058677153
v1_common,RIVN,3,1.0365835434173714
v1_common,JST,1,1.0721424802111064
v1_common,SAHARA,12,1.0974588674418928
v1_common,BAS,11,1.1104429857174085
v1_common,INTC,3,1.1116164710593397
v1_common,BLESS,6,1.1244326289069977
v1_common,ELSA,6,1.1580880935967108
v1_common,SFP,6,1.164320805395075
v1_common,MIRA,3,1.1765551396990697
v1_common,TNSR,8,1.229053477632691
v1_common,HFT,3,1.2353339298694423
v1_common,NOW,1,1.2867443037974666
v1_common,GOAT,5,1.2930704103207524
v1_common,OMNI,1,1.337412429378538
v1_common,RIF,4,1.3591916825102506
v1_common,牛来,2,1.4152726279501466
v1_common,URNM,2,1.424647135135135
v1_common,LLY,2,1.458800541342791
v1_common,OG,14,1.50510292909346
v1_common,COMP,15,1.5210111021850836
v1_common,ZRX,14,1.5406939276672067
v1_common,DRAM,2,1.5717175141242925
v1_common,PLAY,11,1.5753601076478165
v1_common,BSP,1,1.625440993788817
v1_common,JASMY,6,1.6979884944986565
v1_common,BOND,3,1.7328671656271657
v1_common,GHST,3,1.8670628506860563
v1_common,GTC,4,1.8792590934392406
v1_common,THETA,21,1.9194584830521828
v1_common,HANA,15,1.9540009645121588
v1_common,BMNR,3,1.9558805482301374
v1_common,LPT,17,1.979334713937506
v1_common,TRX,4,2.0017414767679256
v1_common,JNJ,1,2.0040273972602622
v1_common,FLUX,6,2.0322107311676065
v1_common,CLO,10,2.087316323176275
v1_common,RED,4,2.1407743017304592
v1_common,SCRT,7,2.210670162950921
v1_common,TSM,3,2.2878592012859986
v1_common,GRASS,18,2.298353868507479
v1_common,1000LUNC,14,2.384055569385173
v1_common,GPS,25,2.401232112786536
v1_common,MU,1,2.4051384909264595
v1_common,ESP,5,2.424666968374688
v1_common,SOL,31,2.4456731564750447
v1_common,RSR,19,2.473316564919997
