i,stem,symbol,tip_idx,tip_time,max_conf,n_boxes,tip_spread,right_p50,owner_keep,owner_note,image
149,XLM_USDT_SWAP_021179,XLM_USDT_SWAP,21179,2026-01-09 06:45:00+00:00,0.4095,2,0.004044,0.9966,drop,,images/train/XLM_USDT_SWAP_021179.png
150,0G_USDT_SWAP_017619,0G_USDT_SWAP,17619,2026-03-24 23:15:00+00:00,0.5832,1,0.00405,0.9973,,,images/train/0G_USDT_SWAP_017619.png
151,ICX_USDT_SWAP_022819,ICX_USDT_SWAP,22819,2026-01-27 08:45:00+00:00,0.704,1,0.004051,0.9968,keep,,images/train/ICX_USDT_SWAP_022819.png
152,DOOD_USDT_SWAP_008199,DOOD_USDT_SWAP,8199,2025-08-28 00:45:00+00:00,0.7119,1,0.004057,0.9962,drop,,images/train/DOOD_USDT_SWAP_008199.png
153,1INCH_USDT_SWAP_021319,1INCH_USDT_SWAP,21319,2026-01-11 15:00:00+00:00,0.601,1,0.004062,0.9971,,,images/train/1INCH_USDT_SWAP_021319.png
154,AXS_USDT_SWAP_013179,AXS_USDT_SWAP,13179,2025-10-18 20:45:00+00:00,0.3258,1,0.004084,0.9975,,,images/train/AXS_USDT_SWAP_013179.png
155,ONE_USDT_SWAP_008859,ONE_USDT_SWAP,8859,2025-09-03 23:30:00+00:00,0.6304,1,0.004101,0.9974,,,images/train/ONE_USDT_SWAP_008859.png
156,SENT_USDT_SWAP_009139,SENT_USDT_SWAP,9139,2026-02-17 19:45:00+00:00,0.6339,1,0.004101,0.9969,,,images/train/SENT_USDT_SWAP_009139.png
157,ARB_USDT_SWAP_008839,ARB_USDT_SWAP,8839,2025-09-02 16:30:00+00:00,0.5329,1,0.004104,0.9994,,,images/train/ARB_USDT_SWAP_008839.png
158,RAVE_USDT_SWAP_010639,RAVE_USDT_SWAP,10639,2026-04-05 03:45:00+00:00,0.3232,1,0.00411,0.9977,,,images/train/RAVE_USDT_SWAP_010639.png
159,ARKM_USDT_SWAP_008539,ARKM_USDT_SWAP,8539,2025-08-31 12:30:00+00:00,0.6857,1,0.004111,0.9973,keep,,images/train/ARKM_USDT_SWAP_008539.png
160,TRB_USDT_SWAP_018579,TRB_USDT_SWAP,18579,2025-12-14 06:15:00+00:00,0.824,1,0.004114,0.9976,,,images/train/TRB_USDT_SWAP_018579.png
161,LAYER_USDT_SWAP_008479,LAYER_USDT_SWAP,8479,2025-08-30 23:45:00+00:00,0.5379,1,0.004115,0.9978,keep,,images/train/LAYER_USDT_SWAP_008479.png
162,ZIL_USDT_SWAP_027939,ZIL_USDT_SWAP,27939,2026-03-21 18:45:00+00:00,0.694,1,0.004121,0.9977,,,images/train/ZIL_USDT_SWAP_027939.png
163,ZKP_USDT_SWAP_008259,ZKP_USDT_SWAP,8259,2026-04-03 14:30:00+00:00,0.7772,1,0.004126,0.9963,,,images/train/ZKP_USDT_SWAP_008259.png
164,MMT_USDT_SWAP_006539,MMT_USDT_SWAP,6539,2026-01-11 15:15:00+00:00,0.6594,1,0.00413,0.9979,keep,,images/train/MMT_USDT_SWAP_006539.png
165,MMT_USDT_SWAP_006439,MMT_USDT_SWAP,6439,2026-01-10 14:15:00+00:00,0.4726,1,0.004135,0.998,keep,,images/train/MMT_USDT_SWAP_006439.png
166,ARKM_USDT_SWAP_026279,ARKM_USDT_SWAP,26279,2026-03-04 07:30:00+00:00,0.3175,1,0.004156,0.9973,,,images/train/ARKM_USDT_SWAP_026279.png
167,MORPHO_USDT_SWAP_031319,MORPHO_USDT_SWAP,31319,2026-04-25 22:15:00+00:00,0.4679,1,0.004157,0.9974,,,images/train/MORPHO_USDT_SWAP_031319.png
168,OL_USDT_SWAP_010639,OL_USDT_SWAP,10639,2026-02-17 06:00:00+00:00,0.6813,1,0.004158,0.9982,drop,,images/train/OL_USDT_SWAP_010639.png
169,CRWV_USDT_SWAP_000979,CRWV_USDT_SWAP,979,2026-04-20 16:45:00+00:00,0.3088,1,0.004163,0.9984,drop,,images/train/CRWV_USDT_SWAP_000979.png
170,AIXBT_USDT_SWAP_005179,AIXBT_USDT_SWAP,5179,2025-07-27 12:15:00+00:00,0.3123,1,0.004167,0.9988,drop,,images/train/AIXBT_USDT_SWAP_005179.png
171,AGLD_USDT_SWAP_029279,AGLD_USDT_SWAP,29279,2026-04-04 13:15:00+00:00,0.7803,1,0.004169,0.9977,skip,,images/train/AGLD_USDT_SWAP_029279.png
172,ACU_USDT_SWAP_004779,ACU_USDT_SWAP,4779,2026-03-14 01:45:00+00:00,0.5019,1,0.004176,0.9985,,,images/train/ACU_USDT_SWAP_004779.png
173,AVAX_USDT_SWAP_015999,AVAX_USDT_SWAP,15999,2025-11-16 06:30:00+00:00,0.3204,1,0.0042,0.9967,,,images/train/AVAX_USDT_SWAP_015999.png
174,LINK_USDT_SWAP_027699,LINK_USDT_SWAP,27699,2026-03-18 04:15:00+00:00,0.5703,1,0.004211,0.9972,,,images/train/LINK_USDT_SWAP_027699.png
175,SNX_USDT_SWAP_002339,SNX_USDT_SWAP,2339,2025-06-28 02:00:00+00:00,0.3958,1,0.004212,0.997,,,images/train/SNX_USDT_SWAP_002339.png
176,XTZ_USDT_SWAP_010519,XTZ_USDT_SWAP,10519,2025-09-21 07:45:00+00:00,0.5395,1,0.004213,0.9973,,,images/train/XTZ_USDT_SWAP_010519.png
177,SEI_USDT_SWAP_003499,SEI_USDT_SWAP,3499,2025-12-20 18:15:00+00:00,0.605,1,0.00422,0.9962,drop,,images/train/SEI_USDT_SWAP_003499.png
178,SHIB_USDT_SWAP_021219,SHIB_USDT_SWAP,21219,2026-01-09 16:30:00+00:00,0.5789,1,0.004227,0.9969,,,images/train/SHIB_USDT_SWAP_021219.png
179,RSR_USDT_SWAP_016699,RSR_USDT_SWAP,16699,2025-11-24 16:00:00+00:00,0.5989,1,0.004229,0.9989,,,images/train/RSR_USDT_SWAP_016699.png
180,PEPE_USDT_SWAP_014559,PEPE_USDT_SWAP,14559,2025-11-01 07:30:00+00:00,0.3735,1,0.004239,0.9978,drop,,images/train/PEPE_USDT_SWAP_014559.png
181,MOODENG_USDT_SWAP_006339,MOODENG_USDT_SWAP,6339,2025-08-08 17:15:00+00:00,0.5391,1,0.004243,0.9976,,,images/train/MOODENG_USDT_SWAP_006339.png
182,BICO_USDT_SWAP_016439,BICO_USDT_SWAP,16439,2025-11-21 20:00:00+00:00,0.508,2,0.004244,0.997,drop,,images/train/BICO_USDT_SWAP_016439.png
183,S_USDT_SWAP_021859,S_USDT_SWAP,21859,2026-01-17 10:00:00+00:00,0.4073,1,0.004248,0.9972,,,images/train/S_USDT_SWAP_021859.png
184,FLOKI_USDT_SWAP_013699,FLOKI_USDT_SWAP,13699,2025-10-24 08:15:00+00:00,0.6096,1,0.00426,0.997,drop,,images/train/FLOKI_USDT_SWAP_013699.png
185,NG_USDT_SWAP_002879,NG_USDT_SWAP,2879,2026-04-09 08:45:00+00:00,0.5501,1,0.004261,0.9973,,,images/train/NG_USDT_SWAP_002879.png
186,XPT_USDT_SWAP_002579,XPT_USDT_SWAP,2579,2026-03-01 03:15:00+00:00,0.5964,1,0.004278,0.9969,,,images/train/XPT_USDT_SWAP_002579.png
187,SKY_USDT_SWAP_020679,SKY_USDT_SWAP,20679,2026-04-14 21:15:00+00:00,0.6699,1,0.004279,0.9963,,,images/train/SKY_USDT_SWAP_020679.png
188,AUCTION_USDT_SWAP_025819,AUCTION_USDT_SWAP,25819,2026-02-27 12:45:00+00:00,0.8871,1,0.004291,0.9969,drop,,images/train/AUCTION_USDT_SWAP_025819.png
189,CFX_USDT_SWAP_002419,CFX_USDT_SWAP,2419,2025-06-27 19:45:00+00:00,0.6281,1,0.004292,0.9997,drop,,images/train/CFX_USDT_SWAP_002419.png
190,MUBARAK_USDT_SWAP_024279,MUBARAK_USDT_SWAP,24279,2026-02-11 14:15:00+00:00,0.4712,1,0.004298,0.9975,,,images/train/MUBARAK_USDT_SWAP_024279.png
191,ADA_USDT_SWAP_007939,ADA_USDT_SWAP,7939,2025-08-24 07:30:00+00:00,0.5491,1,0.004315,0.9977,,,images/train/ADA_USDT_SWAP_007939.png
192,OP_USDT_SWAP_001219,OP_USDT_SWAP,1219,2025-06-15 08:15:00+00:00,0.5259,1,0.004334,0.9973,keep,,images/train/OP_USDT_SWAP_001219.png
193,JELLYJELLY_USDT_SWAP_022819,JELLYJELLY_USDT_SWAP,22819,2026-01-27 08:45:00+00:00,0.6121,2,0.004334,0.9972,drop,,images/train/JELLYJELLY_USDT_SWAP_022819.png
194,MERL_USDT_SWAP_002619,MERL_USDT_SWAP,2619,2025-06-30 23:15:00+00:00,0.7396,1,0.004346,0.9967,,,images/train/MERL_USDT_SWAP_002619.png
195,MON_USDT_SWAP_010099,MON_USDT_SWAP,10099,2026-01-23 12:45:00+00:00,0.3608,1,0.004352,0.9971,,,images/train/MON_USDT_SWAP_010099.png
196,GMX_USDT_SWAP_015919,GMX_USDT_SWAP,15919,2025-11-16 11:30:00+00:00,0.4099,1,0.004356,0.9967,keep,,images/train/GMX_USDT_SWAP_015919.png
197,F_USDT_SWAP_004119,F_USDT_SWAP,4119,2025-12-07 05:45:00+00:00,0.6107,1,0.004361,0.9975,,,images/train/F_USDT_SWAP_004119.png
198,KITE_USDT_SWAP_002339,KITE_USDT_SWAP,2339,2026-05-03 11:45:00+00:00,0.6934,1,0.004365,0.9972,,,images/train/KITE_USDT_SWAP_002339.png
199,SKY_USDT_SWAP_012379,SKY_USDT_SWAP,12379,2026-01-18 10:15:00+00:00,0.5466,1,0.004368,0.9973,,,images/train/SKY_USDT_SWAP_012379.png
200,CHZ_USDT_SWAP_028339,CHZ_USDT_SWAP,28339,2026-03-24 19:45:00+00:00,0.4843,1,0.004369,0.9983,drop,,images/train/CHZ_USDT_SWAP_028339.png
201,METIS_USDT_SWAP_008799,METIS_USDT_SWAP,8799,2025-09-03 08:15:00+00:00,0.6509,1,0.004374,0.9983,,,images/train/METIS_USDT_SWAP_008799.png
202,FLOKI_USDT_SWAP_011379,FLOKI_USDT_SWAP,11379,2025-09-30 04:15:00+00:00,0.4221,1,0.004375,0.9999,keep,,images/train/FLOKI_USDT_SWAP_011379.png
203,NEO_USDT_SWAP_015879,NEO_USDT_SWAP,15879,2025-11-16 02:15:00+00:00,0.7397,1,0.004385,0.9972,,,images/train/NEO_USDT_SWAP_015879.png
204,NG_USDT_SWAP_001879,NG_USDT_SWAP,1879,2026-03-29 22:45:00+00:00,0.7619,1,0.004386,0.9966,,,images/train/NG_USDT_SWAP_001879.png
205,MERL_USDT_SWAP_000379,MERL_USDT_SWAP,379,2025-06-07 15:15:00+00:00,0.4188,1,0.004401,0.9984,keep,,images/train/MERL_USDT_SWAP_000379.png
206,AVNT_USDT_SWAP_019099,AVNT_USDT_SWAP,19099,2026-04-09 14:15:00+00:00,0.6671,1,0.004432,0.9977,,,images/train/AVNT_USDT_SWAP_019099.png
207,CELO_USDT_SWAP_019239,CELO_USDT_SWAP,19239,2025-12-21 00:30:00+00:00,0.4791,1,0.004433,0.9965,skip,,images/train/CELO_USDT_SWAP_019239.png
208,A_USDT_SWAP_001619,A_USDT_SWAP,1619,2025-06-20 10:00:00+00:00,0.5683,1,0.004448,0.9988,keep,,images/train/A_USDT_SWAP_001619.png
209,NEO_USDT_SWAP_024819,NEO_USDT_SWAP,24819,2026-02-17 05:15:00+00:00,0.6592,1,0.004452,0.9975,,,images/train/NEO_USDT_SWAP_024819.png
210,XLM_USDT_SWAP_014619,XLM_USDT_SWAP,14619,2025-11-01 22:45:00+00:00,0.6803,1,0.00446,0.9978,,,images/train/XLM_USDT_SWAP_014619.png
211,STX_USDT_SWAP_026239,STX_USDT_SWAP,26239,2026-03-04 01:15:00+00:00,0.6952,1,0.00446,0.9988,drop,,images/train/STX_USDT_SWAP_026239.png
212,TRUST_USDT_SWAP_016039,TRUST_USDT_SWAP,16039,2026-04-21 13:15:00+00:00,0.675,1,0.004461,0.9972,,,images/train/TRUST_USDT_SWAP_016039.png
213,MEME_USDT_SWAP_014579,MEME_USDT_SWAP,14579,2025-11-02 13:15:00+00:00,0.7238,1,0.004462,0.9962,keep,,images/train/MEME_USDT_SWAP_014579.png
214,MMT_USDT_SWAP_008199,MMT_USDT_SWAP,8199,2026-01-28 22:15:00+00:00,0.4631,1,0.00448,0.9978,,,images/train/MMT_USDT_SWAP_008199.png
215,CFX_USDT_SWAP_001659,CFX_USDT_SWAP,1659,2025-06-19 21:45:00+00:00,0.5448,2,0.004483,0.996,drop,,images/train/CFX_USDT_SWAP_001659.png
216,KMNO_USDT_SWAP_026099,KMNO_USDT_SWAP,26099,2026-03-02 12:45:00+00:00,0.4545,1,0.004486,0.9975,,,images/train/KMNO_USDT_SWAP_026099.png
217,ME_USDT_SWAP_008479,ME_USDT_SWAP,8479,2025-08-31 00:00:00+00:00,0.4339,1,0.004494,0.9967,,,images/train/ME_USDT_SWAP_008479.png
218,EDGE_USDT_SWAP_003079,EDGE_USDT_SWAP,3079,2026-05-03 15:15:00+00:00,0.4823,1,0.004507,0.9994,drop,,images/train/EDGE_USDT_SWAP_003079.png
219,LUNA_USDT_SWAP_009499,LUNA_USDT_SWAP,9499,2025-09-10 15:00:00+00:00,0.3059,1,0.004511,0.9966,,,images/train/LUNA_USDT_SWAP_009499.png
220,TRB_USDT_SWAP_023479,TRB_USDT_SWAP,23479,2026-02-03 07:15:00+00:00,0.7047,1,0.004516,0.9971,,,images/train/TRB_USDT_SWAP_023479.png
221,JUP_USDT_SWAP_022359,JUP_USDT_SWAP,22359,2026-01-22 13:45:00+00:00,0.6395,1,0.004518,0.9979,keep,,images/train/JUP_USDT_SWAP_022359.png
222,UNI_USDT_SWAP_028339,UNI_USDT_SWAP,28339,2026-03-24 20:30:00+00:00,0.5824,1,0.004518,0.997,drop,,images/train/UNI_USDT_SWAP_028339.png
223,PIEVERSE_USDT_SWAP_009499,PIEVERSE_USDT_SWAP,9499,2026-02-23 02:15:00+00:00,0.6112,1,0.004521,0.9953,,,images/train/PIEVERSE_USDT_SWAP_009499.png
224,DYDX_USDT_SWAP_009159,DYDX_USDT_SWAP,9159,2025-09-07 00:45:00+00:00,0.4804,1,0.004525,0.9969,,,images/train/DYDX_USDT_SWAP_009159.png
225,SAPIEN_USDT_SWAP_006899,SAPIEN_USDT_SWAP,6899,2026-01-17 08:30:00+00:00,0.697,1,0.004529,0.9967,,,images/train/SAPIEN_USDT_SWAP_006899.png
226,HUMA_USDT_SWAP_018099,HUMA_USDT_SWAP,18099,2025-12-09 04:45:00+00:00,0.5942,1,0.004529,0.9972,,,images/train/HUMA_USDT_SWAP_018099.png
227,ICP_USDT_SWAP_026279,ICP_USDT_SWAP,26279,2026-03-03 09:00:00+00:00,0.5263,1,0.004537,0.9985,,,images/train/ICP_USDT_SWAP_026279.png
228,MOVE_USDT_SWAP_013759,MOVE_USDT_SWAP,13759,2025-10-25 00:15:00+00:00,0.3706,2,0.004552,0.9985,,,images/train/MOVE_USDT_SWAP_013759.png
229,DOOD_USDT_SWAP_030899,DOOD_USDT_SWAP,30899,2026-04-21 11:45:00+00:00,0.4151,1,0.004552,0.9968,,,images/train/DOOD_USDT_SWAP_030899.png
230,W_USDT_SWAP_027159,W_USDT_SWAP,27159,2026-03-13 15:30:00+00:00,0.6255,2,0.004557,0.997,,,images/train/W_USDT_SWAP_027159.png
231,GAS_USDT_SWAP_015399,GAS_USDT_SWAP,15399,2025-11-11 01:15:00+00:00,0.5215,1,0.004558,0.9979,,,images/train/GAS_USDT_SWAP_015399.png
232,VANA_USDT_SWAP_007379,VANA_USDT_SWAP,7379,2025-08-19 14:30:00+00:00,0.5656,2,0.004562,0.997,keep,,images/train/VANA_USDT_SWAP_007379.png
233,LINEA_USDT_SWAP_022519,LINEA_USDT_SWAP,22519,2026-04-24 03:45:00+00:00,0.6395,1,0.004563,0.998,,,images/train/LINEA_USDT_SWAP_022519.png
234,GAS_USDT_SWAP_016659,GAS_USDT_SWAP,16659,2025-11-24 04:15:00+00:00,0.5728,1,0.004577,0.9986,drop,,images/train/GAS_USDT_SWAP_016659.png
235,GAS_USDT_SWAP_006599,GAS_USDT_SWAP,6599,2025-08-11 09:15:00+00:00,0.6454,1,0.004582,0.997,keep,,images/train/GAS_USDT_SWAP_006599.png
236,KAT_USDT_SWAP_003759,KAT_USDT_SWAP,3759,2026-04-10 15:15:00+00:00,0.6228,1,0.004589,0.9974,,,images/train/KAT_USDT_SWAP_003759.png
237,APE_USDT_SWAP_019339,APE_USDT_SWAP,19339,2025-12-21 01:30:00+00:00,0.5201,1,0.004591,0.9981,keep,,images/train/APE_USDT_SWAP_019339.png
238,NOT_USDT_SWAP_012359,NOT_USDT_SWAP,12359,2025-10-10 10:30:00+00:00,0.5772,1,0.004603,0.9971,,,images/train/NOT_USDT_SWAP_012359.png
239,LA_USDT_SWAP_025439,LA_USDT_SWAP,25439,2026-03-05 09:45:00+00:00,0.5386,1,0.004614,0.9971,drop,,images/train/LA_USDT_SWAP_025439.png
240,IOST_USDT_SWAP_008739,IOST_USDT_SWAP,8739,2025-09-02 16:45:00+00:00,0.567,1,0.004615,0.9982,,,images/train/IOST_USDT_SWAP_008739.png
241,WLFI_USDT_SWAP_008459,WLFI_USDT_SWAP,8459,2025-11-19 15:45:00+00:00,0.7177,1,0.004626,0.998,,,images/train/WLFI_USDT_SWAP_008459.png
242,COMP_USDT_SWAP_017039,COMP_USDT_SWAP,17039,2025-11-28 02:30:00+00:00,0.814,1,0.004629,0.9978,,,images/train/COMP_USDT_SWAP_017039.png
243,LIGHT_USDT_SWAP_007979,LIGHT_USDT_SWAP,7979,2026-03-09 10:45:00+00:00,0.3349,1,0.004635,0.9973,,,images/train/LIGHT_USDT_SWAP_007979.png
244,PI_USDT_SWAP_012959,PI_USDT_SWAP,12959,2025-10-15 15:30:00+00:00,0.7859,1,0.004645,0.9968,keep,,images/train/PI_USDT_SWAP_012959.png
245,ORDER_USDT_SWAP_008919,ORDER_USDT_SWAP,8919,2026-01-01 13:00:00+00:00,0.4381,1,0.004646,0.9975,,,images/train/ORDER_USDT_SWAP_008919.png
246,BZ_USDT_SWAP_000699,BZ_USDT_SWAP,699,2026-03-31 16:45:00+00:00,0.5511,1,0.004646,0.9976,drop,,images/train/BZ_USDT_SWAP_000699.png
247,ZIL_USDT_SWAP_018559,ZIL_USDT_SWAP,18559,2025-12-14 01:45:00+00:00,0.6519,1,0.004649,0.9975,,,images/train/ZIL_USDT_SWAP_018559.png
248,ASTER_USDT_SWAP_014899,ASTER_USDT_SWAP,14899,2026-02-24 09:45:00+00:00,0.5809,2,0.004653,0.9973,,,images/train/ASTER_USDT_SWAP_014899.png
249,CFX_USDT_SWAP_022959,CFX_USDT_SWAP,22959,2026-01-27 18:45:00+00:00,0.3126,1,0.004676,0.9995,,,images/train/CFX_USDT_SWAP_022959.png
250,BRETT_USDT_SWAP_008179,BRETT_USDT_SWAP,8179,2025-08-27 19:15:00+00:00,0.3832,2,0.004683,0.9972,drop,,images/train/BRETT_USDT_SWAP_008179.png
251,LRC_USDT_SWAP_005139,LRC_USDT_SWAP,5139,2025-07-27 05:00:00+00:00,0.7241,1,0.004683,0.9971,,,images/train/LRC_USDT_SWAP_005139.png
252,KITE_USDT_SWAP_002359,KITE_USDT_SWAP,2359,2026-05-03 16:45:00+00:00,0.5679,1,0.004688,0.9981,drop,,images/train/KITE_USDT_SWAP_002359.png
253,XTZ_USDT_SWAP_028839,XTZ_USDT_SWAP,28839,2026-03-31 03:45:00+00:00,0.7635,1,0.004691,0.9967,,,images/train/XTZ_USDT_SWAP_028839.png
254,BICO_USDT_SWAP_031059,BICO_USDT_SWAP,31059,2026-04-23 03:00:00+00:00,0.7369,1,0.004694,0.998,,,images/train/BICO_USDT_SWAP_031059.png
255,ARB_USDT_SWAP_019959,ARB_USDT_SWAP,19959,2025-12-27 12:30:00+00:00,0.5903,2,0.004708,0.9973,,,images/train/ARB_USDT_SWAP_019959.png
256,PENGU_USDT_SWAP_016019,PENGU_USDT_SWAP,16019,2025-11-16 12:15:00+00:00,0.8098,1,0.004708,0.9962,,,images/train/PENGU_USDT_SWAP_016019.png
257,UMA_USDT_SWAP_031779,UMA_USDT_SWAP,31779,2026-04-30 18:30:00+00:00,0.3722,2,0.004713,0.9974,,,images/train/UMA_USDT_SWAP_031779.png
258,ENA_USDT_SWAP_015079,ENA_USDT_SWAP,15079,2026-02-21 09:15:00+00:00,0.3067,1,0.004714,0.9977,,,images/train/ENA_USDT_SWAP_015079.png
259,ZKP_USDT_SWAP_001579,ZKP_USDT_SWAP,1579,2026-01-24 00:30:00+00:00,0.4219,1,0.004723,0.9987,,,images/train/ZKP_USDT_SWAP_001579.png
260,RSR_USDT_SWAP_000479,RSR_USDT_SWAP,479,2025-06-08 17:00:00+00:00,0.3553,1,0.004735,0.9972,,,images/train/RSR_USDT_SWAP_000479.png
261,A_USDT_SWAP_024159,A_USDT_SWAP,24159,2026-02-10 05:00:00+00:00,0.7542,1,0.004741,0.9964,,,images/train/A_USDT_SWAP_024159.png
262,FIL_USDT_SWAP_030419,FIL_USDT_SWAP,30419,2026-04-15 12:00:00+00:00,0.3337,1,0.004745,0.9972,,,images/train/FIL_USDT_SWAP_030419.png
263,TRUTH_USDT_SWAP_009719,TRUTH_USDT_SWAP,9719,2026-03-09 17:15:00+00:00,0.6572,1,0.004747,0.9966,,,images/train/TRUTH_USDT_SWAP_009719.png
264,APT_USDT_SWAP_002719,APT_USDT_SWAP,2719,2025-06-30 22:30:00+00:00,0.3312,1,0.004748,0.9983,drop,,images/train/APT_USDT_SWAP_002719.png
265,LINK_USDT_SWAP_021179,LINK_USDT_SWAP,21179,2026-01-09 06:15:00+00:00,0.416,1,0.004759,0.9969,drop,,images/train/LINK_USDT_SWAP_021179.png
266,AEVO_USDT_SWAP_022539,AEVO_USDT_SWAP,22539,2026-01-24 08:15:00+00:00,0.6653,1,0.004767,0.9968,,,images/train/AEVO_USDT_SWAP_022539.png
267,GAS_USDT_SWAP_016039,GAS_USDT_SWAP,16039,2025-11-17 17:15:00+00:00,0.488,1,0.004773,0.998,drop,,images/train/GAS_USDT_SWAP_016039.png
268,TIA_USDT_SWAP_008839,TIA_USDT_SWAP,8839,2025-09-02 17:30:00+00:00,0.51,1,0.004776,0.9968,,,images/train/TIA_USDT_SWAP_008839.png
269,ARB_USDT_SWAP_026499,ARB_USDT_SWAP,26499,2026-03-05 15:30:00+00:00,0.3741,1,0.00478,0.9997,,,images/train/ARB_USDT_SWAP_026499.png
270,APE_USDT_SWAP_027419,APE_USDT_SWAP,27419,2026-03-15 05:30:00+00:00,0.4927,1,0.004787,0.9977,drop,,images/train/APE_USDT_SWAP_027419.png
271,SOON_USDT_SWAP_009059,SOON_USDT_SWAP,9059,2025-09-06 02:00:00+00:00,0.4927,1,0.004788,0.997,,,images/train/SOON_USDT_SWAP_009059.png
272,DOOD_USDT_SWAP_001559,DOOD_USDT_SWAP,1559,2025-06-19 20:45:00+00:00,0.5144,1,0.00479,0.9963,,,images/train/DOOD_USDT_SWAP_001559.png
273,TAO_USDT_SWAP_005159,TAO_USDT_SWAP,5159,2025-07-27 11:15:00+00:00,0.5098,1,0.004794,0.9995,,,images/train/TAO_USDT_SWAP_005159.png
274,ATOM_USDT_SWAP_029339,ATOM_USDT_SWAP,29339,2026-04-04 05:30:00+00:00,0.7134,1,0.004796,0.997,,,images/train/ATOM_USDT_SWAP_029339.png
275,SPX_USDT_SWAP_024719,SPX_USDT_SWAP,24719,2026-03-31 16:45:00+00:00,0.6219,1,0.004802,0.9969,,,images/train/SPX_USDT_SWAP_024719.png
276,NEO_USDT_SWAP_014219,NEO_USDT_SWAP,14219,2025-10-29 19:15:00+00:00,0.4416,2,0.004803,0.9985,drop,,images/train/NEO_USDT_SWAP_014219.png
277,ORDI_USDT_SWAP_010959,ORDI_USDT_SWAP,10959,2025-09-24 19:15:00+00:00,0.4691,1,0.004812,0.9974,,,images/train/ORDI_USDT_SWAP_010959.png
278,APT_USDT_SWAP_004339,APT_USDT_SWAP,4339,2025-07-17 19:30:00+00:00,0.3973,1,0.004813,0.9967,drop,,images/train/APT_USDT_SWAP_004339.png
279,XTZ_USDT_SWAP_028279,XTZ_USDT_SWAP,28279,2026-03-25 07:45:00+00:00,0.7934,1,0.004815,0.9968,,,images/train/XTZ_USDT_SWAP_028279.png
280,LIGHT_USDT_SWAP_010619,LIGHT_USDT_SWAP,10619,2026-04-05 22:45:00+00:00,0.7024,1,0.004821,0.9989,,,images/train/LIGHT_USDT_SWAP_010619.png
281,PIEVERSE_USDT_SWAP_012659,PIEVERSE_USDT_SWAP,12659,2026-03-28 00:15:00+00:00,0.8119,1,0.004826,0.9963,,,images/train/PIEVERSE_USDT_SWAP_012659.png
282,DOGE_USDT_SWAP_002439,DOGE_USDT_SWAP,2439,2025-06-28 00:45:00+00:00,0.6083,1,0.004826,0.9968,,,images/train/DOGE_USDT_SWAP_002439.png
283,ETH_USDT_SWAP_017239,ETH_USDT_SWAP,17239,2025-11-28 02:30:00+00:00,0.6354,1,0.00484,0.9972,,,images/train/ETH_USDT_SWAP_017239.png
284,NIGHT_USDT_SWAP_013519,NIGHT_USDT_SWAP,13519,2026-04-29 07:15:00+00:00,0.703,1,0.004842,0.9972,keep,,images/train/NIGHT_USDT_SWAP_013519.png
285,CRV_USDT_SWAP_028779,CRV_USDT_SWAP,28779,2026-03-29 09:45:00+00:00,0.5271,1,0.004844,0.9975,,,images/train/CRV_USDT_SWAP_028779.png
286,IOST_USDT_SWAP_018899,IOST_USDT_SWAP,18899,2025-12-17 12:45:00+00:00,0.3756,1,0.00485,0.9965,drop,,images/train/IOST_USDT_SWAP_018899.png
287,XPT_USDT_SWAP_005819,XPT_USDT_SWAP,5819,2026-04-03 21:15:00+00:00,0.5958,1,0.004864,0.997,,,images/train/XPT_USDT_SWAP_005819.png
288,RESOLV_USDT_SWAP_024979,RESOLV_USDT_SWAP,24979,2026-02-25 19:15:00+00:00,0.4546,1,0.004867,0.9977,,,images/train/RESOLV_USDT_SWAP_024979.png
289,ZORA_USDT_SWAP_014439,ZORA_USDT_SWAP,14439,2026-03-09 21:15:00+00:00,0.677,1,0.004876,0.998,,,images/train/ZORA_USDT_SWAP_014439.png
290,MMT_USDT_SWAP_006399,MMT_USDT_SWAP,6399,2026-01-10 04:15:00+00:00,0.6857,1,0.004908,0.9969,,,images/train/MMT_USDT_SWAP_006399.png
291,ATOM_USDT_SWAP_018239,ATOM_USDT_SWAP,18239,2025-12-09 14:30:00+00:00,0.5144,2,0.004908,0.9974,keep,,images/train/ATOM_USDT_SWAP_018239.png
292,BARD_USDT_SWAP_019879,BARD_USDT_SWAP,19879,2026-04-13 13:45:00+00:00,0.6771,1,0.00491,0.9984,drop,,images/train/BARD_USDT_SWAP_019879.png
293,BRETT_USDT_SWAP_019779,BRETT_USDT_SWAP,19779,2025-12-26 15:15:00+00:00,0.7103,1,0.004911,0.9982,,,images/train/BRETT_USDT_SWAP_019779.png
294,BARD_USDT_SWAP_017299,BARD_USDT_SWAP,17299,2026-03-17 16:45:00+00:00,0.3717,1,0.004915,0.9969,drop,,images/train/BARD_USDT_SWAP_017299.png
295,GMX_USDT_SWAP_019199,GMX_USDT_SWAP,19199,2025-12-20 15:30:00+00:00,0.6631,1,0.00492,0.9966,,,images/train/GMX_USDT_SWAP_019199.png
296,FLOW_USDT_SWAP_026439,FLOW_USDT_SWAP,26439,2026-03-06 01:15:00+00:00,0.3684,1,0.004922,0.992,,,images/train/FLOW_USDT_SWAP_026439.png
