period,arm,session,cash,n_candidates,n_accepted,n_natural,n_blocked,n_capacity_rejected,n_profit,n_net_be,n_other_zero,n_net_loss,n_strict_positive,n_full_initial_stop,n_tp,max_net_loss_streak,max_initial_stop_streak,max_gross_loss_streak,max_unrecovered_loss_events,max_risk,max_attempted_risk,max_effective_leverage,max_realized_drawdown,recovered_cycles,n_boundary,boundary_pnl,natural_net_r,natural_gross_r,positive_cash,negative_cash,halt_reason,halt_time,halt_risk,halt_equity,initial_balance,final_balance,residual_debt,profit,profit_rate,be_rate,loss_rate,mean_net_r,mean_gross_r,cash_pf
validation,next_bar,new_york,double,139,14,14,0,10,0,5,0,9,5,6,0,4,3,3,9,256.0,512.0,9.126609853509498,0.5296797139656777,0,0,0.0,-7.646612794190996,-4.3460986565663555,0.010788608529423982,-529.6905025742071,price_risk_exceeds_cash,2025-03-07 13:33:00+00:00,512.0,470.32028603432224,1000.0,470.32028603432224,529.6797139656778,-529.6797139656778,0.0,0.35714285714285715,0.6428571428571429,-0.5461866281564997,-0.31043561832616823,2.0367759053623108e-05
validation,next_bar,union,fixed1,342,327,327,15,0,24,77,0,226,99,95,24,22,4,6,226,1.0,1.0,1.3933712152227846,0.15241020796631566,0,0,0.0,-152.4081380973196,2.3863320626624294,24.04537087372705,-176.45350897104709,,,,,1000.0,847.59186190268,152.40813809732003,-152.40813809732003,0.07339449541284404,0.23547400611620795,0.691131498470948,-0.46607993301932604,0.007297651567775013,0.13627029019679326
validation,next_bar,union,double,342,22,22,0,320,1,7,0,14,8,8,1,4,2,2,9,256.0,512.0,7.219721415264342,0.4839867753174748,1,0,0.0,-10.818704090680791,-2.6529279184770247,32.02687860067272,-507.1803248908361,,,,,1000.0,524.8465537098366,492.2718622624403,-475.1534462901634,0.045454545454545456,0.3181818181818182,0.6363636363636364,-0.49175927684912685,-0.12058763265804658,0.06314692630784935
validation,next_bar,london_new_york,fixed1,230,225,225,5,0,16,58,0,151,72,60,16,14,3,5,151,1.0,1.0,1.3035537888169364,0.09366060491875738,0,0,0.0,-93.6606049187568,6.008226673486579,16.029717610438865,-109.69032252919624,,,,,1000.0,906.3393950812426,93.66060491875737,-93.66060491875737,0.07111111111111111,0.2577777777777778,0.6711111111111111,-0.41626935519447467,0.02670322965994035,0.14613611520899886
validation,next_bar,london_new_york,double,230,21,21,0,18,1,7,0,13,8,9,1,5,5,5,9,256.0,512.0,9.473395681933269,0.5673713494133332,1,0,0.0,-11.7513312319152,-3.937397388659998,16.017823719028343,-580.8603104189053,price_risk_exceeds_cash,2025-03-05 07:51:00+00:00,512.0,435.15751330012296,1000.0,435.15751330012296,570.6878293743091,-564.8424866998771,0.047619047619047616,0.3333333333333333,0.6190476190476191,-0.5595872015197715,-0.1874951137457142,0.0275760340855043
validation,ohlc,all,fixed1,653,619,619,34,0,28,400,0,191,425,179,28,5,4,5,191,1.0,1.0,1.602446188848421,0.26604947126321576,1,0,0.0,-266.0466242701309,25.233921270854804,28.17592986064028,-294.2225541307712,,,,,1000.0,733.9533757298691,266.04768309366034,-266.0466242701309,0.045234248788368334,0.6462035541195477,0.308562197092084,-0.42980068541216626,0.04076562402399807,0.09576400403388895
validation,ohlc,all,double,653,20,20,0,103,0,11,0,9,11,9,0,3,3,3,9,256.0,512.0,9.40326988749508,0.5848797056230672,1,0,0.0,-13.020488341951959,-3.740410566716312,0.07016150215508787,-584.949427586087,price_risk_exceeds_cash,2025-03-05 07:51:00+00:00,512.0,415.120733916068,1000.0,415.120733916068,584.8803249074615,-584.879266083932,0.0,0.55,0.45,-0.651024417097598,-0.1870205283358156,0.00011994456075395032
validation,ohlc,london,fixed1,91,89,89,2,0,5,54,0,30,59,28,5,4,4,4,30,1.0,1.0,1.235668775872117,0.04359220814258258,3,0,0.0,-43.58998172710128,7.8924657685164625,5.029079038528039,-48.61906076562923,,,,,1000.0,956.4100182728988,43.59230962060053,-43.58998172710119,0.056179775280898875,0.6067415730337079,0.33707865168539325,-0.48977507558540767,0.08867939065748834,0.10343842434083583
validation,ohlc,london,double,91,19,19,0,72,1,11,0,7,12,6,1,2,2,2,7,64.0,128.0,9.314183465064367,0.1482400004099127,3,0,0.0,-8.559564966669019,0.3341612341721847,16.055551308388544,-164.29356891173518,,,,,1000.0,851.7619823966534,148.24034549684598,-148.23801760334663,0.05263157894736842,0.5789473684210527,0.3684210526315789,-0.4505034192983694,0.017587433377483405,0.09772477045047456
validation,ohlc,lunch,fixed1,112,105,105,7,0,7,61,0,37,68,34,7,5,4,5,37,1.0,1.0,0.7248428582601816,0.052758632261206806,2,0,0.0,-52.75570293298658,4.146485536229787,7.030382533869783,-59.78608546685609,,,,,1000.0,947.2442970670137,52.756610261629476,-52.75570293298631,0.06666666666666667,0.580952380952381,0.3523809523809524,-0.5024352660284436,0.039490338440283684,0.11759228721818978
validation,ohlc,lunch,double,112,24,24,0,88,0,17,0,7,17,7,0,2,2,2,7,128.0,128.0,8.860148485804,0.1670660158733882,2,0,0.0,-9.574582551431094,-0.15429879713078465,0.18966716152795016,-167.24477934247545,,,,,1000.0,832.9448878190525,167.05601950959067,-167.0551121809475,0.0,0.7083333333333334,0.2916666666666667,-0.39894093964296223,-0.006429116547116027,0.00113406925031459
validation,ohlc,new_york,fixed1,139,137,137,2,0,9,95,0,33,102,32,9,5,3,5,33,1.0,1.0,0.5989621428229591,0.038861015956772826,4,0,0.0,-37.97276957439862,10.447917530024952,9.036454085156265,-47.00922365955557,,,,,1000.0,962.0272304256007,37.97346501885079,-37.97276957439931,0.06569343065693431,0.6934306569343066,0.24087591240875914,-0.2771735005430556,0.07626217175200695,0.19222725630610205
validation,ohlc,new_york,double,139,32,32,0,107,1,23,0,8,24,8,1,2,2,2,8,128.0,256.0,9.800771155586668,0.2657382876516491,4,0,0.0,-8.369049538171607,-1.3756560522191519,16.179781120894518,-281.91755813430984,,,,,1000.0,734.2622229865847,265.7384724578668,-265.7377770134153,0.03125,0.71875,0.25,-0.2615327980678627,-0.042989251631848496,0.05739188870664885
validation,ohlc,union,fixed1,342,329,329,13,0,20,208,0,101,226,95,20,6,4,6,101,1.0,1.0,1.368499342513446,0.1369155901521979,3,0,0.0,-136.911511114615,18.791884755867645,20.09459003206564,-157.00610114668086,,,,,1000.0,863.0884888853848,136.91383900811456,-136.91151111461522,0.060790273556231005,0.6322188449848024,0.3069908814589666,-0.41614441068272034,0.05711819074731807,0.12798604567151525
validation,ohlc,union,double,342,24,24,0,27,0,15,0,9,15,9,0,3,3,3,9,256.0,512.0,9.526384661691226,0.5699908970032854,3,0,0.0,-11.617634549564224,-2.494216733791904,0.03528028157893459,-570.0251762694688,price_risk_exceeds_cash,2025-03-05 07:51:00+00:00,512.0,430.01010401211005,1000.0,430.01010401211005,569.9922238813892,-569.9898959878899,0.0,0.625,0.375,-0.48406810623184265,-0.10392569724132933,6.189249711710364e-05
validation,ohlc,london_new_york,fixed1,230,226,226,4,0,14,149,0,63,161,60,14,5,3,5,63,1.0,1.0,1.2864772724312123,0.08156488932062422,3,0,0.0,-81.56275130149986,18.340383298541433,14.065533123684304,-95.6282844251848,,,,,1000.0,918.4372486984995,81.56507919499984,-81.5627513015005,0.061946902654867256,0.6592920353982301,0.27876106194690264,-0.36089712965265425,0.08115213848912138,0.14708549053484835
validation,ohlc,london_new_york,double,230,21,21,0,18,0,12,0,9,12,9,0,5,5,5,9,256.0,512.0,9.564510965052975,0.5736592383427526,3,0,0.0,-11.690409431261052,-3.8764755880058743,0.017954432113242547,-573.6762002989783,price_risk_exceeds_cash,2025-03-05 07:51:00+00:00,512.0,426.341754133135,1000.0,426.341754133135,573.6605737603643,-573.658245866865,0.0,0.5714285714285714,0.42857142857142855,-0.5566861633933835,-0.18459407561932734,3.129715352298976e-05
validation,olhc,all,fixed1,653,621,621,32,0,32,398,0,191,428,179,32,5,4,5,191,1.0,1.0,1.594493201470551,0.26235149748397213,1,0,0.0,-262.34864657538543,29.543959405469305,32.17636146617838,-294.525008041564,,,,,1000.0,737.6513534246144,262.34970539891503,-262.3486465753856,0.05152979066022544,0.6409017713365539,0.3075684380032206,-0.4224615886882213,0.047574813857438496,0.10924831707885933
validation,olhc,all,double,653,20,20,0,103,0,11,0,9,11,9,0,3,3,3,9,256.0,512.0,9.40326988749508,0.5848797056230672,1,0,0.0,-13.020488341951959,-3.740410566716312,0.07016150215508787,-584.949427586087,price_risk_exceeds_cash,2025-03-05 07:51:00+00:00,512.0,415.120733916068,1000.0,415.120733916068,584.8803249074615,-584.879266083932,0.0,0.55,0.45,-0.651024417097598,-0.1870205283358156,0.00011994456075395032
validation,olhc,london,fixed1,91,89,89,2,0,6,53,0,30,59,28,6,4,4,4,30,1.0,1.0,1.2343849309625592,0.04259221047047068,3,0,0.0,-42.58998172710128,8.892465768516463,6.029079038528039,-48.61906076562923,,,,,1000.0,957.4100182728988,42.59230962060053,-42.58998172710119,0.06741573033707865,0.5955056179775281,0.33707865168539325,-0.47853912052922787,0.09991534571366811,0.12400648929833374
validation,olhc,london,double,91,20,20,0,71,1,11,0,8,12,7,1,2,2,2,7,64.0,128.0,9.473675190639845,0.16417129933962848,4,0,0.0,-9.88083535941825,-0.6658387658278153,2.0389301230081855,-165.98667970658562,,,,,1000.0,836.0522504164226,164.2152084012448,-163.94774958357743,0.05,0.55,0.4,-0.4940417679709125,-0.033291938291390766,0.012283697261806784
validation,olhc,lunch,fixed1,112,107,107,5,0,6,63,0,38,69,35,6,5,4,5,38,1.0,1.0,0.7273324536288494,0.0551205984405152,2,0,0.0,-55.11767125537446,2.3915636081916967,6.030992174059747,-61.14866342943401,,,,,1000.0,944.8823287446257,55.11857858401743,-55.11767125537426,0.056074766355140186,0.5887850467289719,0.35514018691588783,-0.5151184229474248,0.022351061758800903,0.09862835646472559
validation,olhc,lunch,double,112,24,24,0,88,0,17,0,7,17,7,0,2,2,2,7,128.0,128.0,8.860148485804,0.1670660158733882,2,0,0.0,-9.574582551431094,-0.15429879713078465,0.18966716152795016,-167.24477934247545,,,,,1000.0,832.9448878190525,167.05601950959067,-167.0551121809475,0.0,0.7083333333333334,0.2916666666666667,-0.39894093964296223,-0.006429116547116027,0.00113406925031459
validation,olhc,new_york,fixed1,139,136,136,3,0,7,97,0,32,102,31,7,5,3,5,32,1.0,1.0,0.5996785902824965,0.03891549285649154,4,0,0.0,-38.91322974367135,9.27315435295425,7.035869864098231,-45.94909960777045,,,,,1000.0,961.0867702563278,38.9139251881237,-38.91322974367222,0.051470588235294115,0.7132352941176471,0.23529411764705882,-0.2861266892917011,0.06818495847760478,0.15312312807340397
validation,olhc,new_york,double,139,32,32,0,107,1,23,0,8,24,8,1,2,2,2,8,128.0,256.0,9.800771155586668,0.2657382876516491,4,0,0.0,-8.369049538171607,-1.3756560522191519,16.179781120894518,-281.91755813430984,,,,,1000.0,734.2622229865847,265.7384724578668,-265.7377770134153,0.03125,0.71875,0.25,-0.2615327980678627,-0.042989251631848496,0.05739188870664885
validation,olhc,union,fixed1,342,330,330,12,0,18,211,0,101,227,95,18,6,4,6,101,1.0,1.0,1.372138396855042,0.1392180132840629,3,0,0.0,-139.21393960627563,16.86219965075884,18.09461545119757,-157.30855505747365,,,,,1000.0,860.7860603937239,139.21626749977543,-139.21393960627609,0.05454545454545454,0.6393939393939394,0.30606060606060603,-0.4218604230493201,0.05109757469926921,0.11502626443035212
validation,olhc,union,double,342,25,25,0,26,1,14,0,10,15,10,1,3,3,3,9,256.0,512.0,9.558991158906446,0.5732440489400406,4,0,0.0,-11.997324656834762,-2.494216733791904,2.0245869702662276,-575.1535522913041,price_risk_exceeds_cash,2025-03-05 07:51:00+00:00,512.0,426.8710346789622,1000.0,426.8710346789622,573.3986361216839,-573.1289653210379,0.04,0.56,0.4,-0.47989298627339044,-0.09976866935167615,0.003520080789209511
validation,olhc,london_new_york,fixed1,230,225,225,5,0,13,150,0,62,161,59,13,5,3,5,62,1.0,1.0,1.2863943363114694,0.0815053496284992,3,0,0.0,-81.50321147077258,18.165620121470724,13.06494890262627,-94.56816037339968,,,,,1000.0,918.4967885292266,81.50553936427275,-81.50321147077341,0.057777777777777775,0.6666666666666666,0.27555555555555555,-0.36223649542565595,0.08073608942875878,0.13815378083955204
validation,olhc,london_new_york,double,230,23,23,0,16,1,12,0,10,13,10,1,5,5,5,9,256.0,512.0,9.562416545388844,0.5735717105270848,4,0,0.0,-12.022835131825802,-3.2177127014078897,2.0122152323548335,-575.4697043224019,price_risk_exceeds_cash,2025-03-05 07:51:00+00:00,512.0,426.5425109099529,1000.0,426.5425109099529,573.7253452334069,-573.4574890900471,0.043478260869565216,0.5217391304347826,0.43478260869565216,-0.5227319622532958,-0.13990055223512562,0.0034966484199618394
preholdout,original,all,fixed1,233,185,185,48,0,49,0,0,136,49,107,0,13,9,10,136,1.0,1.0,1.3771960595404833,0.08507818029049785,0,0,0.0,-85.07818029049797,35.55129685076643,126.55870318299537,-211.63688347349319,,,,,1000.0,914.9218197095022,85.07818029049781,-85.07818029049781,0.2648648648648649,0.0,0.7351351351351352,-0.45988205562431334,0.192169172166305,0.5979992764297459
preholdout,original,all,double,233,11,11,0,222,3,0,0,8,3,4,0,4,2,4,8,128.0,256.0,8.670343597910094,0.13220746641006453,0,0,0.0,-10.84313898316715,-0.734578587899957,68.03529115829929,-200.2427575683638,,,,,1000.0,867.7925335899355,132.2074664100645,-132.2074664100645,0.2727272727272727,0.0,0.7272727272727273,-0.9857399075606499,-0.06677987162726882,0.3397640543132838
preholdout,original,london,fixed1,47,39,39,8,0,14,0,0,25,14,18,0,5,4,4,15,1.0,1.0,1.1759847475527188,0.019876091107944638,6,0,0.0,2.1814466908812413,31.473813997391495,42.03498845406034,-39.853541763178896,,,,,1000.0,1002.1814466908814,20.323399480823696,2.181446690881444,0.358974358974359,0.0,0.6410256410256411,0.055934530535416443,0.8070208717279871,1.054736582857409
preholdout,original,london,double,47,24,24,3,20,9,0,0,15,9,12,0,4,4,4,6,64.0,64.0,9.303758517685422,0.08764698815901928,6,0,0.0,-7.5267845899903865,6.165343469358591,176.0623641198896,-198.58534242706685,,,,,1000.0,977.4770216928227,93.90325436987405,-22.522978307177254,0.375,0.0,0.625,-0.31361602458293275,0.25688931122327463,0.8865828765008217
preholdout,original,lunch,fixed1,32,30,30,2,0,5,0,0,25,5,20,0,9,5,5,23,1.0,1.0,0.7046843074572097,0.022940301808214714,1,0,0.0,-22.203823244986456,-0.8893306800020602,18.636296365943508,-40.840119610929946,,,,,1000.0,977.7961767550136,22.957593525954167,-22.203823244986438,0.16666666666666666,0.0,0.8333333333333334,-0.7401274414995486,-0.02964435600006867,0.45632325623639747
preholdout,original,lunch,double,32,12,12,1,19,3,0,0,9,3,8,0,3,3,3,7,64.0,128.0,7.676063139791628,0.14581380394087884,1,0,0.0,-9.662268199313793,-1.2683066166693686,42.68000518639326,-178.50050519935598,,,,,1000.0,864.1794999870373,147.51971029524225,-135.82050001296273,0.25,0.0,0.75,-0.8051890166094827,-0.10569221805578072,0.23910299379111924
preholdout,original,new_york,fixed1,29,26,26,3,0,6,0,0,20,6,14,0,5,5,5,15,1.0,1.0,0.8841231373164479,0.017756957105586557,1,0,0.0,-17.306733707228986,-6.355346737395631,9.561397760803061,-26.86813146803229,,,,,1000.0,982.6932662927708,17.76509622922856,-17.306733707229228,0.23076923076923078,0.0,0.7692307692307693,-0.6656436041241918,-0.24443641297675503,0.35586388923916107
preholdout,original,new_york,double,29,23,23,3,3,6,0,0,17,6,12,0,5,5,5,6,64.0,64.0,6.704560956616923,0.08113308786814388,3,0,0.0,-11.741054126618959,-4.063881358973742,175.03398538644672,-171.23254662557213,,,,,1000.0,1003.8014387608746,88.6325421645704,3.801438760874589,0.2608695652173913,0.0,0.7391304347826086,-0.5104806142008244,-0.17669049386842356,1.0222004451594535
preholdout,original,union,fixed1,108,90,90,18,0,23,0,0,67,23,49,0,11,6,7,35,1.0,1.0,1.2114877505461097,0.04929905028408266,4,0,0.0,-34.30515213018669,25.024454108561486,68.69929298781074,-103.00444511799742,,,,,1000.0,965.6948478698133,50.076566009994394,-34.305152130186684,0.25555555555555554,0.0,0.7444444444444445,-0.38116835700207435,0.27804949009512764,0.6669546436477747
preholdout,original,union,double,108,15,15,1,92,1,0,0,14,1,8,0,8,6,8,8,128.0,256.0,9.132252289100562,0.17985499603115718,1,0,0.0,-20.033558947011343,-9.517660964916919,61.030703363914085,-238.31484294519487,,,,,1000.0,822.7158604187192,180.41877606316575,-177.28413958128078,0.06666666666666667,0.0,0.9333333333333333,-1.335570596467423,-0.6345107309944613,0.2560927494472062
preholdout,original,london_new_york,fixed1,76,65,65,11,0,20,0,0,45,20,32,0,8,4,5,25,1.0,1.0,1.1931725861423976,0.03314671697190008,6,0,0.0,-15.125287016347754,25.118467259995867,51.5963862148634,-66.72167323121118,,,,,1000.0,984.8747129836522,33.76454725561666,-15.125287016347784,0.3076923076923077,0.0,0.6923076923076923,-0.23269672332842697,0.38643795784609025,0.7733077381927459
preholdout,original,london_new_york,double,76,10,10,1,65,2,0,0,8,2,5,0,5,4,5,8,128.0,256.0,9.314443179028764,0.19383428408429104,0,0,0.0,-10.543468749124628,-4.137439780062341,10.17360209959395,-204.00788618388503,,,,,1000.0,806.1657159157089,193.83428408429108,-193.83428408429108,0.2,0.0,0.8,-1.0543468749124627,-0.4137439780062341,0.04986867071611069
preholdout,next_bar,all,fixed1,233,216,216,17,0,23,48,0,145,71,69,23,13,7,7,145,1.0,1.0,1.366137055565243,0.12599512985053885,0,0,0.0,-125.99512985053842,9.4200374044329,23.034167755291946,-149.02929760583083,,,,,1000.0,874.0048701494611,125.99512985053889,-125.99512985053889,0.10648148148148148,0.2222222222222222,0.6712962962962963,-0.5833107863450853,0.04361128427978195,0.1545613387792732
preholdout,next_bar,all,double,233,17,17,1,215,1,3,0,13,4,6,1,7,1,2,7,128.0,128.0,9.672627048698772,0.13017689848528402,1,0,0.0,-14.478883428514939,-0.04322193077351491,64.06053035125001,-184.06223359283797,,,,,1000.0,879.998296758412,131.6517874343541,-120.00170324158796,0.058823529411764705,0.17647058823529413,0.7647058823529411,-0.8516990252067611,-0.0025424665160891126,0.3480373409623921
preholdout,next_bar,london,fixed1,47,43,43,4,0,7,8,0,28,15,12,7,8,2,2,25,1.0,1.0,1.2067592079877445,0.021969378687419328,1,0,0.0,-20.69794798234483,10.416497098237597,7.005939919752564,-27.703887902097335,,,,,1000.0,979.3020520176552,20.975306115839317,-20.697947982344772,0.16279069767441862,0.18604651162790697,0.6511627906976745,-0.4813476274963914,0.24224411856366504,0.2528865242492616
preholdout,next_bar,london,double,47,11,11,0,36,1,0,0,10,1,3,1,7,2,2,7,64.0,128.0,9.24965123100323,0.041484202203076026,1,0,0.0,-6.0328958007830416,1.8704563007263606,8.002617532105091,-42.84570020355477,,,,,1000.0,965.1569173285503,41.771627351558664,-34.84308267144968,0.09090909090909091,0.0,0.9090909090909091,-0.5484450727984583,0.1700414818842146,0.18677761115084168
preholdout,next_bar,lunch,fixed1,32,31,31,1,0,4,3,0,24,7,12,4,9,4,4,24,1.0,1.0,0.706261506382829,0.024396791930827444,0,0,0.0,-24.396791930827487,-2.4684364746359355,4.0054480100488945,-28.40223994087637,,,,,1000.0,975.6032080691725,24.396791930827476,-24.396791930827476,0.12903225806451613,0.0967741935483871,0.7741935483870968,-0.7869932880912093,-0.07962698305277212,0.1410257788958494
preholdout,next_bar,lunch,double,32,10,10,1,21,1,2,0,7,3,2,1,2,1,2,7,64.0,128.0,9.103353383418872,0.022818103677834434,0,0,0.0,-5.106325866401487,1.6954230208672596,16.033469373351068,-33.05087297337491,,,,,1000.0,982.9825963999762,17.01740360002384,-17.01740360002384,0.1,0.2,0.7,-0.5106325866401487,0.16954230208672597,0.4851148526777884
preholdout,next_bar,new_york,fixed1,29,28,28,1,0,2,11,0,15,13,9,2,4,2,2,14,1.0,1.0,0.8838245334977747,0.01456881022022638,1,0,0.0,-13.770571213435415,-2.3744508934013115,2.003448441140449,-15.774019654576023,,,,,1000.0,986.2294287865644,14.580611544074145,-13.770571213435574,0.07142857142857142,0.39285714285714285,0.5357142857142857,-0.49180611476555053,-0.08480181762147541,0.12700937903036347
preholdout,next_bar,new_york,double,29,26,26,1,2,2,11,0,13,13,7,2,4,1,1,6,64.0,64.0,9.76121138896572,0.067736169634667,3,0,0.0,-10.943058820233619,-0.37445089340131155,66.07273209328207,-131.65012447323386,,,,,1000.0,934.4226076200482,67.89302148021329,-65.57739237995179,0.07692307692307693,0.4230769230769231,0.5,-0.420886877701293,-0.014401957438511982,0.5018812732434256
preholdout,next_bar,union,fixed1,108,102,102,6,0,13,22,0,67,35,33,13,10,3,3,67,1.0,1.0,1.2436911861109872,0.05886531112660787,0,0,0.0,-58.86531112660773,5.573609730200348,13.014836370941907,-71.88014749754973,,,,,1000.0,941.1346888733922,58.86531112660782,-58.86531112660782,0.12745098039215685,0.21568627450980393,0.6568627450980392,-0.5771108933981149,0.054643232649023016,0.18106301703659639
preholdout,next_bar,union,double,108,15,15,1,92,2,0,0,13,2,6,2,8,2,2,8,128.0,256.0,9.711085912253361,0.212334483596767,2,0,0.0,-11.041077846438016,-0.5020524855933002,33.010710954108504,-231.319395560452,,,,,1000.0,801.6913153936565,216.11548038238607,-198.3086846063435,0.13333333333333333,0.0,0.8666666666666667,-0.736071856429201,-0.03347016570622001,0.14270619579533542
preholdout,next_bar,london_new_york,fixed1,76,71,71,5,0,9,19,0,43,28,21,9,11,2,2,39,1.0,1.0,1.2203932153807653,0.035517296206568294,2,0,0.0,-34.46851919578024,8.042046204836286,9.009388360893013,-43.47790755667336,,,,,1000.0,965.5314808042197,35.55591765991346,-34.468519195780345,0.1267605633802817,0.2676056338028169,0.6056338028169014,-0.48547210134901747,0.11326825640614487,0.20721761619160936
preholdout,next_bar,london_new_york,double,76,14,14,0,62,2,1,0,11,3,5,2,7,2,2,7,128.0,128.0,8.792601621367616,0.134164126594564,2,0,0.0,-6.725260501695391,0.7707631204172855,17.035687070021936,-138.20044385438018,,,,,1000.0,878.8352432156418,136.14352935365923,-121.16475678435825,0.14285714285714285,0.07142857142857142,0.7857142857142857,-0.48037575012109934,0.055054508601234675,0.12326796206220722
preholdout,ohlc,all,fixed1,233,216,216,17,0,18,124,0,74,142,69,18,7,7,7,74,1.0,1.0,1.3640918573685,0.11527214434158273,0,0,0.0,-115.27214434158238,20.168904425196,18.074865962275567,-133.34701030385827,,,,,1000.0,884.7278556584173,115.2721443415827,-115.2721443415827,0.08333333333333333,0.5740740740740741,0.3425925925925926,-0.5336673349147332,0.09337455752405556,0.13554759061405508
preholdout,ohlc,all,double,233,20,20,0,213,1,12,0,7,13,6,1,2,2,2,7,128.0,128.0,8.986017685199549,0.14011046714627906,0,0,0.0,-12.169170907747434,2.2081792744616147,32.10655182977689,-172.18680779593228,,,,,1000.0,859.9197440338446,140.0802559661554,-140.0802559661554,0.05,0.6,0.35,-0.6084585453873717,0.11040896372308073,0.18646348254407544
preholdout,ohlc,london,fixed1,47,43,43,4,0,5,26,0,12,31,12,5,2,2,2,12,1.0,1.0,1.2035571862023242,0.018915655946088572,4,0,0.0,-16.92885894939812,14.185586131184156,5.018480380637925,-21.94733933003613,,,,,1000.0,983.0711410506018,17.93104911380044,-16.928858949398204,0.11627906976744186,0.6046511627906976,0.27906976744186046,-0.39369439417204927,0.3298973518880036,0.22866008062170257
preholdout,ohlc,london,double,47,22,22,0,25,1,15,0,6,16,6,1,2,2,2,6,64.0,64.0,9.40593386421693,0.10168832131319339,4,0,0.0,-10.101224016773454,4.383965040227987,1.1125300767449744,-101.87283892765845,,,,,1000.0,899.2396911490865,101.76249901531571,-100.76030885091347,0.045454545454545456,0.6818181818181818,0.2727272727272727,-0.4591465462169752,0.19927113819218123,0.01092077229275018
preholdout,ohlc,lunch,fixed1,32,31,31,1,0,4,13,0,14,17,12,4,4,4,4,14,1.0,1.0,0.704897316528846,0.022500568467997195,0,0,0.0,-22.500568467997372,-0.5722130118057702,4.009779471018874,-26.510347939016015,,,,,1000.0,977.4994315320029,22.50056846799714,-22.50056846799714,0.12903225806451613,0.41935483870967744,0.45161290322580644,-0.7258247892902377,-0.01845848425179904,0.15125337020256796
preholdout,ohlc,lunch,double,32,24,24,1,7,3,11,0,10,14,9,3,3,3,3,5,32.0,32.0,7.834509449266944,0.055931724619554424,1,0,0.0,-15.297853767052443,-0.0921944787153608,72.09503329146128,-117.52753122721901,,,,,1000.0,954.5675020642423,56.55375574898699,-45.43249793575774,0.125,0.4583333333333333,0.4166666666666667,-0.6374105736271851,-0.0038414366131400333,0.6134310194270829
preholdout,ohlc,new_york,fixed1,29,28,28,1,0,0,19,0,9,19,9,0,2,2,2,9,1.0,1.0,0.8851910733928066,0.014602360927116087,3,0,0.0,-14.601687395165676,-3.2055670751316105,0.004817630687284691,-14.606505025853153,,,,,1000.0,985.3983126048341,14.602370908017406,-14.601687395165868,0.0,0.6785714285714286,0.32142857142857145,-0.5214888355416313,-0.11448453839755753,0.0003298277499482322
preholdout,ohlc,new_york,double,29,23,23,1,5,0,17,0,6,17,6,0,1,1,1,6,32.0,64.0,9.675424980124207,0.10104583864772076,3,0,0.0,-9.013073345646305,-1.3745186880348632,0.061542791389570084,-101.10676699238809,,,,,1000.0,898.9547757990015,101.04590771385006,-101.04522420099852,0.0,0.7391304347826086,0.2608695652173913,-0.391872754158535,-0.059761682088472316,0.00060869112147759
preholdout,ohlc,union,fixed1,108,102,102,6,0,9,58,0,35,67,33,9,3,3,3,35,1.0,1.0,1.2389057783009845,0.05403222034117117,1,0,0.0,-54.03111481256118,10.407806044246767,9.033077482344083,-63.0641922949053,,,,,1000.0,945.9688851874388,54.032283487259974,-54.03111481256121,0.08823529411764706,0.5686274509803921,0.3431372549019608,-0.5297168118878547,0.10203731415928204,0.1432362352331884
preholdout,ohlc,union,double,108,18,18,0,90,1,10,0,7,11,6,1,2,2,2,7,128.0,128.0,9.299532482137849,0.16910086242886813,1,0,0.0,-10.679024221646701,1.2904095078712505,4.0597632345860575,-173.12944343253127,,,,,1000.0,830.9303198020548,169.07084887264398,-169.06968019794522,0.05555555555555555,0.5555555555555556,0.3888888888888889,-0.5932791234248167,0.07168941710395836,0.023449294089414385
preholdout,ohlc,london_new_york,fixed1,76,71,71,5,0,5,45,0,21,50,21,5,2,2,2,21,1.0,1.0,1.2181610663263898,0.03250077832047238,6,0,0.0,-31.53054634456379,10.980019056052544,5.02329801132521,-36.55384435588928,,,,,1000.0,968.4694536554359,32.53337089901083,-31.530546344564073,0.07042253521126761,0.6338028169014085,0.29577464788732394,-0.4440922020361097,0.1546481557190499,0.13742187996475105
preholdout,ohlc,london_new_york,double,76,33,33,1,42,1,26,0,6,27,6,1,2,2,2,6,64.0,64.0,9.266042761117289,0.08819764097040628,6,0,0.0,-8.04793087427004,6.811390761394176,1.2704785551012492,-88.37165452279953,,,,,1000.0,912.8988240323017,88.10400052214504,-87.10117596769828,0.030303030303030304,0.7878787878787878,0.18181818181818182,-0.2438766931596982,0.2064057806483084,0.014376539196439633
preholdout,olhc,all,fixed1,233,218,218,15,0,15,129,0,74,144,69,15,7,7,7,74,1.0,1.0,1.3640918573685,0.11802036579323183,0,0,0.0,-118.0203657932317,19.07688329168766,15.076803869927062,-133.09716966315887,,,,,1000.0,881.9796342067682,118.0203657932318,-118.0203657932318,0.06880733944954129,0.591743119266055,0.3394495412844037,-0.541377824739595,0.0875086389526957,0.11327666777650722
