bar,source,symbol,n_bars,first,last,age_hours,n_gaps,max_gap_hours,zero_vol_share,spike_bars,ohlc_bad,flagged,reasons,blacklist_candidate
15m,gate,FIGHT_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.055,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,gate,FIL_USDT,9382,2026-03-29,2026-07-04 19:00,117.6,0,0.25,0.0001,0,0,True,stale>48.0h,False
15m,okx,FIL_USDT,38691,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0,2,0,False,,False
15m,okx,FIL_USDT_SWAP,38586,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,2,0,False,,False
15m,okx,FLNC_USDT_SWAP,2714,2026-06-11,2026-07-09 16:00,0.6,0,0.25,0.0612,0,0,True,zero_vol>0.02,True
15m,gate,FLOKI_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.025,0,0,True,zero_vol>0.02|stale>48.0h,False
15m,okx,FLOKI_USDT_SWAP,38499,2025-06-03,2026-07-09 16:00,0.6,0,0.25,0.0,1,0,False,,False
15m,okx,FLOW_USDT_SWAP,38499,2025-06-03,2026-07-09 16:00,0.6,0,0.25,0.0,2,0,False,,False
15m,gate,FLUID_USDT,9023,2026-03-30,2026-07-02 10:15,174.4,0,0.25,0.2693,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,okx,FOGO_USDT_SWAP,17282,2026-01-10,2026-07-09 16:00,0.6,0,0.25,0.0,0,0,False,,False
15m,okx,F_USDT_SWAP,24705,2025-10-25,2026-07-09 16:00,0.6,0,0.25,0.0009,0,0,False,,False
15m,gate,GALA_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.0007,0,0,True,stale>48.0h,False
15m,okx,GALA_USDT,38690,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0049,1,0,False,,False
15m,okx,GALA_USDT_SWAP,38586,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,1,0,False,,False
15m,okx,GAS_USDT_SWAP,38499,2025-06-03,2026-07-09 16:00,0.6,0,0.25,0.0004,1,0,False,,False
15m,okx,GEV_USDT_SWAP,4733,2026-05-21,2026-07-09 16:00,0.6,0,0.25,0.1204,0,0,True,zero_vol>0.02,True
15m,okx,GIGGLE_USDT_SWAP,24709,2025-10-25,2026-07-09 16:00,0.6,0,0.25,0.0,2,0,False,,False
15m,okx,GME_USDT_SWAP,5980,2026-05-08,2026-07-09 16:15,0.4,0,0.25,0.1737,0,0,True,zero_vol>0.02,True
15m,okx,GMT_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,GPS_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,GRAM_USDT,1749,2026-06-16,2026-07-04 19:00,117.6,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,GRASS_USDT,5264,2026-04-24,2026-06-18 09:45,510.9,0,0.25,0.0036,0,0,True,stale>48.0h,False
15m,okx,GRT_USDT,38689,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0617,1,0,True,zero_vol>0.02,True
15m,okx,GRT_USDT_SWAP,38586,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,1,0,False,,False
15m,gate,GUA_USDT,9251,2026-03-30,2026-07-04 19:00,117.6,0,0.25,0.0032,5,0,True,spikes>=3|stale>48.0h,False
15m,gate,GUN_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.0307,0,0,True,zero_vol>0.02|stale>48.0h,False
15m,gate,GWEI_USDT,9465,2026-03-28,2026-07-04 19:00,117.6,0,0.25,0.0201,0,0,True,zero_vol>0.02|stale>48.0h,False
15m,okx,HBAR_USDT,38691,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0001,1,0,False,,False
15m,okx,HBAR_USDT_SWAP,38586,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,1,0,False,,False
15m,gate,HEI_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.0003,0,0,True,stale>48.0h,False
15m,gate,HEMI_USDT,9024,2026-03-30,2026-07-02 10:15,174.4,0,0.25,0.0463,0,0,True,zero_vol>0.02|stale>48.0h,False
15m,gate,HFT_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.0437,0,0,True,zero_vol>0.02|stale>48.0h,False
15m,gate,HMSTR_USDT,3000,2026-06-03,2026-07-04 18:45,117.9,1,0.5,0.0003,0,0,True,stale>48.0h,False
15m,okx,HMSTR_USDT,2311,2026-05-25,2026-06-18 01:45,518.9,0,0.25,0.0017,0,0,True,stale>48.0h,False
15m,okx,HMSTR_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,HYPE_USDT,9381,2026-03-29,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,HYPE_USDT,23711,2025-11-04,2026-07-09 13:30,3.1,0,0.25,0.0,0,0,False,,False
15m,okx,HYPE_USDT_SWAP,38586,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,0,0,False,,False
15m,gate,H_USDT,9388,2026-03-29,2026-07-04 19:00,117.6,0,0.25,0.0003,6,0,True,spikes>=3|stale>48.0h,False
15m,okx,H_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,ICP_USDT,9233,2026-03-30,2026-07-04 19:00,117.6,0,0.25,0.0002,0,0,True,stale>48.0h,False
15m,okx,ICP_USDT,38691,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0003,1,0,False,,False
15m,okx,ICP_USDT_SWAP,38586,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,1,0,False,,False
15m,gate,ID_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.0017,0,0,True,stale>48.0h,False
15m,okx,ID_USDT,38690,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.1578,1,0,True,zero_vol>0.02,True
15m,gate,IMX_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.046,0,0,True,zero_vol>0.02|stale>48.0h,False
15m,okx,IMX_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,INJ_USDT,9012,2026-03-30,2026-07-02 11:00,173.6,0,0.25,0.0234,0,0,True,zero_vol>0.02|stale>48.0h,False
15m,okx,INJ_USDT,38691,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0031,1,0,False,,False
15m,okx,INJ_USDT_SWAP,38585,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,1,0,False,,False
15m,gate,IN_USDT,9145,2026-03-29,2026-07-02 07:00,177.6,0,0.25,0.1223,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,okx,IOST_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,IP_USDT,17699,2025-12-16,2026-06-18 14:45,505.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,JCT_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.0077,0,0,True,stale>48.0h,False
15m,gate,JTO_USDT,9382,2026-03-29,2026-07-04 19:00,117.6,0,0.25,0.0113,0,0,True,stale>48.0h,False
15m,okx,JTO_USDT,38690,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0002,2,0,False,,False
15m,okx,JTO_USDT_SWAP,38585,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,2,0,False,,False
15m,gate,JUP_USDT,9071,2026-03-29,2026-07-02 06:30,178.1,0,0.25,0.0168,0,0,True,stale>48.0h,False
15m,gate,KAS_USDT,9146,2026-03-29,2026-07-02 06:30,178.1,0,0.25,0.0119,0,0,True,stale>48.0h,False
15m,okx,KAT_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,LAB_USDT,9464,2026-03-28,2026-07-04 18:45,117.9,0,0.25,0.0112,8,0,True,spikes>=3|stale>48.0h,True
15m,okx,LAB_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,LINEA_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,LINK_USDT,9382,2026-03-29,2026-07-04 19:00,117.6,0,0.25,0.0001,0,0,True,stale>48.0h,False
15m,okx,LINK_USDT,38692,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0,2,0,False,,False
15m,okx,LINK_USDT_SWAP,38585,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,2,0,False,,False
15m,gate,LITE_USDT,9024,2026-03-30,2026-07-02 10:15,174.4,0,0.25,0.0001,0,0,True,stale>48.0h,False
15m,gate,LIT_USDT,9381,2026-03-29,2026-07-04 19:00,117.6,0,0.25,0.0055,0,0,True,stale>48.0h,False
15m,okx,LIT_USDT,14782,2026-01-15,2026-06-18 14:45,505.9,0,0.25,0.0004,0,0,True,stale>48.0h,False
15m,gate,LTC_USDT,9382,2026-03-29,2026-07-04 19:00,117.6,0,0.25,0.0001,0,0,True,stale>48.0h,False
15m,okx,LTC_USDT,38692,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0,1,0,False,,False
15m,okx,LTC_USDT_SWAP,38485,2025-06-03,2026-07-09 13:30,3.1,0,0.25,0.0,1,0,False,,False
15m,gate,MAGMA_USDT,9249,2026-03-30,2026-07-04 18:45,117.9,0,0.25,0.0354,1,0,True,zero_vol>0.02|stale>48.0h,False
15m,gate,MANTA_USDT,9008,2026-03-29,2026-06-30 21:45,210.9,0,0.25,0.0749,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,okx,MEGA_USDT,4700,2026-04-30,2026-06-18 09:45,510.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,MEGA_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,MEME_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,METAX_USDT,9009,2026-03-30,2026-07-02 11:45,172.9,0,0.25,0.0012,0,0,True,stale>48.0h,False
15m,gate,MET_USDT,9249,2026-03-30,2026-07-04 19:00,117.6,0,0.25,0.0884,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,okx,MET_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,MEW_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,ME_USDT,9030,2026-03-30,2026-07-02 12:45,171.9,0,0.25,0.063,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,gate,MINA_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.087,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,okx,MINA_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,MIRA_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.0753,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,okx,MON_USDT,8359,2026-03-23,2026-06-18 12:30,508.1,0,0.25,0.0004,0,0,True,stale>48.0h,False
15m,gate,MORPHO_USDT,9041,2026-03-30,2026-07-02 08:15,176.4,0,0.25,0.0811,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,gate,MOVR_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.007,0,0,True,stale>48.0h,False
15m,gate,MUBARAK_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.083,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,okx,MUBARAK_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.008,0,0,True,stale>48.0h,False
15m,gate,MYX_USDT,9012,2026-03-29,2026-06-30 21:00,211.6,0,0.25,0.0006,0,0,True,stale>48.0h,False
15m,gate,M_USDT,9388,2026-03-29,2026-07-04 19:00,117.6,0,0.25,0.0028,2,0,True,stale>48.0h,False
15m,gate,NEAR_USDT,9382,2026-03-29,2026-07-04 19:00,117.6,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,NEAR_USDT,38691,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0,0,0,False,,False
15m,okx,NEAR_USDT_SWAP,38585,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,0,0,False,,False
15m,okx,NEIRO_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,NES_USDT,985,2026-06-24,2026-07-04 19:00,117.6,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,NFP_USDT,9339,2026-03-29,2026-07-04 19:00,117.6,0,0.25,0.0526,4,0,True,zero_vol>0.02|spikes>=3|stale>48.0h,True
15m,okx,NIGHT_USDT,17699,2025-12-16,2026-06-18 14:45,505.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,NOM_USDT,9258,2026-03-30,2026-07-04 19:00,117.6,0,0.25,0.0199,0,0,True,stale>48.0h,False
15m,gate,NOT_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.094,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,okx,NOT_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,OFC_USDT,6731,2026-04-09,2026-06-18 12:30,508.1,0,0.25,0.0001,0,0,True,stale>48.0h,False
15m,okx,OFC_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,OGN_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.2653,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,okx,OKB_USDT,38689,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0,3,0,True,spikes>=3,False
15m,okx,OKB_USDT_SWAP,29615,2025-09-04,2026-07-09 13:30,3.1,0,0.25,0.0,1,0,False,,False
15m,gate,ONDO_USDT,9258,2026-03-30,2026-07-04 19:00,117.6,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,ONDO_USDT,38690,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0,2,0,False,,False
15m,okx,ONDO_USDT_SWAP,38585,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,2,0,False,,False
15m,gate,OPEN_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.0057,0,0,True,stale>48.0h,False
15m,okx,OP_USDT,38691,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0001,2,0,False,,False
15m,okx,OP_USDT_SWAP,38585,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,2,0,False,,False
15m,gate,ORDI_USDT,9140,2026-03-29,2026-07-02 06:30,178.1,0,0.25,0.0035,0,0,True,stale>48.0h,False
15m,okx,ORDI_USDT,38691,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0007,2,0,False,,False
15m,okx,ORDI_USDT_SWAP,38585,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,2,0,False,,False
15m,gate,O_USDT,1579,2026-06-18,2026-07-04 19:00,117.6,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,O_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,PENGU_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.001,0,0,True,stale>48.0h,False
15m,okx,PENGU_USDT,38690,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0,2,0,False,,False
15m,okx,PENGU_USDT_SWAP,38585,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,2,0,False,,False
15m,okx,PEOPLE_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,PEPE_USDT,9381,2026-03-29,2026-07-04 18:45,117.9,0,0.25,0.0001,0,0,True,stale>48.0h,False
15m,okx,PEPE_USDT,38691,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0,2,0,False,,False
15m,okx,PEPE_USDT_SWAP,38584,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,2,0,False,,False
15m,gate,PIPPIN_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.005,0,0,True,stale>48.0h,False
15m,okx,PIPPIN_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,PI_USDT,9382,2026-03-29,2026-07-04 19:00,117.6,0,0.25,0.0002,0,0,True,stale>48.0h,False
15m,okx,PI_USDT,38690,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0,0,0,False,,False
15m,okx,PI_USDT_SWAP,38584,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,0,0,False,,False
15m,gate,PLAY_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.0433,1,0,True,zero_vol>0.02|stale>48.0h,False
15m,okx,POL_USDT,38689,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0001,1,0,False,,False
15m,okx,POL_USDT_SWAP,38584,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,1,0,False,,False
15m,gate,PTB_USDT,9024,2026-03-30,2026-07-02 10:15,174.4,0,0.25,0.0123,1,0,True,stale>48.0h,False
15m,gate,PUMP_USDT,9354,2026-03-29,2026-07-04 19:00,117.6,0,0.25,0.0015,0,0,True,stale>48.0h,False
15m,okx,PUMP_USDT,17699,2025-12-16,2026-06-18 14:45,505.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,PUMP_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,PYTH_USDT,9036,2026-03-29,2026-07-01 12:00,196.6,0,0.25,0.0367,0,0,True,zero_vol>0.02|stale>48.0h,False
15m,gate,Q_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.117,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,gate,RAVE_USDT,9388,2026-03-29,2026-07-04 19:00,117.6,0,0.25,0.0219,8,0,True,zero_vol>0.02|spikes>=3|stale>48.0h,True
15m,okx,RAVE_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,RESOLV_USDT,9061,2026-03-29,2026-07-02 07:00,177.6,0,0.25,0.0088,0,0,True,stale>48.0h,False
15m,okx,RESOLV_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,RE_USDT,1240,2026-06-18,2026-07-01 11:45,196.9,0,0.25,0.0,1,0,True,stale>48.0h,False
15m,gate,RIF_USDT,9247,2026-03-30,2026-07-04 19:00,117.6,0,0.25,0.1674,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,okx,RLS_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,RPL_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.1357,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,okx,RSR_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,SAHARA_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,SAMSUNG_USDT,2884,2026-06-02,2026-07-02 06:45,177.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,SAND_USDT,38689,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0067,1,0,False,,False
15m,okx,SAND_USDT_SWAP,38584,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,1,0,False,,False
15m,okx,SATS_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0007,0,0,True,stale>48.0h,False
15m,gate,SCRT_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.2497,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,okx,SENT_USDT,2311,2026-05-25,2026-06-18 01:45,518.9,0,0.25,0.0056,0,0,True,stale>48.0h,False
15m,okx,SENT_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,SHIB_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.0047,0,0,True,stale>48.0h,False
15m,okx,SHIB_USDT,38691,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0,1,0,False,,False
15m,okx,SHIB_USDT_SWAP,38584,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,1,0,False,,False
15m,gate,SIREN_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.0,0,0,True,stale>48.0h,False
15m,gate,SKSQUARE_USDT,1016,2026-06-24,2026-07-04 19:00,117.6,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,SKYAI_USDT,9465,2026-03-28,2026-07-04 19:00,117.6,0,0.25,0.0004,2,0,True,stale>48.0h,False
15m,gate,SLX_USDT,3805,2026-05-26,2026-07-04 19:00,117.6,0,0.25,0.0,1,0,True,stale>48.0h,False
15m,okx,SLX_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,SOL_USDT,9381,2026-03-29,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,SOL_USDT,38692,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0,0,0,False,,False
15m,okx,SOL_USDT_SWAP,38584,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,0,0,False,,False
15m,gate,SOXL_USDT,4929,2026-05-14,2026-07-04 19:00,117.6,0,0.25,0.0002,0,0,True,stale>48.0h,False
15m,okx,SPACE_USDT,14028,2026-01-23,2026-06-18 14:45,505.9,0,0.25,0.0002,0,0,True,stale>48.0h,False
15m,okx,SPACE_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,SPX_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.0093,0,0,True,stale>48.0h,False
15m,gate,SUI_USDT,9381,2026-03-29,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,SUI_USDT,38691,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0,1,0,False,,False
15m,okx,SUI_USDT_SWAP,38584,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,1,0,False,,False
15m,gate,TAC_USDT,9465,2026-03-28,2026-07-04 19:00,117.6,0,0.25,0.0913,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,gate,TAG_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.041,0,0,True,zero_vol>0.02|stale>48.0h,False
15m,gate,TAIKO_USDT,9384,2026-03-29,2026-07-04 19:00,117.6,0,0.25,0.2643,3,0,True,zero_vol>0.02|spikes>=3|stale>48.0h,True
15m,gate,TAKE_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.1223,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,gate,TAO_USDT,9388,2026-03-29,2026-07-04 19:00,117.6,0,0.25,0.0002,0,0,True,stale>48.0h,False
15m,gate,TA_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.0357,0,0,True,zero_vol>0.02|stale>48.0h,False
15m,gate,THE_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.217,1,0,True,zero_vol>0.02|stale>48.0h,True
15m,okx,TIA_USDT,38691,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0,2,0,False,,False
15m,okx,TIA_USDT_SWAP,38584,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,2,0,False,,False
15m,gate,TLM_USDT,9273,2026-03-30,2026-07-04 18:45,117.9,0,0.25,0.115,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,gate,TOWNS_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.235,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,gate,TRB_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.0927,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,okx,TRIA_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,TRUMP_USDT,9339,2026-03-29,2026-07-04 19:00,117.6,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,okx,TRUMP_USDT,38690,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0,1,0,False,,False
15m,okx,TRUMP_USDT_SWAP,38584,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,1,0,False,,False
15m,gate,TRX_USDT,9382,2026-03-29,2026-07-04 19:00,117.6,0,0.25,0.0037,0,0,True,stale>48.0h,False
15m,okx,TRX_USDT,38692,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0,0,0,False,,False
15m,okx,TRX_USDT_SWAP,38584,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,0,0,False,,False
15m,gate,TSTBSC_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.1597,0,0,True,zero_vol>0.02|stale>48.0h,True
15m,okx,TURBO_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,UAI_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.005,0,0,True,stale>48.0h,False
15m,gate,UB_USDT,9465,2026-03-28,2026-07-04 19:00,117.6,0,0.25,0.0041,0,0,True,stale>48.0h,False
15m,okx,UB_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,UNI_USDT,9382,2026-03-29,2026-07-04 19:00,117.6,0,0.25,0.0004,0,0,True,stale>48.0h,False
15m,okx,UNI_USDT,38692,2025-06-01,2026-07-09 13:30,3.1,0,0.25,0.0,3,0,True,spikes>=3,False
15m,okx,UNI_USDT_SWAP,38584,2025-06-02,2026-07-09 13:30,3.1,0,0.25,0.0,3,0,True,spikes>=3,False
15m,gate,UP_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.031,0,0,True,zero_vol>0.02|stale>48.0h,False
15m,okx,UP_USDT_SWAP,1499,2026-06-19,2026-07-04 18:45,117.9,0,0.25,0.0,0,0,True,stale>48.0h,False
15m,gate,US_USDT,9023,2026-03-30,2026-07-02 10:15,174.4,0,0.25,0.0546,2,0,True,zero_vol>0.02|stale>48.0h,True
15m,gate,VANRY_USDT,3000,2026-06-03,2026-07-04 19:00,117.6,1,0.5,0.105,0,0,True,zero_vol>0.02|stale>48.0h,True
