币种,交易所,周期_分钟,入场时间_北京,原交易净R,不加仓最高资金U,一次加仓最高资金U,两次加仓最高资金U,两次加仓净利润U,本金倍数,实际加仓次数,退出所在K线_北京,退出价格,最低维持保证金余量U,该币入选笔数,失败笔数,真实交易所不爆仓状态,事件ID
RAYSOL,binance,30,2026-09-05 17:00:00+08:00,28.256762711864617,1340.802586950896,4158.315659624003,9219.832466989354,9119.832466989354,92.19832466989354,2,2026-09-07 01:00:00+08:00,1.4422,0.0100000099957924,2,0,unknown,binance_30m_a4eefd9097db76cd:30425:1
CTSI,binance,30,2026-08-05 14:30:00+08:00,28.18933333333351,1380.647632924941,4495.509842675308,9152.926351862723,9052.926351862723,91.52926351862723,2,2026-08-06 20:00:00+08:00,0.03945,0.0100000099980661,1,0,unknown,binance_30m_236ddea7f7921940:51420:1
LSK,binance,30,2025-11-29 10:30:00+08:00,12.828610567514742,1411.3489400686203,4437.9009866309925,8975.864533840786,8875.864533840786,89.75864533840786,2,2025-11-30 19:30:00+08:00,0.2997,0.0100000099998567,1,0,unknown,binance_30m_2af09605ecc52ffd:32327:1
TRADOOR,binance,60,2025-12-25 05:00:00+08:00,12.19324675324681,1226.0226841328597,4177.98404945206,8894.89384227505,8794.89384227505,88.9489384227505,2,2025-12-31 14:00:00+08:00,2.199,0.0100000099878343,1,0,unknown,binance_60m_6476c0fb11b8e81a:2311:1
WIF,okx,30,2026-08-19 23:00:00+08:00,24.50853846153855,1288.0783284353265,3887.758884082458,8556.321905637991,8456.321905637991,85.5632190563799,2,2026-08-22 12:30:00+08:00,0.2296,0.0100000099994304,4,0,unknown,okx_30m_715db50e7f187b21:41098:1
SAGA,binance,30,2025-07-08 19:00:00+08:00,13.316549413735338,1215.168609052249,3796.054111506405,8210.38562752241,8110.38562752241,82.1038562752241,2,2025-07-11 13:30:00+08:00,0.3505,0.0100000099978387,1,0,unknown,binance_30m_b64ef3b092c6b8f3:21840:1
XNY,binance,60,2025-12-04 04:00:00+08:00,20.00622222222224,2246.9308045072285,5933.29351427817,8151.785238106963,8051.785238106963,81.51785238106963,2,2025-12-05 01:00:00+08:00,0.012135,0.0100000099993167,1,0,unknown,binance_60m_9ad519a61c80c040:2695:1
ACX,binance,30,2026-03-11 19:00:00+08:00,11.11979999999999,1473.9144079770738,3952.185237626413,7859.023351985518,7759.023351985518,78.59023351985519,2,2026-03-12 09:30:00+08:00,0.06767,0.0100000099880617,1,0,unknown,binance_30m_6f3ea426536b19d3:22071:1
SKYAI,binance,30,2026-02-20 06:00:00+08:00,15.029362068965597,1143.997016465938,3572.3851031874874,7754.335617403816,7654.335617403816,77.54335617403817,2,2026-03-01 04:00:00+08:00,0.06255,0.0100000099997714,3,0,unknown,binance_30m_7a6ba8888a359cb1:13559:1
CFG,gate,60,2026-05-04 11:00:00+08:00,10.021972850678749,1254.0464865403712,3872.1188297195313,7661.285547837049,7561.285547837049,76.61285547837049,2,2026-05-09 11:00:00+08:00,0.34942,0.0100000099914723,2,0,unknown,gate_60m_a377d991b279bc2b:1165:1
ARPA,binance,30,2026-07-01 23:00:00+08:00,13.624921465968503,1347.5850034375474,3471.235215868674,7632.1742911416,7532.1742911416,76.32174291141601,2,2026-07-03 19:30:00+08:00,0.01327,0.0100000099985777,3,0,unknown,binance_30m_697288c245ade915:49757:1
AIOT,binance,30,2025-08-04 09:00:00+08:00,17.260078914919852,1115.5080939067898,3287.386919253355,7598.890074457307,7498.890074457307,75.98890074457307,2,2025-08-09 12:00:00+08:00,0.666,0.010000009993746,2,0,unknown,binance_30m_87e70569aa53b65c:4584:1
AXS,okx,30,2026-04-24 23:30:00+08:00,26.890180180180472,1268.4167631772557,3419.1873038874983,7453.501684323999,7353.501684323999,74.53501684323999,2,2026-04-25 19:00:00+08:00,1.7899,0.0100000099935186,2,0,unknown,okx_30m_10bed864d555e246:46494:1
SIREN,binance,60,2025-05-07 20:00:00+08:00,10.563684813753603,1081.9487238491738,3452.0837628584013,7440.39310356003,7340.39310356003,74.4039310356003,2,2025-05-11 12:00:00+08:00,0.1445,0.0100000099986914,1,0,unknown,binance_60m_c427a06a09a677a5:1106:1
MYRO,binance,30,2025-10-26 00:00:00+08:00,18.96656000000012,1310.0107986198902,3972.3903542867406,7372.6029360100465,7272.6029360100465,73.72602936010047,2,2025-10-27 17:00:00+08:00,0.02406,0.0100000099975545,1,0,unknown,binance_30m_9e5a9c9d47999cad:28766:1
CGPT,binance,60,2025-04-18 20:00:00+08:00,14.558161616161756,1095.3632352202085,3432.047646555309,7341.819619075809,7241.819619075809,73.4181961907581,2,2025-04-26 15:00:00+08:00,0.111,0.0100000099989756,1,0,unknown,binance_60m_9730103ff14b1a12:2847:1
XAI,binance,30,2026-03-10 18:30:00+08:00,17.253286713286617,1167.807068840391,3414.250186565051,7186.243557202107,7086.243557202107,71.86243557202107,2,2026-03-11 18:00:00+08:00,0.01544,0.0100000099962471,2,0,unknown,binance_30m_aec0ab7eddf969a3:37960:1
DYDX,okx,60,2026-04-15 19:00:00+08:00,11.4792848101266,1257.812250590629,3719.41382810766,7172.582600565553,7072.582600565553,71.72582600565552,2,2026-04-19 19:00:00+08:00,0.15683,0.0100000099998567,2,0,unknown,okx_60m_56c2e62157ec0595:23026:1
XVG,binance,60,2024-11-30 15:00:00+08:00,13.87372448979592,1371.148552004823,3515.2973169739807,7113.8616652547435,7013.8616652547435,71.13861665254744,2,2024-12-02 19:00:00+08:00,0.0118765,0.0100000099988619,1,0,unknown,binance_60m_dc59b98f3a2ef2ab:10998:1
IO,binance,30,2026-05-06 08:00:00+08:00,19.90692307692315,1361.7016149085405,4227.906879715169,7031.470807908995,6931.470807908995,70.31470807908995,2,2026-05-06 16:00:00+08:00,0.2151,0.0100000099959061,1,0,unknown,binance_30m_72e3b07f7885b04f:33283:1
ENJ,okx,30,2026-03-16 12:00:00+08:00,18.91935294117647,1230.7238407968746,3299.1345927912407,6883.349238643688,6783.349238643688,68.83349238643689,2,2026-03-18 17:00:00+08:00,0.03062,0.0100000099987482,4,0,unknown,okx_30m_bd1d24b8c405e66b:35746:1
MUBARAK,okx,30,2026-09-02 16:00:00+08:00,10.700242142025626,904.40648117023,3024.345970382466,6791.084132722295,6691.084132722295,67.91084132722295,2,2026-09-06 00:30:00+08:00,0.037888,0.0100000099946555,1,0,unknown,okx_30m_461cc4849746e63a:21881:1
AIGENSYN,gate,30,2026-06-29 11:00:00+08:00,11.121688311688317,1118.357374604804,3696.252288579508,6785.239145137191,6685.239145137191,67.85239145137191,2,2026-06-30 13:30:00+08:00,0.04064,0.010000009990108,1,0,unknown,gate_30m_b0318fc8a35ed904:2905:1
1000BONK,binance,60,2025-07-02 19:00:00+08:00,15.725424242424213,977.858119808508,3166.5102341784377,6710.008841323729,6610.008841323729,67.10008841323729,2,2025-07-08 14:00:00+08:00,0.024029,0.0100000099998993,1,0,unknown,binance_60m_dbf553a51d436580:14108:1
BONK,okx,60,2025-07-02 19:00:00+08:00,16.231274611398995,975.265442237979,3149.008997664035,6709.270598179401,6609.270598179401,67.09270598179401,2,2025-07-08 14:00:00+08:00,2.3981e-05,0.0100000099942008,1,0,unknown,okx_60m_c66cb4904061c5fa:12987:1
VINE,binance,30,2025-05-08 15:00:00+08:00,10.254503816793909,1054.4936089633536,3187.329581952614,6372.191322383981,6272.191322383981,63.72191322383981,2,2025-05-10 18:00:00+08:00,0.06176,0.0100000099996009,1,0,unknown,binance_30m_72a0f492421f12aa:4985:1
BSV,binance,60,2025-04-22 23:00:00+08:00,12.85761904761905,1134.474311538447,3299.9402700212427,6276.025477245016,6176.025477245016,62.76025477245016,2,2025-04-26 05:00:00+08:00,47.48,0.0100000099979524,1,0,unknown,binance_60m_497b3649c9240b01:13201:1
B3,binance,30,2025-03-08 15:30:00+08:00,10.808700980392125,959.3045977018946,2869.8648924856566,6039.097013779477,5939.097013779477,60.39097013779477,2,2025-03-11 18:30:00+08:00,0.00815,0.0100000099976114,1,0,unknown,binance_30m_93ecb0e47b894867:1095:1
1000CAT,binance,30,2026-08-05 10:30:00+08:00,11.090086956521732,1017.1124232640772,2967.408793092757,5823.208444810253,5723.208444810253,58.23208444810253,2,2026-08-08 23:00:00+08:00,0.002435,0.0100000099996577,1,0,unknown,binance_30m_8ccaf44348579844:31323:1
AUCTION,okx,30,2026-01-24 19:30:00+08:00,10.992567375886528,1022.2448685084112,2839.458564558349,5734.199618546687,5634.199618546687,57.34199618546687,2,2026-01-25 22:30:00+08:00,7.963,0.0100000099951103,1,0,unknown,okx_30m_4f2ed49dc38d666d:37686:1
BB,binance,30,2025-07-09 14:30:00+08:00,10.990455445544589,1116.3802040677613,3112.5735379450985,5672.865164115826,5572.865164115826,56.72865164115826,2,2025-07-11 11:30:00+08:00,0.12522,0.0100000099977251,1,0,unknown,binance_30m_f06f29b79f3969f0:20243:1
SPX,okx,30,2026-08-19 21:30:00+08:00,29.802372093023077,985.974171376625,2705.3617763191114,5321.472336158304,5221.472336158304,53.21472336158304,2,2026-08-22 12:30:00+08:00,0.4956,0.0100000099967019,2,0,unknown,okx_30m_00d54ed71b9c8447:19119:1
VANRY,binance,30,2025-07-09 15:00:00+08:00,10.985847589424544,994.5138420369996,2638.4670673674723,5109.740974632456,5009.740974632456,51.09740974632456,2,2025-07-11 22:00:00+08:00,0.04089,0.0100000099998709,1,0,unknown,binance_30m_e8e88d26854ee1b0:23162:1
KMNO,okx,60,2026-08-19 07:00:00+08:00,22.578266666666817,1001.085444306408,2657.5833122557283,5005.407259738085,4905.407259738085,50.054072597380845,2,2026-08-22 01:00:00+08:00,0.02729,0.0100000099976114,1,0,unknown,okx_60m_c0331cf651301ec7:10698:1
ANIME,okx,60,2026-03-16 12:00:00+08:00,17.032789473684076,1094.2068237682906,2973.6135127084403,4934.374521141743,4834.374521141743,49.34374521141743,2,2026-03-17 13:00:00+08:00,0.007394,0.0100000099967019,1,0,unknown,okx_60m_2682cb31561617f9:9995:1
H,okx,30,2026-03-05 12:00:00+08:00,10.538484472049785,999.5123907018532,2558.0636685353543,4834.736624716438,4734.736624716438,48.34736624716438,2,2026-03-06 11:30:00+08:00,0.19338,0.0100000099997146,1,0,unknown,okx_30m_3df0d3e073171f37:11754:1
PYTH,okx,30,2025-05-08 12:30:00+08:00,13.542453987730118,1004.2932939416606,2676.642721915478,4782.132759186106,4682.132759186106,47.82132759186106,2,2025-05-09 22:00:00+08:00,0.2108,0.0100000099967019,1,0,unknown,okx_30m_dc2994fc31e5bcc1:25658:1
USUAL,binance,30,2026-08-20 00:00:00+08:00,10.19220640569395,963.4813898252788,2316.908319028861,4580.411146604308,4480.411146604308,45.804111466043075,2,2026-08-22 12:30:00+08:00,0.013286,0.0100000099996719,1,0,unknown,binance_30m_34f8c7bf56fa61ee:29237:1
MET,okx,60,2026-08-18 22:00:00+08:00,14.080787878788016,1009.96506001236,2405.0569507676983,4551.929998789801,4451.929998789801,45.51929998789801,2,2026-08-22 12:00:00+08:00,0.246,0.0100000099946555,2,0,unknown,okx_60m_4958fc163d02b374:7492:1
AEVO,okx,30,2025-07-09 01:30:00+08:00,10.311476014760188,960.7737910866048,2488.5317701874906,4550.468963787881,4450.468963787881,45.50468963787881,2,2025-07-11 13:30:00+08:00,0.12233,0.0100000099971566,2,0,unknown,okx_30m_0017f1878074c036:23149:1
KGEN,okx,30,2026-01-12 14:00:00+08:00,30.75312195121958,895.5581420694862,2360.448846219514,4395.1301847218165,4295.1301847218165,43.95130184721816,2,2026-01-16 20:00:00+08:00,0.3007,0.0100000099962471,2,0,unknown,okx_30m_58b4cb151aeddcb3:4129:1
LDO,okx,30,2025-08-07 00:30:00+08:00,15.25053731343284,919.324658014831,2388.7192530230445,4388.920524377455,4288.920524377455,43.88920524377455,2,2025-08-10 09:00:00+08:00,1.372,0.0100000099967019,4,0,unknown,okx_30m_cef578456eea6108:33968:1
B2,binance,30,2025-12-19 08:30:00+08:00,12.526000000000048,859.9361346327381,2249.8812039382856,4215.81187077755,4115.81187077755,42.1581187077755,2,2025-12-21 15:30:00+08:00,0.9048,0.0100000099969292,1,0,unknown,binance_30m_19d25bae53a81654:10869:1
BILL,gate,30,2026-07-12 05:30:00+08:00,10.076000000000006,806.288836005507,2230.612035792142,4191.714757663631,4091.7147576636307,41.91714757663631,2,2026-07-14 00:30:00+08:00,0.0619,0.0100000099999988,1,0,unknown,gate_30m_b44d6b6043000abf:3145:1
GMX,okx,30,2025-02-08 22:00:00+08:00,12.298207381370846,872.662685895146,2175.690658676902,4188.081393102174,4088.081393102174,41.88081393102174,2,2025-02-11 19:30:00+08:00,26.12,0.0100000099971566,2,0,unknown,okx_30m_ad52af7d34d1ef40:25371:1
DRIFT,binance,30,2025-04-28 14:00:00+08:00,11.032216216216185,805.7988459792863,2073.892072663766,4152.280655949786,4052.280655949786,41.52280655949786,2,2025-05-01 03:00:00+08:00,0.8047,0.0100000099987482,1,0,unknown,binance_30m_6df84d5e72e7cab3:8187:1
BLUR,binance,30,2026-04-01 01:30:00+08:00,11.985812499999977,892.1654160620106,2308.93730080565,4115.790892677239,4015.790892677239,41.157908926772386,2,2026-04-01 21:30:00+08:00,0.02548,0.0100000099979524,3,0,unknown,binance_30m_90e8bb902180c5d3:45346:1
ARB,okx,30,2026-08-18 18:30:00+08:00,25.759280000000352,859.5962339819464,2195.1848952943556,3920.033128878543,3820.033128878543,39.20033128878543,2,2026-08-22 12:30:00+08:00,0.10964,0.0100000100000414,3,0,unknown,okx_30m_e4bfdd4fb3c35ca9:52052:1
AAVE,okx,30,2026-08-17 23:00:00+08:00,19.938653846153997,823.0323068262137,2158.747017159562,3909.6941854224337,3809.6941854224337,39.09694185422434,2,2026-08-22 11:30:00+08:00,129.06,0.0100000099996009,2,0,unknown,okx_30m_7be0d25a9677420f:52013:1
C98,binance,30,2025-10-01 23:00:00+08:00,11.685272727272842,1043.1340772236022,2501.038279788552,3877.2229328484423,3777.2229328484423,38.77222932848442,2,2025-10-03 12:00:00+08:00,0.0718,0.010000009995565,1,0,unknown,binance_30m_6f0d465d44098a96:36653:1
FLOCK,binance,30,2025-12-24 11:00:00+08:00,10.81481865284982,876.5706190592955,2142.346934334471,3576.6090149552847,3476.6090149552847,35.766090149552845,2,2025-12-26 15:30:00+08:00,0.1299,0.010000009999814,2,0,unknown,binance_30m_8abf745011ec4c00:5079:1
XCN,binance,60,2025-07-10 10:00:00+08:00,15.02308300395247,758.6254997742395,1958.8270228345152,3560.789909025926,3460.789909025926,35.60789909025926,2,2025-07-14 21:00:00+08:00,0.0205,0.0100000099990325,1,0,unknown,binance_60m_0abcdf9ffc4b9a39:2145:1
RIF,binance,30,2026-04-14 02:30:00+08:00,14.614363636363782,864.3740114216954,2053.7036263220666,3527.77478432466,3427.77478432466,35.2777478432466,2,2026-04-15 23:30:00+08:00,0.05083,0.0100000099944281,1,0,unknown,binance_30m_b2a66d257dbc41e4:43451:1
ESPORTS,binance,30,2026-03-25 14:00:00+08:00,21.18868041237148,801.108334345072,1968.314018133685,3520.603959439279,3420.603959439279,35.20603959439279,2,2026-03-27 02:30:00+08:00,0.39965,0.0100000099964745,1,0,unknown,binance_30m_c58b4d745094b794:11463:1
THETA,binance,30,2026-08-20 00:00:00+08:00,11.41348717948722,779.9956227021354,1880.9628133834165,3399.4876033746664,3299.4876033746664,33.994876033746664,2,2026-08-22 12:30:00+08:00,0.2039,0.0100000099997856,1,0,unknown,binance_30m_15ad45b508699c2e:52111:1
GALA,binance,30,2026-05-05 15:30:00+08:00,10.86096,845.7906485885254,2012.0320825938643,3342.6400246963485,3242.6400246963485,33.42640024696348,2,2026-05-08 22:30:00+08:00,0.004532,0.010000009999203,1,0,unknown,binance_30m_22a8979e2c29faeb:47006:1
STORJ,binance,30,2025-12-27 20:00:00+08:00,10.574365079365108,861.1523544810861,2133.915975257782,3310.6153902641845,3210.6153902641845,33.10615390264184,2,2025-12-28 15:30:00+08:00,0.1684,0.0100000099980661,1,0,unknown,binance_30m_cfec06e4c02a3f35:40823:1
SPELL,binance,30,2025-03-14 17:00:00+08:00,12.929053571428504,791.3785117573999,1782.7077160263343,3276.6962765434923,3176.6962765434923,32.766962765434926,2,2025-03-16 15:30:00+08:00,0.000845,0.0100000099999277,1,0,unknown,binance_30m_7112cca2f244226c:26993:1
OGN,binance,30,2025-04-19 22:30:00+08:00,17.260000000000165,849.4630828660381,1915.7523879429575,3173.2418301785947,3073.2418301785947,31.73241830178595,2,2025-04-20 17:00:00+08:00,0.0738,0.0100000099998425,2,0,unknown,binance_30m_bb8c7cc118aca1d6:28732:1
VET,binance,30,2026-08-19 22:00:00+08:00,29.588130434782023,825.8909676707136,1888.0077124026084,3165.716932399372,3065.716932399372,31.65716932399372,2,2026-08-22 12:30:00+08:00,0.006186,0.0100000100001409,2,0,unknown,binance_30m_b1b2bb9e634c344f:52107:1
JTO,okx,30,2025-05-08 06:00:00+08:00,10.212029702970298,813.9513888011558,1809.2732466305256,3078.838235119905,2978.838235119905,30.78838235119905,2,2025-05-10 08:00:00+08:00,2.228,0.0100000099944281,2,0,unknown,okx_30m_7882bf1e71caf0fb:23309:1
RSR,binance,30,2026-08-19 00:00:00+08:00,19.92352941176459,759.1414035131403,1764.4173976050256,3055.951909886769,2955.951909886769,30.55951909886769,2,2026-08-22 12:00:00+08:00,0.001597,0.0100000099987482,2,0,unknown,binance_30m_d69366faba0289ce:52063:1
SOMI,binance,30,2026-04-24 14:30:00+08:00,11.83056250000007,893.165525823344,1882.0708017297732,3032.885971120707,2932.885971120707,30.32885971120707,2,2026-04-26 09:00:00+08:00,0.2549,0.0100000100000272,1,0,unknown,binance_30m_72355a9dc9b0fb15:11609:1
SSV,okx,30,2026-08-15 16:30:00+08:00,13.708476190476247,757.5228588863818,1835.459508177998,3030.828766754602,2930.828766754602,30.30828766754602,2,2026-08-22 12:00:00+08:00,3.015,0.0100000099976114,1,0,unknown,okx_30m_8c107afe5adb1cfd:47816:1
ALCH,binance,60,2026-04-14 20:00:00+08:00,10.603509433962309,997.021957131119,1830.1150089254072,3026.514129257034,2926.514129257034,30.265141292570338,2,2026-04-16 06:00:00+08:00,0.1028,0.0100000099970429,1,0,unknown,binance_60m_b0be76eeffdb87ca:11087:1
KAS,binance,60,2025-04-21 09:00:00+08:00,11.83650000000005,763.5255888465223,1758.0032136289635,2959.0465975040415,2859.0465975040415,29.590465975040416,2,2025-04-25 20:00:00+08:00,0.10918,0.0100000099981798,1,0,unknown,binance_60m_d16cdea411b50a75:12502:1
TAO,binance,60,2025-07-09 16:00:00+08:00,11.435737321196452,779.5175922238685,1756.631433264822,2891.634520510711,2791.634520510711,28.91634520510711,2,2025-07-16 09:00:00+08:00,446.58,0.0100000099998993,4,0,unknown,binance_60m_37005f566ca688da:10888:1
STRK,okx,30,2025-05-08 16:00:00+08:00,10.19434243176184,682.7894149425158,1624.775046294067,2869.85190333006,2769.85190333006,28.6985190333006,2,2025-05-11 08:00:00+08:00,0.1934,0.0100000099989756,4,0,unknown,okx_30m_75f712c660c26bda:21253:1
WAXP,binance,30,2025-04-16 10:30:00+08:00,11.124208333333302,713.0121662029226,1772.393958762599,2778.851582282544,2678.851582282544,27.78851582282544,2,2025-04-19 10:00:00+08:00,0.02877,0.0100000099996009,1,0,unknown,binance_30m_561fc195bd69e5ad:26182:1
SHAZ,okx,30,2026-08-11 05:00:00+08:00,10.78878666666672,611.3180143333617,1468.173091886744,2580.3384331565007,2480.3384331565007,25.803384331565006,2,2026-08-13 22:30:00+08:00,74.0,0.0100000099965882,1,0,unknown,okx_30m_f82e9d723efcf451:1511:1
ORDI,okx,30,2025-07-08 19:30:00+08:00,12.717411764705966,657.8993177533762,1484.6775653556183,2546.4887532812027,2446.4887532812027,25.46488753281203,2,2025-07-11 13:30:00+08:00,10.318,0.0100000099990893,1,0,unknown,okx_30m_f4f23059a43906f2:32566:1
DODOX,binance,30,2025-05-08 09:00:00+08:00,13.504896186440666,705.8614856724676,1613.3972850415505,2539.877668616108,2439.877668616108,25.39877668616108,2,2025-05-11 12:00:00+08:00,0.062562,0.0100000099997572,1,0,unknown,binance_30m_18a033ee291c479c:29617:1
QTUM,okx,30,2026-08-19 23:00:00+08:00,14.172065040650436,748.6925463024612,1602.1288497605462,2533.836040341877,2433.836040341877,25.33836040341877,2,2026-08-22 11:30:00+08:00,0.9268,0.010000009998464,2,0,unknown,okx_30m_fec1879a86749116:52109:1
ETH,binance,240,2026-08-19 12:00:00+08:00,15.315953719008256,719.6148115221142,1524.612939005743,2526.4695378225897,2426.4695378225897,25.2646953782259,2,2026-08-27 16:00:00+08:00,2566.4,0.0100000099994304,7,0,unknown,binance_240m_7fe68b1c338ef8b9:6510:1
NEO,okx,30,2026-08-19 15:00:00+08:00,28.288124999999987,726.4927742586116,1559.3226417135195,2517.173350670967,2417.173350670967,25.17173350670967,2,2026-08-22 12:30:00+08:00,2.275,0.0100000099990893,2,0,unknown,okx_30m_fcc8e422421288c5:52093:1
SEI,binance,30,2025-05-08 09:30:00+08:00,10.36634328358214,680.9938231214694,1490.6515540235653,2473.386933979802,2373.386933979802,24.73386933979802,2,2025-05-11 08:00:00+08:00,0.275,0.0100000099984072,1,0,unknown,binance_30m_7a6f6140b6692cd0:29618:1
VIRTUAL,binance,60,2026-05-02 00:00:00+08:00,10.35756470588234,621.398450705959,1466.638976067202,2412.704617324584,2312.704617324584,24.12704617324584,2,2026-05-07 15:00:00+08:00,0.9823,0.0100000099997856,1,0,unknown,binance_60m_00f7619b6bb861a3:12170:1
NIGHT,binance,30,2026-08-19 10:30:00+08:00,20.828600000000137,697.5312251263451,1483.0264554386897,2410.724911159362,2310.724911159362,24.107249111593617,2,2026-08-21 16:30:00+08:00,0.02296,0.0100000099984072,1,0,unknown,binance_30m_696c0c0a3e5a23ef:12078:1
SHELL,okx,30,2026-08-05 12:30:00+08:00,12.977214285714329,703.9250358731312,1569.513304024216,2388.1040935360757,2288.1040935360757,23.88104093536076,2,2026-08-09 22:30:00+08:00,0.02515,0.0100000099958492,1,0,unknown,okx_30m_494cb06ee77e0df6:25135:1
LINK,binance,30,2025-08-07 02:30:00+08:00,15.277872340425528,627.3832290545554,1404.4508397623204,2290.8544298812167,2190.8544298812167,22.908544298812167,2,2025-08-10 15:00:00+08:00,22.699,0.0100000099988619,2,0,unknown,binance_30m_35093bdef7bce91f:33972:1
SLP,binance,30,2026-08-19 17:00:00+08:00,11.905252747252815,633.7691095405137,1350.8051406017814,2098.659613568223,1998.659613568223,20.98659613568223,2,2026-08-22 05:00:00+08:00,0.0007056,0.0100000099990609,1,0,unknown,binance_30m_50fc9b3c644c2d85:18809:1
IMX,okx,60,2025-09-08 17:00:00+08:00,10.635977011494246,667.7884093518168,1364.8858893006557,2076.335362688783,1976.3353626887829,20.763353626887827,2,2025-09-14 08:00:00+08:00,0.6885,0.0100000099988335,2,0,unknown,okx_60m_b2cf36fdb684455c:17768:1
CRO,okx,30,2024-11-06 09:30:00+08:00,12.293196261682397,681.9095095195796,1397.270242092633,2075.072508869489,1975.072508869489,20.75072508869489,2,2024-11-06 15:00:00+08:00,0.09594,0.010000009999544,1,0,unknown,okx_30m_13b2b8a2a31bafd3:20834:1
HOT,binance,30,2024-10-19 02:00:00+08:00,11.59771689497702,676.5897541715075,1396.8994156511242,1975.894155711998,1875.894155711998,19.758941557119982,2,2024-10-21 06:00:00+08:00,0.002205,0.0100000099990325,1,0,unknown,binance_30m_3e54709f8c1fa4ec:19955:1
ACH,okx,30,2026-08-19 22:30:00+08:00,22.331902439024248,645.5236484751779,1255.423210116713,1899.575023129241,1799.575023129241,18.99575023129241,2,2026-08-22 12:30:00+08:00,0.005396,0.0100000099990893,2,0,unknown,okx_30m_8e37f0bf44dd301b:43643:1
THE,binance,30,2025-07-10 03:30:00+08:00,10.856344086021595,636.8887183969096,1252.8348741082998,1842.1672994879452,1742.1672994879452,18.42167299487945,2,2025-07-12 02:30:00+08:00,0.3055,0.0100000099997146,1,0,unknown,binance_30m_8c5fa87901325873:10765:1
KAIA,binance,60,2026-01-02 05:00:00+08:00,11.65940000000008,621.4968043118984,1177.4777850176663,1729.7892958536477,1629.7892958536477,17.297892958536476,2,2026-01-06 20:00:00+08:00,0.07167,0.0100000099994588,1,0,unknown,binance_60m_c7a4b022d57a38d0:9438:1
AR,okx,30,2025-07-08 20:00:00+08:00,12.367826086956564,525.7719678902305,1068.4725707266446,1659.4889683023855,1559.4889683023855,16.594889683023855,2,2025-07-11 14:30:00+08:00,6.564,0.0100000099996577,1,0,unknown,okx_30m_f0dfce3a84e9ab5d:32567:1
FF,binance,240,2026-04-09 16:00:00+08:00,10.496160000000048,1642.1871316364843,1642.1871316364843,1642.1871316364843,1542.1871316364843,16.421871316364843,0,2026-04-11 00:00:00+08:00,0.1715,0.010000009999878,1,0,unknown,binance_240m_ab188c930cd2584e:1149:1
OP,okx,30,2025-07-08 20:00:00+08:00,10.350355239786923,507.3599688329696,1049.8816873898752,1620.047067795921,1520.047067795921,16.20047067795921,2,2025-07-11 14:00:00+08:00,0.7012,0.010000009999814,4,0,unknown,okx_30m_6f6e6d2b9fcc0a47:32567:1
ACU,okx,30,2026-08-07 23:00:00+08:00,11.89759183673476,549.6170880230435,1051.5137447168674,1608.8427531314194,1508.8427531314194,16.088427531314196,2,2026-08-10 04:30:00+08:00,0.10261,0.0100000099949966,1,0,unknown,okx_30m_12fa0e76f9dd2f40:9423:1
MORPHO,okx,30,2025-07-08 20:00:00+08:00,13.588207547169898,541.8864985116398,1077.5914406900984,1572.1880218676429,1472.1880218676429,15.721880218676429,2,2025-07-12 04:30:00+08:00,1.7468,0.0100000099982366,2,0,unknown,okx_30m_26722c51347e04df:10802:1
HYPE,okx,60,2025-07-09 14:00:00+08:00,10.011691176470643,536.3281400031985,1024.17934848036,1516.9702003230825,1416.9702003230825,15.169702003230825,2,2025-07-14 13:00:00+08:00,49.952,0.0100000099997856,1,0,unknown,okx_60m_a18f2f8c057af2ea:3309:1
HMSTR,binance,30,2026-08-19 15:00:00+08:00,13.283130434782434,526.736327783123,1031.2366944437338,1503.753668841524,1403.753668841524,15.037536688415239,2,2026-08-22 12:30:00+08:00,0.0002216,0.010000009997384,2,0,unknown,binance_30m_470a4762e22671a8:33204:1
XVS,binance,30,2025-05-08 12:00:00+08:00,10.206018518518553,565.0856606604536,1024.4835045293178,1452.6116112914708,1352.6116112914708,14.526116112914709,2,2025-05-11 08:00:00+08:00,7.318,0.0100000099978387,1,0,unknown,binance_30m_b63b0d10c3d61fb2:29623:1
WOO,okx,30,2026-08-19 19:30:00+08:00,19.354727272727462,544.5881240174007,1016.774870013134,1446.6342890759522,1346.6342890759522,14.466342890759522,2,2026-08-22 12:30:00+08:00,0.01315,0.0100000099987482,1,0,unknown,okx_30m_5d1114fbbd53d08e:52102:1
ZKP,okx,30,2026-04-24 07:30:00+08:00,10.147135135135262,554.7029392290223,1012.313189160953,1423.1065698858836,1323.1065698858836,14.231065698858835,2,2026-04-24 19:30:00+08:00,0.08844,0.010000009999743,1,0,unknown,okx_30m_26592d800309177b:5106:1
INJ,binance,30,2026-08-19 22:30:00+08:00,10.20611428571438,558.0603181287897,1002.0720219695788,1421.487787404387,1321.487787404387,14.214877874043871,2,2026-08-22 12:30:00+08:00,5.334,0.0100000099969292,2,0,unknown,binance_30m_b987d2ee009c8805:52108:1
AVAX,okx,60,2025-09-08 12:00:00+08:00,12.428153034300868,513.1117863560473,945.1960227321446,1402.9065506766929,1302.9065506766929,14.029065506766928,2,2025-09-13 13:00:00+08:00,31.259,0.010000009998464,2,0,unknown,okx_60m_21162989b3366200:17763:1
