period,arm,cash,streak_type,streak_length,rank,signal_i,side,entry_time,risk,notional,fee_reserve,required_cash,equity_before,cycle_id,cycle_net_before,level_before,accepted,entry_i,exit_i,exit_time,reason,net_r,gross_r,cost_r,full_initial_stop,outcome,censored,pnl,raw_pnl,equity_after,cycle_net_after,level_after,cycle_end
development,olhc,fixed10,net_loss,10,2,25878,1,2023-09-23 09:09:00+00:00,1.0,905.9829545454592,1.8119659090909184,92.41026136363683,854.1618976282602,1,-145.83916552963444,57,True,25879,25880,2023-09-23 09:12:00+00:00,initial_stop,-2.8119659090908913,-1.0,1.8119659090909184,True,loss,False,-2.8119659090908726,-2.8119659090908913,851.3499317191694,-148.65113143872532,58,
development,olhc,fixed10,net_loss,10,3,25884,-1,2023-09-23 09:27:00+00:00,1.0,612.0692307692523,1.2241384615385045,62.43106153846373,851.3499317191694,1,-148.65113143872532,58,True,25885,25944,2023-09-23 12:24:00+00:00,initial_stop,-2.2241384615384385,-1.0,1.2241384615385045,True,loss,False,-2.224138461538473,-2.2241384615384385,849.1257932576309,-150.8752699002638,59,
development,olhc,fixed10,net_loss,10,4,25949,1,2023-09-23 12:42:00+00:00,1.0,1386.3913043479906,2.7727826086959815,141.41191304349505,849.1257932576309,1,-150.8752699002638,59,True,25950,25953,2023-09-23 12:51:00+00:00,initial_stop,-3.7727826086959646,-1.0,2.772782608695981,True,loss,False,-3.772782608695934,-3.7727826086959646,845.353010648935,-154.64805250895972,60,
development,olhc,fixed10,net_loss,10,5,26003,-1,2023-09-23 15:24:00+00:00,1.0,824.0310880829716,1.648062176165943,84.0511709844631,845.353010648935,1,-154.64805250895972,60,True,26004,26033,2023-09-23 16:51:00+00:00,initial_stop,-2.6480621761658703,-1.0,1.648062176165943,True,loss,False,-2.648062176165922,-2.6480621761658703,842.704948472769,-157.29611468512564,61,
development,olhc,fixed10,net_loss,10,6,26301,-1,2023-09-24 06:18:00+00:00,1.0,2340.39705882331,4.68079411764662,238.72049999997765,842.704948472769,1,-157.29611468512564,61,True,26302,26305,2023-09-24 06:27:00+00:00,initial_stop,-5.680794117646406,-1.0,4.68079411764662,True,loss,False,-5.680794117646428,-5.680794117646406,837.0241543551226,-162.97690880277207,62,
development,olhc,fixed10,net_loss,10,7,27196,1,2023-09-26 03:03:00+00:00,1.0,409.6683804627383,0.8193367609254766,41.7861748071993,837.0241543551226,1,-162.97690880277207,62,True,27197,27265,2023-09-26 06:27:00+00:00,opposite_v6_next_open,-1.6522416452442574,-0.8329048843187956,0.8193367609254767,False,loss,False,-1.652241645244203,-1.6522416452442574,835.3719127098784,-164.62915044801628,63,
development,olhc,fixed10,net_loss,10,8,27264,-1,2023-09-26 06:27:00+00:00,1.0,317.4391217564732,0.6348782435129464,32.37879041916026,835.3719127098784,1,-164.62915044801628,63,True,27265,27330,2023-09-26 09:42:00+00:00,initial_stop,-1.6348782435129294,-1.0,0.6348782435129463,True,loss,False,-1.6348782435129579,-1.6348782435129294,833.7370344663655,-166.26402869152923,64,
development,olhc,fixed10,net_loss,10,9,27342,-1,2023-09-26 10:21:00+00:00,1.0,223.89421720733688,0.44778843441467375,22.83721015514836,833.7370344663655,1,-166.26402869152923,64,True,27343,27368,2023-09-26 11:36:00+00:00,opposite_v6_next_open,-1.0105528913963526,-0.5627644569816721,0.44778843441467375,False,loss,False,-1.0105528913964008,-1.0105528913963526,832.7264815749691,-167.27458158292563,65,
development,olhc,fixed10,net_loss,10,10,27367,1,2023-09-26 11:36:00+00:00,1.0,466.68621700878646,0.933372434017573,47.601994134896216,832.7264815749691,1,-167.27458158292563,65,True,27368,27388,2023-09-26 12:36:00+00:00,initial_stop,-1.9333724340175562,-1.0,0.9333724340175729,True,loss,False,-1.9333724340175422,-1.9333724340175562,830.7931091409515,-169.20795401694318,66,
development,olhc,double10,initial_stop,2,1,1946,1,2023-08-04 12:33:00+00:00,2.0,1053.3180515759284,2.106636103151857,107.4384412607447,997.9696111664047,1,-2.03145199149003,1,True,1947,1947,2023-08-04 12:33:00+00:00,initial_stop,-2.0533180515759155,-1.0,1.0533180515759284,True,loss,False,-4.1066361031518,-4.106636103151831,993.8629750632529,-6.13808809464183,2,
development,olhc,double10,initial_stop,2,2,2340,-1,2023-08-05 08:15:00+00:00,4.0,7322.600000000001,14.645200000000003,746.9052000000001,993.8629750632529,1,-6.13808809464183,2,True,2341,2347,2023-08-05 08:33:00+00:00,initial_stop,-4.661299999999905,-1.0,3.6613000000000007,True,loss,False,-18.64519999999959,-18.64519999999962,975.2177750632533,-24.78328809464142,3,
development,olhc,double10,net_loss,3,1,1946,1,2023-08-04 12:33:00+00:00,2.0,1053.3180515759284,2.106636103151857,107.4384412607447,997.9696111664047,1,-2.03145199149003,1,True,1947,1947,2023-08-04 12:33:00+00:00,initial_stop,-2.0533180515759155,-1.0,1.0533180515759284,True,loss,False,-4.1066361031518,-4.106636103151831,993.8629750632529,-6.13808809464183,2,
development,olhc,double10,net_loss,3,2,2340,-1,2023-08-05 08:15:00+00:00,4.0,7322.600000000001,14.645200000000003,746.9052000000001,993.8629750632529,1,-6.13808809464183,2,True,2341,2347,2023-08-05 08:33:00+00:00,initial_stop,-4.661299999999905,-1.0,3.6613000000000007,True,loss,False,-18.64519999999959,-18.64519999999962,975.2177750632533,-24.78328809464142,3,
development,olhc,double10,net_loss,3,3,2348,1,2023-08-05 08:39:00+00:00,8.0,6785.703703703447,13.571407407406895,692.1417777777516,975.2177750632533,1,-24.78328809464142,3,True,2349,2433,2023-08-05 12:51:00+00:00,opposite_v6_next_open,-2.363092592592506,-0.6666666666666666,1.6964259259258616,False,loss,False,-18.904740740740067,-18.90474074074005,956.3130343225132,-43.68802883538149,4,
development,olhc,double_risk_only,initial_stop,3,1,2432,-1,2023-08-05 12:51:00+00:00,16.0,16931.329479768607,33.862658959537214,49.862658959537214,956.3130343225132,1,-43.68802883538149,4,True,2433,2441,2023-08-05 13:15:00+00:00,initial_stop,-3.116416184971187,-1.0,2.116416184971076,True,loss,False,-49.862658959538976,-49.86265895953899,906.4503753629742,-93.55068779492046,5,
development,olhc,double_risk_only,initial_stop,3,2,2723,-1,2023-08-06 03:24:00+00:00,32.0,50631.72413793739,101.26344827587478,133.2634482758748,906.4503753629742,1,-93.55068779492046,5,True,2724,2775,2023-08-06 05:57:00+00:00,initial_stop,-4.164482758620974,-1.0,3.164482758621087,True,loss,False,-133.26344827587116,-133.26344827587116,773.1869270871031,-226.81413607079162,6,
development,olhc,double_risk_only,initial_stop,3,3,2776,1,2023-08-06 06:03:00+00:00,64.0,158850.59459459267,317.70118918918536,381.70118918918536,773.1869270871031,1,-226.81413607079162,6,True,2777,2779,2023-08-06 06:09:00+00:00,initial_stop,-5.964081081081137,-1.0,4.96408108108102,True,loss,False,-381.70118918919275,-381.70118918919275,391.4857378979103,-608.5153252599844,7,
development,olhc,double_risk_only,net_loss,6,1,1946,1,2023-08-04 12:33:00+00:00,2.0,1053.3180515759284,2.106636103151857,4.106636103151857,997.9696111664047,1,-2.03145199149003,1,True,1947,1947,2023-08-04 12:33:00+00:00,initial_stop,-2.0533180515759155,-1.0,1.0533180515759284,True,loss,False,-4.1066361031518,-4.106636103151831,993.8629750632529,-6.13808809464183,2,
development,olhc,double_risk_only,net_loss,6,2,2340,-1,2023-08-05 08:15:00+00:00,4.0,7322.600000000001,14.645200000000003,18.645200000000003,993.8629750632529,1,-6.13808809464183,2,True,2341,2347,2023-08-05 08:33:00+00:00,initial_stop,-4.661299999999905,-1.0,3.6613000000000007,True,loss,False,-18.64519999999959,-18.64519999999962,975.2177750632533,-24.78328809464142,3,
development,olhc,double_risk_only,net_loss,6,3,2348,1,2023-08-05 08:39:00+00:00,8.0,6785.703703703447,13.571407407406895,21.571407407406895,975.2177750632533,1,-24.78328809464142,3,True,2349,2433,2023-08-05 12:51:00+00:00,opposite_v6_next_open,-2.363092592592506,-0.6666666666666666,1.6964259259258616,False,loss,False,-18.904740740740067,-18.90474074074005,956.3130343225132,-43.68802883538149,4,
development,olhc,double_risk_only,net_loss,6,4,2432,-1,2023-08-05 12:51:00+00:00,16.0,16931.329479768607,33.862658959537214,49.862658959537214,956.3130343225132,1,-43.68802883538149,4,True,2433,2441,2023-08-05 13:15:00+00:00,initial_stop,-3.116416184971187,-1.0,2.116416184971076,True,loss,False,-49.862658959538976,-49.86265895953899,906.4503753629742,-93.55068779492046,5,
development,olhc,double_risk_only,net_loss,6,5,2723,-1,2023-08-06 03:24:00+00:00,32.0,50631.72413793739,101.26344827587478,133.2634482758748,906.4503753629742,1,-93.55068779492046,5,True,2724,2775,2023-08-06 05:57:00+00:00,initial_stop,-4.164482758620974,-1.0,3.164482758621087,True,loss,False,-133.26344827587116,-133.26344827587116,773.1869270871031,-226.81413607079162,6,
development,olhc,double_risk_only,net_loss,6,6,2776,1,2023-08-06 06:03:00+00:00,64.0,158850.59459459267,317.70118918918536,381.70118918918536,773.1869270871031,1,-226.81413607079162,6,True,2777,2779,2023-08-06 06:09:00+00:00,initial_stop,-5.964081081081137,-1.0,4.96408108108102,True,loss,False,-381.70118918919275,-381.70118918919275,391.4857378979103,-608.5153252599844,7,
validation,legacy_gross1,fixed10,initial_stop,6,1,266401,1,2025-02-05 11:18:00+00:00,1.0,93.59866666666666,0.18719733333333333,9.547063999999999,975.0062325503492,1,-25.057851483264244,31,True,266402,266475,2025-02-05 14:57:00+00:00,initial_stop,-1.1871973333333345,-1.0,0.18719733333333333,True,loss,False,-1.1871973333333017,-1.1871973333333345,973.8190352170159,-26.245048816597546,32,
validation,legacy_gross1,fixed10,initial_stop,6,2,266501,-1,2025-02-05 16:18:00+00:00,1.0,60.67206567561548,0.12134413135123095,6.1885506989127785,973.8190352170159,1,-26.245048816597546,32,True,266502,266513,2025-02-05 16:51:00+00:00,initial_stop,-1.1213441313512373,-1.0,0.12134413135123095,True,loss,False,-1.121344131351293,-1.1213441313512373,972.6976910856646,-27.36639294794884,33,
validation,legacy_gross1,fixed10,initial_stop,6,3,266683,1,2025-02-06 01:24:00+00:00,1.0,98.95873015873048,0.19791746031746096,10.093790476190508,972.6976910856646,1,-27.36639294794884,33,True,266684,266688,2025-02-06 01:36:00+00:00,initial_stop,-1.1979174603174623,-1.0,0.19791746031746096,True,loss,False,-1.1979174603175125,-1.1979174603174623,971.4997736253471,-28.56431040826635,34,
validation,legacy_gross1,fixed10,initial_stop,6,4,266887,-1,2025-02-06 11:36:00+00:00,1.0,151.27621621621623,0.30255243243243246,15.430174054054056,971.4997736253471,1,-28.56431040826635,34,True,266888,266892,2025-02-06 11:48:00+00:00,initial_stop,-1.3025524324324222,-1.0,0.30255243243243246,True,loss,False,-1.3025524324324351,-1.3025524324324222,970.1972211929146,-29.866862840698786,35,
validation,legacy_gross1,fixed10,initial_stop,6,5,266909,-1,2025-02-06 12:42:00+00:00,1.0,144.12551867219767,0.28825103734439533,14.700802904564162,970.1972211929146,1,-29.866862840698786,35,True,266910,266927,2025-02-06 13:33:00+00:00,initial_stop,-1.2882510373443836,-1.0,0.28825103734439533,True,loss,False,-1.2882510373443665,-1.2882510373443836,968.9089701555703,-31.155113878043153,36,
validation,legacy_gross1,fixed10,initial_stop,6,6,267849,-1,2025-02-08 11:42:00+00:00,1.0,205.52565114444187,0.41105130228888376,20.963616416733068,968.9089701555703,1,-31.155113878043153,36,True,267850,267855,2025-02-08 11:57:00+00:00,initial_stop,-1.4110513022888613,-1.0,0.41105130228888376,True,loss,False,-1.4110513022889108,-1.4110513022888613,967.4979188532814,-32.566165180332064,37,
validation,legacy_gross1,fixed10,net_loss,12,1,359716,-1,2025-08-18 21:03:00+00:00,1.0,220.57629704983884,0.4411525940996777,22.49878229908356,867.41752855541,1,-132.64655547820348,172,True,359717,359725,2025-08-18 21:27:00+00:00,initial_stop,-1.4411525940996779,-1.0,0.44115259409967766,True,loss,False,-1.4411525940996626,-1.4411525940996779,865.9763759613103,-134.08770807230314,173,
validation,legacy_gross1,fixed10,net_loss,12,2,359740,1,2025-08-18 22:15:00+00:00,1.0,176.12681159420188,0.35225362318840375,17.96493478260859,865.9763759613103,1,-134.08770807230314,173,True,359741,359753,2025-08-18 22:51:00+00:00,initial_stop,-1.3522536231884108,-1.0,0.35225362318840375,True,loss,False,-1.3522536231884033,-1.3522536231884108,864.6241223381219,-135.43996169549155,174,
validation,legacy_gross1,fixed10,net_loss,12,3,359785,-1,2025-08-19 00:30:00+00:00,1.0,108.10822401614442,0.21621644803228884,11.02703884964673,864.6241223381219,1,-135.43996169549155,174,True,359786,359793,2025-08-19 00:51:00+00:00,initial_stop,-1.216216448032289,-1.0,0.21621644803228884,True,loss,False,-1.2162164480322417,-1.216216448032289,863.4079058900896,-136.6561781435238,175,
validation,legacy_gross1,fixed10,net_loss,12,4,359796,1,2025-08-19 01:03:00+00:00,1.0,90.70079232693905,0.1814015846538781,9.251480817347783,863.4079058900896,1,-136.6561781435238,175,True,359797,359806,2025-08-19 01:30:00+00:00,initial_stop,-1.1814015846538777,-1.0,0.1814015846538781,True,loss,False,-1.1814015846538268,-1.1814015846538777,862.2265043054358,-137.83757972817762,176,
validation,legacy_gross1,fixed10,net_loss,12,5,360531,-1,2025-08-20 13:48:00+00:00,1.0,64.37089274643478,0.12874178549286955,6.565831060136348,862.2265043054358,1,-137.83757972817762,176,True,360532,360551,2025-08-20 14:45:00+00:00,initial_stop,-1.1287417854928767,-1.0,0.12874178549286955,True,loss,False,-1.1287417854928208,-1.1287417854928767,861.097762519943,-138.96632151367044,177,
validation,legacy_gross1,fixed10,net_loss,12,6,360761,-1,2025-08-21 01:18:00+00:00,1.0,147.83390646492472,0.29566781292984945,15.079058459422322,861.097762519943,1,-138.96632151367044,177,True,360762,360774,2025-08-21 01:54:00+00:00,initial_stop,-1.2956678129298373,-1.0,0.29566781292984945,True,loss,False,-1.295667812929878,-1.2956678129298373,859.8020947070131,-140.26198932660031,178,
validation,legacy_gross1,fixed10,net_loss,12,7,360781,-1,2025-08-21 02:18:00+00:00,1.0,84.45832512315272,0.16891665024630545,8.614749162561578,859.8020947070131,1,-140.26198932660031,178,True,360782,360851,2025-08-21 05:45:00+00:00,opposite_v6_next_open,-0.6219215763546806,-0.45300492610837007,0.16891665024630542,False,loss,False,-0.6219215763546799,-0.6219215763546806,859.1801731306584,-140.883910902955,179,
validation,legacy_gross1,fixed10,net_loss,12,8,360850,1,2025-08-21 05:45:00+00:00,1.0,329.4533639143749,0.6589067278287498,33.60424311926624,859.1801731306584,1,-140.883910902955,179,True,360851,360857,2025-08-21 06:03:00+00:00,initial_stop,-1.6589067278287462,-1.0,0.6589067278287498,True,loss,False,-1.6589067278287075,-1.6589067278287462,857.5212664028297,-142.5428176307837,180,
validation,legacy_gross1,fixed10,net_loss,12,9,360864,-1,2025-08-21 06:27:00+00:00,1.0,306.99641833810807,0.6139928366762162,31.313634670487026,857.5212664028297,1,-142.5428176307837,180,True,360865,360867,2025-08-21 06:33:00+00:00,initial_stop,-1.613992836676202,-1.0,0.6139928366762162,True,loss,False,-1.613992836676175,-1.613992836676202,855.9072735661535,-144.15681046745988,181,
validation,legacy_gross1,fixed10,net_loss,12,10,360883,-1,2025-08-21 07:24:00+00:00,1.0,149.00800556908908,0.29801601113817816,15.198816568047087,855.9072735661535,1,-144.15681046745988,181,True,360884,360893,2025-08-21 07:51:00+00:00,initial_stop,-1.2980160111381829,-1.0,0.2980160111381782,True,loss,False,-1.298016011138202,-1.2980160111381829,854.6092575550153,-145.45482647859808,182,
validation,legacy_gross1,fixed10,net_loss,12,11,360916,-1,2025-08-21 09:03:00+00:00,1.0,145.64463373083294,0.2912892674616659,14.85575264054496,854.6092575550153,1,-145.45482647859808,182,True,360917,360950,2025-08-21 10:42:00+00:00,initial_stop,-1.2912892674616556,-1.0,0.2912892674616659,True,loss,False,-1.291289267461707,-1.2912892674616556,853.3179682875536,-146.7461157460598,183,
validation,legacy_gross1,fixed10,net_loss,12,12,360950,1,2025-08-21 10:45:00+00:00,1.0,198.97545159796067,0.39795090319592136,20.295496062991987,853.3179682875536,1,-146.7461157460598,183,True,360951,360968,2025-08-21 11:36:00+00:00,initial_stop,-1.3979509031959194,-1.0,0.39795090319592136,True,loss,False,-1.3979509031959196,-1.3979509031959194,851.9200173843577,-148.1440666492557,184,
validation,next_bar,fixed10,initial_stop,4,1,256017,-1,2025-01-14 20:06:00+00:00,1.0,117.98120162182038,0.23596240324364076,12.034082565425678,989.2277050749526,0,-10.77229492504739,15,True,256018,256037,2025-01-14 21:03:00+00:00,initial_stop,-1.2359624032436485,-1.0,0.23596240324364076,True,loss,False,-1.2359624032436614,-1.2359624032436485,987.991742671709,-12.008257328291052,16,
validation,next_bar,fixed10,initial_stop,4,2,256074,1,2025-01-14 22:57:00+00:00,1.0,316.03414634146344,0.6320682926829269,32.23548292682927,987.991742671709,0,-12.008257328291052,16,True,256075,256080,2025-01-14 23:12:00+00:00,initial_stop,-1.6320682926829202,-1.0,0.6320682926829269,True,loss,False,-1.6320682926829022,-1.6320682926829202,986.359674379026,-13.640325620973954,17,
validation,next_bar,fixed10,initial_stop,4,3,256177,1,2025-01-15 04:06:00+00:00,1.0,233.31821454283872,0.46663642908567743,23.79845788336955,986.359674379026,0,-13.640325620973954,17,True,256178,256181,2025-01-15 04:15:00+00:00,initial_stop,-1.4666364290856677,-1.0,0.46663642908567743,True,loss,False,-1.4666364290856109,-1.4666364290856677,984.8930379499404,-15.106962050059565,18,
validation,next_bar,fixed10,initial_stop,4,4,256266,1,2025-01-15 08:33:00+00:00,1.0,233.06968390804474,0.4661393678160895,23.773107758620565,984.8930379499404,0,-15.106962050059565,18,True,256267,256284,2025-01-15 09:24:00+00:00,initial_stop,-1.4661393678160932,-1.0,0.4661393678160895,True,loss,False,-1.4661393678161403,-1.4661393678160932,983.4268985821243,-16.573101417875705,19,
validation,next_bar,fixed10,net_loss,17,1,345121,-1,2025-07-19 11:18:00+00:00,1.0,145.65694330320375,0.2913138866064075,14.857008216926781,875.0469479161804,0,-124.95305208381956,214,True,345122,345125,2025-07-19 11:27:00+00:00,initial_stop,-1.2913138866064202,-1.0,0.29131388660640745,True,loss,False,-1.2913138866064173,-1.2913138866064202,873.755634029574,-126.24436597042597,215,
validation,next_bar,fixed10,net_loss,17,2,345232,1,2025-07-19 16:51:00+00:00,1.0,252.64093484419456,0.5052818696883892,25.769375354107844,873.755634029574,0,-126.24436597042597,215,True,345233,345238,2025-07-19 17:06:00+00:00,initial_stop,-1.5052818696883856,-1.0,0.5052818696883892,True,loss,False,-1.5052818696883605,-1.5052818696883856,872.2503521598857,-127.74964784011433,216,
validation,next_bar,fixed10,net_loss,17,3,345290,1,2025-07-19 19:45:00+00:00,1.0,194.91775599128403,0.38983551198256805,19.88161111111097,872.2503521598857,0,-127.74964784011433,216,True,345291,345298,2025-07-19 20:06:00+00:00,cost_be_gap,-0.17469389978215244,0.21514161220042433,0.3898355119825681,False,loss,False,-0.17469389978214167,-0.17469389978215244,872.0756582601035,-127.92434173989648,217,
validation,next_bar,fixed10,net_loss,17,4,345944,1,2025-07-21 04:27:00+00:00,1.0,177.89957567185257,0.35579915134370516,18.145756718528965,872.0756582601035,0,-127.92434173989648,217,True,345945,345960,2025-07-21 05:12:00+00:00,initial_stop,-1.355799151343708,-1.0,0.35579915134370516,True,loss,False,-1.3557991513437173,-1.355799151343708,870.7198591087598,-129.2801408912402,218,
validation,next_bar,fixed10,net_loss,17,5,346942,-1,2025-07-23 06:21:00+00:00,1.0,201.33169934640384,0.4026633986928077,20.535833333333194,870.7198591087598,0,-129.2801408912402,218,True,346943,346948,2025-07-23 06:36:00+00:00,cost_be_gap,-0.0039705882353064225,0.3986928104574977,0.4026633986928077,False,loss,False,-0.00397058823534735,-0.0039705882353064225,870.7158885205245,-129.28411147947554,219,
validation,next_bar,fixed10,net_loss,17,6,348560,-1,2025-07-26 15:15:00+00:00,1.0,252.50339213026152,0.505006784260523,25.755345997286675,870.7158885205245,0,-129.28411147947554,219,True,348561,348562,2025-07-26 15:18:00+00:00,cost_be_gap,-0.0986295793758445,0.40637720488468965,0.505006784260523,False,loss,False,-0.0986295793758245,-0.0986295793758445,870.6172589411486,-129.38274105885137,220,
validation,next_bar,fixed10,net_loss,17,7,349709,-1,2025-07-29 00:42:00+00:00,1.0,55.89956851658977,0.11179913703317954,5.701755988692157,870.6172589411486,0,-129.38274105885137,220,True,349710,349711,2025-07-29 00:45:00+00:00,cost_be_gap,-0.07281684273172992,0.03898229430144836,0.11179913703317954,False,loss,False,-0.07281684273175415,-0.07281684273172992,870.5444420984169,-129.45555790158312,221,
validation,next_bar,fixed10,net_loss,17,8,349808,1,2025-07-29 05:39:00+00:00,1.0,234.4848858729174,0.4689697717458348,23.917458359037578,870.5444420984169,0,-129.45555790158312,221,True,349809,349817,2025-07-29 06:03:00+00:00,cost_be_gap,-0.28389882788404064,0.18507094386181328,0.4689697717458348,False,loss,False,-0.28389882788405885,-0.28389882788404064,870.2605432705328,-129.73945672946718,222,
validation,next_bar,fixed10,net_loss,17,9,350394,-1,2025-07-30 10:57:00+00:00,1.0,136.7368802026777,0.27347376040535537,13.947161780673126,870.2605432705328,0,-129.73945672946718,222,True,350395,350396,2025-07-30 11:00:00+00:00,cost_be_gap,-0.057404270720234636,0.21606948968511677,0.2734737604053554,False,loss,False,-0.05740427072021248,-0.057404270720234636,870.2031389998126,-129.7968610001874,223,
validation,next_bar,fixed10,net_loss,17,10,350404,-1,2025-07-30 11:27:00+00:00,1.0,127.62100611828656,0.2552420122365731,13.017342624065229,870.2031389998126,0,-129.7968610001874,223,True,350405,350413,2025-07-30 11:51:00+00:00,cost_be_gap,-0.015609109449343845,0.23963290278722515,0.2552420122365731,False,loss,False,-0.015609109449314928,-0.015609109449343845,870.1875298903633,-129.8124701096367,224,
validation,next_bar,fixed10,net_loss,17,11,351805,-1,2025-08-02 09:30:00+00:00,1.0,238.95961670088772,0.47791923340177545,24.373880903490548,870.1875298903633,0,-129.8124701096367,224,True,351806,351807,2025-08-02 09:33:00+00:00,cost_be_gap,-0.5552635181382386,-0.07734428473648866,0.47791923340177545,False,loss,False,-0.5552635181381902,-0.5552635181382386,869.6322663722251,-130.3677336277749,225,
validation,next_bar,fixed10,net_loss,17,12,351902,-1,2025-08-02 14:21:00+00:00,1.0,99.35577746076981,0.19871155492153963,10.134289300998521,869.6322663722251,0,-130.3677336277749,225,True,351903,351908,2025-08-02 14:36:00+00:00,cost_be_gap,-0.04949614835948405,0.14921540656205395,0.19871155492153963,False,loss,False,-0.049496148359480685,-0.04949614835948405,869.5827702238656,-130.41722977613438,226,
validation,next_bar,fixed10,net_loss,17,13,351927,-1,2025-08-02 15:36:00+00:00,1.0,114.78322837255526,0.22956645674511053,11.707889294000637,869.5827702238656,0,-130.41722977613438,226,True,351928,351933,2025-08-02 15:51:00+00:00,cost_be_gap,-0.2086847862114589,0.020881670533646257,0.22956645674511053,False,loss,False,-0.20868478621150643,-0.2086847862114589,869.3740854376541,-130.62591456234588,227,
validation,next_bar,fixed10,net_loss,17,14,352427,1,2025-08-03 16:36:00+00:00,1.0,185.35619351408877,0.37071238702817755,18.906331738437054,869.3740854376541,0,-130.62591456234588,227,True,352428,352436,2025-08-03 17:00:00+00:00,cost_be_gap,-0.001759702286019614,0.3689526847421382,0.3707123870281776,False,loss,False,-0.0017597022859945355,-0.001759702286019614,869.3723257353681,-130.62767426463188,228,
validation,next_bar,fixed10,net_loss,17,15,352524,1,2025-08-03 21:27:00+00:00,1.0,241.8626639061382,0.48372532781227645,24.669991718426097,869.3723257353681,0,-130.62767426463188,228,True,352525,352537,2025-08-03 22:03:00+00:00,cost_be_gap,-0.6044982746721679,-0.1207729468599014,0.48372532781227645,False,loss,False,-0.6044982746722098,-0.6044982746721679,868.7678274606959,-131.2321725393041,229,
validation,next_bar,fixed10,net_loss,17,16,352539,-1,2025-08-03 22:12:00+00:00,1.0,141.51905920519144,0.2830381184103829,14.434944038929528,868.7678274606959,0,-131.2321725393041,229,True,352540,352542,2025-08-03 22:18:00+00:00,cost_be_gap,-0.2599237631792361,0.023114355231150328,0.28303811841038284,False,loss,False,-0.2599237631792448,-0.2599237631792361,868.5079036975167,-131.49209630248333,230,
validation,next_bar,fixed10,net_loss,17,17,353620,-1,2025-08-06 04:15:00+00:00,1.0,291.4037520391574,0.5828075040783148,29.723182707994052,868.5079036975167,0,-131.49209630248333,230,True,353621,353637,2025-08-06 05:03:00+00:00,initial_stop,-1.5828075040783134,-1.0,0.5828075040783147,True,loss,False,-1.582807504078346,-1.5828075040783134,866.9250961934383,-133.07490380656168,231,
validation,next_bar,double10,initial_stop,1,1,249498,-1,2025-01-01 06:09:00+00:00,2.0,758.3654937570989,1.5167309875141979,77.35328036322409,999.79237535014,0,-0.2076246498600085,1,True,249499,249534,2025-01-01 07:54:00+00:00,initial_stop,-1.7583654937570767,-1.0,0.7583654937570988,True,loss,False,-3.5167309875141655,-3.5167309875141535,996.2756443626258,-3.724355637374174,2,
validation,next_bar,double10,net_loss,4,1,250444,-1,2025-01-03 05:27:00+00:00,16.0,4274.877519379815,8.54975503875963,436.0375069767411,981.3893977970125,0,-18.61060220298748,4,True,250445,250458,2025-01-03 06:06:00+00:00,initial_stop,-1.5343596899224985,-1.0,0.5343596899224768,True,loss,False,-24.54975503875994,-24.549755038759976,956.8396427582526,-43.16035724174742,5,
validation,next_bar,double10,net_loss,4,2,251018,-1,2025-01-04 10:09:00+00:00,32.0,8165.382751247475,16.330765502494952,832.8690406272425,956.8396427582526,0,-43.16035724174742,5,True,251019,251024,2025-01-04 10:24:00+00:00,cost_be_gap,-0.30720028510332553,0.2031361368496376,0.5103364219529672,False,loss,False,-9.830409123306367,-9.830409123306417,947.0092336349462,-52.99076636505379,6,
validation,next_bar,double10,net_loss,4,3,256017,-1,2025-01-14 20:06:00+00:00,64.0,7550.796903796504,15.101593807593009,770.1812841872434,947.0092336349462,0,-52.99076636505379,6,True,256018,256037,2025-01-14 21:03:00+00:00,initial_stop,-1.2359624032436485,-1.0,0.23596240324364076,True,loss,False,-79.10159380759353,-79.1015938075935,867.9076398273527,-132.09236017264732,7,
validation,next_bar,double10,net_loss,4,4,258838,-1,2025-01-20 17:09:00+00:00,128.0,6011.83415876609,12.023668317532179,613.2070841941411,867.9076398273527,0,-132.09236017264732,7,True,258839,258841,2025-01-20 17:15:00+00:00,cost_be_gap,-0.10667015706806283,-0.012735248337343852,0.09393490873072016,False,loss,False,-13.653780104712041,-13.653780104712043,854.2538597226406,-145.74614027735936,8,
validation,next_bar,double_risk_only,initial_stop,1,1,249498,-1,2025-01-01 06:09:00+00:00,2.0,758.3654937570989,1.5167309875141979,3.516730987514198,999.79237535014,0,-0.2076246498600085,1,True,249499,249534,2025-01-01 07:54:00+00:00,initial_stop,-1.7583654937570767,-1.0,0.7583654937570988,True,loss,False,-3.5167309875141655,-3.5167309875141535,996.2756443626258,-3.724355637374174,2,
validation,next_bar,double_risk_only,net_loss,3,1,249467,-1,2025-01-01 04:36:00+00:00,1.0,468.65826330530064,0.9373165266106013,1.9373165266106014,1000.0,0,0.0,0,True,249468,249476,2025-01-01 05:00:00+00:00,cost_be_gap,-0.20762464986001636,0.7296918767506082,0.9373165266106013,False,loss,False,-0.2076246498600085,-0.20762464986001636,999.79237535014,-0.2076246498600085,1,
validation,next_bar,double_risk_only,net_loss,3,2,249498,-1,2025-01-01 06:09:00+00:00,2.0,758.3654937570989,1.5167309875141979,3.516730987514198,999.79237535014,0,-0.2076246498600085,1,True,249499,249534,2025-01-01 07:54:00+00:00,initial_stop,-1.7583654937570767,-1.0,0.7583654937570988,True,loss,False,-3.5167309875141655,-3.5167309875141535,996.2756443626258,-3.724355637374174,2,
