asset,closed,wins,total_r,positive_r,negative_r,win_rate,mean_r,pf_r,score_known,arm,selection_mode,win_le_10pct,mean_lt_neg036,pf_lt_05
PIEVERSE,105,25,-17.72014243018232,61.541383799805544,79.26152622998787,0.23809523809523808,-0.16876326123983162,0.7764345039387083,True,v9,full_history_posthoc,False,False,False
PIPPIN,119,28,2.4051439010036333,87.63706435150104,85.23192045049741,0.23529411764705882,0.02021129328574482,1.0282188162403372,True,v9,full_history_posthoc,False,False,False
PIXEL,107,33,26.96147468309125,98.5800972204859,71.61862253739464,0.308411214953271,0.25197639890739487,1.3764589952705906,True,v9,full_history_posthoc,False,False,False
PLAY,58,18,63.47150253947875,100.91084396458977,37.439341425111024,0.3103448275862069,1.094336250680668,2.6953156792685364,True,v9,full_history_posthoc,False,False,False
PLTR,21,3,-12.634140789014563,6.411509544026822,19.045650333041387,0.14285714285714285,-0.6016257518578363,0.336639045236686,True,v9,full_history_posthoc,False,True,True
PLUME,170,56,24.397866630104286,135.5757566739198,111.17789004381552,0.32941176470588235,0.1435168625300252,1.219448908595846,True,v9,full_history_posthoc,False,False,False
PNUT,208,62,-18.390012231342766,126.6584974664169,145.04850969775967,0.2980769230769231,-0.08841352034299407,0.8732147454002638,True,v9,full_history_posthoc,False,False,False
POET,7,4,4.732442650812058,7.184301732669306,2.4518590818572483,0.5714285714285714,0.676063235830294,2.9301446342614845,True,v9,full_history_posthoc,False,False,False
POL,219,82,6.083419615242166,146.96176530752987,140.8783456922877,0.3744292237442922,0.027778171759096647,1.0431820773117952,True,v9,full_history_posthoc,False,False,False
POLYX,119,43,-1.9231841146018045,71.71853874849174,73.64172286309353,0.36134453781512604,-0.01616121104707399,0.9738845855334324,True,v9,full_history_posthoc,False,False,False
PONKE,57,21,-2.4744048150636777,32.41265461123086,34.88705942629454,0.3684210526315789,-0.04341061079059084,0.9290738498527994,True,v9,full_history_posthoc,False,False,False
POPCAT,244,73,-1.7192497635858508,163.50465527344622,165.22390503703207,0.29918032786885246,-0.007046105588466601,0.9895944248309558,True,v9,full_history_posthoc,False,False,False
POPMART,1,0,-1.2638666666666614,0.0,1.2638666666666614,0.0,-1.2638666666666614,0.0,True,v9,full_history_posthoc,True,True,True
PORT3,25,4,-15.96214032404355,4.82921001399856,20.79135033804211,0.16,-0.638485612961742,0.23227014770476517,True,v9,full_history_posthoc,False,True,True
PORTAL,110,30,-2.4880288137890796,71.64959268802104,74.13762150181013,0.2727272727272727,-0.022618443761718905,0.9664404014670428,True,v9,full_history_posthoc,False,False,False
POWER,45,19,7.344204662574182,33.04340795742925,25.69920329485507,0.4222222222222222,0.16320454805720402,1.2857755774882125,True,v9,full_history_posthoc,False,False,False
POWR,115,34,-14.2164356744935,67.15487426854126,81.37130994303476,0.2956521739130435,-0.12362117977820435,0.8252893349702011,True,v9,full_history_posthoc,False,False,False
PRL,39,16,17.097913299612816,39.13304088001537,22.035127580402552,0.41025641025641024,0.43840803332340555,1.7759389292040788,True,v9,full_history_posthoc,False,False,False
PROM,88,17,11.316858658009105,85.55216135744482,74.23530269943572,0.19318181818181818,0.12860066656828528,1.1524457804641661,True,v9,full_history_posthoc,False,False,False
PROMPT,73,26,1.6506951425178258,47.31659879592443,45.6659036534066,0.3561643835616438,0.022612262226271586,1.0361472129194291,True,v9,full_history_posthoc,False,False,False
PROS,34,8,-7.693073787404298,16.873249240102815,24.566323027507114,0.23529411764705882,-0.2262668761001264,0.6868447191388675,True,v9,full_history_posthoc,False,False,False
PROVE,118,43,11.869764246983934,87.92990413484333,76.06013988785939,0.3644067796610169,0.10059122243206724,1.156057617886114,True,v9,full_history_posthoc,False,False,False
PTB,47,12,-18.907696448580218,15.892530420809711,34.80022686938993,0.2553191489361702,-0.4022914137995791,0.456678931446527,True,v9,full_history_posthoc,False,True,True
PUFFER,45,12,-13.271288507064241,18.604324285781775,31.875612792846017,0.26666666666666666,-0.2949175223792054,0.5836538549607814,True,v9,full_history_posthoc,False,False,False
PUMP,116,54,55.335111380720676,115.93406109806162,60.59894971734095,0.46551724137931033,0.477026822247592,1.9131364757776654,True,v9,full_history_posthoc,False,False,False
PUMPBTC,56,24,20.535291767167855,51.38299799211759,30.847706224949732,0.42857142857142855,0.366701638699426,1.6656991485013184,True,v9,full_history_posthoc,False,False,False
PUNDIX,75,18,-23.789525925005577,29.99431154696895,53.78383747197453,0.24,-0.3171936790000744,0.557682622825087,True,v9,full_history_posthoc,False,False,False
PURR,1,0,-1.0315500000000009,0.0,1.0315500000000009,0.0,-1.0315500000000009,0.0,True,v9,full_history_posthoc,True,True,True
PYTH,249,83,3.1194500280266686,165.4481212719307,162.328671243904,0.3333333333333333,0.012527911759143247,1.0192168765019927,True,v9,full_history_posthoc,False,False,False
Q,79,24,-6.7836075299084335,47.21675560319708,54.00036313310551,0.3037974683544304,-0.08586844974567637,0.8743784831004282,True,v9,full_history_posthoc,False,False,False
QCOM,23,10,0.4565342700203465,13.19256407335114,12.736029803330794,0.43478260869565216,0.019849316087841153,1.0358458858113657,True,v9,full_history_posthoc,False,False,False
QNT,135,44,-17.25307689665069,74.3337064405421,91.58678333719278,0.32592592592592595,-0.12780056960481992,0.8116204514669932,True,v9,full_history_posthoc,False,False,False
QQQ,26,7,-12.536290874087493,12.960247332486706,25.496538206574197,0.2692307692307692,-0.48216503361874974,0.5083140004137875,True,v9,full_history_posthoc,False,True,False
QTUM,260,90,37.67515105442427,207.11802445285514,169.4428733984309,0.34615384615384615,0.14490442713240104,1.222347215310934,True,v9,full_history_posthoc,False,False,False
QUICK,54,13,-18.828143848766153,23.379820176638024,42.20796402540417,0.24074074074074073,-0.34866933053270655,0.5539196385441892,True,v9,full_history_posthoc,False,False,False
RAM,10,3,2.4741948923369543,6.999483224400874,4.525288332063919,0.3,0.24741948923369544,1.5467485629161024,True,v9,full_history_posthoc,False,False,False
RARE,127,31,-34.657028838823095,62.47821247872074,97.13524131754384,0.2440944881889764,-0.27288999085687476,0.6432084960233315,True,v9,full_history_posthoc,False,False,False
RAVE,85,26,218.97751903850923,272.5265671198096,53.5490480813004,0.3058823529411765,2.5762061063354027,5.089288734060191,True,v9,full_history_posthoc,False,False,False
RAY,132,45,60.557823243540575,146.89235897052558,86.334535726985,0.3409090909090909,0.4587713882086407,1.7014321989874608,True,v9,full_history_posthoc,False,False,False
RAYSOL,105,34,34.6811339374203,103.92585358187453,69.24471964445424,0.3238095238095238,0.33029651368971713,1.5008487884057435,True,v9,full_history_posthoc,False,False,False
RDDT,5,1,-4.167932151487123,0.4508161434977583,4.618748294984881,0.2,-0.8335864302974245,0.0976056963284322,True,v9,full_history_posthoc,False,True,True
RDNT,90,25,-6.355697498428555,59.10807221970125,65.4637697181298,0.2777777777777778,-0.0706188610936506,0.902912748138481,True,v9,full_history_posthoc,False,False,False
RDW,12,6,2.1035967886003677,10.489180195132334,8.385583406531968,0.5,0.17529973238336397,1.250858728202711,True,v9,full_history_posthoc,False,False,False
RE,34,13,-4.270899980254274,15.118670212616047,19.389570192870323,0.38235294117647056,-0.1256147053015963,0.7797320962883069,True,v9,full_history_posthoc,False,False,False
RECALL,103,32,2.3828839864868328,73.60777307059362,71.22488908410679,0.3106796116504854,0.023134795985309056,1.033455776725366,True,v9,full_history_posthoc,False,False,False
RED,80,32,31.42236290957668,78.51405153548103,47.09168862590435,0.4,0.3927795363697085,1.6672592091397582,True,v9,full_history_posthoc,False,False,False
REEF,28,10,2.9269175408287516,19.98055725066585,17.053639709837096,0.35714285714285715,0.10453276931531255,1.1716300795976364,True,v9,full_history_posthoc,False,False,False
REI,59,15,-15.103343917715101,27.6117619355714,42.7151058532865,0.2542372881355932,-0.2559888799612729,0.6464167976174394,True,v9,full_history_posthoc,False,False,False
REN,12,4,-1.458920630004659,6.43058082252951,7.889501452534169,0.3333333333333333,-0.12157671916705493,0.8150807577916038,True,v9,full_history_posthoc,False,False,False
RENDER,252,87,0.4504824799368272,154.68542661272681,154.23494413279,0.34523809523809523,0.0017876288886382033,1.0029207549720314,True,v9,full_history_posthoc,False,False,False
RESOLV,155,45,-26.037157231475305,80.54726774746834,106.58442497894364,0.2903225806451613,-0.1679816595579052,0.7557133020455935,True,v9,full_history_posthoc,False,False,False
REZ,120,41,23.86574277046558,97.63989050831074,73.77414773784515,0.3416666666666667,0.19888118975387983,1.3234973700444768,True,v9,full_history_posthoc,False,False,False
RIF,124,31,6.102732548898925,96.96771608044247,90.86498353154354,0.25,0.04921558507176552,1.0671626440869864,True,v9,full_history_posthoc,False,False,False
RIOT,1,0,-1.0591780821917811,0.0,1.0591780821917811,0.0,-1.0591780821917811,0.0,True,v9,full_history_posthoc,True,True,True
RIVER,74,25,11.103463627847262,57.31877858185675,46.215314954009486,0.33783783783783783,0.15004680578171975,1.2402550678037512,True,v9,full_history_posthoc,False,False,False
RIVN,11,5,0.031453292753345075,7.0729502837155795,7.0414969909622345,0.45454545454545453,0.0028593902503040976,1.0044668474322598,True,v9,full_history_posthoc,False,False,False
RKLB,16,8,3.558223553494738,12.645263805702253,9.087040252207515,0.5,0.22238897209342112,1.3915712327377816,True,v9,full_history_posthoc,False,False,False
RLC,115,45,29.008120394442436,98.27363617222368,69.26551577778125,0.391304347826087,0.25224452516906465,1.4187959920417939,True,v9,full_history_posthoc,False,False,False
RLS,56,15,-19.725128868257393,17.068936879187127,36.79406574744452,0.26785714285714285,-0.3522344440760249,0.463904614302447,True,v9,full_history_posthoc,False,False,True
ROBO,71,22,-1.343079827960441,49.52013232454561,50.863212152506044,0.30985915492957744,-0.01891661729521748,0.9735942782391839,True,v9,full_history_posthoc,False,False,False
ROK,13,1,-12.871504431843176,0.4829548989113573,13.354459330754533,0.07692307692307693,-0.9901157255263981,0.036164316873476154,True,v9,full_history_posthoc,True,True,True
RON,15,4,-4.7671060824628135,6.602360136762314,11.369466219225128,0.26666666666666666,-0.3178070721641876,0.5807097720733885,True,v9,full_history_posthoc,False,False,False
RONIN,104,45,53.52563170218379,113.2782229548024,59.752591252618615,0.4326923076923077,0.5146695355979211,1.895787623266264,True,v9,full_history_posthoc,False,False,False
ROSE,140,52,14.182023702192149,100.00404307043944,85.82201936824728,0.37142857142857144,0.10130016930137249,1.1652492426371321,True,v9,full_history_posthoc,False,False,False
RPL,95,33,-7.228276150444321,53.65960928663093,60.887885437075255,0.3473684210526316,-0.07608711737309812,0.8812854790643961,True,v9,full_history_posthoc,False,False,False
RSR,280,101,88.19072755110334,260.0164989136665,171.82577136256316,0.3607142857142857,0.31496688411108337,1.5132566951497362,True,v9,full_history_posthoc,False,False,False
RUNE,155,43,-2.4383087517347075,107.38428565081874,109.82259440255345,0.27741935483870966,-0.015731024204740048,0.9777977494977298,True,v9,full_history_posthoc,False,False,False
RVN,257,76,-40.46160826710023,131.22033362433956,171.68194189143978,0.29571984435797666,-0.15743816446342504,0.7643222821146476,True,v9,full_history_posthoc,False,False,False
RVV,14,2,-8.19436072138584,3.1639780219780156,11.358338743363856,0.14285714285714285,-0.5853114800989886,0.2785599279495498,True,v9,full_history_posthoc,False,True,True
S,203,72,35.93400967230758,164.39983308922638,128.46582341691882,0.35467980295566504,0.17701482597195853,1.2797164935898047,True,v9,full_history_posthoc,False,False,False
SAFE,108,28,-14.646716677421935,59.792922511090495,74.43963918851243,0.25925925925925924,-0.13561774701316606,0.8032403590736074,True,v9,full_history_posthoc,False,False,False
SAGA,124,40,10.478589979625767,94.72278243666612,84.24419245704036,0.3225806451612903,0.0845047579002078,1.1243835292856448,True,v9,full_history_posthoc,False,False,False
SAHARA,134,39,-25.336908959176004,65.56987466244364,90.90678362161964,0.291044776119403,-0.1890814101431045,0.7212869276660854,True,v9,full_history_posthoc,False,False,False
SAMSUNG,12,4,-2.805235814508609,5.230868639851583,8.036104454360192,0.3333333333333333,-0.23376965120905077,0.6509209368244888,True,v9,full_history_posthoc,False,False,False
SAND,228,72,16.030705538263458,165.91061259420275,149.8799070559393,0.3157894736842105,0.07031011200992744,1.106957002130248,True,v9,full_history_posthoc,False,False,False
SANTOS,98,22,-30.002904528073977,45.36583336655405,75.36873789462803,0.22448979591836735,-0.30615208702116303,0.6019184430284528,True,v9,full_history_posthoc,False,False,False
SAPIEN,89,30,3.5305210779968474,59.282322189983,55.75180111198615,0.33707865168539325,0.03966877615726795,1.0633256864815048,True,v9,full_history_posthoc,False,False,False
SCR,107,31,-12.268791453212376,59.90779930789591,72.17659076110829,0.2897196261682243,-0.11466160236647081,0.8300170273514317,True,v9,full_history_posthoc,False,False,False
SCRT,118,35,-12.319373229937494,72.55404236511613,84.87341559505363,0.2966101694915254,-0.10440146805031775,0.8548500358614592,True,v9,full_history_posthoc,False,False,False
SEI,181,52,-8.970540881675582,121.23550788875508,130.20604877043067,0.287292817679558,-0.049560999346273935,0.931105037236083,True,v9,full_history_posthoc,False,False,False
SENT,127,30,-55.607345064771714,58.088034037329585,113.6953791021013,0.23622047244094488,-0.43785311074623395,0.5109093658517562,True,v9,full_history_posthoc,False,True,False
SFP,127,42,16.597511185244958,97.62915909075952,81.03164790551456,0.33070866141732286,0.1306890644507477,1.2048275163377915,True,v9,full_history_posthoc,False,False,False
SHAZ,8,2,11.48209696024181,16.532753608815497,5.0506566485736855,0.25,1.4352621200302262,3.2733869591955687,True,v9,full_history_posthoc,False,False,False
SHELL,162,64,56.56461739122304,152.09578748378584,95.53117009256279,0.3950617283950617,0.34916430488409284,1.5921064018834485,True,v9,full_history_posthoc,False,False,False
SHIB,141,45,17.256090481842573,114.76757994711342,97.51148946527084,0.3191489361702128,0.12238362043859981,1.1769646897660035,True,v9,full_history_posthoc,False,False,False
SHLD,21,2,-19.166804710033087,1.550380835380821,20.71718554541391,0.09523809523809523,-0.9127049861920518,0.07483549500400277,True,v9,full_history_posthoc,True,True,True
SHOP,1,0,-1.1668777777777817,0.0,1.1668777777777817,0.0,-1.1668777777777817,0.0,True,v9,full_history_posthoc,True,True,True
SIGN,129,44,36.889154133180455,120.97226907703518,84.08311494385471,0.34108527131782945,0.2859624351409338,1.4387224968748205,True,v9,full_history_posthoc,False,False,False
SIMO,7,6,6.709632240198287,7.789727332222825,1.0800950920245382,0.8571428571428571,0.9585188914568982,7.212075482744489,True,v9,full_history_posthoc,False,False,False
SIREN,80,27,30.011078230917388,83.20075425468548,53.1896760237681,0.3375,0.37513847788646737,1.5642275056818689,True,v9,full_history_posthoc,False,False,False
SKATE,36,5,-16.476896002820304,13.395880328831227,29.872776331651533,0.1388888888888889,-0.45769155563389735,0.4484310457156169,True,v9,full_history_posthoc,False,True,True
SKDD,2,0,-1.4711774774774786,0.0,1.4711774774774786,0.0,-0.7355887387387393,0.0,True,v9,full_history_posthoc,True,True,True
SKHY,12,2,-0.7407685033606197,6.433626428216595,7.174394931577215,0.16666666666666666,-0.06173070861338498,0.8967482957900438,True,v9,full_history_posthoc,False,False,False
SKHYNIX,16,6,1.9400085857835663,11.321708648076946,9.38170006229338,0.375,0.12125053661147289,1.2067864643830157,True,v9,full_history_posthoc,False,False,False
SKL,127,30,1.079636991207985,98.25345218339665,97.17381519218866,0.23622047244094488,0.008501078670929016,1.011110369486602,True,v9,full_history_posthoc,False,False,False
SKR,33,12,22.856337360908032,44.05295044197969,21.196613081071657,0.36363636363636365,0.6926162836638797,2.0783013905801058,True,v9,full_history_posthoc,False,False,False
SKUU,2,0,-2.126466666666669,0.0,2.126466666666669,0.0,-1.0632333333333346,0.0,True,v9,full_history_posthoc,True,True,True
SKY,166,47,-23.64609914110913,90.08169103250772,113.72779017361685,0.28313253012048195,-0.1424463803681273,0.7920816090331924,True,v9,full_history_posthoc,False,False,False
SKYAI,70,23,38.2923620252842,82.79430166858542,44.50193964330123,0.32857142857142857,0.5470337432183457,1.8604650119120876,True,v9,full_history_posthoc,False,False,False
SLERF,56,19,12.78757213091309,46.684316401014414,33.89674427010132,0.3392857142857143,0.22834950233773374,1.3772507480074536,True,v9,full_history_posthoc,False,False,False
SLP,80,31,28.85098613004074,78.61019120118466,49.75920507114392,0.3875,0.3606373266255093,1.5798120385723735,True,v9,full_history_posthoc,False,False,False
SLX,40,8,-20.589705410253163,6.7655871082581145,27.355292518511277,0.2,-0.5147426352563291,0.24732278419906692,True,v9,full_history_posthoc,False,True,True
SMCI,10,6,4.810182473681344,8.844145195236171,4.033962721554827,0.6,0.4810182473681344,2.1924211515339276,True,v9,full_history_posthoc,False,False,False
SMH,5,2,0.03790242804322275,3.4181543814229056,3.3802519533796827,0.4,0.007580485608644549,1.0112129002707408,True,v9,full_history_posthoc,False,False,False
SNDK,28,12,12.70023549296216,28.227668791986318,15.527433299024159,0.42857142857142855,0.45357983903436283,1.8179223989170394,True,v9,full_history_posthoc,False,False,False
SNOW,3,1,-0.532070086215455,1.9191941544884985,2.4512642407039538,0.3333333333333333,-0.17735669540515167,0.782940542524842,True,v9,full_history_posthoc,False,False,False
SNX,237,69,-47.395096152224745,115.87716344078817,163.2722595930129,0.2911392405063291,-0.19997930865917615,0.7097173992056826,True,v9,full_history_posthoc,False,False,False
SNXX,7,4,5.460069642481736,8.278447020480082,2.8183773779983463,0.5714285714285714,0.7800099489259623,2.937309632523221,True,v9,full_history_posthoc,False,False,False
SOFTBANK,6,0,-6.321732430204132,0.0,6.321732430204132,0.0,-1.0536220717006886,0.0,True,v9,full_history_posthoc,True,True,True
SOL,251,95,43.0484355248884,197.6667722273071,154.6183367024187,0.3784860557768924,0.17150771125453546,1.2784174014737992,True,v9,full_history_posthoc,False,False,False
SOLV,97,27,41.38253690293381,110.47670453086442,69.09416762793062,0.27835051546391754,0.42662409178282273,1.5989295236289283,True,v9,full_history_posthoc,False,False,False
SOMI,60,17,-12.830433970619591,30.63145559648916,43.46188956710875,0.2833333333333333,-0.21384056617699318,0.704788859885893,True,v9,full_history_posthoc,False,False,False
SONIC,84,29,16.891531927776366,69.59472078922529,52.70318886144892,0.34523809523809523,0.2010896658068615,1.3205030339280306,True,v9,full_history_posthoc,False,False,False
SONY,9,0,-8.512520459361264,0.0,8.512520459361264,0.0,-0.945835606595696,0.0,True,v9,full_history_posthoc,True,True,True
SOON,184,36,-57.14501400006849,87.92605289863326,145.07106689870176,0.1956521739130435,-0.3105707282612418,0.6060895172159246,True,v9,full_history_posthoc,False,False,False
SOPH,132,47,9.041027816325164,89.83848186411092,80.79745404778575,0.3560606060606061,0.06849263497216034,1.1118974344287886,True,v9,full_history_posthoc,False,False,False
SOXL,8,2,-0.8801301581892167,4.348896478630179,5.2290266368193965,0.25,-0.11001626977365209,0.8316837493249862,True,v9,full_history_posthoc,False,False,False
SOXS,5,0,-3.7544361849077457,0.0,3.7544361849077457,0.0,-0.7508872369815491,0.0,True,v9,full_history_posthoc,True,True,True
SPACE,90,28,18.49344973785017,74.8263888968439,56.332939158993725,0.3111111111111111,0.20548277486500188,1.328288387113166,True,v9,full_history_posthoc,False,False,False
SPCX,14,4,-3.3602981441299153,7.880685633681501,11.240983777811417,0.2857142857142857,-0.24002129600927966,0.701067254383659,True,v9,full_history_posthoc,False,False,False
SPELL,126,35,-23.03865103420865,72.7566562752906,95.79530730949924,0.2777777777777778,-0.18284643677943374,0.7595012565722613,True,v9,full_history_posthoc,False,False,False
SPK,139,41,-29.883552909285804,68.7604680255581,98.64402093484391,0.2949640287769784,-0.21498958927543743,0.6970566221238648,True,v9,full_history_posthoc,False,False,False
SPORTFUN,38,10,1.6985604099267486,28.29779955265328,26.599239142726532,0.2631578947368421,0.04469895815596707,1.063857481066003,True,v9,full_history_posthoc,False,False,False
SPX,198,67,22.81829293038751,150.709978297557,127.8916853671695,0.3383838383838384,0.11524390368882581,1.1784188930255906,True,v9,full_history_posthoc,False,False,False
SPY,31,7,-25.570199810536767,9.168725678149535,34.7389254886863,0.22580645161290322,-0.8248451551786053,0.26393233380622516,True,v9,full_history_posthoc,False,True,True
SQD,69,18,-15.630054650458145,35.55652092618984,51.18657557664798,0.2608695652173913,-0.22652253116606008,0.6946454324327024,True,v9,full_history_posthoc,False,False,False
SQQQ,7,1,-2.494285478240771,2.784421052631579,5.27870653087235,0.14285714285714285,-0.3563264968915387,0.5274816920294735,True,v9,full_history_posthoc,False,False,False
SSV,283,89,10.300270915431607,191.64130930324077,181.34103838780916,0.31448763250883394,0.03639671701565939,1.0568005510887384,True,v9,full_history_posthoc,False,False,False
STABLE,93,23,-20.575651962790015,49.89937942997167,70.47503139276168,0.24731182795698925,-0.22124356949236576,0.7080433799579224,True,v9,full_history_posthoc,False,False,False
STAR,16,2,-12.694925693054333,1.113653006826908,13.808578699881242,0.125,-0.7934328558158958,0.08064935798472045,True,v9,full_history_posthoc,False,True,True
STBL,77,25,-7.899484072987651,42.82861673450583,50.72810080749348,0.3246753246753247,-0.10259070224659286,0.8442779456111482,True,v9,full_history_posthoc,False,False,False
STEEM,134,39,-24.479496851460222,70.10875656413319,94.58825341559341,0.291044776119403,-0.18268281232433,0.7411993987889341,True,v9,full_history_posthoc,False,False,False
STG,126,44,44.80088341071998,128.04210311335407,83.2412197026341,0.3492063492063492,0.3555625667517459,1.5382055136957862,True,v9,full_history_posthoc,False,False,False
STMX,25,9,3.3271209195709317,18.585302776489048,15.258181856918116,0.36,0.13308483678283728,1.218054873822493,True,v9,full_history_posthoc,False,False,False
STO,89,24,-21.764163385524185,44.33690354499913,66.10106693052332,0.2696629213483146,-0.2445411616351032,0.6707441438365921,True,v9,full_history_posthoc,False,False,False
STORJ,113,45,37.7187650179649,106.3519143848722,68.63314936690729,0.39823008849557523,0.3337943806899549,1.549570657414006,True,v9,full_history_posthoc,False,False,False
STRC,15,2,-14.179560797019105,6.553407738095192,20.732968535114296,0.13333333333333333,-0.945304053134607,0.3160863205380379,True,v9,full_history_posthoc,False,True,True
STRK,260,96,106.72815031967363,263.27633298929936,156.54818266962573,0.36923076923076925,0.41049288584489857,1.6817591140288692,True,v9,full_history_posthoc,False,False,False
STX,247,90,-3.6689270906160463,156.67133660705417,160.34026369767022,0.3643724696356275,-0.014853955832453629,0.9771178679265864,True,v9,full_history_posthoc,False,False,False
SUI,282,83,4.328407795005464,188.86528198661753,184.53687419161207,0.29432624113475175,0.015348963812076111,1.0234555170285973,True,v9,full_history_posthoc,False,False,False
SUN,105,45,28.685533638843154,95.00587942781436,66.32034578897121,0.42857142857142855,0.2731955584651729,1.4325299166883028,True,v9,full_history_posthoc,False,False,False
SUPER,134,49,11.41509396852322,96.07907383404451,84.6639798655213,0.3656716417910448,0.08518726842181507,1.134828223131664,True,v9,full_history_posthoc,False,False,False
SUSHI,268,75,10.843333429294974,196.9215585610599,186.07822513176492,0.2798507462686567,0.04046019936304095,1.0582729839647633,True,v9,full_history_posthoc,False,False,False
SWARMS,87,30,4.0630359268619225,60.7796715525029,56.71663562564097,0.3448275862068966,0.04670156237772325,1.0716374637184063,True,v9,full_history_posthoc,False,False,False
SWELL,71,17,-0.049357853309337285,50.87179126632477,50.92114911963411,0.23943661971830985,-0.0006951810325258773,0.9990307003246651,True,v9,full_history_posthoc,False,False,False
SXT,71,12,-32.11212333300973,25.65691216820205,57.769035501211775,0.16901408450704225,-0.4522834272254891,0.44412914194601477,True,v9,full_history_posthoc,False,True,True
SYN,119,32,2.3984687368547273,82.03059846968745,79.63212973283272,0.2689075630252101,0.020155199469367457,1.0301193594206464,True,v9,full_history_posthoc,False,False,False
SYRUP,145,53,3.6367402237554516,96.02187392667771,92.38513370292227,0.36551724137931035,0.025080967060382424,1.0393649938901415,True,v9,full_history_posthoc,False,False,False
SYS,96,32,8.97805967234033,68.6184133504221,59.64035367808177,0.3333333333333333,0.09352145492021176,1.1505366604765763,True,v9,full_history_posthoc,False,False,False
T,116,37,23.884104638192603,104.7938959112456,80.90979127305299,0.31896551724137934,0.20589745377752244,1.2951942436433799,True,v9,full_history_posthoc,False,False,False
TA,58,13,-14.502603741670786,30.21594275964849,44.71854650131928,0.22413793103448276,-0.25004489209777214,0.6756915222805165,True,v9,full_history_posthoc,False,False,False
TAC,63,14,5.443642663913465,52.47527778715865,47.03163512324519,0.2222222222222222,0.08640702641132485,1.1157442782852125,True,v9,full_history_posthoc,False,False,False
TAG,69,16,-2.3632875333541317,49.1896679393626,51.55295547271673,0.2318840579710145,-0.034250543961654084,0.9541580591901302,True,v9,full_history_posthoc,False,False,False
TAIKO,76,31,18.881001691215275,61.4151454322205,42.534143741005224,0.40789473684210525,0.24843423277914836,1.4439022401904607,True,v9,full_history_posthoc,False,False,False
TAKE,56,11,-20.668129367655887,23.95055841292129,44.618687780577176,0.19642857142857142,-0.3690737387081408,0.536783119456667,True,v9,full_history_posthoc,False,True,False
TANSSI,27,8,-10.96948344772704,8.101417715646633,19.07090116337367,0.2962962962962963,-0.4062771647306311,0.4248051859869993,True,v9,full_history_posthoc,False,True,True
TAO,248,78,39.69753302750856,204.59761574110388,164.9000827135953,0.31451612903225806,0.1600706976915668,1.2407368897228315,True,v9,full_history_posthoc,False,False,False
TER,8,5,10.2755892899952,12.6175002313141,2.341910941318899,0.625,1.2844486612494,5.3876943007099465,True,v9,full_history_posthoc,False,False,False
THE,82,30,18.677259736411663,72.67153313360309,53.994273397191435,0.36585365853658536,0.22777146020014225,1.3459118636344716,True,v9,full_history_posthoc,False,False,False
THETA,273,89,4.526280878250756,185.85711233136138,181.33083145311062,0.326007326007326,0.01657978343681596,1.0249614521809611,True,v9,full_history_posthoc,False,False,False
TIA,141,35,-32.623332826547404,69.63290831456344,102.25624114111083,0.24822695035460993,-0.23137115479820855,0.6809648735129225,True,v9,full_history_posthoc,False,False,False
TLM,123,35,-23.30746559367312,64.92485269333096,88.23231828700408,0.2845528455284553,-0.18949159019246437,0.7358398141839811,True,v9,full_history_posthoc,False,False,False
TMF,3,1,0.12408333333331711,2.486999999999978,2.362916666666661,0.3333333333333333,0.04136111111110571,1.0525127843413793,True,v9,full_history_posthoc,False,False,False
TNSR,113,42,15.316312557430821,82.6757378825306,67.35942532509976,0.37168141592920356,0.13554258900381258,1.2273818769015479,True,v9,full_history_posthoc,False,False,False
TOKEN,74,25,-5.345006172459197,44.152983643057844,49.497989815517045,0.33783783783783783,-0.0722298131413405,0.8920156921042559,True,v9,full_history_posthoc,False,False,False
TON,111,28,-31.71445255109753,52.300721884578394,84.01517443567593,0.25225225225225223,-0.2857157887486264,0.6225151853326342,True,v9,full_history_posthoc,False,False,False
TOSHI,51,13,-15.206494877707053,21.00121109188253,36.20770596958958,0.2549019607843137,-0.29816656622955007,0.5800204826431478,True,v9,full_history_posthoc,False,False,False
TOWNS,88,26,-10.079327732841895,52.456666766131725,62.53599449897362,0.29545454545454547,-0.11453781514593063,0.8388235797064469,True,v9,full_history_posthoc,False,False,False
TQQQ,7,2,-2.6787914528637176,2.1782674597929073,4.857058912656624,0.2857142857142857,-0.3826844932662454,0.4484745808037726,True,v9,full_history_posthoc,False,True,True
TRADOOR,49,15,20.95531554207551,53.9486418088994,32.99332626682389,0.30612244897959184,0.42765950085868387,1.6351380085962086,True,v9,full_history_posthoc,False,False,False
TRB,234,76,16.975278345322284,173.2902589810518,156.31498063572954,0.3247863247863248,0.07254392455265933,1.1085966186752172,True,v9,full_history_posthoc,False,False,False
TREE,56,19,-5.447473771290576,29.98083172743179,35.42830549872237,0.3392857142857143,-0.09727631734447457,0.8462395055420581,True,v9,full_history_posthoc,False,False,False
TRIA,65,22,-1.540825742304314,38.3668150870059,39.90764082931021,0.3384615384615385,-0.02370501142006637,0.9613902072313768,True,v9,full_history_posthoc,False,False,False
TROY,19,7,2.2967988930812346,13.197213344501936,10.900414451420701,0.3684210526315789,0.1208841522674334,1.2107074830335356,True,v9,full_history_posthoc,False,False,False
